Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage","Current"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22001000.jpg,288-1640-ND,22001008,American Electrical Inc.,SWITCHED FOURTH POLE MODULE 80A,5,0,"40.12000","0","1","-","Active","Switched Pole","-","80A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22001000.jpg,288-1639-ND,22001006,American Electrical Inc.,SWITCHED FOURTH POLE MODULE 63A,5,0,"40.53000","0","1","-","Active","Switched Pole","-","63A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22001000.jpg,288-1638-ND,22001004,American Electrical Inc.,SWITCHED FOURTH POLE MODULE 40A,4,0,"40.53000","0","1","-","Active","Switched Pole","-","40A"
http://www.altechcorp.com/PDFS/Disco_2015.pdf,-,1920-2065-ND,KU440N,Altech Corporation,MOTOR DISCONNECT SWITCH 4P EXTEN,4,56,"44.98000","0","1","KU","Active","Switch","600V","40A"
http://www.altechcorp.com/PDFS/Disco_2015.pdf,-,1920-2066-ND,KU463N,Altech Corporation,MOTOR DISCONNECT SWITCH 4P EXTEN,4,97,"49.98000","0","1","KU","Active","Switch","600V","60A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22003000.jpg,288-1611-ND,22003001,American Electrical Inc.,SWITCH DISCONNECT 20A DIN RAIL,3,0,"50.27000","0","1","-","Active","Switch","-","20A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1619-ND,22053000,American Electrical Inc.,SWITCH DISCONNECT 16A DIN RAIL,5,0,"53.75000","0","1","-","Active","Switch","-","16A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22003000.jpg,288-1612-ND,22003002,American Electrical Inc.,SWITCH DISCONNECT 25A DIN RAIL,3,0,"55.65000","0","1","-","Active","Switch","-","25A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1620-ND,22053001,American Electrical Inc.,SWITCH DISCONNECT 20A DIN RAIL,5,0,"56.14000","0","1","-","Active","Switch","-","20A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22003000.jpg,288-1613-ND,22003003,American Electrical Inc.,SWITCH DISCONNECT 32A DIN RAIL,4,0,"56.76000","0","1","-","Active","Switch","-","32A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1621-ND,22053002,American Electrical Inc.,SWITCH DISCONNECT 25A DIN RAIL,3,0,"58.52000","0","1","-","Active","Switch","-","25A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22003000.jpg,288-1614-ND,22003004,American Electrical Inc.,SWITCH DISCONNECT 40A DIN RAIL,3,0,"58.98000","0","1","-","Active","Switch","-","40A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1622-ND,22053003,American Electrical Inc.,SWITCH DISCONNECT 32A DIN RAIL,4,0,"59.62000","0","1","-","Active","Switch","-","32A"
http://www.altechcorp.com/PDFS/DiscoExtendedDirect.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_KKV-332.jpg,1920-1446-ND,KKV 332,Altech Corporation,SWITCH DISCONCT/FUSE HOLDER 30A,5,218,"61.68000","0","1","KKV","Active","Switch","600V","30A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1623-ND,22053004,American Electrical Inc.,SWITCH DISCONNECT 40A DIN RAIL,5,0,"61.99000","0","1","-","Active","Switch","-","40A"
http://www.altechcorp.com/PDFS/Disco_2015.pdf,//media.digikey.com/Photos/Altech-Corporation/OKA%5EVKA4P-0.V.jpg,1920-2098-ND,OKA/VKA4P 0.V,Altech Corporation,DOOR MOUNTING KIT FOR VKA SW 4P,5,0,"63.98000","0","1","-","Active","Door Handle Kit, Black","-","-"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1626-ND,22053009,American Electrical Inc.,SWITCH DISCONNECT 100A DIN RAIL,5,0,"74.44000","0","1","-","Active","Switch","-","100A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22003000.jpg,288-1615-ND,22003006,American Electrical Inc.,SWITCH DISCONNECT 63A DIN RAIL,3,0,"77.99000","0","1","-","Active","Switch","-","63A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1624-ND,22053006,American Electrical Inc.,SWITCH DISCONNECT 63A DIN RAIL,5,0,"81.80000","0","1","-","Active","Switch","-","63A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22003000.jpg,288-1616-ND,22003008,American Electrical Inc.,SWITCH DISCONNECT 80A DIN RAIL,3,0,"87.18000","0","1","-","Active","Switch","-","80A"
http://www.altechcorp.com/PDFS/Disco_2015.pdf,-,1920-2107-ND,VKA480N,Altech Corporation,MOTOR DISCONNECT SWITCH 4P 80A 6,4,4,"95.96000","0","1","VKA","Active","Switch","600V","80A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,//media.digikey.com/Photos/Eaton%20Bussmann/CCP-2-30CC.jpg,2041-1013-ND,CCP-2-30CC,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 30A,2,0,"96.34000","0","1","CCP","Active","Fuse Carrier","600V","30A"
http://catalog.americanelectrical.com/Asset/DIN%20RAIL%20mounted%20Disconnects.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/22053000.jpg,288-1625-ND,22053008,American Electrical Inc.,SWITCH DISCONNECT 80A DIN RAIL,4,0,"98.14000","0","1","-","Active","Switch","-","80A"
http://www.altechcorp.com/PDFS/Splits/mds5.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_VKA3xxxN.jpg,1920-1448-ND,VKA3100N,Altech Corporation,SWITCH DISCT 100A,3,43,"99.38000","0","1","VKA","Active","Switch","600V","100A"
http://www.altechcorp.com/PDFS/Disco_2015.pdf,-,1920-2061-ND,KEA340UL,Altech Corporation,ENCLOSED DISC SWITCH 3P 40A600V,1,2,"164.92000","0","1","KEA","Active","Switch","600V","40A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2006-switch-rd-3-508.pdf,-,DIR-01-ND,DIR-01,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"3.52000","0","1","-","Active","Handle, Black","-","-"
-,-,15189-4-ND,15189-4,Eaton - Bussmann Electrical Division,SWITCH COMPONENT BLOCK 600V 4A,0,0,"8.99200","0","100","15149","Active","Terminal Block","600V","4A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2011-switch-rd30-rd100.pdf,-,DIR-02-ND,DIR-02,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"14.65000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2013-door-508.pdf,-,DOOR-508-ND,DOOR-508,Eaton - Bussmann Electrical Division,SWITCH COMP FUSE ADAPTER KIT,0,0,"15.62000","0","1","-","Active","Fuse Adapter Kit","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-AUX-ND,CCP-AUX,Eaton - Bussmann Electrical Division,SWITCH COMP AUX CONTCTS 600V 35A,0,0,"24.13000","0","1","CCP","Active","Auxiliary Contacts","600V","35A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPMDS-E-ND,TPMDS-E,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-30A 80VDC,0,0,"32.61600","0","10","TPMDS","Active","Switch","80V","3 ~ 30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPMDS-M-ND,TPMDS-M,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-30A 80VDC,0,0,"32.61600","0","10","TPMDS","Active","Switch","80V","3 ~ 30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-SEC2-ND,TPCDS-D-SEC2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-SEC1-ND,TPCDS-D-SEC1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-SMC2-ND,TPCDS-D-SMC2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-SMC1-ND,TPCDS-D-SMC1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-SSM-1-ND,TPCDS-SSM-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-SSM-2-ND,TPCDS-SSM-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-SSM-3-ND,TPCDS-SSM-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-CC1-ND,TPCDS-D-CC1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"34.66900","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2023-selector-h4x-01-h4x-02-h4x-04.pdf,-,H4X-01B-ND,H4X-01B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"36.83000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2023-selector-h4x-01-h4x-02-h4x-04.pdf,-,H4X-01R-ND,H4X-01R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"36.83000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-SSE-1-ND,TPCDS-SSE-1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"37.68500","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-SSE-2-ND,TPCDS-SSE-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"37.68500","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2023-selector-h4x-01-h4x-02-h4x-04.pdf,-,H4X-02B-ND,H4X-02B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"37.69000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2023-selector-h4x-01-h4x-02-h4x-04.pdf,-,H4X-02R-ND,H4X-02R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"37.69000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2023-selector-h4x-01-h4x-02-h4x-04.pdf,-,H4X-04B-ND,H4X-04B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"37.69000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2023-selector-h4x-01-h4x-02-h4x-04.pdf,-,H4X-04R-ND,H4X-04R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"37.69000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-1-30CC-ND,CCP-1-30CC,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 30A,0,0,"47.16000","0","6","CCP","Active","Fuse Carrier","600V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-1-30M-ND,CCP-1-30M,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 240V 30A,0,0,"47.16000","0","6","CCP","Active","Fuse Carrier","240V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-1-DCC-ND,CCP-1-DCC,Eaton - Bussmann Electrical Division,SWITCH COMP FUSE CARRIER 80V 30A,0,0,"47.16000","0","6","CCP","Active","Fuse Carrier","80V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-1-DCM-ND,CCP-1-DCM,Eaton - Bussmann Electrical Division,SWITCH COMP FUSE CARRIER 80V 30A,0,0,"49.52000","0","1","CCP","Active","Fuse Carrier","80V","30A"
-,-,DIR-05-ND,DIR-05,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"50.31000","0","1","-","Active","Handle, Black","-","-"
-,-,DIR-06-ND,DIR-06,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"50.31000","0","1","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5002_15800.pdf,-,15800-R-ND,15800-R,Eaton - Bussmann Electrical Division,FUSED DISCONNECT SWITCH FOR TPS,0,0,"55.46875","0","40","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-BC2-ND,TPCDS-D-BC2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"56.73600","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-D-BC1-ND,TPCDS-D-BC1,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"56.73600","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/LTFD0101ZXy_Dwg.pdf,-,LTFD0101ZX2-ND,LTFD0101ZX2,Littelfuse Inc.,FUSEHOLDER W/SCRW 80VDC 100A TLS,0,0,"71.30000","0","1","LTFD101","Active","Switch","80V","100A"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/LTFD0101ZXy_Dwg.pdf,-,LTFD0101ZX3-ND,LTFD0101ZX3,Littelfuse Inc.,ACS 80VDC 125A DISCONNECT W/STUD,0,0,"71.30000","0","1","LTFD101","Active","Switch","80V","100A"
-,-,15595-201FQR-ND,15595-201FQR,Eaton - Bussmann Electrical Division,FUSE DISC.ASSY.#11K,0,0,"72.82000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-BBE-2-ND,TPCDS-BBE-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"74.93400","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-BBM-2-ND,TPCDS-BBM-2,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"76.46400","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/LTFD0101ZXy_Dwg.pdf,-,LTFD0101ZX1-ND,LTFD0101ZX1,Littelfuse Inc.,FUSE HOLDER 80VDC 100A TLS,0,0,"76.98000","0","1","LTFD101","Active","Switch","80V","100A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2000-nfpa-kit-h79-1.pdf,-,H79-1-ND,H79-1,Eaton - Bussmann Electrical Division,SWITCH COMP DOOR HNDL KIT RED,0,0,"77.00000","0","1","-","Active","Door Handle Kit, Red","-","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/LTFD0101ZXy_Dwg.pdf,-,LTFD0101ZX4-ND,LTFD0101ZX4,Littelfuse Inc.,FUSEHOLDER W/CLIP 80VDC 100A TLS,0,0,"79.24000","0","1","LTFD101","Active","Switch","80V","100A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TPCDS-BBE-3-ND,TPCDS-BBE-3,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 3-125A 80VDC,0,0,"79.30800","0","10","TPCDS","Active","Switch","80V","3 ~ 125A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-1-60CF-ND,CCP-1-60CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 60A,0,0,"79.34333","0","6","CCP","Active","Fuse Carrier","600V","60A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/BUS_Ele_DS_1161_CCPB.pdf,-,CCPB-1-30CF-ND,CCPB-1-30CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 30A,0,0,"84.98667","0","6","Cubefuse® CCPB","Active","Fuse Carrier","600V","30A"
-,-,15595-201FQR1CM-ND,15595-201FQR1CM,Eaton - Bussmann Electrical Division,FUSE DISCONNECT BLOCK,0,0,"88.14000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5002_15800.pdf,-,15800-R-200-ND,15800-R-200,Eaton - Bussmann Electrical Division,SWITCH COMP FUSE CARRIER 60V,0,0,"90.02875","0","40","Telepower® 15800","Active","Fuse Carrier","60V","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H12-05B-ND,H12-05B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"92.69050","0","20","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H12-05R-ND,H12-05R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"92.69050","0","20","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5002_15800.pdf,-,15800-F-200-ND,15800-F-200,Eaton - Bussmann Electrical Division,SWITCH COMP FUSE CARRIER 60V,0,0,"92.77925","0","40","Telepower® 15800","Active","Fuse Carrier","60V","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-2-30M-ND,CCP-2-30M,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 240V 30A,0,0,"96.34000","0","3","CCP","Active","Fuse Carrier","240V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-05TR-ND,H4X-05TR,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"96.57800","0","20","-","Active","Handle, Red/Yellow","-","-"
-,-,004660060-ND,004660060,Altech Corporation,PV SWITCH DISCONNECTOR2P UP TO 1,0,0,"97.44000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-06SR-ND,H4X-06SR,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"98.98000","0","1","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H12-03B-ND,H12-03B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"100.90900","0","20","-","Active","Handle, Black","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H12-03R-ND,H12-03R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"100.90900","0","20","-","Active","Handle, Red/Yellow","-","-"
-,-,004660061-ND,004660061,Altech Corporation,PV SWITCH DISCONNECTOR2P UP TO 1,0,0,"101.61000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-05SR-ND,H4X-05SR,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"102.10000","0","1","-","Active","Handle, Red/Yellow","-","-"
-,-,004660063-ND,004660063,Altech Corporation,PV SWITCH DISCONNECTOR4P UP TO 1,0,0,"102.70000","0","1","-","Active","-","-","-"
-,-,DIR-07-ND,DIR-07,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"104.15000","0","1","-","Active","Handle, Black","-","-"
-,-,004660062-ND,004660062,Altech Corporation,PV SWITCH DISCONNECTOR2P UP TO 1,0,0,"117.67000","0","1","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_1157_CCP.pdf,-,CCP-2-30CF-ND,CCP-2-30CF,Eaton - Bussmann Electrical Division,SWTCH COMP FUSE CARRIER 600V 30A,0,0,"119.01667","0","3","CCP","Active","Fuse Carrier","600V","30A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5002_15800.pdf,-,15800-R-202-ND,15800-R-202,Eaton - Bussmann Electrical Division,TELECOM FUSEHOLDERS,0,0,"119.96650","0","40","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5002_15800.pdf,-,15800-R-301-ND,15800-R-301,Eaton - Bussmann Electrical Division,FUSED DISCONNECT SWITCH,0,0,"119.96650","0","40","-","Active","-","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2017-pistol-h4x-05-h4x-06-h12-03-h12-05-for-rdf30j-rdf400j.pdf,-,H4X-06R-ND,H4X-06R,Eaton - Bussmann Electrical Division,SWITCH COMP HANDLE RED/YELLOW,0,0,"123.29150","0","20","-","Active","Handle, Red/Yellow","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Instructions/bus-ele-is-3a2011-switch-rd30-rd100.pdf,-,H4X-03B-ND,H4X-03B,Eaton - Bussmann Electrical Division,SWITCH COMPONENT HANDLE BLACK,0,0,"132.97000","0","1","-","Active","Handle, Black","-","-"
