Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Circuit","Number of Positions","Switch Function","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Key Removable Positions","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Panel Cutout Dimensions","Features","Operating Temperature"
http://www.nkkswitches.com/pdf/SK_12mmBushingMount.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK13EDW01.jpg,360-2511-ND,SK13EDW01-010,NKK Switches,SWITCH KEYLOCK 3POS SPDT 3A 125V,100,0,"22.95000","0","1","SK","Active","SPDT","3","On-Off-On","Non-Shorting (BBM)","3A (AC)","125V","-","Flat Key","2 only","45°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 12.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/E-Switch%20PDFs/PV4K2T0S9_Dwg.pdf,//media.digikey.com/Photos/E-Switch%20Photos/PV4K2T0S9.jpg,EG5156-ND,PV4K2T0S9,E-Switch,SWITCH KEYLOCK 2 POS DPST 2A 24V,8,0,"32.24000","0","1","PV4, LAMB","Active","DPST-NO/NC","2","On-Off, Off-On","Not Specified","2A (DC)","-","24V","Flat Key","All","90°","Silver (Ag)","-","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-25°C ~ 55°C"
"//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/2SWK,%20SKT,F,K.pdf",//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/2SWK131AL101.jpg,450-1006-ND,2SWK131AL101,TE Connectivity ALCOSWITCH Switches,SWITCH KEYLOCK 2POS SPST 1A 120V,59,0,"58.12000","0","1","SWK","Active","SPST","2","Off-On","Non-Shorting (BBM)","1A (AC)","120V","-","Flat Key","1 only","90°","Silver (Ag)","-","Panel Mount","Screw Terminal","Circular - 19.20mm Dia","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/2SWK,%20SKT,F,K.pdf",//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/2SWK231AL101.jpg,450-1007-ND,2SWK231AL101,TE Connectivity ALCOSWITCH Switches,SWITCH KEYLOCK 2POS SPST 1A 120V,51,0,"62.24000","0","1","SWK","Active","SPST","2","Off-Mom","Non-Shorting (BBM)","1A (AC)","120V","-","Flat Key","1 only","90°","Silver (Ag)","-","Panel Mount","Screw Terminal","Circular - 19.20mm Dia","-","-"
http://www.ia.omron.com/data_pdf/cat/a165k_ds_e_3_4_csm604.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165K-T%20SERIES.jpg,Z1420-ND,A165K-T3M-2,Omron Automation and Safety,SWITCH KEYLOCK 3POS DPDT 5A 125V,69,0,"74.97000","0","1","A165K","Active","DPDT","3","On-On-On","Not Specified","5A (AC), 3A (DC)","125V","30V","Flat Key","All","45°","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65, Oil-Resistant","-10°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a165k_ds_e_3_4_csm604.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165K%20Switch.jpg,Z1399-ND,A165K-A2AL-2,Omron Automation and Safety,SWITCH KEYLOCK 2POS DPDT 5A 125V,32,0,"74.97000","0","1","A165K","Active","DPDT","2","On-Mom","Not Specified","5A (AC), 3A (DC)","125V","30V","Flat Key","Left","90°","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65, Oil-Resistant","-10°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a165k_ds_e_3_4_csm604.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165K-T%20SERIES.jpg,Z1422-ND,A165K-T3ML-2,Omron Automation and Safety,SWITCH KEYLOCK 3POS DPDT 5A 125V,12,0,"74.97000","0","1","A165K","Active","DPDT","3","On-On-On","Not Specified","5A (AC), 3A (DC)","125V","30V","Flat Key","Left","45°","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65, Oil-Resistant","-10°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a165k_ds_e_3_4_csm604.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A165K-T%20SERIES.jpg,Z1415-ND,A165K-T2AL-2,Omron Automation and Safety,SWITCH KEYLOCK 2POS DPDT 5A 125V,6,0,"74.97000","0","1","A165K","Active","DPDT","2","On-Mom","Not Specified","5A (AC), 3A (DC)","125V","30V","Flat Key","Left","90°","-","-","Panel Mount","Solder, Quick Connect - 0.110"" (2.8mm)","Circular - 16.00mm Dia","IP65, Oil-Resistant","-10°C ~ 55°C"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/safety/catalog/safety-device_lineup_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/SG-D1-2B11.jpg,1110-3513-ND,SG-D1-2B11,Panasonic Industrial Automation Sales,SWITCH KEYLCK 2POS DPST 10A 110V,6,0,"110.00000","0","1","SG-D1","Last Time Buy","DPST-NO/NC","2","On-Off, Off-On","Not Specified","10A (AC), 8A (DC)","110V","24V","Flat Key","1 only","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-25°C ~ 60°C"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/safety/catalog/safety-device_lineup_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/SG-D1-2B22.jpg,1110-3514-ND,SG-D1-2B22,Panasonic Industrial Automation Sales,SWITCH KEYLCK 2POS 4PST 10A 110V,3,0,"120.00000","0","1","SG-D1","Last Time Buy","4PST-2NO/2NC","2","On-Off, Off-On","Not Specified","10A (AC), 8A (DC)","110V","24V","Flat Key","1 only","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-25°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.10118.8140000.pdf,//media.digikey.com/Photos/RAFI%20USA/1.10118%5E9.xxx0000.jpg,1715-1025-ND,1.10118.8140000,RAFI USA,SWITCH KEYLOCK SP3T 0.1A 35V,2,0,"128.84000","0","1","-","Active","SP3T","4","Off-On-On-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","All","90°","-","Gold Alloy","Panel Mount","Solder Lug","Circular - 16.20mm Dia","-","-25°C ~ 70°C"
https://industrial.omron.us/en/media/A22TK_manual_EN_A189-E1-01_tcm849-113980.pdf,//media.digikey.com/Photos/Omron%20Auto/A22TK-2LL-02-K01.JPG,Z5955-ND,A22TK-2LL-02-K01,Omron Automation and Safety,SWITCH KEYLCK 2POS DPST 10A 110V,2,55,"151.20000","0","1","A22TK","Active","DPST-NC","2","On-Off","Not Specified","10A (AC/DC)","110V","24V","Tubular Key","Left","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-20°C ~ 70°C"
https://industrial.omron.us/en/media/A22TK_manual_EN_A189-E1-01_tcm849-113980.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/A22TK-2LR-12-K01.jpg,Z5956-ND,A22TK-2RL-12-K01,Omron Automation and Safety,SWITCH KEYLCK 2POS DPST 10A 110V,3,21,"157.50000","0","1","A22TK","Active","DPST-NC + SPST-NO","2","On-Off, Off-On","Not Specified","10A (AC/DC)","110V","24V","Tubular Key","Right","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-20°C ~ 70°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=943,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_LK6SGB126M3.jpg,679-3872-ND,LK6SGB126M3,APEM Inc.,SWITCH KEYLOCK 2POS DPDT 4A 125V,61,117,"15.50000","0","1","LK","Active","DPDT","2","On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","90°","Copper Alloy","Gold","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-30°C ~ 85°C"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/Y100AA2C203NQE.JPG,CKN10154-ND,Y100AA2C203NQE,C&K,SWITCH KEYLOCK 3POS SP3T 4A 125V,91,0,"16.04000","0","1","Y","Active","SP3T","3","On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","45°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","Epoxy Sealed Terminals","-"
https://www.ckswitches.com/media/1375/p.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/P101132CMWCG2.jpg,CKN10050-ND,P101132CMWCG2,C&K,SWITCH KEYLOCK 2POS SPDT 4A 125V,36,0,"16.11000","0","1","P","Active","SPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper","Gold","Panel Mount, Snap-In","Wire Leads","Circular - 20.30mm Dia","-","-"
https://www.ckswitches.com/media/1379/hswitchlock.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/H100AA2F205NQ.jpg,CKN10111-ND,H100AA2F205NQ,C&K,SWITCH KEYLCK 3POS SP3T 12A 125V,71,0,"16.34000","0","1","H","Active","SP3T","3","On-On-On","Not Specified","12A (AC), 1A (DC)","125V","125V","Flat Key","All","45°","Copper","Silver","Panel Mount","Quick Connect - 0.110"" (2.8mm)","Circular - 19.30mm Dia","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=943,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_LK5AGB126M3.jpg,679-3873-ND,LK5AGB126M3,APEM Inc.,SWITCH KEYLOCK 2POS SPDT 4A 125V,14,220,"20.93000","0","1","LK","Active","SPDT","2","On-Mom","Not Specified","4A (AC/DC)","125V","28V","Flat Key","1 only","45°","Copper Alloy","Gold","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-30°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=153332,//media.digikey.com/photos/Honeywell%20Photos/084829%2007.JPG,480-6842-ND,84829-09,Honeywell Sensing and Productivity Solutions,SWITCH KEYLOCK 3POS SPDT 20A 12V,14,0,"26.46000","0","1","-","Active","SPDT","3","Off-On-Mom","Not Specified","20A (DC)","-","12V","Flat Key","Left","45°","Copper","-","Panel Mount","Screw Terminal","Circular - 22.35mm Dia","-","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/2SWK,%20SKT,F,K.pdf",//media.digikey.com/Photos/TE%20Connectivity/2SKF131AEL01.JPG,450-1003-ND,2SKF132AEL01,TE Connectivity ALCOSWITCH Switches,SWITCH KEYLOCK 2POS SPST 1A 120V,39,0,"54.99000","0","1","SKF","Active","SPST","2","Off-On","Non-Shorting (BBM)","1A (AC)","120V","-","Flat Key","All","90°","Silver (Ag)","-","Panel Mount","Screw Terminal","Circular - 19.20mm Dia","-","-30°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/2SWK,%20SKT,F,K.pdf",//media.digikey.com/Photos/TE%20Connectivity/2SKF131AEL01.JPG,450-1008-ND,2SKF231AEL01,TE Connectivity ALCOSWITCH Switches,SWITCH KEYLOCK 2POS SPST 1A 120V,95,0,"63.72000","0","1","SKF","Active","SPST","2","Off-Mom","Non-Shorting (BBM)","1A (AC)","120V","-","Flat Key","1 only","90°","Silver (Ag)","-","Panel Mount","Screw Terminal","Circular - 19.20mm Dia","-","-30°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=142056,//media.digikey.com/Photos/Honeywell%20Photos/AML27ABK2AC22BA.jpg,480-6850-ND,AML27ABK2AA21BA,Honeywell Sensing and Productivity Solutions,SWITCH KEYLOCK 2POS SPDT 3A 125V,4,0,"80.21000","0","1","AML27","Active","SPDT","2","On-On","Not Specified","3A (AC)","125V","-","Flat Key","Center","90°","-","Silver","Panel Mount, Snap-In","Solder, Quick Connect - 0.110"" (2.8mm)","Square - 19.05mm²","-","-"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.15156.0010000.pdf,//media.digikey.com/Photos/RAFI%20USA/LUMOTAST-25-Series.jpg,1715-1085-ND,1.15156.0010000,RAFI USA,SWITCH KEYLOCK SPST-NO 0.1A 35V,3,0,"99.21000","0","1","LUMOTAST 25","Active","SPST-NO","2","Off-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","Center","90°","-","Gold","Panel Mount","Connector","Circular - 16.10mm Dia","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.15156.0110000.pdf,//media.digikey.com/Photos/RAFI%20USA/LUMOTAST-25-Series.jpg,1715-1086-ND,1.15156.0110000,RAFI USA,SWITCH KEYLOCK SPST-NO 0.1A 35V,2,0,"99.21000","0","1","LUMOTAST 25","Active","SPST-NO","2","Off-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","All","90°","-","Gold","Panel Mount","Connector","Circular - 16.10mm Dia","-","-25°C ~ 70°C"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/safety/catalog/safety-device_lineup_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/SG-D1-2A11.jpg,1110-3511-ND,SG-D1-2A11,Panasonic Industrial Automation Sales,SWITCH KEYLCK 2POS DPST 10A 110V,8,0,"110.00000","0","1","SG-D1","Last Time Buy","DPST-NO/NC","2","On-Off, Off-On","Not Specified","10A (AC), 8A (DC)","110V","24V","Flat Key","All","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65","-25°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.10118.5130000.pdf,//media.digikey.com/Photos/RAFI%20USA/1.10118%5E9.xxx0000.jpg,1715-1024-ND,1.10118.5130000,RAFI USA,SWITCH KEYLOCK SPDT 0.1A 35V,3,0,"128.84000","0","1","-","Active","SPDT","3","Off-On-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","Center","90°","-","Gold Alloy","Panel Mount","Solder Lug","Circular - 16.20mm Dia","-","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.10119.1170000.pdf,//media.digikey.com/Photos/RAFI%20USA/1.10119.xxx0000.jpg,1715-1026-ND,1.10119.1170000,RAFI USA,SWITCH KEYLOCK SP3T 0.1A 35V,3,0,"146.79000","0","1","-","Active","SP3T","4","Off-On-On-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","Center","90°","-","Gold Alloy","Panel Mount","Solder Lug","Circular - 16.20mm Dia","Priority Lock Position Keys","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.10119.6170000.pdf,//media.digikey.com/Photos/RAFI%20USA/1.10118%5E9.xxx0000.jpg,1715-1028-ND,1.10119.6170000,RAFI USA,SWITCH KEYLOCK SP3T 0.1A 35V,3,0,"146.79000","0","1","-","Active","SP3T","4","Off-On-On-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","Center","90°","-","Gold Alloy","Panel Mount","Solder Lug","Circular - 16.20mm Dia","Priority Lock Position Keys","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/RAFI%20PDF's/1.10119.4670000.pdf,//media.digikey.com/Photos/RAFI%20USA/1.10119.xxx0000.jpg,1715-1027-ND,1.10119.4670000,RAFI USA,SWITCH KEYLOCK SP3T 0.1A 35V,2,0,"146.79000","0","1","-","Active","SP3T","4","Off-On-On-On","Not Specified","100mA (AC/DC)","35V","35V","Flat Key","All","90°","-","Gold Alloy","Panel Mount","Solder Lug","Circular - 16.20mm Dia","Priority Lock Position Keys","-25°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/K200116.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO117A125.jpg,EG5868-ND,KO117A125,E-Switch,SWITCH KEY 2POS SPST 4A 125V 4PC,40,0,"8.26000","0","1","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
//media.digikey.com/PDF/Data%20Sheets/NKK%20PDFs/SK_Series.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK14DGMG01.jpg,360-2669-ND,SK14DGMG01,NKK Switches,SWITCH KEYLOCK SP3T 0.4VA 28V,87,17123,"12.00000","0","1","SK","Active","SP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","45°","Beryllium Copper","Gold","Panel Mount, Snap-In","Solder Lug","Circular - 14.50mm Dia","Antistatic","-40°C ~ 85°C"
https://www.ckswitches.com/media/1381/y.pdf,-,CKN11971-ND,Y100822C203NQ,C&K,SWITCH KEYLOCK 3POS SP3T 4A 125V,75,0,"13.73000","0","1","Y","Active","SP3T","3","On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","1 only","45°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-TW01%20SERIES.jpg,360-3736-ND,CKL12BTW01-006,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,98,13,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/CKL12BTW01-011.jpg,360-3024-ND,CKL12BTW01-011,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,98,278,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Tubular Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-FW01%20SERIES.jpg,360-3735-ND,CKL12BFW01-007,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,90,18,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
http://www.nkkswitches.com/pdf/CKM_CKL.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/CK-L1-FW01%20SERIES.jpg,360-3887-ND,CKL12BFW01-004,NKK Switches,SWITCH KEYLOCK 2POS SPDT 3A 250V,45,7,"13.86000","0","1","CK","Active","SPDT","2","On-On","Non-Shorting (BBM)","3A (AC)","250V","-","Flat Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","Epoxy Sealed Terminals","-25°C ~ 70°C"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/Y1011U2C203NBE.JPG,CKN9939-ND,Y1011U2C203NBE,C&K,SWITCH KEYLK 2POS SPDT 0.4VA 20V,86,0,"14.66000","0","1","Y","Active","SPDT","2","On-On","Not Specified","0.4VA (AC/DC)","20V","20V","Flat Key","All","90°","Copper","Gold","Panel Mount","Solder Lug","Circular - 19.30mm Dia","Epoxy Sealed Terminals","-"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/Y1001U2C203DQ.jpg,CKN11336-ND,Y1001U2C203DQ,C&K,SWITCH KEYLOCK 3POS SP3T 4A 125V,50,0,"14.81000","0","1","Y","Active","SP3T","3","On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","1 and 3","45°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
http://www.nkkswitches.com/pdf/SK_PCBmountMiniature.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/SK24DG30-RO.jpg,SK24DG30-ND,SK24DG30,NKK Switches,SWITCH KEYLK 3POS DP3T 0.4VA 28V,55,23,"15.03000","0","1","SK","Active","DP3T","3","On-On-On","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Flat Key","All","45°","Beryllium Copper","Gold","Through Hole, Right Angle","PC Pin","-","Process Sealed","-25°C ~ 70°C"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/Y1011C2C203NQ.jpg,CKN11960-ND,Y1011C2C203NQ,C&K,SWITCH KEYLOCK 2POS SPDT 4A 125V,30,0,"15.21000","0","1","Y","Active","SPDT","2","On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","2 only","90°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
https://www.ckswitches.com/media/1381/y.pdf,-,CKN11399-ND,Y1907U2C802NQ,C&K,SWITCH KEYLOCK 3POS SP3T 4A 125V,96,0,"15.34000","0","1","Y","Active","SP3T","3","On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","90°","Copper","Silver","Panel Mount","PC Pin","Circular - 19.30mm Dia","-","-"
https://www.ckswitches.com/media/1381/y.pdf,-,CKN11973-ND,Y200AB2C203NQ,C&K,SWITCH KEYLOCK 4POS DP4T 4A 125V,94,0,"16.25000","0","1","Y","Active","DP4T","4","On-On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","45°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
https://www.ckswitches.com/media/1381/y.pdf,-,CKN11026-ND,Y201132CF03NQ,C&K,SWITCH KEYLOCK 2POS DPDT 4A 125V,36,0,"17.01000","0","1","Y","Active","DPDT","2","On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","1 only","90°","Copper","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
https://www.ckswitches.com/media/1377/aswitchlock.pdf,-,CKN11810-ND,A314132A1NZRQ,C&K,SWITCH KEYLK 2POS 3PDT 2.5A 125V,46,0,"17.22000","0","1","A","Active","3PDT","2","On-On","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flat Key","1 only","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-30°C ~ 85°C"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/Y2011U2C2WCNQ.JPG,CKN11470-ND,Y2011U2C2WCNQ,C&K,SWITCH KEY 2POS DPDT 4A 125V 4PC,32,0,"17.40000","0","1","Y","Active","DPDT","2","On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","90°","Copper","Silver","Panel Mount","Wire Leads","Circular - 19.30mm Dia","-","-"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/Y1907U2C207NG.jpg,CKN11452-ND,Y1907U2C207NG,C&K,SWITCH KEYLOCK 3POS SP3T 4A 125V,13,0,"19.86000","0","1","Y","Active","SP3T","3","On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","All","90°","Copper","Gold","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/A22NK-Series.JPG,Z8108-ND,A22NK-2RM-01AA-G102,Omron Automation and Safety,SWITCH KEYLCK 2POS DPST 10A 120V,10,0,"20.30000","0","1","A22NK","Active","DPST-NO/NC","2","On-Off, Off-On","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","All","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://www.ckswitches.com/media/1379/hswitchlock.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/H101132F205NB.JPG,CKN11023-ND,H101132F205NB,C&K,SWITCH KEYLK 2POS SPDT 0.4VA 20V,44,0,"22.16000","0","1","H","Active","SPDT","2","On-On","Not Specified","0.4VA (AC/DC)","20V","20V","Flat Key","1 only","90°","Copper","Gold","Panel Mount","Quick Connect - 0.110"" (2.8mm)","Circular - 19.30mm Dia","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1377/aswitchlock.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A3151U2A8SZRQ.jpg,CKN11039-ND,A3151U2A1SZRQE,C&K,SWITCH KEYLK 3POS 3P3T 2.5A 125V,12,0,"23.16000","0","1","A","Active","3P3T","3","On-On-On","Shorting (MBB)","2.5A (AC), 350mA (DC)","125V","125V","Flat Key","1 and 3","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","Epoxy Sealed Terminals","-30°C ~ 85°C"
https://www.ckswitches.com/media/1381/y.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/Y2001U2C8WCRQ.jpg,CKN11269-ND,Y2001U2C8WCRQ,C&K,SWITCH KEYLOCK 3POS DP3T 4A 125V,9,0,"23.22000","0","1","Y","Active","DP3T","3","On-On-On","Not Specified","4A (AC/DC)","125V","28V","Flat Key","1 and 3","45°","Copper","Silver","Panel Mount","Wire Leads","Circular - 19.30mm Dia","-","-"
https://industrial.omron.us/en/media/A22N_M22N_A30N_datasheet_A254-E1-01_tcm849-116892.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A22NK-2R.jpg,Z11141-ND,A22NK-2RM-01BA-G111,Omron Automation and Safety,KEY SELCTR SW LEFT,21,0,"24.95000","0","1","A22NK","Active","3PST-NO","2","Off-On","Not Specified","10A (AC), 8A (DC)","120V","24V","Flat Key","Left","90°","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66","-25°C ~ 70°C"
https://www.ckswitches.com/media/1377/aswitchlock.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A3151U2A8SZRQ.jpg,CKN10974-ND,A3151U2A8SZRQ,C&K,SWITCH KEYLK 3POS 3P3T 2.5A 125V,9,0,"26.36000","0","1","A","Active","3P3T","3","On-On-On","Shorting (MBB)","2.5A (AC), 350mA (DC)","125V","125V","Flat Key","1 and 3","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-30°C ~ 85°C"
https://www.ckswitches.com/media/1377/aswitchlock.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A421122A1NZRQ.jpg,CKN11815-ND,A421122A1NZRQ,C&K,SWITCH KEYLK 2POS 4PDT 2.5A 125V,13,0,"28.60000","0","1","A","Active","4PDT","2","On-On","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flat Key","1 only","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Circular - 19.30mm Dia","-","-30°C ~ 85°C"
