Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Maximum Cable Length","Features","Operating Force","Ingress Protection","Operating Temperature"
-,-,CLSB2B-2-ND,CLSB2B-2,Honeywell Sensing and Productivity Solutions,CABLE PULL SAFETY SWITCH,0,0,"251.39333","0","3","CLS","Not For New Designs","DPST-NO/NC","On-Mom, Off-Mom","-","-","-","-","-","-","-","-"
-,-,CLSB3B-ND,CLSB3B,Honeywell Sensing and Productivity Solutions,LIMIT SWITCH,0,0,"251.39333","0","3","*","Not For New Designs","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5060-ND,ER6022-031N,Omron Automation and Safety,"ER6022-031N, 3N/C+1N/O, 1/2"" NPT",0,0,"267.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5080-ND,ER6022-022N,Omron Automation and Safety,"ER6022-022N, 2 N/C+2 N/O, 1/2"" N",0,0,"267.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/1CPSA1.jpg,480-3883-ND,1CPSA1,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"274.16500","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/1CPSC1.jpg,480-6283-ND,1CPSC1,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"274.16500","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA1-N-ND,1CPSA1-N,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"277.02000","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5050-ND,ER6022-031M,Omron Automation and Safety,"ER6022-031M, 3N/C+1N/O, M20",0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5070-ND,ER6022-022M,Omron Automation and Safety,"ER6022-022M, 2 N/C+2 N/O, M20",0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5110-ND,ER6022-021ML,Omron Automation and Safety,"ER6022-021ML, 2N/C+1N/O, M20, LE",0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5120-ND,ER6022-021NL,Omron Automation and Safety,ER6022-021NL 2N/C+1N/O 1/2"" NPT,0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5210-ND,ER6022-021ME,Omron Automation and Safety,ER6022-021ME 2N/C+1N/O M20 E STO,0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5230-ND,ER6022-030ME,Omron Automation and Safety,"ER6022-030ME, 3N/C, M20, E STOP,",0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5240-ND,ER6022-030NE,Omron Automation and Safety,"ER6022-030NE, 3N/C, 1/2"" E STOP",0,0,"279.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5030-ND,44506-5030,Omron Automation and Safety,"ER6022-030M, 3 N/C, M20",0,0,"279.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5040-ND,44506-5040,Omron Automation and Safety,"ER6022-030N, 3 N/C, 1/2 IN. NPT",0,0,"279.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,CLSB6B-ND,CLSB6B,Honeywell Sensing and Productivity Solutions,CABLE PULL LIMIT SW BLUE BODY,0,0,"281.67000","0","2","*","Not For New Designs","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5121-ND,ER6022-021NLAC,Omron Automation and Safety,ER6022-021NL 2N/C+1N/O 1/2"" NPT,0,0,"285.12000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA5-ND,1CPSA5,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT DPST 50MA 250V,0,0,"288.30500","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5260-ND,ER6022-031NE,Omron Automation and Safety,"ER6022-031NE, 3N/C+1N/O, 1/2"" NP",0,0,"291.06000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5150-ND,ER6022-031ML,Omron Automation and Safety,"ER6022-031ML, 3 N/C+1 N/O, M20",0,0,"297.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5160-ND,ER6022-031NL,Omron Automation and Safety,"ER6022-031NL, 3 N/C+1 N/O, 1/2""",0,0,"297.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5170-ND,ER6022-022ML,Omron Automation and Safety,"ER6022-022ML, 2 N/C+2 N/O, M20",0,0,"297.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5180-ND,ER6022-022NL,Omron Automation and Safety,"ER6022-022NL, 2 N/C+2 N/O, 1/2""N",0,0,"297.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5280-ND,ER6022-022NE,Omron Automation and Safety,"ER6022-022NE, 2 N/C+2 N/O, 1/2""",0,0,"297.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5250-ND,ER6022-031ME,Omron Automation and Safety,"ER6022-031ME, 3N/C+1N/O, M20",0,0,"302.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5270-ND,ER6022-022ME,Omron Automation and Safety,"ER6022-022ME, 2 N/C+2 N/O, M20",0,0,"302.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/1CPSA1B.jpg,480-4042-ND,1CPSA1B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"303.51000","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA1A-N-ND,1CPSA1A-N,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"306.67000","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA1B-N-ND,1CPSA1B-N,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"306.67000","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC1A-ND,1CPSC1A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"306.67000","0","2","CPS","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5130-ND,44506-5130,Omron Automation and Safety,"ER6022-030ML, 3N/C, M20, LED",0,0,"308.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5140-ND,44506-5140,Omron Automation and Safety,"ER6022-030NL, 3N/C, 1/2 IN. NPT,",0,0,"308.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5423-ND,"ER6022-021NELAC,ROPE PULL",Omron Automation and Safety,"ER6022-021NELAC, 2N/C+1N/O, 1/2",0,0,"308.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC4-ND,1CPSC4,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST-NC 10A 600V,0,0,"313.12000","0","2","CPS","Active","4PST-NC","On-Off","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA4-ND,1CPSA4,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST-NC 10A 600V,0,0,"313.12000","0","2","CPS","Active","4PST-NC","On-Off","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC3-ND,1CPSC3,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"313.12000","0","2","CPS","Active","4PST-3NC/1NO","On-Off, Off-On","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC2-ND,1CPSC2,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"313.12000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5430-ND,ER6022-030MEL,Omron Automation and Safety,"ER6022-030MEL, 3N/C, M20, E STOP",0,0,"314.82000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5440-ND,ER6022-030NEL,Omron Automation and Safety,"ER6022-030NEL, 3N/C, 1/2 IN. NPT",0,0,"314.82000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,CLSB7A-1-ND,CLSB7A-1,Honeywell Sensing and Productivity Solutions,CABLE PULL LIMIT SW BLUE BODY,0,0,"316.19000","0","5","*","Not For New Designs","-","-","-","-","-","-","-","-","-","-"
-,-,CLSB7A-ND,CLSB7A,Honeywell Sensing and Productivity Solutions,LIMIT SWITCH,0,0,"316.19000","0","2","*","Not For New Designs","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5450-ND,ER6022-031MEL,Omron Automation and Safety,"ER6022-031MEL, 3 N/C+1 N/O, M20",0,0,"320.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5460-ND,ER6022-031NEL,Omron Automation and Safety,"ER6022-031NEL, 3 N/C+1 N/O, 1/2""",0,0,"320.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5470-ND,ER6022-022MEL,Omron Automation and Safety,"ER6022-022MEL, 2 N/C+2 N/O, M20",0,0,"320.76000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,-,I150-RP224-ND,I150-RP224,"SICK, Inc.",SWITCH ROPE PULL ESTOP,0,0,"322.34000","0","1","i150RP","Active","DPST-NC","On-Off","2A (DC)","-","24V","-","-","-","IP65 - Dust Tight, Water Resistant","-25°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5483-ND,ER6022-022NELAC,Omron Automation and Safety,ER6022-022NELAC 2 N/C+2 N/O 1/2"",0,0,"326.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA2B-N-ND,1CPSA2B-N,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"332.80500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC8-ND,1CPSC8,Honeywell Sensing and Productivity Solutions,SW SNAP ACT 4PST-NC 50MA 250V,0,0,"335.38000","0","2","CPS","Active","4PST-NC","On-Off","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA8-ND,1CPSA8,Honeywell Sensing and Productivity Solutions,SW SNAP ACT 4PST-NC 50MA 250V,0,0,"335.38000","0","2","CPS","Active","4PST-NC","On-Off","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA6-ND,1CPSA6,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"335.38000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/1CPSA2B.jpg,480-3884-ND,1CPSA2B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"339.27000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/1CPSA2A.jpg,480-4043-ND,1CPSA2A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"339.27000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA3A-ND,1CPSA3A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"342.80500","0","2","CPS","Active","4PST-3NC/1NO","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC2A-ND,1CPSC2A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"342.80500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC2B-ND,1CPSC2B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"342.80500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA3B-ND,1CPSA3B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"352.88500","0","2","CPS","Active","4PST-3NC/1NO","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5410-ND,ER6022-021MEL,Omron Automation and Safety,ER6022-021MEL 2N/C+1N/O M20,0,0,"356.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5463-ND,ER6022-031NELAC,Omron Automation and Safety,ER6022-031NELAC 3 N/C+1 N/O 1/2"",0,0,"364.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA6A-ND,1CPSA6A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"365.04500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA6B-ND,1CPSA6B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"365.04500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
https://industrial.omron.us/en/media/ER6022_datasheet_en_201404_C57I-E-01_tcm849-108893.pdf,-,44506-5422-ND,44506-5422,Omron Automation and Safety,"ER6022-021NEL-125VDC, 2N/C+1N/O",0,0,"366.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6400-ND,ER1022-042MLL,Omron Automation and Safety,ER1022-042MLL 4N/C+2N/O M20 LED,0,0,"368.28000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6500-ND,ER1022-042MLR,Omron Automation and Safety,"ER1022-042MLR, 4N/C+2N/O, M20, L",0,0,"368.28000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6410-ND,ER1022-042MELL,Omron Automation and Safety,"ER1022-042MELL, 4N/C+2N/O, M20",0,0,"374.22000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6511-ND,ER1022-042MELRAC,Omron Automation and Safety,"ER1022-042MELRAC, 4N/C+2N/O, M20",0,0,"380.16000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6521-ND,ER1022-042NELRAC,Omron Automation and Safety,"ER1022-042NELRAC, 4N/C+2N/O, 1/2",0,0,"380.16000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6411-ND,ER1022-042MELLAC,Omron Automation and Safety,"ER1022-042MELLAC, 4N/C+2N/O, M20",0,0,"386.10000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXB4B-ND,CLSXB4B,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"411.74000","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXE4A-1-ND,CLSXE4A-1,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"411.74000","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXE4A-ND,CLSXE4A,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"423.85000","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6490-ND,ER1022-042NELL-QD,Omron Automation and Safety,"ER1022-042NELL-QD, 4N/C + 2N/O,",0,0,"433.62000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6421-ND,ER1022-042NELLAC,Omron Automation and Safety,"ER1022-042NELLAC, 4N/C+2N/O, 1/2",0,0,"445.50000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
https://industrial.omron.us/en/media/ER1022_datasheet_en_201503_C59I-E-01_tcm849-108891.pdf,-,44506-6590-ND,ER1022-042NELR-QD,Omron Automation and Safety,"ER1022-042NELR-QD, 4N/C + 2N/O,",0,0,"445.50000","0","1","ER1022","Active","-","-","-","-","-","-","-","-","-","-"
-,-,CLSXB8T-1-ND,CLSXB8T-1,Honeywell Sensing and Productivity Solutions,SWITCH LIMIT CABLE PULL SAFETY,0,0,"446.32500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXE1A-ND,CLSXE1A,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"449.77500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXB4A-1-ND,CLSXB4A-1,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"449.77500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXB8A-1-ND,CLSXB8A-1,Honeywell Sensing and Productivity Solutions,SWITCH LIMIT CABLE PULL SAFETY,0,0,"449.77500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=144953&la_id=1,-,CLSXB4A-ND,CLSXB4A,Honeywell Sensing and Productivity Solutions,CABLE PULL EXPLOSION PROOF LIMIT,0,0,"463.00500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/Honeywell%20Photos/CLSXB4T.jpg,480-4805-ND,CLSXB4T,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION DPST 10A 600V,0,0,"463.57000","0","2","CLSX","Active","DPST-NO/NC","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Explosion Proof","-","IP67 - Dust Tight, Waterproof","-25°C ~ 40°C"
-,-,CLSXB4T-1-ND,CLSXB4T-1,Honeywell Sensing and Productivity Solutions,SWITCH LIMIT CABLE PULL SAFETY,0,0,"477.21500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/2CPSA1A1.jpg,480-3885-ND,2CPSA1A1,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"477.85000","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
-,-,CLSXB9T-E1-ND,CLSXB9T-E1,Honeywell Sensing and Productivity Solutions,SWITCH LIMIT CABLE PULL SAFETY,0,0,"490.86000","0","2","*","Active","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A3-ND,2CPSA1A3,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"510.16500","0","2","CPS","Active","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
