Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Switch Type","Number of Keys","Matrix (Columns x Rows)","Illumination","Legend Type","Key Type","Output Type","Legend","Legend Color","Key Color","Mounting Type","Termination Style","Panel Cutout Dimensions","Operating Temperature","Ingress Protection","Illumination Voltage (Nominal)","Contact Rating @ Voltage","Features"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=885,//media.digikey.com/Photos/APEM%20Comp%20Photos/PZ120RS.jpg,679-3924-ND,PZ120RS,APEM Inc.,SS KEYBOARD 12 KEY PIEZO BACK MO,10,0,"206.99000","0","1","PZ","Active","-","12","3 x 4","Non-Illuminated","Fixed","Metal","Matrix","Telephone Format","Black","Silver","Panel Mount, Rear","Pin Header","Rectangular - 81.50mm x 62.50mm","-40°C ~ 85°C","IP68 - Dust Tight, Waterproof","-","0.2A @ 24VDC","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=885,//media.digikey.com/Photos/APEM%20Comp%20Photos/PZ120FS.jpg,679-3925-ND,PZ120FS,APEM Inc.,SS KEYBOARD 12 KEY PIEZO FRONT M,10,0,"206.99000","0","1","PZ","Active","-","12","3 x 4","Non-Illuminated","Fixed","Metal","Matrix","Telephone Format","Black","Silver","Panel Mount, Front","Pin Header","Rectangular - 81.00mm x 61.00mm","-40°C ~ 85°C","IP68 - Dust Tight, Waterproof","-","0.2A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_3K206-2RN3AG.jpg,GH7921-ND,3K206-2RN3AG,Grayhill Inc.,"ASM,3K STD,6H,CANOPEN,TARGETS X",4,0,"217.00000","0","1","3K","Active","Snap Dome","6","3 x 2","Illuminated","Fixed","Rubber Overlay","CAN Bus (CANopen)","Targets","White","Black","Panel Mount, Front","Connector","-","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K208-2RN3AG.jpg,GH7923-ND,3K208-2RN3AG,Grayhill Inc.,"ASM,3K STD,8H,CANOPEN,TARGET ZON",5,0,"229.33000","0","1","3K","Active","Snap Dome","8","4 x 2","Illuminated","Fixed","Rubber Overlay","CAN Bus (CANopen)","Targets","White","Black","Panel Mount, Front","Connector","Circular - 40.64mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K208-4RN3AG.jpg,GH7925-ND,3K208-4RN3AG,Grayhill Inc.,"CANOPEN KEYPAD, 8 BUTTON, VERTIC",4,0,"229.47000","0","1","3K","Active","Snap Dome","8","2 x 4","Illuminated","Fixed","Rubber Overlay","CAN Bus (CANopen)","Targets","White","Black","Panel Mount, Front","Connector","Circular - 40.64mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K015-3RC3AG.jpg,GH7926-ND,3K012-4RC3AG,Grayhill Inc.,"CAN-BUS KEYPAD, 12 BUTTON, VERTI",23,0,"255.22000","0","1","3K","Active","Snap Dome","12","3 x 4","Illuminated","Fixed","Rubber Overlay","CAN Bus (J1939)","Blank Buttons","-","Black","Panel Mount, Front","Connector","Circular - 46.99mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K012-4RN3AG.jpg,GH7927-ND,3K012-4RN3AG,Grayhill Inc.,"ASM,3K STD,12V,CANOPEN,BLANK TIC",2,0,"255.22000","0","1","3K","Active","Snap Dome","12","3 x 4","Illuminated","Fixed","Rubber Overlay","CAN Bus (CANopen)","Blank Buttons","-","Black","Panel Mount, Front","Connector","Circular - 46.99mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K020-4RC3AG.jpg,GH7930-ND,3K020-4RC3AG,Grayhill Inc.,"CAN-BUS KEYPAD, 20 BUTTON, HORIZ",4,0,"304.02000","0","1","3K","Active","Snap Dome","20","5 x 4","Illuminated","Fixed","Rubber Overlay","CAN Bus (J1939)","Blank Buttons","-","Black","Panel Mount, Front","Connector","Circular - 57.15mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3845_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3845.jpg,1528-2673-ND,3845,Adafruit Industries LLC,3X4 MATRIX KEYPAD,35,0,"6.50000","0","1","-","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","White","Black","Panel Mount, Rear","Card Edge/Solder Pad","-","-","-","-","-","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1439475975.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_3K4WayIlluminatedSm.jpg,MGR1639-ND,3KLW041103,Storm Interface,SWITCH KEYPAD 4 KEY 0.05A 24V,9,0,"28.81000","0","1","3000","Obsolete","Conductive Rubber","4","1 x 4","Illuminated - White","Fixed","Polymer","Matrix","Arrows","Gray","Translucent","Panel Mount, Front or Rear","Pin Header","Rectangular - 82.50mm x 25.50mm","-10°C ~ 85°C","IP54 - Dust Protected, Water Resistant","3.5 VDC","0.05A @ 24VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/VR_GFX_Series.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/GSLW120203.jpg,MGR1572-ND,GSLW120203,Storm Interface,SWITCH KEYPAD 12 KEY 0.05A 24V,9,0,"54.52000","0","1","GFX Illuminator","Obsolete","Conductive Rubber","12","3 x 4","Illuminated - White","Interchangeable","Transparent Key Cap","Matrix","Customizable (Sold Separate)","-","Transparent","Panel Mount, Front or Rear","Pin Header","Rectangular - 83.00mm x 64.00mm","-10°C ~ 75°C","IP54 - Dust Protected, Water Resistant","3.5 VDC","0.05A @ 24VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Schurter%20PDFs/Piezo_Keypad_Man.pdf,//media.digikey.com/Photos/Schurter%20Photos/1068.1012.1110001.JPG,486-2931-ND,1068.1012.1110001,Schurter Inc.,SWITCH KEYPAD 12 KEY 0.02A 50V,5,0,"116.34000","0","1","-","Obsolete","Piezo","12","3 x 4","Illuminated","Fixed","Metal","Matrix","Telephone Format","Black","Silver","Panel Mount, Front or Rear","Pin Header","-","-25°C ~ 85°C","IP69K - Dust Tight, High Temp Water Jets, Waterproof","-","0.02A @ 50VDC","Vandal Resistant"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,//media.digikey.com/Photos/Grayhill%20Photos/82-101-71.JPG,GH7744-ND,82-101-71,Grayhill Inc.,SWITCH KEYPAD 1 KEY 0.1A 5V,0,0,"6.85000","0","1","82","Active","Keyswitch","1","1 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/96%20Series.pdf,//media.digikey.com/photos/Grayhill%20Photos/96AB2-152-F.jpg,GH5008-ND,96AB2-152-F,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,16,0,"17.89000","0","1","96","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","White","Black","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396359893.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_7202-12T0203.jpg,MGR1653-ND,7202-12T0203,Storm Interface,SWITCH KEYPAD 12 KEY 0.05A 24V,0,0,"33.94000","0","1","720 BLK","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, Color Coded Format","White","Multiple","Panel Mount, Front or Rear","Pin Header","-","-20°C ~ 60°C","IP65 - Dust Tight, Water Resistant","-","0.05A @ 24VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/96%20Series.pdf,//media.digikey.com/photos/Grayhill%20Photos/96AB2-152-R.jpg,GH5009-ND,96AB2-152-R,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,25,0,"17.89000","0","1","96","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","White","Black","Panel Mount, Rear","Pin Header","Rectangular - 68.58mm x 50.80mm","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
http://www.nkkswitches.com/pdf/FM-Membranes-3.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/FMBP12BF.jpg,360-2298-ND,FMBP12BF,NKK Switches,SWITCH KEYPAD 12 KEY 0.02A 24V,3,4,"36.08000","0","1","FM","Active","Membrane (Snap Dome)","12","3 x 4","Illuminated - Amber","Fixed","Polyester Overlay","Matrix","Telephone Format","Gray","White","Panel Mount, Front","Cable with Connector","-","-15°C ~ 50°C","-","2.1 VDC","0.02A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396359459.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/GS120203.jpg,MGR1548-ND,GS120203,Storm Interface,SWITCH KEYPAD 12 KEY 0.05A 24V,2,0,"41.88000","0","1","GFX","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Interchangeable","Transparent Key Cap","Matrix","Customizable (Sold Separate)","-","Transparent","Panel Mount, Front or Rear","Pin Header","Rectangular - 83.00mm x 64.00mm","-20°C ~ 60°C","IP54 - Dust Protected, Water Resistant","-","0.05A @ 24VDC","-"
http://www.nkkswitches.com/pdf/FM-Membranes-3.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/FMBP16BF.jpg,360-2299-ND,FMBP16BF,NKK Switches,SWITCH KEYPAD 16 KEY 0.02A 24V,1,0,"44.49000","0","1","FM","Active","Membrane (Snap Dome)","16","4 x 4","Illuminated - Amber","Fixed","Polyester Overlay","Matrix","0 ~ 9, A ~ F","Gray","White","Panel Mount, Front","Cable with Connector","-","-15°C ~ 50°C","-","2.1 VDC","0.02A @ 24VDC","-"
http://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396360200.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/PLX16T203.jpg,MGR1546-ND,PLX16T203,Storm Interface,SWITCH KEYPAD 16 KEY 0.05A 24V,2,0,"72.54000","0","1","1000 PLX","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Metal","Matrix","Telephone Format, A ~ C","Black","Silver","Panel Mount, Front or Rear","Pin Header","Square - 83.00mm²","-40°C ~ 100°C","IP65 - Dust Tight, Water Resistant","-","0.05A @ 24VDC","Vandal Resistant"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396360153.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/DEPLXT203.jpg,MGR1564-ND,DEPLXT203,Storm Interface,SWITCH KEYPAD 12 KEY NON-ILLUM,1,0,"188.24000","0","1","AXS","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Metal","Non-Standard (Controller Included)","Telephone Format","Black","Silver","Panel Mount, Front","Screw Terminal","-","-20°C ~ 70°C","IP65 - Dust Tight, Water Resistant","-","-","Vandal Resistant"
http://www.grayhill.com/assets/1/7/Keypads_88.pdf,//media.digikey.com/photos/Grayhill%20Photos/88BB2-052.jpg,GH5015-ND,88BB2-052,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,2,0,"37.56000","0","1","88","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Polyester Overlay","Matrix","0 ~ 9, A ~ F","Black, Blue","Blue, White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP42","-","0.01A @ 24VDC","-"
-,//media.digikey.com/Photos/Storm%20Interface%20Photos/WEPLXT203.jpg,MGR1643-ND,WEPLXT203,Storm Interface,SWITCH KEYPAD 12 KEY NON-ILLUM,1,0,"150.03000","0","1","AXS","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Metal","Wiegand™","Telephone Format","Black","Silver","Panel Mount, Front","Screw Terminal","-","-20°C ~ 70°C","IP65 - Dust Tight, Water Resistant","-","-","Vandal Resistant"
http://www.grayhill.com/assets/1/7/Keypads_86.pdf,//media.digikey.com/Photos/Grayhill%20Photos/86AB2-102-top.jpg,GH7861-ND,86AB2-102,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,4,0,"25.10000","0","1","86","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format","Black","White","Panel Mount, Front or Rear","Pin Header","-","-40°C ~ 80°C","IP40","-","0.01A @ 24VDC","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1502461549.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/EZB2-505x03.JPG,MGR1697-ND,EZB2-505003,Storm Interface,"NAV-BAR AUDIO MODULE, BLACK (VER",3,0,"58.92000","0","1","Nav-Bar™","Active","Conductive Rubber","2","2 x 1","Illuminated","-","Polymer","-","-","-","White","Panel Mount, Front","Cable with Connector","-","-20°C ~ 70°C","IP65 - Dust Tight, Water Resistant","-","-","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1502461549.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_EZB6-530023.jpg,MGR1691-ND,EZB6-530023,Storm Interface,"NAV-BAR, 6 KEYS, USB INTERFACE,",1,0,"162.32000","0","1","Nav-Bar™","Active","Conductive Rubber","6","6 x 1","Illuminated","Fixed","Polymer","USB","Arrows, Help Button, Select","Black","Multiple","Panel Mount, Rear","USB Socket","-","-20°C ~ 70°C","IP65 - Dust Tight, Water Resistant","-","-","Audio Enabled"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1553267814.pdf,-,192-AT02-430013-ND,AT02-430013,Storm Interface,ADA COMPLIANT HEADSET/MICROPHONE,0,0,"162.69000","0","1","AudioComm","Active","Conductive Rubber","2","2 x 1","Illuminated","-","Polymer","USB","-","-","White","Panel Mount, Front","USB Socket","-","-20°C ~ 70°C","IP65 - Dust Tight, Water Resistant","-","-","Audio Enabled"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K206-2RC3AG.JPG,GH7920-ND,3K206-2RC3AG,Grayhill Inc.,"ASM,3K STD,6H,TARGETS X 5C",0,0,"217.00000","0","1","3K","Active","Snap Dome","6","3 x 2","Illuminated","Fixed","Rubber Overlay","CAN Bus (J1939)","Targets","White","Black","Panel Mount, Front","Connector","-","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K015-3RC3AG.jpg,GH7929-ND,3K015-3RN3AG,Grayhill Inc.,"ASM,3K STD,15H,CANOPEN,BLANK TIC",1,0,"300.54000","0","1","3K","Active","Snap Dome","15","5 x 3","Illuminated","Fixed","Rubber Overlay","CAN Bus (CANopen)","Blank Buttons","-","Black","Panel Mount, Front","Connector","Circular - 57.15mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K015-3RC3AG.jpg,GH7928-ND,3K015-3RC3AG,Grayhill Inc.,"CAN-BUS KEYPAD, 15 BUTTON, VERTI",0,0,"300.54000","0","1","3K","Active","Snap Dome","15","5 x 3","Illuminated","Fixed","Rubber Overlay","CAN Bus (J1939)","Blank Buttons","-","Black","Panel Mount, Front","Connector","Circular - 57.15mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/CAN_keypad_datasheet_SCREEN.pdf,//media.digikey.com/Photos/Grayhill%20Photos/3K020-4RN3AG.jpg,GH7931-ND,3K020-4RN3AG,Grayhill Inc.,"ASM,3K STD,20H,CANOPEN,BLANK IZO",1,0,"304.02000","0","1","3K","Active","Snap Dome","20","5 x 4","Illuminated","Fixed","Rubber Overlay","CAN Bus (CANopen)","Blank Buttons","-","Black","Panel Mount, Front","Connector","Circular - 57.15mm Dia","-40°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","-","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-101-72-ND,82-101-72,Grayhill Inc.,SWITCH KEYPAD 1 KEY 0.1A 5V,0,0,"7.11280","0","25","82","Active","Keyswitch","1","1 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (DPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-150-17-ND,82-150-17,Grayhill Inc.,SWITCH KEYPAD 1KEY ILLUM 0.1A 5V,0,0,"7.86000","0","25","82","Active","Keyswitch","1","1 x 1","Illuminated - Light Source Not Included","Fixed","Polymer","Independent Switches (SPST)","No Legend","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-150-211-ND,82-150-211,Grayhill Inc.,SWITCH KEYPAD 1KEY ILLUM 0.1A 5V,0,0,"8.09200","0","25","82","Active","Keyswitch","1","1 x 1","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","Black","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-150-16-ND,82-150-16,Grayhill Inc.,SWITCH KEYPAD 1KEY ILLUM 0.1A 5V,0,0,"8.10400","0","25","82","Active","Keyswitch","1","1 x 1","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (DPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-101-74-ND,82-101-74,Grayhill Inc.,SWITCH KEYPAD 1 KEY 0.1A 5V,0,0,"8.11000","0","25","82","Active","Keyswitch","1","1 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (4PST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-150-15-ND,82-150-15,Grayhill Inc.,SWITCH KEYPAD 1KEY ILLUM 0.1A 5V,0,0,"8.24000","0","25","82","Active","Keyswitch","1","1 x 1","Illuminated - Light Source Not Included","Fixed","Polymer","Independent Switches (DPST)","No Legend","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-150-213-ND,82-150-213,Grayhill Inc.,SWITCH KEYPAD 1KEY ILLUM 0.1A 5V,0,0,"8.43000","0","25","82","Active","Keyswitch","1","1 x 1","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (DPST)","Customizable (Sold Separate)","-","Black","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-201-41-ND,82-201-41,Grayhill Inc.,SWITCH KEYPAD 2 KEY 0.1A 5V,0,0,"9.89640","0","25","82","Active","Keyswitch","2","2 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-201-42-ND,82-201-42,Grayhill Inc.,SWITCH KEYPAD 2 KEY 0.1A 5V,0,0,"10.80880","0","25","82","Active","Keyswitch","2","2 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (DPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-201-44-ND,82-201-44,Grayhill Inc.,SWITCH KEYPAD 2 KEY 0.1A 5V,0,0,"13.29520","0","25","82","Active","Keyswitch","2","2 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (4PST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-301-61-ND,82-301-61,Grayhill Inc.,SWITCH KEYPAD 3 KEY 0.1A 5V,0,0,"13.62680","0","25","82","Active","Keyswitch","3","3 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-350-12-ND,82-350-12,Grayhill Inc.,SWITCH KEYPAD 3KEY ILLUM 0.1A 5V,0,0,"14.22400","0","25","82","Active","Keyswitch","3","3 x 1","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AC2-102-F-ND,96AC2-102-F,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"14.22750","0","100","96","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AC2-102-R-ND,96AC2-102-R,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"14.22750","0","100","96","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format","Black","White","Panel Mount, Rear","Pin Header","Rectangular - 68.58mm x 50.80mm","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AC2-152-F-ND,96AC2-152-F,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"14.22750","0","100","96","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format","White","Black","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AC2-152-R-ND,96AC2-152-R,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"14.22750","0","100","96","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format","White","Black","Panel Mount, Rear","Pin Header","Rectangular - 68.58mm x 50.80mm","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/96BB2-001-F_Dwg.pdf,-,96BB2-001-F-ND,96BB2-001-F,Grayhill Inc.,KEYPAD 16 BTN FRONT PANEL MNT,0,0,"14.22750","0","100","96","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Blank Buttons","-","White","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/96BB2-002-F_Dwg.pdf,-,96BB2-002-F-ND,96BB2-002-F,Grayhill Inc.,KEYPAD 16 BTN FRONT PANEL MNT,0,0,"14.22750","0","100","96","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/96BB2-008-F_Dwg.pdf,-,96BB2-008-F-ND,96BB2-008-F,Grayhill Inc.,KEYPAD 16 BTN FRONT PANEL MNT,0,0,"14.22750","0","100","96","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Matrix","Telephone Format, Function Keys","Black","White","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_87.pdf,-,87GC3-201-ND,87GC3-201,Grayhill Inc.,SWITCH KEYPAD 5 KEY 0.01A 24V,0,0,"14.86750","0","4","87","Active","Snap Dome","5","5 x 1","Non-Illuminated","Interchangeable","Transparent Key Cap","Independent Switches (SPST)","Customizable (Sold Separate)","-","White","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_82.pdf,-,82-350-9-ND,82-350-9,Grayhill Inc.,SWITCH KEYPAD 3KEY ILLUM 0.1A 5V,0,0,"15.02040","0","25","82","Active","Keyswitch","3","3 x 1","Illuminated - Light Source Not Included","Interchangeable","Transparent Key Cap","Independent Switches (DPST)","Customizable (Sold Separate)","-","Gray","Through Hole","PC Pin","-","-40°C ~ 80°C","-","-","0.1A @ 5VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96BC2-006-F-ND,96BC2-006-F,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.005A 12V,0,0,"15.15690","0","100","96","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96BC2-056-R-ND,96BC2-056-R,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.005A 12V,0,0,"15.15690","0","100","96","Active","Conductive Rubber","16","4 x 4","Non-Illuminated","Fixed","Polymer","Common Bus","Telephone Format, A ~ D","White","Black","Panel Mount, Rear","Pin Header","Rectangular - 68.58mm x 63.50mm","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","-"
