Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Actuator Type","Switch Function","Functions, Extra","Output","Voltage - Supply","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Contact Material","Contact Finish","Resistance","Mounting Type","Termination Style","Operating Temperature","Panel Cutout Dimensions","Ingress Protection","Features"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1263,//media.digikey.com/Photos/APEM%20Comp%20Photos/CW-B1GY1A0xA0.jpg,1040-1064-ND,CW-B1GY1A00A0,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,9,0,"102.41000","0","1","CW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount, Snap-In","Connector","-40°C ~ 85°C","Rectangular - 22.73mm x 10.67mm","-","Gray Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=920,//media.digikey.com/Photos/APEM%20Comp%20Photos/NZAB0477.JPG,1040-1147-ND,NZAB0477,APEM Inc.,SWITCH JOYSTICK BAT 2A 125V,8,0,"107.27000","0","1","NZ","Active","Joystick, 2 - Axis","Bat","4-Way Directional","-","Digital (Mechanical Switch)","-","2A (AC)","125V","-","Silver Alloy","Gold","-","Panel Mount","Connector","-25°C ~ 50°C","Circular - 12.00mm Dia","IP67 - Dust Tight, Waterproof","Full Boot"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=134,//media.digikey.com/Photos/APEM%20Comp%20Photos/TW01BLU11.jpg,1040-1083-ND,TW01BLU11,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,9,0,"111.98000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Rectangular - 36.60mm x 16.30mm","IP67 - Dust Tight, Waterproof","Blue Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=134,//media.digikey.com/Photos/APEM%20Comp%20Photos/TW-01BLK11.jpg,1040-1077-ND,TW01BLK11,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,6,0,"111.98000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Rectangular - 36.60mm x 16.30mm","IP67 - Dust Tight, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HTW-00-Red.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HTW-00-RED.jpg,679-2285-ND,HTW-00-RED,APEM Inc.,SWITCH THUMBWHEEL HALL EFFECT,18,0,"116.91000","0","1","TW","Active","Thumbwheel, 1 - Axis","Thumbwheel","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Rectangular - 36.45mm x 16.05mm","-","Red Actuator"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/photos/APEM%20Comp%20Photos/TS7A1S00A.jpg,1040-1048-ND,TS7A1S00A,APEM Inc.,SWITCH THUMBSTICK MUSHROOM HALL,29,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Mushroom Button","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TS-3A1x00A.jpg,1040-1051-ND,TS3A1G00A,APEM Inc.,SWITCH THUMBSTICK CONICAL HALL,24,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Conical","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/photos/APEM%20Comp%20Photos/TS7A1U00A.jpg,1040-1050-ND,TS7A1U00A,APEM Inc.,SWITCH THUMBSTICK MUSHROOM HALL,16,0,"122.64000","0","1","TS","Active","Thumbstick, 1 - Axis","Mushroom Button","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-4A1S0xA.jpg,1040-1054-ND,TS4A1S02A,APEM Inc.,SWITCH THMBSTK FINGER TIP HALL,12,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Finger Tip","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-AA1.jpg,1040-1032-ND,TSAA1G00A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,10,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Multiple","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TSAA1P00A.jpg,1040-1031-ND,TSAA1P00A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,10,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Multiple","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/photos/APEM%20Comp%20Photos/TS5A1S00A.jpg,1040-1042-ND,TS5A1S00A,APEM Inc.,SWITCH THUMBSTICK ROUND JOG HALL,10,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Round Jog","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-AA1.jpg,1040-1053-ND,TSAA1S02A,APEM Inc.,SWITCH THMBSTK MULTI HALL EFFECT,10,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Multiple","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/CH%20Products/TS-1A1U00A.jpg,1040-1026-ND,TS1A1U00A,APEM Inc.,SWITCH THUMBSTICK CASTLE HALL,8,0,"122.64000","0","1","TS","Active","Thumbstick, 1 - Axis","Castle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TS-3A1x00A.jpg,1040-1052-ND,TS3A1P00A,APEM Inc.,SWITCH THUMBSTICK CONICAL HALL,3,0,"122.64000","0","1","TS","Active","Thumbstick, 2 - Axis","Conical","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M11LO61x-X.jpg,1040-1092-ND,M11L061M-X,APEM Inc.,JOYSTICK 5K OHM 1 AXIS PNL MT,14,0,"125.26000","0","1","M","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M11LO61x-X.jpg,1040-1091-ND,M11L061P-X,APEM Inc.,JOYSTICK 5K OHM 1 AXIS PNL MT,4,0,"125.26000","0","1","M","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TSBA2S02A.jpg,679-3665-ND,TSBA2S02A,APEM Inc.,SWITCH THUMBSTICK CASTLE HALL,32,0,"125.95000","0","1","TS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TSDA2S02A.jpg,679-3667-ND,TSDA2S02A,APEM Inc.,SWITCH THUMBSTICK CONICAL HALL,19,0,"125.95000","0","1","TS","Active","Thumbstick, 2 - Axis","Conical","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM Comp Photos/TSCA2S02A.jpg,679-3666-ND,TSCA2S02A,APEM Inc.,SWITCH THMBSTK WINGED HAT HALL,11,0,"125.95000","0","1","TS","Active","Thumbstick, 2 - Axis","Winged Hat","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
http://www.grayhill.com/assets/1/7/04J_datasheet.pdf,//media.digikey.com/photos/Grayhill%20Photos/04J-AP-C01.JPG,GH7457-ND,04J-AP-C01,Grayhill Inc.,SWITCH NAVIG CONICAL 2A 115V,8,14,"129.27000","0","1","04J","Active","Navigation Switch, 2 - Axis","Conical","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","2A (AC/DC)","115V","28V","Nickel","Gold","-","Panel Mount","PC Pin","-55°C ~ 85°C","-","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/Photos/APEM%20Comp%20Photos/HS1A24GA.jpg,679-3581-ND,HS1A24GA,APEM Inc.,SWITCH THMBSTK CASTLE 10MA 30V,62,0,"131.12000","0","1","HS","Active","Thumbstick, 2 - Axis","Castle","4-Way Directional","-","Digital (Mechanical Switch)","-","10mA (DC)","-","30V","-","Gold","-","Panel Mount","Wire Leads with Connector","-25°C ~ 80°C","Circular - 25.65mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-11.jpg,1040-1113-ND,HF11P10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,8,0,"131.55000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/Photos/APEM%20Comp%20Photos/HS1T22SA.jpg,679-3662-ND,HS1T22SA,APEM Inc.,SWITCH THMBSTK CASTLE 100MA 30V,9,0,"136.34000","0","1","HS","Active","Thumbstick, 1 - Axis","Castle","2-Way Directional","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","Silver","-","Panel Mount","Wire Leads with Connector","-25°C ~ 80°C","Circular - 25.02mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF10R11.jpg,1040-1017-ND,HF10R11,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,18,0,"138.38000","0","1","HF","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF10P10.JPG,1040-1112-ND,HF10P10,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,8,0,"138.38000","0","1","HF","Active","Joystick, 2 - Axis","Ball Tip","4-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/photos/APEM%20Comp%20Photos/TS6A1U00A.jpg,1040-1046-ND,TS6A1U00A,APEM Inc.,SWITCH THMBSTK PUSHBUTTON HALL,6,0,"141.34000","0","1","TS","Active","Thumbstick, 1 - Axis","Pushbutton","2-Way Directional, Center Select","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_TS%20Series%202%20Axis.jpg,1040-1045-ND,TS6A1P00A,APEM Inc.,SWITCH THMBSTK PUSHBUTTON HALL,3,0,"141.34000","0","1","TS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M21L0H1M.jpg,1040-1125-ND,M21L0H1M,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,17,0,"142.92000","0","1","M","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M21L0G1M.jpg,1040-1124-ND,M21L0G1M,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,14,0,"142.92000","0","1","M","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/CH%20Products/M21L0H1P-X.jpg,1040-1036-ND,M21L0H1PX,APEM Inc.,JOYSTICK 5K OHM 1 AXIS PNL MT,12,0,"142.92000","0","1","M","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M21L051M.jpg,1040-1123-ND,M21L051M,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,3,0,"142.92000","0","1","M","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","1 Pushbutton","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=650,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_BH150A01BKRE0000.jpg,679-3864-ND,BH140A01BKRE0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,19,128,"148.51000","0","1","BH","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 7.00mm","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=650,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_BH150A01BKBK0000.jpg,679-3863-ND,BH140A01BKBK0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,9,0,"148.51000","0","1","BH","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 7.00mm","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/photos/APEM%20Comp%20Photos/HS1A12SA.jpg,679-3583-ND,HS1A12SA,APEM Inc.,SWITCH THMBSTK CASTLE 100MA 30V,11,0,"150.04000","0","1","HS","Active","Thumbstick, 1 - Axis","Castle","2-Way Directional","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","Silver","-","Panel Mount","Connector","-25°C ~ 80°C","Circular - 25.65mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
http://www.grayhill.com/assets/1/7/Hall_Effect_67B.pdf,//media.digikey.com/Photos/Grayhill%20Photos/67B-PA-3C-S-04C.jpg,GH7576-ND,67B-PA-3C-S-04C,Grayhill Inc.,SWITCH JOYSTICK FLATTED HALL,4,0,"152.10000","0","1","67B","Active","Joystick, 2 - Axis","Flatted (4.06mm Dia)","360° Directional, Center Select","-","Digital (Hall Effect Over I²C Interface)","3.3VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","-","IP67 - Dust Tight, Waterproof","Half Boot"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/TS6T1G02A.jpg,679-3660-ND,TS6T1G02A,APEM Inc.,SWITCH THMBSTK PUSHBUTTON HALL,9,0,"153.81000","0","1","TS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.02mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/photos/APEM%20Comp%20Photos/HS6T24SA.jpg,679-3580-ND,HS6T24SA,APEM Inc.,SWITCH THMBSTK PUSHBTN 100MA 30V,24,0,"155.13000","0","1","HS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","100mA (DC)","-","30V","-","Silver","-","Panel Mount","Wire Leads with Connector","-25°C ~ 80°C","Circular - 25.02mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX-10S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX-10S10.jpg,679-2261-ND,HFX10S10,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,11,0,"155.49000","0","1","HFX Series I","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Circular - 41.66mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF22P10.jpg,1040-1114-ND,HF22P10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,2,0,"157.49000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/photos/APEM%20Comp%20Photos/M31C0M1P.jpg,679-2259-ND,M31C0M1P,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,5,0,"158.01000","0","1","M","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
//media.digikey.com/pdf/Data%20Sheets/CH%20Products%20PDFs/BF_Series.pdf,//media.digikey.com/Photos/CH%20Products/BD140D01GR0000.jpg,1040-1013-ND,BD140D01GR0000,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,18,0,"160.19000","0","1","BD","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 10.00mm","IP67 - Dust Tight, Waterproof","Green Actuator"
//media.digikey.com/pdf/Data%20Sheets/CH%20Products%20PDFs/BF_Series.pdf,//media.digikey.com/Photos/CH%20Products/BD150D02BK1200.jpg,1040-1014-ND,BD150D02BK1200,APEM Inc.,SWITCH JOYSTICK PADDLE HALL,3,0,"160.19000","0","1","BD","Active","Joystick, 1 - Axis","Paddle","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-25°C ~ 70°C","Rectangular - 21.00mm x 10.00mm","IP67 - Dust Tight, Waterproof","Switching Points ± 12.5°"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1207,//media.digikey.com/Photos/APEM%20Comp%20Photos/HS6T24GA.jpg,679-3582-ND,HS6T24GA,APEM Inc.,SWITCH THMBSTK PUSHBTN 10MA 30V,10,0,"163.43000","0","1","HS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","10mA (DC)","-","30V","-","Gold","-","Panel Mount","Wire Leads with Connector","-25°C ~ 80°C","Circular - 25.02mm Dia","IP68/69K - Dust Tight, Water Resistant, Waterproof","-"
http://www.grayhill.com/assets/1/7/Hall_Effect_67B.pdf,//media.digikey.com/photos/Grayhill%20Photos/67B-R4-3C-S-04C.jpg,GH7581-ND,67B-R4-3C-S-04C,Grayhill Inc.,SWITCH JOYSTICK FLATTED HALL,4,0,"164.76000","0","1","67B","Active","Joystick, 3 - Axis","Flatted (4.06mm Dia)","2-Way Rotational, 4-Way Directional, Center Select","-","Digital (Hall Effect Over I²C Interface)","3.3VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 85°C","-","IP67 - Dust Tight, Waterproof","Half Boot"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1229,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_TS%20Series%202%20Axis.jpg,1040-1047-ND,TS6A1S08A,APEM Inc.,SWITCH THMBSTK PUSHBUTTON HALL,10,0,"167.94000","0","1","TS","Active","Thumbstick, 2 - Axis","Pushbutton","4-Way Directional, Center Select","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 25.65mm Dia","IP67/69K - Dust Tight, Water Resistant, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF33R10.jpg,1040-1011-ND,HF33R10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,13,0,"172.23000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/APEM%20Comp%20Photos/M31L0M1M.jpg,1040-1126-ND,M31L0M1M,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,5,0,"172.83000","0","1","M","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/5000_Series_Joystick.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/5T251S0F2100.jpg,679-1412-ND,5T251S0F2100,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT,8,0,"174.11000","0","1","5000","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","10V","-","-","5 kOhms","Panel Mount","Pin Header","-10°C ~ 55°C","Circular - 39.00mm Dia","-","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-27.jpg,1040-1100-ND,HF27S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,12,0,"175.94000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,//media.digikey.com/Photos/APEM%20Comp%20Photos/4P18-2F1E-55-475.JPG,1040-1131-ND,4P182F1E55475,APEM Inc.,JOYSTICK 5K OHM 1 AXIS PNL MT 1W,8,0,"187.64000","0","1","4000","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
