Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Output Type","Load Current","Voltage - Input","Voltage - Load","Termination Style","Package / Case"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC2469-ND,DP4R60D60B2,Sensata-Crydom,RELAY SSR CONTACT 48VDC 60A 15V,4,0,"434.62000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","60A","4.5 ~ 15VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC1834-ND,DP4R60D60B,Sensata-Crydom,RELAY SSR CONTACTOR 60A 48V,3,0,"434.62000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","60A","4.5 ~ 15VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC1852-ND,DP4RSC60E60B,Sensata-Crydom,RELAY SSR CONTACTOR 60A 48V,3,0,"440.18000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","60A","18 ~ 32VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60A1.jpg,1864-2709-ND,RGC1A23D15KKE,Carlo Gavazzi Inc.,SSR ZC 230V 20A 800VP,14,0,"55.39000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23A15KGU.jpg,1864-1163-ND,RGC1A23A15KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 230V 20A,24,0,"58.52000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D20KGU.jpg,1864-1170-ND,RGC1A23D20KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 230V 23A,22,0,"58.52000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-2710-ND,RGC1A23D20KKE,Carlo Gavazzi Inc.,SSR ZC 230V 23A 800VP,13,0,"58.52000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60A1.jpg,1864-2701-ND,RGC1A23A15KKE,Carlo Gavazzi Inc.,SSR ZC 230V 20A 800VP,12,0,"58.52000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23A20KKE.jpg,1864-1187-ND,RGC1A60D15KKE,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 20A,34,0,"60.61000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A_20KGU.jpg,1864-2702-ND,RGC1A23A20KGU,Carlo Gavazzi Inc.,SSR ZC 230V 23A 800VP,15,0,"61.66000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23A20KKE.jpg,1864-1164-ND,RGC1A23A20KKE,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 230V 23A,10,0,"61.66000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60A1.jpg,1864-1175-ND,RGC1A60A15KKE,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 20A,8,0,"61.66000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23A20KKE.jpg,1864-1189-ND,RGC1A60D20KKE,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 23A,38,0,"63.75000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-1177-ND,RGC1A60A20KKE,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 23A,90,0,"65.84000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A20KGU.jpg,1864-1176-ND,RGC1A60A20KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 23A,16,0,"65.84000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","23A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2162-ND,DRC3P48B400R2,Sensata-Crydom,480V 7.6A 120VAC NO AUX RN 2L,8,0,"71.56000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","7.6A","90 ~ 140VAC","48 ~ 530V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D25KGU.jpg,1864-1171-ND,RGC1A23D25KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 230V 25A,26,0,"76.29000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60A1.jpg,1864-2711-ND,RGC1A23D25KKE,Carlo Gavazzi Inc.,SSR ZC 230V 25A 800VP,15,0,"76.29000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A_30KGU.jpg,1864-1172-ND,RGC1A23D30KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 230V 30A,76,0,"77.33000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D25KGU.jpg,1864-1165-ND,RGC1A23A25KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 230V 25A,51,0,"77.33000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-2712-ND,RGC1A23D30KKE,Carlo Gavazzi Inc.,SSR ZC 230V 30A 800VP,15,0,"77.33000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-2703-ND,RGC1A23A25KKE,Carlo Gavazzi Inc.,SSR ZC 230V 25A 800VP,11,0,"77.33000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-2704-ND,RGC1A23A30KKE,Carlo Gavazzi Inc.,SSR ZC 230V 30A 800VP,15,0,"78.38000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A_30KGU.jpg,1864-1166-ND,RGC1A23A30KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 230V 30A,13,0,"78.38000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D40KGU.jpg,1864-1173-ND,RGC1A23D40KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 230V 40A,6,0,"84.00000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2166-ND,DRC3P48D420R2,Sensata-Crydom,480V 7.6A 24VAC/DC 2NO RN 2L,12,0,"86.74000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","7.6A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-1193-ND,RGC1A60D30KKE,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 30A,40,0,"90.09000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A_30KGU.jpg,1864-1192-ND,RGC1A60D30KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 30A,31,0,"90.09000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A_30KGU.jpg,1864-1180-ND,RGC1A60A30KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 30A,49,0,"91.08000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D20KGU.jpg,1864-1190-ND,RGC1A60D25KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 25A,85,0,"93.01000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23A20KKE.jpg,1864-1191-ND,RGC1A60D25KKE,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 25A,18,0,"93.01000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-1179-ND,RGC1A60A25KKE,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 25A,57,0,"94.05000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D20KGU.jpg,1864-1178-ND,RGC1A60A25KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 25A,22,0,"94.05000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A42KGE.jpg,1864-2713-ND,RGC1A23D40KGE,Carlo Gavazzi Inc.,SSR ZC 230V 40A 800VP,15,0,"96.03000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23A40KGE.jpg,1864-2705-ND,RGC1A23A40KGE,Carlo Gavazzi Inc.,SSR ZC 230V 40A 800VP,15,0,"99.99000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A42KGE.jpg,1864-2714-ND,RGC1A23D42KGE,Carlo Gavazzi Inc.,SSR ZC 230V 43A 800VP,15,0,"102.96000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D40KGE.jpg,1864-1194-ND,RGC1A60D40KGE,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 40A,24,0,"103.95000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A42KGE.jpg,1864-2707-ND,RGC1A23A42KGE,Carlo Gavazzi Inc.,SSR ZC 230V 43A 800VP,15,0,"105.93000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D40KGU.jpg,1864-2717-ND,RGC1A60A40KGU,Carlo Gavazzi Inc.,SSR ZC 600V 40A 1200VP,17,0,"107.91000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60A40KGE.jpg,1864-2716-ND,RGC1A60A40KGE,Carlo Gavazzi Inc.,SSR ZC 600V 40A 1200VP,15,0,"107.91000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc3-series-emr-auxiliary-contacts-ac-din-rail-mount.pdf,-,CC2493-ND,DRC3P48D433R,Sensata-Crydom,CONTACTOR SSR 3PH 480V 5A DIN,9,0,"110.56000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","5A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D40KGU.jpg,1864-1197-ND,RGC1A60D42KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 43A,24,0,"110.88000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
-,//media.digikey.com/Photos/Weidmuller/1406200000.JPG,281-5616-ND,1406200000,Weidmüller,PSSR 24VDC/1PH AC 25A,4,5,"117.59000","0","1","Bulk","PSSR","Active","DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","25A","3.5 ~ 32VDC","12 ~ 275V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D60KGU.jpg,1864-1168-ND,RGC1A23A62KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 230V 65A,10,0,"129.00000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","65A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/temp/15/dec/drh.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRH-Series.jpg,CC2716-ND,DRH3P60A20,Sensata-Crydom,SSR CONTACTOR 3PH DIN MNT 600VAC,20,0,"140.00000","0","1","Bulk","DRH","Active","Chassis Mount, DIN Rail","DPST-NO (2 Form A)","AC, Zero Cross","20A","90 ~ 280VAC/DC","48 ~ 600V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D60KGU.jpg,1864-1199-ND,RGC1A60D62KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 65A,12,0,"143.06000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","65A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/RGC1A60A62KGE.JPG,1864-2718-ND,RGC1A60A62KGE,Carlo Gavazzi Inc.,SSR ZC 600V 65A 1200VP,15,0,"145.86000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","65A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A62KGU.JPG,1864-1185-ND,RGC1A60A62KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 65A,10,0,"145.86000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","65A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/temp/15/dec/drh.pdf,-,CC2506-ND,DRH3P60A20R,Sensata-Crydom,SSR CONTACTOR 3PH DIN MNT 600VAC,18,0,"148.33000","0","1","Bulk","DRH","Active","Chassis Mount, DIN Rail","DPST-NO (2 Form A)","AC","20A","90 ~ 280VAC/DC","48 ~ 600V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC_2_3A.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC2A22D25KKE.jpg,1864-1200-ND,RGC2A22D25KKE,Carlo Gavazzi Inc.,RELAY SSR 32VDC IN 220V 27A,11,0,"161.92000","0","1","Bulk","RGC2","Active","Chassis Mount, DIN Rail","DPST-NO (2 Form A)","AC, Zero Cross","27A","5 ~ 32VDC","42 ~ 220V","Screw Terminal","SSR with Integrated Heat Sink"
https://industrial.omron.us/en/media/G3PE_Datasheet_en_201506_J23I-E-02_tcm849-113227.pdf,-,Z9490-ND,G3PE-215B-2H DC12-24,Omron Automation and Safety,RELAY SSR 15A 3PH NO HT SINK 2PL,2,0,"164.93000","0","1","Bulk","G3PE","Active","Chassis Mount","DPST-NO (2 Form A)","AC, Zero Cross","15A","12 ~ 24VDC","100 ~ 240V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/15/dec/drh.pdf,-,CC2715-ND,DRH3P60A18R,Sensata-Crydom,SSR CONTACTOR 3PH DIN MNT 600VAC,16,0,"165.00000","0","1","Bulk","DRH","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","18A","90 ~ 280VAC/DC","48 ~ 600V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/SSR_RGC1P.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/RGC1P23AA30E.JPG,1864-2719-ND,RGC1P23AA30E,Carlo Gavazzi Inc.,SSR I IN PS 230V 30A 800VP,2,0,"176.88000","0","1","Bulk","RGC1P","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Proportional Control","30A","4 ~ 20mA","85 ~ 265V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2712-ND,DRC3R48B400,Sensata-Crydom,REV 480V 7.6A 120 VAC NO AUX,9,0,"178.03000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","7.6A","90 ~ 140VAC","48 ~ 510V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/SSR_RGC1P.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/RGC1P48V30ED.JPG,1864-2721-ND,RGC1P23V30ED,Carlo Gavazzi Inc.,SSR V IN PS 230V 30A 800VP,3,0,"181.28000","0","1","Bulk","RGC1P","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Proportional Control","30A","24VAC/DC","85 ~ 265V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/hdc_60.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC2571-ND,HDC60D160H,Sensata-Crydom,RELAY SSR CONTACTOR DC 160A,14,0,"181.35000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","160A","4.5 ~ 32VDC","7 ~ 48V","Stud","Hockey Puck"
https://www.gavazzionline.com/pdf/SSR_RGC1P.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1P48AA30E.jpg,1864-2723-ND,RGC1P48AA30E,Carlo Gavazzi Inc.,SSR I IN PS 480V 30A 1200VP,5,0,"182.16000","0","1","Bulk","RGC1P","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Proportional Control","30A","4 ~ 20mA","190 ~ 550V","Screw Terminal","SSR with Integrated Heat Sink"
https://industrial.omron.us/en/media/G3PE_Datasheet_en_201506_J23I-E-02_tcm849-113227.pdf,-,Z7515-ND,G3PE-215B-2 DC12-24,Omron Automation and Safety,RELAY SSR 15A 3PH SCREW 2PL,5,5,"182.61000","0","1","Bulk","G3PE","Active","Chassis Mount","DPST-NO (2 Form A)","AC, Zero Cross","15A","12 ~ 24VDC","100 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
