Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Features","Termination Style","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Operating Temperature","Contact Material"
-,//media.digikey.com/photos/Omron%20Auto/44510-1011.JPG,Z3893-ND,SR101A01,Omron Automation and Safety,RELAY SAFETY DPST 4A 24V,4,0,"255.42000","0","1","Bulk","SR101A","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","4A","230VAC, 24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-15°C ~ 60°C","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/2981046.JPG,277-3079-ND,2981046,Phoenix Contact,RELAY SAFETY 6PST 6A 24V,2,170,"265.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","6PST-5NO/1NC (5 Form A, 1 Form B)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","20ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2963705.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2963705.JPG,277-3117-ND,2963705,Phoenix Contact,RELAY SAFETY DPST 6A 24V,14,0,"273.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","20ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/photos/Phoenix%20Photos/2963750.JPG,277-2969-ND,2963750,Phoenix Contact,RELAY SAFETY DPST 6A 24V,6,36,"273.00000","0","1","Bulk","-","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","100ms","45ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2963718.JPG,277-2963-ND,2963718,Phoenix Contact,RELAY SAFETY DPST 6A 24V,5,19,"273.00000","0","1","Bulk","-","Active","DIN Rail","24VAC/DC","DPST-NO (2 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","20ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901422,//media.digikey.com/Photos/Phoenix%20Photos/2901422.JPG,277-14796-ND,2901422,Phoenix Contact,RELAY SAFETY,3,210,"284.00000","0","1","Bulk","PSR","Active","DIN Rail","120VAC/DC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 250VDC - Max","Lighted Indicator","Screw Terminal","-","-","40ms","60ms","-25°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/photos/Omron%20Auto/44510-1310.JPG,Z3900-ND,SR131A00,Omron Automation and Safety,RELAY SAFETY DPST-NO 1.5A 24V,6,0,"320.76000","0","1","Bulk","SR131A","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","1.5A","24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-10°C ~ 55°C","-"
-,//media.digikey.com/photos/Omron%20Auto/44510-2310.JPG,Z3903-ND,SR231A00,Omron Automation and Safety,RELAY SAFETY DPST-NO 1.5A 24V,4,0,"362.34000","0","1","Bulk","SR231A","Active","DIN Rail","24VDC","DPST-NO (2 Form A)","1.5A","24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-10°C ~ 55°C","-"
http://www.ia.omron.com/data_pdf/cat/g9sb_ds_e_6_4_csm1282.pdf,//media.digikey.com/photos/Omron%20Auto/G9SB-3012-A%20AC%5EDC24.JPG,Z4054-ND,G9SB-3012-A AC/DC24,Omron Automation and Safety,RELAY SAFETY 3PST 5A 24V,4,0,"368.28000","0","1","Bulk","G9SB","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
http://www.ia.omron.com/data_pdf/cat/g9sa_ds_e_11_6_csm1281.pdf,//media.digikey.com/Photos/Omron%20Auto/G9SA-501%20AC100-240.JPG,Z4048-ND,G9SA-501 AC100-240,Omron Automation and Safety,RELAY SAFETY 5P 120-240V,5,29,"374.22000","0","1","Bulk","G9SA","Active","DIN Rail","100 ~ 240VAC","5PST-NO (5 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
-,//media.digikey.com/photos/Omron%20Auto/44510-1201.JPG,Z3897-ND,SR120MP01,Omron Automation and Safety,RELAY SAFETY 3PST-NO 1.25A 24V,2,0,"386.10000","0","1","Bulk","SR120MP","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","1.25A","24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-10°C ~ 55°C","-"
http://www.ia.omron.com/data_pdf/cat/g9sa_ds_e_11_6_csm1281.pdf,//media.digikey.com/photos/Omron%20Auto/G9SA-321-T30%20AC%5EDC24.JPG,Z4046-ND,G9SA-321-T30 AC/DC24,Omron Automation and Safety,RELAY SAFETY 3P 24V,2,8,"399.17000","0","1","Bulk","G9SA","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","5A","250VAC, 30VDC - Max","-","Screw Terminal","-","-","30ms","10ms","-25°C ~ 55°C","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2981431,//media.digikey.com/Photos/Phoenix%20Photos/2981431.JPG,277-3087-ND,2981431,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,2,37,"480.00000","0","1","Bulk","PSR","Active","DIN Rail","24VDC","3PST-NO (3 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","70ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
-,//media.digikey.com/Photos/Phoenix%20Photos/2981428.JPG,277-2960-ND,2981428,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,4,24,"492.00000","0","1","Bulk","-","Active","DIN Rail","24VDC","3PST-NO (3 Form A)","6A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","70ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2963996,//media.digikey.com/Photos/Phoenix%20Photos/2963996.jpg,277-3069-ND,2963996,Phoenix Contact,RELAY SAFETY 8PST 6A 24V,5,23,"578.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","8PST-NO (8 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","60ms","20ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/photos/Omron%20Auto/44510-1081.jpg,Z3896-ND,SR108AD01,Omron Automation and Safety,RELAY SAFETY SPST X 4 8A 24V,6,0,"598.75000","0","1","Bulk","SR108AD","Active","DIN Rail","24VAC/DC","SPST-NO (1 Form A) x 4","8A","250VAC, 50VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-15°C ~ 40°C","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2981538.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2981538.jpg,277-3066-ND,2981538,Phoenix Contact,RELAY SAFETY SPST X 4 5A 24V,3,32,"1643.00000","0","1","Bulk","-","Active","DIN Rail","24VDC","SPST-NO (1 Form A) x 4","5A","250VAC, 250VDC - Max","-","Screw Terminal","-","-","15ms","12ms","-20°C ~ 55°C","Silver Nickel (AgNi), Gold (Au)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5359-ND,SFS6-DC24V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 24V,42,0,"20.34000","0","1","Bulk","SFS","Active","Through Hole","24VDC","6PST-3NO/3NC (3 Form A, 3 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5356-ND,SFS4-DC48V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 48V,49,0,"20.82000","0","1","Bulk","SFS","Active","Through Hole","48VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","36 VDC","4.8 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5354-ND,SFS3-L-DC12V-D,Panasonic Electric Works,RELAY SAFETY 4PST 6A 12V,71,0,"21.28000","0","1","Bulk","SFS","Active","Through Hole","12VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","9 VDC","1.2 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5351-ND,SFS2-L-DC48V-D,Panasonic Electric Works,RELAY SAFETY 4PST 6A 48V,38,0,"21.82000","0","1","Bulk","SFS","Active","Through Hole","48VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","36 VDC","4.8 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-5357-ND,SFS4-L-DC12V-D,Panasonic Electric Works,RELAY SAFETY 6PST 6A 12V,44,0,"23.14000","0","1","Bulk","SFS","Active","Through Hole","12VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","9 VDC","1.2 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfw.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SF2D-%20SERIES.jpg,255-1747-ND,SF2D-DC5V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 5V,7,0,"33.32000","0","1","Bulk","SF2D","Active","Through Hole","5VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","440VAC, 30VDC - Max","-","PC Pin","3.75 VDC","0.5 VDC","17ms","7ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY2-DC12V.JPG,255-4129-ND,SFY2-DC12V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 12V,19,0,"36.26000","0","1","Bulk","SF-Y","Active","Through Hole","12VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","9 VDC","1.8 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,1110-2506-ND,SFS3-L-DC24V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 24V,11,0,"37.55000","0","1","Bulk","SFS","Active","Through Hole","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY4-DC12V.JPG,255-4136-ND,SFY4-DC24V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 24V,8,0,"40.68000","0","1","Bulk","SF-Y","Active","Through Hole","24VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","18 VDC","3.6 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
https://industrial.omron.us/en/media/G7SA_P7SA_Datasheet_en_201701_J73I-E-02_rev10_9_tcm849-113555.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G7SA-3A1B-DC48.jpg,Z5602-ND,G7SA-3A1B DC48,Omron Automation and Safety,RELAY SAFETY 4PST 6A 48V,10,0,"44.35000","0","1","Tube","G7SA","Active","Socketable","48VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 125VDC - Max","Sealed - Flux Protection","Plug In","36 VDC","4.8 VDC","20ms","10ms","-40°C ~ 85°C","Silver (Ag), Gold (Au)"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900510,//media.digikey.com/Photos/Phoenix%20Photos/2900510.JPG,277-9423-ND,2900510,Phoenix Contact,RELAY SAFETY 3PST 6A 24V,2,0,"218.00000","0","1","Bulk","PSR","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","6A","250VAC, 250VDC - Max","-","Spring Terminal","-","-","20ms","10ms","-20°C ~ 55°C","Silver Tin Oxide (AgSnO)"
-,//media.digikey.com/photos/Omron%20Auto/44510-2021.JPG,Z3901-ND,SR202AM01,Omron Automation and Safety,RELAY SAFETY 3PST-NO 1.5A 24V,3,0,"302.94000","0","1","Bulk","SR202AM","Active","DIN Rail","24VAC/DC","3PST-NO (3 Form A)","1.5A","24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-10°C ~ 55°C","-"
-,//media.digikey.com/photos/Omron%20Auto/44510-2232.JPG,Z3902-ND,SR223SMT02,Omron Automation and Safety,REL SAFETY 3PST-2NC/1NO 1.5A 24V,2,0,"380.16000","0","1","Bulk","SR223SMT","Active","DIN Rail","115VAC","3PST-2NC/1NO (2 Form B, 1 Form A)","1.5A","24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-10°C ~ 55°C","-"
https://www.fa.omron.com.cn/upload/doc/product/SR103AM.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_44510-1032.JPG,Z5653-ND,SR103AM02,Omron Automation and Safety,RELAY SAFETY 3PST 3A 115V,4,0,"403.92000","0","1","Bulk","SR103AM","Active","DIN Rail","115VAC","3PST-NO (3 Form A)","3A","230VAC, 24VDC - Max","Lighted Indicator","Screw Terminal","-","-","-","-","-15°C ~ 40°C","-"
-,-,2066-50.12.9.024.1000-ND,50.12.9.024.1000,"Finder Relays, Inc.",RELAY GUIDED DPDT 8A 24V DC,90,0,"14.24000","0","1","Bulk","50","Active","Through Hole","24VDC","DPDT (2 Form C)","8A","400VAC - Max","Sealed - Flux Protection","PC Pin","18 VDC","2.4 VDC","10ms","4ms","-40°C ~ 70°C","Silver Nickel (AgNi)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1610-ND,RF1V-3A1B-D24,IDEC,RELAY GEN PURPOSE 4PST 6A 24V,22,0,"20.68000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
-,-,2066-50.12.9.024.5000-ND,50.12.9.024.5000,"Finder Relays, Inc.",RELAY GUIDED DPDT 8A 24V DC,50,0,"21.02000","0","1","Bulk","50","Active","Through Hole","24VDC","DPDT (2 Form C)","8A","400VAC - Max","Sealed - Flux Protection","PC Pin","18 VDC","2.4 VDC","10ms","4ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1783-ND,RF1V-3A1BL-D24,IDEC,RELAY GEN PURPOSE 4PST 6A 24V,37,0,"23.98000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://www.altechcorp.com/PDFS/RELACAT.PDF,-,1920-1105-ND,56.OW69.1000S,Altech Corporation,RELAY SAFETY DPDT 8A 10V,56,1680,"25.72000","0","1","Bulk","OW","Active","Through Hole","10VDC","DPDT (2 Form C)","8A","400VAC, 250VDC - Max","Sealed - Fully","PC Pin","8 VDC","-","15ms","12ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SF3-DC24V.JPG,255-5720-ND,SF3-DC5V,Panasonic Electric Works,RELAY SAFETY 4PST 6A 5V,22,0,"30.48000","0","1","Tube","SF3","Active","Through Hole","5VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","4 VDC","0.5 VDC","30ms","15ms","-40°C ~ 70°C","Silver Tin Oxide (AgSnO), Gold (Au)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-6219-ND,SFS5-DC24V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 24V,40,0,"30.50000","0","1","Bulk","SFS","Active","Through Hole","24VDC","6PST-5NO/1NC (5 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-6221-ND,SFS6-L-DC24V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 24V,50,0,"33.44000","0","1","Bulk","SFS","Active","Through Hole","24VDC","6PST-3NO/3NC (3 Form A, 3 Form B)","6A","250VAC, 30VDC - Max","Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS2-DC24V.jpg,255-6220-ND,SFS5-L-DC24V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 24V,48,0,"33.44000","0","1","Bulk","SFS","Active","Through Hole","24VDC","6PST-5NO/1NC (5 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1672-ND,RF1V-3A1BLD1-D24,IDEC,RELAY GEN PURPOSE 4PST 6A 24V,28,0,"36.24000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1671-ND,RF1V-2A2BLD1-D24,IDEC,RELAY GEN PURPOSE 4PST 6A 24V,16,0,"36.24000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
http://us.idec.com/Common/Download.aspx?d=414668,//media.digikey.com/photos/IDEC/MFG_RF1V-xAxBL(D1)-D2xx.jpg,1885-1799-ND,RF1V-5A1BLD1-D24,IDEC,RELAY GEN PURPOSE 6PST 6A 24V,65,0,"38.66000","0","1","Bulk","RF1V","Active","Through Hole","24VDC","6PST-5NO/1NC (5 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","Diode, Lighted Indicator","PC Pin","18 VDC","2.4 VDC","20ms","20ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY4-DC12V.JPG,255-6223-ND,SFY4-DC18V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 18V,20,0,"40.68000","0","1","Bulk","SF-Y","Active","Through Hole","18VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","13.5 VDC","2.7 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY5-DC12V.JPG,255-4138-ND,SFY5-DC12V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 12V,20,0,"40.68000","0","1","Bulk","SF-Y","Active","Through Hole","12VDC","6PST-5NO/1NC (5 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","9 VDC","1.8 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
https://www3.panasonic.biz/ac/e_download/control/relay/safety/catalog/mech_eng_sfy.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/SFY5-DC12V.JPG,255-4139-ND,SFY5-DC24V,Panasonic Electric Works,RELAY SAFETY 6PST 6A 24V,18,0,"40.68000","0","1","Bulk","SF-Y","Active","Through Hole","24VDC","6PST-5NO/1NC (5 Form A, 1 Form B)","6A","250VAC, 30VDC - Max","-","PC Pin","18 VDC","3.6 VDC","20ms","10ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
http://www.altechcorp.com/PDFS/RELACAT.PDF,//media.digikey.com/Photos/Altech-Corporation/56.OA11.0631N.jpg,1920-1924-ND,56.OA11.0631N,Altech Corporation,OA5611 6V 3NO/1NC AGNI10+2UMAU I,30,0,"46.46000","0","1","Bulk","OA","Active","Through Hole","6VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","4.2 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)"
http://www.altechcorp.com/PDFS/RELACAT.PDF,-,1920-1926-ND,56.OA11.2431N,Altech Corporation,OA561124V 3NO/1NC AGNI10+2UMAU I,30,30,"46.46000","0","1","Bulk","OA","Active","Through Hole","24VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","16.8 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)"
-,-,1920-2017-ND,56.OA11.2431C,Altech Corporation,OA561124V 3NO/1NC AGSN02+02UMAU,29,60,"46.46000","0","1","Bulk","OA","Active","Through Hole","6VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","4.2 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO), Gold (Au)"
http://www.altechcorp.com/PDFS/RELACAT.PDF,-,1920-1104-ND,56.OA11.1122N,Altech Corporation,RELAY SAFETY 4PST 8A 110V,40,360,"48.20000","0","1","Bulk","OA","Active","Through Hole","110VDC","4PST-2NO/2NC (2 Form A, 2 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","77 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)"
http://www.altechcorp.com/PDFS/RELACAT.PDF,-,1920-1925-ND,56.OA11.1131N,Altech Corporation,OA5611110V3NO/1NC AGNI10+2UMAU I,30,0,"48.20000","0","1","Bulk","OA","Active","Through Hole","110VDC","4PST-3NO/1NC (3 Form A, 1 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","77 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Nickel (AgNi), Gold (Au)"
-,//media.digikey.com/Photos/Weidmuller/MFG_1218390000.JPG,281-5547-ND,1218390000,Weidmüller,RCIKITZ 24VDC 2CO LED FG,12,0,"51.45000","0","1","Bulk","-","Active","DIN Rail","24VDC","DPDT (2 Form C)","6A","250VAC, 250VDC - Max","Diode, Lighted Indicator","Spring Terminal","18 VDC","2.4 VDC","12ms","6ms","-40°C ~ 70°C","Silver Nickel (AgNi), Gold (Au)"
-,//media.digikey.com/Photos/Altech-Corporation/56.OA12.2442C.jpg,1920-2019-ND,56.OA12.2442C,Altech Corporation,OA561224V 4NO/2NC AGSN02+02UMAU,75,0,"57.72000","0","1","Bulk","OA","Active","Through Hole","24VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","16.8 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO), Gold (Au)"
-,//media.digikey.com/Photos/Altech-Corporation/56.OA12.1242C.JPG,1920-2018-ND,56.OA12.1242C,Altech Corporation,OA561212V 4NO/2NC AGSN02+02UMAU,20,0,"57.72000","0","1","Bulk","OA","Active","Through Hole","12VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","8A","400VAC, 250VDC - Max","-","PC Pin","8.4 VDC","-","20ms","6ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO), Gold (Au)"
http://www.altechcorp.com/PDFS/RELACAT.PDF,//media.digikey.com/Photos/Altech-Corporation/56.OA02.1242C.jpg,1920-2015-ND,56.OA02.1242C,Altech Corporation,OA560212V 4NO/2NC AGSN02+02UMAU,15,0,"66.20000","0","1","Bulk","OA","Active","Through Hole","12VDC","6PST-4NO/2NC (4 Form A, 2 Form B)","10A","400VAC, 250VDC - Max","-","PC Pin","8.4 VDC","-","27ms","5ms","-40°C ~ 85°C","Silver Tin Oxide (AgSnO), Gold (Au)"
