Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Coil Current","Coil Type","Features","Termination Style","Seal Rating","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Operating Temperature","Contact Material"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-be-series-reed-relay/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/BE05-1A85-P.JPG,374-1132-ND,BE05-2A85-P,Standex-Meder Electronics,RELAY REED DPST 1A 5V,173,0,"18.65000","0","1","Bulk","BE","Active","Through Hole","5VDC","DPST-NO (2 Form A)","1A","1000VAC, 1000VDC - Max","71.4mA","Non Latching","-","PC Pin","Sealed - Fully","3.5 VDC","0.75 VDC","1ms","0.1ms","-20°C ~ 70°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/2900_series_reed_relay_datasheet2.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/2900-SERIES.jpg,306-1204-ND,2911-05-301,Coto Technology,RELAY REED SPDT 250MA 5V,896,0,"18.84000","0","1","Tube","2900","Active","Through Hole","5VDC","SPDT (1 Form C)","250mA","150VAC, 150VDC - Max","21.7mA","Non Latching","-","PC Pin","-","3.8 VDC","0.4 VDC","1ms","2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/2900_series_reed_relay_datasheet2.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/2900-SERIES.jpg,306-1206-ND,2911-12-301,Coto Technology,RELAY REED SPDT 250MA 12V,3218,0,"19.02000","0","1","Tube","2900","Active","Through Hole","12VDC","SPDT (1 Form C)","250mA","150VAC, 150VDC - Max","8.0mA","Non Latching","-","PC Pin","-","9 VDC","1 VDC","1ms","2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/2900_series_reed_relay_datasheet2.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/2900-SERIES.jpg,306-1264-ND,2911-12-311,Coto Technology,RELAY REED SPDT 250MA 12V,1138,0,"19.38000","0","1","Tube","2900","Active","Through Hole","12VDC","SPDT (1 Form C)","250mA","150VAC, 150VDC - Max","8.0mA","Non Latching","-","PC Pin","-","9 VDC","1 VDC","1ms","2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/2970_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/2970-SERIES.jpg,306-1232-ND,2971-05-00,Coto Technology,RELAY REED SPDT 250MA 5V,1028,0,"20.02000","0","1","Tube","2970","Active","Through Hole","5VDC","SPDT (1 Form C)","250mA","150VAC, 150VDC - Max","21.7mA","Non Latching","-","PC Pin","-","3.8 VDC","0.4 VDC","1ms","2ms","-35°C ~ 125°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/2300_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/2342-12-000.jpg,306-1112-ND,2342-12-000,Coto Technology,RELAY REED DPDT 250MA 12V,2718,0,"20.12000","0","1","Tray","2300","Active","Through Hole","12VDC","DPDT (2 Form C)","250mA","100VAC, 100VDC - Max","12.0mA","Non Latching","-","PC Pin","Sealed - Hermetically","9 VDC","1 VDC","1.5ms","2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/2900_series_reed_relay_datasheet2.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/2900-SERIES.jpg,306-1205-ND,2911-05-311,Coto Technology,RELAY REED SPDT 250MA 5V,823,0,"20.16000","0","1","Tube","2900","Active","Through Hole","5VDC","SPDT (1 Form C)","250mA","150VAC, 150VDC - Max","21.7mA","Non Latching","-","PC Pin","-","3.8 VDC","0.4 VDC","1ms","2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/3600_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/3600-SERIES.jpg,306-1234-ND,3650-05-92,Coto Technology,RELAY REED 3PST 250MA 5V,589,0,"20.16000","0","1","Tube","3600","Active","Through Hole","5VDC","3PST-NO (3 Form A)","250mA","150VAC, 150VDC - Max","14.3mA","Non Latching","-","PC Pin","-","3.8 VDC","0.4 VDC","0.75ms","0.1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/08/2200_series_reed_relay_datasheet.pdf,"//media.digikey.com/photos/Coto%20Tech%20Photos/2204-05-401,%202204-05-411.JPG",306-1007-ND,2211-12-301,Coto Technology,RELAY REED SPDT 250MA 12V,2618,0,"20.29000","0","1","Tube","2200","Active","Through Hole","12VDC","SPDT (1 Form C)","250mA","100VAC, 100VDC - Max","8.0mA","Non Latching","-","PC Pin","Sealed - Hermetically","9 VDC","1 VDC","1ms","2ms","-20°C ~ 85°C","-"
-,//media.digikey.com/Photos/Coto%20Tech%20Photos/5000-0408.jpg,306-1410-ND,5000-0408,Coto Technology,RELAY REED CONMED REV K,2601,0,"31.82000","0","1","Tube","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/dar71210.JPG,725-1047-ND,DAR71210,Cynergy 3,RELAY REED SPST-NO 3A 12V,5228,0,"35.06000","0","1","Tray","D","Active","Through Hole","12VDC","SPST-NO (1 Form A)","3A","1000VAC, 1000VDC - Max","80.0mA","Non Latching","-","PC Pin","-","9 VDC","1.25 VDC","3ms","2ms","-20°C ~ 70°C","Rhodium (Rh)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/DAR70510.jpg,725-1048-ND,DAR72410,Cynergy 3,RELAY REED SPST-NO 3A 24V,291,0,"35.06000","0","1","Tray","D","Active","Through Hole","24VDC","SPST-NO (1 Form A)","3A","1000VAC, 1000VDC - Max","30.7mA","Non Latching","-","PC Pin","-","20 VDC","4 VDC","3ms","2ms","-20°C ~ 70°C","Rhodium (Rh)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1030-ND,DAT71210,Cynergy 3,RELAY REED SPST-NO 2A 12V,998,0,"36.95000","0","1","Tray","D","Active","Through Hole","12VDC","SPST-NO (1 Form A)","2A","7000VAC, 7000VDC - Max","80.0mA","Non Latching","-","PC Pin","-","9 VDC","1.25 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1034-ND,DAT72410,Cynergy 3,RELAY REED SPST-NO 2A 24V,838,0,"36.95000","0","1","Tray","D","Active","Through Hole","24VDC","SPST-NO (1 Form A)","2A","7000VAC, 7000VDC - Max","30.7mA","Non Latching","-","PC Pin","-","20 VDC","4 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1027-ND,DAT70510,Cynergy 3,RELAY REED SPST-NO 2A 5V,313,0,"36.95000","0","1","Bulk","D","Active","Through Hole","5VDC","SPST-NO (1 Form A)","2A","7000VAC, 7000VDC - Max","179mA","Non Latching","-","PC Pin","-","3.7 VDC","0.5 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/D200%20series%202016.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_DAT200.jpg,725-1361-ND,DAT200-12,Cynergy 3,RELAY REED SPST-NO 3A 12V,269,0,"40.77000","0","1","Bulk","D200","Active","Through Hole","12VDC","SPST-NO (1 Form A)","3A","2500VAC, 2500VDC - Max","80.0mA","Non Latching","-","PC Pin","-","9 VDC","1.25 VDC","6ms","1ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/DA%28UL%29%20series%202016.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1520-ND,DAT72410U,Cynergy 3,RELAY REED SPST-NO 2A 24V,424,0,"42.51000","0","1","Bulk","DA","Active","Through Hole","24VDC","SPST-NO (1 Form A)","2A","7000VAC, 7000VDC - Max","30.7mA","Non Latching","-","PC Pin","-","20 VDC","4 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://cotorelay.com/wp-content/uploads/2014/09/5500_series_reed_relay_datasheet.pdf,"//media.digikey.com/photos/Coto%20Tech%20Photos/5501-12-1,%205501-24-1.jpg",306-1011-ND,5501-24-1,Coto Technology,RELAY REED SPST 3A 24V,754,0,"44.24000","0","1","Tube","5500","Active","Through Hole","24VDC","SPST-NO (1 Form A)","3A","7500VAC, 7500VDC - Max","41.7mA","Non Latching","EMI Shielded","PC Pin","-","18 VDC","2 VDC","3ms","3ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/5500_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/5501-12-1.JPG,306-1010-ND,5501-12-1,Coto Technology,RELAY REED SPST 3A 12V,217,0,"44.24000","0","1","Tube","5500","Active","Through Hole","12VDC","SPST-NO (1 Form A)","3A","7500VAC, 7500VDC - Max","68.6mA","Non Latching","EMI Shielded","PC Pin","-","9 VDC","1 VDC","3ms","3ms","-20°C ~ 85°C","-"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1040-ND,DBT71210,Cynergy 3,RELAY REED SPST-NC 2A 12V,2546,0,"44.68000","0","1","Tray","D","Active","Through Hole","12VDC","SPST-NC (1 Form B)","2A","7000VAC, 7000VDC - Max","50.0mA","Non Latching","-","PC Pin","-","9 VDC","1.25 VDC","2ms","3ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1042-ND,DBT72410,Cynergy 3,RELAY REED SPST-NC 2A 24V,1071,0,"44.68000","0","1","Tray","D","Active","Through Hole","24VDC","SPST-NC (1 Form B)","2A","7000VAC, 7000VDC - Max","25.9mA","Non Latching","-","PC Pin","-","20 VDC","4 VDC","2ms","3ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/FRD12000%202016.pdf,//media.digikey.com/Photos/Cynergy%203/FRD12015.JPG,725-1188-ND,FRD12015,Cynergy 3,RELAY REED RF SPST-NO 1A 24V,202,0,"45.19000","0","1","Bulk","FRD12000","Active","Through Hole","24VDC","SPST-NO (1 Form A)","1A","20VDC - Max","24.0mA","Non Latching","-","Axial","-","15 VDC","2 VDC","2ms","1ms","-40°C ~ 85°C","Rhodium (Rh)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-WIRE-SERIES.jpg,725-1031-ND,DAT71210F,Cynergy 3,RELAY REED SPST-NO 2A 12V,97,0,"45.39000","0","1","Tray","D","Active","Through Hole","12VDC","SPST-NO (1 Form A)","2A","7000VAC, 7000VDC - Max","80.0mA","Non Latching","-","PC Pin, Wire Leads","-","9 VDC","1.25 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-QUICK-SERIES.jpg,725-1055-ND,DAT72410S,Cynergy 3,RELAY REED SPST-NO 2A 24V,121,0,"45.39000","0","1","Bulk","D","Active","Chassis Mount","24VDC","SPST-NO (1 Form A)","2A","7000VAC, 7000VDC - Max","30.7mA","Non Latching","-","Quick Connect - 0.250"" (6.3mm)","-","20 VDC","4 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://cotorelay.com/wp-content/uploads/2014/09/5500_series_reed_relay_datasheet.pdf,"//media.digikey.com/photos/Coto%20Tech%20Photos/5501-12-1,%205501-24-1.jpg",306-1301-ND,5502-24-1,Coto Technology,RELAY REED SPST 3A 24V,280,0,"48.05000","0","1","Tube","5500","Active","Through Hole","24VDC","SPST-NC (1 Form B)","3A","7500VAC, 7500VDC - Max","41.7mA","Non Latching","EMI Shielded","PC Pin","-","18 VDC","2 VDC","3ms","3ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/85/8512169002e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/HE12-1A69-02.jpg,374-1205-ND,HE12-1A69-02,Standex-Meder Electronics,RELAY REED SPST 3A 12V,422,0,"49.78000","0","1","Bulk","HE","Active","Through Hole","12VDC","SPST-NO (1 Form A)","3A","10000VAC, 10000VDC - Max","46.2mA","Non Latching","-","PC Pin","-","9 VDC","1 VDC","3ms","1.5ms","-20°C ~ 70°C","-"
https://www.cynergy3.com/sites/default/files/D%20series%202016_5.pdf,//media.digikey.com/Photos/Cynergy%203/D-PC-SERIES.jpg,725-1032-ND,DAT71215,Cynergy 3,RELAY REED SPST-NO 2A 12V,510,0,"53.83000","0","1","Tray","D","Active","Through Hole","12VDC","SPST-NO (1 Form A)","2A","10000VAC, 10000VDC - Max","126mA","Non Latching","-","PC Pin","-","9 VDC","1.25 VDC","3ms","2ms","-20°C ~ 70°C","Tungsten (W)"
https://www.comus-intl.com/wp-content/uploads/2015/01/3570-1331.pdf,//media.digikey.com/Photos/Comus%20International/MFG_3570-1331.jpg,1835-1116-ND,3570-1331-051,Comus International,RELAY REED SIP SPST .5A 5V,3275,0,"1.08000","0","1","Tube","3570","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","150VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.4 VDC","0.35ms","0.5ms","-40°C ~ 85°C","-"
https://www.comus-intl.com/wp-content/uploads/2015/01/3570-1331.pdf,//media.digikey.com/Photos/Comus%20International/MFG_3570-1331.jpg,1835-1117-ND,3570-1331-053,Comus International,RELAY REED SIP SPST .5A 5V W/DIO,2236,0,"1.22000","0","1","Tube","3570","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","150VDC - Max","10.0mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.4 VDC","0.35ms","0.5ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he3300_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/HE3221A%20SERIES.jpg,HE200-ND,HE3321A0400,Littelfuse Inc.,RELAY REED SPST 500MA 5V,4947,0,"1.25000","0","1","Bulk","HE3300","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.5 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE104-ND,HE721A2400,Littelfuse Inc.,RELAY REED SPST 500MA 24V,1251,0,"1.27000","0","1","Tube","HE700","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VDC - Max","11.1mA","Non Latching","-","PC Pin","-","16 VDC","2 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.comus-intl.com/wp-content/uploads/2015/01/3570-1331.pdf,//media.digikey.com/Photos/Comus%20International/MFG_3570-1331.jpg,1835-1120-ND,3570-1331-241,Comus International,RELAY REED SIP SPST .5A 24V,1240,0,"1.27000","0","1","Tube","3570","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","150VDC - Max","12.0mA","Non Latching","-","PC Pin","-","18 VDC","2 VDC","0.35ms","0.5ms","-40°C ~ 85°C","-"
https://www.comus-intl.com/wp-content/uploads/2015/01/3570-1331.pdf,//media.digikey.com/Photos/Comus%20International/MFG_3570-1331.jpg,1835-1119-ND,3570-1331-123,Comus International,RELAY REED SIP SPST .5A 12V W/DI,2966,0,"1.32000","0","1","Tube","3570","Active","Through Hole","12VDC","SPST-NO (1 Form A)","500mA","150VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","9 VDC","1 VDC","0.35ms","0.5ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE105-ND,HE721A2410,Littelfuse Inc.,RELAY REED SPST 500MA 24V,3498,0,"1.53000","0","1","Tube","HE700","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VDC - Max","11.1mA","Non Latching","Diode","PC Pin","-","16 VDC","2 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE103-ND,HE721A1210,Littelfuse Inc.,RELAY REED SPST 500MA 12V,5565,0,"1.77000","0","1","Tube","HE700","Active","Through Hole","12VDC","SPST-NO (1 Form A)","500mA","200VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","8 VDC","1 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9007_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/9007-24-01.JPG,306-1256-ND,9007-24-01,Coto Technology,RELAY REED SPST 500MA 24V,1288,0,"1.96000","0","1","Tube","9000, Spartan","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","18 VDC","2 VDC","0.5ms","0.2ms","-20°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/HE751A%20SERIES.jpg,HE124-ND,HE751A0510,Littelfuse Inc.,RELAY REED SPST 500MA 5V,3116,0,"1.99000","0","1","Tube","HE700","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","300VDC - Max","10.0mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.5 VDC","1ms","1ms","-20°C ~ 85°C","-"
https://www.comus-intl.com/wp-content/uploads/2015/01/3570-1333.pdf,//media.digikey.com/Photos/Comus%20International/MFG_3570-1333.jpg,1835-1042-ND,3570-1333-051,Comus International,RELAY REED SIP SPST .5A 5V,15892,0,"2.18000","0","1","Tube","3570","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.8 VDC","0.35ms","0.1ms","-40°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1023-ND,8L01-12-001,Coto Technology,RELAY REED SPST 500MA 12V,2916,0,"2.21000","0","1","Tube","8L","Active","Through Hole","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","24.0mA","Non Latching","-","PC Pin","-","9.6 VDC","1 VDC","0.5ms","0.5ms","-20°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he3600_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/HE3621A%20SERIES.jpg,HE211-ND,HE3621A2410,Littelfuse Inc.,RELAY REED SPST 500MA 24V,2372,0,"2.26000","0","1","Tube","HE3600","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VDC - Max","11.1mA","Non Latching","Diode","PC Pin","-","16 VDC","2 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE115-ND,HE721C1210,Littelfuse Inc.,RELAY REED SPDT 250MA 12V,1520,0,"2.85000","0","1","Tube","HE700","Active","Through Hole","12VDC","SPDT (1 Form C)","250mA","175VDC - Max","24.0mA","Non Latching","Diode","PC Pin","-","8 VDC","1 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE111-ND,HE722A2410,Littelfuse Inc.,RELAY REED DPST 500MA 24V,1706,0,"2.86000","0","1","Tube","HE700","Active","Through Hole","24VDC","DPST-NO (2 Form A)","500mA","200VDC - Max","11.1mA","Non Latching","Diode","PC Pin","-","16 VDC","2 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he3300_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/HE3321C%20SERIES.jpg,HE204-ND,HE3321C1200,Littelfuse Inc.,RELAY REED SPDT 250MA 12V,748,0,"3.75000","0","1","Bulk","HE3300","Active","Through Hole","12VDC","SPDT (1 Form C)","250mA","175VDC - Max","24.0mA","Non Latching","-","PC Pin","-","9 VDC","1 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he3300_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/HE3321C%20SERIES.jpg,HE205-ND,HE3321C2400,Littelfuse Inc.,RELAY REED SPDT 250MA 24V,1184,0,"3.84000","0","1","Bulk","HE3300","Active","Through Hole","24VDC","SPDT (1 Form C)","250mA","175VDC - Max","12.0mA","Non Latching","-","PC Pin","-","18 VDC","2 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1028-ND,8L01-24-011,Coto Technology,RELAY REED SPST 500MA 24V,1692,0,"4.02000","0","1","Tube","8L","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","11.0mA","Non Latching","Diode","PC Pin","-","19.2 VDC","2 VDC","0.5ms","1ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/33/3324100071e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/SIL05-1A85-76D3K.jpg,374-1251-ND,SIL24-1A72-71L,Standex-Meder Electronics,RELAY REED SPST 0.5A 24V,316,0,"4.08000","0","1","Tube","SIL","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","12.0mA","Non Latching","-","PC Pin","-","16.8 VDC","3.6 VDC","0.7ms","0.1ms","-20°C ~ 70°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/33/3324100171e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/SIL05-1A85-76D3K.jpg,374-1250-ND,SIL24-1A72-71D,Standex-Meder Electronics,RELAY REED SPST 0.5A 24V,1368,0,"4.13000","0","1","Tube","SIL","Active","Through Hole","24VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","16.8 VDC","3.6 VDC","0.7ms","0.1ms","-20°C ~ 70°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9300_series_reed_relay_datasheet.pdf,"//media.digikey.com/Photos/Coto%20Tech%20Photos/9401-12-00,%209401-05-00.jpg",306-1404-2-ND,9401-12-00-TR,Coto Technology,RELAY REED SPST 500MA 12V,8000,0,"4.63792","0","1000","Tape & Reel (TR)","9400","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","14.5mA","Non Latching","-","Gull Wing","-","9 VDC","1 VDC","0.4ms","0.2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9300_series_reed_relay_datasheet.pdf,"//media.digikey.com/Photos/Coto%20Tech%20Photos/9401-12-00,%209401-05-00.jpg",306-1404-1-ND,9401-12-00-TR,Coto Technology,RELAY REED SPST 500MA 12V,8270,0,"8.74000","0","1","Cut Tape (CT)","9400","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","14.5mA","Non Latching","-","Gull Wing","-","9 VDC","1 VDC","0.4ms","0.2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9300_series_reed_relay_datasheet.pdf,"//media.digikey.com/Photos/Coto%20Tech%20Photos/9401-12-00,%209401-05-00.jpg",306-1404-6-ND,9401-12-00-TR,Coto Technology,RELAY REED SPST 500MA 12V,8270,0,"Digi-Reel","0","1","Digi-Reel®","9400","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","14.5mA","Non Latching","-","Gull Wing","-","9 VDC","1 VDC","0.4ms","0.2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9001%20SERIES.jpg,306-1057-ND,9001-12-00,Coto Technology,RELAY REED SPST 500MA 12V,7595,0,"4.68000","0","1","Tube","9000","Active","Through Hole","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","12.0mA","Non Latching","-","PC Pin","-","9 VDC","1 VDC","0.35ms","0.1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1022-ND,8L01-05-111,Coto Technology,RELAY REED SPST 500MA 5V,4089,0,"4.68000","0","1","Tube","8L","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","Diode, Electrostatic Shield","PC Pin","-","3.8 VDC","0.5 VDC","0.5ms","1ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/32/3205172011e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/DIP05-2A72-21L.jpg,374-1051-ND,DIP05-1A72-11L,Standex-Meder Electronics,RELAY REED SPST 1A 5V,1066,0,"4.75000","0","1","Tube","DIP","Active","Through Hole","5VDC","SPST-NO (1 Form A)","1A","200VAC, 200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.5 VDC","0.75 VDC","0.5ms","0.1ms","-20°C ~ 70°C","-"
