Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Style","Voltage - Input","Current - Input","Voltage - Output","Current - Output","Turn On Time","Turn Off Time","Features"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TA-ODX02S-DC24.jpg,Z5720-ND,G3TA-ODX02S DC24,Omron Automation and Safety,DC OUTPUT MODULE 2A,43,155,"38.81000","0","1","G3TA","Active","DC Output Module","Black","QC","24VDC","-","4 ~ 60VDC","2A","0.50ms","2ms","Status LED(s)"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/SOLID%20STATE%20RELAY%20FIG5%20TO61-1483.jpg,Z1194-ND,G3R-OD201SN DC5-24,Omron Automation and Safety,DC OUTPUT MODULE 1.5A,16,24,"38.81000","0","1","G3R-I/O","Active","DC Output Module","Black","QC","5 ~ 24VDC","8mA","40 ~ 200VDC","1.5A","1ms","2ms","Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-OACA-L.JPG,GH7706-ND,70L-OACA-L,Grayhill Inc.,AC OUTPUT MODULE 2A,48,14,"38.85000","0","1","70","Active","AC Output Module","Gray","OpenLine®","5VDC","7mA","24 ~ 280VAC","2A","8.33ms","8.33ms","2 Channel, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_Contact_Closure_DC_Input.pdf,//media.digikey.com/photos/Grayhill%20Photos/70g-idc5s.JPG,GH7430-ND,70G-IDC5S,Grayhill Inc.,DC INPUT MODULE 25V,38,4,"44.27000","0","1","70","Active","DC Input Module","White","G5","25VDC","5mA","5VDC","41mA","3ms","3ms","Hold Down Screw, Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IAC24.jpg,646-1063-ND,DR-IAC5,Sensata-Crydom,AC INPUT MODULE 120V,17,0,"51.37000","0","1","DR","Active","AC Input Module","Yellow","DIN Rail Mount","120VAC","5mA","5VDC","28mA","20ms","30ms","Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IDC24.jpg,646-1064-ND,DR-IDC5,Sensata-Crydom,DC INPUT MODULE 4-32V,15,0,"51.37000","0","1","DR","Active","DC Input Module","White","DIN Rail Mount","4 ~ 32VDC","34mA","5VDC","28mA","1ms","1ms","Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IAC24.jpg,646-1215-ND,DRIAC24,Sensata-Crydom,AC INPUT MODULE 120V,49,0,"52.80000","0","1","DR","Active","AC Input Module","Yellow","DIN Rail Mount","120VAC","5mA","24VDC","28mA","20ms","30ms","Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IDC24.jpg,646-1218-ND,DRIDC24,Sensata-Crydom,DC INPUT MODULE 4-32V,7,0,"52.80000","0","1","DR","Active","DC Input Module","White","DIN Rail Mount","4 ~ 32VDC","34mA","24VDC","28mA","1ms","1ms","Status LED(s)"
http://www.grayhill.com/assets/1/7/Dry_Contact.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-ODC5R.JPG,GH7708-ND,70L-ODC5R,Grayhill Inc.,DC OUTPUT MODULE 500MA,12,218,"57.02000","0","1","70","Active","DC Output Module","Gray","OpenLine®","5VDC","30mA","0 ~ 200VAC/DC","500mA","1ms","1ms","2 Channel, Fused, Status LED(s)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_OACM&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/OACM-5,%20OACM-5H.jpg",PB702-ND,OACM-5,TE Connectivity Potter & Brumfield Relays,AC OUTPUT MODULE 3A,61,0,"20.18000","0","1","OACM","Active","AC Output Module","Black","Mini","5VDC","20mA","24 ~ 280VAC","3A","8.33ms","8.33ms","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_IDC&DocType=DS&DocLang=English,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/IDC-5,%20IDC-24.jpg",PB703-ND,IDC-24,TE Connectivity Potter & Brumfield Relays,DC INPUT MODULE 24V,69,0,"20.62000","0","1","IDC","Active","DC Input Module","White","Standard","24VDC","34mA","24VDC","18mA","1ms","1ms","Hold Down Screw"
"//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/IDC,%20(S)MIDC,%20X4IDC%20Series.pdf",//media.digikey.com/Photos/Crydom%20Photos/MFG_M-IDC24.jpg,CC1223-ND,M-IDC5,Sensata-Crydom,DC INPUT MODULE 24V,23,0,"30.28000","0","1","M","Active","DC Input Module","White","Mini","24VDC","34mA","5VDC","16mA","1ms","1ms","-"
http://www.crydom.com/en/products/catalog/sm_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_SM-OAC15.jpg,CC1631-ND,SM-OAC5,Sensata-Crydom,AC OUTPUT MODULE 3.5A,16,0,"30.28000","0","1","SM","Active","AC Output Module","Black","Mini","5VDC","20mA","12 ~ 140VAC","3.5A","8.33ms","8.33ms","-"
http://www.crydom.com/en/products/catalog/standard_input.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_IAC24.jpg,CC1200-ND,IAC5,Sensata-Crydom,AC INPUT MODULE 120V,14,0,"30.28000","0","1","IAC","Active","AC Input Module","Yellow","Standard","120VAC","6mA","5VDC","16mA","20ms","20ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-OAC24.jpg,CC1224-ND,M-OAC5,Sensata-Crydom,AC OUTPUT MODULE 3.5A,13,0,"30.28000","0","1","M","Active","AC Output Module","Black","Mini","5VDC","20mA","12 ~ 140VAC","3.5A","8.33ms","8.33ms","-"
http://www.crydom.com/en/products/catalog/m_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-IAC24.jpg,CC2361-ND,M-IAC5A,Sensata-Crydom,AC INPUT MODULE 240V,36,0,"31.00000","0","1","M","Active","AC Input Module","Yellow","Mini","240VAC","5mA","5VDC","16mA","20ms","20ms","-"
http://www.crydom.com/en/products/catalog/standard_input.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_IAC24.jpg,CC1201-ND,IAC5A,Sensata-Crydom,AC INPUT MODULE 240V,23,0,"31.00000","0","1","IAC","Not For New Designs","AC Input Module","Yellow","Standard","240VAC","5mA","5VDC","16mA","20ms","20ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/standard_output.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_OAC24.jpg,646-1253-ND,OAC5AH,Sensata-Crydom,AC OUTPUT MODULE 5A,39,0,"35.65000","0","1","OAC","Active","AC Output Module","Black","Standard","5VDC","20mA","24 ~ 280VAC","5A","8.33ms","8.33ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/standard_output.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_OAC24.jpg,CC1216-ND,OAC24,Sensata-Crydom,AC OUTPUT MODULE 3.5A,6,0,"36.70000","0","1","OAC","Active","AC Output Module","Black","Standard","24VDC","13mA","12 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/standard_input.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_IDC24.jpg,CC2353-ND,IDC5F,Sensata-Crydom,DC INPUT MODULE 4-32V,23,0,"37.75000","0","1","IDC","Active","DC Input Module","White","Standard","4 ~ 32VDC","68mA","5VDC","16mA","0.05ms","0.10ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-ODC15.jpg,CC2363-ND,M-ODC5A,Sensata-Crydom,DC OUTPUT MODULE 1A,23,0,"38.88000","0","1","M","Active","DC Output Module","Red","Mini","5VDC","18mA","3 ~ 250VDC","1A","0.10ms","0.75ms","-"
"//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/ODC,%20(S)MODC,%20X4ODC%20Series.pdf",//media.digikey.com/Photos/Crydom%20Photos/MFG_ODC24.jpg,CC1217-ND,ODC-24,Sensata-Crydom,DC OUTPUT MODULE 3A,14,0,"41.70000","0","1","ODC","Active","DC Output Module","Red","Standard","24VDC","13mA","3 ~ 60VDC","3A","0.10ms","0.75ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/sm_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_SM-OAC15.jpg,CC2371-ND,SM-OAC5AR,Sensata-Crydom,AC OUTPUT MODULE 3.5A,26,0,"45.25000","0","1","SM","Active","AC Output Module","Black","Mini","5VDC","20mA","24 ~ 280VAC","3.5A","0.10ms","8.33ms","-"
http://www.crydom.com/en/products/catalog/g_ms_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_84115501.jpg,646-1061-ND,84115501,Sensata-Crydom,AC INPUT MODULE 120V,7,0,"58.18000","0","1","17.5MM","Not For New Designs","AC Input Module","Yellow","DIN Rail Mount","120VAC","14mA","4.5 ~ 30VDC","32mA","20ms","20ms","Status LED(s)"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/63x1.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_ODC24.jpg,CC1240-ND,6321,Sensata-Crydom,DC OUTPUT MODULE 3.5A,23,0,"63.58000","0","1","6","Not For New Designs","DC Output Module","Red","Standard","5VDC","20mA","3 ~ 60VDC","3.5A","0.10ms","0.10ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/standard_output.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_ODC24.jpg,CC2364-ND,ODC5ML,Sensata-Crydom,DC OUTPUT MODULE 1A,50,0,"64.15000","0","1","ODC","Active","DC Output Module","Red","Standard","5VDC","18mA","1 ~ 50VDC","1A","1ms","0.05ms","Hold Down Screw"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/63x1.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_ODC24.jpg,CC1239-ND,6311,Sensata-Crydom,DC OUTPUT MODULE 3.5A,47,0,"69.97000","0","1","6","Not For New Designs","DC Output Module","Red","Standard","5VDC","20mA","3 ~ 60VDC","3.5A","0.10ms","0.10ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70G-ODC24x.JPG,GH7855-ND,70G-ODC24B,Grayhill Inc.,DC OUTPUT MODULE 3.5A,32,133,"16.26000","0","1","70","Active","DC Output Module","Red","G5","24VDC","9mA","3 ~ 60VDC","3.5A","0.075ms","0.50ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70G-IDC15.jpg,GH7853-ND,70G-IDC15,Grayhill Inc.,DC INPUT MODULE 3-32V,29,3,"16.91000","0","1","70","Active","DC Input Module","White","G5","3 ~ 32VDC","18mA","15VDC","10mA","0.20ms","0.40ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,"//media.digikey.com/photos/Grayhill%20Photos/70G-OAC5,%2070G-OAC5A,%2070G-OAC15.jpg",GH7854-ND,70G-OAC24A,Grayhill Inc.,AC OUTPUT MODULE 3.5A,84,871,"20.77000","0","1","70","Active","AC Output Module","Black","G5","24VDC","8mA","24 ~ 280VAC","3.5A","8.33ms","8.33ms","Hold Down Screw, Fused, Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TA-OA202SZ-US-DC12.jpg,Z7568-ND,G3TA-OA202SZ-US DC12,Omron Automation and Safety,AC OUTPUT MODULE 2A,8,0,"28.59000","0","1","G3TA","Active","AC Output Module","Black","QC","12VDC","-","75 ~ 264VAC","2A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
http://www.grayhill.com/assets/1/7/Dry_Contact.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70DC-RED-MINI.JPG,GH7856-ND,70G-ODC24R,Grayhill Inc.,DC OUTPUT MODULE 500MA,76,2,"29.39000","0","1","70","Active","DC Output Module","Red","G5","24VDC","23mA","0 ~ 120VAC, 0 ~ 100VDC","500mA","1ms","1ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-IDC.JPG,GH3063-ND,70L-IDCB,Grayhill Inc.,DC INPUT MODULE 0-32V,79,109,"29.82000","0","1","70","Active","DC Input Module","Gray","OpenLine®","0 ~ 32VDC","18mA","5VDC","6mA","0.05ms","0.075ms","2 Channel, Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TA-IDZR02S-DC5-24.jpg,Z7566-ND,G3TA-IDZR02S DC5-24,Omron Automation and Safety,DC INPUT MODULE 5-24V,35,272,"30.37000","0","1","G3TA","Active","DC Input Module","Green","QC","5 ~ 24VDC","5mA","4 ~ 32VDC","25mA","0.50ms","0.50ms","Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TA-ODX02S-DC24.jpg,Z7567-ND,G3TA-OA202SL-US DC24,Omron Automation and Safety,AC OUTPUT MODULE 2A,20,0,"30.37000","0","1","G3TA","Active","AC Output Module","Black","QC","24VDC","-","75 ~ 264VAC","2A","1ms","1/2 Cycle + 1ms","Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,-,Z7569-ND,G3TA-OA202SZ-US DC24,Omron Automation and Safety,AC OUTPUT MODULE 2A,31,0,"32.17000","0","1","G3TA","Active","AC Output Module","Black","QC","24VDC","-","75 ~ 264VAC","2A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,-,Z7570-ND,G3TA-ODX02S-12VDC,Omron Automation and Safety,DC OUTPUT MODULE 2A,20,0,"32.17000","0","1","G3TA","Active","DC Output Module","Black","QC","12VDC","-","4 ~ 60VDC","2A","0.50ms","2ms","Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-ODC.JPG,GH3057-ND,70L-ODCB,Grayhill Inc.,DC OUTPUT MODULE 2A,21,6,"37.71000","0","1","70","Active","DC Output Module","Gray","OpenLine®","5VDC","7mA","3 ~ 60VDC","2A","0.075ms","0.50ms","2 Channel, Fused, Status LED(s)"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-ODC15.jpg,CC1229-ND,M-ODC24,Sensata-Crydom,DC OUTPUT MODULE 3A,45,0,"41.70000","0","1","M","Active","DC Output Module","Red","Mini","24VDC","13mA","3 ~ 60VDC","3A","0.10ms","0.75ms","-"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TB-ODX03P-US-DC5-24.jpg,Z7574-ND,G3TB-ODX03P-US DC5-24,Omron Automation and Safety,DC OUTPUT MODULE 3A,9,0,"45.10000","0","1","G3TB","Active","DC Output Module","Red","Mini","5 ~ 24VDC","5mA","4 ~ 60VDC","3A","0.50ms","2ms","Status LED(s)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,-,Z7571-ND,G3TB-OA202PZ DC5-24,Omron Automation and Safety,AC OUTPUT MODULE 2A,7,0,"46.00000","0","1","G3TB","Active","AC Output Module","Black","Mini","5 ~ 24VDC","5mA","75 ~ 264VAC","2A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/SOLID%20STATE%20RELAY%20FIG5%20TO61-1483.jpg,Z7540-ND,G3R-OA202SZN-UTU DC5-24,Omron Automation and Safety,AC OUTPUT MODULE 2A,10,121,"47.12000","0","1","G3R-I/O","Active","AC Output Module","Black","QC","5 ~ 24VDC","15mA","75 ~ 264VAC","2A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
-,//media.digikey.com/Photos/Weidmuller/SLO24TR.JPG,281-6260-ND,SLO24TR,Weidmüller,AC OUTPUT MODULE 3A,9,8,"48.80000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","17mA","0 ~ 240VAC","3A","0.50ms","11ms","Hold Down Screw, Status LED(s)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TB-ODX03P-US-DC5-24.jpg,Z7575-ND,G3TB-ODX03PM-US DC4-24,Omron Automation and Safety,DC OUTPUT MODULE 3A,7,0,"49.61000","0","1","G3TB","Active","DC Output Module","Red","Mini","4 ~ 24VDC","5mA","4 ~ 60VDC","3A","0.50ms","2ms","Status LED(s)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,-,Z7572-ND,G3TB-OA203PL-US DC5-24,Omron Automation and Safety,AC OUTPUT MODULE 3A,10,0,"52.32000","0","1","G3TB","Active","AC Output Module","Black","Mini","5 ~ 24VDC","5mA","75 ~ 264VAC","3A","1ms","1/2 Cycle + 1ms","Status LED(s)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,//media.digikey.com/Photos/Omron%20Auto/G3TB-OA203PZ-US-DC5-24.jpg,Z7573-ND,G3TB-OA203PZ-US DC5-24,Omron Automation and Safety,AC OUTPUT MODULE 3A,7,5,"55.70000","0","1","G3TB","Active","AC Output Module","Black","Mini","5 ~ 24VDC","5mA","75 ~ 264VAC","3A","1/2 Cycle + 1ms","1/2 Cycle + 1ms","Status LED(s)"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",CC1242-ND,6412,Sensata-Crydom,AC OUTPUT MODULE 3.5A,19,0,"63.90000","0","1","6","Not For New Designs","AC Output Module","Black","Standard","5VDC","20mA","24 ~ 280VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
-,//media.digikey.com/photos/Weidmuller/SLO48CRA4.JPG,281-6261-ND,SLO48CRA4,Weidmüller,DC OUTPUT MODULE 4A,6,111,"84.32000","0","1","DELCON","Active","DC Output Module","Red","G5","48VDC","15mA","0 ~ 250VDC","4A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,//media.digikey.com/Photos/Weidmuller/EXO24CHX.JPG,281-6254-ND,EXO24CHX,Weidmüller,DELCON 24VDCIN/0-24VDC 10A OUT,4,40,"93.40000","0","1","DELCON","Active","DC Output Module","-","-","24VDC","-","24VDC","10A","-","-","-"
-,-,IAC-5A-ND,IAC-5A,TE Connectivity Potter & Brumfield Relays,AC INPUT MODULE 240V,30,0,"25.46000","0","1","IAC","Active","AC Input Module","Yellow","Standard","240VAC","6mA","5VDC","18mA","20ms","30ms","Hold Down Screw"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",CC1241-ND,6411,Sensata-Crydom,AC OUTPUT MODULE 3.5A,19,0,"57.48000","0","1","6","Not For New Designs","AC Output Module","Black","Standard","5VDC","20mA","12 ~ 140VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-RED-MINI.JPG,GH7420-ND,70M-ODC5A,Grayhill Inc.,DC OUTPUT MODULE 3A,20,0,"21.24000","0","1","70","Active","DC Output Module","Red","Mini","5VDC","18mA","4 ~ 200VDC","3A","0.075ms","0.75ms","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_ODCM&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1393028-1.JPG,PB1760-ND,ODCM-5,TE Connectivity Potter & Brumfield Relays,DC OUTPUT MODULE 3A,0,0,"22.44000","0","1","ODCM","Active","DC Output Module","Red","Mini","5VDC","18mA","3 ~ 60VDC","3A","0.10ms","0.75ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/photos/Grayhill%20Photos/70M-ODC15.jpg,GH7025-ND,70M-ODC15,Grayhill Inc.,DC OUTPUT MODULE 3A,16,47,"14.44000","0","1","70","Active","DC Output Module","Red","Mini","15VDC","9mA","3 ~ 60VDC","3A","0.02ms","0.05ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,//media.digikey.com/photos/Grayhill%20Photos/70M-IAC5A.JPG,GH7423-ND,70M-IAC5A,Grayhill Inc.,AC INPUT MODULE 240V,7,253,"14.47000","0","1","70","Active","AC Input Module","Yellow","Mini","240VAC","6mA","5VDC","10mA","20ms","20ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-MINI.JPG,GH7419-ND,70M-OAC24,Grayhill Inc.,AC OUTPUT MODULE 3A,0,0,"14.83000","0","1","70","Active","AC Output Module","Black","Mini","24VDC","9mA","24 ~ 140VAC","3A","8.33ms","8.33ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,//media.digikey.com/photos/Grayhill%20Photos/70-IAC24.JPG,GH7418-ND,70-IAC24,Grayhill Inc.,AC INPUT MODULE 120V,10,52,"15.14000","0","1","70","Active","AC Input Module","Yellow","Standard","120VAC","8mA","24VDC","10mA","20ms","20ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,//media.digikey.com/photos/Grayhill%20Photos/70-IDC5B.JPG,GH7417-ND,70-IDC5B,Grayhill Inc.,DC INPUT MODULE 3-32V,19,61,"15.22000","0","1","70","Active","DC Input Module","White","Standard","3 ~ 32VDC","18mA","5VDC","18mA","0.05ms","0.075ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-BLACK-STANDARD.JPG,GH7434-ND,70-OAC24,Grayhill Inc.,AC OUTPUT MODULE 3.5A,4,37,"15.47000","0","1","70","Active","AC Output Module","Black","Standard","24VDC","9mA","24 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw"
http://www.omron.com.vn/data_pdf/cat/g7t_ds_e_4_4_csm51.pdf,//media.digikey.com/Photos/Omron%20Auto/G7T-1122S-DC24V.jpg,Z6338-ND,G7T-1122S-DC24V,Omron Automation and Safety,DC OUTPUT MODULE 1A,3,53,"16.45000","0","1","G7T","Active","DC Output Module","-","-","24VDC","21mA","24VDC","1A","15ms","15ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Input.pdf,//media.digikey.com/photos/Grayhill%20Photos/70G-IDC24.JPG,GH7431-ND,70G-IDC24,Grayhill Inc.,DC INPUT MODULE 3-32V,18,66,"16.91000","0","1","70","Active","DC Input Module","White","G5","3 ~ 32VDC","18mA","24VDC","10mA","0.20ms","0.40ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_DC_Input.pdf,//media.digikey.com/photos/Grayhill%20Photos/70G-IDC5NP.JPG,GH7443-ND,70G-IDC5NP,Grayhill Inc.,AC/DC INPUT MOD 15-32V/10-32V,22,106,"17.08000","0","1","70","Active","AC/DC Input Module","White","G5","15 ~ 32VAC, 10 ~ 32VDC","18mA","5VDC","10mA","5ms","5ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70-RED-G5.JPG,GH7427-ND,70G-ODC5B,Grayhill Inc.,DC OUTPUT MODULE 3.5A,17,13,"18.43000","0","1","70","Active","DC Output Module","Red","G5","5VDC","13mA","3 ~ 60VDC","3.5A","0.075ms","0.50ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,"//media.digikey.com/photos/Grayhill%20Photos/70G-OAC5,%2070G-OAC5A,%2070G-OAC15.jpg",GH3039-ND,70G-OAC15,Grayhill Inc.,AC OUTPUT MODULE 3.5A,13,2,"18.99000","0","1","70","Active","AC Output Module","Black","G5","15VDC","12mA","24 ~ 140VAC","3.5A","8.33ms","8.33ms","Hold Down Screw, Fused, Status LED(s)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_OAC&DocType=DS&DocLang=English,-,PB699-ND,OAC-24,TE Connectivity Potter & Brumfield Relays,AC OUTPUT MODULE 3A,0,0,"20.18000","0","1","OAC","Active","AC Output Module","Black","Standard","24VDC","13mA","24 ~ 280VAC","3A","8.33ms","8.33ms","Hold Down Screw"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,"//media.digikey.com/photos/Grayhill%20Photos/70G-OAC5,%2070G-OAC5A,%2070G-OAC15.jpg",GH7702-ND,70G-OAC5A-L,Grayhill Inc.,AC OUTPUT MODULE 3.5A,0,0,"20.76000","0","1","70","Active","AC Output Module","Black","G5","5VDC","20mA","24 ~ 280VAC","3.5A","8.33ms","8.33ms","Hold Down Screw, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Input.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-IAC.JPG,GH3058-ND,70L-IAC,Grayhill Inc.,AC INPUT MODULE 120V,1,75,"29.95000","0","1","70","Active","AC Input Module","Gray","OpenLine®","120VAC","8mA","5VDC","6mA","20ms","20ms","2 Channel, Status LED(s)"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/SOLID%20STATE%20RELAY%20FIG5%20TO61-1483.jpg,Z1191-ND,G3R-IDZR1SN DC12-24,Omron Automation and Safety,DC INPUT MODULE 12-24V,5,80,"30.63000","0","1","G3R-I/O","Active","DC Input Module","Black","QC","12 ~ 24VDC","8mA","4 ~ 32VDC","100mA","0.10ms","0.10ms","Status LED(s)"
http://www.crydom.com/en/products/catalog/c4_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_C4ODC.jpg,646-1053-ND,C4ODC,Sensata-Crydom,DC OUTPUT MODULE 3A,0,0,"37.75000","0","1","C4","Active","DC Output Module","Red","C4","4 ~ 32VDC","16mA","5 ~ 60VDC","3A","0.05ms","0.05ms","Hold Down Screw, Fused, Status LED(s)"
