Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Mounting Type","Relay Type","Function","Circuit","Delay Time","Contact Rating @ Voltage","Voltage - Supply","Termination Style","Timing Adjustment Method","Timing Initiate Method"
https://www.panasonic-electric-works.com/pew/eu/downloads/ds_63010_0006_en_pm4hw.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PM4HW-H-DC12V.JPG,1110-3246-ND,PM4HW-H-DC12V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 500HRS 5A 250V,10,0,"66.00000","0","1","PM4H-W","Active","Socketable","Mechanical Relay","Repeat Cycle, Twin Timer","DPDT (2 Form C)","0.1 Sec ~ 500 Hrs","5A @ 250VAC","12VDC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www3.panasonic.biz/ac/e_download/fasys/component/timer/catalog/tmr_eng_pm4hf.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PM4HF8-M-AC120V.JPG,1110-3218-ND,PM4HF8-M-AC120V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 10MIN 3A 250V,12,0,"67.00000","0","1","PM4H-F","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.04 Min ~ 10 Min","3A @ 250VAC","100 ~ 120VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www.panasonic-electric-works.com/pew/eu/downloads/ds_63010_0006_en_pm4hw.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PM4HW-H-DC12VW.JPG,1110-3268-ND,PM4HW-H-DC12VW,Panasonic Industrial Automation Sales,RELAY TIME DELAY 500HRS 5A 250V,10,0,"67.00000","0","1","PM4H-W","Active","Socketable","Mechanical Relay","Repeat Cycle, Twin Timer","DPDT (2 Form C)","0.1 Sec ~ 500 Hrs","5A @ 250VAC","12VDC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www.panasonic-electric-works.com/pew/eu/downloads/ds_63010_0006_en_pm4hw.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PM4HW-H-24V.JPG,1110-3245-ND,PM4HW-H-24V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 500HRS 5A 250V,5,0,"68.00000","0","1","PM4H-W","Active","Socketable","Mechanical Relay","Repeat Cycle, Twin Timer","DPDT (2 Form C)","0.1 Sec ~ 500 Hrs","5A @ 250VAC","24VAC/DC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://industrial.omron.us/en/media/H3DT_Datasheet_en_201603_M090-E1-01_tcm849-112368.pdf,//media.digikey.com/Photos/Omron%20Auto/H3DT-HCL-AC100-120V.jpg,Z5810-ND,H3DT-HCL AC100-120V,Omron Automation and Safety,RELAY TIME DELAY 120SEC DIN RL,16,0,"69.62000","0","1","H3DT","Active","DIN Rail","Solid State Relay","Off-Delay","SPDT (1 Form C)","1 Sec ~ 120 Sec","-","100 ~ 120VAC","Spring Terminal","Screwdriver Slot","Input Voltage"
https://industrial.omron.us/en/media/H3DT_Datasheet_en_201603_M090-E1-01_tcm849-112368.pdf,//media.digikey.com/photos/Omron%20Auto/H3DT-L2-AC%5EDC24-240.jpg,Z5812-ND,H3DT-L2 AC/DC24-240,Omron Automation and Safety,RELAY TIME DELAY 1200HRS DIN RL,10,16,"69.62000","0","1","H3DT","Active","DIN Rail","Solid State Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 1200 Hrs","-","24 ~ 240VAC/DC","Spring Terminal","Screwdriver Slot","Input Voltage"
https://industrial.omron.us/en/media/H3DT_Datasheet_en_201603_M090-E1-01_tcm849-112368.pdf,//media.digikey.com/photos/Omron%20Auto/H3DT-HBL-AC%5EDC24-48.jpg,Z5809-ND,H3DT-HBL AC/DC24-48,Omron Automation and Safety,RELAY TIME DELAY 120SEC DIN RL,6,0,"69.62000","0","1","H3DT","Active","DIN Rail","Solid State Relay","Off-Delay","SPDT (1 Form C)","1 Sec ~ 120 Sec","-","24 ~ 48VAC/DC","Spring Terminal","Screwdriver Slot","Input Voltage"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2917467,//media.digikey.com/Photos/Phoenix%20Photos/2917467.JPG,277-9455-ND,2917467,Phoenix Contact,RELAY TIME DELAY 30MIN 6A 250V,15,20,"73.06000","0","1","ETD-BL-1T","Active","DIN Rail","Mechanical Relay","Off-Delay","SPDT (1 Form C)","0.3 Min ~ 30 Min","6A @ 250VAC","24VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/ETD_BL_1T_ON_CC_10S.pdf,//media.digikey.com/photos/Phoenix%20Photos/2917418.JPG,277-7709-ND,2917418,Phoenix Contact,RELAY TIME DELAY 10SEC 6A 250V,7,0,"73.06000","0","1","ETD-BL-1T","Active","DIN Rail","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.1 Sec ~ 10 Sec","6A @ 250VAC","24VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://select.phoenixcontact.com/phoenix/dwld/db_en_etd_bl_1t_on__103615_en_02.pdf?cp=y&asid2=006724841914523,//media.digikey.com/Photos/Phoenix%20Photos/2917382.JPG,277-5134-ND,2917382,Phoenix Contact,RELAY TIME DELAY 300SEC 6A 250V,6,63,"73.06000","0","1","ETD-BL-1T","Active","DIN Rail","Mechanical Relay","On-Delay","SPDT (1 Form C)","3 Sec ~ 300 Sec","6A @ 250VAC","24VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://media.crouzet.com/datasheets/english/timers-din-rail-mount-17-5-mm-1-solid-state-relay-0-7a-mus2-Part%20number-88827004.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_88827004.jpg,966-1559-ND,88827004,Crouzet,RELAY TIME DELAY 100HRS DIN RL,6,0,"73.56000","0","1","MUS2","Active","DIN Rail","Solid State Relay","Programmable (Multi-Function)","-","0.1 Sec ~ 100 Hrs","-","24 ~ 240VAC","Screw Terminal","Screwdriver Slot","Input Voltage, Trigger Signal"
https://www.panasonic-electric-works.com/pew/eu/downloads/ds_63010_0006_en_pm4hw.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PM4HW-H-24VSW.jpg,1110-3416-ND,PM4HW-H-24VSW,Panasonic Industrial Automation Sales,RELAY TIME DELAY 500HRS 5A 250V,9,0,"74.00000","0","1","PM4H-W","Active","Panel Mount","Mechanical Relay","Repeat Cycle, Twin Timer","DPDT (2 Form C)","0.1 Sec ~ 500 Hrs","5A @ 250VAC","24VAC/DC","Screw Terminal","Hand Dial","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3fa_ds_e_8_1_csm89.pdf,//media.digikey.com/photos/Omron%20Auto/H3FA-A-DC12.JPG,Z6344-ND,H3FA-A-DC12,Omron Automation and Safety,RELAY TIME DELAY 10MIN 3A 250V,10,0,"79.00000","0","1","H3FA","Active","Through Hole","Mechanical Relay","On-Delay","DPST-NO/NC (1 Form A and B)","0.1 Sec ~ 10 Min","3A @ 250VAC","12VDC","PC Pin","Screwdriver Slot","Input Voltage, Trigger Signal"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/88827zzz.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88827185.JPG,966-1562-ND,88827185,Crouzet,RELAY TIME DELAY 100HRS 8A 250V,21,0,"80.34000","0","1","MXR1","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 100 Hrs","8A @ 250VAC","24 ~ 240VAC, 24VDC","Screw Terminal","Screwdriver Slot","Input Voltage, Trigger Signal"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/H3FA%20Series.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3FA%20SERIES.JPG,Z3015-ND,H3FA-B-DC24,Omron Automation and Safety,RELAY TIME DELAY 60MIN 3A 250V,56,0,"84.27000","0","1","H3FA","Active","Through Hole","Mechanical Relay","On-Delay","DPST-NO/NC (1 Form A and B)","0.6 Sec ~ 60 Min","3A @ 250VAC","24VDC","PC Pin","Screwdriver Slot","Input Voltage, Trigger Signal"
http://www.ia.omron.com/data_pdf/cat/h3fa_ds_e_8_1_csm89.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3FA%20SERIES.JPG,Z3486-ND,H3FA-SB-DC12/24,Omron Automation and Safety,RELAY TIME DELAY 60MIN TH,7,0,"84.27000","0","1","H3FA","Active","Through Hole","Solid State Relay","On-Delay","-","0.6 Sec ~ 60 Min","-","12 ~ 24VDC","PC Pin","Screwdriver Slot","Input Voltage, Trigger Signal"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/H3FA%20Series.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3FA%20SERIES.JPG,Z3014-ND,H3FA-B-DC12,Omron Automation and Safety,RELAY TIME DELAY 60MIN 3A 250V,6,0,"84.27000","0","1","H3FA","Active","Through Hole","Mechanical Relay","On-Delay","DPST-NO/NC (1 Form A and B)","0.6 Sec ~ 60 Min","3A @ 250VAC","12VDC","PC Pin","Screwdriver Slot","Input Voltage, Trigger Signal"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/BA2R_DS.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_BA2R08MV1.jpg,966-1829-ND,BA2R08MV1,Crouzet,RELAY TIME DELAY 240HRS 8A 250V,45,0,"84.34000","0","1","BA2R","Active","DIN Rail","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.5 Sec ~ 240 Hrs","8A @ 250VAC","12 ~ 240VAC/DC","Screw Terminal","Hand Dial","Input Voltage"
http://media.crouzet.com/datasheets/english/timers-panel-mount-48-x-48-analog-tmr-48-u-Part%20number-88886016.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88886016.JPG,646-1170-ND,88886016,Crouzet,RELAY TIME DELAY 300HRS 5A 250V,33,0,"88.71000","0","1","TMR 48","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.02 Sec ~ 300 Hrs","5A @ 250VAC","24 ~ 240VAC, 12 ~ 240VDC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
https://www.panasonic-electric-works.com/pew/eu/downloads/ds_63010_0010_en_lt4h.pdf,//media.digikey.com/photos/Panasonic%20Photos/LT4H%2011%20PIN%20OCTAL.jpg,255-1216-ND,LT4H-DC24V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 999.9HR 5A 250V,52,46,"92.00000","0","1","LT4H","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.001 Sec ~ 999.9 Hrs","5A @ 250VAC","12 ~ 24VDC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage, Trigger Signal"
https://www.panasonic-electric-works.com/pew/eu/downloads/ds_63010_0010_en_lt4h.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LT4H8-AC240V.jpg,1110-3197-ND,LT4H8-AC240V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 999.9HR 5A 250V,35,141,"92.00000","0","1","LT4H","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.001 Sec ~ 999.9 Hrs","5A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage, Trigger Signal"
http://www.ia.omron.com/data_pdf/cat/h3rn_ds_e_3_2_csm91.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3RN%20SERIES.JPG,Z2397-ND,H3RN-1 AC24,Omron Automation and Safety,RELAY TIME DELAY 10MIN 3A 250V,19,0,"92.17000","0","1","H3RN","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 10 Min","3A @ 250VAC","24VAC","Plug In","Thumbwheel Switches","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3rn_ds_e_3_2_csm91.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3RN%20SERIES.JPG,Z3487-ND,H3RN-2 DC24,Omron Automation and Safety,RELAY TIME DELAY 10MIN 3A 250V,49,84,"94.80000","0","1","H3RN","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPST-NO (2 Form A)","0.1 Sec ~ 10 Min","3A @ 250VAC","24VDC","Plug In","Thumbwheel Switches","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3DK-S%20SERIES.JPG,Z3504-ND,H3DK-S1A DC12,Omron Automation and Safety,RELAY TIME DELAY 1200HRS 5A 250V,29,0,"98.75000","0","1","H3DK-S","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 1200 Hrs","5A @ 250VAC","12VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3DK-S%20SERIES.JPG,Z3330-ND,H3DK-S1 AC/DC24-240,Omron Automation and Safety,RELAY TIME DELAY 1200HRS 5A 250V,10,122,"98.75000","0","1","H3DK-S","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 1200 Hrs","5A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://media.crouzet.com/datasheets/english/timers-panel-mount-48-x-48-analog-tmr-48-x-Part%20number-88886116.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88886106.JPG,646-1221-ND,88886116,Crouzet,RELAY TIME DELAY 300HRS 5A 250V,4,0,"101.55000","0","1","TMR 48","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.02 Sec ~ 300 Hrs","5A @ 250VAC","24 ~ 240VAC, 12 ~ 240VDC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www3.panasonic.biz/ac/e_download/fasys/component/timer/catalog/tmr_eng_lt4hw.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LT4HW-DC24V.jpg,1110-3289-ND,LT4HW-DC24V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 9999HRS 5A 250V,15,0,"104.00000","0","1","LT4H-W","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.01 Sec ~ 9999 Hrs","5A @ 250VAC","12 ~ 24VDC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
https://industrial.omron.us/en/media/H3Y_H3Y-B_H3YN_H3YN-B_Datasheet_en_201603_M25I-E-01_tcm849-113625.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3YN-4-DC24.jpg,Z1137-ND,H3YN-41 AC100-120,Omron Automation and Safety,RELAY TIME DELAY 10HRS 3A 250V,14,58,"104.02000","0","1","H3YN","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","4PDT (4 Form C)","0.1 Min ~ 10 Hrs","3A @ 250VAC","100 ~ 120VAC","Plug In","Hand Dial","Input Voltage"
https://industrial.omron.us/en/media/H3Y_H3Y-B_H3YN_H3YN-B_Datasheet_en_201603_M25I-E-01_tcm849-113625.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3YN-4-DC24.jpg,Z1136-ND,H3YN-4 AC100-120,Omron Automation and Safety,RELAY TIME DELAY 10MIN 3A 250V,11,111,"104.02000","0","1","H3YN","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","4PDT (4 Form C)","0.1 Sec ~ 10 Min","3A @ 250VAC","100 ~ 120VAC","Plug In","Hand Dial","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3ds_ds_e_5_2_csm88.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/H3DS-FL%20AC24-230^DC24-48.jpg,Z2394-ND,H3DS-FL AC24-230/DC24-48,Omron Automation and Safety,RELAY TIME DELAY 12HRS 5A 250V,23,24,"109.77000","0","1","H3DS-F","Active","DIN Rail","Mechanical Relay","Repeat Cycle, Twin Timer","SPDT (1 Form C)","0.1 Sec ~ 12 Hrs","5A @ 250VAC","24 ~ 230VAC, 24 ~ 48VDC","Screw Terminal","Screwdriver Slot","Input Voltage, Trigger Signal"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/BL2R_DS.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_BL2R08MV1.jpg,966-1830-ND,BL2R08MV1,Crouzet,RELAY TIME DELAY 240HRS 8A 250V,8,0,"111.76000","0","1","BL2R","Active","DIN Rail","Mechanical Relay","Repeat Cycle","DPDT (2 Form C)","0.5 Sec ~ 240 Hrs","8A @ 250VAC","12 ~ 240VAC/DC","Screw Terminal","Hand Dial","Input Voltage"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3CR-A-8PIN%20SERIES.JPG,Z2381-ND,H3CR-A8E AC/DC24-48,Omron Automation and Safety,RELAY TIME DELAY 300HRS 5A 250V,2,58,"112.27000","0","1","H3CR-A","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.05 Sec ~ 300 Hrs","5A @ 250VAC","24 ~ 48VAC, 12 ~ 48VDC","Plug In, 8 Pin (Octal)","Hand Dial","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/88865yyy.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88865265.JPG,646-1183-ND,88865265,Crouzet,RELAY TIME DELAY 100HRS 8A 250V,3,0,"113.72000","0","1","TK2R1","Active","DIN Rail","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.6 Sec ~ 160 Sec","8A @ 250VAC","24 ~ 240VAC","Screw Terminal","Hand Dial","Input Voltage"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3CR-A-8PIN%20SERIES.JPG,Z3484-ND,H3CR-A8E AC100-240/DC100-125,Omron Automation and Safety,RELAY TIME DELAY 300HRS 5A 250V,12,10,"114.76000","0","1","H3CR-A","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.05 Sec ~ 300 Hrs","5A @ 250VAC","100 ~ 240VAC, 100 ~ 125VDC","Plug In, 8 Pin (Octal)","Hand Dial","-"
http://industrial.omron.com.br/uploads/arquivos/H3BA-N.pdf,//media.digikey.com/Photos/Omron%20Auto/H3BA-N-24-VDC_Front.jpg,Z6342-ND,H3BA-N 24 VDC,Omron Automation and Safety,RELAY TIME DELAY 300HRS 5A 250V,8,0,"116.01000","0","1","H3BA-N","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.05 Sec ~ 300 Hrs","5A @ 250VAC","24VDC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage"
http://industrial.omron.com.br/uploads/arquivos/H3BA-N.pdf,//media.digikey.com/Photos/Omron%20Auto/H3BA-N-110-VAC.jpg,Z5724-ND,H3BA-N 110 VAC,Omron Automation and Safety,RELAY TIME DELAY 300HRS 5A 250V,6,27,"116.01000","0","1","H3BA-N","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.05 Sec ~ 300 Hrs","5A @ 250VAC","110VAC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Chronos2_22-5_Launch_Note.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88866385.JPG,966-1620-ND,88866385,Crouzet,RELAY TIME DELAY 100HRS 8A 250V,6,0,"118.02000","0","1","RX2R1","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 100 Hrs","8A @ 250VAC","24 ~ 240VAC, 24VDC","Screw Terminal","Screwdriver Slot","Input Voltage, Trigger Signal"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3DK-M%20SERIES.jpg,Z3507-ND,H3DK-M2A DC12,Omron Automation and Safety,RELAY TIME DELAY 1200HRS 5A 250V,28,0,"118.50000","0","1","H3DK-M","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 1200 Hrs","5A @ 250VAC","12VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H3Y-2-AC200-230-10S.jpg,Z6346-ND,H3Y-2 AC200-230 10S,Omron Automation and Safety,RELAY TIME DELAY 10SEC 5A 250V,4,0,"118.50000","0","1","H3Y","Active","Socketable","Mechanical Relay","Off-Delay, On-Delay","DPDT (2 Form C)","0.5 Sec ~ 10 Sec","5A @ 250VAC","200 ~ 230VAC","Plug In","Hand Dial","Input Voltage"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3CR-H-8PIN%20SERIES.JPG,Z2386-ND,H3CR-H8L AC100-120 M,Omron Automation and Safety,RELAY TIME DELAY 12MIN 5A 250V,3,9,"123.49000","0","1","H3CR-H","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.05 Min ~ 12 Min","5A @ 250VAC","100 ~ 120VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3CR-H-8PIN%20SERIES.JPG,Z2387-ND,H3CR-H8L AC100-120 S,Omron Automation and Safety,RELAY TIME DELAY 12SEC 5A 250V,0,109,"123.49000","0","1","H3CR-H","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.05 Sec ~ 12 Sec","5A @ 250VAC","100 ~ 120VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,//media.digikey.com/Photos/Omron%20Auto/H3CR-FN%20AC100-240%5EDC100-125.JPG,Z4295-ND,H3CR-FN AC24-48/DC12-48,Omron Automation and Safety,RELAY TIME DELAY 30HRS 5A 250V,2,0,"130.98000","0","1","H3CR-F","Active","Socketable","Mechanical Relay","Repeat Cycle, Twin Timer","DPDT (2 Form C)","0.05 Sec ~ 30 Hrs","5A @ 250VAC","24 ~ 48VAC, 12 ~ 48VDC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2866174,//media.digikey.com/Photos/Phoenix%20Photos/2866174.JPG,277-5299-ND,2866174,Phoenix Contact,RELAY TIME DELAY 100HRS 3A 250V,2,0,"135.30000","0","1","ETD","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.05 Sec ~ 100 Hrs","3A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3DK-FA%20DC12.JPG,Z3511-ND,H3DK-FA DC12,Omron Automation and Safety,RELAY TIME DELAY 1200HRS 5A 250V,8,0,"137.21000","0","1","H3DK-F","Active","DIN Rail","Mechanical Relay","Repeat Cycle, Twin Timer","SPDT (1 Form C)","0.1 Sec ~ 1200 Hrs","5A @ 250VAC","12VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3DK-M%20SERIES.jpg,Z3505-ND,H3DK-HBL AC/DC24-48,Omron Automation and Safety,RELAY TIME DELAY 120SEC 5A 250V,4,0,"137.21000","0","1","H3DK-H","Active","DIN Rail","Mechanical Relay","Off-Delay","SPDT (1 Form C)","1 Sec ~ 120 Sec","5A @ 250VAC","24 ~ 48VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Auto/H3DK-F%20AC%5EDC24-240.JPG,Z3510-ND,H3DK-F AC/DC24-240,Omron Automation and Safety,RELAY TIME DELAY 1200HRS 5A 250V,3,174,"137.21000","0","1","H3DK-F","Active","DIN Rail","Mechanical Relay","Repeat Cycle, Twin Timer","SPDT (1 Form C)","0.1 Sec ~ 1200 Hrs","5A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/H3DK-HCS%20AC100-120V.jpg,Z3501-ND,H3DK-HCS AC100-120V,Omron Automation and Safety,RELAY TIME DELAY 12SEC 5A 250V,2,0,"141.37000","0","1","H3DK-H","Active","DIN Rail","Mechanical Relay","Off-Delay","SPDT (1 Form C)","0.1 Sec ~ 12 Sec","5A @ 250VAC","100 ~ 120VAC","Screw Terminal","Screwdriver Slot","Input Voltage"
http://www.crydom.com/en/products/catalog/d_sd.pdf,"//media.digikey.com/photos/Crydom%20Photos/DLD24,DSD24SERIES.jpg",CC1179-ND,DLD2450,Sensata-Crydom,RELAY TIME DELAY 133SEC 50A 280V,15,0,"169.23000","0","1","DLD","Active","Chassis Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","1.6 Sec ~ 133 Sec","50A @ 280VAC","3.5 ~ 15VDC","Screw Terminal, Quick Connect - 0.187"" (4.7mm)","External Resistor","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3ca_ds_e_4_4_csm84.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/H3CA-8PIN%20SERIES.JPG,Z2378-ND,H3CA-8H AC100/110/120,Omron Automation and Safety,RELAY TIME DELAY 9990HRS 3A 250V,3,210,"205.13000","0","1","H3CA","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.1 Sec ~ 9990 Hrs","3A @ 250VAC","100 ~ 120VAC","Plug In, 8 Pin (Octal)","Thumbwheel Switches","Input Voltage"
http://www.redlion.net/files/213/3922,//media.digikey.com/Photos/Red%20Lion%20Photos/C48C-Series.jpg,RLC442-ND,C48TS103,Red Lion Controls,RELAY TIME DELAY 999.9HR 5A 250V,21,0,"220.55000","0","1","C48T","Active","Panel Mount","Solid State Relay","Programmable (Multi-Function)","SPST-NO (1 Form A)","0.001 Sec ~ 999.9 Hrs","5A @ 250VAC","85 ~ 250VAC, 11 ~ 14VDC","Screw Terminal","Up/Down Digit Keys","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_SCE&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SCERX22ABA.jpg,A122219-ND,SCERX22ABA,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 15SEC 5A 120V,19,0,"223.02000","0","1","SCE, AGASTAT","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.5 Sec ~ 15 Sec","5A @ 120VAC","120VAC, 125VDC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
