Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector","2nd Connector","Color","Length","Features"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2083073.pdf,//media.digikey.com/Photos/TE%20Connectivity/2-2083073-1.jpg,A104271-ND,2-2083073-1,TE Connectivity AMP Connectors,CABLE SVT PLUG TO OUTLET 2FT,10,0,"7.51000","0","1","Nector S","Active","Plug - Mini HVL LV-2","Outlet - Mini HVL LV-2","White","24.0"" (609.6mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2181195&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-2083075-1.jpg,A104294-ND,2181195-4,TE Connectivity AMP Connectors,CABLE SPT-2 PLUG TO PIGTAIL,5,0,"8.53000","0","1","Nector S","Active","Plug - Mini HVL LV-2","Wire Leads","White","96.0"" (2.44m)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2181193&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2181193-4.jpg,A104291-ND,2181193-4,TE Connectivity AMP Connectors,CABLE SPT-2 PLUG TO PIGTAIL,10,0,"8.60000","0","1","Nector S","Active","Plug - Mini HVL HV-3","Wire Leads","White","96.0"" (2.44m)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2083136&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/2-2083136-1.jpg,A107390-ND,2-2083136-1,TE Connectivity AMP Connectors,CABLE 4 POS FEMALE/MALE,0,0,"8.75000","0","1","Nector S","Active","Socket, 4 Position","Plug, 4 Position","Black, White","24.0"" (609.6mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2083081&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2083081-1.jpg,A104282-ND,1-2083081-1,TE Connectivity AMP Connectors,6 WAY SWITCH LEAD TO CABLE,25,0,"12.24000","0","1","Nector S","Active","6-Way Switch Lead","Wire Leads","White","96.0"" (2.44m)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2083079&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2083079-1.jpg,A104281-ND,1-2083079-1,TE Connectivity AMP Connectors,6 WAY DISTRIBUTOR TO CABLE,0,0,"16.24000","0","1","Nector S","Active","6-Way Distributor","Wire Leads","White","96.0"" (2.44m)","-"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/p-fla-xxxx-xx.pdf,-,FLA-0141-30-ND,FLA-0141-30,Amphenol ICC (Commercial Products),FLA DIMMING RECEPTACLES' AS PER,0,0,"7.22000","0","1","FLA","Active","Socket, 7 Position (0 Dimmable, 7 Power)","Wire Leads","Multiple, Individual","12.00"" (304.8mm)","Dimming, Locking"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/p-fla-xxxx-xx.pdf,-,FLA-0142-30-ND,FLA-0142-30,Amphenol ICC (Commercial Products),FLA DIMMING RECEPTACLES' AS PER,0,0,"7.51000","0","1","FLA","Active","Socket, 7 Position (0 Dimmable, 7 Power)","Wire Leads","Multiple, Individual","12.00"" (304.8mm)","Dimming, Locking"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/p-fla-xxxx-xx.pdf,-,FLA-2141-30-ND,FLA-2141-30,Amphenol ICC (Commercial Products),FLA DIMMING RECEPTACLES' AS PER,0,0,"9.22000","0","1","FLA","Active","Socket, 7 Position (2 Dimmable, 5 Power)","Wire Leads","Multiple, Individual","12.00"" (304.8mm)","Dimming, Locking"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/p-fla-xxxx-xx.pdf,-,FLA-2142-30-ND,FLA-2142-30,Amphenol ICC (Commercial Products),FLA DIMMING RECEPTACLES' AS PER,0,0,"9.68000","0","1","FLA","Active","Socket, 7 Position (2 Dimmable, 5 Power)","Wire Leads","Multiple, Individual","12.00"" (304.8mm)","Dimming, Locking"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/p-fla-xxxx-xx.pdf,-,FLA-4141-30-ND,FLA-4141-30,Amphenol ICC (Commercial Products),FLA DIMMING RECEPTACLES' AS PER,0,0,"10.97000","0","1","FLA","Active","Socket, 7 Position (4 Dimmable, 3 Power)","Wire Leads","Multiple, Individual","12.00"" (304.8mm)","Dimming, Locking"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/p-fla-xxxx-xx.pdf,-,FLA-4142-30-ND,FLA-4142-30,Amphenol ICC (Commercial Products),FLA DIMMING RECEPTACLES' AS PER,0,0,"11.43000","0","1","FLA","Active","Socket, 7 Position (4 Dimmable, 3 Power)","Wire Leads","Multiple, Individual","12.00"" (304.8mm)","Dimming, Locking"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-022A01-ND,SSL11-J2LJ0-022A01,Amphenol LTW,SSL1.1 WIRE ASSY W/O LOCK,0,0,"0.75808","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","3.94"" (100.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-B22A01-ND,SSL11-J2LJ0-B22A01,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"0.80340","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-B22A01-ND,SSL11-P2LP0-B22A01,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"0.80340","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-W22A01-ND,SSL11-P2LP0-W22A01,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"0.80340","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","3.94"" (100.0mm)","Latch Lock"
-,-,SSL12-J2LJ0-020A04-ND,SSL12-J2LJ0-020A04,Amphenol LTW,SSL1.2 WIRE ASSEMBLY,0,0,"0.80752","0","3000","SSL1.2","Active","Socket, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-022A04-ND,SSL11-J2LJ0-022A04,Amphenol LTW,SSL1.1 WIRE ASSY W/O LOCK,0,0,"0.86520","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-B22A02-ND,SSL11-J2LJ0-B22A02,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"0.86520","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","7.87"" (200.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-022A04-ND,SSL11-P2LP0-022A04,Amphenol LTW,SSL1.1 WIRE ASSY W/O LOCK,0,0,"0.86520","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-B22A02-ND,SSL11-P2LP0-B22A02,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"0.86520","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","7.87"" (200.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-W22A02-ND,SSL11-P2LP0-W22A02,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"0.86520","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","7.87"" (200.0mm)","Latch Lock"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2058300_Dwg.pdf,//media.digikey.com/Photos/TE%20Connectivity/1-2058300-1.jpg,A108495-ND,1-2058300-1,TE Connectivity AMP Connectors,CONN RCPT CABLE ASSY 2POS 18AWG,0,0,"0.89960","0","5000","-","Active","Blade and Receptacle, 2 Position","Wire Leads","Black, Red","4.00"" (101.6mm)","Latch Lock"
-,-,SSL12-P2LP0-M20A04-ND,SSL12-P2LP0-M20A04,Amphenol LTW,SSL1.2 WIRE ASSEMBLY,0,0,"0.92288","0","3000","SSL1.2","Active","Plug, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","Latch Lock"
-,-,SSL12-J4LJ0-020A01-ND,SSL12-J4LJ0-020A01,Amphenol LTW,SSL1.2 WIRE ASSEMBLY 5A,0,0,"0.94091","0","2000","SSL1.2","Active","Socket, 4 Position","Wire Leads","Multiple","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-B22A04-ND,SSL11-J2LJ0-B22A04,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"0.97335","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-B22A04-ND,SSL11-P2LP0-B22A04,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"0.97335","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-W22A04-ND,SSL11-P2LP0-W22A04,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"0.97335","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-W22A04-ND,SSL11-J2LJ0-W22A04,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"1.01970","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2L2J-022D06-ND,SSL11-J2L2J-022D06,Amphenol LTW,SSL1.1 FLAT CABLE W/O LOCK,0,0,"1.05060","0","1000","SSL1.1","Active","Socket, 2 Position","Socket, 2 Position","Blue, White","23.6"" (600.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2L2P-022D06-ND,SSL11-P2L2P-022D06,Amphenol LTW,SSL1.1 FLAT CABLE W/O LOCK,0,0,"1.05060","0","1000","SSL1.1","Active","Plug, 2 Position","Plug, 2 Position","Blue, White","23.6"" (600.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LJP-022D06-ND,SSL11-P2LJP-022D06,Amphenol LTW,SSL1.1 FLAT CABLE W/O LOCK,0,0,"1.05060","0","1000","SSL1.1","Active","Plug, 2 Position","Socket, 2 Position","Blue, White","23.6"" (600.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2LJ0-B22A06-ND,SSL11-J2LJ0-B22A06,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2B LOCK,0,0,"1.08150","0","1000","SSL1.1","Active","Socket, 2 Position","Wire Leads","Brown, Red","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LP0-B22A06-ND,SSL11-P2LP0-B22A06,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2B LOCK,0,0,"1.08150","0","1000","SSL1.1","Active","Plug, 2 Position","Wire Leads","Brown, Red","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J2L2J-T22D06-ND,SSL11-J2L2J-T22D06,Amphenol LTW,SSL1.1 FLAT CABLE W2W LOCKX2,0,0,"1.25145","0","1000","SSL1.1","Active","Socket, 2 Position","Socket, 2 Position","Blue, White","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2L2P-T22D06-ND,SSL11-P2L2P-T22D06,Amphenol LTW,SSL1.1 FLAT CABLE W2W LOCKX2,0,0,"1.25145","0","1000","SSL1.1","Active","Plug, 2 Position","Plug, 2 Position","Blue, White","23.6"" (600.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P2LJP-T22D06-ND,SSL11-P2LJP-T22D06,Amphenol LTW,SSL1.1 FLAT CABLE W2W LOCKX2,0,0,"1.25145","0","1000","SSL1.1","Active","Plug, 2 Position","Socket, 2 Position","Blue, White","23.6"" (600.0mm)","Latch Lock"
-,-,SSL12-P4LP0-M20A02-ND,SSL12-P4LP0-M20A02,Amphenol LTW,SSL1.2 WIRE ASSEMBLY 5A,0,0,"1.25454","0","2000","SSL1.2","Active","Plug, 4 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2058300_Dwg.pdf,//media.digikey.com/Photos/TE%20Connectivity/2058300-2.jpg,A107974-ND,2058300-2,TE Connectivity AMP Connectors,CABLE ASSY 4POS WIRE TO BRD,0,0,"1.44757","0","1500","-","Active","Blade and Receptacle, 4 Position","Wire Leads","Multiple, Individual","4.00"" (101.6mm)","Latch Lock"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/58915900500x045S_Dwg.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_589159005005045.jpg,589159005005045-ND,589159005005045,AVX Corporation,SOCKET SHORTING,0,0,"1.54812","0","1000","9159","Active","Socket, 5 Position","Socket, 5 Position","Orange","2.00"" (50.8mm)","-"
-,-,2098-14330203-ND,14330203,Adels-Contact,CONN PIGTAIL TYPE I 2POS 13.8"",0,0,"1.58000","0","1","AC 162","Active","Socket, 2 Position","Wire Leads","Black, Red","13.8"" (350.0mm)","Industrial Environments - IP20"
-,-,0688000707-ND,0688000707,Molex,HARNESS ASM NEXTEER 38008875,0,0,"1.61322","0","2000","-","Active","-","-","-","-","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-B22A01-ND,SSL11-P4LP0-B22A01,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"1.69436","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-W22A01-ND,SSL11-P4LP0-W22A01,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"1.69436","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J4LJ0-B22A02-ND,SSL11-J4LJ0-B22A02,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"1.76851","0","700","SSL1.1","Active","Socket, 4 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-B22A02-ND,SSL11-P4LP0-B22A02,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"1.76851","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-W22A02-ND,SSL11-P4LP0-W22A02,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"1.76851","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
-,-,0688000816-ND,0688000816,Molex,HARNESS ASM NEXTEER 38019756 R00,0,0,"1.85304","0","2000","-","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2058300_Dwg.pdf,//media.digikey.com/Photos/TE%20Connectivity/2058300-3.JPG,A113008-ND,2058300-3,TE Connectivity AMP Connectors,CABLE ASSY 6POS WIRE TO BRD,0,0,"1.85831","0","5000","-","Active","Blade and Receptacle, 6 Position","Wire Leads","Multiple, Individual","4.00"" (101.6mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J4LJ0-022A04-ND,SSL11-J4LJ0-022A04,Amphenol LTW,SSL1.1 WIRE ASSY W/O LOCK,0,0,"1.89109","0","700","SSL1.1","Active","Socket, 4 Position","Wire Leads","Multiple","15.7"" (400.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-022A04-ND,SSL11-P4LP0-022A04,Amphenol LTW,SSL1.1 WIRE ASSY W/O LOCK,0,0,"1.89109","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","15.7"" (400.0mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2106391&DocType=Customer+Drawing&DocLang=English,-,2106391-5-ND,2106391-5,TE Connectivity AMP Connectors,"CBL ASSEM., 2 POS SLIMSEAL RECPT",0,0,"1.97464","0","9000","SlimSeal","Active","Socket, 2 Position","Wire Leads","Black, Red","12.00"" (304.8mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J4LJ0-W22A04-ND,SSL11-J4LJ0-W22A04,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"2.01366","0","700","SSL1.1","Active","Socket, 4 Position","Wire Leads","Multiple","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-W22A04-ND,SSL11-P4LP0-W22A04,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"2.01366","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","15.7"" (400.0mm)","Latch Lock"
-,-,2098-14330212-ND,14330212,Adels-Contact,CONN PIGTAIL TYPE I 2POS 47.2"",0,0,"2.08000","0","1","AC 162","Active","Socket, 2 Position","Wire Leads","Black, Red","-","Industrial Environments - IP20"
-,-,2098-14430212-ND,14430212,Adels-Contact,CONN PIGTAIL TYPE II 2POS 47.2"",0,0,"2.08000","0","1","AC 162","Active","Socket, 2 Position","Wire Leads","Black, Red","-","Industrial Environments - IP20"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J4LJ0-B22A06-ND,SSL11-J4LJ0-B22A06,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2B LOCK,0,0,"2.25879","0","700","SSL1.1","Active","Socket, 4 Position","Wire Leads","Multiple","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LP0-B22A06-ND,SSL11-P4LP0-B22A06,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2B LOCK,0,0,"2.25879","0","700","SSL1.1","Active","Plug, 4 Position","Wire Leads","Multiple","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J4L2J-022D06-ND,SSL11-J4L2J-022D06,Amphenol LTW,SSL1.1 FLAT CABLE W/O LOCK,0,0,"2.27630","0","700","SSL1.1","Active","Socket, 4 Position","Socket, 4 Position","Blue, White","23.6"" (600.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J6LJ0-022A01-ND,SSL11-J6LJ0-022A01,Amphenol LTW,SSL1.1 WIRE ASSY W/O LOCK,0,0,"2.27630","0","600","SSL1.1","Active","Socket, 6 Position","Wire Leads","Multiple","3.94"" (100.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4L2P-022D06-ND,SSL11-P4L2P-022D06,Amphenol LTW,SSL1.1 FLAT CABLE W/O LOCK,0,0,"2.27630","0","700","SSL1.1","Active","Plug, 4 Position","Plug, 4 Position","Blue, White","23.6"" (600.0mm)","-"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LJP-022D06-ND,SSL11-P4LJP-022D06,Amphenol LTW,SSL1.1 FLAT CABLE W/O LOCK,0,0,"2.27630","0","700","SSL1.1","Active","Plug, 4 Position","Socket, 4 Position","Blue, White","23.6"" (600.0mm)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2834001&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_9-2834001-1.jpg,A124448-ND,9-2834001-1,TE Connectivity AMP Connectors,2P FEMALE CABLE ASSEMBLY,0,0,"2.32140","0","5000","SlimSeal","Last Time Buy","Socket, 2 Position","Wire Leads","Black","5.91"" (150.0mm)","Industrial Environments - IP67"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P6LP0-B22A01-ND,SSL11-P6LP0-B22A01,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"2.39887","0","600","SSL1.1","Active","Plug, 6 Position","Wire Leads","Multiple","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P6LP0-W22A01-ND,SSL11-P6LP0-W22A01,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"2.39887","0","600","SSL1.1","Active","Plug, 6 Position","Wire Leads","Multiple","3.94"" (100.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J4L2J-T22D06-ND,SSL11-J4L2J-T22D06,Amphenol LTW,SSL1.1 FLAT CABLE W2W LOCKX2,0,0,"2.50393","0","700","SSL1.1","Active","Socket, 4 Position","Socket, 4 Position","Blue, White","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4L2P-T22D06-ND,SSL11-P4L2P-T22D06,Amphenol LTW,SSL1.1 FLAT CABLE W2W LOCKX2,0,0,"2.50393","0","700","SSL1.1","Active","Plug, 4 Position","Plug, 4 Position","Blue, White","23.6"" (600.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P4LJP-T22D06-ND,SSL11-P4LJP-T22D06,Amphenol LTW,SSL1.1 FLAT CABLE W2W LOCKX2,0,0,"2.50393","0","700","SSL1.1","Active","Plug, 4 Position","Socket, 4 Position","Blue, White","23.6"" (600.0mm)","Latch Lock"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2834000&DocType=Customer+Drawing&DocLang=English,-,A124447-ND,9-2834000-1,TE Connectivity AMP Connectors,2P MALE CABLEASSEMBLY,0,0,"2.52299","0","5000","SlimSeal","Last Time Buy","Plug, 2 Position","Wire Leads","Black","5.91"" (150.0mm)","Industrial Environments - IP67"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J6LJ0-B22A02-ND,SSL11-J6LJ0-B22A02,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"2.57397","0","600","SSL1.1","Active","Socket, 6 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P6LP0-B22A02-ND,SSL11-P6LP0-B22A02,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"2.57397","0","600","SSL1.1","Active","Plug, 6 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P6LP0-W22A02-ND,SSL11-P6LP0-W22A02,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"2.57397","0","600","SSL1.1","Active","Plug, 6 Position","Wire Leads","Multiple","7.87"" (200.0mm)","Latch Lock"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2083076&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2083076-1.jpg,A104277-ND,1-2083076-1,TE Connectivity AMP Connectors,CABLE SVT OUTLET TO PIGTAIL 2FT,0,0,"2.64548","0","1300","Nector S","Active","Plug - Mini HVL HV-4","Wire Leads","White","24.0"" (609.6mm)","-"
-,-,2098-14830212-ND,14830212,Adels-Contact,CONN PIGTAIL LED 2POS 47.2"",0,0,"2.69000","0","1","AC 162","Active","Socket, 2 Position","Socket, 2 Position","Black, Red","-","Industrial Environments - IP20"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2058300_Dwg.pdf,-,2058300-6-ND,2058300-6,TE Connectivity AMP Connectors,"CABLE ASSEMBLY, 2 POS WIRE TO BR",0,0,"2.73314","0","500","-","Active","Blade and Receptacle, 2 Position","Wire Leads","White, White with Red Stripe","12.00"" (304.8mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J6LJ0-B22A04-ND,SSL11-J6LJ0-B22A04,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"2.94168","0","600","SSL1.1","Active","Socket, 6 Position","Wire Leads","Multiple","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-J6LJ0-W22A04-ND,SSL11-J6LJ0-W22A04,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"2.94168","0","600","SSL1.1","Active","Socket, 6 Position","Wire Leads","Multiple","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P6LP0-B22A04-ND,SSL11-P6LP0-B22A04,Amphenol LTW,SSL1.1WIRE ASSY WITH W2B LOCK,0,0,"2.94168","0","600","SSL1.1","Active","Plug, 6 Position","Wire Leads","Multiple","15.7"" (400.0mm)","Latch Lock"
http://www.amphenolltw.com/download/product_category/product_category-696.pdf,-,SSL11-P6LP0-W22A04-ND,SSL11-P6LP0-W22A04,Amphenol LTW,SSL1.1 WIRE ASSY WITH W2W LOCK,0,0,"2.94168","0","600","SSL1.1","Active","Plug, 6 Position","Wire Leads","Multiple","15.7"" (400.0mm)","Latch Lock"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2083033&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2083033-1.JPG,A117194-ND,1-2083033-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY MINI HVL MALE TO,0,0,"2.94350","0","1000","-","Active","Plug - Mini HVL HV-1","Wire Leads","Black","19.7"" (500.0mm)","-"
