Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Connectors","Number of Positions","Connector Type","Gender","Fastening Type","Features","Cable Type","Usage","Length","Color","Shielding"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10117949.pdf,//media.digikey.com/Photos/FCI%20Photos/10117949-40xxLF.JPG,609-4781-ND,10117949-4020LF,Amphenol ICC (FCI),CABLE MINISAS HD 4X M-M 2M,50,0,"97.97000","0","1","10117949","Discontinued at Digi-Key","miniSAS HD 4x","36","Plug to Plug","Male to Male","Latch Lock","Passive, Pull Tab","Round","External","6.56' (2.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460400_sd.pdf,//media.digikey.com/Photos/Molex/0745460400.jpg,WM10842-ND,0745460400,Molex,CABLE ASSY PCIE X4 M-M 500MM,58,0,"89.08000","0","1","iPass 74546","Active","PCIe x4","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","1.64' (500.0mm)","Black","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-SATA-030-R_REV00.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK-SATA-030-R,%20AK-SATA-050-R,%20AK-SATA-075-R.jpg",AE10077-ND,AK-SATA-030,Assmann WSW Components,CABLE SATA F-F 300MM,425,0,"1.37000","0","1","AK-SATA","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","0.98' (300.0mm)","Red","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-SATA-050-R_REV00.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK-SATA-030-R,%20AK-SATA-050-R,%20AK-SATA-075-R.jpg",AE10079-ND,AK-SATA-050,Assmann WSW Components,CABLE SATA F-F 500MM,907,0,"1.43000","0","1","AK-SATA","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","1.64' (500.0mm)","Red","Shielded"
http://cnctech.us/pdfs/760-10010-00015.pdf,//media.digikey.com/Photos/CnC%20Tech/760-10010.JPG,1175-1175-ND,760-10010-00015,CNC Tech,CABLE SATA F-F 150MM,906,0,"1.49000","0","1","-","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","0.49' (150.0mm)","Red","Shielded"
https://www.molex.com/pdm_docs/sd/887625400_sd.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK-SATA-030DL-R,%20AK-SATA-050DL-R,%20AK-SATA-075DL-R.jpg",WM14087-ND,0887625400,Molex,CABLE SATA M-M 500MM,286,0,"1.53000","0","1","-","Active","SATA","7","Plug to Plug, Right Angle","Male to Male","Push-Pull","-","Individual","-","1.64' (500.0mm)","Red","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-SATA-xxxDL.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK-SATA-030DL-R,%20AK-SATA-050DL-R,%20AK-SATA-075DL-R.jpg",AE10078-ND,AK-SATA-030DL,Assmann WSW Components,CABLE SATA F-F 300MM,630,0,"1.62000","0","1","AK-SATA","Active","SATA","7","Receptacle to Receptacle, Right Angle","Female to Female","Push-Pull","-","Flat","External","0.98' (300.0mm)","Red","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773897-5_EEPROM_Map_SFP28_Straight&DocType=DS&DocLang=English,//media.digikey.com/photos/Vicor%20Corporation/2821222-5.jpg,A126797-ND,2821222-3,TE Connectivity AMP Connectors,CABLE SFP28 M-M 1M,44,0,"41.75000","0","1","-","Active","SFP28","-","Plug to Plug","Male to Male","Latch Lock, Push-Pull","-","Round","External","3.28' (1.00m)","Black","Shielded"
http://suddendocs.samtec.com/catalog_english/pciec.pdf,//media.digikey.com/Photos/Samtec%20Photos/PCIEC-064-0500-EC-EM-P-85.jpg,SAM13059-ND,PCIEC-064-0500-EC-EM-P-85,Samtec Inc.,CABLE ASSY PCIE X4 F-M 500MM,33,0,"57.43000","0","1","PCI Express® (PCIe)","Active","PCIe x4","64","Receptacle to Card Edge","Female to Male","Push-Pull","-","Flat, Twin Axial","Internal","1.64' (500.0mm)","Blue, Gray","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/8KH3-0734-yyyy.pdf,//media.digikey.com/Photos/3M%20Photos/8KH3-0734-0250.JPG,3M156088-ND,8KH3-0734-0500,3M,CABLE ASSY PCIE X8 M-M 500MM 1=1,41,0,"72.78000","0","1","8KXX","Active","PCIe x8","98","Card Edge to Card Edge","Male to Male","-","Extender","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/872022O/3mtm-twin-axial-cable-assembly-for-pcie-x16-jumper-app-cd2586.pdf,//media.digikey.com/Photos/3M%20Photos/8KC5-0742-0xxx.jpg,3M156086-ND,8KC5-0742-0250,3M,CABLE ASSY PCIEX16 M-M 250MM 1=1,9,0,"78.61000","0","1","8KXX","Active","PCIe x16","164","Card Edge to Card Edge","Male to Male","-","Extender","Flat, Twin Axial","Internal","0.82' (250.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/872022O/3mtm-twin-axial-cable-assembly-for-pcie-x16-jumper-app-cd2586.pdf,//media.digikey.com/Photos/3M%20Photos/8KC5-0742-0xxx.jpg,3M156087-ND,8KC5-0742-0500,3M,CABLE ASSY PCIEX16 M-M 500MM 1=1,51,0,"80.51000","0","1","8KXX","Active","PCIe x16","164","Card Edge to Card Edge","Male to Male","-","Extender","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/ps/psf/psf1/psf1pxa15mbl/media/C-COPSF1PXA05MBU--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PSF1PXA1.5MBL.JPG,298-12811-ND,PSF1PXA1.5MBL,Panduit Corp,CABLE ASSY SFP+ M-M 1.5M,77,0,"82.97000","0","1","-","Active","SFP+","-","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","Network","4.92' (1.50m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745464081_sd.pdf,//media.digikey.com/Photos/Molex/0745464081.jpg,WM13282-ND,0745464081,Molex,CABLE ASSY PCIE-PCIE M-M 1M,9,0,"87.21000","0","1","iPass 74546","Active","PCIe x8, PCIe x4","38, 68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","3.28' (1.00m)","Black","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10117949.pdf,//media.digikey.com/Photos/FCI%20Photos/10117949-40xxLF.JPG,609-4782-ND,10117949-4030LF,Amphenol ICC (FCI),CABLE MINISAS HD 4X M-M 3M,6,0,"119.37000","0","1","10117949","Active","miniSAS HD 4x","36","Plug to Plug","Male to Male","Latch Lock","Passive, Pull Tab","Round","External","9.84' (3.00m)","Black","Shielded"
http://www.cablesondemand.com/images/diagrams/SF-QSFP4SFPPS-001.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-QSFP4SFPPS-005.jpg,SF-QSFP4SFPPS-001-ND,SF-QSFP4SFPPS-001,Amphenol ICC (Commercial Products),CABLE 4SFP+-QSFP+ M-M 1M,7,0,"160.41000","0","1","-","Active","QSFP+, SFP+ (4)","20 (4), 38","Plug to Plug (4)","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","Network","3.28' (1.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745461601_sd.pdf,//media.digikey.com/photos/Molex/74546-1603.JPG,WM1151-ND,0745461603,Molex,CABLE ASSY PCIE X16 M-M 3M,19,0,"328.65000","0","1","iPass 74546","Active","PCIe x16","136","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","9.84' (3.00m)","Black","Shielded"
https://www.finisar.com/sites/default/files/downloads/fcbn510qe2cxx_quadwire_40g_parallel_breakout_active_optical_cable_prelim_reva4.pdf,//media.digikey.com/Photos/Finisar/MFG_FCBN510QE2C10.JPG,775-1167-ND,FCBN510QE2C10,Finisar Corporation,CABLE 4SFP+-QSFP+ M-M 10M,5,0,"352.80000","0","1","Quadwire®","Active","QSFP+, SFP+ (4)","20 (4), 38","Plug to Plug (4)","Male to Male","Push-Pull","Active, Plenum, Pull Tab","Round","Network","32.81' (10.00m)","Orange","Unshielded"
http://cnctech.us/pdfs/760-10010-00030.pdf,//media.digikey.com/Photos/CnC%20Tech/760-10010.JPG,1175-1176-ND,760-10010-00030,CNC Tech,CABLE SATA F-F 300MM,565,0,"1.57000","0","1","-","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","0.98' (300.0mm)","Red","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-SATA-075-R_REV00.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK-SATA-030-R,%20AK-SATA-050-R,%20AK-SATA-075-R.jpg",AE10081-ND,AK-SATA-075,Assmann WSW Components,CABLE SATA F-F 750MM,111,0,"1.69000","0","1","AK-SATA","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","2.46' (750.0mm)","Red","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-SATA-100-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AK-SATA-100-R.jpg,AE10083-ND,AK-SATA-100,Assmann WSW Components,CABLE SATA F-F 1M,197,0,"2.05000","0","1","AK-SATA","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","3.28' (1.00m)","Red","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-ESATA-075-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK-ESATA-075-R.jpg,AE10652-ND,AK-ESATA-075,Assmann WSW Components,CABLE ASSY ESATA F-F 750MM,62,0,"7.13000","0","1","-","Active","eSATA","7","Plug to Plug","Female to Female","Push-Pull","-","Round","External","2.46' (750.0mm)","Black","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/AK-ESATA-100-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK-ESATA-100-R.jpg,AE10653-ND,AK-ESATA-100,Assmann WSW Components,CABLE ASSY ESATA F-F 1M,45,0,"7.40000","0","1","-","Active","eSATA","7","Plug to Plug","Female to Female","Push-Pull","-","Round","External","3.28' (1.00m)","Black","Shielded"
https://assets.tripplite.com/product-pdfs/en/p95036i.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P950%20Series.jpg,TL757-ND,P950-36I,Tripp Lite,CABLE ASSY ESATA M-M 914.4MM,35,0,"8.18000","0","1","-","Active","eSATA","7","Plug to Plug","Male to Male","Push-Pull","-","Flat","External","3.00' (914.4mm)","Blue","Shielded"
https://assets.tripplite.com/product-pdfs/en/p952002.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P952-002.jpg,TL758-ND,P952-002,Tripp Lite,CABLE SATA-ESATA M-M 609.6MM,35,0,"8.34000","0","1","-","Active","eSATA, SATA","7","Plug to Plug","Male to Male","Push-Pull","-","Flat","-","2.00' (609.6mm)","Red","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10110818.pdf,//media.digikey.com/Photos/FCI%20Photos/10117949-xxxLF.JPG,609-4675-ND,10110818-2010LF,Amphenol ICC (FCI),CABLE ASSY SFP+ M-M 1M,37,0,"20.59000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round","External","3.28' (1.00m)","Black","Unshielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10110818.pdf,//media.digikey.com/Photos/FCI%20Photos/10110818-2020LF.jpg,609-4689-ND,10110818-2020LF,Amphenol ICC (FCI),CABLE ASSY SFP+ M-M 2M,44,0,"22.40000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round","External","6.56' (2.00m)","Black","Unshielded"
https://www.molex.com/pdm_docs/sd/747521101_sd.pdf,//media.digikey.com/photos/Molex/74752-1301.JPG,WM3558-ND,0747522301,Molex,CABLE ASSY SFP+ M-M 3M,83,0,"44.55000","0","1","74752","Last Time Buy","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","9.84' (3.00m)","Black","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10093084.pdf,//media.digikey.com/Photos/FCI%20Photos/10093084-1010LF.jpg,609-3986-ND,10093084-1010LF,Amphenol ICC (FCI),CABLE QSFP+ M-M 1M,38,0,"45.63000","0","1","-","Active","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round","External","3.28' (1.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/1111451101_sd.pdf,//media.digikey.com/Photos/Molex/111145-series.jpg,WM16035-ND,1111451101,Molex,CABLE ZSFP+ M-M 1M,60,0,"47.06000","0","1","111145","Active","zSFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","3.28' (1.00m)","Black","-"
https://www.finisar.com/sites/default/files/downloads/finisar_fcbg110sd1cxx_sfpwire_10gbs_sfp_active_optical_cable_product_specification_0.pdf,//media.digikey.com/Photos/Finisar/FCBG110SD1C03.jpg,775-1178-ND,FCBG110SD1C01,Finisar Corporation,CABLE ASSY SFP+ M-M 1M,9,0,"56.10000","0","1","SFPwire®","Active","SFP+","20","Plug to Plug","Male to Male","-","Passive, Pull Tab","Round","External","3.28' (1.00m)","Black","Unshielded"
http://multimedia.3m.com/mws/media/736527O/3m-cable-assemblies-for-sfp-apps-1410-series-cd2418.pdf,//media.digikey.com/Photos/3M%20Photos/SFP+%20SERIES.jpg,3M10644-ND,1410-P-11-00-2.00,3M,CABLE ASSY SFP+ M-M 2M,80,0,"59.68000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Flat, Twin Axial","External","6.56' (2.00m)","Black","Shielded"
https://www.finisar.com/sites/default/files/downloads/finisar_fcbg110sd1cxx_sfpwire_10gbs_sfp_active_optical_cable_product_specification_0.pdf,//media.digikey.com/Photos/Finisar/FCBG110SD1C03.jpg,775-1176-ND,FCBG110SD1C03,Finisar Corporation,CABLE ASSY SFP+ M-M 3M,25,0,"62.90000","0","1","SFPwire®","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Pull Tab","Round","External","9.84' (3.00m)","Black","-"
http://www.cablesondemand.com/images/diagrams/SF-SFPP2EPASS-002.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-SFPP2EACTV-007.JPG,SF-SFPP2EPASS-002-ND,SF-SFPP2EPASS-002,Amphenol ICC (Commercial Products),CABLE ASSY SFP+ M-M 2M,40,0,"63.61000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","-","Round, Twin Axial","Network","6.56' (2.00m)","Black","Shielded"
https://www.finisar.com/sites/default/files/downloads/finisar_fcbg110sd1cxx_sfpwire_10gbs_sfp_active_optical_cable_product_specification_0.pdf,//media.digikey.com/Photos/Finisar/FCBG110SD1C03.jpg,775-1177-ND,FCBG110SD1C05,Finisar Corporation,CABLE ASSY SFP+ M-M 5M,21,0,"68.00000","0","1","SFPwire®","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Pull Tab","Round","External","16.40' (5.00m)","Black","-"
http://suddendocs.samtec.com/prints/hdlsp-035-xxxx-x-mkt.pdf,-,SAM9473-ND,HDLSP-035-1000,Samtec Inc.,HDLSP HIGH SPEED CABLE ASSY,3,0,"81.73000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/739290003_sd.pdf,//media.digikey.com/photos/Molex/73929-0003.JPG,WM2083-ND,73929-0003,Molex,CABLE ASSY SFP M-M 5M,3,0,"98.47000","0","1","-","Active","SFP","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","16.40' (5.00m)","Black","Unshielded"
http://www.cablesondemand.com/images/diagrams/SF-QSFPPEXPAS-002.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-QSFPPEXPAS-001.jpg,SF-QSFPPEXPAS-002-ND,SF-QSFPPEXPAS-002,Amphenol ICC (Commercial Products),CABLE QSFP+ M-M 2M,16,0,"103.73000","0","1","-","Active","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","Network","6.56' (2.00m)","Black","Shielded"
http://www.cablesondemand.com/images/diagrams/SF-SFPP2EPASS-007.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-SFPP2EACTV-007.JPG,SF-SFPP2EPASS-007-ND,SF-SFPP2EPASS-007,Amphenol ICC (Commercial Products),CABLE ASSY SFP+ M-M 7M,20,0,"126.68000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","-","Round, Twin Axial","Network","22.97' (7.00m)","Black","Shielded"
http://www.cablesondemand.com/images/diagrams/SF-QSFPPEXPAS-005.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-QSFPPEXPAS-001.jpg,SF-QSFPPEXPAS-005-ND,SF-QSFPPEXPAS-005,Amphenol ICC (Commercial Products),CABLE QSFP+ M-M 5M,20,0,"166.49000","0","1","-","Active","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","Network","16.40' (5.00m)","Black","Shielded"
http://www.cablesondemand.com/images/diagrams/SF-SFPP2EACTV-010.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-SFPP2EACTV-007.JPG,SF-SFPP2EACTV-010-ND,SF-SFPP2EACTV-010,Amphenol ICC (Commercial Products),CABLE ASSY SFP+ M-M 10M,24,0,"176.84000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","-","Round, Twin Axial","Network","32.81' (10.00m)","Black","Shielded"
http://www.cablesondemand.com/images/diagrams/SF-NDAAFF100G-003M.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-NDAAFF100G-002M.JPG,SF-NDAAFF100G-003M-ND,SF-NDAAFF100G-003M,Amphenol ICC (Commercial Products),CABLE QSFP+ M-M 3M,13,0,"184.13000","0","1","-","Active","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","Network","9.84' (3.00m)","Black","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Finisar/FCCx410QD3Cxx.pdf,//media.digikey.com/Photos/Finisar/MFG_FCCN410QD3C01.jpg,775-1191-ND,FCCN410QD3C03,Finisar Corporation,CABLE QSFP+ M-M 3M,7,0,"189.00000","0","1","Quadwire®","Active","QSFP","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Plenum, Pull Tab","Round","External","9.84' (3.00m)","Orange","-"
//media.digikey.com/pdf/Data%20Sheets/Finisar/FCCx410QD3Cxx.pdf,//media.digikey.com/Photos/Finisar/MFG_FCCN410QD3C01.jpg,775-1192-ND,FCCN410QD3C05,Finisar Corporation,CABLE QSFP+ M-M 5M,9,0,"196.50000","0","1","Quadwire®","Active","QSFP","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Plenum, Pull Tab","Round","External","16.40' (5.00m)","Orange","-"
http://www.formericaoe.com/ftp/TQS-Q1LH8-XCAxx%20V01%20(40GBase-AOC).pdf,//media.digikey.com/Photos/Formerica-Optoelectronics-Inc/MFG_TQS-Q1LH8-XCAxx.jpg,1785-1021-ND,TQS-Q1LH8-XCA03,Formerica Optoelectronics Inc.,TXRX QSFP+ 40GBPS 850NM,6,0,"209.21000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Finisar/FCCx410QD3Cxx.pdf,//media.digikey.com/Photos/Finisar/MFG_FCCN410QD3C01.jpg,775-1193-ND,FCCN410QD3C10,Finisar Corporation,CABLE QSFP+ M-M 10M,2,0,"210.00000","0","1","Quadwire®","Active","QSFP","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Plenum, Pull Tab","Round","External","32.81' (10.00m)","Orange","-"
http://www.formericaoe.com/ftp/TQS-Q1LH8-XCAxx%20V01%20(40GBase-AOC).pdf,//media.digikey.com/Photos/Formerica-Optoelectronics-Inc/MFG_TQS-Q1LH8-XCAxx.jpg,1785-1020-ND,TQS-Q1LH8-XCA05,Formerica Optoelectronics Inc.,TXRX QSFP+ 40GBPS 850NM,6,0,"216.13000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/745460805_sd.pdf,//media.digikey.com/Photos/Molex/0745460805.jpg,WM9756-ND,0745460805,Molex,CABLE ASSY PCIE X8 M-M 5M,17,0,"222.17000","0","1","iPass 74546","Active","PCIe x8","68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","16.40' (5.00m)","Black","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Finisar/FCCx410QD3Cxx.pdf,//media.digikey.com/Photos/Finisar/MFG_FCCN410QD3C01.jpg,775-1194-ND,FCCN410QD3C15,Finisar Corporation,CABLE QSFP+ M-M 15M,3,0,"226.50000","0","1","Quadwire®","Active","QSFP","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Plenum, Pull Tab","Round","External","49.21' (15.00m)","Orange","-"
https://www.molex.com/pdm_docs/sd/745461601_sd.pdf,//media.digikey.com/photos/Molex/74546-1601.JPG,WM1150-ND,0745461601,Molex,CABLE ASSY PCIE X16 M-M 1M,16,0,"231.32000","0","1","iPass 74546","Active","PCIe x16","136","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","3.28' (1.00m)","Black","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Finisar/FCCx410QD3Cxx.pdf,//media.digikey.com/Photos/Finisar/MFG_FCCN410QD3C01.jpg,775-1195-ND,FCCN410QD3C20,Finisar Corporation,CABLE QSFP+ M-M 20M,2,0,"244.50000","0","1","Quadwire®","Active","QSFP","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Active, Plenum, Pull Tab","Round","External","65.62' (20.00m)","Orange","-"
https://www.finisar.com/sites/default/files/downloads/fcbn510qe2cxx_quadwire_40g_parallel_breakout_active_optical_cable_prelim_reva4.pdf,//media.digikey.com/Photos/Finisar/FCBN510Q-E2C05.jpg,775-1150-ND,FCBN510QE2C03,Finisar Corporation,CABLE 4SFP+-QSFP+ M-M 3M,5,0,"312.00000","0","1","Quadwire®","Active","QSFP+, SFP+ (4)","20 (4), 38","Plug to Plug (4)","Male to Male","Push-Pull","Active, Plenum, Pull Tab","Round","Network","9.84' (3.00m)","Orange","Unshielded"
https://www.finisar.com/sites/default/files/downloads/fcbn510qe2cxx_quadwire_40g_parallel_breakout_active_optical_cable_prelim_reva4.pdf,//media.digikey.com/Photos/Finisar/FCBN510Q-E2C05.jpg,775-1151-ND,FCBN510QE2C05,Finisar Corporation,CABLE 4SFP+-QSFP+ M-M 5M,8,0,"316.50000","0","1","Quadwire®","Active","QSFP+, SFP+ (4)","20 (4), 38","Plug to Plug (4)","Male to Male","Push-Pull","Active, Plenum, Pull Tab","Round","Network","16.40' (5.00m)","Orange","Unshielded"
https://www.molex.com/pdm_docs/sd/745461605_sd.pdf,//media.digikey.com/photos/Molex/74546-1601.JPG,WM8582-ND,0745461605,Molex,CABLE ASSY PCIE X16 M-M 5M,13,0,"457.68000","0","1","iPass 74546","Active","PCIe x16","136","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","16.40' (5.00m)","Black","Shielded"
https://www.finisar.com/sites/default/files/downloads/fcbn425qb1cxx_product_spec_revb3_0.pdf,//media.digikey.com/Photos/Finisar/MFG_FCBN425QB1CXX.jpg,775-1171-ND,FCBN425QB1C03,Finisar Corporation,CABLE QSFP28 M-M 3M,3,0,"673.50000","0","1","-","Not For New Designs","QSFP28","38","Plug to Plug","Male to Male","Push-Pull","Active, Plenum, Pull Tab","Round","External","9.84' (3.00m)","Blue","-"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10120087.pdf,//media.digikey.com/Photos/FCI%20Photos/10120087-2050LF.JPG,609-4685-ND,10120087-2050LF,Amphenol ICC (FCI),CABLE MINISAS M-M 500MM,78,0,"22.40000","0","1","-","Active","miniSAS HD 4i","36","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Sidebands on Cable","Round","Internal, Controller to Controller","1.64' (500.0mm)","Black","-"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10119217.pdf,//media.digikey.com/photos/FCI%20Photos/10119217-2100LF.jpg,609-4688-ND,10119217-2100LF,Amphenol ICC (FCI),CABLE MINISAS M-M 1M,92,0,"34.88000","0","1","-","Active","miniSAS HD 4i","36","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Sidebands on Cable","Round","Internal, Backplane to Controller","3.28' (1.00m)","Black","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773851-4_Micro_SFPplus_Brochure&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2142970-7.jpg,A123280-ND,2142970-1,TE Connectivity AMP Connectors,CABLE MICRO SFP+-SFP+ M-M,47,0,"36.48000","0","1","-","Active","Micro SFP+, SFP+","20, 22","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round","External","-","Black","Shielded"
https://www.molex.com/pdm_docs/sd/739290001_sd.pdf,//media.digikey.com/photos/Molex/73929-0003.JPG,WM1660-ND,0739290001,Molex,CABLE ASSY SFP M-M 1M,27,0,"38.35000","0","1","-","Active","SFP","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","3.28' (1.00m)","Black","Unshielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773851-4_Micro_SFPplus_Brochure&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2142970-7.jpg,A123273-ND,2142970-4,TE Connectivity AMP Connectors,CABLE MICRO SFP+-SFP+ M-M,8,0,"42.94000","0","1","-","Active","Micro SFP+, SFP+","20, 22","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round","External","-","Black","Shielded"
https://www.molex.com/pdm_docs/sd/747521101_sd.pdf,//media.digikey.com/photos/Molex/74752-1301.JPG,WM2153-ND,0747521301,Molex,CABLE ASSY SFP+ M-M 3M,74,0,"43.46000","0","1","74752","Last Time Buy","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","9.84' (3.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/747420001_sd.pdf,//media.digikey.com/photos/Molex/73929-0003.JPG,WM1667-ND,0747420003,Molex,CABLE ASSY SFP M-M 3M,32,0,"44.22000","0","1","-","Active","SFP","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","9.84' (3.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/1111451301_sd.pdf,//media.digikey.com/Photos/Molex/111145-series.jpg,WM16036-ND,1111451301,Molex,CABLE ZSFP+ M-M 3M,25,0,"49.74000","0","1","111145","Active","zSFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round, Twin Axial","External","9.84' (3.00m)","Black","-"
