Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Plating","Pitch","Circuit Pattern","Edge Contacts","Hole Diameter","Size / Dimension","Board Thickness"
http://nebula.wsimg.com/e21a2fab3eb2dcdeeb84a997daa4a7b7?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/8019.jpg,V1035-ND,8019,Vector Electronics,BREADBOARD GENERAL PURPOSE PTH,47,0,"21.40000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Common Bus","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
http://www.chipquik.com/datasheets/SBBTH4080-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBBTH4080-1.jpg,SBBTH4080-1-ND,SBBTH4080-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE PTH,66,0,"22.09000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.039"" (1.00mm)","8.10"" L x 4.20"" W (205.7mm x 106.7mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Round%20pads.pdf,//media.digikey.com/photos/Vector%20Photos/8003.jpg,V1046-ND,8003,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,49,0,"25.02000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/45P80-2.pdf,//media.digikey.com/photos/Vector%20Photos/45P80-2.JPG,V2022-ND,45P80-2,Vector Electronics,BREADBOARD GENERAL PURPOSE PTH,55,0,"26.10000","0","1","Vectorbord® Plugbord™","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.042"" (1.07mm)","8.08"" L x 4.50"" W (205.2mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P84WE.jpg,V1011-ND,169P84WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,79,0,"30.24000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 8.50"" W (431.8mm x 215.9mm)","0.062"" (1.57mm) 1/16"""
http://nebula.wsimg.com/c1408f5126446d7bf80713d0f551fec6?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/8006.jpg,V1048-ND,8006,Vector Electronics,BREADBOARD GENERAL PURPOSE PTH,64,0,"45.22000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.042"" (1.07mm)","13.25"" L x 5.00"" W (336.6mm x 127.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Round%20pads.pdf,//media.digikey.com/photos/Vector%20Photos/8012.jpg,V1118-ND,8012,Vector Electronics,BREADBOARD GENERAL PURPOSE PTH,77,0,"61.60000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.042"" (1.07mm)","11.00"" L x 9.20"" W (279.4mm x 233.7mm)","0.062"" (1.57mm) 1/16"""
http://www.chipquik.com/datasheets/SBB1002-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBB1002-1.jpg,SBB1002-1-ND,SBB1002-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE NPTH,692,0,"1.09000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","3 Hole Pad (Single Side)","-","0.039"" (1.00mm)","1.40"" L x 1.10"" W (35.6mm x 27.9mm)","-"
http://www.budind.com/pdf/hbdmb4769.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/DMB-4769-CB.jpg,377-2639-ND,DMB-4769-CB,Bud Industries,BREADBOARD DIN RAIL MOUNT PTH,178,694,"1.30000","0","1","DMB","Active","Breadboard, Din Rail Mount","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.051"" (1.30mm)","3.42"" L x 0.56"" W (86.9mm x 14.3mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0099_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0099.jpg,1738-1000-ND,FIT0099,DFRobot,BREADBOARD GENERAL PURPOSE PTH,308,0,"1.55000","0","1","-","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","-","3.08"" L x 2.28"" W (78.0mm x 58.0mm)","-"
http://www.chipquik.com/datasheets/SBBSM2106-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBBSM2106-1.jpg,SBBSM2106-1-ND,SBBSM2106-1,Chip Quik Inc.,BREADBOARD SMD PLATED SMD,527,0,"1.59000","0","1","Proto-Advantage","Active","Breadboard, Surface Mount","Plated Surface Mount","0.100"" (2.54mm)","Pad (Square)","-","-","2.30"" L x 0.70"" W (58.4mm x 17.8mm)","0.063"" (1.60mm)"
http://www.chipquik.com/datasheets/SBB1005-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBB1005-1.jpg,SBB1005-1-ND,SBB1005-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE NPTH,246,0,"1.59000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","-","0.039"" (1.00mm)","2.60"" L x 1.40"" W (66.0mm x 35.6mm)","-"
http://www.chipquik.com/datasheets/SBB2805-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBB2805-1.jpg,SBB2805-1-ND,SBB2805-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE NPTH,87,0,"3.19000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","-","0.039"" (1.00mm)","3.20"" L x 2.60"" W (81.3mm x 66.0mm)","-"
http://schmartboard.com/content/Brochures/201-0013-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/201-0013-01.jpg",1988-1001-ND,201-0013-01,"Schmartboard, Inc.",SCHMARTBOARD UNIVERSAL THROUGH H,23,0,"3.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.1"" (2.54mm) Grid","Custom","-","0.038"" (0.97mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","-"
http://www.chipquik.com/datasheets/SBBTH1520-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBBTH1520-1.jpg,SBBTH1520-1-ND,SBBTH1520-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE PTH,93,0,"3.69000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.039"" (1.00mm)","2.10"" L x 1.75"" W (53.3mm x 44.5mm)","0.063"" (1.60mm)"
http://www.chipquik.com/datasheets/SBB2808-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBB2808-1.jpg,SBB2808-1-ND,SBB2808-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE NPTH,80,0,"3.69000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","-","0.039"" (1.00mm)","4.10"" L x 3.20"" W (104.1mm x 81.3mm)","-"
http://schmartboard.com/content/Brochures/201-0002-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/201-0002-01.JPG",1988-1040-ND,201-0002-01,"Schmartboard, Inc.",2MM SPACING WITH 1MM OFFSET,43,0,"5.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.039"" (1mm), 0.079"" (2mm), Grid","Pad Per Hole (Round)","-","0.024"" (0.61mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","-"
http://www.budind.com/pdf/hbexn23400pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23402-PCB.jpg,377-2625-ND,EXN-23402-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,84,283,"6.00000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","4.41"" L x 2.10"" W (112.0mm x 53.3mm)","0.063"" (1.60mm)"
http://www.budind.com/pdf/hb4772cb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/DMB-4772-CB.jpg,377-2078-ND,DMB-4772-CB,Bud Industries,BREADBOARD DIN RAIL MOUNT PTH,55,305,"7.30000","0","1","DMB","Active","Breadboard, Din Rail Mount","Plated Through Hole (PTH)","0.100"" (2.54mm), 0.200"" (5.08mm)","Pad Per Hole (Square)","-","0.051"" (1.30mm)","3.42"" L x 2.67"" W (86.9mm x 67.8mm)","0.063"" (1.60mm)"
http://www.hammondmfg.com/pdf/1593K.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1593KPCB.jpg,HM1251-ND,1593KPCB,Hammond Manufacturing,BREADBRD DRILLED COPP CLAD NPTH,61,41,"7.82000","0","1","1593","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Custom","-","0.042"" (1.07mm)","2.27"" L x 2.23"" W (57.7mm x 56.6mm)","-"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1593PPCB.jpg,HM1250-ND,1593PPCB,Hammond Manufacturing,BREADBRD DRILLED COPPER CLAD PTH,35,0,"7.82000","0","1","1593","Active","Breadboard, Drilled Copper Clad","Plated Through Hole (PTH)","0.100"" (2.54mm)","Custom","-","0.042"" (1.07mm)","2.35"" L x 1.93"" W (59.7mm x 49.0mm)","-"
http://www.chipquik.com/datasheets/SBBTH3030-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBBTH3030-1.jpg,SBBTH3030-1-ND,SBBTH3030-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE PTH,76,0,"8.39000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.039"" (1.00mm)","3.20"" L x 3.10"" W (81.3mm x 78.7mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/64P44XXXP.jpg,V1043-ND,64P44XXXP,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,44,0,"9.18000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
https://www.hammfg.com/electronics/small-case/plastic/1593.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1593QPCB.jpg,HM1252-ND,1593QPCB,Hammond Manufacturing,BREADBRD DRILLED COPPER CLAD PTH,33,27,"9.28000","0","1","1593","Active","Breadboard, Drilled Copper Clad","Plated Through Hole (PTH)","0.100"" (2.54mm)","Custom","-","0.042"" (1.07mm)","2.70"" L x 2.33"" W (68.6mm x 59.1mm)","-"
http://www.budind.com/pdf/hbexn23403pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23404-PCB.jpg,377-2627-ND,EXN-23404-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,50,8,"9.35000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.051"" (1.30mm)","4.02"" L x 3.87"" W (102.1mm x 98.3mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-08619_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/PRT-08619.JPG,1568-1203-ND,PRT-08619,SparkFun Electronics,BREADBOARD GENERAL PURPOSE PTH,41,0,"9.95000","0","1","Wombat","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","5 Hole Pad (Both Sides)","-","-","3.94"" L x 3.15"" W (100.1mm x 80.0mm)","-"
http://schmartboard.com/content/Brochures/202-0041-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_202-0041-01.jpg",1988-1018-ND,202-0041-01,"Schmartboard, Inc.",.5MM PITCH SMT CONNECTOR BOARD,75,0,"10.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.02"" (0.5mm) Grid","Custom","-","0.038"" (0.97mm)","3.99"" L x 1.19"" W (101.4mm x 30.3mm)","-"
http://schmartboard.com/content/Brochures/202-0038-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_202-0038-01.jpg",1988-1091-ND,202-0038-01,"Schmartboard, Inc.",1.25MM PITCH SMT CONNECTOR BOARD,32,0,"10.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.049"" (1.25mm) Grid","Custom","-","0.038"" (0.97mm)","3.99"" L x 0.79"" W (101.4mm x 20.2mm)","-"
http://www.chipquik.com/datasheets/SBBTH3040-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBBTH3040-1.jpg,SBBTH3040-1-ND,SBBTH3040-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE PTH,45,0,"10.49000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.039"" (1.00mm)","4.10"" L x 3.20"" W (104.1mm x 81.3mm)","0.063"" (1.60mm)"
http://www.budind.com/pdf/hb4773cb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/DMB-4773-CB.jpg,377-2075-ND,DMB-4773-CB,Bud Industries,BREADBOARD DIN RAIL MOUNT PTH,75,39,"11.60000","0","1","DMB","Active","Breadboard, Din Rail Mount","Plated Through Hole (PTH)","0.100"" (2.54mm), 0.200"" (5.08mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","4.05"" L x 3.42"" W (102.8mm x 86.9mm)","0.063"" (1.60mm)"
http://www.chipquik.com/datasheets/SBB8006-SS-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBB8006-SS-1.jpg,SBB8006-SS-1-ND,SBB8006-SS-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE NPTH,52,0,"13.69000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","5 Hole Pad (Single Side)","-","0.039"" (1.00mm)","8.40"" L x 4.10"" W (213.4mm x 104.1mm)","0.063"" (1.60mm)"
http://www.chipquik.com/datasheets/SBBTH3060-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SBBTH3060-1.jpg,SBBTH3060-1-ND,SBBTH3060-1,Chip Quik Inc.,BREADBOARD GENERAL PURPOSE PTH,74,0,"14.69000","0","1","Proto-Advantage","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.039"" (1.00mm)","6.10"" L x 3.20"" W (154.9mm x 81.3mm)","0.063"" (1.60mm)"
http://www.budind.com/pdf/hbexn23410pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23411-PCB.jpg,377-2634-ND,EXN-23411-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,78,491,"16.50000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","6.29"" L x 4.41"" W (159.8mm x 112.0mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/85H48WE.jpg,V1125-ND,85H48WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,27,0,"17.32000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","8.50"" L x 4.80"" W (215.9mm x 121.9mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/2mmgriddevbd.PDF,//media.digikey.com/photos/Vector%20Photos/8018.jpg,V2014-ND,8018,Vector Electronics,PLUGBOARD HARD METRIC PTH,66,0,"19.89000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.079"" (2.00mm), 0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.025"" (0.64mm), 0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/2mmgriddevbd.PDF,//media.digikey.com/Photos/Vector%20Photos/8024.jpg,V1255-ND,8024,Vector Electronics,PLUGBOARD HARD METRIC PTH,43,0,"19.93000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.079"" (2.00mm)","3 Hole Pad (Both Sides)","-","0.025"" (0.64mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,"//media.digikey.com/photos/Vector%20Photos/169P59-047,032.jpg",V1123-ND,169P59-032,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,19,0,"21.35000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 6.00"" W (431.8mm x 152.4mm)","0.031"" (0.79mm) 1/32"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P44WE.jpg,V1004-ND,169P44WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,21,0,"21.58000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Square%20Vectorbord%20Pads.pdf,//media.digikey.com/photos/Vector%20Photos/3677-6.jpg,V1021-ND,3677-6,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,28,0,"21.80000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","-","0.042"" (1.07mm)","8.08"" L x 4.50"" W (205.2mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Square%20Vectorbord%20Pads.pdf,//media.digikey.com/photos/Vector%20Photos/8001.jpg,V1044-ND,8001,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,91,0,"22.75000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/336M76-032C1%20(2).jpg,V1142-ND,336M76-032C1,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,26,0,"22.75000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.050"" (1.27mm)","-","-","0.025"" (0.64mm)","17.00"" L x 4.00"" W (431.8mm x 101.6mm)","0.037"" (0.94mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/336M76-032.jpg,V1141-ND,336M76-032,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,15,0,"22.75000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.050"" (1.27mm)","-","-","0.025"" (0.64mm)","17.00"" L x 4.00"" W (431.8mm x 101.6mm)","0.037"" (0.94mm)"
http://www.budind.com/pdf/hbexn23406pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23409-PCB.jpg,377-2632-ND,EXN-23409-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,26,452,"23.50000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","7.56"" L x 5.11"" W (192.0mm x 129.8mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/3662.JPG,V1016-ND,3662,Vector Electronics,PLUGBOARD CARD EDGE NPTH,59,0,"25.56000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Square%20Vectorbord%20Pads.pdf,//media.digikey.com/photos/Vector%20Photos/45P80-1.jpg,V1034-ND,45P80-1,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,17,0,"26.10000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.042"" (1.07mm)","8.08"" L x 4.50"" W (205.2mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20General%20Purpose%20Pre-Punched.pdf,//media.digikey.com/photos/Vector%20Photos/126M76-032.JPG,V1140-ND,126M76-032,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,20,0,"26.28000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.050"" (1.27mm)","-","-","0.025"" (0.64mm)","6.50"" L x 4.00"" W (165.1mm x 101.6mm)","0.037"" (0.94mm)"
http://nebula.wsimg.com/a4db34e46920292a8bce6c506d73dae4?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/8007%20Front.jpg,V1049-ND,8007,Vector Electronics,BREADBOARD GENERAL PURPOSE NPTH,50,0,"27.31000","0","1","Vectorbord® Circbord™","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Square), Ground Plane","-","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/3677-2.jpg,V1020-ND,3677-2,Vector Electronics,PLUGBOARD CARD EDGE NPTH,50,0,"27.32000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","3 Hole Pad (Single Side)","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/85H85WE.jpg,V1121-ND,85H85WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,11,0,"27.95000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","8.50"" L x 8.50"" W (215.9mm x 215.9mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2202994.jpg,277-11981-ND,2202994,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,28,0,"28.07000","0","1","BC","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Custom","-","-","3.35"" L x 2.32"" W (85.0mm x 59.0mm)","0.063"" (1.60mm)"
http://www.budind.com/pdf/hbexn23410pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23413-PCB.jpg,377-2636-ND,EXN-23413-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,19,494,"28.40000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","7.56"" L x 6.29"" W (192.0mm x 159.8mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P84.jpg,V1008-ND,169P84,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,47,0,"31.05000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 8.50"" W (431.8mm x 215.9mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/170H48WE.jpg,V1014-ND,170H48WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,13,0,"31.95000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","17.00"" L x 4.80"" W (431.8mm x 121.9mm)","0.062"" (1.57mm) 1/16"""
