Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Form","Features","Shelf Life","Shelf Life Start","Storage/Refrigeration Temperature"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-00-2001-0000-ND,52-00-2001-0000,Parker Chomerics,0.5PT/250G CU URETH.,0,0,"177.94000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 8.82 oz (250g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/883CAFA2006EF0DB852569580073DDB6/$FILE/CHO-SHIELD%201091.pdf,-,50-00-1091-0000-ND,50-00-1091-0000,Parker Chomerics,4FLOZ PRIMER,0,0,"184.94000","0","1","CHO-SHIELD® 1091","Active","Paint","Red","Jar, 3.35 oz (95g)","Protective Coating","9 Months","Date of Manufacture","77°F (25°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-00-2001-1000-ND,52-00-2001-1000,Parker Chomerics,"0.5PT CU URETH., TOUCH-UP",0,0,"228.78000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 8.82 oz (250g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-00-2002-1000-ND,52-00-2002-1000,Parker Chomerics,"0.5PT CU URETH., TOUCH-UP",0,0,"233.02000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 8.82 oz (250g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-00-2003-1000-ND,52-00-2003-1000,Parker Chomerics,0.5PT CU URETH. TOUCH-UP,0,0,"305.04000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 24.69 oz (700g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-00-2003-0000-ND,52-00-2003-0000,Parker Chomerics,250G KIT CU URETH. W/PRIMER,0,0,"343.02000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 8.82 oz (250g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-01-2002-0000-ND,52-01-2002-0000,Parker Chomerics,1PT/700G CU URETH.,0,0,"390.33000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 24.69 oz (700g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://www.mgchemicals.com/downloads/tds/tds-8462.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8462-1G.jpg,8462-1G-ND,8462-1G,MG Chemicals,LUB DIELC SIL GREASE PAIL 3.74KG,0,0,"423.44000","0","5","8462","Active","Dielectric Silicone Grease","Translucent","Pail, 3.74kg (8.25 lb)","Lubricant","60 Months","Date of Manufacture","32°F ~ 77°F (0°C ~ 25°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-01-2001-0000-ND,52-01-2001-0000,Parker Chomerics,1PT/700G CU URETH.,0,0,"434.34000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 24.69 oz (700g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/A4BF786D2F6482AD85257960006031D5/$FILE/CHO-SHIELD_604.pdf,-,52-01-0604-0000-ND,52-01-0604-0000,Parker Chomerics,AG CHOFLEX INK 43102 PINT 290G,0,0,"516.24000","0","1","CHO-SHIELD® 604","Active","Paint","Silver","Can, 10.2 oz (290g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-01-2003-0000-ND,52-01-2003-0000,Parker Chomerics,"524G KIT PINT CU URETH, PRIMER",0,0,"573.21000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 18.48 oz (524g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/65E2052B93594EE385257BB800494E83/$FILE/CHO-LUBE%204220.pdf,-,54-02-4220-0000-ND,54-02-4220-0000,Parker Chomerics,4OZ/113.4G AG GREASE,0,0,"615.54000","0","1","CHO-LUBE® 4220","Active","Grease","Silver","Tube, 1.5 oz (42.5g)","Conductive","12 Months","Date of Manufacture","77°F (25°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-04-2002-0000-ND,52-04-2002-0000,Parker Chomerics,1QT/1378G KIT CU URETH.,0,0,"694.51000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 48.61 oz (1.4kg)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://www.mgchemicals.com/downloads/tds/tds-8481.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8481-3.jpg,8481-3-ND,8481-3,MG Chemicals,SILICONE GREASE PREMIUM CARBON,0,0,"714.00000","0","5","8464","Active","Silicone Grease","Black","-","Lubricant","60 Months","Date of Manufacture","41°F ~ 113°F (5°C ~ 45°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-04-2001-0000-ND,52-04-2001-0000,Parker Chomerics,1QT/1378G KIT CU URETH.,0,0,"736.37000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 48.61 oz (1.4kg)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/BB3B75466781361585257AC4004CE975/$FILE/CHO-SHIELD%202000%20Series%20-TB%201081.pdf,-,52-04-2003-0000-ND,52-04-2003-0000,Parker Chomerics,700G KIT CU URETH. QT W/PRIMER,0,0,"815.67000","0","1","CHO-SHIELD® 2000","Active","Urethane","-","Jar, 24.69 oz (700g)","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/65E2052B93594EE385257BB800494E83/$FILE/CHO-LUBE%204220.pdf,-,54-01-4220-0000-ND,54-01-4220-0000,Parker Chomerics,10OZ/283.5G AG GREASE,0,0,"1133.63000","0","1","CHO-LUBE® 4220","Active","Grease","Silver","Cartridge, 6 oz (170g)","Conductive","12 Months","Date of Manufacture","77°F (25°C)"
http://vendor.parker.com/852568C80043FA7A/468ea5de5ac341d385257d39005641c7/E036FFB9CF6B18CA85257CC80042E440/$FILE/CHO-FLEX%20601.002.pdf,-,52-01-0601-0000-ND,52-01-0601-0000,Parker Chomerics,1LB/454G AG URETH. INK,0,0,"2307.74000","0","1","CHO-FLEX® 601","Active","Urethane","Silver","-","Conductive","9 Months","Date of Manufacture","50°F ~ 86°F (10°C ~ 30°C)"
-,-,A1028AH-ND,A1028,"American Hakko Products, Inc.","GREASE,SILICON,O-RING",0,0,"3.97000","0","1","-","Active","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0804.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/8420-P.JPG,473-1035-ND,8420-P,MG Chemicals,COND ACRYLIC ADH PEN 8.5G SILVER,0,0,"Obsolete","0","2","8420","Obsolete","Acrylic Adhesive","Silver Gray","Pen, 8.5g (0.30 oz)","Conductive, Repair","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-841-l.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_841AR-P.jpg,473-1188-ND,841-P,MG Chemicals,ACRYLIC ADHESIVE,0,0,"Obsolete","0","2","841","Obsolete","Acrylic Adhesive","-","-","-","-","-","23°F ~ 104°F (-5°C ~ 40°C)"
-,-,CTHR1-ND,CTHR1,Chemtronics,CONFORMAL COATING,0,0,"Obsolete","0","1","*","Obsolete","-","-","-","-","-","-","-"
https://www.chemtronics.com/content/msds/CTURA%20Konform%20UR-A.pdf,-,CTURA1-ND,CTURA1,Chemtronics,COAT URETHANE CONTAINR 1 GAL CLR,0,0,"Obsolete","0","1","Konform®, UR-A","Obsolete","Urethane","Clear","Container, 1 gal","Conformal Coating","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/8461.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/MFG_8461-1P.jpg,8461-1P-ND,8461-1P,MG Chemicals,LUB GREASE TUB 487G OFF-WHITE,0,0,"Obsolete","0","1","8461","Obsolete","Grease","Off-White","Tub, 487g (17.2 oz)","Lubricant","60 Months","Date of Manufacture","77°F (25°C)"
http://www.mgchemicals.com/downloads/tds/tds-8472-l.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/MFG_8472-450G.jpg,8472-450G-ND,8472-450G,MG Chemicals,PENETRATING OIL,0,0,"Obsolete","0","10","-","Obsolete","-","Clear","Aerosol, 20oz (566.99g)","Lubricant","60 Months","Date of Manufacture","41°F ~ 113°F (5°C ~ 45°C)"
http://www.mgchemicals.com/downloads/tds/tds-8472-l.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8472-4L.jpg,8472-4L-ND,8472-4L,MG Chemicals,PENETRATING OIL,0,0,"Obsolete","0","1","-","Obsolete","-","Clear","-","Lubricant","60 Months","Date of Manufacture","41°F ~ 113°F (5°C ~ 45°C)"
-,-,CW2300STP-ND,CW2300STP,Chemtronics,COND PEN 8.5G COPPER,0,0,"Obsolete","0","1","CircuitWorks®","Obsolete","-","Copper","Pen, 8.5g (0.30 oz)","Conductive","12 Months","Date of Manufacture","-"
-,-,CW3300GBLK-ND,CW3300GBLK,Chemtronics,COAT ACRYLIC ADHESIVE PEN 4.9G,0,0,"Obsolete","0","1","CircuitWorks®","Obsolete","Acrylic Adhesive","-","Pen, 4.9g (0.16 oz)","Coating, Static Dissipative","24 Months","Date of Manufacture","-"
-,-,CW3500BLK-ND,CW3500BLK,Chemtronics,CONFORMAL COATING 100 PACK,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-"
-,-,CW7200-ND,CW7200,Chemtronics,COND SIL GREASE SYRINGE 3.5G BLK,0,0,"Obsolete","0","1","CircuitWorks®","Obsolete","Silicone Grease","Black","Syringe, 3.5g (0.12 oz)","Conductive, Lubricant, Protective Coating","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-843wb-l.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_843WB-150ML.jpg,473-1373-ND,843WB-150ML,MG Chemicals,COND PAINT CAN 5.07 OZ BROWN,0,0,"Active","0","1","843WB","Active","Paint","Brown","Can, 5.07 oz (150 g)","Conductive","24 Months","Date of Manufacture","-4°F ~ 81°F (-20°C ~ 27°C)"
http://www.mgchemicals.com/downloads/tds/tds-843wb-l.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_843WB-15ML.jpg,843WB-15ML-ND,843WB-15ML,MG Chemicals,COND PAINT JAR 0.4OZ BROWN,0,0,"Active","0","1","843WB","Active","Paint","Brown","Jar, 0.4oz (12 g)","Conductive","24 Months","Date of Manufacture","-4°F ~ 81°F (-20°C ~ 27°C)"
