Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Power (Watts) - Max","Current @ Pmpp","Voltage @ Pmpp","Current - Short Circuit (Isc)","Type","Voltage - Open Circuit","Operating Temperature","Package / Case","Size / Dimension"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-13782_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/PRT-13782.JPG,1568-1371-ND,PRT-13782,SparkFun Electronics,SOLAR PANEL - 3.5W,45,0,"40.63000","0","1","-","Active","3.5W","615mA","6V","-","Monocrystalline","7V","-","Cells","-"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Ind_D6610A53FE370.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_LL2002_9A274019488A1.jpg,1996-1019-ND,LL200-2.4-75,PowerFilm Inc.,LOW LIGHT SOLAR MODULE: 1.6V 200,70,0,"9.14000","0","1","Low-Light","Active","1.91mW","0.91mA","2.1V","-","-","3.7V","-","Cells","3.500"" L x 2.902"" W (88.90mm x 73.70mm)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0330_Web.pdf,//media.digikey.com/Photos/DFRobot/FIT0330.JPG,1738-1072-ND,FIT0330,DFRobot,SOLAR PANEL (9V 220MA),41,0,"25.23000","0","1","-","Active","2W","220mA","9V","500mA","-","9.6V","-40°C ~ 80°C","Cells","5.310"" L x 4.920"" W (135.00mm x 125.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-13781_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/PRT-13781.JPG,1568-1370-ND,PRT-13781,SparkFun Electronics,SOLAR PANEL - 2W,13,0,"30.00000","0","1","-","Active","2W","378mA","6V","-","Monocrystalline","7V","-","Cells","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0333_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0333.jpg,1738-1244-ND,FIT0333,DFRobot,FLEXIBLE SOLAR PANEL (1.5V 250MA,94,0,"41.37000","0","1","-","Active","500mW","250mA","1.5V","420mA","-","2V","-40°C ~ 80°C","Module","6.500"" L x 1.496"" W x 0.020"" H (165.10mm x 38.00mm x 0.50mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/photos/Sanyo%20Photos/AM-1417CA.jpg,869-1000-ND,AM-1417CA,Panasonic - BSG,SOLAR CELL AM 35MM X 13.9MM,511,0,"1.92000","0","1","Amorton","Active","18.75µW","12.5µA","1.5V","13.5µA","Amorphous","2.4V","-10°C ~ 60°C","Cells","1.378"" L x 0.547"" W x 0.043"" H (35.00mm x 13.90mm x 1.10mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/photos/Sanyo%20Photos/AM-1819CA.jpg,869-1006-ND,AM-1819CA,Panasonic - BSG,SOLAR CELL AM 31MM X 24MM,636,0,"2.15000","0","1","Amorton","Active","20.7µW","6.9µA","3V","7.5µA","Amorphous","4.9V","-10°C ~ 60°C","Cells","1.220"" L x 0.945"" W x 0.043"" H (31.00mm x 24.00mm x 1.10mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/Photos/Sanyo%20Photos/AM-1454CA.jpg,869-1001-ND,AM-1454CA,Panasonic - BSG,SOLAR CELL AM 41.6MM X 26.3MM,91,0,"4.27000","0","1","Amorton","Active","46.5µW","31µA","1.5V","35µA","Amorphous","2.4V","-10°C ~ 60°C","Cells","1.638"" L x 1.035"" W x 0.043"" H (41.60mm x 26.30mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/SW-0.4M_Spec.pdf,//media.digikey.com/Photos/MicroElekronika%20Photos/MIKROE-651.jpg,1471-1517-ND,MIKROE-651,MikroElektronika,SOLAR PANEL,41,0,"11.12000","0","1","-","Active","400mW","100mA","4V","105mA","Monocrystalline","4.6V","-10°C ~ 50°C","Cells","2.750"" L x 2.559"" W x 0.126"" H (70.00mm x 65.00mm x 3.20mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/Photos/Sanyo%20Photos/AM-8801CAR.jpg,869-1016-ND,AM-8801CAR,Panasonic - BSG,SOLAR CELL AM 57.7MM X 55.1MM,97,0,"12.17000","0","1","Amorton","Active","189mW","41.9mA","4.5V","-","Amorphous","6.8V","-10°C ~ 60°C","Cells","2.272"" L x 2.169"" W x 0.043"" H (57.70mm x 55.10mm x 1.10mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/Photos/Sanyo%20Photos/AM-5907CAR.jpg,869-1013-ND,AM-5907CAR,Panasonic - BSG,SOLAR CELL AM 75MM X 55MM,56,0,"14.22000","0","1","Amorton","Active","229mW","45.7mA","5V","-","Amorphous","7.7V","-10°C ~ 60°C","Cells","2.953"" L x 2.165"" W x 0.074"" H (75.00mm x 55.00mm x 1.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/313070002_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_313070002.jpg,1597-1415-ND,313070002,"Seeed Technology Co., Ltd",1.5W SOLAR PANEL 81X137,43,0,"19.11000","0","1","-","Active","1.5W","270mA","5.5V","-","Monocrystalline","8.2V","-","Cells","5.400"" L x 3.189"" W x 0.059"" H (137.00mm x 81.00mm x 1.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/200_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_200.jpg,1528-1994-ND,200,Adafruit Industries LLC,MEDIUM 6V 2W SOLAR PANEL - 2.0 W,44,0,"29.00000","0","1","-","Active","2.27W","330mA","6V","-","Monocrystalline","7V","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/313070001_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_313070001.jpg,1597-1414-ND,313070001,"Seeed Technology Co., Ltd",3W SOLAR PANEL 138X160,99,0,"38.21000","0","1","-","Active","3W","540mA","5.5V","-","Monocrystalline","8.2V","-","Cells","6.300"" L x 5.433"" W x 0.059"" H (160.00mm x 138.00mm x 1.50mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/photos/Sanyo%20Photos/AM-8702CAR.jpg,869-1015-ND,AM-8702CAR,Panasonic - BSG,SOLAR CELL AM 57.7MM X 41.3MM,85,0,"10.02000","0","1","Amorton","Active","134mW","34.4mA","3.9V","-","Amorphous","6V","-10°C ~ 60°C","Cells","2.272"" L x 1.626"" W x 0.043"" H (57.70mm x 41.30mm x 1.10mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/photos/Sanyo%20Photos/AM-5902CAR.jpg,869-1011-ND,AM-5902CAR,Panasonic - BSG,SOLAR CELL AM 150MM X 37.5MM,24,0,"19.77000","0","1","Amorton","Active","304mW","60.8mA","5V","-","Amorphous","7.7V","-10°C ~ 60°C","Cells","5.910"" L x 1.476"" W x 0.074"" H (150.00mm x 37.50mm x 1.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/313070003_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_313070003.jpg,1597-1416-ND,313070003,"Seeed Technology Co., Ltd",2W SOLAR PANEL 80X180,73,0,"25.47000","0","1","-","Active","2W","360mA","5.5V","-","Monocrystalline","8.2V","-","Cells","7.087"" L x 3.150"" W x 0.098"" H (180.00mm x 80.00mm x 2.50mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT6-150.jpg,1996-1012-ND,MPT6-150,PowerFilm Inc.,SOLAR MODULE: 6V 100MA,70,0,"16.81000","0","1","-","Active","600mW","100mA","6V","128mA","-","9.3V","-","Cells","4.488"" L x 5.748"" W x 0.009"" H (114.00mm x 146.00mm x 0.22mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MP7.2-75F.jpg,1996-1003-ND,MP7.2-75F,PowerFilm Inc.,SOLAR MODULE: 7.2V 100MA,59,0,"17.19000","0","1","Wireless Electronics","Active","860mW","120mA","7.2V","-","-","11.1V","-","Cells","9.961"" L x 2.870"" W (253.00mm x 72.90mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT15-75.jpg,1996-1005-ND,MPT15-75,PowerFilm Inc.,SOLAR MODULE: 15.4V 50MA,44,0,"19.35000","0","1","Wireless Electronics","Active","770mW","50mA","15.4V","-","-","22.2V","-","Cells","9.961"" L x 2.870"" W (253.00mm x 72.90mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_RC__2D0095BB90DCB.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_RC7.2-75F.jpg,1996-1007-ND,RC7.2-75F,PowerFilm Inc.,SOLAR MODULE: 7.2V 100MA,39,0,"21.37000","0","1","RC Aircraft","Active","860mW","120mA","7.2V","-","-","11.1V","-","Cells","10.630"" L x 3.539"" W (270.00mm x 89.90mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_RC__2D0095BB90DCB.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_RC7.2-75-PSAF.jpg,1996-1008-ND,RC7.2-75 PSAF,PowerFilm Inc.,SOLAR MODULE: 7.2V 100 MA WITH A,60,0,"22.08000","0","1","RC Aircraft","Active","860mW","120mA","7.2V","-","-","11.1V","-","Cells","10.630"" L x 3.539"" W (270.00mm x 89.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/3605_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_3605.jpg,1927-1052-ND,3605,Kitronik Ltd.,5.0V 200MA POLYCRYSTALLINE SOLAR,45,0,"22.75000","0","1","-","Active","1W","200mA","5V","-","Photovoltaic","-","-","Cells","4.331"" L x 4.331"" W x 0.118"" H (110.00mm x 110.00mm x 3.00mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Wea_0EF585F5EFFB0.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_P7.2-75F.jpg,1996-1009-ND,P7.2-75F,PowerFilm Inc.,SOLAR MODULE: 7.2V 100MA,48,0,"28.90000","0","1","WeatherPro","Active","860mW","120mA","7.2V","-","-","11.1V","-","Cells","10.630"" L x 3.941"" W (270.00mm x 100.10mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MP7.2-150F.jpg,1996-1004-ND,MP7.2-150F,PowerFilm Inc.,SOLAR MODULE: 7.2V 200MA,59,0,"34.38000","0","1","Wireless Electronics","Active","1.73W","240mA","7.2V","-","-","11.1V","-","Cells","9.961"" L x 5.748"" W (253.00mm x 146.00mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Wea_0EF585F5EFFB0.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_PT15-75.jpg,1996-1011-ND,PT15-75,PowerFilm Inc.,SOLAR MODULE: 15.4V 50MA,59,0,"35.68000","0","1","WeatherPro","Active","770mW","50mA","15.4V","-","-","22.2V","-","Cells","10.630"" L x 3.941"" W (270.00mm x 100.10mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT15-150.jpg,1996-1006-ND,MPT15-150,PowerFilm Inc.,SOLAR MODULE: 15.4V 100MA,48,0,"38.70000","0","1","Wireless Electronics","Active","1.54W","100mA","15.4V","-","-","22.2V","-","Cells","9.961"" L x 5.748"" W (253.00mm x 146.00mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Wea_0EF585F5EFFB0.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_PT15-150.jpg,1996-1001-ND,PT15-150,PowerFilm Inc.,SOLAR MODULE: 15.4V 100MA,36,0,"46.24000","0","1","WeatherPro","Active","1.54W","100mA","15.4V","128mA","-","22.2V","-","Cells","10.630"" L x 6.890"" W x 0.044"" H (270.00mm x 175.00mm x 1.12mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Wea_0EF585F5EFFB0.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_P7.2-150F.jpg,1996-1010-ND,P7.2-150F,PowerFilm Inc.,SOLAR MODULE: 7.2V 200MA,51,0,"51.04000","0","1","WeatherPro","Active","1.73W","240mA","7.2V","-","-","11.1V","-","Cells","10.630"" L x 6.890"" W (270.00mm x 175.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0569_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0569.jpg,1910-1023-ND,PIS-0569,Pi Supply,PIJUICE SOLAR PANEL - 6 WATT,23,0,"183.48000","0","1","-","Active","6W","-","5.5V","-","-","-","-","Cells","6.890"" L x 6.890"" W x 1.378"" H (175.00mm x 175.00mm x 35.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0570_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0570.jpg,1910-1012-ND,PIS-0570,Pi Supply,PIJUICE SOLAR PANEL - 12 WATT,25,0,"305.17000","0","1","-","Active","12W","-","5.5V","-","-","-","-","Cells","11.417"" L x 7.480"" W x 1.575"" H (290.00mm x 190.00mm x 40.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0571_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0571.jpg,1910-1007-ND,PIS-0571,Pi Supply,PIJUICE SOLAR PANEL - 22 WATT,24,0,"406.30000","0","1","-","Active","22W","-","5.5V","-","-","-","-","Cells","11.417"" L x 7.480"" W x 1.575"" H (290.00mm x 190.00mm x 40.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0572_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0572.jpg,1910-1003-ND,PIS-0572,Pi Supply,PIJUICE SOLAR PANEL - 40 WATT,24,0,"610.38000","0","1","-","Active","40W","-","6.5V","-","-","-","-","Cells","13.386"" L x 8.268"" W x 2.165"" H (340.00mm x 210.00mm x 55.00mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/photos/Sanyo%20Photos/AM-5610CAR.jpg,869-1009-ND,AM-5610CAR,Panasonic - BSG,SOLAR CELL AM 25MM X 20MM,0,0,"4.80000","0","1","Amorton","Active","16.8mW","5.1mA","3.3V","-","Amorphous","5.1V","-10°C ~ 60°C","Cells","0.984"" L x 0.787"" W x 0.074"" H (25.00mm x 20.00mm x 1.80mm)"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ca_amorton_solar_cells_2018_en.pdf,//media.digikey.com/Photos/Sanyo%20Photos/AM-8701CAR.jpg,869-1014-ND,AM-8701CAR,Panasonic - BSG,SOLAR CELL AM 57.7MMX 55.1MM,14,0,"12.17000","0","1","Amorton","Active","182mW","46.6mA","3.9V","-","Amorphous","6V","-10°C ~ 60°C","Cells","2.272"" L x 2.169"" W x 0.043"" H (57.70mm x 55.10mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/313070000_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_313070000.jpg,1597-1413-ND,313070000,"Seeed Technology Co., Ltd",2.5W SOLAR PANEL 116X160,12,0,"31.84000","0","1","-","Active","2.5W","450mA","5.5V","-","Monocrystalline","8.2V","-","Cells","6.300"" L x 4.567"" W x 0.059"" H (160.00mm x 116.00mm x 1.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2885456.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2885456.jpg,277-9379-ND,2885456,Phoenix Contact,SOLAR MODULE 17.9VDC OUT,1,0,"589.37000","0","1","-","Active","50W","2.75A","18.1V","2.95A","Monocrystalline","-","-","Module","29.300"" L x 27.800"" W x 1.417"" H (744.00mm x 706.00mm x 36.00mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-12X1F.pdf,-,KXOB25-12X1F-TR-ND,KXOB25-12X1F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"1.22400","0","2500","IXOLAR™","Active","24.5mW","43.9mA","560mV","46.7mA","Monocrystalline","690mV","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-12X1F.pdf,-,KXOB25-12X1F-CT-ND,KXOB25-12X1F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"2.03000","0","1","IXOLAR™","Active","24.5mW","43.9mA","560mV","46.7mA","Monocrystalline","690mV","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-12X1F.pdf,-,KXOB25-12X1F-DKR-ND,KXOB25-12X1F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"Digi-Reel","0","1","IXOLAR™","Active","24.5mW","43.9mA","560mV","46.7mA","Monocrystalline","690mV","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-04X3F.pdf,-,KXOB25-04X3F-TR-ND,KXOB25-04X3F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"1.43560","0","2500","IXOLAR™","Active","22mW","13.2mA","1.67V","14mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-04X3F.pdf,-,KXOB25-04X3F-CT-ND,KXOB25-04X3F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"2.46000","0","1","IXOLAR™","Active","22mW","13.2mA","1.67V","14mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-04X3F.pdf,-,KXOB25-04X3F-DKR-ND,KXOB25-04X3F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"Digi-Reel","0","1","IXOLAR™","Active","22mW","13.2mA","1.67V","14mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-01X8F.pdf,-,KXOB25-01X8F-TR-ND,KXOB25-01X8F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"1.68720","0","2500","IXOLAR™","Active","24.5mW","5.5mA","4.46V","5.9mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-01X8F.pdf,-,KXOB25-01X8F-CT-ND,KXOB25-01X8F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"2.90000","0","1","IXOLAR™","Active","24.5mW","5.5mA","4.46V","5.9mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-01X8F.pdf,-,KXOB25-01X8F-DKR-ND,KXOB25-01X8F-TR,IXYS,"MADE OF MONOCRYSTALLINE, 25% HIG",0,0,"Digi-Reel","0","1","IXOLAR™","Active","24.5mW","5.5mA","4.46V","5.9mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","-"
http://ixapps.ixys.com/DataSheet/KXOB25-12X1F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-12X1F-ND,KXOB25-12X1F,IXYS,SOLAR CELL MONO,0,0,"1.76000","0","1","IXOLAR™","Active","24.5mW","43.9mA","560mV","46.7mA","Monocrystalline","690mV","-40°C ~ 90°C","Cells","0.87"" L x 0.28"" W x 0.07"" H (22.0mm x 7.0mm x 1.8mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-04X3F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-04X3F-ND,KXOB25-04X3F,IXYS,SOLAR CELL MONO,0,0,"2.10000","0","1","IXOLAR™","Active","22mW","13.2mA","1.67V","14mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","0.87"" L x 0.28"" W x 0.07"" H (22.0mm x 7.0mm x 1.8mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-01X8F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-01X8F-ND,KXOB25-01X8F,IXYS,SOLAR CELL MONO,0,0,"2.52000","0","1","IXOLAR™","Active","24.5mW","5.5mA","4.46V","5.9mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","0.87"" L x 0.28"" W x 0.07"" H (22.0mm x 7.0mm x 1.8mm)"
http://ixapps.ixys.com/DataSheet/SM111K04L.pdf,//media.digikey.com/Photos/IXYS%20Photos/SM111K04L.jpg,SM111K04L-ND,SM111K04L,IXYS,SOLAR CELL MONO,0,0,"3.23000","0","1","IXOLAR™","Active","98mW","43.9mA","2.23V","46.7mA","Monocrystalline","2.76V","-40°C ~ 90°C","Cells","1.69"" L x 0.55"" W x 0.08"" H (43.0mm x 14.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM940K09L.pdf,//media.digikey.com/Photos/IXYS%20Photos/MFG_SM940K09L.jpg,SM940K09L-ND,SM940K09L,IXYS,SOLAR CELL MONO,0,0,"5.95000","0","1","IXOLAR™","Active","184mW","36.6mA","5.02V","39mA","Monocrystalline","6.22V","-40°C ~ 90°C","Cells","1.75"" L x 0.85"" W x 0.05"" H (44.5mm x 21.5mm x 1.3mm)"
http://ixapps.ixys.com/DataSheet/SM111K09L.pdf,//media.digikey.com/Photos/IXYS%20Photos/MFG_SM111K09L.jpg,SM111K09L-ND,SM111K09L,IXYS,SOLAR CELL MONO,0,0,"7.03000","0","1","IXOLAR™","Active","220mW","43.9mA","5.02V","46.7mA","Monocrystalline","6.22V","-40°C ~ 90°C","Cells","2.44"" L x 0.83"" W x 0.08"" H (62.0mm x 21.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM940K12L.pdf,//media.digikey.com/Photos/IXYS%20Photos/SM940K12L.jpg,SM940K12L-ND,SM940K12L,IXYS,SOLAR CELL MONO,0,0,"7.15000","0","1","IXOLAR™","Active","245mW","36.6mA","6.7V","39mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","1.65"" L x 1.38"" W x 0.08"" H (42.0mm x 35.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM111K08L.pdf,//media.digikey.com/Photos/IXYS%20Photos/SM111K08L.jpg,SM111K08L-ND,SM111K08L,IXYS,SOLAR CELL MONO,0,0,"7.43000","0","1","IXOLAR™","Active","196mW","43.9mA","4.46V","46.7mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","3.43"" L x 0.55"" W x 0.08"" H (87.0mm x 14.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM111K10L.pdf,//media.digikey.com/Photos/IXYS%20Photos/MFG_SM111K10L.jpg,SM111K10L-ND,SM111K10L,IXYS,SOLAR CELL MONO,0,0,"7.80000","0","1","IXOLAR™","Active","245mW","43.9mA","5.58V","46.7mA","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","1.65"" L x 1.38"" W x 0.08"" H (42.0mm x 35.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM451K08L.pdf,//media.digikey.com/Photos/IXYS%20Photos/SM451K08L.jpg,SM451K08L-ND,SM451K08L,IXYS,SOLAR CELL MONO,0,0,"16.29000","0","1","IXOLAR™","Active","784mW","176mA","4.46V","187mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","3.50"" L x 2.17"" W x 0.08"" H (89.0mm x 55.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM451K10L.pdf,//media.digikey.com/Photos/IXYS%20Photos/SM451K10L.jpg,SM451K10L-ND,SM451K10L,IXYS,SOLAR CELL MONO,0,0,"18.15000","0","1","IXOLAR™","Active","980mW","176mA","5.58V","187mA","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","3.50"" L x 2.64"" W x 0.08"" H (89.0mm x 67.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM451K12L.pdf,//media.digikey.com/Photos/IXYS%20Photos/SM451K12L.jpg,SM451K12L-ND,SM451K12L,IXYS,SOLAR CELL MONO,0,0,"23.88000","0","1","IXOLAR™","Active","1.176W","176mA","6.7V","187mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","3.54"" L x 3.11"" W x 0.08"" H (90.0mm x 79.0mm x 2.0mm)"
http://ixapps.ixys.com/DataSheet/SM531K12L.pdf,-,SM531K12L-ND,SM531K12L,IXYS,SOLAR CELL MONO 25% 89X77MM,0,0,"23.88000","0","1","IXOLAR™","Active","1.37W","205mA","6.7V","218mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","3.543"" L x 3.110"" W x 0.079"" H (90.00mm x 79.00mm x 2.00mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Wea_0EF585F5EFFB0.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_PT15-300.jpg,1996-1002-ND,PT15-300,PowerFilm Inc.,SOLAR MODULE: 15.4V 200MA,0,0,"78.56000","0","1","WeatherPro","Active","3.08W","200mA","15.4V","256mA","-","22.2V","-","Cells","10.630"" L x 12.791"" W x 0.044"" H (270.00mm x 324.90mm x 1.12mm)"
http://ixapps.ixys.com/DataSheet/SM262K10L.pdf,-,SM262K10L-ND,SM262K10L,IXYS,SOLAR CELL MONO 25% 220X126MM,0,0,"80.58000","0","1","IXOLAR™","Active","5.71W","1.02A","5.58V","1.09A","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","8.661"" L x 4.961"" W x 0.083"" H (220.00mm x 126.00mm x 2.10mm)"
//media.digikey.com/PDF/Data%20Sheets/Enocean%20PDFs/ECS300_310.pdf,//media.digikey.com/Photos/Enocean%20Photos/ECS300.JPG,1084-1004-ND,ECS300,Enocean,SOLAR CELL FOR STM300,0,0,"1.38752","0","250","-","Active","-","4.5µA","3V","6.5µA","-","4V","-20°C ~ 65°C","Cell (8)","1.378"" L x 0.504"" W x 0.043"" H (35.00mm x 12.80mm x 1.10mm)"
