Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Sensor Type","Sensing Distance","Output Type","Response Frequency","Shielding","Material - Body","Voltage - Supply","Termination Style","Operating Temperature","Ingress Protection","Indicator","Package / Case"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/GX-133.jpg,1110-1172-ND,GX-H12B,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 3.3MM MOD,12,0,"26.80000","0","1","GX","Active","Inductive","0.13"" (3.3mm)","NPN-NC, 3-Wire","500Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/GX-133.jpg,1110-1165-ND,GX-H12AI-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 3.3MM MOD,9,0,"26.80000","0","1","GX","Active","Inductive","0.13"" (3.3mm)","PNP-NO, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/GX-F8BI-P.jpg,1110-1938-ND,GX-F8AI-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.1MM MOD,11,0,"26.80000","0","1","GX","Active","Inductive","0.083"" (2.1mm)","PNP-NO, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/GX-F8BI-P.jpg,1110-1147-ND,GX-F8BI-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.1MM MOD,9,0,"26.80000","0","1","GX","Active","Inductive","0.083"" (2.1mm)","PNP-NC, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/GX-133.jpg,1110-1163-ND,GX-H12AI,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 3.3MM MOD,8,0,"26.80000","0","1","GX","Active","Inductive","0.13"" (3.3mm)","NPN-NO, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/GX-133.jpg,1110-1176-ND,GX-H12BI-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 3.3MM MOD,7,0,"26.80000","0","1","GX","Active","Inductive","0.13"" (3.3mm)","PNP-NC, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12KS04-M1-C2.JPG,Z4133-ND,E2B-M12KS04-M1-C2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,21,0,"27.29000","0","1","E2B","Active","Inductive","0.157"" (4mm)","NPN-NC, 3-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12KN08-M1-B2.JPG,Z4156-ND,E2B-M12KN08-M1-B2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,15,70,"27.29000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NC, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12KN08-M1-B1.jpg,Z4154-ND,E2B-M12KN08-M1-B1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,3,227,"27.29000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NO, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12KS04-M1-B2.jpg,Z4132-ND,E2B-M12KS04-M1-B2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,11,0,"27.29000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NC, 3-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12KN08-M1-C2.JPG,Z4157-ND,E2B-M12KN08-M1-C2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,9,0,"27.29000","0","1","E2B","Active","Inductive","0.315"" (8mm)","NPN-NC, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M18-Z.jpg,1110-1680-ND,GX-M18A-P-Z,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4MM CYLIND,10,0,"28.00000","0","1","GX-M","Active","Inductive","0.157"" (4mm)","PNP-NO, 3-Wire","2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Connector","-25°C ~ 70°C","IP67, IP69K","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M12.jpg,1110-1673-ND,GX-M12B-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 1.6MM CYL,7,0,"28.00000","0","1","GX-M","Active","Inductive","0.063"" (1.6mm)","PNP-NC, 3-Wire","5kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M12"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M18-Z.jpg,1110-1686-ND,GX-M18B-P-Z,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4MM CYLIND,6,0,"28.00000","0","1","GX-M","Active","Inductive","0.157"" (4mm)","PNP-NC, 3-Wire","2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Connector","-25°C ~ 70°C","IP67, IP69K","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12KS04-WP-B1%202M.JPG,Z4122-ND,E2B-M12KS04-WP-B1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,53,0,"29.00000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NO, 3-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M12KN08-WP.jpg,Z4148-ND,E2B-M12KN08-WP-B2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,28,0,"29.00000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NC, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M12KN08-WP.jpg,Z4152-ND,E2B-M12KN08-WP-C2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,16,0,"29.00000","0","1","E2B","Active","Inductive","0.315"" (8mm)","NPN-NC, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M18.jpg,1110-1685-ND,GX-M18B-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4MM CYLIND,30,0,"30.00000","0","1","GX-M","Active","Inductive","0.157"" (4mm)","PNP-NC, 3-Wire","2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M18.jpg,1110-1678-ND,GX-M18A,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4MM CYLIND,15,0,"30.00000","0","1","GX-M","Active","Inductive","0.157"" (4mm)","NPN-NO, 3-Wire","2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M18.jpg,1110-1684-ND,GX-M18B,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4MM CYLIND,9,0,"30.00000","0","1","GX-M","Active","Inductive","0.157"" (4mm)","NPN-NC, 3-Wire","2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M18.jpg,1110-1679-ND,GX-M18A-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4MM CYLIND,8,0,"30.00000","0","1","GX-M","Active","Inductive","0.157"" (4mm)","PNP-NO, 3-Wire","2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/GX-133.jpg,1110-1174-ND,GX-H12BI,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 3.3MM MOD,11,0,"30.07000","0","1","GX","Active","Inductive","0.13"" (3.3mm)","NPN-NC, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M18KN16-M1.jpg,Z4205-ND,E2B-M18KN16-M1-C2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 16MM CYL,16,0,"30.69000","0","1","E2B","Active","Inductive","0.630"" (16mm)","NPN-NC, 3-Wire","400Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M18KN16-M1.jpg,Z4202-ND,E2B-M18KN16-M1-B1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 16MM CYL,14,107,"30.69000","0","1","E2B","Active","Inductive","0.630"" (16mm)","PNP-NO, 3-Wire","400Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-S08KS02-MC-C2.JPG,Z4085-ND,E2B-S08KS02-MC-C2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2MM CYLIND,11,0,"30.69000","0","1","E2B","Active","Inductive","0.079"" (2mm)","NPN-NC, 3-Wire","1.5kHz","Shielded","Stainless Steel","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-S08KS02-MC-B2.JPG,Z4084-ND,E2B-S08KS02-MC-B2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2MM CYLIND,10,60,"30.69000","0","1","E2B","Active","Inductive","0.079"" (2mm)","PNP-NC, 3-Wire","1.5kHz","Shielded","Stainless Steel","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-S08KN04-MC-B2.JPG,Z4108-ND,E2B-S08KN04-MC-B2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,8,0,"30.69000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NC, 3-Wire","1kHz","Unshielded","Stainless Steel","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M18KS08-M1.jpg,Z4180-ND,E2B-M18KS08-M1-B2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,8,0,"30.69000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NC, 3-Wire","500Hz","Shielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M18KN16-WP.jpg,Z4194-ND,E2B-M18KN16-WP-B1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 16MM CYL,87,31,"32.40000","0","1","E2B","Active","Inductive","0.630"" (16mm)","PNP-NO, 3-Wire","400Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-S08KN04-WP.jpg,Z4098-ND,E2B-S08KN04-WP-B1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,58,99,"32.40000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NO, 3-Wire","1kHz","Unshielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M18KS08-WP.jpg,Z4174-ND,E2B-M18KS08-WP-C1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,37,49,"32.40000","0","1","E2B","Active","Inductive","0.315"" (8mm)","NPN-NO, 3-Wire","500Hz","Shielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-S08KS02-WP.jpg,Z4080-ND,E2B-S08KS02-WP-C2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2MM CYLIND,36,0,"32.40000","0","1","E2B","Active","Inductive","0.079"" (2mm)","NPN-NC, 3-Wire","1.5kHz","Shielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M18KN16-WP.jpg,Z4200-ND,E2B-M18KN16-WP-C2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 16MM CYL,26,0,"32.40000","0","1","E2B","Active","Inductive","0.630"" (16mm)","NPN-NC, 3-Wire","400Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-S08KN04-WP.jpg,Z4102-ND,E2B-S08KN04-WP-C1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,18,0,"32.40000","0","1","E2B","Active","Inductive","0.157"" (4mm)","NPN-NO, 3-Wire","1kHz","Unshielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-S08KN04-WP.jpg,Z4100-ND,E2B-S08KN04-WP-B2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,12,0,"32.40000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NC, 3-Wire","1kHz","Unshielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M18KS08-WP.jpg,Z4170-ND,E2B-M18KS08-WP-B1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,11,14,"32.40000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NO, 3-Wire","500Hz","Shielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-S08KS02-WP.jpg,Z4076-ND,E2B-S08KS02-WP-B2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2MM CYLIND,9,25,"32.40000","0","1","E2B","Active","Inductive","0.079"" (2mm)","PNP-NC, 3-Wire","1.5kHz","Shielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M18KS08-WP.jpg,Z4172-ND,E2B-M18KS08-WP-B2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,6,0,"32.40000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NC, 3-Wire","500Hz","Shielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/GX-F8BI-P.jpg,1110-1137-ND,GX-F8A-C5,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.1MM MOD,94,0,"33.40000","0","1","GX","Active","Inductive","0.083"" (2.1mm)","NPN-NO, 3-Wire","500Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12LS04-M1.jpg,Z4144-ND,E2B-M12LS04-M1-B2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,19,493,"34.11000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NC, 3-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12LS04-M1.jpg,Z4145-ND,E2B-M12LS04-M1-C2,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,19,0,"34.11000","0","1","E2B","Active","Inductive","0.157"" (4mm)","NPN-NC, 3-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12LN08-M1.jpg,Z4166-ND,E2B-M12LN08-M1-B1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,0,67,"34.11000","0","1","E2B","Active","Inductive","0.315"" (8mm)","PNP-NO, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gl_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GL-18%20SERIES.jpg,1110-1919-ND,GL-18HL,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 10MM IP67 MOD,33,10,"35.00000","0","1","GL","Active","Inductive","0.394"" (10mm)","NPN-NO, 3-Wire","500Hz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gl_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GL-18%20SERIES.jpg,1110-2203-ND,GL-18H,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 4MM IP67 MOD,27,22,"35.00000","0","1","GL","Active","Inductive","0.157"" (4mm)","NPN-NO, 3-Wire","1kHz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gl_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GL-18HLB.jpg,1110-2694-ND,GL-18HLB,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 10MM IP67 MOD,11,0,"35.00000","0","1","GL","Active","Inductive","0.394"" (10mm)","NPN-NC, 3-Wire","500Hz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M8.jpg,1110-1708-ND,GX-M8B-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 1.5MM CYLIND,10,0,"35.00000","0","1","GX-M","Active","Inductive","0.059"" (1.5mm)","PNP-NC, 3-Wire","5kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-ML18.jpg,1110-1740-ND,GX-ML18A-U,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 6.4MM CYL,7,0,"35.00000","0","1","GX-M","Active","Inductive","0.252"" (6.4mm)","NPN-NO, 2-Wire","1.5kHz","Unshielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M8.jpg,1110-1703-ND,GX-M8A-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 1.5MM CYLIND,6,0,"35.00000","0","1","GX-M","Active","Inductive","0.059"" (1.5mm)","PNP-NO, 3-Wire","5kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-ML8A-U.jpg,1110-1748-ND,GX-ML8A-U,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.5MM CYL,75,0,"36.00000","0","1","GX-M","Active","Inductive","0.098"" (2.5mm)","NPN-NO, 2-Wire","1.1kHz","Unshielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68, IP69K","LED","Cylinder, Threaded - M8"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M8-Z.jpg,1110-1704-ND,GX-M8A-P-Z,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 1.5MM CYLIND,13,0,"36.00000","0","1","GX-M","Active","Inductive","0.059"" (1.5mm)","PNP-NO, 3-Wire","5kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-m_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-M8-Z.jpg,1110-1706-ND,GX-M8A-Z,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 1.5MM CYLIND,8,0,"36.00000","0","1","GX-M","Active","Inductive","0.059"" (1.5mm)","NPN-NO, 3-Wire","5kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
