Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","For Measuring","Technology","Rotation Angle - Electrical, Mechanical","Linear Range","Output","Output Signal","Actuator Type","Linearity","Resistance","Resistance Tolerance","Voltage - Supply","Mounting Type","Termination Style","Operating Temperature","Package / Case","Supplier Device Package"
https://product.tdk.com/info/en/catalog/datasheets/sensor_angle-tmr-angle_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TAS2141-AAAx.jpg,445-175080-6-ND,TAS2143-AAAA,TDK Corporation,SENSOR ANGLE 360DEG SMD,4097,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Magnetoresistive","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","5 kOhms","-","3V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C (TA)","8-TSSOP (0.173"", 4.40mm Width)","8-TSSOP"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90365-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90365KDC-ABD-000-TU-ND,MLX90365KDC-ABD-000-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,7611,0,"5.02000","0","1","Tube","Automotive, AEC-Q100, Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx91204-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX91204KDC-ABA-002-TU-ND,MLX91204KDC-ABA-002-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,1951,0,"5.57000","0","1","Tube","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx91204-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX91204KDC-ABA-001-TU-ND,MLX91204KDC-ABA-001-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,1939,0,"5.57000","0","1","Tube","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316EDC-BDG-100-TU-ND,MLX90316EDC-BDG-100-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,1397,0,"5.83000","0","1","Tube","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","SPI","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 85°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.spectrasymbol.com/wp-content/uploads/2016/12/FLEX-SENSOR-DATA-SHEET-v2014-Rev-A.pdf,//media.digikey.com/Photos/Spectra%20Symbol/FS2-L-055-103-ST.jpg,905-1093-ND,FS2-L-055-103-ST,Spectra Symbol,SENSOR LINEAR 55.37MM SOLDER TAB,213,0,"11.76000","0","1","Bulk","FS","Active","Linear Position","Resistive","-","0 ~ 55.37mm (0 ~ 2.18"")","Resistive","-","Flexible Membrane - Linear","-","10 kOhms","±30%","-","Custom","Solder Tab","-35°C ~ 80°C","Sensor Strip","-"
//media.digikey.com/pdf/Data%20Sheets/Spectra%20Symbol/SP%20Series%20SoftPot.pdf,//media.digikey.com/photos/Spectra%20Symbol/SP-L.JPG,905-1063-ND,SP-L-0050-103-1%-RH,Spectra Symbol,SENSOR LINEAR 50MM CONNECTOR,128,0,"12.01000","0","1","Bulk","SoftPot","Active","Linear Position","Resistive","-","0 ~ 50.00mm (0 ~ 1.97"")","Resistive","-","Flexible Membrane - Linear","±1%","10 kOhms","±20%","-","Custom","Connector","-40°C ~ 50°C","Sensor Strip","-"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/16-TSSOP.jpg,MLX90316KGO-BCG-200-SP-ND,MLX90316KGO-BCG-200-SP,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,236,0,"12.39000","0","1","Bulk","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/16-TSSOP.jpg,MLX90316KGO-BDG-100-SP-ND,MLX90316KGO-BDG-100-SP,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,173,0,"12.39000","0","1","Bulk","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","SPI","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
//media.digikey.com/pdf/Data%20Sheets/Spectra%20Symbol/SP%20Series%20SoftPot.pdf,//media.digikey.com/photos/Spectra%20Symbol/SP-L.JPG,905-1042-ND,SP-L-0100-103-3%-RH,Spectra Symbol,SENSOR LINEAR 100MM CONNECTOR,411,0,"13.33000","0","1","Bulk","SoftPot","Active","Linear Position","Resistive","-","0 ~ 100.00mm (0 ~ 3.94"")","Resistive","-","Flexible Membrane - Linear","±3%","10 kOhms","±20%","-","Custom","Connector","-40°C ~ 50°C","Sensor Strip","-"
//media.digikey.com/pdf/Data%20Sheets/Spectra%20Symbol/SP%20Series%20SoftPot.pdf,//media.digikey.com/photos/Spectra%20Symbol/SP-R.jpg,905-1059-ND,SP-R-0046-353-103-3%-RH,Spectra Symbol,SENSOR ROTARY 353DEG CONNECTOR,116,0,"14.53000","0","1","Bulk","SoftPot","Active","Rotary Position","Resistive","0° ~ 353°","-","Resistive","-","Flexible Membrane - Rotary","±3%","10 kOhms","±20%","-","Custom","Connector","-40°C ~ 50°C","Circle Sensor Strip","-"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/404.pdf,//media.digikey.com/Photos/TT%20Electronics-Optek%20Photos/MFG_404R.jpg,987-1027-ND,404R5KL1.0,TT Electronics/BI,SENSOR LINEAR 12.7MM SLD TURRET,266,0,"23.62000","0","1","Bulk","Model 404","Active","Linear Position","Resistive","-","0 ~ 12.70mm (0 ~ 0.50"")","Resistive","-","Round Shaft","±1%","5 kOhms","±10%","-","Chassis Mount","Solder Turret","-40°C ~ 125°C","Box with Solder Turrets","-"
http://sensing.honeywell.com/index.php?ci_id=151835,//media.digikey.com/Photos/Honeywell%20Photos/640GS103B06NBAY.jpg,480-5912-ND,640GS103B06NBAY,Honeywell Sensing and Productivity Solutions,SENSOR ROTARY 360DEG WIRE LEADS,839,0,"30.22000","0","1","Bulk","640","Active","Rotary Position","Resistive","0° ~ 360°, Continuous","-","Analog Voltage","Clockwise Increase","Hole for Shaft","±5%","10 kOhms","±15%","-","Chassis Mount","Wire Leads","-40°C ~ 120°C","Box with Wire Leads","-"
http://switches-sensors.zf.com/us/wp-content/uploads/sites/7/2012/03/Angle-Position-Sensor-AN1-Datasheet.pdf,//media.digikey.com/photos/Cherry%20Switch%20Photos/AN101101.JPG,CH925-ND,AN101101,ZF Electronics,SENSOR ROTARY 120 DEG CONNECTOR,483,0,"35.77000","0","1","Bulk","AN1","Active","Rotary Position","Magnetoresistive","5° ~ 85°, 0° ~ 120°","-","Analog Voltage","Counterclockwise Increase","Slotted Shaft","±2%","-","-","5V","Chassis Mount","Connector","-40°C ~ 125°C","Box with Connector","-"
http://www.vishay.com/docs/57099/351he.pdf,//media.digikey.com/Photos/Vishay%20Spectrol%20Photos/351HE0B4WA1S22.jpg,693-1000-ND,351HE0B4WA1S22,Vishay Spectrol,SENSOR ROTARY 360DEG WIRE LEADS,124,0,"42.34000","0","1","Bulk","-","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","Clockwise Increase","Slotted Shaft","±0.5%","-","-","4.5V ~ 5.5V","Chassis Mount","Wire Leads","-45°C ~ 125°C","Module, Slotted Shaft","-"
http://ecatalog.beisensors.com/Asset/ds_9850_Series.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_9851R5KL2.0.jpg,1724-1067-ND,9851R5KL2.0,Sensata-BEI Sensors,SENSOR ROTARY 120 DEG CONNECTOR,170,0,"68.33000","0","1","Bulk","9850 Gen II","Active","Rotary Position","Resistive","0° ~ 85°, 0° ~ 120°","-","Resistive","-","Hole for Shaft","±2%","5 kOhms","±20%","-","Chassis Mount","Connector","-40°C ~ 125°C","Box with Connector","-"
http://sensing.honeywell.com/index.php?ci_id=45292,//media.digikey.com/Photos/Honeywell%20Photos/480-3322.jpg,480-3322-ND,SPS-L225-HALS,Honeywell Sensing and Productivity Solutions,SENSOR LINEAR 225MM WIRE LEAD,45,0,"180.18000","0","1","Box","SPS","Active","Linear Position","Magnetoresistive","-","0 ~ 225.00mm (0 ~ 8.86"")","Analog Voltage","-","External Magnet, Included","±4%","-","-","6V ~ 24V","Chassis Mount","Wire Leads","-40°C ~ 125°C","Box with Wire Leads","-"
http://ecatalog.beisensors.com/Asset/600_Series.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_60xRxxKL.xx.jpg,1724-1224-ND,604R4KL.15,Sensata-BEI Sensors,SENSOR LINEAR 101.6MM WIRE LEAD,33,0,"485.00000","0","1","Bulk","600","Active","Linear Position","Resistive","-","0 ~ 101.60mm (0 ~ 4.00"")","Resistive","-","Shaft","±0.15%","4 kOhms","-","-","Chassis Mount","Wire Leads","-55°C ~ 125°C","Cylinder, Wire Leads","-"
http://www.vishaypg.com/docs/11350/hs-series.pdf,//media.digikey.com/Photos/Micro-Measurements/HS25.jpg,1033-1019-ND,MMF021631,Micro-Measurements (Division of Vishay Precision Group),SENSOR LINEAR 25.4MM WIRE LEADS,33,0,"1064.00000","0","1","Bulk","HS","Active","Linear Position","Resistive","-","0 ~ 25.40mm (0 ~ 1.00"")","Resistive","-","Round Shaft","±0.35%","-","-","2V ~ 10V","Custom","Wire Leads","-10°C ~ 60°C","Cylinder, Wire Leads","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KMT32B&DocType=Data+Sheet&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/KMT36H-TD.JPG,223-1255-2-ND,G-MRCO-016,TE Connectivity Measurement Specialties,SENSOR ANGLE 180DEG SMD,6000,0,"0.97500","0","3000","Tape & Reel (TR)","KMT","Active","Angle","Magnetoresistive","0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Not Included","±0.2%","3.6 kOhms","-","5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","8-WFDFN Exposed Pad","8-TDFN (2.5x2.5)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KMT32B&DocType=Data+Sheet&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/KMT36H-TD.JPG,223-1255-1-ND,G-MRCO-016,TE Connectivity Measurement Specialties,SENSOR ANGLE 180DEG SMD,8978,0,"2.65000","0","1","Cut Tape (CT)","KMT","Active","Angle","Magnetoresistive","0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Not Included","±0.2%","3.6 kOhms","-","5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","8-WFDFN Exposed Pad","8-TDFN (2.5x2.5)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KMT32B&DocType=Data+Sheet&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/KMT36H-TD.JPG,223-1255-6-ND,G-MRCO-016,TE Connectivity Measurement Specialties,SENSOR ANGLE 180DEG SMD,8978,0,"Digi-Reel","0","1","Digi-Reel®","KMT","Active","Angle","Magnetoresistive","0° ~ 180°","-","Wheatstone Bridge","-","External Magnet, Not Included","±0.2%","3.6 kOhms","-","5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","8-WFDFN Exposed Pad","8-TDFN (2.5x2.5)"
https://www.nxp.com/docs/en/data-sheet/KMZ60.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-8400-2-ND,"KMZ60,115",NXP USA Inc.,SENSOR ANGLE 360DEG SMD,12000,0,"1.15185","0","1000","Tape & Reel (TR)","-","Active","Angle","Magnetoresistive","0° ~ 360°","-","Wheatstone Bridge","-","External Magnet, Not Included","-","5 kOhms","-","2.7V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.nxp.com/docs/en/data-sheet/KMZ60.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-8400-1-ND,"KMZ60,115",NXP USA Inc.,SENSOR ANGLE 360DEG SMD,12858,0,"2.96000","0","1","Cut Tape (CT)","-","Active","Angle","Magnetoresistive","0° ~ 360°","-","Wheatstone Bridge","-","External Magnet, Not Included","-","5 kOhms","-","2.7V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.nxp.com/docs/en/data-sheet/KMZ60.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-8400-6-ND,"KMZ60,115",NXP USA Inc.,SENSOR ANGLE 360DEG SMD,12858,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Magnetoresistive","0° ~ 360°","-","Wheatstone Bridge","-","External Magnet, Not Included","-","5 kOhms","-","2.7V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://sensing.honeywell.com/index.php/ci_id/51624/la_id/1/document/1/re_id/0,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,480-4488-2-ND,APS00B,Honeywell Sensing and Productivity Solutions,SENSOR ANGLE 90DEG SMD,4000,0,"1.49350","0","1000","Tape & Reel (TR)","-","Active","Angle","Magnetoresistive","0° ~ 90°, Continuous","-","Analog Voltage","Clockwise Increase","External Magnet, Not Included","-","-","-","5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://sensing.honeywell.com/index.php/ci_id/51624/la_id/1/document/1/re_id/0,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,480-4488-1-ND,APS00B,Honeywell Sensing and Productivity Solutions,SENSOR ANGLE 90DEG SMD,4950,0,"3.85000","0","1","Cut Tape (CT)","-","Active","Angle","Magnetoresistive","0° ~ 90°, Continuous","-","Analog Voltage","Clockwise Increase","External Magnet, Not Included","-","-","-","5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.nve.com/Downloads/AAT00X.pdf,//media.digikey.com/Renders/NVE%20Renders/391;6TDFN-.80-2.5x2.5;;6.jpg,391-1065-2-ND,AAT001-10E,NVE Corp/Sensor Products,SENSOR ANGLE 360DEG SMD,1000,0,"2.39250","0","1000","Tape & Reel (TR)","AAT","Active","Angle","Magnetoresistive","0° ~ 360°, Continuous","-","Resistive","-","External Magnet, Not Included","-","2.5 MOhms","-","5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","6-WDFN Exposed Pad","6-TDFN (2.5x2.5)"
https://www.nve.com/Downloads/AAT00X.pdf,//media.digikey.com/Renders/NVE%20Renders/391;6TDFN-.80-2.5x2.5;;6.jpg,391-1065-1-ND,AAT001-10E,NVE Corp/Sensor Products,SENSOR ANGLE 360DEG SMD,1998,0,"6.17000","0","1","Cut Tape (CT)","AAT","Active","Angle","Magnetoresistive","0° ~ 360°, Continuous","-","Resistive","-","External Magnet, Not Included","-","2.5 MOhms","-","5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","6-WDFN Exposed Pad","6-TDFN (2.5x2.5)"
https://www.nve.com/Downloads/AAT00X.pdf,//media.digikey.com/Renders/NVE%20Renders/391;6TDFN-.80-2.5x2.5;;6.jpg,391-1065-6-ND,AAT001-10E,NVE Corp/Sensor Products,SENSOR ANGLE 360DEG SMD,1998,0,"Digi-Reel","0","1","Digi-Reel®","AAT","Active","Angle","Magnetoresistive","0° ~ 360°, Continuous","-","Resistive","-","External Magnet, Not Included","-","2.5 MOhms","-","5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","6-WDFN Exposed Pad","6-TDFN (2.5x2.5)"
https://www.monolithicpower.com/pub/media/document/datasheet_MA300_rev1.3.pdf,//media.digikey.com/Photos/Monolithic%20Power%20Systems%20Inc/MA300GQ-P.jpg,1589-1443-2-ND,MA300GQ-P,Monolithic Power Systems Inc.,SENSOR ANGLE SMD,500,0,"3.79750","0","500","Tape & Reel (TR)","-","Not For New Designs","Angle","Hall Effect","-","-","SPI","-","External Magnet, Not Included","-","-","-","3V ~ 3.6V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.monolithicpower.com/pub/media/document/datasheet_MA300_rev1.3.pdf,//media.digikey.com/Photos/Monolithic%20Power%20Systems%20Inc/MA300GQ-P.jpg,1589-1443-1-ND,MA300GQ-P,Monolithic Power Systems Inc.,SENSOR ANGLE SMD,625,0,"7.68000","0","1","Cut Tape (CT)","-","Not For New Designs","Angle","Hall Effect","-","-","SPI","-","External Magnet, Not Included","-","-","-","3V ~ 3.6V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.monolithicpower.com/pub/media/document/datasheet_MA300_rev1.3.pdf,//media.digikey.com/Photos/Monolithic%20Power%20Systems%20Inc/MA300GQ-P.jpg,1589-1443-6-ND,MA300GQ-P,Monolithic Power Systems Inc.,SENSOR ANGLE SMD,625,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","Angle","Hall Effect","-","-","SPI","-","External Magnet, Not Included","-","-","-","3V ~ 3.6V","Surface Mount","SMD (SMT) Tab","-40°C ~ 125°C","16-VFQFN Exposed Pad","16-QFN (3x3)"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90360-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90360KDC-ACD-000-TU-ND,MLX90360KDC-ACD-000-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,2869,0,"4.59000","0","1","Tube","Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90365-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90365KDC-ABD-000-SP-ND,MLX90365KDC-ABD-000-SP,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,707,0,"4.59000","0","1","Tube","Automotive, AEC-Q100, Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90365-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90365LDC-ABD-200-SP-ND,MLX90365LDC-ABD-200-SP,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,148,0,"4.76000","0","1","Bulk","Automotive, AEC-Q100, Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage, PWM","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90365-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90365LDC-ABD-000-TU-ND,MLX90365LDC-ABD-000-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,3731,0,"5.22000","0","1","Tube","Automotive, AEC-Q100, Triaxis®","Active","Linear, Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316KDC-BDG-100-TU-ND,MLX90316KDC-BDG-100-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,529,0,"6.06000","0","1","Tube","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","SPI","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,MLX90316LDC-BCG-000-TU-ND,MLX90316LDC-BCG-000-TU,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,128,0,"6.29000","0","1","Tube","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://ams.com/documents/20143/36005/AS5262_DS000377_1-00.pdf,//media.digikey.com/Renders/AMS%20Renders/961;-16MLF-1-6x6;-;-16.jpg,AS5262-HMFMTR-ND,AS5262-HMFM,ams,SENSOR ANGLE 360DEG SMD,500,0,"8.61300","0","500","Tape & Reel (TR)","-","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","16-VQFN Exposed Pad","16-MLF (6x6)"
https://ams.com/documents/20143/36005/AS5262_DS000377_1-00.pdf,//media.digikey.com/Renders/AMS%20Renders/961;-16MLF-1-6x6;-;-16.jpg,AS5262-HMFMCT-ND,AS5262-HMFM,ams,SENSOR ANGLE 360DEG SMD,993,0,"16.01000","0","1","Cut Tape (CT)","-","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","16-VQFN Exposed Pad","16-MLF (6x6)"
https://ams.com/documents/20143/36005/AS5262_DS000377_1-00.pdf,//media.digikey.com/Renders/AMS%20Renders/961;-16MLF-1-6x6;-;-16.jpg,AS5262-HMFMDKR-ND,AS5262-HMFM,ams,SENSOR ANGLE 360DEG SMD,993,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Angle","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","-","-","-","4.5V ~ 5.5V","Surface Mount","SMD (SMT) Tab","-40°C ~ 150°C","16-VQFN Exposed Pad","16-MLF (6x6)"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90316-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/16-TSSOP.jpg,MLX90316LGO-BCG-000-SP-ND,MLX90316LGO-BCG-000-SP,Melexis Technologies NV,SENSOR ROTARY 360DEG SMD,128,0,"11.28000","0","1","Bulk","Triaxis®","Active","Rotary Position","Hall Effect","0° ~ 360°, Continuous","-","Analog Voltage","-","External Magnet, Not Included","±1°","-","-","4.5V ~ 5.5V","Surface Mount","Gull Wing","-40°C ~ 150°C","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/404.pdf,//media.digikey.com/Photos/TT%20Electronics-Optek%20Photos/MFG_404R.jpg,987-1026-ND,404R1KL1.0,TT Electronics/BI,SENSOR LINEAR 12.7MM SLD TURRET,128,0,"23.62000","0","1","Bulk","Model 404","Active","Linear Position","Resistive","-","0 ~ 12.70mm (0 ~ 0.50"")","Resistive","-","Round Shaft","±1%","1 kOhms","±10%","-","Chassis Mount","Solder Turret","-40°C ~ 125°C","Box with Solder Turrets","-"
https://www.littelfuse.com/~/media/electronics/datasheets/hall_effect_sensors/littelfuse_hall_effect_sensors_55250_datasheet.pdf.pdf,//media.digikey.com/Photos/Honeywell%20Photos/55250-00-00-0.JPG,HE601-ND,55250-00-00-0,Littelfuse Inc.,SENSOR ROTARY 105DEG CONNECTOR,939,0,"39.60000","0","1","Tray","-","Active","Rotary Position","Hall Effect","0° ~ 105°, Continuous","-","Analog Voltage","Clockwise Increase","Recessed Slot","-","-","-","4.5V ~ 5.5V","Chassis Mount","Connector","-40°C ~ 125°C","Box with Connector","-"
http://ecatalog.beisensors.com/Asset/600_Series.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_60xRxxKL.xx.jpg,1724-1079-ND,603R3KL.25,Sensata-BEI Sensors,SENSOR LINEAR 76.2MM WIRE LEADS,27,0,"417.72000","0","1","Bulk","600","Active","Linear Position","Resistive","-","0 ~ 76.20mm (0 ~ 3.00"")","Resistive","-","Shaft","±0.25%","3 kOhms","-","-","Chassis Mount","Wire Leads","-55°C ~ 125°C","Cylinder, Wire Leads","-"
http://ecatalog.beisensors.com/Asset/600_Series.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_60xRxxKL.xx.jpg,1724-1063-ND,602R2KL.35,Sensata-BEI Sensors,SENSOR LINEAR 50.8MM WIRE LEADS,44,0,"452.02000","0","1","Bulk","600","Active","Linear Position","Resistive","-","0 ~ 50.80mm (0 ~ 2.00"")","Resistive","-","Round Shaft","±0.35%","2 kOhms","-","-","Chassis Mount","Wire Leads","-55°C ~ 125°C","Cylinder, Wire Leads","-"
