Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Output","Resolution (Bits)","Features","Voltage - Supply","Current - Supply (Max)","Operating Temperature","Package / Case"
https://downloads.omron.eu/IAB/Products/Sensing/Photoelectric%20Sensors/Special%20Models/E3MC/E256/E256-E2-04A-X+E3MC+Datasheet.pdf,-,E3MC-X11-ND,E3MC-X11,Omron Automation and Safety,RGB FIBER OPTIC TYPE NPN OUTPUT,0,0,"1906.98000","0","1","-","Active","NPN","-","-","12V ~ 24V","100mA @ 12V ~ 24V","-20°C ~ 55°C","Box"
https://downloads.omron.eu/IAB/Products/Sensing/Photoelectric%20Sensors/Special%20Models/E3MC/E256/E256-E2-04A-X+E3MC+Datasheet.pdf,-,E3MC-X41-ND,E3MC-X41,Omron Automation and Safety,RGB FIBER OPTIC TYPE PNP OUTPUT,0,0,"1906.98000","0","1","-","Active","PNP","-","-","12V ~ 24V","100mA @ 12V ~ 24V","-20°C ~ 55°C","Box"
https://downloads.omron.eu/IAB/Products/Sensing/Photoelectric%20Sensors/Special%20Models/E3MC/E256/E256-E2-04A-X+E3MC+Datasheet.pdf,-,E3MC-MX11-ND,E3MC-MX11,Omron Automation and Safety,RGB FIBER OPTIC NPN 4 OUTPUT,0,0,"2047.60000","0","1","-","Active","NPN","-","-","12V ~ 24V","100mA @ 12V ~ 24V","-20°C ~ 55°C","Box"
https://downloads.omron.eu/IAB/Products/Sensing/Photoelectric%20Sensors/Special%20Models/E3MC/E256/E256-E2-04A-X+E3MC+Datasheet.pdf,-,E3MC-MX41-ND,E3MC-MX41,Omron Automation and Safety,RGB FIBER OPTIC PNP 4 OUTPUT,0,0,"2047.60000","0","1","-","Active","PNP","-","-","12V ~ 24V","100mA @ 12V ~ 24V","-20°C ~ 55°C","Box"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-E622-QR999.pdf,-,ADJD-E622-QR999-ND,ADJD-E622-QR999,Broadcom Limited,IC SENSOR COLOR RGB 5X5-QFN,0,0,"Obsolete","0","1000","-","Obsolete","Voltage, RGB","-","-","4.5V ~ 5.5V","2.4mA @ 5V","0°C ~ 70°C","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-J823.pdf,-,ADJD-J823-ND,ADJD-J823,Broadcom Limited,IC COLOR CTRLR RGB SENSOR 5X5QFN,0,0,"Obsolete","0","1000","-","Obsolete","I²C","12 b","-","2.5V ~ 3.6V","14mA @ 2.6V","25°C ~ 70°C","16-VDFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-S313-QR999.pdf,-,ADJD-S313-QR999-ND,ADJD-S313-QR999,Broadcom Limited,IC SENSOR COLOR RGB 5X5-QFN,0,0,"Obsolete","0","1000","-","Obsolete","I²C","7 b","Sleep Mode","2.5V ~ 3.6V","9.4mA @ 2.6V","0°C ~ 70°C","20-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HDJD-S722-QR999.pdf,-,HDJD-S722-QR999-ND,HDJD-S722-QR999,Broadcom Limited,IC COLOR SENSOR RGB 16-QFN,0,0,"Obsolete","0","1000","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","2.5mA @ 5V","0°C ~ 70°C","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/TT%20Electronics%20PDFs/OPB780Z.pdf,//media.digikey.com/photos/Optek%20Photos/Optek-OPB780Z(2).jpg,365-1378-ND,OPB780Z,TT Electronics/Optek Technology,SENSOR REFLECTIVE OBJECT,0,0,"Obsolete","0","25","-","Obsolete","Frequency","-","-","2.7V ~ 5.5V","3mA @ 5V","-40°C ~ 70°C","Box"
https://downloads.omron.eu/IAB/Products/Sensing/Photoelectric%20Sensors/Special%20Models/E3MC/E256/E256-E2-04A-X+E3MC+Datasheet.pdf,-,E3MC-A81-ND,E3MC-A81,Omron Automation and Safety,ANALOG COLOR SENSOR,0,0,"Obsolete","0","1","-","Obsolete","Voltage, RGB","-","-","12V ~ 24V","100mA @ 12V ~ 24V","-20°C ~ 55°C","Box"
https://downloads.omron.eu/IAB/Products/Sensing/Photoelectric%20Sensors/Special%20Models/E3MC/E256/E256-E2-04A-X+E3MC+Datasheet.pdf,-,E3MC-Y41-ND,E3MC-Y41,Omron Automation and Safety,COLOR 1-CHANNEL GP FIBER PNP,0,0,"Obsolete","0","1","-","Obsolete","PNP","-","-","12V ~ 24V","100mA @ 12V ~ 24V","-20°C ~ 55°C","Box"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3ML.pdf,-,E3ML-M8E4-G-ND,E3ML-M8E4-G,Omron Automation and Safety,PHOTO MARK SENSOR,0,0,"Obsolete","0","1","-","Obsolete","NPN","-","-","10V ~ 30V","40mA @ 10V ~ 30V","-10°C ~ 55°C","Box"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-S371-QR999.pdf,-,ADJD-S371-QR999-ND,ADJD-S371-QR999,Broadcom Limited,IC COLOR SENSOR RGB DGTL 3X3,0,0,"Obsolete","0","2000","-","Obsolete","I²C","10 b","Gain Control","2.5V ~ 3.6V","5mA @ 2.6V","0°C ~ 70°C","12-SMD Module"
https://datasheets.maximintegrated.com/en/ds/MAX44006-MAX44008.pdf,-,MAX44006EDT+T-ND,MAX44006EDT+T,Maxim Integrated,IC AMBIENT/PROXIMITY SENS UTDFN,0,0,"Obsolete","0","2500","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","1.7V ~ 2V","30µA @ 1.8V","-40°C ~ 85°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX44006_44008.pdf,-,MAX44006GDT+T-ND,MAX44006GDT+T,Maxim Integrated,IC AMBIENT/PROXIMITY SENS TDFN,0,0,"Obsolete","0","2500","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","1.7V ~ 2V","30µA @ 1.8V","-40°C ~ 85°C","6-VFDFN"
https://datasheets.maximintegrated.com/en/ds/MAX44006-MAX44008.pdf,-,MAX44008EDT+T-ND,MAX44008EDT+T,Maxim Integrated,IC AMBIENT/PROXIMITY SENS TDFN,0,0,"Obsolete","0","2500","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","2.7V ~ 5.5V","30µA @ 3.3V","-40°C ~ 85°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX44006_44008.pdf,-,MAX44008GDT+T-ND,MAX44008GDT+T,Maxim Integrated,IC AMBIENT/PROXIMITY SENS TDFN,0,0,"Obsolete","0","2500","-","Obsolete","I²C","14 b","Gain Control, Interrupt, Programmable Resolution, Sleep Mode","2.7V ~ 5.5V","30µA @ 3.3V","-40°C ~ 85°C","6-VFDFN"
-,-,TCS3404CSTR-ND,TCS3404CS,ams,IC COLOR SENSOR DGTL 6CHIPSCALE,0,0,"Obsolete","0","3500","-","Obsolete","SMBus","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-VFBGA"
-,-,TCS3404FNTR-ND,TCS3404FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","3500","-","Obsolete","SMBus","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414CS.JPG,TCS3413CSTR-ND,TCS3413CS,ams,IC COLOR SENSOR DGTL 6CHIPSCALE,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-BGA"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414CS.JPG,TCS3414-CSTR-ND,TCS3414CS,ams,IC COLOR SENSOR DGTL 6CHIPSCALE,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-BGA"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414CS.JPG,TCS3414-CSCT-ND,TCS3414CS,ams,IC COLOR SENSOR DGTL 6CHIPSCALE,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-BGA"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414CS.JPG,TCS3414-CSDKR-ND,TCS3414CS,ams,IC COLOR SENSOR DGTL 6CHIPSCALE,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-BGA"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414FN.jpg,TCS3414-FNTR-ND,TCS3414FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414FN.jpg,TCS3414-FNCT-ND,TCS3414FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3414FN.jpg,TCS3414-FNDKR-ND,TCS3414FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
-,-,TCS3415CSTR-ND,TCS3415CS,ams,IC COLOR SENSOR DGTL 6CHIPSCALE,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-CSP"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3415FNTR-ND,TCS3415FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3415FNCT-ND,TCS3415FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3415FNDKR-ND,TCS3415FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3416CSTR-ND,TCS3416CS,ams,IC COLOR SENSOR DGTL 6CHIPSCAL,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-CSP"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3416CSCT-ND,TCS3416CS,ams,IC COLOR SENSOR DGTL 6CHIPSCAL,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-CSP"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3416CSDKR-ND,TCS3416CS,ams,IC COLOR SENSOR DGTL 6CHIPSCAL,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-40°C ~ 85°C","6-CSP"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3416FNTR-ND,TCS3416FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3416FNCT-ND,TCS3416FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,-,TCS3416FNDKR-ND,TCS3416FN,ams,IC COLOR SENSOR DGTL PROGR 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3413FN.JPG,TCS3413FNTR-ND,TCS3413FN,ams,IC DIGITAL COLOR SENSOR 6-DFN,0,0,"Obsolete","0","3500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3413FN.JPG,TCS3413FNCT-ND,TCS3413FN,ams,IC DIGITAL COLOR SENSOR 6-DFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3404_14_Rev_Nov_2015.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3413FN.JPG,TCS3413FNDKR-ND,TCS3413FN,ams,IC DIGITAL COLOR SENSOR 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Sync Input","2.7V ~ 3.6V","11mA @ 3.6V","-30°C ~ 70°C","6-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HDJD-S822-QR999.pdf,//media.digikey.com/Photos/Avago%20Tech%20Photos/HDJD-S822-QR999.JPG,516-2731-2-ND,HDJD-S822-QR999,Broadcom Limited,IC COLOR SENSOR RGB 16QFN,0,0,"Obsolete","0","1000","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","3mA @ 5V","0°C ~ 70°C (TA)","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HDJD-S822-QR999.pdf,//media.digikey.com/Photos/Avago%20Tech%20Photos/HDJD-S822-QR999.JPG,516-2731-1-ND,HDJD-S822-QR999,Broadcom Limited,IC COLOR SENSOR RGB 16QFN,0,0,"Obsolete","0","1","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","3mA @ 5V","0°C ~ 70°C (TA)","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/HDJD-S822-QR999.pdf,//media.digikey.com/Photos/Avago%20Tech%20Photos/HDJD-S822-QR999.JPG,516-2731-6-ND,HDJD-S822-QR999,Broadcom Limited,IC COLOR SENSOR RGB 16QFN,0,0,"Digi-Reel","0","1","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","3mA @ 5V","0°C ~ 70°C (TA)","16-VQFN Exposed Pad"
http://www.intersil.com/content/dam/Intersil/documents/isl2/isl29120.pdf,//media.digikey.com/Renders/Intersil%20Renders/6-ODFN.jpg,ISL29120IROZ-T7TR-ND,ISL29120IROZ-T7,Renesas Electronics America Inc.,IC SENSOR LIGHT-DGTL I2C 6-ODFN,0,0,"Obsolete","0","1000","-","Obsolete","I²C","16 b","Interrupt, Auto Power Down","2.25V ~ 3.63V","85µA @ 3V","-40°C ~ 85°C","6-WDFN Exposed Pad"
http://www.intersil.com/content/dam/Intersil/documents/isl2/isl29120.pdf,//media.digikey.com/Renders/Intersil%20Renders/6-ODFN.jpg,ISL29120IROZ-T7CT-ND,ISL29120IROZ-T7,Renesas Electronics America Inc.,IC SENSOR LIGHT-DGTL I2C 6-ODFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Interrupt, Auto Power Down","2.25V ~ 3.63V","85µA @ 3V","-40°C ~ 85°C","6-WDFN Exposed Pad"
http://www.intersil.com/content/dam/Intersil/documents/isl2/isl29120.pdf,//media.digikey.com/Renders/Intersil%20Renders/6-ODFN.jpg,ISL29120IROZ-T7DKR-ND,ISL29120IROZ-T7,Renesas Electronics America Inc.,IC SENSOR LIGHT-DGTL I2C 6-ODFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Interrupt, Auto Power Down","2.25V ~ 3.63V","85µA @ 3V","-40°C ~ 85°C","6-WDFN Exposed Pad"
-,-,GP2Y40010K0F-ND,GP2Y40010K0F,Sharp Microelectronics,COLOR DENSITY SENSOR,0,0,"Obsolete","0","3000","-","Obsolete","Voltage, CMYK","-","-","4.5V ~ 5.5V","12mA @ 5V","0°C ~ 60°C","Box"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3103_04_Rev_Aug_2013.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3104FN.JPG,TCS3103FNTR-ND,TCS3103FN,ams,IC COLOR SENSOR LIGHT-VOLT 4-DFN,0,0,"Obsolete","0","3500","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","500µA @ 5V","-30°C ~ 70°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3103_04_Rev_Aug_2013.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3104FN.JPG,TCS3103FNCT-ND,TCS3103FN,ams,IC COLOR SENSOR LIGHT-VOLT 4-DFN,0,0,"Obsolete","0","1","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","500µA @ 5V","-30°C ~ 70°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3103_04_Rev_Aug_2013.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3104FN.JPG,TCS3103FNDKR-ND,TCS3103FN,ams,IC COLOR SENSOR LIGHT-VOLT 4-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","500µA @ 5V","-30°C ~ 70°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3103_04_Rev_Aug_2013.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3104FN.JPG,TCS3104FNTR-ND,TCS3104FN,ams,IC COLOR SENSOR LIGHT-VOLT 6-DFN,0,0,"Obsolete","0","3500","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","500µA @ 5V","-30°C ~ 70°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3103_04_Rev_Aug_2013.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3104FN.JPG,TCS3104FNCT-ND,TCS3104FN,ams,IC COLOR SENSOR LIGHT-VOLT 6-DFN,0,0,"Obsolete","0","1","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","500µA @ 5V","-30°C ~ 70°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TCS3103_04_Rev_Aug_2013.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TCS3104FN.JPG,TCS3104FNDKR-ND,TCS3104FN,ams,IC COLOR SENSOR LIGHT-VOLT 6-DFN,0,0,"Digi-Reel","0","1","-","Obsolete","Voltage, RGB","-","Gain Control","4.5V ~ 5.5V","500µA @ 5V","-30°C ~ 70°C","6-VFDFN"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-S311-CR999.pdf,//media.digikey.com/Photos/Avago%20Tech%20Photos/9-VBGA.jpg,516-2918-2-ND,ADJD-S311-CR999,Broadcom Limited,IC COLOR SENSOR RGB DGTL,0,0,"Obsolete","0","3000","-","Obsolete","I²C","10 b","Sleep Mode","2.5V ~ 3.6V","5mA @ 2.6V","0°C ~ 70°C","9-VBGA"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-S311-CR999.pdf,//media.digikey.com/Photos/Avago%20Tech%20Photos/9-VBGA.jpg,516-2918-1-ND,ADJD-S311-CR999,Broadcom Limited,IC COLOR SENSOR RGB DGTL,0,0,"Obsolete","0","1","-","Obsolete","I²C","10 b","Sleep Mode","2.5V ~ 3.6V","5mA @ 2.6V","0°C ~ 70°C","9-VBGA"
//media.digikey.com/pdf/Data%20Sheets/Avago%20PDFs/ADJD-S311-CR999.pdf,//media.digikey.com/Photos/Avago%20Tech%20Photos/9-VBGA.jpg,516-2918-6-ND,ADJD-S311-CR999,Broadcom Limited,IC COLOR SENSOR RGB DGTL,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","10 b","Sleep Mode","2.5V ~ 3.6V","5mA @ 2.6V","0°C ~ 70°C","9-VBGA"
http://www.intersil.com/content/dam/Intersil/documents/isl2/isl29125.pdf,//media.digikey.com/Renders/Fox%20Elect%20Renders/FXO-PC735RGB.jpg,ISL29125IROZ-T7ATR-ND,ISL29125IROZ-T7A,Renesas Electronics America Inc.,IC SENSOR LIGHT-DGTL I2C 6-ODFN,0,0,"Obsolete","0","250","-","Obsolete","I²C","16 b","Interrupt, Auto Power Down","2.25V ~ 3.63V","85µA @ 3V","-40°C ~ 85°C","6-WFDFN"
http://www.intersil.com/content/dam/Intersil/documents/isl2/isl29125.pdf,//media.digikey.com/Renders/Fox%20Elect%20Renders/FXO-PC735RGB.jpg,ISL29125IROZ-T7ACT-ND,ISL29125IROZ-T7A,Renesas Electronics America Inc.,IC SENSOR LIGHT-DGTL I2C 6-ODFN,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Interrupt, Auto Power Down","2.25V ~ 3.63V","85µA @ 3V","-40°C ~ 85°C","6-WFDFN"
http://www.intersil.com/content/dam/Intersil/documents/isl2/isl29125.pdf,//media.digikey.com/Renders/Fox%20Elect%20Renders/FXO-PC735RGB.jpg,ISL29125IROZ-T7ADKR-ND,ISL29125IROZ-T7A,Renesas Electronics America Inc.,IC SENSOR LIGHT-DGTL I2C 6-ODFN,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Interrupt, Auto Power Down","2.25V ~ 3.63V","85µA @ 3V","-40°C ~ 85°C","6-WFDFN"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TMD3782_v2.pdf,//media.digikey.com/photos/AMS-Taos%20USA%20Photos/TMD37821.jpg,TMD37821TR-ND,TMD37821,ams,SENSOR OPTO PROXIMITY/DGTL COLOR,0,0,"Obsolete","0","2500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","2.7V ~ 3.3V","330µA @ 3V","-30°C ~ 85°C","8-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TMD3782_v2.pdf,//media.digikey.com/photos/AMS-Taos%20USA%20Photos/TMD37821.jpg,TMD37821CT-ND,TMD37821,ams,SENSOR OPTO PROXIMITY/DGTL COLOR,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","2.7V ~ 3.3V","330µA @ 3V","-30°C ~ 85°C","8-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TMD3782_v2.pdf,//media.digikey.com/photos/AMS-Taos%20USA%20Photos/TMD37821.jpg,TMD37821DKR-ND,TMD37821,ams,SENSOR OPTO PROXIMITY/DGTL COLOR,0,0,"Digi-Reel","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","2.7V ~ 3.3V","330µA @ 3V","-30°C ~ 85°C","8-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TMD3782_v2.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TMD37823.jpg,TMD37823TR-ND,TMD37823,ams,SENSOR OPTO PROXIMITY/DGTL COLOR,0,0,"Obsolete","0","2500","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","2.7V ~ 3.3V","330µA @ 3V","-30°C ~ 85°C","8-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/TMD3782_v2.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/TMD37823.jpg,TMD37823CT-ND,TMD37823,ams,SENSOR OPTO PROXIMITY/DGTL COLOR,0,0,"Obsolete","0","1","-","Obsolete","I²C","16 b","Gain Control, Interrupt, Proximity Detection, Sleep Mode","2.7V ~ 3.3V","330µA @ 3V","-30°C ~ 85°C","8-SMD Module"
