Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Output Type","Output Configuration","Current","Minimum Liquid Specific Gravity","Switch Actuation Level","Mounting Type","Material - Housing & Prism","Operating Temperature","Voltage Rating"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SL-630_Series&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SL630-C01.jpg,223-1660-ND,SL630-C01,TE Connectivity Measurement Specialties,LIQUID LEVEL SENSORS,2,0,"204.80000","0","1","SL-360","Active","Liquid","Push-Pull","High-Dry","-","-","-","Flange Mount","Polyetherimide (PEI)","-30°C ~ 70°C","5 V ~ 24 V"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/safety/catalog/sq4_e_cata.pdf,-,1110-4030-ND,SQ4-A21-N,Panasonic Industrial Automation Sales,SENSOR FOR STANDARD LIQUID NPN,5,0,"205.00000","0","1","SQ4","Active","Liquid","-","NPN","-","-","-","Bracket Mount","Polypropylene (PP)","-10°C ~ 55°C","12 ~ 24 V"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/LL-10_Series.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_LL10-1AC01.jpg,223-1598-ND,LL10-1AC01,TE Connectivity Measurement Specialties,SENSOR,5,0,"217.60000","0","1","Solid State Float™, LL-10","Active","Liquid","Relay","SPDT","100mA","-","2.25"" (57.15mm)","Male 3/4"" (19.05mm) NPT","316 Stainless Steel","-29°C ~ 80°C","5 V ~ 30 V"
https://www.cynergy3.com/sites/default/files/RSF100%202016_2.pdf,//media.digikey.com/Photos/Cynergy%203/RSF106YNP.jpg,725-1405-ND,RSF108YNP,Cynergy 3,FLOATSWITCH VERT 25VA PP,7,0,"17.57000","0","1","RSF100","Active","Liquid","Switch (Single Float)","SPST-NO","600mA","-","-","Panel Mount, M16x2 Thread","Polypropylene (PP)","-20°C ~ 100°C","120VDC, 240VAC"
https://www.cynergy3.com/sites/default/files/RSF100%202016_2.pdf,//media.digikey.com/Photos/Cynergy%203/RSF106YNP.jpg,725-1402-ND,RSF106YNP,Cynergy 3,FLOATSWITCH VERT 25VA PPS,9,0,"19.87000","0","1","RSF100","Active","Liquid","Switch (Single Float)","SPST-NO","600mA","-","-","Panel Mount, M16x2 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","120VDC, 240VAC"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/95/9521711054e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/LS02-1A71-PA-500W.jpg,374-1001-ND,LS02-1A66-PA-500W,Standex-Meder Electronics,SENSOR LEVEL FLOAT M10,42,0,"23.89000","0","1","LS02","Active","Liquid","Switch (Single Float)","SPST-NO","500mA","-","-","Free Hanging","Polyamide (PA)","-20°C ~ 90°C","200V"
https://www.cynergy3.com/sites/default/files/RSF70%202016_2.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_RSF70%20Series.jpg,725-1126-ND,RSF76H100RN,Cynergy 3,FLOATSWITCH HORZ 1A NO/NC PPS,17,0,"25.58000","0","1","RSF70","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.85","0.945"" (24mm)","Panel Mount, M16x2 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300VAC, 300VDC"
https://www.cynergy3.com/sites/default/files/RSF40%202016_3.pdf,"//media.digikey.com/photos/Crydom%20Photos/RSF44Y100RF,%20RSF84Y100R.jpg",725-1107-ND,RSF46H050TG,Cynergy 3,FLOATSWITCH HORIZ 1A NO/NC PPS,40,0,"26.88000","0","1","RSF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.85","0.945"" (24mm)","Panel Mount, M16x2 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300VAC, 300VDC"
https://www.cynergy3.com/sites/default/files/product-data-sheets/RSF124%202012.pdf,//media.digikey.com/Photos/Cynergy%203/RSF124Y030KC.JPG,725-1292-ND,RSF124Y030KC,Cynergy 3,MIN HORIZONTAL FLOAT SWITCH M12,10,0,"33.02000","0","1","RSF124","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","-","-","Panel Mount, M12x1 Thread","Polypropylene (PP)","-10°C ~ 80°C","120VDC, 240VAC"
https://www.cynergy3.com/sites/default/files/product-data-sheets/OLS7.pdf,//media.digikey.com/Photos/Cynergy%203/OLS7%20SERIES%20Open%20Drain.JPG,725-1507-ND,OLS710D3LSH,Cynergy 3,FLOAT SENS LIQ PUSH-PULL 2.5MA,8,0,"44.78000","0","1","OLS7","Active","Liquid","Push-Pull","Low-Dry","2.5mA","-","-","1/4"" NPT and 3/8"" Conduit","Polysulfone","-40°C ~ 125°C","5 V ~ 15 V"
https://www.cynergy3.com/sites/default/files/TSSF212%202015.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_TSSF212x100.jpg,725-1533-ND,TSSF212H100,Cynergy 3,FLOAT SENS LIQ SPST-NO 300V,10,0,"126.14000","0","1","TSSF212","Active","Liquid","Switch (Single Float)","SPST-NO","-","0.8","0.905"" (23.0mm)","Male 1/2"" (12.7mm) NPT","304 Stainless Steel, 316 Stainless Steel","-20°C ~ 120°C","300VAC, 300VDC"
https://www.cynergy3.com/sites/default/files/product-data-sheets/SSH66XE%202011.pdf,//media.digikey.com/Photos/Cynergy%203/SSH66XE34N100.jpg,725-1145-ND,SSH66XE34N100,Cynergy 3,SWITCH HORIZ SS .5A NO/NC,7,0,"160.77000","0","1","SSH66XE","Active","Liquid","Switch (Single Float)","SPST-NC/NO","500mA","0.75","-","Male 3/4"" (19.05mm) NPT","304 Stainless Steel, 316 Stainless Steel","120°C","300VAC, 300VDC"
https://www.cynergy3.com/sites/default/files/SSF50%202016.pdf,-,725-1532-ND,SSF50X100X,Cynergy 3,FLOAT SENS LIQ SPST-NC/NO .5A,2,0,"166.19000","0","1","SSF50","Active","Liquid","Switch (Single Float)","SPST-NC/NO","500mA","0.8","0.846"" (21.5mm)","Bracket Mount","304 Stainless Steel, 316 Stainless Steel","80°C","200VDC, 240VAC"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LL-01_Series_Relay&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/LL01-1AB01.jpg,223-1597-ND,LL01-1AB01,TE Connectivity Measurement Specialties,SENSOR,3,0,"192.00000","0","1","Ultrasonic Sentio™, LL-01","Active","Liquid","Relay","SPST-NO","-","-","0.25"" (6.35mm)","Male 1/2"" (12.7mm) NPT","316 Stainless Steel","-29°C ~ 80°C","5 V ~ 30 V"
https://www.pic-gmbh.com/files/pls031a3ppi_ds_e_5.3.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-031A-3PPI.jpg,2010-1036-ND,PLS-031A-3PPI,PIC GmbH,MINIATURE LEVEL SENSOR,483,0,"4.20000","0","1","-","Active","Liquid","Switch","SPST-NO","1A","-","1.22"" (31mm)","Panel Mount, M8 Thread","Polypropylene (PP)","-20°C ~ 80°C","200V"
https://www.pic-gmbh.com/files/pls031b3ppi_ds_e_5.3.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-031A-3PPI.jpg,2010-1040-ND,PLS-031B-3PPI,PIC GmbH,MINIATURE LEVEL SENSOR,484,0,"4.20000","0","1","-","Active","Liquid, Powder","Switch","SPST-NC","1A","-","1.22"" (31mm)","Panel Mount, M8 Thread","Polypropylene (PP)","-20°C ~ 80°C","200V"
https://www.pic-gmbh.com/files/pls041b3ppi_ds_e_5.2.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-041A-3PPI.jpg,2010-1048-ND,PLS-041B-3PPI,PIC GmbH,STANDARD LEVEL SENSOR,500,0,"4.25000","0","1","-","Active","Liquid, Powder","Switch","SPST-NC","1A","-","1.614"" (41mm)","Panel Mount, M8 Thread","Polypropylene (PP)","-20°C ~ 80°C","200V"
https://www.pic-gmbh.com/files/pls041a3ppi_ds_e_5.2.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-041A-3PPI.jpg,2010-1044-ND,PLS-041A-3PPI,PIC GmbH,STANDARD LEVEL SENSOR,498,0,"4.25000","0","1","-","Active","Liquid, Powder","Switch","SPST-NO","1A","-","1.614"" (41mm)","Panel Mount, M8 Thread","Polypropylene (PP)","-20°C ~ 80°C","200V"
https://www.cynergy3.com/sites/default/files/RSF80%202016.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_RSF80%20Series.jpg,725-1133-ND,RSF88H100R,Cynergy 3,FLOATSWITCH HORZ 1A NO/NC POLY,60,0,"19.58000","0","1","RSF80","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.85","0.787"" (20mm)","Male 1/2"" (12.7mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","300VAC, 300VDC"
https://www.cynergy3.com/sites/default/files/RSF50%202016_1.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_RSF50.jpg,725-1018-ND,RSF56Y100R1/8,Cynergy 3,FLOATSWITCH VERT .6A NO/NC PPS,14,0,"20.66000","0","1","RSF50","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.85","0.807"" (20.5mm)","Male 1/8"" (3.18mm) NPT","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","120VDC, 240VAC"
https://www.cynergy3.com/sites/default/files/TSF80%202017.pdf,//media.digikey.com/photos/Cynergy%203/TSF88Y100D.jpg,725-1346-ND,TSF88Y100D,Cynergy 3,1/2NPT MNT TEMP SEN FLOATSW,41,0,"22.36000","0","1","TSF80","Active","Liquid, Temperature","Switch (Single Float)","SPST-NC/NO","600mA","0.85","0.3149"", 0.4641"" (8mm, 20mm)","Male 1/2"" (12.7mm) NPT","Polypropylene (PP)","-20°C ~ 100°C","120VDC, 240VAC"
https://www.pic-gmbh.com/files/pls045b6vai_ds_e_5.1.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-045B-6VAI.jpg,2010-1054-ND,PLS-045B-6VAI,PIC GmbH,STAINLESS STEEL POWER LEVEL SENS,96,0,"22.79000","0","1","-","Active","Liquid, Powder","Switch","SPST-NC","1.5A","-","1.831"" (46.5mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","250VAC"
https://www.pic-gmbh.com/files/pls045a6vai_ds_e_5.1.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-045B-6VAI.jpg,2010-1052-ND,PLS-045A-6VAI,PIC GmbH,STAINLESS STEEL POWER LEVEL SENS,78,0,"22.79000","0","1","-","Active","Liquid, Powder","Switch","SPST-NO","1.5A","-","1.831"" (46.5mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","250VAC"
https://www.cynergy3.com/sites/default/files/TSF40%202016_1.pdf,//media.digikey.com/photos/Cynergy%203/TSF48Y100DF.jpg,725-1342-ND,TSF48Y100DF,Cynergy 3,COMP INT MNT TEMP SEN LVL SW,45,0,"24.61000","0","1","TSF40","Active","Liquid, Temperature","Switch (Single Float)","SPST-NC/NO","600mA","0.85","0.3149"", 0.4641"" (8mm, 20mm)","Panel Mount, M16x2 Thread","Polypropylene (PP)","-20°C ~ 100°C","120VDC, 240VAC"
https://www.pic-gmbh.com/files/pls045a3vai_ds_e_5.1.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-045B-6VAI.jpg,2010-1051-ND,PLS-045A-3VAI,PIC GmbH,STAINLESS STEEL LEVEL SENSOR,100,0,"26.09000","0","1","-","Active","Liquid, Powder","Switch","SPST-NO","1A","-","1.831"" (46.5mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","200V"
https://www.pic-gmbh.com/files/pls045b3vai_ds_e_5.1.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-045B-6VAI.jpg,2010-1053-ND,PLS-045B-3VAI,PIC GmbH,STAINLESS STEEL LEVEL SENSOR,70,0,"26.09000","0","1","-","Active","Liquid, Powder","Switch","SPST-NC","1A","-","1.831"" (46.5mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","200V"
https://www.pic-gmbh.com/files/pls080b3val_ds_e_5.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-080A-3VAL.jpg,2010-1061-ND,PLS-080B-3VAL,PIC GmbH,STAINLESS STEEL LEVEL SENSOR,100,0,"27.72000","0","1","-","Active","Liquid, Powder","Switch","SPST-NC","1A","-","1.417"" (36mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","200V"
https://www.pic-gmbh.com/files/pls080a3val_ds_e_5.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-080A-3VAL.jpg,2010-1059-ND,PLS-080A-3VAL,PIC GmbH,STAINLESS STEEL LEVEL SENSOR,99,0,"27.72000","0","1","-","Active","Liquid, Powder","Switch","SPST-NO","1A","-","1.417"" (36mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","200V"
https://www.pic-gmbh.com/files/pls081a3vai_ds_e_1.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-081A-3VAI.jpg,2010-1063-ND,PLS-081A-3VAI,PIC GmbH,STAINLESS STEEL LEVEL SENSOR,100,0,"28.05000","0","1","*","Active","-","-","SPST-NO","-","-","-","-","-","-","-"
https://www.pic-gmbh.com/files/pls081b3vai_ds_e_1.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-081A-3VAI.jpg,2010-1065-ND,PLS-081B-3VAI,PIC GmbH,STAINLESS STEEL LEVEL SENSOR,100,0,"28.05000","0","1","*","Active","-","-","SPST-NC","-","-","-","-","-","-","-"
https://www.pic-gmbh.com/files/pls080b6val_ds_e_5.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-080A-3VAL.jpg,2010-1062-ND,PLS-080B-6VAL,PIC GmbH,STAINLESS STEEL POWER LEVEL SENS,100,0,"28.60000","0","1","-","Active","Liquid, Powder","Switch","SPST-NC","1.5A","-","1.417"" (36mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","250VAC"
https://www.pic-gmbh.com/files/pls080a6val_ds_e_5.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-080A-3VAL.jpg,2010-1060-ND,PLS-080A-6VAL,PIC GmbH,STAINLESS STEEL POWER LEVEL SENS,99,0,"28.60000","0","1","-","Active","Liquid, Powder","Switch","SPST-NO","1.5A","-","1.417"" (36mm)","Panel Mount, M10 Thread","Stainless Steel","-40°C ~ 125°C","250VAC"
https://www.gavazzionline.com/pdf/CLH5_eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_CLE1.jpg,1864-1068-ND,CLE1,Carlo Gavazzi Inc.,LEVEL SENSOR CONDUCTIVE PROBE,7,0,"29.04000","0","1","-","Active","Liquid","-","-","-","-","-","Panel Mount","Stainless Steel","-20°C ~ 90°C","-"
https://www.pic-gmbh.com/files/pls081a6vai_ds_e_1.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-081A-3VAI.jpg,2010-1064-ND,PLS-081A-6VAI,PIC GmbH,STAINLESS STEEL POWER LEVEL SENS,96,0,"30.14000","0","1","*","Active","-","-","SPST-NO","-","-","-","-","-","-","-"
https://www.pic-gmbh.com/files/pls081b6vai_ds_e_1.0.pdf,//media.digikey.com/photos/PIC-GMBH/MFG_PLS-081A-3VAI.jpg,2010-1066-ND,PLS-081B-6VAI,PIC GmbH,STAINLESS STEEL POWER LEVEL SENS,65,0,"30.14000","0","1","*","Active","-","-","SPST-NC","-","-","-","-","-","-","-"
https://www.cynergy3.com/sites/default/files/TSF70%202017.pdf,//media.digikey.com/Photos/Cynergy%203/TSF76Y100DN.jpg,725-1161-ND,TSF76H100DN,Cynergy 3,THERMISTOR FLOAT SWITCH PPS 1A,25,0,"35.02000","0","1","TSF70","Active","Liquid, Temperature","Switch (Single Float)","SPST-NC/NO","1A","0.85","0.354"", 0.945"" (9mm, 24mm)","Panel Mount, M16x2 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 120°C","300VAC, 300VDC"
https://www.cynergy3.com/sites/default/files/LLF40%202018_0.pdf,//media.digikey.com/Photos/Cynergy%203/LLF48YFP.jpg,725-1781-ND,LLF48HFP,Cynergy 3,FLOAT SWITCH 100VA PP(UL) NITRIL,11,0,"36.71000","0","1","LLF40","Active","Liquid","Switch (Single Float)","SPST-NC/NO","1A","0.7","0.394"" (10mm)","Panel Mount, M12 Thread","Polypropylene (PP)","-20°C ~ 100°C","300V"
https://www.cynergy3.com/sites/default/files/RSF66P%202017.pdf,//media.digikey.com/Photos/Cynergy%203/RSF66A50A150P.JPG,725-1299-ND,RSF66A50A150P,Cynergy 3,DL PNT FLOATSWITCH 184MM TOTAL L,10,0,"49.13000","0","1","RSF66","Active","Liquid","Switch (2) (Dual Float)","SPST-NC/NO, SPST-NC/NO","600mA","0.85","1.969"", 5.906"" (50mm, 150mm)","Panel Mount, M16x2 Thread","Polyphenylene Sulphide (PPS)","-10°C ~ 85°C","120VDC, 240VAC"
https://www.cynergy3.com/sites/default/files/product-data-sheets/RSF64EXS%202011.pdf,//media.digikey.com/Photos/Cynergy%203/MFG_RSF64EXS.jpg,725-1122-ND,RSF64BEXS,Cynergy 3,FLOATSWITCH VERT .6A NC ADJ,18,0,"56.83000","0","1","-","Active","Liquid","Switch (Single Float)","SPST-NC/NO","600mA","0.65","-","Saddle Clamp","Polypropylene (PP), Polypropylene Sulphide (PPS)","-20°C ~ 75°C","120VDC, 240VAC"
https://www.gavazzionline.com/pdf/VH1q.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_A94-10.jpg,1864-1065-ND,A94-10,Carlo Gavazzi Inc.,LEVEL SENSOR CONDUCTIVE,9,0,"103.46000","0","1","-","Active","Liquid","-","-","-","-","-","-","Polyethylene Terephthalate (PET)","0°C ~ 60°C","-"
https://www.gavazzionline.com/pdf/CLH5_eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_CLH5.jpg,1864-1069-ND,CLH5,Carlo Gavazzi Inc.,LEVEL SENSOR CONDUCTIVE PROBE,9,0,"107.64000","0","1","-","Active","Liquid","-","-","-","-","-","Panel Mount","Polypropylene (PP)","-20°C ~ 90°C","-"
https://www.gavazzionline.com/pdf/CD34CNFLF.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CD34CNFLFPCP2.jpg,1864-1434-ND,CD34CNFLFPOP2,Carlo Gavazzi Inc.,LIQUID LVL CAP SEN PNP NO M8,4,0,"113.91000","0","1","-","Active","Liquid","Switch","PNP","100mA","-","-","Flange Mount","Polycarbonate","-25°C ~ 80°C","10 V ~ 30 V"
https://www.gavazzionline.com/pdf/CD34CNFLF.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CD34CNFLFPCP2.jpg,1864-1435-ND,CD34CNFLFPCP2,Carlo Gavazzi Inc.,LIQUID LVL CAP SEN PNP NC M8,3,0,"113.91000","0","1","-","Active","Liquid","Switch","PNP","100mA","-","-","Flange Mount","Polycarbonate","-25°C ~ 80°C","10 V ~ 30 V"
https://www.gavazzionline.com/pdf/VH1q.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/VH1.jpg,1864-2207-ND,VH1,Carlo Gavazzi Inc.,LVL SEN COND 1 PROBE HANGING,4,0,"119.13000","0","1","VH","Active","Liquid","-","-","-","-","-","Flange Mount","Nylon","0°C ~ 90°C","-"
https://www.gavazzionline.com/pdf/CD34CNFLF.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CD34CNFLFPOT5.jpg,1864-1437-ND,CD34CNFLFPCT5,Carlo Gavazzi Inc.,LIQUID LVL CAP SEN PNP NC CBL,5,0,"133.76000","0","1","-","Active","Liquid","Switch","PNP","100mA","-","-","Flange Mount","Polycarbonate","-25°C ~ 80°C","10 V ~ 30 V"
https://www.gavazzionline.com/pdf/CD34CNFLF.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/CD34CNFLFPOT5.jpg,1864-1436-ND,CD34CNFLFPOT5,Carlo Gavazzi Inc.,LIQUID LVL CAP SEN PNP NO CBL,3,0,"133.76000","0","1","-","Active","Liquid","Switch","PNP","100mA","-","-","Flange Mount","Polycarbonate","-25°C ~ 80°C","10 V ~ 30 V"
https://www.gavazzionline.com/pdf/VPC110q.pdf,-,1864-2212-ND,VN2,Carlo Gavazzi Inc.,LVL SEN COND 2 PROBE NYLON,4,0,"147.51000","0","1","VN","Active","Liquid","Relay","-","-","-","-","Flange Mount","Nylon","0°C ~ 90°C","-"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,-,1864-1029-ND,VP02EP,Carlo Gavazzi Inc.,SENS OPTICAL LIQUID LEVEL PNP NO,13,0,"159.39000","0","1","-","Active","Liquid","-","PNP","200mA","-","0.098"" (2.5mm), 0.197"" (5mm)","Threaded","Polysulfone (PES)","-20°C ~ 80°C","10 V ~ 40 V"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/VP01EP.jpg,1864-1027-ND,VP01EP,Carlo Gavazzi Inc.,SENS OPTICAL LIQUID LEVEL PNP NC,11,0,"159.39000","0","1","-","Active","Liquid","-","PNP","200mA","-","0.098"" (2.5mm), 0.197"" (5mm)","Threaded","Polysulfone (PES)","-20°C ~ 80°C","10 V ~ 40 V"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,-,1864-1028-ND,VP02E,Carlo Gavazzi Inc.,SENS OPTICAL LIQUID LEVEL NPN NO,9,0,"159.39000","0","1","-","Active","Liquid","-","NPN","200mA","-","0.098"" (2.5mm), 0.197"" (5mm)","Threaded","Polysulfone (PES)","-20°C ~ 80°C","10 V ~ 40 V"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/VP01E.jpg,1864-1026-ND,VP01E,Carlo Gavazzi Inc.,SENS OPTICAL LIQUID LEVEL NPN NC,6,0,"159.39000","0","1","-","Active","Liquid","-","NPN","200mA","-","0.098"" (2.5mm), 0.197"" (5mm)","Threaded","Polysulfone (PES)","-20°C ~ 80°C","10 V ~ 40 V"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/VP03EP.jpg,1864-2217-ND,VP03EP,Carlo Gavazzi Inc.,LVL SEN OPTICAL PNP NC,4,0,"159.39000","0","1","VP","Active","Liquid","Switch","PNP","10mA ~ 100mA","-","-","Threaded","Polysulfone (PES)","-20°C ~ 80°C","10 V ~ 40 V"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,-,1864-2218-ND,VP04E,Carlo Gavazzi Inc.,LVL SEN OPTICAL NPN NO,4,0,"159.39000","0","1","VP","Active","Liquid","Switch","NPN","10mA ~ 100mA","-","-","Threaded","Polysulfone (PES)","-20°C ~ 80°C","10 V ~ 40 V"
https://www.gavazzionline.com/pdf/VR3Aq.pdf,-,1864-2226-ND,VR2A,Carlo Gavazzi Inc.,LVL SEN CAP NYLON 1.5 IN THD,2,0,"159.39000","0","1","VR","Active","Liquid, Powder","-","-","-","-","-","Threaded","Thermoplastic Polyester","-25°C ~ 70°C","20 V ~ 30 V"
https://www.gavazzionline.com/pdf/VR3Aq.pdf,-,1864-1047-ND,VR1B,Carlo Gavazzi Inc.,LEVEL SENSOR CAPACITIVE,9,0,"160.38000","0","1","-","Active","Liquid, Powder","-","-","5mA","-","0.591"" (15.0mm)","-","Polyethylene Terephthalate (PET)","-25°C ~ 70°C","20 V ~ 30 V"
https://www.gavazzionline.com/pdf/VR3Aq.pdf,-,1864-2227-ND,VR2B,Carlo Gavazzi Inc.,LVL SEN CAP NYLON 1.5 IN THD,2,0,"162.80000","0","1","VR","Active","Liquid, Powder","-","-","-","-","-","Threaded","Thermoplastic Polyester","-25°C ~ 70°C","20 V ~ 30 V"
https://www.gavazzionline.com/pdf/VP03EPq.pdf,-,1864-2216-ND,VP02-110TB,Carlo Gavazzi Inc.,LVL SEN OPTICAL 110VAC NO,4,0,"163.68000","0","1","VP","Active","Liquid","Switch","-","10mA ~ 100mA","-","-","Threaded","Polysulfone (PES)","-20°C ~ 80°C","100 V ~ 121 V"
-,//media.digikey.com/photos/Carlo-Gavazzi-Inc/VP01-110TB.jpg,1864-2215-ND,VP01-110TB,Carlo Gavazzi Inc.,LVL SEN OPTICAL 110VAC NC,2,0,"163.68000","0","1","VP","Active","Liquid","Switch","-","10mA ~ 100mA","-","-","Threaded","Polysulfone (PES)","-20°C ~ 80°C","100 V ~ 121 V"
https://www.gavazzionline.com/pdf/VPC110q.pdf,-,1864-2213-ND,VN3,Carlo Gavazzi Inc.,LVL SEN COND 3 PROBE NYLON,3,0,"164.56000","0","1","VN","Active","Liquid","Relay","-","-","-","-","Threaded","Nylon","0°C ~ 90°C","-"
https://www.gavazzionline.com/pdf/VH1q.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/VH2.jpg,1864-2208-ND,VH2,Carlo Gavazzi Inc.,LVL SEN COND 1 PROBE HANGING,4,0,"166.32000","0","1","VH","Active","Liquid","-","-","-","-","-","Flange Mount","Nylon","0°C ~ 90°C","-"
https://www.gavazzionline.com/pdf/VPC110q.pdf,-,1864-2223-ND,VPC210,Carlo Gavazzi Inc.,LVL SEN COND 2 PROBE 1IN PVC,4,0,"172.26000","0","1","VPC","Active","Liquid","Relay","-","-","-","-","Threaded","Polyvinyl Chloride (PVC)","0°C ~ 60°C","-"
https://www.gavazzionline.com/pdf/VPC110q.pdf,-,1864-2222-ND,VPC205,Carlo Gavazzi Inc.,LVL SNR COND 2 PROBE 0.5IN PVC,2,0,"172.26000","0","1","VPC","Active","Liquid","Relay","-","-","-","-","Threaded","Polyvinyl Chloride (PVC)","0°C ~ 60°C","-"
-,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/VRY2B.jpg,1864-2229-ND,VRY2B,Carlo Gavazzi Inc.,LVL SEN CAP NYLON 1.5 IN THD,2,0,"177.76000","0","1","VR","Active","Liquid, Powder","-","-","-","-","-","Threaded","Thermoplastic Polyester","-25°C ~ 70°C","20 V ~ 30 V"
https://www.gavazzionline.com/pdf/VPC110q.pdf,-,1864-2224-ND,VPC310,Carlo Gavazzi Inc.,LVL SEN COND 3 PROBE 1IN PVC,2,0,"179.52000","0","1","VPC","Active","Liquid","Relay","-","-","-","-","Threaded","Polyvinyl Chloride (PVC)","0°C ~ 60°C","-"
https://www.cynergy3.com/sites/default/files/SSF67PM12%202013.pdf,//media.digikey.com/Photos/Cynergy%203/SSF67A25B75PM12.jpg,725-1322-ND,SSF67A25B75PM12,Cynergy 3,DL LVL FLOATSW 102MM TOTAL L,5,0,"197.35000","0","1","SSF67PM12","Active","Liquid","Switch (2) (Single Float)","SPST-NO, SPST-NC","600mA","0.8","0.984"", 2.953"" (25mm, 75mm)","Panel Mount, M16x2 Thread","316 Stainless Steel","135°C","120VDC, 250VAC"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/safety/catalog/sq4_e_cata.pdf,-,1110-4442-ND,SQ4-A21-P,Panasonic Industrial Automation Sales,SENSOR FOR STANDARD LIQUID PNP,9,0,"205.00000","0","1","SQ4","Active","Liquid","-","PNP","-","-","-","Bracket Mount","Polypropylene (PP)","-10°C ~ 55°C","12 ~ 24 V"
