Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Operating Force","Output","Sensor Type","Voltage - Supply","Actuator Type","Actuator Style/Size","Operating Temperature"
http://sensing.honeywell.com/index.php/ci_id/44994/la_id/1/document/1/re_id/0,-,480-7165-ND,FSS1500NGR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE UNCOMPENSATED 1.5KG,0,0,"97.22000","0","1","*","Active","-","-","-","-","-","-","-"
https://sensing.honeywell.com/honeywell-sensing-force-fsa-series-datasheet-32311096-b-en.pdf,-,480-7162-ND,FSAGPNXX1.5LCAC5,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 1.5LBS,0,0,"142.42000","0","1","*","Active","-","-","-","-","-","-","-"
https://sensing.honeywell.com/honeywell-sensing-force-fsa-series-datasheet-32311096-b-en.pdf,-,480-7161-ND,FSAGPDXX010WCAA5,Honeywell Sensing and Productivity Solutions,SENSOR FORCE AMPLIFIED 10N,0,0,"142.42000","0","1","*","Active","-","-","-","-","-","-","-"
https://sensing.honeywell.com/honeywell-sensing-force-fsa-series-datasheet-32311096-b-en.pdf,-,480-7163-ND,FSAGPNXX010WC2C3,Honeywell Sensing and Productivity Solutions,SENSOR FORCE AMPLIFIED 10N,0,0,"142.42000","0","1","*","Active","-","-","-","-","-","-","-"
https://sensing.honeywell.com/honeywell-sensing-force-fsa-series-datasheet-32311096-b-en.pdf,-,480-7164-ND,FSAGPDXX1.5LC5B5,Honeywell Sensing and Productivity Solutions,SENSOR FORCE AMPLIFIED 1.5LB,0,0,"142.42000","0","1","*","Active","-","-","-","-","-","-","-"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6083-ND,060-1430-06,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 100LBS,1,0,"833.44000","0","1","Model 31","Active","45.36kgf (100lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-41-precision-load-cell-product-sheet-008609-3-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/41-SERIES.jpg,480-6076-ND,060-0571-06,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 1000LBS,1,0,"1085.28000","0","1","Model 41","Active","453.59kgf (1000lbs)","Voltage","Load Cell","10V","Diaphragm","Internal Thread, 38-24 UNF","-54°C to 121°C"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/314990000_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_314990000.jpg,1597-1635-ND,314990000,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-500G,11,0,"17.34000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SEN-3331_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-13331.jpg,SEN-13331-ND,SEN-13331,SparkFun Electronics,LOAD CELL - 50KG DISC TAS606,0,0,"60.00000","0","1","-","Active","50.00kgf (110lbs)","Resistive","Load Cell","9V ~ 12V","Diaphragm","-","-10°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SEN-13332_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-13332.jpg,SEN-13332-ND,SEN-13332,SparkFun Electronics,LOAD CELL - 200KG DISC TAS606,0,0,"60.00000","0","1","-","Active","200.00kgf (441lbs)","Resistive","Load Cell","9V ~ 12V","Diaphragm","-","-10°C ~ 40°C"
https://cdn.sparkfun.com/assets/parts/1/2/2/3/8/TAS501.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-14282.jpg,SEN-14282-ND,SEN-14282,SparkFun Electronics,"LOAD CELL - 200KG, S-TYPE",0,0,"60.00000","0","1","-","Active","200.00kgf (441lbs)","Resistive","Load Cell","9V ~ 12V","Diaphragm","-","-10°C ~ 40°C"
http://sensing.honeywell.com/index.php?ci_id=44994,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS015WNGB-ND,FSS015WNGB,Honeywell Sensing and Productivity Solutions,FORCE SENSOR,0,0,"69.16120","0","25","FSS-SMT","Active","0 ~ 15N","Analog Voltage","Load Cell","10V","Ball","-","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=44994,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS005WNGR-ND,FSS005WNGR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-5N,0,0,"71.02120","0","25","FSS-SMT","Active","0 ~ 5N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=50136,//media.digikey.com/Photos/Honeywell%20Photos/FSG010WNPB.jpg,480-5693-ND,FSG010WNPB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SENSING RES 0-10N,0,0,"100.21520","0","25","FSG","Active","0 ~ 10N","Voltage","Force Sensing Resistor","10V","Plunger","-","-40°C ~ 85°C"
https://sensing.honeywell.com/honeywell-sensing-force-fsa-series-datasheet-32311096-b-en.pdf,-,FSAGPNXX003LCAC5-ND,FSAGPNXX003LCAC5,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 3LBS,0,0,"112.44000","0","25","*","Active","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_314030003.jpg,314030003-ND,314030003,"Seeed Technology Co., Ltd",LOAD SENSOR,0,0,"4.99750","0","8","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FC21%20&%20FC22%20Compression%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FC21.jpg,MSP6946-ND,FC2131-0000-0005-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 5LBS,0,0,"Obsolete","0","20","-","Obsolete","2.27kgf (5lbs)","0.5 V ~ 4.5 V","Load Cell","3.3V ~ 5V","Pushbutton","Round, 5mm","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FC21%20&%20FC22%20Compression%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FC21.jpg,MSP6947-ND,FC2131-0000-0010-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 10LBS,0,0,"Obsolete","0","10","-","Obsolete","4.54kgf (10lbs)","0.5 V ~ 4.5 V","Load Cell","3.3V ~ 5V","Pushbutton","Round, 5mm","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FT24%20Tension%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FT24.jpg,MSP6956-ND,FT2431-0000-0002-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 2LBS,0,0,"Obsolete","0","10","-","Obsolete","0.907kgf (2lbs)","0.5 V ~ 4.5 V Ratiometric","Load Cell","5V","-","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FT24%20Tension%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FT24.jpg,MSP6957-ND,FT2431-0000-0005-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 5LBS,0,0,"Obsolete","0","10","-","Obsolete","2.27kgf (5lbs)","0.5 V ~ 4.5 V Ratiometric","Load Cell","5V","-","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FT24%20Tension%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FT24.jpg,MSP6958-ND,FT2431-0000-0010-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 10LBS,0,0,"Obsolete","0","20","-","Obsolete","4.54kgf (10lbs)","0.5 V ~ 4.5 V Ratiometric","Load Cell","5V","-","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FT24%20Tension%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FT24.jpg,MSP6959-ND,FT2431-0000-0025-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 25LBS,0,0,"Obsolete","0","20","-","Obsolete","11.34kgf (25lbs)","0.5 V ~ 4.5 V Ratiometric","Load Cell","5V","-","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FT24%20Tension%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FT24.jpg,MSP6960-ND,FT2431-0000-0050-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 50LBS,0,0,"Obsolete","0","20","-","Obsolete","22.68kgf (50lbs)","0.5 V ~ 4.5 V Ratiometric","Load Cell","5V","-","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FT24%20Tension%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FT24.jpg,MSP6961-ND,FT2431-0000-0100-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 100LBS,0,0,"Obsolete","0","20","-","Obsolete","45.36kgf (100lbs)","0.5 V ~ 4.5 V Ratiometric","Load Cell","5V","-","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/FC21%20&%20FC22%20Compression%20Load%20Cells.pdf,//media.digikey.com/Photos/TE%20Connectivity/MFG_FC21.jpg,MSP6964-ND,FC2131-0000-0002-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 2LBS,0,0,"Obsolete","0","20","-","Obsolete","0.907kgf (2lbs)","0.5 V ~ 4.5 V","Load Cell","3.3V ~ 5V","Pushbutton","Round, 5mm","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php/ci_id/50135/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/FS01.JPG,480-2632-5-ND,FS01,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 1.5LBS,0,0,"Obsolete","0","25","-","Obsolete","0.68kgf (1.5lbs)","1V","Resistive","5V","Pushbutton","Round, 12.2mm","0°C ~ 70°C"
http://sensing.honeywell.com/index.php/ci_id/50135/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/FS03.jpg,480-2633-5-ND,FS03,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 3LBS,0,0,"Obsolete","0","25","-","Obsolete","1.36kgf (3lbs)","1V","Resistive","5V","Pushbutton","Round, 12.2mm","0°C ~ 70°C"
http://sensing.honeywell.com/index.php?ci_id=50137,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS020WNSR-ND,FSS020WNSR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-20N,0,0,"Active","0","0","FSS-SMT","Active","0 ~ 20N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","-","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=50137,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS015WNSR-ND,FSS015WNSR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-15N,0,0,"Active","0","0","FSS-SMT","Active","0 ~ 15N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","-","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=50137,-,FSS010WNSR-ND,FSS010WNSR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-10N,0,0,"Active","0","0","FSS","Active","0 ~ 10N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=50137,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS005WNSR-ND,FSS005WNSR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-5N,0,0,"Active","0","0","FSS-SMT","Active","0 ~ 5N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=44994,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS020WNGR-ND,FSS020WNGR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-20N,0,0,"Active","0","0","FSS-SMT","Active","0 ~ 20N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","-","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=44994,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS015WNGR-ND,FSS015WNGR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-15N,0,0,"Active","0","0","FSS-SMT","Active","0 ~ 15N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","-","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=44994,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,FSS010WNGR-ND,FSS010WNGR,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-10N,0,0,"Active","0","0","FSS","Active","0 ~ 10N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_114990094.jpg,114990094-ND,114990094,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-5KG,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990095-ND,114990095,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-8KG,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_114990096.jpg,114990096-ND,114990096,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-10KG,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_114990097.jpg,114990097-ND,114990097,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-20KG,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990098-ND,114990098,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-30KG,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990099-ND,114990099,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-40KG,0,0,"Obsolete","0","5","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990101-ND,114990101,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-150K,0,0,"Obsolete","0","4","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990102-ND,114990102,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-200K,0,0,"Obsolete","0","4","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990103-ND,114990103,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-350K,0,0,"Obsolete","0","4","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990104-ND,114990104,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-400K,0,0,"Obsolete","0","3","*","Obsolete","-","-","-","-","-","-","-"
-,-,114990105-ND,114990105,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-800K,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-"
http://wiki.seeedstudio.com/images/3/3d/FLX-A201-force-sensor.pdf,-,114990106-ND,114990106,"Seeed Technology Co., Ltd",2.2 INCH BEND SENSOR A201,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_114990107.jpg,114990107-ND,114990107,"Seeed Technology Co., Ltd",0.2"" THIN FILM RES PRESSURE SNSR,0,0,"Obsolete","0","2","*","Obsolete","-","-","-","-","-","-","-"
