Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Sensor Type","Humidity Range","Output Type","Output","Accuracy","Response Time","Sensitivity","Voltage - Supply","Mounting Type","Operating Temperature","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1000,//media.digikey.com/Renders/Texas%20Instr%20Renders/HDC100x%20Series.jpg,296-38027-1-ND,HDC1000YPAT,Texas Instruments,SENSOR HUMIDITY 5V I2C 3% SMD,2779,0,"10.65000","0","1","Cut Tape (CT)","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±3% RH","15s","-","2.7V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-WFBGA, DSBGA","6-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1000,//media.digikey.com/Renders/Texas%20Instr%20Renders/HDC100x%20Series.jpg,296-38027-6-ND,HDC1000YPAT,Texas Instruments,SENSOR HUMIDITY 5V I2C 3% SMD,2779,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±3% RH","15s","-","2.7V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-WFBGA, DSBGA","6-DSBGA"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HPC199_6&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Renders/Measurement%20Specialties%20Renders/HPP828E031.jpg,223-1593-ND,HPP845E131R1,TE Connectivity Measurement Specialties,SENSOR HUMID/TEMP 3V I2C 3% SMD,1625,0,"8.89000","0","1","Tape & Reel (TR)","HTU","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","5s","-","1.5V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-VDFN Exposed Pad","6-DFN (3x3)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si7005.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336-2331-5-ND.jpg,336-2331-5-ND,SI7005-B-GM,Silicon Labs,SENS HUMI/TEMP 3.3V I2C 3% 24QFN,230,0,"8.93000","0","1","Tube","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","-40°C ~ 85°C","24-LFQFN Exposed Pad","24-QFN (4x4)"
https://cdn-shop.adafruit.com/datasheets/DHT22.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_385.jpg,1528-1504-ND,385,Adafruit Industries LLC,SENSOR HUMID/TEMP 5V DTL 2% MOD,453,0,"9.95000","0","1","Bulk","-","Active","Humidity, Temperature","0 ~ 100% RH","Digital","8b","±2%","2s","-","3.3V ~ 6V","Through Hole","-40°C ~ 80°C","Housed Sensor","-"
http://cdn.sparkfun.com/datasheets/Sensors/Weather/RHT03.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-10167.jpg,1568-1793-ND,SEN-10167,SparkFun Electronics,SENSOR HUMID/TEMP 5V DTL 2% MOD,139,0,"9.95000","0","1","Bulk","-","Active","Humidity, Temperature","0 ~ 100% RH","Digital","8b","±2% RH","-","-","3.3V ~ 6V","Through Hole","-40°C ~ 80°C","Housed Sensor","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1335-ND,CC2D23S,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,965,0,"12.35000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","7s","-","3.3V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1334-ND,CC2A23,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V PDM 2% SMD,301,0,"12.35000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","PDM","14b","±2% RH","7s","-","3.3V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1337-ND,CC2D23,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,766,0,"14.11000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","7s","-","3.3V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
http://www.vishay.com/docs/29001/23226919.pdf,//media.digikey.com/photos/Vishay%20Photos/2381%20691%2090001.jpg,BC2325-ND,HUMIDITY-SENS-E,Vishay BC Components,SENSOR HUMIDITY 15V CAPAC MOD,799,0,"14.71000","0","1","Tray","-","Active","Humidity","10 ~ 90% RH","Capacitance","122pF @ 43% RH","-","180s","400nF/%RH","15V","Through Hole","0°C ~ 85°C","Housed Sensor","-"
https://cdn-shop.adafruit.com/datasheets/Digital+humidity+and+temperature+sensor+AM2302.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_393.jpg,1528-1229-ND,393,Adafruit Industries LLC,SENSOR HUMID/TEMP 5V DTL 2% MOD,444,0,"15.00000","0","1","Bulk","-","Active","Humidity, Temperature","0 ~ 100% RH","Digital","8b","±2%","2s","-","3.3V ~ 5.5V","Chassis Mount","-40°C ~ 80°C","Housed Sensor","-"
http://sensing.honeywell.com/index.php/ci_id/51625/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/HIH-4030-003.JPG,480-3167-ND,HIH-4030-003,Honeywell Sensing and Productivity Solutions,SENSOR HUMIDITY 5V ANLG 3.5% SMD,745,0,"15.66000","0","1","Strip","HIH-4030","Active","Humidity","0 ~ 100% RH","Analog Voltage","3.268V @ 75.3%RH","±3.5% RH","5s","-","4V ~ 5.8V","Surface Mount","-40°C ~ 85°C","Housed Sensor","4-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=220,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CC2D.jpg,235-1365-ND,CC2D33S-SIP,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 3% SIP,681,0,"16.07000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±3% RH","7s","-","3.3V","Through Hole","-40°C ~ 125°C","4-SIP Module","4-SIP"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=220,//media.digikey.com/Photos/Amphenol%20Photos/MFG_CC2D.jpg,235-1361-ND,CC2D23S-SIP,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 2% SIP,381,0,"18.47000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","7s","-","3.3V","Through Hole","-40°C ~ 125°C","4-SIP Module","4-SIP"
http://sensing.honeywell.com/honeywell-sensing-hih4010-4020-4021-series-product-sheets-009020-1-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HIH-4020-001.JPG,480-4960-ND,HIH-4020-001,Honeywell Sensing and Productivity Solutions,SENS HUMIDITY 5V ANLG 3.5% 3SIP,410,0,"24.90000","0","1","Bulk","HIH-4020","Active","Humidity","0 ~ 100% RH","Analog Voltage","3.268V @ 75.3%RH","±3.5% RH","5s","-","4V ~ 5.8V","Through Hole","-40°C ~ 85°C","Housed Sensor","-"
http://sensing.honeywell.com/index.php/ci_id/49922/la_id/1/document/1/re_id/0,//media.digikey.com/Photos/Honeywell%20Photos/HIH-4000-002.JPG,480-3736-ND,HIH-4000-004,Honeywell Sensing and Productivity Solutions,SENS HUMIDITY 5V ANLG 3.5% 3SIP,184,0,"28.01000","0","1","Tube","HIH-4000","Active","Humidity","0 ~ 100% RH","Analog Voltage","3.198V @ 75.3%RH","±3.5% RH","5s","-","4V ~ 5.8V","Through Hole","-40°C ~ 85°C","Housed Sensor","-"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/HTM1735LF.pdf,//media.digikey.com/photos/Measurement%20Specialties%20Photos/HTM1735.jpg,HPP805D033-ND,HPP805D033,TE Connectivity Measurement Specialties,SENS HUMID/TEMP 5V ANALOG 2% MOD,966,0,"32.38000","0","1","Bulk","-","Active","Humidity, Temperature","0 ~ 100% RH","Analog Voltage","2.48V @ 55%RH","±3% RH","10s","26mV/%RH","4.75V ~ 5.25V","User Defined","-40°C ~ 100°C","Sensor on Exposed Board","-"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/HM1520LF.pdf,//media.digikey.com/photos/Measurement%20Specialties%20Photos/HM1520.jpg,HPP805C031-ND,HPP805C031,TE Connectivity Measurement Specialties,SENSOR HUMIDITY 5V ANALOG 2% MOD,293,0,"80.60000","0","1","Bulk","-","Active","Humidity","0 ~ 100% RH","Analog Voltage","1.24V @ 10%RH","±2% RH","10s","26mV/%RH","4.75V ~ 5.25V","User Defined","-40°C ~ 60°C","Probe","-"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si7007-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7007-DFN6.jpg,336-3126-5-ND,SI7007-A20-IM,Silicon Labs,SENS HUMI/TEMP 3.6V PWM 3% 6DFN,249,0,"2.04000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","PWM","11b","±5% RH","6s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si7034.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7034.jpg,336-3238-ND,SI7034-A10-IM,Silicon Labs,SENS HUMI/TEMP 1.8V I2C 3% 6QFN,4351,0,"2.33000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","11b","±3% RH","18s","-","1.8V","Surface Mount","-40°C ~ 125°C","6-WQFN","6-QFN (2x2)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-3136-ND,SI7020-A20-GM,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4% 6DFN,1865,0,"2.48000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-3138-5-ND,SI7020-A20-IM,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4% 6DFN,227,0,"2.60000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7013-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SI7013-A20-GM.jpg,336-3130-ND,SI7013-A20-IM,Silicon Labs,SENSOR HUMI/TEMP 3.6V I2C 3% QFN,241,0,"3.37000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","10-WFDFN Exposed Pad","10-DFN (3x3)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si7023-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7023-DFN6.jpg,336-3147-ND,SI7023-A20-IM1,Silicon Labs,SENS HUMI/TEMP 3.6V PWM 3% 6DFN,152,0,"3.53000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","PWM","11b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7013-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SI7013-A20-GM.jpg,336-3131-ND,SI7013-A20-IM1,Silicon Labs,SENSOR HUMI/TEMP 3.6V I2C 3% QFN,953,0,"3.71000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","10-WFDFN Exposed Pad","10-DFN (3x3)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-am2320-temperature-humidity-i2c-sensor.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3721.jpg,1528-2564-ND,3721,Adafruit Industries LLC,DIGITAL TEMPERATURE AND HUMIDITY,140,0,"3.95000","0","1","-","-","Active","Humidity, Temperature","0 ~ 99% RH","I²C","-","±3% RH","5s","-","3.1V ~ 5.5V","Through Hole","-40°C ~ 80°C","Housed Sensor","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=219,-,235-1449-ND,HS12SP,Amphenol Advanced Sensors,SENSOR HUMIDITY 1V RESIST 5% MOD,447,0,"7.13000","0","1","Bulk","-","Active","Humidity","30 ~ 90% RH","Resistive","60k @ 50%RH","±5% RH","120s","-","1V","Through Hole","0°C ~ 50°C","Housed Sensor","-"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si7005.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336-2331-5-ND.jpg,336-2330-5-ND,SI7005-B-FM,Silicon Labs,SENS HUMI/TEMP 3.3V I2C 3% 24QFN,1653,0,"8.68000","0","1","Tube","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","0°C ~ 70°C","24-LFQFN Exposed Pad","24-QFN (4x4)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7015-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7015-QFN24.jpg,336-3135-ND,SI7015-A20-GM1,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4.5% QFN,175,0,"9.84000","0","1","Strip","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4.5% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1341-ND,CC2D33S,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 3% SMD,1208,0,"11.57000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±3% RH","7s","-","3.3V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1344-ND,CC2A35,Amphenol Advanced Sensors,SENSOR HUMID/TEMP 5V PDM 3% SMD,387,0,"11.57000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","PDM","14b","±3% RH","7s","-","5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1343-ND,CC2D33,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 3% SMD,303,0,"11.57000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±3% RH","7s","-","3.3V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1342-ND,CC2D35S,Amphenol Advanced Sensors,SENSOR HUMID/TEMP 5V I2C 3% SMD,119,0,"11.57000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±3% RH","7s","-","5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=384,//media.digikey.com/Photos/Amphenol%20Photos/MFG_HS30P.jpg,235-1450-ND,HS30P,Amphenol Advanced Sensors,SENSOR HUMIDITY 1V RESIST 5% MOD,3171,0,"12.12000","0","1","Bulk","-","Active","Humidity","20 ~ 90% RH","Resistive","55k @ 50%RH","±5% RH","120s","-","1V","Through Hole","-20°C ~ 60°C","2-SIP Module","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1333-ND,CC2A25,Amphenol Advanced Sensors,SENSOR HUMID/TEMP 5V PDM 2% SMD,593,0,"12.35000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","PDM","14b","±2% RH","7s","-","5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1336-ND,CC2D25S,Amphenol Advanced Sensors,SENSOR HUMID/TEMP 5V I2C 2% SMD,336,0,"12.35000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","7s","-","5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=23,//media.digikey.com/Photos/GE%20Sensing%20Photos/MFG_CC2D35.jpg,235-1338-ND,CC2D25,Amphenol Advanced Sensors,SENSOR HUMID/TEMP 5V I2C 2% SMD,120,0,"12.35000","0","1","Bulk","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","7s","-","5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","8-SMD"
http://sensing.honeywell.com/honeywell-sensing-hih4010-4020-4021-series-product-sheets-009020-1-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HIH-4010-001.jpg,480-4958-ND,HIH-4010-003,Honeywell Sensing and Productivity Solutions,SENS HUMIDITY 5V ANLG 3.5% 3SIP,157,0,"22.48000","0","1","Bulk","HIH-4010","Active","Humidity","0 ~ 100% RH","Analog Voltage","3.268V @ 75.3%RH","±3.5% RH","5s","-","4V ~ 5.8V","Through Hole","-40°C ~ 85°C","Housed Sensor","-"
http://sensing.honeywell.com/honeywell-sensing-hih4010-4020-4021-series-product-sheets-009020-1-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HIH-4010-002.JPG,480-3537-ND,HIH-4010-002,Honeywell Sensing and Productivity Solutions,SENSOR HUMIDITY 5V ANLG 3.5% SIP,146,0,"22.54000","0","1","Bulk","HIH-4010","Active","Humidity","0 ~ 100% RH","Analog Voltage","3.268V @ 75.3%RH","±3.5% RH","5s","-","4V ~ 5.8V","Through Hole","-40°C ~ 85°C","Housed Sensor","-"
http://sensing.honeywell.com/honeywell-sensing-hih4010-4020-4021-series-product-sheets-009020-1-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HIH-4010-001.jpg,480-3536-ND,HIH-4010-001,Honeywell Sensing and Productivity Solutions,SENSOR HUMIDITY 5V ANLG 3.5% SIP,102,0,"22.61000","0","1","Bulk","HIH-4010","Active","Humidity","0 ~ 100% RH","Analog Voltage","3.268V @ 75.3%RH","±3.5% RH","5s","-","4V ~ 5.8V","Through Hole","-40°C ~ 85°C","Housed Sensor","-"
https://www.enocean.com/en/enocean_modules/hsm-100/data-sheet-pdf/,//media.digikey.com/Photos/Enocean%20Photos/MFG_HSM100.jpg,1084-1018-ND,HSM100,Enocean,SENSOR HUMIDITY 5V 5% MODULE,276,0,"26.52000","0","1","Tray","-","Active","Humidity","0 ~ 100% RH","-","-","±5% RH","-","-","-","User Defined","-20°C ~ 60°C","Sensor on Exposed Board","-"
http://sensing.honeywell.com/index.php/ci_id/49692/la_id/1/document/1/re_id/0,//media.digikey.com/Photos/Honeywell%20Photos/MFG_HIH-5031.jpg,480-4967-ND,HIH-5031-001S,Honeywell Sensing and Productivity Solutions,SENS HUMIDITY 5V ANLG 3% SMD 1=5,266,0,"38.17000","0","1","Bulk","-","Active","Humidity","0 ~ 100% RH","Analog Voltage","1.5V @ 50%RH","±3% RH","5s","-","2.7V ~ 5.5V","Surface Mount","-40°C ~ 85°C","Housed Sensor","4-SMD"
https://product.tdk.com/info/en/catalog/datasheets/sensor_humidity_chs_en.pdf,//media.digikey.com/photos/TDK%20Photos/TDK%20CORPORATION-%20CHS-UPS_CHS-UGS.jpg,445-2578-ND,CHS-UPS,TDK Corporation,SENSOR HUMIDITY 5V ANALOG 3% MOD,265,0,"81.62000","0","1","Bulk","CHS","Active","Humidity","5 ~ 95% RH","Analog Voltage","500mV @ 50%RH","±3% RH","60s","-","4.75V ~ 5.25V","Through Hole","0°C ~ 50°C","Housed Sensor","-"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si7005.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336-2331-5-ND.jpg,336-2332-2-ND,SI7005-B-FM1R,Silicon Labs,SENS HUMI/TEMP 3.3V I2C 3% 24QFN,2500,0,"7.86250","0","2500","Tape & Reel (TR)","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","0°C ~ 70°C","24-LFQFN Exposed Pad","24-QFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si7005.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336-2331-5-ND.jpg,336-2332-1-ND,SI7005-B-FM1R,Silicon Labs,SENS HUMI/TEMP 3.3V I2C 3% 24QFN,4479,0,"9.53000","0","1","Cut Tape (CT)","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","0°C ~ 70°C","24-LFQFN Exposed Pad","24-QFN (4x4)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7015-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7015-QFN24.jpg,336-3132-5-ND,SI7015-A20-FM,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4.5% QFN,224,0,"8.68000","0","1","Tube","-","Not For New Designs","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4.5% RH","18s","-","1.9V ~ 3.6V","Surface Mount","0°C ~ 70°C","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.silabs.com/documents/public/data-sheets/Si7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-4542-ND,SI7020-A20-YM1,Silicon Labs,SENSOR RHT DGTL AUTO 6DFN,135,0,"3.27000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12 b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si7021-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7021-DFN6.jpg,336-4544-ND,SI7021-A20-YM1,Silicon Labs,SENSOR RHT DGTL AUTO 6DFN,135,0,"4.04000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12 b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-","6-WDFN Exposed Pad","6-DFN (3x3)"
http://www.socle-tech.com/doc/IC%20Channel%20Product/A1DU5P2CP006B_SPECIFICATION.pdf,//media.digikey.com/Photos/Sharp%20Photos/MFG_ENS210.jpg,1855-1052-ND,A1DU5P2CP006B,SHARP/Socle Technology,TEMPERATURE AND RH DETECTOR,134,0,"4.89000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","10 b","±5% RH","-","-","1.71V ~ 3.6V","Chassis Mount","-40°C ~ 60°C","Module","Module"
https://www.idt.com/document/dst/hs300x-datasheet,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/MFG_HS300x.jpg",800-3833-ND,HS3004,"IDT, Integrated Device Technology Inc",SENSOR HUMIDITY 90% RH SMD,1029,0,"6.26000","0","1","Strip","-","Active","Humidity, Temperature","10 ~ 90% RH","I²C","14b","±3.8% RH","6s","-","1.8V ~ 5.5V","Surface Mount","-40°C ~ 125°C","6-VLGA","6-LGA (3x2.41)"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=220,-,235-1589-2-ND,CC2D23S-2500,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,5000,0,"6.39375","0","2500","Tape & Reel (TR)","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14 b","±2% RH","4s","-","2.3V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=220,-,235-1589-1-ND,CC2D23S-2500,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,5000,0,"12.53000","0","1","Cut Tape (CT)","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14 b","±2% RH","4s","-","2.3V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=220,-,235-1589-6-ND,CC2D23S-2500,Amphenol Advanced Sensors,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,5000,0,"Digi-Reel","0","1","Digi-Reel®","ChipCap2™","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14 b","±2% RH","4s","-","2.3V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-SMD, No Lead","-"
https://www.idt.com/document/dst/hs300x-datasheet,"//media.digikey.com/Photos/IDT,%20Integrated%20Device%20Technology/MFG_HS300x.jpg",800-3832-ND,HS3003,"IDT, Integrated Device Technology Inc",SENSOR HUMIDITY 90% RH SMD,1429,0,"7.17000","0","1","Strip","-","Active","Humidity, Temperature","10 ~ 90% RH","I²C","14b","±2.8% RH","6s","-","1.8V ~ 5.5V","Surface Mount","-40°C ~ 125°C","6-VLGA","6-LGA (3x2.41)"
