Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Amplifier Type","Voltage - Supply","Output Type","Current - Supply","Operating Temperature","Mounting Type"
https://www.gavazzionline.com/pdf/S1430UAP.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/S1430UAP912.jpg,1864-2174-ND,S1430UAP912,Carlo Gavazzi Inc.,PHT AMP 3CH 10-30 AC DC,3,0,"704.43000","0","1","-","Active","General Purpose","12V ~ 30V","NPN / PNP","-","-20°C ~ 50°C","DIN Rail"
http://www.beisensors.com/pdfs/Broadcaster.pdf,//media.digikey.com/Photos/BEI%20Sensors/MFG_60011-0xx.jpg,1724-1186-ND,BX-15-IC/V-IC/V-IC/V-IC/V,Sensata-BEI Sensors,BROADCASTER WITH OPTICAL ISOLATO,5,0,"725.76000","0","1","-","Active","External Input","5V ~ 28V","Analog","125mA","-","DIN Rail"
http://www.beisensors.com/pdfs/broadcaster.pdf,-,1724-1220-ND,BX-24-DB/V-IC/V-IC/V-IC/V,Sensata-BEI Sensors,SIGNAL BRDCSTER FOR ENCODER SNSR,6,0,"783.78000","0","1","-","Active","External Input","5V ~ 28V","NPN - Open Collector","125mA","-","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS89000_V3.01_Prelim_2017-07-06.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_AS89000.JPG,AS89000-ND,AS89000,ams,4 CHANNEL AMPLIFIER,87,0,"6.40000","0","1","-","Active","Analog Output","-","Analog","-","-","Surface Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-NH.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-NH11,21,41,51.jpg",Z1112-ND,E3X-NH21,Omron Automation and Safety,SENSOR PHOTO AMP FIBEROPTC W/TMR,3,0,"316.00000","0","1","E3X-NH","Active","Timer Function","12V ~ 24V","NPN","75mA","-25°C ~ 55°C (TA)","DIN Rail"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fx-500_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FX-501P.jpg,1110-1657-ND,FX-501P,Panasonic Industrial Automation Sales,DIGITAL FIBER AMP PNP 1 OUTPUT,0,77,"160.00000","0","1","FX-500","Active","Fiber Amp","12V ~ 24V","Analog","40mA","-10°C ~ 55°C (TA)","DIN Rail"
http://www.vishaypg.com/docs/11042/mr-series.pdf,//media.digikey.com/Photos/Micro-Measurements/MMF011340.jpg,1033-1038-ND,MMF011340,Micro-Measurements (Division of Vishay Precision Group),MR1-350-130 BRIDGE COMP MODULE(1,0,0,"95.38000","0","1","MR","Active","General Purpose","0.5V ~ 18V","-","-","-45°C ~ 120°C","-"
-,//media.digikey.com/photos/Honeywell%20Photos/060-6827-03.JPG,480-6096-ND,060-6827-03,Honeywell Sensing and Productivity Solutions T&M,AMPLIFIER 20 MA OUT 32V INPUT,0,0,"463.35000","0","1","U3W","Active","Analog Output","18V ~ 32V","Current","70mA","-15°C ~ 71°C (TA)","Chassis Mount"
http://downloads.omron.eu/IAB/Products/Sensing/Fiber%20Optic%20Sensors/Digital%20Fiber%20Optic%20Amplifiers/E3X-HD/E88E/E3X-HD_DS_E_6_1_(E88E).pdf,//media.digikey.com/Photos/Omron%20Auto/E3X-HD6.JPG,Z3765-ND,E3X-HD6,Omron Automation and Safety,"SMART PWR, CONNECTOR, NPN",1,15,"181.44000","0","1","E3X-HD","Active","Standard","12V ~ 24V","NPN - Open Collector","60mA","-25°C ~ 55°C (TA)","-"
http://www.vishaypg.com/docs/11042/mr-series.pdf,//media.digikey.com/Photos/Micro-Measurements/MMF303137.JPG,1033-1045-ND,MMF303137,Micro-Measurements (Division of Vishay Precision Group),MR1-120-133 BRIDGE COMP MODULE(1,5,0,"95.38000","0","1","MR","Active","General Purpose","0.5V ~ 15V","-","-","-45°C ~ 120°C","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3C.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/E3C-JB4P.JPG,Z12081-ND,E3C-JB4P,Omron Automation and Safety,AMPLIF TIMER PNP OUTPUT RAIL-MT,1,46,"236.88000","0","1","E3C","Active","Standard","12V ~ 24V","PNP","50mA","-10°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,Z11558-ND,E3NX-FA41AN 2M,Omron Automation and Safety,FIBER AMP ANALOG 2OUT 2M CBL,1,3,"365.40000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","PNP","75mA","-25°C ~ 40°C","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-ma_e467-e1_1_4_csm1060689.pdf,//media.digikey.com/Photos/Omron%20Auto/E3NX-MA8.jpg,Z11557-ND,E3NX-MA8,Omron Automation and Safety,FIBER AMP 2CH STD PNP CONN,1,0,"378.00000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","PNP","75mA","-25°C ~ 50°C","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-ma_e467-e1_1_4_csm1060689.pdf,//media.digikey.com/photos/Omron%20Auto/E3NX-MA11.jpg,Z11554-ND,E3NX-MA11,Omron Automation and Safety,FIBER AMP 2CH STD NPN 2M CBL,0,0,"378.00000","0","1","E3NX","Active","Fiber Amp","10V ~ 30V","NPN","75mA","-25°C ~ 45°C","-"
http://www.ia.omron.com/data_pdf/cat/e4c-uda_ds_e_12_2_csm1725.pdf,//media.digikey.com/Photos/Omron%20Auto/E4C-UDA11.jpg,Z9380-ND,E4C-UDA11,Omron Automation and Safety,"AMPLIFIER, NPN, TWIN OUTPUTS",1,0,"439.28000","0","1","-","Active","Twin Output","12V ~ 24V","NPN","80mA","-25°C ~ 70°C (TA)","Cable"
http://www.ia.omron.com/data_pdf/cat/e4c-uda_ds_e_12_2_csm1725.pdf,-,Z9381-ND,E4C-UDA11AN,Omron Automation and Safety,"AMPLIFIER, NPN, ANALOG OUT",1,1,"486.91000","0","1","-","Active","Twin Output","12V ~ 24V","NPN","80mA","-25°C ~ 70°C (TA)","Cable"
-,//media.digikey.com/Photos/Omron%20Auto/ZX2-LDA41-2M.jpg,Z10308-ND,ZX2-LDA41 2M,Omron Automation and Safety,ZX2 CONTROLLER PNP,1,29,"604.44000","0","1","ZX2","Active","General Purpose","10V ~ 30V","PNP - Open Collector","100mA","0°C ~ 50°C","DIN Rail"
-,-,Z12692-ND,ZX2-LDA11 2M,Omron Automation and Safety,ZX2 CONTROLLER NPN,1,12,"604.44000","0","1","ZX2","Active","General Purpose","10V ~ 30V","NPN - Open Collector","100mA","0°C ~ 50°C","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e4c-uda_ds_e_12_2_csm1725.pdf,//media.digikey.com/Photos/Omron%20Auto/E4C-DS30.jpg,Z9379-ND,E4C-DS30,Omron Automation and Safety,PROXIMITY ULTRASONIC 300MM M18,1,1,"956.34000","0","1","E4C","Active","-","-","-","-","-","-"
http://www.ia.omron.com/data_sheet/cat/zx-e_dsheet.pdf,//media.digikey.com/Photos/Omron%20Auto/ZX-LDA11-N-2M.jpg,Z12690-ND,ZX-LDA11-N 2M,Omron Automation and Safety,AMP UNIT 12-24VDC PWR SPLY NPN,1,138,"975.75000","0","1","-","Active","Standard","12V ~ 24V","NPN","-","0°C ~ 50°C (TA)","Cable"
http://www.omron.com.tw/data_pdf/cat/d7f_ds_e_2_1_csm1772.pdf,//media.digikey.com/Photos/Omron%20Auto/D7F-C03.jpg,Z9069-ND,D7F-C03,Omron Automation and Safety,SENSOR CTLR LINEAR OUTPUT,1,0,"1059.94000","0","1","D7F","Active","General Purpose","12V ~ 24V","Linear","100mA","-10°C ~ 55°C (TA)","-"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/fiber/catalog/fx-100_e_cata.pdf,-,FX-102P-ND,FX-102P,Panasonic Industrial Automation Sales,SENSOR PNP OUTPUT 12-24VDC,0,0,"84.70000","0","1","-","Active","Standard","12V ~ 24V","PNP - Open Collector","30mA","-10°C ~ 55°C (TA)","-"
-,-,MPF1-912RS-ND,MPF1-912RS,Carlo Gavazzi Inc.,PHOTO AMP 1CH 12-24VAC/DC,0,0,"148.50000","0","1","-","Active","General Purpose","12V ~ 24V","Relay","-","-20°C ~ 60°C","DIN Rail"
-,-,MPF1-912RSL-ND,MPF1-912RSL,Carlo Gavazzi Inc.,PHOTO AMP 1CH 12-24VAC/DC,0,0,"148.50000","0","1","-","Active","General Purpose","12V ~ 24V","Relay","-","-20°C ~ 60°C","DIN Rail"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/su-7_sh_e_cata.pdf,-,SU-75-ND,SU-75,Panasonic Industrial Automation Sales,NPN AUTO-TEACHING REMOTE SYC AMP,0,0,"163.60000","0","1","SU-7/SH","Active","External Input","12V ~ 24V","NPN","35mA","-10°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-GE4B-ND,E2C-GE4B,Omron Automation and Safety,AMP NPN 10-30VDC FOR E2C-CR5B,0,0,"164.32000","0","1","E2C","Active","Standard","10V ~ 30V","NPN","25mA","-10°C ~ 55°C (TA)","Socket"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-GF4B-ND,E2C-GF4B,Omron Automation and Safety,AMP PNP 10-30VDC FOR E2C-CR5B,0,0,"164.32000","0","1","E2C","Active","Standard","10V ~ 30V","PNP","25mA","-10°C ~ 55°C (TA)","Socket"
-,-,MPF2-912RS-ND,MPF2-912RS,Carlo Gavazzi Inc.,PHOTO AMP 2CH 12-24VAC/DC,0,0,"165.33000","0","1","-","Active","General Purpose","12V ~ 24V","Relay","-","-20°C ~ 60°C","DIN Rail"
-,-,MPF2-912RSL-ND,MPF2-912RSL,Carlo Gavazzi Inc.,PHOTO AMP 2CH 12-24VAC/DC,0,0,"165.33000","0","1","-","Active","General Purpose","12V ~ 24V","Relay","-","-20°C ~ 60°C","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-GE4A-ND,E2C-GE4A,Omron Automation and Safety,AMP NPN 10-30VDC FOR E2C PROX,0,0,"166.32000","0","1","E2C","Active","Standard","10V ~ 30V","NPN","25mA","-10°C ~ 55°C (TA)","Socket"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-GF4A-ND,E2C-GF4A,Omron Automation and Safety,AMP PNP 10-30VDC FOR E2C PROX,0,0,"166.32000","0","1","E2C","Active","Standard","10V ~ 30V","PNP","25mA","-10°C ~ 55°C (TA)","Socket"
https://www.gavazzionline.com/pdf/FA1_eng.pdf,-,FA1-N-ND,FA1-N,Carlo Gavazzi Inc.,FIBER OPTIC SENS AMP NPN,0,0,"168.08000","0","1","-","Active","General Purpose","12V ~ 24V","NPN","40mA","0°C ~ 60°C","Bracket Mount"
https://www.gavazzionline.com/pdf/FA1_eng.pdf,-,FA1-P-ND,FA1-P,Carlo Gavazzi Inc.,FIBER OPTIC SENS AMP PNP,0,0,"168.08000","0","1","-","Active","General Purpose","12V ~ 24V","PNP","40mA","0°C ~ 60°C","Bracket Mount"
-,-,SD110024-ND,SD110024,Carlo Gavazzi Inc.,SENSOR RLY 24VAC SPDT NAMUR,0,0,"174.24000","0","1","-","Active","General Purpose","24VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD110115-ND,SD110115,Carlo Gavazzi Inc.,SENSOR RLY 115VAC SPDT NAMUR,0,0,"174.24000","0","1","-","Active","General Purpose","115VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD110230-ND,SD110230,Carlo Gavazzi Inc.,SENSOR RLY 220VAC SPDT NAMUR,0,0,"174.24000","0","1","-","Active","General Purpose","230VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD110724-ND,SD110724,Carlo Gavazzi Inc.,SENSOR RLY 24VDC SPDT NAMUR,0,0,"174.24000","0","1","-","Active","General Purpose","24VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD210024-ND,SD210024,Carlo Gavazzi Inc.,SENSOR RLY 24VAC DPDT NAMUR,0,0,"182.16000","0","1","-","Active","General Purpose","24VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD210230-ND,SD210230,Carlo Gavazzi Inc.,SENSOR RLY 220VAC DPDT NAMUR,0,0,"182.16000","0","1","-","Active","General Purpose","230VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD210724-ND,SD210724,Carlo Gavazzi Inc.,SENSOR RLY 24VDC DPDT NAMUR,0,0,"182.16000","0","1","-","Active","General Purpose","24VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/su-7_sh_e_cata.pdf,-,SU-79-ND,SU-79,Panasonic Industrial Automation Sales,NPN AUTO-TEACHING REMOTE AMP,0,0,"186.90000","0","1","SU-7/SH","Active","Remote Sensitivity","12V ~ 24V","NPN","35mA","-10°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-WH4ADC12-24-ND,E2C-WH4A DC12-24,Omron Automation and Safety,AMP 12-24VDC NPN/PNP FOR E2C,0,0,"189.60000","0","1","E2C","Active","Standard","10V ~ 30V","NPN / PNP","25mA","-","Bracket Mount"
-,-,SV260115-ND,SV260115,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 115VAC,0,0,"190.08000","0","1","-","Active","General Purpose","115VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV260230-ND,SV260230,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 230VAC,0,0,"190.08000","0","1","-","Active","General Purpose","230VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV260724-ND,SV260724,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 24VDC,0,0,"190.08000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
http://downloads.omron.eu/IAB/Products/Sensing/Fiber%20Optic%20Sensors/Digital%20Fiber%20Optic%20Amplifiers/E3X-HD/E88E/E3X-HD_DS_E_6_1_(E88E).pdf,-,E3X-HD0-ND,E3X-HD0,Omron Automation and Safety,"SMART PWR, COMMUNICATION UNIT",0,0,"191.52000","0","1","E3X-HD","Active","Standard","12V ~ 24V","-","60mA","0°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E3X-NA.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/E3X-NA51%202M.JPG,Z2941-ND,E3X-NA51 2M,Omron Automation and Safety,SENSOR PHOTOAMP FIBER 2M CBL,1,0,"193.60000","0","1","E3X-NA","Obsolete","Standard","12V ~ 24V","PNP","35mA","-25°C ~ 55°C (TA)","DIN Rail"
-,-,SV250724-ND,SV250724,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 24VDC,0,0,"193.60000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV260024-ND,SV260024,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 24VAC,0,0,"196.00000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3c_ds_e_11_2_csm418.pdf,-,E3C-WE4-ND,E3C-WE4,Omron Automation and Safety,AMP FRONT TRMNL 12-24VDC DIN MNT,0,0,"199.09000","0","1","E3C","Active","Standard","12V ~ 24V","NPN","50mA","-","Bracket Mount"
-,-,SV150024-ND,SV150024,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 24VAC,0,0,"208.56000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV150115-ND,SV150115,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 115VAC,0,0,"208.56000","0","1","-","Active","General Purpose","115VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV150230-ND,SV150230,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 230VAC,0,0,"208.56000","0","1","-","Active","General Purpose","230VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV150724-ND,SV150724,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 24VDC,0,0,"208.56000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV160024-ND,SV160024,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 24VAC,0,0,"208.56000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV160230-ND,SV160230,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 230VAC,0,0,"208.56000","0","1","-","Active","General Purpose","230VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV160724-ND,SV160724,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 24VDC,0,0,"208.56000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV250024-ND,SV250024,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 24VAC,0,0,"212.96000","0","1","-","Active","General Purpose","24VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV250230-ND,SV250230,Carlo Gavazzi Inc.,LVL RLY CAP DPDT 230VAC,0,0,"212.96000","0","1","-","Active","General Purpose","230VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
-,-,SV160115-ND,SV160115,Carlo Gavazzi Inc.,LVL RLY CAP SPDT 115VAC,0,0,"215.00000","0","1","-","Active","General Purpose","115VAC","Relay","15mA","-20°C ~ 50°C","DIN Rail"
http://downloads.omron.eu/IAB/Products/Sensing/Fiber%20Optic%20Sensors/Digital%20Fiber%20Optic%20Amplifiers/E3X-HD/E88E/E3X-HD_DS_E_6_1_(E88E).pdf,-,E3X-HD115M-ND,E3X-HD11 5M,Omron Automation and Safety,E3X-HD11 2M WITH 5M CABLE,0,0,"221.76000","0","1","E3X-HD","Active","Standard","12V ~ 24V","NPN - Open Collector","60mA","-25°C ~ 55°C (TA)","-"
http://downloads.omron.eu/IAB/Products/Sensing/Fiber%20Optic%20Sensors/Digital%20Fiber%20Optic%20Amplifiers/E3X-HD/E88E/E3X-HD_DS_E_6_1_(E88E).pdf,-,E3X-HD415M-ND,E3X-HD41 5M,Omron Automation and Safety,E3X-HD41 2M WITH 5M CABLE,0,0,"221.76000","0","1","E3X-HD","Active","Standard","12V ~ 24V","PNP - Open Collector","60mA","-25°C ~ 55°C (TA)","-"
-,-,SD270024-ND,SD270024,Carlo Gavazzi Inc.,SENSOR RLY 24VAC DPDT NAMUR,0,0,"227.04000","0","1","-","Active","General Purpose","24VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD270115-ND,SD270115,Carlo Gavazzi Inc.,SENSOR RLY 115VAC DPDT NAMUR,0,0,"227.04000","0","1","-","Active","General Purpose","115VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD270230-ND,SD270230,Carlo Gavazzi Inc.,SENSOR RLY 230VAC DPDT NAMUR,0,0,"227.04000","0","1","-","Active","General Purpose","230VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
-,-,SD270724-ND,SD270724,Carlo Gavazzi Inc.,SENSOR RLY 24VDC DPDT NAMUR,0,0,"227.04000","0","1","-","Active","General Purpose","24VAC","Relay","1.2mA","-20°C ~ 50°C","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA6-ND,E3NX-FA6,Omron Automation and Safety,FIBER AMP 1-OUT CONN NPN,0,26,"231.84000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA8-ND,E3NX-FA8,Omron Automation and Safety,FIBER AMP 1-OUT CONN PNP,0,0,"231.84000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA0-ND,E3NX-FA0,Omron Automation and Safety,COMM FIBER AMP - USE W/ E3NW,0,0,"231.84000","0","1","-","Active","Single Function","10V ~ 30V","1-Channel (Mono)","40mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-AM4A-ND,E2C-AM4A,Omron Automation and Safety,AMP 10-30VDC NPN/PNP FOR E2C,0,10,"236.88000","0","1","E2C","Active","Standard","10V ~ 30V","NPN / PNP","25mA","-10°C ~ 55°C (TA)","-"
-,-,E3X-NH11-U1-ND,E3X-NH11-U1,Omron Automation and Safety,SCRIPTPROS E3X-NH11,0,0,"241.31000","0","1","E3X-NH","Active","General Purpose","12V ~ 24V","NPN","75mA","-25°C ~ 55°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-JC4A-ND,E2C-JC4A,Omron Automation and Safety,AMP 12-24VDC NPN FOR E2C PROX,0,7,"241.92000","0","1","E2C","Active","Standard","10V ~ 30V","NPN","45mA","-10°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E32%20Series.pdf,-,E32-T11NU-ND,E32-T11NU,Omron Automation and Safety,RIGHT ANGLE CHEMICAL RESISTANT,0,0,"241.92000","0","1","E3X-DA-S","Active","Standard","-","-","-","-25°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-JC4CH-ND,E2C-JC4CH,Omron Automation and Safety,AMP 12-24VDC NPN FOR E2C PROX,0,0,"246.96000","0","1","E2C","Active","Standard","12V ~ 24V","NPN","45mA","-10°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-JC4DH-ND,E2C-JC4DH,Omron Automation and Safety,AMP 12-24VDC NPN FOR E2C PROX,0,0,"246.96000","0","1","E2C","Active","Standard","12V ~ 24V","NPN","45mA","-10°C ~ 55°C (TA)","Bracket Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-JC4EH-ND,E2C-JC4EH,Omron Automation and Safety,AMP 12-24VDC NPN FOR E2C PROX,0,6,"246.96000","0","1","E2C","Active","Standard","12V ~ 24V","NPN","45mA","-10°C ~ 55°C (TA)","Bracket Mount"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ls-500_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LS-501.jpg,1110-3463-ND,LS-501,Panasonic Industrial Automation Sales,DIGITAL LASER AMP CONN TYPE NPN,0,0,"250.00000","0","1","LS","Active","General Purpose","12V ~ 24V","NPN - Open Collector","50mA","-10°C ~ 55°C (TA)","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3c_ds_e_11_2_csm418.pdf,-,E3C-WH4F-ND,E3C-WH4F,Omron Automation and Safety,AMPLIFIER FRONT TRMINAL 12-24VDC,0,0,"251.87000","0","1","E3C","Active","Standard","12V ~ 24V","NPN / PNP","50mA","-","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA7-ND,E3NX-FA7,Omron Automation and Safety,FIBER AMP 1-OUT 1-IN NPN CONN,0,0,"252.00000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA7TW-ND,E3NX-FA7TW,Omron Automation and Safety,FIBER AMP 2-OUT NPN CONN,0,0,"252.00000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA9-ND,E3NX-FA9,Omron Automation and Safety,FIBER AMP 1-OUT 1-IN PNP CONN,0,0,"252.00000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA9TW-ND,E3NX-FA9TW,Omron Automation and Safety,FIBER AMP 2-OUT PNP CONN,0,0,"252.00000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA24-ND,E3NX-FA24,Omron Automation and Safety,FIBER AMP 1-OUT 1-IN NPN M8,0,0,"252.00000","0","1","-","Active","General Purpose","24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA54-ND,E3NX-FA54,Omron Automation and Safety,FIBER AMP 1-OUT 1-IN PNP M8,0,0,"252.00000","0","1","-","Active","General Purpose","24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA54TW-ND,E3NX-FA54TW,Omron Automation and Safety,FIBER AMP 2-OUT PNP M8,0,4,"252.00000","0","1","-","Active","General Purpose","24V","NPN","40mA","-25°C ~ 55°C (TA)","DIN Rail"
http://www.ia.omron.com/data_pdf/cat/e3nx-fa_ds_e_16_3_csm1010440.pdf,-,E3NX-FA212M-ND,E3NX-FA21 2M,Omron Automation and Safety,FIBER AMP 2-OUT 1-IN NPN PW,0,2,"257.04000","0","1","E3NX","Active","Standard","10V ~ 30V","-","-","-25°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-WH4AF-ND,E2C-WH4AF,Omron Automation and Safety,AMP NPN/PNP 10-30VDC FOR E2C PRX,0,0,"259.12000","0","1","E2C","Active","Standard","10V ~ 30V","NPN / PNP","25mA","-10°C ~ 55°C (TA)","Bracket Mount"
http://www.ia.omron.com/data_pdf/cat/e2j_ds_e_5_3_csm456.pdf,-,E2J-JC4A-ND,E2J-JC4A,Omron Automation and Safety,PROX AMP CAP M8 DC3W NO/NC,0,0,"262.08000","0","1","E2J","Active","Standard","24VDC","NPN","30mA","-10°C ~ 55°C (TA)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2C.pdf,-,E2C-JC4AP-ND,E2C-JC4AP,Omron Automation and Safety,AMP NPN 10-30VDC FOR E2C PROX,0,8,"267.12000","0","1","E2C","Active","Standard","10V ~ 30V","NPN","45mA","-10°C ~ 55°C (TA)","Bracket Mount"
