Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Applications","Pressure Type","Operating Pressure","Output Type","Output","Accuracy","Voltage - Supply","Port Size","Port Style","Features","Termination Style","Maximum Pressure","Operating Temperature","Package / Case","Supplier Device Package"
http://www.honeywellscportal.com//index.php?ci_id=138832,"//media.digikey.com/photos/Honeywell%20Photos/40PC100G2A,%2040PC500G2A.jpg",480-2638-ND,40PC100G2A,Honeywell Sensing and Productivity Solutions,SENSOR AMP 100PSI GAUGE,888,0,"83.08000","0","1","40PC","Active","Board Mount","Vented Gauge","100PSI (689.48kPa)","Analog Voltage","0.5 V ~ 4.5 V","±3%","4.75V ~ 5.25V","Male - 0.18"" (4.57mm) Tube","Barbless","Amplified Output","PC Pin","200PSI (1378.95kPa)","-45°C ~ 125°C","6-DIP Module","-"
//media.digikey.com/pdf/Data%20Sheets/Sensata/112CP_DS.pdf,//media.digikey.com/Photos/Sensata%20Tech%20Photos/112CP3-x.jpg,1862-1000-ND,112CP3-6,Sensata Technologies,SENSOR PRES ABS 9-149PSI W/TEMP,38,0,"86.63000","0","1","112CP","Active","Industrial Automation","Absolute","9PSI ~ 149PSI (62.05kPa ~ 1027.32kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.8%","4.5V ~ 5.5V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","Connector","300PSI (2068.43kPa)","-40°C ~ 135°C","Cylinder","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=U7100&DocType=Data+Sheet&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/U7139-150PA-5W0000.JPG,223-1699-ND,U7139-030PA-5W0000,TE Connectivity Measurement Specialties,SENSOR,112,0,"88.70000","0","1","U7100","Active","Industrial Automation","Absolute","30PSI (206.84kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","Connector","90PSI (620.53kPa)","-40°C ~ 125°C","Cylinder","-"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/dp-100_v2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DP-102-M-P.jpg,1110-2142-ND,DP-101-N,Panasonic Industrial Automation Sales,SENSOR DIGITAL PRESSURE NPN,406,39,"92.20000","0","1","DP-100","Active","Industrial Automation","Vented Gauge","±14.5PSI (±100kPa)","NPN - Open Collector","-","-","12V ~ 24V","Female - M5, Male - 1/8"" (3.18mm) NPT","Threaded","-","Connector","±72.52PSI (±500kPa)","-10°C ~ 50°C","Module","-"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/dp-100_v2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/DP-102.jpg,1110-2146-ND,DP-102-N-P,Panasonic Industrial Automation Sales,SENSOR DIGITAL PRESSURE PNP,105,66,"92.20000","0","1","DP-100","Active","Industrial Automation","Vented Gauge","-14.5PSI ~ 145.04PSI (-100kPa ~ 1000kPa)","PNP - Open Collector","-","-","12V ~ 24V","Female - M5, Male - 1/8"" (3.18mm) NPT","Threaded","-","Connector","-21.76PSI ~ 217.56PSI (-150kPa ~ 1500kPa)","-10°C ~ 50°C","Module","-"
http://sensing.honeywell.com/index.php/ci_id/45330/la_id/1/document/1/re_id/0,//media.digikey.com/Photos/Honeywell%20Photos/ASDXRRX005NDAA5.JPG,480-3743-ND,ASDXRRX005NDAA5,Honeywell Sensing and Productivity Solutions,SENSOR PRESSURE DIFF 5"" H2O 8DIP,123,0,"92.80000","0","1","ASDX","Active","Board Mount","Differential","±0.18PSI (±1.25kPa)","Analog Voltage","0.5 V ~ 4.5 V","±2%","4.75V ~ 5.25V","Male - 0.09"" (2.31mm) Tube, Dual","Barbless","Temperature Compensated","PC Pin","±0.36PSI (±2.48kPa)","-20°C ~ 105°C","8-DIP Module","-"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/dp-100_v2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DP-112A-E-P-J.jpg,1110-2141-ND,DP-101A-N,Panasonic Industrial Automation Sales,SENSOR DIGITAL PRESSURE NPN,64,50,"102.40000","0","1","DP-100","Active","Industrial Automation","Vented Gauge","±14.5PSI (±100kPa)","Analog Current/Voltage, NPN - Open Collector","-","-","12V ~ 24V","Female - M5, Male - 1/8"" (3.18mm) NPT","Threaded","-","Connector","±72.52PSI (±500kPa)","-10°C ~ 50°C","Module","-"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/dp-100_v2_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/DP-112A-E-P-J.jpg,1110-1819-ND,DP-112-E-P-J,Panasonic Industrial Automation Sales,SENSOR DGTL PNP -0.100 TO +1 MPA,87,10,"108.10000","0","1","DP-100","Active","Industrial Automation","Vented Gauge","-14.5PSI ~ 145.04PSI (-100kPa ~ 1000kPa)","Analog Current/Voltage, PNP - Open Collector","-","-","12V ~ 24V","Female - M5, Male - 1/8"" (3.18mm) BSPP","Threaded","-","Connector","-21.76PSI ~ 217.56PSI (-150kPa ~ 1500kPa)","-10°C ~ 50°C","Module","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=U5200&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/U5200%20Series.jpg,223-1678-ND,U5244-000005-200PA,TE Connectivity Measurement Specialties,SENSOR,58,0,"113.03000","0","1","U5200","Active","Industrial Automation","Absolute","200PSI (1378.95kPa)","Analog Voltage","1 V ~ 5 V","±0.1%","8V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","Connector","600PSI (4136.85kPa)","-40°C ~ 125°C","Cylinder","-"
//media.digikey.com/pdf/Data%20Sheets/Measurement%20Specialties%20PDFs/LM%20Series.pdf,//media.digikey.com/photos/Measurement%20Specialties%20Photos/LM31-00000F-005PG.JPG,223-1599-ND,LM31-00000F-015PG,TE Connectivity Measurement Specialties,SENSOR,74,0,"113.49000","0","1","-","Active","Industrial Automation","Vented Gauge","15PSI (103.42kPa)","Analog Voltage","0.5 V ~ 4.5 V","±1%","4.75V ~ 5.25V","Male - 1/2"" (12.7mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable/Wire Leads","45PSI (310.26kPa)","-20°C ~ 70°C","Cylinder","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20%20GROUP%202.jpg,480-2536-ND,MLH03KPGB01B,Honeywell Sensing and Productivity Solutions,SENSOR AMP 3000PSI 4-20MA OUT,145,0,"117.12000","0","1","MLH","Active","Industrial Automation","Vented Gauge","3000PSI (20684.27kPa)","Analog Current","4 mA ~ 20 mA","±0.25%","9.5V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Packard Metripak 150","6000PSI (41368.54kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/MLH150PSB06A.JPG,480-5151-ND,MLH150PSB06A,Honeywell Sensing and Productivity Solutions,SENSOR SEALED GAUGE 0-150 PSI,109,0,"117.12000","0","1","MLH","Active","Industrial Automation","Sealed Gauge","150PSI (1034.21kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V ~ 6V","Male - 1/8"" (3.18mm) NPT","Threaded","Amplified Output, Temperature Compensated","Packard Metripak 150","450PSI (3102.64kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20%20GROUP%203.jpg,480-2562-ND,MLH100PGB06A,Honeywell Sensing and Productivity Solutions,SENSOR AMP 100PSI .5-4.5VDC OUT,64,0,"117.12000","0","1","MLH","Active","Industrial Automation","Vented Gauge","100PSI (689.48kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V ~ 6V","Male - 1/8"" (3.18mm) NPT","Threaded","Amplified Output, Temperature Compensated","Packard Metripak 150","300PSI (2068.43kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20%20GROUP%203.jpg,480-2534-ND,MLH02KPSB06A,Honeywell Sensing and Productivity Solutions,SENSOR AMP 2000PSI .5-4.5VDC OUT,62,0,"117.12000","0","1","MLH","Active","Industrial Automation","Sealed Gauge","2000PSI (13789.51kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V ~ 6V","Male - 1/8"" (3.18mm) NPT","Threaded","Amplified Output, Temperature Compensated","Packard Metripak 150","4000PSI (27579.03kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20%20GROUP%203.jpg,480-2539-ND,MLH03KPSB06A,Honeywell Sensing and Productivity Solutions,SENSOR AMP 3000PSI .5-4.5VDC OUT,28,0,"117.12000","0","1","MLH","Active","Industrial Automation","Sealed Gauge","3000PSI (20684.27kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V ~ 6V","Male - 1/8"" (3.18mm) NPT","Threaded","Amplified Output, Temperature Compensated","Packard Metripak 150","6000PSI (41368.54kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=89U&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/89-03KA-0U.jpg,223-1502-5-ND,89-03KA-0U,TE Connectivity Measurement Specialties,SENSOR PRESSURE,154,0,"118.79000","0","1","-","Active","Board Mount","Absolute","3000PSI (20684.27kPa)","Wheatstone Bridge","0 mV ~ 208 mV","±0.25%","9.5V","-","No Port","-","PC Pin","9000PSI (62052.82kPa)","-40°C ~ 125°C","Cylinder","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=89U&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/89-05KA-0U.jpg,223-1504-5-ND,89-05KA-0U,TE Connectivity Measurement Specialties,SENSOR PRESSURE,63,0,"118.79000","0","1","-","Active","Board Mount","Absolute","5000PSI (34473.79kPa)","Wheatstone Bridge","0 mV ~ 208 mV","±0.25%","9.5V","-","No Port","-","PC Pin","15000PSI (103421.36kPa)","-40°C ~ 125°C","Cylinder","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=89BSD&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/89BSD-006BA-A.jpg,223-1506-5-ND,89BSD-006BA-A,TE Connectivity Measurement Specialties,SENSOR PRESSURE,46,0,"121.24000","0","1","-","Active","Board Mount","Absolute","87.02PSI (600kPa)","I²C","24 b","±0.3%","1.8V ~ 3.6V","Male - 5/16"" (7.94mm) UNEF","Threaded","-","Cable with Connector","174.05PSI (1200kPa)","-40°C ~ 85°C","Cylinder","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20%20GROUP%202.jpg,480-2553-ND,MLH08KPSB01A,Honeywell Sensing and Productivity Solutions,SENSOR AMP 8000PSI .5-4.5VDC OUT,38,0,"123.23000","0","1","MLH","Active","Industrial Automation","Sealed Gauge","8000PSI (55158.06kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V ~ 6V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Packard Metripak 150","12000PSI (82737.09kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/P51_Series_Overview.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P51-200-G-A-I36-20MA-R.JPG,734-1033-ND,P51-200-G-A-I36-20MA-000-000,SSI Technologies Inc,SENSOR 200PSIG 1/4NPT 20MA,131,0,"123.62000","0","1","MediaSensor™","Active","Industrial Automation","Vented Gauge","200PSI (1378.95kPa)","Analog Current","4 mA ~ 20 mA","±0.5%","8V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 3'","-","-40°C ~ 105°C","Cylinder","-"
http://sensing.honeywell.com/honeywell-sensing-px2-series-heavy-duty-pressure-transducers-datasheet-500599462-h-en4.pdf,//media.digikey.com/Photos/Honeywell%20Photos/PX2EN1XX250PSAAX.jpg,480-5594-ND,PX2EN1XX250PSAAX,Honeywell Sensing and Productivity Solutions,PRESSURE TRANSDUCER 250PSI NPT,83,0,"124.16000","0","1","PX2","Active","Industrial Automation","Sealed Gauge","250PSI (1723.69kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","4.75V ~ 5.25V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","Wire Leads","750PSI (5171.07kPa)","-40°C ~ 125°C","Cylinder","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20WIRE%20GROUP%202.jpg,480-2541-ND,MLH03KPSL01A,Honeywell Sensing and Productivity Solutions,SENSOR AMP 3000PSI .5-4.5VDC OUT,174,0,"131.40000","0","1","MLH","Active","Industrial Automation","Sealed Gauge","3000PSI (20684.27kPa)","Analog Voltage","0.5 V ~ 4.5 V","±0.25%","5V ~ 6V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 1m","6000PSI (41368.54kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/photos/Honeywell%20Photos/MLH%20WIRE%20GROUP%202.jpg,480-2566-ND,MLH100PGL01B,Honeywell Sensing and Productivity Solutions,SENSOR AMP 100PSI 4-20MA OUT,52,0,"131.40000","0","1","MLH","Active","Industrial Automation","Vented Gauge","100PSI (689.48kPa)","Analog Current","4 mA ~ 20 mA","±0.25%","9.5V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 1m","300PSI (2068.43kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
https://sensing.honeywell.com/honeywell-sensing-heavy-duty-pressure-transducers-mlh-series-datasheet-008118-8-en.pdf,//media.digikey.com/Photos/Honeywell%20Micro%20&%20Precision%20Sensors/MLH100PGL01G.jpg,480-5403-ND,MLH100PGL01G,Honeywell Sensing and Productivity Solutions,SENSOR AMP 100PSI 1-5VDC OUT,66,0,"132.70000","0","1","MLH","Active","Industrial Automation","Vented Gauge","100PSI (689.48kPa)","Analog Voltage","1 V ~ 5 V","±0.25%","8V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 1m","300PSI (2068.43kPa)","-40°C ~ 125°C","Cylinder, Metal","-"
http://www.ssi-sensors.com/pdfs/Pressure%20Sensors/Media%20Guage/PS-AN6_MG1-9V%20PRODUCT%20OVERVIEW.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/MFG_MG1-x-9V%20SERIES.jpg,734-1158-ND,MG1-5000-A-9V-R,SSI Technologies Inc,SENSOR DIGITAL GAUGE 5000PSI LCD,63,0,"138.70000","0","1","MG1-9V","Active","Industrial Automation","Vented Gauge","5000PSI (34473.79kPa)","Wheatstone Bridge","LCD Display","±1%","9V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","-","15000PSI (103421.36kPa)","-10°C ~ 60°C","Module Box with Display","MediaGauge"
http://www.ssi-sensors.com/pdfs/Pressure%20Sensors/Media%20Guage/PS-AN6_MG1-9V%20PRODUCT%20OVERVIEW.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/MFG_MG1-x-9V%20SERIES.jpg,734-1157-ND,MG1-3000-A-9V-R,SSI Technologies Inc,SENSOR DIGITAL GAUGE 3000PSI LCD,38,0,"138.70000","0","1","MG1-9V","Active","Industrial Automation","Vented Gauge","3000PSI (20684.27kPa)","Wheatstone Bridge","LCD Display","±1%","9V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","-","9000PSI (62052.82kPa)","-10°C ~ 60°C","Module Box with Display","MediaGauge"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/P51_Series_Overview.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P51-200-G-B-I36-5V-R.JPG,734-1028-ND,P51-200-G-B-I36-5V-000-000,SSI Technologies Inc,SENSOR 200PSIG 1/8NPT 5V,217,0,"160.61000","0","1","MediaSensor™","Active","Industrial Automation","Vented Gauge","200PSI (1378.95kPa)","Analog Voltage","1 V ~ 5 V","±0.5%","8V ~ 30V","Male - 1/8"" (3.18mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 3'","-","-40°C ~ 105°C","Cylinder","-"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/P51_Series_Overview.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P51-200-G-A-I36-5V-R.JPG,734-1023-ND,P51-200-G-A-I36-5V-000-000,SSI Technologies Inc,SENSOR 200PSIG 1/4NPT 5V,45,0,"160.63000","0","1","MediaSensor™","Active","Industrial Automation","Vented Gauge","200PSI (1378.95kPa)","Analog Voltage","1 V ~ 5 V","±0.5%","8V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 3'","-","-40°C ~ 105°C","Cylinder","-"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/P51_Series_Overview.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P51-100-G-A-I36-20MA-R.JPG,734-1032-ND,P51-100-G-A-I36-20MA-000-000,SSI Technologies Inc,SENSOR 100PSIG 1/4NPT 20MA,50,0,"160.67000","0","1","MediaSensor™","Active","Industrial Automation","Vented Gauge","100PSI (689.48kPa)","Analog Current","4 mA ~ 20 mA","±0.5%","8V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 3'","-","-40°C ~ 105°C","Cylinder","-"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/P51_Series_Overview.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P51-50-G-A-I36-20MA-R.JPG,734-1031-ND,P51-50-G-A-I36-20MA-000-000,SSI Technologies Inc,SENSOR 50PSIG 1/4NPT 20MA,32,0,"160.67000","0","1","MediaSensor™","Active","Industrial Automation","Vented Gauge","50PSI (344.74kPa)","Analog Current","4 mA ~ 20 mA","±1%","8V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 3'","-","-40°C ~ 105°C","Cylinder","-"
//media.digikey.com/pdf/Data%20Sheets/SSI%20Technology%20PDFs/P51_Series_Overview.pdf,//media.digikey.com/photos/SSI%20Tech%20Photos/P51-15-G-B-I36-4.5V-R.JPG,P51-15-G-UB-I36-4.5V-000-000-ND,P51-15-G-UB-I36-4.5V-000-000,SSI Technologies Inc,SENSOR 15PSIG 1/8NPT 4.5V,98,0,"160.94000","0","1","MediaSensor™","Active","Industrial Automation","Vented Gauge","15PSI (103.42kPa)","Analog Voltage","0.5 V ~ 4.5 V","±1%","5V","Male - 1/8"" (3.18mm) NPT","Threaded","Amplified Output, Temperature Compensated","Cable 3'","-","-40°C ~ 105°C","Cylinder","-"
http://sensing.honeywell.com/index.php?ci_id=49873,"//media.digikey.com/photos/Honeywell%20Photos/HONEYWELL%20SENSING%20AND%20CONTROL^SENSYM-%20ASCX,%20SCX.jpg",287-1023-ND,SCX15AN,Honeywell Sensing and Productivity Solutions,SENSOR TEMP COMP 15PSIA,87,0,"166.57000","0","1","SCX","Active","Board Mount","Absolute","15PSI (103.42kPa)","Wheatstone Bridge","0 mV ~ 90 mV (12V)","±1%","20V","Male - 0.19"" (4.8mm) Tube","Barbed","Temperature Compensated","PC Pin","30PSI (206.84kPa)","-40°C ~ 85°C","6-SIP Module","-"
http://sensing.honeywell.com/index.php/ci_id/51399/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/19C015PA4K.JPG,287-1108-ND,19C015PA4K,Honeywell Sensing and Productivity Solutions,SENSOR 15PSIA STEEL 100MV OUT,272,0,"178.62000","0","1","19 mm","Active","Board Mount","Absolute","15PSI (103.42kPa)","Analog Voltage","0 mV ~ 100 mV (10V)","±0.25%","15V","Male - 1/8"" (3.18mm) NPT","Threaded","Temperature Compensated","Flex Cable","45PSI (310.26kPa)","-40°C ~ 125°C","Cylinder, Threaded","-"
http://sensing.honeywell.com/index.php/ci_id/51399/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/19C100PA4K.JPG,287-1114-ND,19C100PA4K,Honeywell Sensing and Productivity Solutions,SENSOR 100PSIA STEEL 100MV OUT,97,0,"178.62000","0","1","19 mm","Active","Board Mount","Absolute","100PSI (689.48kPa)","Analog Voltage","0 mV ~ 100 mV (10V)","±0.25%","15V","Male - 1/8"" (3.18mm) NPT","Threaded","Temperature Compensated","Flex Cable","300PSI (2068.43kPa)","-40°C ~ 125°C","Cylinder, Threaded","-"
http://sensing.honeywell.com/index.php/ci_id/51400/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/13C1000PA4K.JPG,287-1123-ND,13C1000PA4K,Honeywell Sensing and Productivity Solutions,SENSOR 1000PSIA COMP RATIO OUT,39,0,"178.62000","0","1","13 mm","Active","Industrial Automation","Absolute","1000PSI (6894.76kPa)","Wheatstone Bridge","98 mV ~ 102 mV","±0.25%","15V","Male - 1/8"" (3.18mm) NPT","Threaded","Temperature Compensated","Cable with Connector","3000PSI (20684.27kPa)","-40°C ~ 125°C","Cylinder, Threaded","-"
http://sensing.honeywell.com/index.php/ci_id/51400/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/13C5000PA4K.JPG,287-1124-ND,13C5000PA4K,Honeywell Sensing and Productivity Solutions,SENSOR 5000PSIA COMP RATIO OUT,78,0,"186.96000","0","1","13 mm","Active","Industrial Automation","Absolute","5000PSI (34473.79kPa)","Wheatstone Bridge","148 mV ~ 152 mV","±0.25%","15V","Male - 1/8"" (3.18mm) NPT","Threaded","Temperature Compensated","Cable with Connector","10000PSI (68947.57kPa)","-40°C ~ 125°C","Cylinder, Threaded","-"
https://www.nidec-copal-electronics.com/e/catalog/pressure-sensor/pg-30.pdf,//media.digikey.com/Photos/Copal%20Photos/PG-30%20SERIES.jpg,563-1395-ND,PG-30-101R-P,Nidec Copal Electronics,PRES GAUGE PNP OPEN COLLECTR,61,0,"210.53000","0","1","PG-30","Active","Industrial Automation","Compound","±1.45PSI (±10kPa)","PNP - Open Collector","1 V ~ 5 V","-","10.8V ~ 30V","Female - 1/8"" (3.18mm) BSPT","Threaded","Temperature Compensated","Cable","±20PSI (±137.9kPa)","-10°C ~ 50°C","Module Box with Display","Module"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D5100&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D5154-000005-005PD.jpg,223-1512-ND,D5154-000005-005PD,TE Connectivity Measurement Specialties,SENSOR PRESSURE,68,0,"384.24000","0","1","D51","Active","Industrial Automation","Differential","5PSI (34.47kPa)","Analog Current","4 mA ~ 20 mA","±0.25%","9V ~ 30V","Male - 1/4"" (6.35mm) NPT","Threaded","Temperature Compensated","-","15PSI (103.42kPa)","-40°C ~ 125°C","Cylinder","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/141_2PC15_Series_Dwg.pdf,//media.digikey.com/Photos/Honeywell%20Micro%20&%20Precision%20Sensors/142PC15A.JPG,480-4003-ND,142PC15A,Honeywell Sensing and Productivity Solutions,SENSOR ABS PRESS 45 PSI MAX,30,0,"398.21000","0","1","140PC","Active","Board Mount","Absolute","2PSI ~ 15PSI (13.79kPa ~ 103.42kPa)","Analog Voltage","1 V ~ 5.33 V","±0.4%","7V ~ 16V","Male - 0.2"" (5mm) Tube","Barbless","Amplified Output, Temperature Compensated","PC Pin","45PSI (310.26kPa)","-40°C ~ 85°C","3-SIP Module","-"
http://www.invensense.com/wp-content/uploads/2019/02/DS-000186-ICP-101xx-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICP-10100.jpg,1428-1135-2-ND,ICP-10100,TDK InvenSense,"HIGH ACCURACY, LOW POWER, WATERP",10000,0,"1.46625","0","10000","-","Active","Board Mount","Differential","4.35PSI ~ 15.95PSI (30kPa ~ 110kPa)","I²C","-","-","1.8V","-","No Port","-","SMD (SMT) Tab","-","-40°C ~ 85°C","10-WFLGA","10-LGA (2x2)"
http://www.invensense.com/wp-content/uploads/2019/02/DS-000186-ICP-101xx-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICP-10100.jpg,1428-1135-1-ND,ICP-10100,TDK InvenSense,"HIGH ACCURACY, LOW POWER, WATERP",17367,0,"4.30000","0","1","-","Active","Board Mount","Differential","4.35PSI ~ 15.95PSI (30kPa ~ 110kPa)","I²C","-","-","1.8V","-","No Port","-","SMD (SMT) Tab","-","-40°C ~ 85°C","10-WFLGA","10-LGA (2x2)"
http://www.invensense.com/wp-content/uploads/2019/02/DS-000186-ICP-101xx-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICP-10100.jpg,1428-1135-6-ND,ICP-10100,TDK InvenSense,"HIGH ACCURACY, LOW POWER, WATERP",17367,0,"Digi-Reel","0","1","-","Active","Board Mount","Differential","4.35PSI ~ 15.95PSI (30kPa ~ 110kPa)","I²C","-","-","1.8V","-","No Port","-","SMD (SMT) Tab","-","-40°C ~ 85°C","10-WFLGA","10-LGA (2x2)"
https://product.tdk.com/info/en/documents/catalog_datasheet/capacitive-pressure/DS-000186-ICP-101xx-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICP-10100.jpg,1428-1144-2-ND,ICP-10110,TDK InvenSense,"HIGH ACCURACY, LOW POWER, WATERP",10000,0,"1.51725","0","10000","-","Active","Board Mount","Differential","4.35PSI ~ 15.95PSI (30kPa ~ 110kPa)","I²C","-","-","1.8V","-","No Port","-","SMD (SMT) Tab","-","-40°C ~ 85°C","8-VFLGA","8-LGA (2x2.5)"
https://product.tdk.com/info/en/documents/catalog_datasheet/capacitive-pressure/DS-000186-ICP-101xx-v1.1.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICP-10100.jpg,1428-1144-1-ND,ICP-10110,TDK InvenSense,"HIGH ACCURACY, LOW POWER, WATERP",12038,0,"4.45000","0","1","-","Active","Board Mount","Differential","4.35PSI ~ 15.95PSI (30kPa ~ 110kPa)","I²C","-","-","1.8V","-","No Port","-","SMD (SMT) Tab","-","-40°C ~ 85°C","8-VFLGA","8-LGA (2x2.5)"
