Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Encoder Type","Output Type","Pulses per Revolution","Voltage - Supply","Actuator Type","Detent","Built in Switch","Mounting Type","Orientation","Termination Style","Rotational Life (Cycles Min)"
https://www.cui.com/product/resource/digikeypdf/acz16.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ16NBR1E-15FD1-24C.JPG,102-1785-ND,ACZ16NBR1E-15FD1-24C,CUI Inc.,ROTARY ENCODER INCREMENT 24PPR,3912,0,"2.28000","0","1","ACZ16","Active","Incremental","Quadrature (Incremental)","24","5V","6mm Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","100K"
https://www.bourns.com/docs/Product-Datasheets/PEC11L.pdf,//media.digikey.com/Photos/Bourns%20Photos/PEC11%206MM.jpg,PEC11L-4215F-S0015-ND,PEC11L-4215F-S0015,Bourns Inc.,ROTARY ENCODER MECHANICAL 15PPR,1615,0,"2.34000","0","1","PEC11","Active","Mechanical","Quadrature (Incremental)","15","-","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","100K"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATT0000/ATT0000C5.pdf,//media.digikey.com/photos/Panasonic%20Photos/EVE-VCGJL016B.jpg,P12418-ND,EVE-VCGJL016B,Panasonic Electronic Components,ROTARY ENCODER MECHANICAL 16PPR,2035,0,"2.60000","0","1","EVEV","Active","Mechanical","Quadrature (Incremental)","16","-","6mm Dia Flatted End","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","30K"
https://www.bourns.com/docs/Product-Datasheets/PEC11S.pdf,//media.digikey.com/Photos/Bourns%20Photos/PEC11S-929K-S0015.JPG,PEC11S-9215K-H0015-ND,PEC11S-9215K-H0015,Bourns Inc.,ROTARY ENCODER MECHANICAL 15PPR,1762,0,"2.84000","0","1","PEC11S","Active","Mechanical","Quadrature (Incremental)","15","-","6mm Dia Knurled End","Yes","Yes","Surface Mount","Vertical","SMD (SMT) Tab","15K"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATC0000/ATC0000C29.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EVQ-V5D00309B.jpg,P15492-ND,EVQ-V5D00309B,Panasonic Electronic Components,ROTARY ENCODER MECHANICAL 9PPR,171,0,"2.88000","0","1","EVQV","Active","Mechanical","Quadrature (Incremental)","9","-","27mm Open Center","Yes","No","PCB, Through Hole","Vertical","PC Pin","30K"
https://www.bourns.com/docs/Product-Datasheets/PES12.pdf,//media.digikey.com/Photos/Bourns%20Photos/PES12%20SERIES.JPG,PES12-42S-N0024-ND,PES12-42S-N0024,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,654,0,"2.99000","0","1","PES12","Active","Mechanical","Quadrature (Incremental)","24","-","6mm Dia Slotted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.bourns.com/docs/Product-Datasheets/3315.pdf,//media.digikey.com/Photos/Bourns%20Photos/3315Y-025-016L.JPG,3315Y-025-016L-ND,3315Y-025-016L,Bourns Inc.,ROTARY ENCODER MECHANICAL 16PPR,3655,0,"3.19000","0","1","3315","Active","Mechanical","Quadrature (Incremental)","16","-","1/8"" Dia Slotted End","No","No","PCB, Through Hole","Vertical","PC Pin","25K"
https://www.bourns.com/docs/Product-Datasheets/3315.pdf,//media.digikey.com/photos/Bourns%20Photos/3315C-001-006.JPG,3315C-001-016L-ND,3315C-001-016L,Bourns Inc.,ROTARY ENCODER MECHANICAL 16PPR,1168,0,"3.28000","0","1","3315","Active","Mechanical","Quadrature (Incremental)","16","-","1/8"" Dia Slotted End","No","No","Panel, PCB Through Hole","Right Angle","PC Pin","25K"
https://www.bourns.com/docs/Product-Datasheets/PEC09.pdf,//media.digikey.com/Photos/Bourns%20Photos/PEC09%20Flatted.jpg,PEC09-2320F-S0015-ND,PEC09-2320F-S0015,Bourns Inc.,ROTARY ENCODER MECHANICAL 15PPR,1518,0,"3.36000","0","1","PEC09","Active","Mechanical","Quadrature (Incremental)","15","-","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Right Angle","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/Photos/CUI%20Photos/ACZ11BR2E-20FD1-20CZ-0546.jpg,102-3992-ND,ACZ11BR2E-20FD1-20CZ-0546,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,5355,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-15FA1-20C.JPG,102-1751-ND,ACZ11BR1E-15FA1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,4046,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Right Angle","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR4E-15FD1-20C.JPG,102-1769-ND,ACZ11BR4E-15FD1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,3828,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Flatted End","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-15FD1-20C.JPG,102-1767-ND,ACZ11BR1E-15FD1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,2603,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-15FD1-12C.JPG,102-1759-ND,ACZ11BR1E-15FD1-12C,CUI Inc.,ROTARY ENCODER INCREMENT 12PPR,2146,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","12","5V","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-15KQD1-20C.JPG,102-1763-ND,ACZ11BR1E-15KQD1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,1780,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Knurled End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-20KQD1-20C.JPG,102-1764-ND,ACZ11BR1E-20KQD1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,780,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Knurled End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-20KQD1-20C.JPG,1462-ACZ11BR1E-20KQD1-20C-CHP,ACZ11BR1E-20KQD1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,3060,0,"1.44000","0","1020","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Knurled End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-20FD1-20C.JPG,102-1768-ND,ACZ11BR1E-20FD1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,739,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR4E-15FA1-20C.JPG,102-1753-ND,ACZ11BR4E-15FA1-20C,CUI Inc.,ROTARY ENCODER INCREMENT 20PPR,1270,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","20","5V","6mm Dia Flatted End","Yes","Yes","PCB, Through Hole","Right Angle","PC Pin","30K"
https://www.cui.com/product/resource/digikeypdf/acz11.pdf,//media.digikey.com/photos/CUI%20Photos/ACZ11BR1E-15KQA1-12C.JPG,102-1739-ND,ACZ11BR1E-15KQA1-12C,CUI Inc.,ROTARY ENCODER INCREMENT 12PPR,217,0,"3.48000","0","1","ACZ11","Active","Incremental","Quadrature (Incremental)","12","5V","6mm Dia Knurled End","Yes","Yes","Panel, PCB Through Hole","Right Angle","PC Pin","30K"
https://www.bourns.com/docs/Product-Datasheets/PEC09.pdf,//media.digikey.com/Photos/Bourns%20Photos/PEC09%20Flatted.jpg,PEC09-2320F-T0015-ND,PEC09-2320F-T0015,Bourns Inc.,ROTARY ENCODER MECHANICAL 15PPR,1000,0,"3.54000","0","1","PEC09","Active","Mechanical","Quadrature (Incremental)","15","-","6mm Dia Flatted End","Yes","Yes","Panel, PCB Through Hole","Right Angle","PC Pin","30K"
https://www.ctscorp.com/wp-content/uploads/290.pdf,//media.digikey.com/photos/CTS%20Photos/290UAA5F201A2.jpg,CT3009-ND,290VAA5F201A2,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 20PPR,141,0,"3.57000","0","1","290","Active","Mechanical","Quadrature (Incremental)","20","-","6mm Dia Flatted End","Yes","No","PCB, Through Hole","Vertical","PC Pin","50K"
https://www.ctscorp.com/wp-content/uploads/288.pdf,"//media.digikey.com/photos/CTS%20Photos/288T232R161A2,%20288T232R161A1.jpg",CT3001-ND,288T232R161A1,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 4PPR,1166,0,"3.62000","0","1","288","Active","Mechanical","Quadrature (Incremental)","4","-","1/4"" Dia Round End","No","No","Panel Mount","Right Angle","Solder Lug","50K"
https://ams.com/documents/20143/36005/AS5132_DS000388_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AS5132-HSSMTR-ND,AS5132-HSSM,ams,ROTARY ENCODER MAGNETIC,500,0,"3.76650","0","500","Automotive, AEC-Q100","Active","Magnetic","PWM","-","4.4V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5132_DS000388_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AS5132-HSSMCT-ND,AS5132-HSSM,ams,ROTARY ENCODER MAGNETIC,912,0,"7.62000","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","-","4.4V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5132_DS000388_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AS5132-HSSMDKR-ND,AS5132-HSSM,ams,ROTARY ENCODER MAGNETIC,912,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","-","4.4V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://www.bourns.com/docs/Product-Datasheets/PEL12D.pdf,//media.digikey.com/Photos/Bourns%20Photos/PEL12D-4225S-S2024.JPG,PEL12D-4225S-S2024-ND,PEL12D-4225S-S2024,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,290,0,"3.89000","0","1","PEL12D","Active","Mechanical","Quadrature (Incremental)","24","-","6mm Dia Knurled End, Illuminated","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","30K"
https://ams.com/documents/20143/36005/AS5134_DS000159_1-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AS5134-ZSSMTR-ND,AS5134-ZSSM,ams,ROTARY ENCODER MAGNETIC,1000,0,"4.03380","0","500","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","-","4.4V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5134_DS000159_1-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AS5134-ZSSMCT-ND,AS5134-ZSSM,ams,ROTARY ENCODER MAGNETIC,1217,0,"6.26000","0","1","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","-","4.4V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5134_DS000159_1-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AS5134-ZSSMDKR-ND,AS5134-ZSSM,ams,ROTARY ENCODER MAGNETIC,1217,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","-","4.4V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://www.ctscorp.com/wp-content/uploads/290.pdf,//media.digikey.com/photos/CTS%20Photos/290UAA5F201B2.jpg,CT3010-ND,290VAA5F201B1,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 20PPR,1259,0,"4.17000","0","1","290","Active","Mechanical","Quadrature (Incremental)","20","-","6mm Dia Flatted End","No","Yes","PCB, Through Hole","Vertical","PC Pin","50K"
https://www.ctscorp.com/wp-content/uploads/288.pdf,//media.digikey.com/photos/CTS%20Photos/288X232R161B2.jpg,CT3000-ND,288X232R161B2,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 4PPR,998,0,"4.20000","0","1","288","Active","Mechanical","Quadrature (Incremental)","4","-","1/4"" Dia Round End","Yes","Yes","Panel, PCB Through Hole","Right Angle","PC Pin","50K"
https://www.ctscorp.com/wp-content/uploads/290.pdf,//media.digikey.com/photos/CTS%20Photos/290UAA5F201B2.jpg,CT3011-ND,290VAA5F201B2,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 20PPR,1663,0,"4.21000","0","1","290","Active","Mechanical","Quadrature (Incremental)","20","-","6mm Dia Flatted End","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","50K"
https://www.ctscorp.com/wp-content/uploads/290.pdf,"//media.digikey.com/photos/CTS%20Photos/290UAB0R201B1,%20290UAB0R201B2.jpg",CT3007-ND,290VAB0R201B2,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 20PPR,1895,0,"4.40000","0","1","290","Active","Mechanical","Quadrature (Incremental)","20","-","6mm Dia Round End","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","50K"
https://www.bourns.com/docs/Product-Datasheets/ECW1J.pdf,//media.digikey.com/photos/Bourns%20Photos/ECW1J-C28.jpg,ECW1J-C28-BC0024L-ND,ECW1J-C28-BC0024L,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,2823,0,"5.02000","0","1","ECW","Active","Mechanical","Quadrature (Incremental)","24","-","1/4"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","200K"
https://www.bourns.com/docs/Product-Datasheets/ECW1J.pdf,//media.digikey.com/Photos/Bourns%20Photos/ECW1D-C24-CC0024L.jpg,ECW1D-C24-CC0024L-ND,ECW1D-C24-CC0024L,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,321,0,"5.02000","0","1","ECW","Active","Mechanical","Quadrature (Incremental)","24","-","1/4"" Dia Flatted End","Yes","No","Panel Mount","Vertical","Solder Lug","200K"
https://www.bourns.com/docs/Product-Datasheets/ECW1J.pdf,//media.digikey.com/Photos/Bourns%20Photos/ECW1J-B24-AC0024L.jpg,ECW1J-B24-AC0024L-ND,ECW1J-B24-AC0024L,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,307,0,"5.02000","0","1","ECW","Active","Mechanical","Quadrature (Incremental)","24","-","1/4"" Dia Slotted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","200K"
https://www.bourns.com/docs/Product-Datasheets/ECW1J.pdf,//media.digikey.com/photos/Bourns%20Photos/ECW1J-B16-BC0024L.JPG,ECW1J-B16-BC0024L-ND,ECW1J-B16-BC0024L,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,241,0,"5.02000","0","1","ECW","Active","Mechanical","Quadrature (Incremental)","24","-","1/4"" Dia Slotted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","200K"
https://www.bourns.com/docs/Product-Datasheets/ECW1J.pdf,//media.digikey.com/photos/Bourns%20Photos/ECW1J-B24-BC0024.jpg,ECW1J-B24-BC0024L-ND,ECW1J-B24-BC0024L,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,184,0,"5.02000","0","1","ECW","Active","Mechanical","Quadrature (Incremental)","24","-","1/4"" Dia Slotted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","200K"
https://www.bourns.com/docs/Product-Datasheets/PEL12T.pdf,//media.digikey.com/Photos/Bourns%20Photos/PEL12T-4225S-S1024.jpg,PEL12T-4225S-S1024-ND,PEL12T-4225S-S1024,Bourns Inc.,ROTARY ENCODER MECHANICAL 24PPR,1935,0,"6.18000","0","1","PEL12T","Active","Mechanical","Quadrature (Incremental)","24","-","6mm Dia Knurled End, Illuminated","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","30K"
http://www.grayhill.com/assets/1/7/Mech_Encoder_25L.pdf,//media.digikey.com/Photos/Grayhill%20Photos/25LB10-Q.JPG,GH3071-ND,25LB10-Q,Grayhill Inc.,ROTARY ENCODER MECHANICAL 36PPR,496,0,"8.10000","0","1","25L","Active","Mechanical","Quadrature (Incremental)","36","-","1/4"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","100K"
http://www.grayhill.com/assets/1/7/Mech_Encoder_25L.pdf,//media.digikey.com/photos/Grayhill%20Photos/25LB22-Q.jpg,GH3072-ND,25LB15-Q,Grayhill Inc.,ROTARY ENCODER MECHANICAL 24PPR,596,0,"9.90000","0","1","25L","Active","Mechanical","Quadrature (Incremental)","24","-","1/4"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","100K"
http://www.grayhill.com/assets/1/7/Mech_Encoder_25L.pdf,"//media.digikey.com/photos/Grayhill%20Photos/25LB22-G,%2025LB22-H.jpg",GH7299-ND,25LB22-G,Grayhill Inc.,ROTARY ENCODER MECHANICAL 16PPR,201,34,"9.90000","0","1","25L","Active","Mechanical","Gray Code (Absolute)","16","-","1/4"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","100K"
https://www.bourns.com/docs/Product-Datasheets/ace.pdf,//media.digikey.com/Photos/Bourns%20Photos/EAW0J-C24-AE0128L.jpg,EAW0J-C24-AE0128L-ND,EAW0J-C24-AE0128L,Bourns Inc.,ROTARY ENCODER MECHANICAL 128PPR,218,0,"8.29000","0","1","ACE™","Active","Mechanical","Binary (Absolute)","128","-","1/4"" Dia Flatted End","No","No","Panel, PCB Through Hole","Vertical","PC Pin","50K"
https://www.bourns.com/docs/Product-Datasheets/ace.pdf,//media.digikey.com/Photos/Bourns%20Photos/EAW0J-B24-AE0128L.jpg,EAW0J-B24-AE0128L-ND,EAW0J-B24-AE0128L,Bourns Inc.,ROTARY ENCODER MECHANICAL 128PPR,221,0,"8.29000","0","1","ACE™","Active","Mechanical","Binary (Absolute)","128","-","1/4"" Dia Slotted End","No","No","Panel, PCB Through Hole","Vertical","PC Pin","50K"
https://ams.com/documents/20143/36005/AS5247_DS000354_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/40-QFN.jpg,AS5247-HMFMTR-ND,AS5247-HMFM,ams,ROTARY ENCODER MAGNETIC PROG,1000,0,"11.17875","0","1000","Automotive, AEC-Q100","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5247_DS000354_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/40-QFN.jpg,AS5247-HMFMCT-ND,AS5247-HMFM,ams,ROTARY ENCODER MAGNETIC PROG,1961,0,"21.91000","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5247_DS000354_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/40-QFN.jpg,AS5247-HMFMDKR-ND,AS5247-HMFM,ams,ROTARY ENCODER MAGNETIC PROG,1961,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
-,-,516-3651-ND,HEDS-9730#Q50,Broadcom Limited,ROTARY ENCODR OPTICAL 180 LPI,568,0,"15.84000","0","1","HEDS","Active","Optical","Quadrature (Incremental)","180 LPI","2.8V ~ 5.2V","Codestrip Not Included","No","No","Chassis Mount","Vertical","Terminal Pins","-"
https://www.cui.com/product/resource/digikeypdf/c14.pdf,//media.digikey.com/photos/CUI%20Photos/C14D32P-A3.JPG,102-1923-ND,C14D32P-A3,CUI Inc.,ROTARY ENCODER OPTICAL 32PPR,422,0,"17.22000","0","1","C14","Active","Optical","Quadrature (Incremental)","32","5V","1/4"" Dia Flatted End","Yes","Yes","Panel Mount","Right Angle","Solder Lug","1M"
http://www.grayhill.com/assets/1/7/Opt_Encoder_62AG.pdf,//media.digikey.com/Photos/Grayhill%20Photos/62AG22-x5-xxxC.jpg,GH7538-ND,62AG22-L5-060C,Grayhill Inc.,ROTARY ENCODER OPT 16PPR 6"" CBL,413,0,"18.41000","0","1","62AG","Active","Optical","Quadrature (Incremental)","16","5V","1/4"" Dia Flatted End","Yes","Yes","Panel Mount","Vertical","Cable with Connector","1M"
http://www.grayhill.com/assets/1/7/Opt_Encoder_62AG.pdf,//media.digikey.com/Photos/Grayhill%20Photos/62AG22-x5-xxxC.jpg,GH7557-ND,62AG11-L5-060C,Grayhill Inc.,ROTARY ENCODER OPT 32PPR 6"" CBL,235,24,"18.42000","0","1","62AG","Active","Optical","Quadrature (Incremental)","32","5V","1/4"" Dia Flatted End","Yes","Yes","Panel Mount","Vertical","Cable with Connector","1M"
https://www.ctscorp.com/wp-content/uploads/291.pdf,//media.digikey.com/Photos/CTS%20Photos/MFG_Series%20291%20Encoderb.jpg,CT3042-ND,291V1022F624AB,CTS Electrocomponents,ROTARY ENCODER OPTICAL 6PPR,138,0,"18.73000","0","1","291","Active","Optical","Quadrature (Incremental)","6","4.75V ~ 5.25V","1/4"" Dia Flatted End","Yes","No","PCB, Through Hole","Vertical","PC Pin","1M"
https://docs.broadcom.com/docs/AV02-0188EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/AEAT-6012-A06.jpg,516-2635-ND,AEAT-6010-A06,Broadcom Limited,ROTARY ENCODER MAGNETIC 1024PPR,228,0,"25.91000","0","1","AEAT-60xx","Active","Magnetic","Binary (Absolute)","1024","5V","6mm Dia Round End","No","No","Chassis Mount","Vertical","Terminal Pins","-"
https://www.bourns.com/docs/Product-Datasheets/em14.pdf,//media.digikey.com/photos/Bourns%20Photos/EM14A0D-C%20SERIES.jpg,EM14A0D-C24-L032N-ND,EM14A0D-C24-L032N,Bourns Inc.,ROTARY ENCODER OPTICAL 32PPR,1059,0,"29.18000","0","1","EM14","Active","Optical","Quadrature (Incremental)","32","5V","1/4"" Dia Flatted End","No","No","Panel, PCB Through Hole","Vertical","PC Pin","1M"
https://www.nidec-copal-electronics.com/e/catalog/rotary-encoder/rec&res.pdf,//media.digikey.com/Photos/Copal%20Photos/RECW20D-xx-201-1.JPG,563-2079-ND,RECW20D-50-201-1,Nidec Copal Electronics,ROTARY ENCODER OPTICAL 50PPR,125,0,"31.36000","0","1","RE","Active","Optical","Quadrature (Incremental)","50","5V","Shaft","Yes","No","Panel Mount","User Selectable","Wire Leads","-"
http://www.grayhill.com/assets/1/7/Mech_Encoder_26.pdf,//media.digikey.com/photos/Grayhill%20Photos/26GS22-01-1-16S-C.jpg,GH3077-ND,26GS22-01-1-16S-C,Grayhill Inc.,ROTARY ENCODER MECHANICAL 16PPR,274,0,"31.54000","0","1","26","Active","Mechanical","Gray Code (Absolute)","16","-","1/8"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","25K"
https://www.bourns.com/docs/Product-Datasheets/em14.pdf,//media.digikey.com/photos/Bourns%20Photos/EM14R0D-R20-L032N.jpg,EM14R1D-M20-L032S-ND,EM14R1D-M20-L032S,Bourns Inc.,ROTARY ENCODER OPTICAL 32PPR,230,0,"33.07000","0","1","EM14","Active","Optical","Quadrature (Incremental)","32","5V","6mm Dia Slotted End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","200K"
http://www.grayhill.com/assets/1/7/Mech_Encoder_26.pdf,//media.digikey.com/photos/Grayhill%20Photos/26GSD45-01-1-AJS.JPG,GH7411-ND,26GSD45-01-1-AJS,Grayhill Inc.,ROTARY ENCODER MECHANICAL 8PPR,160,0,"34.91000","0","1","26","Active","Mechanical","Gray Code (Absolute)","8","-","1/8"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","25K"
https://docs.broadcom.com/docs/AV02-1867EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/HEDS-9000%23B00.JPG,516-2767-ND,HEDS-9000#B00,Broadcom Limited,ROTARY ENCODER OPTICAL 1000PPR,186,0,"35.92000","0","1","HEDS","Active","Optical","Quadrature (Incremental)","1000","5V","Codewheel Not Included","No","No","Chassis Mount","Vertical","Terminal Pins","-"
https://docs.broadcom.com/docs/AV02-1867EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/HEDS-9100%23E00.JPG,516-2406-ND,HEDS-9100#E00,Broadcom Limited,ROTARY ENCODER OPTICAL 200PPR,169,0,"35.92000","0","1","HEDS","Active","Optical","Quadrature (Incremental)","200","5V","Codewheel Not Included","No","No","Chassis Mount","Vertical","Terminal Pins","-"
https://www.cui.com/product/resource/digikeypdf/amt31.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AMT312x-V%20SERIES.jpg,102-3369-ND,AMT312D-V,CUI Inc.,ROTARY ENCODER INCREMENT PROGPPR,156,0,"39.20000","0","1","AMT31","Active","Incremental","Commutation","Programmable","5V","2mm ~ 8mm Open Center","No","No","Chassis Mount, Motors","Vertical","Connector","-"
https://docs.broadcom.com/docs/AV02-3576EN,//media.digikey.com/Photos/Broadcom/HEDR-5420-ES214.jpg,516-3508-ND,HEDR-5420-ES214,Broadcom Limited,ROTARY ENCODER OPTICAL 200PPR,206,0,"39.59000","0","1","HEDR","Active","Optical","Quadrature (Incremental)","200","5V","5mm Open Center","No","No","Chassis Mount, Motors","Vertical","Terminal Pins","-"
