Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Pixel Size","Active Pixel Array","Frames per Second","Voltage - Supply","Package / Case","Supplier Device Package","Operating Temperature"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,-,AR0144CSSM00SUKA0-CPBR2OS-ND,AR0144CSSM00SUKA0-CPBR2,ON Semiconductor,1MP 1/4 CIS SO,100,0,"20.24400","0","5","-","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","69-WFBGA, CSPBGA","69-ODCSP (5.55x5.57)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR1335&pdf=Y,-,AR1335CSSC11SMKA0-CP2OS-ND,AR1335CSSC11SMKA0-CP2,ON Semiconductor,13MP 1/3 CIS SO,15,0,"23.25000","0","5","-","-","Active","CMOS","1.1µm x 1.1µm","4208H x 3120V","30","-","63-WFBGA, CSPBGA","63-ODCSP (6.29x5.69)","-"
https://www.melexis.com/-/media/files/documents/datasheets/mlx75023-datasheet-melexis.pdf,-,MLX75023RTF-BAA-000-SP-ND,MLX75023RTF-BAA-000-SP,Melexis Technologies NV,"AUTOMOTIVE TOF SENSOR, WITHOUT C",53,0,"31.64000","0","1","Bulk","Automotive, AEC-Q100","Active","3D Time of Flight","15µm x 15µm","320H x 240V","-","3.3V","44-UFBGA, WLBGA","44-WLBGA (6.6x5.5)","-40°C ~ 105°C (TA)"
http://www.onsemi.com/pub/Collateral/MT9V024-D.PDF,-,MT9V024IA7XTM-DP2OS-ND,MT9V024IA7XTM-DP2,ON Semiconductor,VGA 1/3 GS CIS,15,345,"36.49800","0","5","Tray","Automotive, AEC-Q100","Active","CMOS","6µm x 6µm","752H x 480V","60","3V ~ 3.6V","52-BGA","52-IBGA (9x9)","-40°C ~ 105°C (TA)"
http://www.onsemi.com/pub/Collateral/MT9P031-D.PDF,-,MT9P031I12STM-DP1OS-ND,MT9P031I12STM-DP1,ON Semiconductor,SENSOR IMAGE 5MP MONO CMOS 48LCC,68,4800,"36.64000","0","1","-","-","Active","CMOS","2.2µm x 2.2µm","2592H x 1944V","53","1.7V ~ 1.9V, 2.6V ~ 3.1V","48-LCC","48-iLCC (10x10)","-30°C ~ 70°C"
https://www.onsemi.com/pub/Collateral/AR0134CS-D.PDF,-,AR0134CSSM00SPCA0-DPBR2OS-ND,AR0134CSSM00SPCA0-DPBR2,ON Semiconductor,1.2 MP 1/3 GS CIS,10,20,"43.41800","0","5","-","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","60","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC (10x10)","-30°C ~ 70°C (TA)"
http://www.onsemi.com/pub/Collateral/NOIP1SN1300A-D.PDF,-,NOIP1SN0300A-QDIOS-ND,NOIP1SN0300A-QDI,ON Semiconductor,IC IMAGE SENSOR 0.3MP 48LCC,64,192,"70.20000","0","1","Tray","PYTHON","Active","CMOS with Processor","4.8µm x 4.8µm","640H x 480V","43","1.8V ~ 3.3V","48-LCC","48-LCC (14.22x14.22)","-40°C ~ 85°C (TJ)"
https://ams.com/documents/20143/36005/CHR71000_DS000427_1-00.pdf,-,CHR71000HGES-1E5M1PA-ND,CHR71000HGES-1E5M1PA,ams,CHR71000HGES-1E5M1PA QA,10,0,"4551.39000","0","1","-","-","Active","CMOS","3.1µm x 3.1µm","10000H x 7096V","3","3.3V","65-CBPGA","65-CPGA","0°C ~ 60°C (TA)"
https://www.intel.com/content/dam/support/us/en/documents/emerging-technologies/intel-realsense-technology/Intel-RealSense-D400-Series-Datasheet.pdf,-,544-3606-ND,82635DSASRPRQ,Intel,REALSENSE DEPTH MODULE D410,100,0,"80.00000","0","1","-","D400","Active","Thermal","-","1280H x 720V","30","4.75V ~ 5.25V","Module","Module","0°C ~ 50°C (TC)"
https://www.intel.com/content/dam/support/us/en/documents/emerging-technologies/intel-realsense-technology/Intel-RealSense-D400-Series-Datasheet.pdf,-,544-3608-ND,82635DSPWGPRQ,Intel,REALSENSE DEPTH MODULE D420,100,0,"95.00000","0","1","-","D400","Active","Thermal","-","1280H x 800V","30","4.75V ~ 5.25V","Module","Module","0°C ~ 50°C (TC)"
https://www.intel.com/content/dam/support/us/en/documents/emerging-technologies/intel-realsense-technology/Intel-RealSense-D400-Series-Datasheet.pdf,-,544-3607-ND,82635DSASRCPRQ,Intel,REALSENSE DEPTH MODULE D415,98,0,"95.00000","0","1","-","D400","Active","Thermal","-","1280H x 720V","30","4.75V ~ 5.25V","Module","Module","0°C ~ 50°C (TC)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/101990260_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_101990260.jpg,1597-1505-ND,101990260,"Seeed Technology Co., Ltd",LOITOR CAM2PC VISUAL-INERTIAL SL,8,0,"151.98000","0","1","Bulk","-","Active","CMOS","-","-","200","-","Module","Module","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/B5T-001001.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/B5T001001G.jpg,Z5291-ND,B5T001001G,Omron Electronics Inc-EMC Div,HUMAN VISION BOARD COMMERCIAL UN,15,0,"187.50000","0","1","Bulk","-","Obsolete","Human Detection, Facial Recognition","-","640H x 480V","-","5V","Module","Module","0°C ~ 50°C (TA)"
https://www.intel.com/content/dam/support/us/en/documents/emerging-technologies/intel-realsense-technology/Intel-RealSense-D400-Series-Datasheet.pdf,-,544-3602-ND,82635ASRCDVKMP,Intel,REALSENSE DEPTH CAMERA D415,25,0,"209.60000","0","1","-","D400","Active","Thermal","-","1280H x 720V","30","4.75V ~ 5.25V","Module","Module","0°C ~ 50°C (TC)"
https://www.intel.com/content/dam/support/us/en/documents/emerging-technologies/intel-realsense-technology/Intel-RealSense-D400-Series-Datasheet.pdf,//media.digikey.com/Photos/Intel%20Photos/82635ASRCDVKHV.jpg,544-3601-ND,82635ASRCDVKHV,Intel,REALSENSE DEPTH CAMERA D415,5,0,"214.40000","0","1","-","D400","Active","Thermal","-","1280H x 720V","30","4.75V ~ 5.25V","Module","Module","0°C ~ 50°C (TC)"
https://www.intel.com/content/dam/support/us/en/documents/emerging-technologies/intel-realsense-technology/Intel-RealSense-D400-Series-Datasheet.pdf,-,544-3603-ND,82635AWGDVKPRQ,Intel,REALSENSE DEPTH CAMERA D435,5,0,"259.20000","0","1","-","D400","Active","Thermal","-","1280H x 720V","30","4.75V ~ 5.25V","Module","Module","0°C ~ 50°C (TC)"
http://datasheets.bluetechnix.at/goto/Sentis/ToF/M/100/Sentis-ToF-M100_OV.pdf,//media.digikey.com/Photos/Bluetechnix/MFG_150-3001-1.jpg,978-1023-ND,150-3001-1,Bluetechnix GmbH,SENSOR 3D TIME OF FLIGHT,5,0,"788.41000","0","1","Bulk","-","Active","3D Time of Flight","-","160H x 120V","40","24V","-","-","-40°C ~ 85°C (TA)"
http://www.onsemi.com/pub/Collateral/KAE02150-D.PDF,-,KAE-02150-FBB-JP-FA-ND,KAE-02150-FBB-JP-FA,ON Semiconductor,IMAGE SENSOR INTERLINE EMCCD,2,69,"1279.63000","0","1","-","-","Active","CCD","5.5µm x 5.5µm","1920H x 1080V","60","4.5V ~ 6V","-","-","-70°C ~ 40°C"
http://www.ovt.com/download/sensorpdf/43/OmniVision_OV9715.pdf,//media.digikey.com/Photos/OmniVision%20Tech/OV09715-V28A.jpg,884-1040-ND,OV09715-V28A-PF,OmniVision Technologies Inc,SENSOR IMAGE,52,0,"8.55000","0","1","Tray","OmniPixel3-HS™","Active","CMOS with Processor","3µm x 3µm","1280H x 800V","30","3.3V","LGA","-","-"
//media.digikey.com/pdf/Data%20Sheets/OmniVision%20PDFs/OVM7690.pdf,//media.digikey.com/Photos/OmniVision%20Tech/OVM7690-RYAA.JPG,884-1029-2-ND,OVM7690-RYAA,OmniVision Technologies Inc,SENSOR IMAGE,0,0,"4.12500","0","2500","Tape & Reel (TR)","CameraCube™","Active","CMOS with Processor","1.75µm x 1.75µm","640H x 480V","30","2.8V","20-CAMERACUBE","-","-30°C ~ 70°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/OmniVision%20PDFs/OVM7690.pdf,//media.digikey.com/Photos/OmniVision%20Tech/OVM7690-RYAA.JPG,884-1029-1-ND,OVM7690-RYAA,OmniVision Technologies Inc,SENSOR IMAGE,75,0,"9.41000","0","1","Cut Tape (CT)","CameraCube™","Active","CMOS with Processor","1.75µm x 1.75µm","640H x 480V","30","2.8V","20-CAMERACUBE","-","-30°C ~ 70°C (TA)"
http://www.ovt.com/download/sensorpdf/84/OmniVision_OV7962.pdf,//media.digikey.com/Photos/OmniVision%20Tech/OV07962-E62A.jpg,884-1043-ND,OV07962-E62A,OmniVision Technologies Inc,SENSOR IMAGE,28,0,"12.81000","0","1","Tray","OmniPixel3-HS™","Active","CMOS with Processor","6µm x 6µm","752H x 480V","30","3.3V","-","62-aCSP (6.67 x 7.12)","-20°C ~ 70°C (TA)"
-,//media.digikey.com/Photos/OmniVision%20Tech/OV09282-EAAC-AA0A_primary.jpg,884-1047-ND,OV09282-EAAC-AA0A,OmniVision Technologies Inc,PROTOTYPING MODULE FOR 1 MP CLGA,18,0,"136.80000","0","1","Bulk","OmniPixel3-GS™","Active","CMOS","3µm x 3µm","1296H x 816V","120","1.2V, 1.8V, 2.8V","Module","-","-30°C ~ 85°C (TJ)"
https://www.melexis.com/-/media/files/documents/datasheets/mlx90640-datasheet-melexis.pdf,//media.digikey.com/Photos/Melexis%20Photos/MLX90614ESF-DCC-000-TU.jpg,MLX90640ESF-BAA-000-TU-ND,MLX90640ESF-BAA-000-TU,Melexis Technologies NV,SENSOR DGTL -40C-85C TO39,0,0,"50.80000","0","1","Bulk","-","Active","Thermal","-","32H x 24V","-","2.9V ~ 3.6V","TO-205AD, TO-39-3 Metal Can","TO-39","-40°C ~ 85°C"
http://www.onsemi.com/PowerSolutions/product.do?id=MT9M001&pdf,-,MT9M001C12STM-DPOS-ND,MT9M001C12STM-DP,ON Semiconductor,SENSOR IMAGE MONO CMOS 48-LCC,0,288,"31.13000","0","1","-","-","Active","CMOS","5.2µm x 5.2µm","1280H x 1024V","30","3V ~ 3.6V","48-CLCC","48-CLCC (14.22x14.22)","0°C ~ 70°C"
http://www.onsemi.com/pub/Collateral/NOII4SM6600A-D.PDF,//media.digikey.com/photos/On%20Semi%20Photos/NOII4SM6600A-QDC.JPG,NOII4SM6600A-QDCOS-ND,NOII4SM6600A-QDC,ON Semiconductor,SENSOR IMAGE MONO CMOS 68-LCC,1,126,"252.59000","0","1","Tray","-","Active","CMOS","3.5µm x 3.5µm","2210H x 3002V","5","2.5V, 3.3V","68-LCC","68-LCC (24.13x24.13)","-30°C ~ 65°C (TJ)"
http://www.onsemi.com/pub/Collateral/AR0330CM-D.PDF,-,AR0330CM1C00SHAA0-DP2OS-ND,AR0330CM1C00SHAA0-DP2,ON Semiconductor,3 MP 1/3 CIS,5,0,"14.59400","0","5","Tray","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1536V","60","1.7V ~ 1.9V, 2.7V ~ 2.9V","48-CLCC","48-CLCC (11.43x11.43)","-30°C ~ 70°C (TJ)"
http://www.onsemi.com/pub/Collateral/AR0330CS-D.PDF,-,AR0330CS1C12SPKA0-CP2OS-ND,AR0330CS1C12SPKA0-CP2,ON Semiconductor,3 MP 1/3 CIS,0,0,"14.59400","0","5","-","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1536V","30","1.7V ~ 1.9V, 2.7V ~ 2.9V","61-WFBGA, CSPBGA","61-CSP (6.28x6.65)","-30°C ~ 70°C (TJ)"
http://www.onsemi.com/pub/Collateral/AR0238-D.PDF,-,AR0238CSSC12SHRA0-DP2OS-ND,AR0238CSSC12SHRA0-DP2,ON Semiconductor,2MP 1/3 CIS SO,25,0,"17.41000","0","5","-","-","Active","CMOS","3µm x 3µm","1928H x 1088V","60","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C (TJ)"
https://www.onsemi.com/PowerSolutions/product.do?id=AR0144CS&pdf=Y,//media.digikey.com/Photos/On%20Semi%20Photos/AR0144CSSC00SUKA0-CPBR2.jpg,AR0144CSSC00SUKA0-CPBR2OS-ND,AR0144CSSC00SUKA0-CPBR2,ON Semiconductor,1MP 1/4 CIS SO,20,0,"20.24400","0","5","-","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","69-WFBGA, CSPBGA","69-ODCSP (5.55x5.57)","-"
https://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSM00SPCA0-DRBR2OS-ND,AR0130CSSM00SPCA0-DRBR2,ON Semiconductor,1.2 MP 1/3 CIS,2,0,"21.15600","0","5","Tray","Automotive, AEC-Q100","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","60","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC (10x10)","-30°C ~ 70°C (TA)"
https://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSC00SPCA0-DPBR2OS-ND,AR0130CSSC00SPCA0-DPBR2,ON Semiconductor,1.2 MP 1/3 CIS,5,45,"22.06200","0","5","-","Automotive, AEC-Q100","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","60","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-LCC","48-iLCC (10x10)","-30°C ~ 70°C (TA)"
http://www.onsemi.com/pub/Collateral/ASX340AT-D.PDF,-,ASX340AT2C00XPED0-DPBR2OS-ND,ASX340AT2C00XPED0-DPBR2,ON Semiconductor,VGA 1/4 SOC,10,480,"22.50400","0","5","Tray","-","Active","CMOS","-","728H x 560V","60","1.7V ~ 1.95V, 2.66V ~ 2.94V","63-LFBGA","63-IBGA (7.5x7.5)","-40°C ~ 105°C (TA)"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0230CS&pdf=Y,//media.digikey.com/Photos/On%20Semi%20Photos/ON-AR0230CS.jpg,AR0230CSSC00SUEA0-DPBR2OS-ND,AR0230CSSC00SUEA0-DPBR2,ON Semiconductor,2 MP 1/3 CIS,5,90,"24.63400","0","5","-","-","Active","CMOS","3µm x 3µm","1928H x 1088V","60","1.7V ~ 1.95V, 2.5V ~ 3.1V","80-BGA","80-IBGA (10x10)","-30°C ~ 85°C (TA)"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0140AT&pdf=Y,-,AR0140AT3C00XUEA0-DPBR2OS-ND,AR0140AT3C00XUEA0-DPBR2,ON Semiconductor,1.0 MP 1/4 CIS,5,125,"27.71800","0","5","Tray","Automotive, AEC-Q100","Active","CMOS","3µm x 3µm","1280H x 800V","60","-","63-BGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0135CS&pdf=Y,-,AR0135CS2M00SUEA0-DPBR2OS-ND,AR0135CS2M00SUEA0-DPBR2,ON Semiconductor,1MP 1/3 CIS SO,0,0,"43.18000","0","5","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","60","1.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C (TA)"
-,-,DR4K7_INVAR_B&W_BM_V4FTSE-ND,DR4K7_INVAR_B&W_BM_V4 FT SE,ams,LINE SCAN DRAGSTER DR4K7 B&W,1,0,"478.50000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/DR2X4K7_INVAR_B&W_V5-FT-SE.jpg,DR2X4K7_INVAR_B&W_V5FTSE-ND,DR2X4K7_INVAR_B&W_V5 FT SE,ams,LINE SCAN DRAGSTER DR2X4K7 B&W,1,0,"536.50000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,-,DR8K3.5_INVAR_B&W_BM_V5FTSE-ND,DR8K3.5_INVAR_B&W_BM_V5 FT SE,ams,LINE SCAN DRAGSTER DR8K3.5 B&W,1,0,"572.75000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_DR8K7_INVAR_B&W_BM_V5.jpg,DR8K7_INVAR_B&W_BM_V5FTSE-ND,DR8K7_INVAR_B&W_BM_V5 FT SE,ams,LINE SCAN DRAGSTER DR8K7 B&W,1,0,"609.00000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,-,DR2X4K7_INVAR_RGB_V5FTSE-ND,DR2X4K7_INVAR_RGB_V5 FT SE,ams,LINE SCAN DRAGSTER DR2X4K7 RGB,0,0,"630.75000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_MFG_DR2X8K7_INVAR_B&W_V4.jpg,DR2X8K7_INVAR_B&W_V4FTSE-ND,DR2X8K7_INVAR_B&W_V4 FT SE,ams,LINE SCAN DRAGSTER DR2X8K7 B&W,1,0,"957.60000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,-,DR2X8K7_INVAR_RGB_V4FTSE-ND,DR2X8K7_INVAR_RGB_V4 FT SE,ams,LINE SCAN DRAGSTER DR2X8K7 RGB,0,0,"1037.40000","0","1","-","*","Active","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_DR16K3.5_INVAR_B&W_V.jpg,DR16K3.5_INVAR_B&W_V4FTSE-ND,DR16K3.5_INVAR_B&W_V4 FT SE,ams,DR16K3.5_INVAR_B&W_V4 FT SE,1,0,"1117.20000","0","1","-","-","Active","CMOS","3.5µm x 3.5µm","-","-","3.2V ~ 3.4V","Module","-","0°C ~ 80°C (TJ)"
http://www.onsemi.com/PowerSolutions/product.do?id=MT9V115&pdf,-,MT9V115EBKSTC-CR1-ND,MT9V115EBKSTC-CR1,ON Semiconductor,SOC IMAGE SENS VGA 1/13 25-ODCSP,0,68000,"2.61000","0","1000","-","-","Active","CMOS","1.75µm x 1.75µm","648H x 488V","30","1.8V, 2.8V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0237&pdf,-,AR0237CSSC00SPRA0-DR-ND,AR0237CSSC00SPRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,15200,"4.62980","0","1520","Tray","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0237&pdf,-,AR0237CSSC12SPRA0-DR-ND,AR0237CSSC12SPRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"4.62980","0","1520","Tray","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0237&pdf,-,AR0237CSSC00SHRA0-DR-ND,AR0237CSSC00SHRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"4.89440","0","1520","Tray","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0237&pdf,-,AR0237CSSC12SHRA0-DR-ND,AR0237CSSC12SHRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"4.89440","0","1520","Tray","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
-,-,AR0330SR1C00SUKA0-CP-ND,AR0330SR1C00SUKA0-CP,ON Semiconductor,IMAGE SENSOR 3.5MP 1/3 CIS,0,0,"5.45440","0","2000","Tray","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1296V","60","1.8V, 2.8V","64-WFBGA","64-ODCSP (6.25x6.62)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0141CS,-,AR0141CS2M00SUEA0-DPBR-ND,AR0141CS2M00SUEA0-DPBR,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS,0,0,"5.48625","0","2600","Tray","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.8V ~ 2.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0141CS,-,AR0141CSSM21SUEA0-DPBR-ND,AR0141CSSM21SUEA0-DPBR,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS SO,0,2600,"5.48625","0","2600","Tray","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.8V ~ 2.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0141CS,-,AR0141CS2M00SUEA0-TPBR-ND,AR0141CS2M00SUEA0-TPBR,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS,0,0,"5.58600","0","2000","Tape & Reel (TR)","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.8V ~ 2.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0141CS,-,AR0141CSSM21SUEA0-TPBR-ND,AR0141CSSM21SUEA0-TPBR,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS SO,0,4000,"5.58600","0","2000","Tape & Reel (TR)","-","Active","CMOS","3µm x 3µm","1280H x 800V","60","1.8V ~ 2.8V","63-LBGA","63-iBGA (9x9)","-30°C ~ 70°C"
http://www.onsemi.com/pub/Collateral/AR0238-D.PDF,-,AR0238CSSC12SHRA0-DR-ND,AR0238CSSC12SHRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"5.95000","0","1520","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
http://www.onsemi.com/pub/Collateral/AR0238-D.PDF,-,AR0238CSSC12SPRA0-DR-ND,AR0238CSSC12SPRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"5.95000","0","1520","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0237 RGB-IR&pdf,-,AR0237IRSH12SPRA0-DR-ND,AR0237IRSH12SPRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,10640,"6.23000","0","1520","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","-","-","-"
http://www.onsemi.com/pub/Collateral/AR0130CS-D.PDF,-,AR0130CSSC00SPBA0-DR1-ND,AR0130CSSC00SPBA0-DR1,ON Semiconductor,IMAGE SENSOR 1.2MP 1/3 CIS,0,912,"6.27197","0","152","Tray","-","Active","CMOS","3.75µm x 3.75µm","1280H x 960V","45","1.7V ~ 1.95V, 2.5V ~ 3.1V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 70°C"
http://www.onsemi.com/pub/Collateral/AR0238-D.PDF,-,AR0238CSSC12SHRA0-DP-ND,AR0238CSSC12SHRA0-DP,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,0,"6.49880","0","1520","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","48-PLCC","48-PLCC (11.43x11.43)","-30°C ~ 85°C"
-,-,AR0141IRSH00SUEA0-DR-ND,AR0141IRSH00SUEA0-DR,ON Semiconductor,IMAGE SENSOR 1.0MP 1/4 CIS SO,0,10400,"6.55875","0","2600","Tray","*","Active","-","-","-","-","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0237 RGB-IR&pdf,-,AR0237IRSH12SHRA0-DR-ND,AR0237IRSH12SHRA0-DR,ON Semiconductor,IMAGE SENSOR 2MP 1/3 CIS SO,0,41040,"6.84320","0","1520","-","-","Active","CMOS","3µm x 3µm","1920H x 1080V","60","1.8V, 2.8V","-","-","-"
-,-,ASX350CS3C00SPEA0-DP-ND,ASX350CS3C00SPEA0-DP,ON Semiconductor,IMAGE SENSOR VGA 1/5 SOC,0,0,"6.98250","0","4160","-","-","Active","CMOS","3.75µm x 3.75µm","720H x 560V","60","1.8V, 2.8V","-","-","-40°C ~ 105°C"
-,-,AS73211-ND,AS73211,ams,AS73211 QFN16 TRADP,0,0,"7.39480","0","3000","-","-","Active","-","-","-","-","-","16-QFN","16-QFN","-"
https://www.onsemi.com/pub/Collateral/ASX340AT-D.PDF,-,ASX340AT3C00XPED0-DRBR-ND,ASX340AT3C00XPED0-DRBR,ON Semiconductor,VGA 1/4 CIS SOC,0,0,"7.42805","0","2600","-","*","Active","-","-","-","-","-","-","-","-"
http://www.onsemi.com/pub/Collateral/AR0330CM-D.PDF,-,AR0330CM1C00SHAA0-DR1-ND,AR0330CM1C00SHAA0-DR1,ON Semiconductor,IMAGE SENSOR 3MP 1/3 CIS,0,6384,"7.53283","0","152","Tray","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1296V","60","1.8V, 2.8V","48-CLCC","48-CLCC (11.43x11.43)","-30°C ~ 70°C"
http://www.onsemi.com/pub/Collateral/AR0330CM-D.PDF,-,AR0330CM1C12SHAA0-DR1-ND,AR0330CM1C12SHAA0-DR1,ON Semiconductor,IMAGE SENSOR 3MP 1/3 CIS,0,12920,"7.53283","0","152","-","-","Active","CMOS","2.2µm x 2.2µm","2304H x 1296V","60","1.8V, 2.8V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/pub/Collateral/MT9V124-D.PDF,-,MT9V124EBKSTC-CP-ND,MT9V124EBKSTC-CP,ON Semiconductor,SOC IMAGE SENS VGA 1/13 25-ODCSP,0,0,"7.54110","0","4000","-","-","Active","CMOS","1.75µm x 1.75µm","648H x 488V","30","1.7V ~ 3.1V","-","-","-30°C ~ 70°C"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0239&pdf=Y,-,AR0239SRSC00SUEA0-DR-ND,AR0239SRSC00SUEA0-DR,ON Semiconductor,2MP 1/3 CIS SO,0,0,"7.73927","0","2600","-","-","Active","CMOS","3µm x 3µm","1936H x 1188V","90","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=AR0239&pdf=Y,-,AR0239SRSC00SUEA0-DRBR-ND,AR0239SRSC00SUEA0-DRBR,ON Semiconductor,2MP 1/3 CIS SO,0,0,"7.73927","0","2600","-","-","Active","CMOS","3µm x 3µm","1936H x 1188V","90","-","63-LBGA","63-iBGA (9x9)","-"
http://www.onsemi.com/PowerSolutions/product.do?id=ASX342AT&pdf,-,ASX342ATSC00XPED0-DR-ND,ASX342ATSC00XPED0-DR,ON Semiconductor,IMAGE SENSOR VGA 1/4 CIS SOC,0,522600,"7.74060","0","2600","-","-","Active","CMOS","5.6µm x 5.6µm","-","60","-","-","-","-"
http://www.onsemi.com/pub/Collateral/ASX340AT-D.PDF,-,ASX340AT3C00XPED0-DPBR-ND,ASX340AT3C00XPED0-DPBR,ON Semiconductor,SENSOR IMAGE MONO CMOS 48-ILCC,0,0,"7.82705","0","2600","Tray","-","Active","CMOS","5.6µm x 5.6µm","720H x 560V","60","1.8V, 2.8V","63-LBGA","63-IBGA (7.5x7.5)","-40°C ~ 105°C"
