Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","For Measuring","Sensor Type","Current - Sensing","Number of Channels","Output","Sensitivity","Frequency","Linearity","Accuracy","Voltage - Supply","Response Time","Current - Supply (Max)","Operating Temperature","Polarization","Mounting Type","Package / Case","Supplier Device Package"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS722-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1636-6-ND,ACS722LLCTR-10AU-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A DC,6952,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","264mV/A","DC ~ 80kHz","±1%","±3%","3V ~ 3.6V","5µs","12mA","-40°C ~ 150°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS781-Datsaheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-1824-2-ND,ACS781LLRTR-050U-T,"Allegro MicroSystems, LLC",HIGH-PRECISION LINEAR HALL-EFFEC,3000,0,"1.97400","0","3000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","DC","Hall Effect, Differential","50A","1","Ratiometric, Voltage","39.6mV/A","DC ~ 120kHz","±1%","±1.5%","3V ~ 3.6V","3.6µs","15mA","-40°C ~ 150°C","Unidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS781-Datsaheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-1824-1-ND,ACS781LLRTR-050U-T,"Allegro MicroSystems, LLC",HIGH-PRECISION LINEAR HALL-EFFEC,3446,0,"5.27000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","DC","Hall Effect, Differential","50A","1","Ratiometric, Voltage","39.6mV/A","DC ~ 120kHz","±1%","±1.5%","3V ~ 3.6V","3.6µs","15mA","-40°C ~ 150°C","Unidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS781-Datsaheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-1824-6-ND,ACS781LLRTR-050U-T,"Allegro MicroSystems, LLC",HIGH-PRECISION LINEAR HALL-EFFEC,3446,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","DC","Hall Effect, Differential","50A","1","Ratiometric, Voltage","39.6mV/A","DC ~ 120kHz","±1%","±1.5%","3V ~ 3.6V","3.6µs","15mA","-40°C ~ 150°C","Unidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS781-Datsaheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-1826-2-ND,ACS781LLRTR-100U-T,"Allegro MicroSystems, LLC",HIGH-PRECISION LINEAR HALL-EFFEC,3000,0,"1.97400","0","3000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","DC","Hall Effect, Differential","100A","1","Ratiometric, Voltage","26.4mV/A","DC ~ 120kHz","±1%","±1.5%","3V ~ 3.6V","3.6µs","15mA","-40°C ~ 150°C","Unidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS781-Datsaheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-1826-1-ND,ACS781LLRTR-100U-T,"Allegro MicroSystems, LLC",HIGH-PRECISION LINEAR HALL-EFFEC,4555,0,"5.27000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","DC","Hall Effect, Differential","100A","1","Ratiometric, Voltage","26.4mV/A","DC ~ 120kHz","±1%","±1.5%","3V ~ 3.6V","3.6µs","15mA","-40°C ~ 150°C","Unidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS781-Datsaheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-1826-6-ND,ACS781LLRTR-100U-T,"Allegro MicroSystems, LLC",HIGH-PRECISION LINEAR HALL-EFFEC,4555,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","DC","Hall Effect, Differential","100A","1","Ratiometric, Voltage","26.4mV/A","DC ~ 120kHz","±1%","±1.5%","3V ~ 3.6V","3.6µs","15mA","-40°C ~ 150°C","Unidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS780-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-2851-2-ND,ACS780KLRTR-150B-T,"Allegro MicroSystems, LLC",THERMALLY ENHANCED CURRENT SENSO,3000,0,"1.97400","0","3000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","AC/DC","Hall Effect, Differential","100A","1","Ratiometric, Voltage","26.66mV/A","DC ~ 120kHz","±1%","±0.8%","4.5V ~ 5.5V","3.6µs","15mA","-40°C ~ 125°C","Bidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS780-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-2851-1-ND,ACS780KLRTR-150B-T,"Allegro MicroSystems, LLC",THERMALLY ENHANCED CURRENT SENSO,5263,0,"5.27000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","AC/DC","Hall Effect, Differential","100A","1","Ratiometric, Voltage","26.66mV/A","DC ~ 120kHz","±1%","±0.8%","4.5V ~ 5.5V","3.6µs","15mA","-40°C ~ 125°C","Bidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS780-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG_ACS781LLRTR-050B-T.jpg,620-2851-6-ND,ACS780KLRTR-150B-T,"Allegro MicroSystems, LLC",THERMALLY ENHANCED CURRENT SENSO,5263,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","AC/DC","Hall Effect, Differential","100A","1","Ratiometric, Voltage","26.66mV/A","DC ~ 120kHz","±1%","±0.8%","4.5V ~ 5.5V","3.6µs","15mA","-40°C ~ 125°C","Bidirectional","Surface Mount","7-PowerSMD Module","7-PSOF"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS717-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1711-2-ND,ACS717KMATR-10B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A AC/DC,31000,0,"2.04450","0","1000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","132mV/A","40kHz","±1%","±2%","3V ~ 3.6V","13µs","7.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS717-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1711-1-ND,ACS717KMATR-10B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A AC/DC,31635,0,"5.27000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","132mV/A","40kHz","±1%","±2%","3V ~ 3.6V","13µs","7.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS717-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1711-6-ND,ACS717KMATR-10B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A AC/DC,31635,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","132mV/A","40kHz","±1%","±2%","3V ~ 3.6V","13µs","7.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS718-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1714-2-ND,ACS718KMATR-20B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,5000,0,"2.04450","0","1000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","40kHz","±1%","±2%","5V","13µs","9mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS718-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1714-1-ND,ACS718KMATR-20B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,6243,0,"5.27000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","40kHz","±1%","±2%","5V","13µs","9mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS718-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1714-6-ND,ACS718KMATR-20B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,6243,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","40kHz","±1%","±2%","5V","13µs","9mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS717-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1712-2-ND,ACS717KMATR-20B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,3000,0,"2.04450","0","1000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","66mV/A","40kHz","±1%","±2%","3V ~ 3.6V","13µs","7.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS717-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1712-1-ND,ACS717KMATR-20B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,3293,0,"5.27000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","66mV/A","40kHz","±1%","±2%","3V ~ 3.6V","13µs","7.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS717-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/16-SOIC.jpg,620-1712-6-ND,ACS717KMATR-20B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,3293,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","66mV/A","40kHz","±1%","±2%","3V ~ 3.6V","13µs","7.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1720-2-ND,ACS724LLCTR-20AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,18000,0,"2.05800","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","DC ~ 120kHz","±1.5%","±0.8%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1720-1-ND,ACS724LLCTR-20AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,20204,0,"5.50000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","DC ~ 120kHz","±1.5%","±0.8%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1720-6-ND,ACS724LLCTR-20AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,20204,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","DC ~ 120kHz","±1.5%","±0.8%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1724-2-ND,ACS725LLCTR-20AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,15000,0,"2.05800","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Differential","20A","1","Ratiometric, Voltage","66mV/A","DC ~ 120kHz","±1.5%","±0.8%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1724-1-ND,ACS725LLCTR-20AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,17728,0,"5.50000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Differential","20A","1","Ratiometric, Voltage","66mV/A","DC ~ 120kHz","±1.5%","±0.8%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1724-6-ND,ACS725LLCTR-20AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,17728,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Differential","20A","1","Ratiometric, Voltage","66mV/A","DC ~ 120kHz","±1.5%","±0.8%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1725-2-ND,ACS725LLCTR-30AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,15000,0,"2.05800","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Differential","30A","1","Ratiometric, Voltage","44mV/A","DC ~ 120kHz","±1.5%","±0.7%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1725-1-ND,ACS725LLCTR-30AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,15532,0,"5.50000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Differential","30A","1","Ratiometric, Voltage","44mV/A","DC ~ 120kHz","±1.5%","±0.7%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1725-6-ND,ACS725LLCTR-30AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,15532,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Differential","30A","1","Ratiometric, Voltage","44mV/A","DC ~ 120kHz","±1.5%","±0.7%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1719-2-ND,ACS724LLCTR-10AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A AC/DC,9000,0,"2.05800","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","200mv/A","DC ~ 120kHz","±1.5%","±1%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1719-1-ND,ACS724LLCTR-10AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A AC/DC,11745,0,"5.50000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","200mv/A","DC ~ 120kHz","±1.5%","±1%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1719-6-ND,ACS724LLCTR-10AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A AC/DC,11745,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","10A","1","Ratiometric, Voltage","200mv/A","DC ~ 120kHz","±1.5%","±1%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1723-2-ND,ACS725LLCTR-10AU-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A DC,6000,0,"2.05800","0","3000","Tape & Reel (TR)","-","Active","DC","Hall Effect, Differential","10A","1","Ratiometric, Voltage","264mV/A","DC ~ 120kHz","±1.5%","±0.9%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1723-1-ND,ACS725LLCTR-10AU-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A DC,7173,0,"5.50000","0","1","Cut Tape (CT)","-","Active","DC","Hall Effect, Differential","10A","1","Ratiometric, Voltage","264mV/A","DC ~ 120kHz","±1.5%","±0.9%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS725-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1723-6-ND,ACS725LLCTR-10AU-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 10A DC,7173,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","DC","Hall Effect, Differential","10A","1","Ratiometric, Voltage","264mV/A","DC ~ 120kHz","±1.5%","±0.9%","3V ~ 3.6V","4µs","14mA","-40°C ~ 150°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1722-2-ND,ACS724LLCTR-30AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,3000,0,"2.05800","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","66mV/A","DC ~ 120kHz","±1.5%","±0.8%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1722-1-ND,ACS724LLCTR-30AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,5656,0,"5.50000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","66mV/A","DC ~ 120kHz","±1.5%","±0.8%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS724-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1722-6-ND,ACS724LLCTR-30AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,5656,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","66mV/A","DC ~ 120kHz","±1.5%","±0.8%","4.5V ~ 5.5V","4µs","14mA","-40°C ~ 150°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS710-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG-620;16SOIC-7.5;LA;16.jpg,620-1517-2-ND,ACS710KLATR-6BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 6A AC/DC,140000,0,"2.10250","0","1000","Tape & Reel (TR)","-","Last Time Buy","AC/DC","Hall Effect, Open Loop","6A","1","Ratiometric, Voltage","151mV/A","DC ~ 120kHz","±0.25%","±1.6%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS710-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG-620;16SOIC-7.5;LA;16.jpg,620-1517-1-ND,ACS710KLATR-6BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 6A AC/DC,140858,0,"5.42000","0","1","Cut Tape (CT)","-","Last Time Buy","AC/DC","Hall Effect, Open Loop","6A","1","Ratiometric, Voltage","151mV/A","DC ~ 120kHz","±0.25%","±1.6%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS710-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG-620;16SOIC-7.5;LA;16.jpg,620-1517-6-ND,ACS710KLATR-6BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 6A AC/DC,140858,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","AC/DC","Hall Effect, Open Loop","6A","1","Ratiometric, Voltage","151mV/A","DC ~ 120kHz","±0.25%","±1.6%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/en/Products/Current-Sensor-ICs/Zero-To-Fifty-Amp-Integrated-Conductor-Sensor-ICs/~/media/Files/Datasheets/ACS716-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG-620;16SOIC-7.5;LA;16.jpg,620-1445-2-ND,ACS716KLATR-6BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 6A AC/DC,42000,0,"2.10250","0","1000","Tape & Reel (TR)","-","Last Time Buy","AC/DC","Hall Effect, Open Loop","6A","1","Ratiometric, Voltage","100mV/A","DC ~ 120kHz","±0.25%","±2.2%","3V ~ 3.6V","4µs","11mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/en/Products/Current-Sensor-ICs/Zero-To-Fifty-Amp-Integrated-Conductor-Sensor-ICs/~/media/Files/Datasheets/ACS716-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG-620;16SOIC-7.5;LA;16.jpg,620-1445-1-ND,ACS716KLATR-6BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 6A AC/DC,42466,0,"5.42000","0","1","Cut Tape (CT)","-","Last Time Buy","AC/DC","Hall Effect, Open Loop","6A","1","Ratiometric, Voltage","100mV/A","DC ~ 120kHz","±0.25%","±2.2%","3V ~ 3.6V","4µs","11mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.allegromicro.com/en/Products/Current-Sensor-ICs/Zero-To-Fifty-Amp-Integrated-Conductor-Sensor-ICs/~/media/Files/Datasheets/ACS716-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/MFG-620;16SOIC-7.5;LA;16.jpg,620-1445-6-ND,ACS716KLATR-6BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 6A AC/DC,42466,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","AC/DC","Hall Effect, Open Loop","6A","1","Ratiometric, Voltage","100mV/A","DC ~ 120kHz","±0.25%","±2.2%","3V ~ 3.6V","4µs","11mA","-40°C ~ 125°C","Bidirectional","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
