Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Color","CCT (K)","Wavelength","Configuration","Flux @ Current/Temperature - Test","Current - Test","Temperature - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","Current - Max","CRI (Color Rendering Index)","Viewing Angle","Features","Size / Dimension","Height","Light Emitting Surface (LES)","Lens Type"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS91%20Vero%2013%20Gen%207%20Array%20Data%20Sheet%2020181104%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-13-Array.JPG,976-1411-ND,BXRC-30G2000-D-73,Bridgelux,LED COB VERO 13 3000K ROUND,398,0,"5.51000","0","1","Tray","Gen 7 Vero® 13 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","1840lm (Typ)","500mA","85°C","30.9V","119 lm/W","1A","90","-","With Connector","36.20mm Dia","1.90mm","13.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS91%20Vero%2013%20Gen%207%20Array%20Data%20Sheet%2020181104%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-13-Array.JPG,976-1428-ND,BXRC-40E2000-D-73,Bridgelux,LED COB VERO 13 4000K ROUND,285,0,"5.51000","0","1","Tray","Gen 7 Vero® 13 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","2306lm (Typ)","500mA","85°C","30.9V","149 lm/W","1A","80","-","With Connector","36.20mm Dia","1.90mm","13.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS121%20Vero%20SE%2013%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE13_Array.jpg,976-1543-ND,BXRC-40E2000-C-73-SE,Bridgelux,LED COB VERO SE 4000K ROUND,298,0,"5.67000","0","1","Tray","Vero® SE 13 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","3107lm (Typ)","630mA","85°C","34.1V","145 lm/W","1.26A","80","120°","-","36.20mm Dia","3.60mm","13.40mm Dia","Flat"
//media.digikey.com/pdf/Data%20Sheets/Opulent%20Americas/StarBoard-IR-Osram_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_IR-Starboard.jpg,1672-1151-ND,LST1-01F09-IR02-00,Opulent Americas,"STARBOARD, OSLON BLACK, INFRARED",127,0,"5.71000","0","1","-","OSLON® Black","Active","LED Module","-","-","850nm","Starboard","1340mW","350mA","25°C","3.2V","-","1.5A","-","90°","-","-","-","-","Domed"
https://www.bridgelux.com/sites/default/files/resource_media/DS31%20Vero%2013%20Array%20Datasheet%20Rev%20L%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_BXRC.jpg,976-1270-ND,BXRC-40E2000-C-23,Bridgelux,LED ARRAY 2000LM NEU WHITE COB,417,0,"5.87000","0","1","Tray","Vero® 13 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1984lm (Typ)","500mA","85°C","31.3V","127 lm/W","1.05A","80","120°","With Connector","36.20mm Dia","1.90mm","13.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/DS31%20Vero%2013%20Array%20Datasheet%20Rev%20L%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_BXRC.jpg,976-1265-ND,BXRC-35E2000-C-23,Bridgelux,LED ARRAY 2000LM WARM WHITE COB,266,0,"5.87000","0","1","Tray","Vero® 13 Array","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","1947lm (Typ)","500mA","85°C","31.3V","124 lm/W","1.05A","80","120°","With Connector","36.20mm Dia","1.90mm","13.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/DS31%20Vero%2013%20Array%20Datasheet%20Rev%20L%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_BXRC.jpg,976-1274-ND,BXRC-40G2000-C-23,Bridgelux,LED ARRAY 2000LM NEU WHITE COB,264,0,"5.87000","0","1","Tray","Vero® 13 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","1672lm (Typ)","500mA","85°C","31.3V","107 lm/W","1.05A","90","120°","With Connector","36.20mm Dia","1.90mm","13.20mm Dia","Flat"
http://www.marktechopto.com/pdf/products/datasheet/XBD_WHITE.pdf,//media.digikey.com/Photos/Marktech%20Optoelectronics/MFG_Cree%20XBD%20Series.jpg,1125-1163-ND,MTG7-001I-XBD00-CW-0F51,Marktech Optoelectronics,LED MCPCB STAR XBD COOL WHITE,458,0,"5.88000","0","1","-","Cree XBD","Active","LED Module","White, Cool","6200K","-","Starboard","122lm (Typ)","350mA","85°C","2.9V","120 lm/W","1A","-","115°","-","19.90mm Dia","-","-","Domed"
http://opulent-na.com/wp-content/uploads/StarBoard-Modules_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_XPE.jpg,1672-1053-ND,XPEBBL-L1-0000-00301-SB01,Opulent Americas,LED XLAMP XPE2 BLUE STARBOARD,319,0,"5.88000","0","1","Tray","XLamp® XP-E2","Active","LED Module","Blue","-","475nm (465nm ~ 485nm)","Starboard","49lm (46lm ~ 52lm)","350mA","25°C","3.1V","45 lm/W","1A","-","135°","-","19.89mm Dia","-","-","Domed"
http://opulent-na.com/wp-content/uploads/StarBoard-Modules_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_XPE.jpg,1672-1052-ND,XPEBAM-L1-0000-00901-SB01,Opulent Americas,LED XLAMP XPE2 AMBER STARBOARD,287,0,"5.88000","0","1","Tray","XLamp® XP-E2","Active","LED Module","Amber","-","590nm (585nm ~ 595nm)","Starboard","84lm (81lm ~ 87lm)","350mA","25°C","2.2V","109 lm/W","1A","-","130°","-","19.89mm Dia","-","-","Domed"
https://bridgelux.com/sites/default/files/resource_media/DS154%20Bridgelux%20Vesta%20Series%20Tunable%20White%20Linear%20Data%20Sheet%2020171002%20Rev%20A.pdf,//media.digikey.com/Photos/Bridgelux/BXEB-TL-2750G-3000-A-13.jpg,976-1730-ND,BXEB-TL-2750G-1000-A-13,Bridgelux,1000 LM TUNABLE WHITE WHITE LINE,249,0,"5.94000","0","1","Tray","Vesta™","Active","LED Module","White, Warm / White, Cool","2700K 3-Step MacAdam Ellipse, 5000K 3-Step MacAdam Ellipse","-","Linear Light Strip","1596lm (Typ), 1676lm (Typ)","500mA","25°C","24.8V","129 lm/W, 135 lm/W","1A","90","120°","-","280.00mm L x 31.00mm W","6.10mm","-","Flat"
http://opulent-na.com/wp-content/uploads/StarBoard-Modules_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_XQEAWT-H0-0000-00000HDE8-SB01.jpg,1672-1030-ND,XQEAWT-H0-0000-00000BFE1-SB01,Opulent Americas,LED XLAMP XQE 6500K STARBOARD,271,0,"6.00000","0","1","Tray","XLamp® XQ-E","Active","LED Module","White, Cool","6500K","-","Starboard","126lm (122lm ~ 130lm)","350mA","85°C","2.9V","124 lm/W","1A","70","120°","-","19.89mm Dia","-","-","Flat"
http://opulent-na.com/wp-content/uploads/StarBoard-Modules_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_XQEAWT-H0-0000-00000HDE8-SB01.jpg,1672-1029-ND,XQEAWT-H0-0000-00000LEE5-SB01,Opulent Americas,LED XLAMP XQE 4000K STARBOARD,153,0,"6.40000","0","1","Tray","XLamp® XQ-E","Active","LED Module","White, Neutral","4000K","-","Starboard","-","350mA","85°C","2.9V","109 lm/W","1A","80","120°","-","19.89mm Dia","-","-","Flat"
http://opulent-americas.com/wp-content/uploads/StarBoard-Modules_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_XPE.jpg,1672-1120-ND,XPEBGR-L1-0000-00F03-SB01,Opulent Americas,"XPEBGR, ROUND, STARBOARD, 1X1, G",115,0,"6.65000","0","1","-","XLamp® XP-E2","Active","LED Module","Green","-","530nm (525nm ~ 535nm)","Starboard","126lm (122lm ~ 130lm)","350mA","25°C","3.2V","113 lm/W","1A","-","135°","-","19.89mm Dia","2.30mm","-","Domed"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS91%20Vero%2013%20Gen%207%20Array%20Data%20Sheet%2020181104%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-13-Array.JPG,976-1480-ND,BXRC-50C2001-C-74,Bridgelux,LED COB VERO 13 5000K ROUND,238,0,"6.84000","0","1","Tray","Gen 7 Vero® 13 Array","Active","Chip On Board (COB)","White, Cool","5000K 4-Step MacAdam Ellipse","-","Round","3475lm (Typ)","630mA","85°C","34.1V","162 lm/W","1.26A","70","-","With Connector","36.20mm Dia","1.90mm","13.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/DS131%20Bridgelux%20EB%20Series%20Gen2%20Data%20Sheet%2020171020%20Rev%20A.pdf,//media.digikey.com/Photos/Bridgelux/BXEB-L0560Z-50E2000-C-B3.JPG,976-1735-ND,BXEB-L0560Z-50E2000-C-B3,Bridgelux,2000 LM COOL WHITE LINEAR MODULE,91,0,"7.06000","0","1","Bulk","EB Series™ Gen 2","Active","LED Module","White, Cool","5000K 3-Step MacAdam Ellipse","-","Linear Light Strip","2460lm (Typ)","700mA","25°C","19.5V","180 lm/W","1.4A","80","120°","-","560.00mm L x 24.00mm W","6.10mm","-","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8R05128HUS.JPG,1510-1587-ND,SI-B8R05128HUS,"Samsung Semiconductor, Inc.",LED MOD LTH282D COOL WHT STRIP,261,0,"7.29000","0","1","Bulk","LT-H282D","Active","LED Module","White, Cool","5000K","-","Linear Light Strip","1040lm (Typ)","240mA","50°C","22.5V","187 lm/W","-","80","-","With Connector","275.00mm L x 18.00mm W","5.80mm","-","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8R05128HUS.JPG,1510-1585-ND,SI-B8U05128HUS,"Samsung Semiconductor, Inc.",LED MOD LTH282D WARM WHT STRIP,236,0,"7.29000","0","1","Bulk","LT-H282D","Active","LED Module","White, Warm","3500K","-","Linear Light Strip","980lm (Typ)","240mA","50°C","22.5V","181 lm/W","-","80","-","With Connector","275.00mm L x 18.00mm W","5.80mm","-","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/LT-M282C_G2-Series.jpg,1510-1339-ND,SI-B8V114280WW,"Samsung Semiconductor, Inc.",LED MOD LTM282CG2 WARM WHT STRIP,612,0,"7.56000","0","1","Tray","LT-M282C_G2","Active","LED Module","White, Warm","3000K 4-Step MacAdam Ellipse","-","Linear Light Strip","1580lm (Typ)","450mA","50°C","24.8V","142 lm/W","540mA","80","115°","With Connector","275.00mm L x 18.00mm W","4.40mm","-","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1571-ND,BXRC-35E4000-D-73-SE,Bridgelux,LED COB VERO SE 3500K ROUND,1735,0,"7.63000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","4303lm (Typ)","1.05A","85°C","28.3V","145 lm/W","2.1A","80","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1568-ND,BXRC-30E4000-D-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,1158,0,"7.63000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","4193lm (Typ)","1.05A","85°C","28.3V","141 lm/W","2.1A","80","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1643-ND,BXRC-35E4000-B-73-SE,Bridgelux,LED COB VERO SE 3500K ROUND,850,0,"7.63000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","4426lm (Typ)","900mA","85°C","34.1V","144 lm/W","1.8A","80","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1574-ND,BXRC-50C4001-D-74-SE,Bridgelux,LED COB VERO SE 5000K ROUND,500,0,"7.63000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Cool","5000K 4-Step MacAdam Ellipse","-","Round","4763lm (Typ)","1.05A","85°C","28.3V","160 lm/W","2.1A","70","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1569-ND,BXRC-30G4000-D-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,140,0,"7.63000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","3468lm (Typ)","1.05A","85°C","28.3V","117 lm/W","2.1A","90","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS102%20V18%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V18-Array.JPG,976-1450-ND,BXRE-30E4000-B-73,Bridgelux,LED COB V18 3000K SQUARE,280,0,"7.71000","0","1","Tube","Gen 7 V18 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","4374lm (Typ)","900mA","85°C","34V","143 lm/W","1.8A","80","-","-","24.00mm L x 24.00mm W","1.70mm","19.20mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8U051280US.JPG,1510-2282-ND,SI-B8U051280US,"Samsung Semiconductor, Inc.",LED MODULE LT-Q282A 3500K STRIP,697,0,"7.72000","0","1","-","LT-Q282A","Active","LED Engine","White, Warm","3500K","-","Linear Light Strip","975lm (Typ)","450mA","40°C","11V","197 lm/W","-","80","-","-","275.00mm L x 18.00mm W","5.80mm","-","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8T051280US.JPG,1510-2283-ND,SI-B8T051280US,"Samsung Semiconductor, Inc.",LED MODULE LT-Q282A 4000K STRIP,254,0,"7.72000","0","1","-","LT-Q282A","Active","LED Engine","White, Neutral","4000K","-","Linear Light Strip","1000lm (Typ)","450mA","40°C","11V","202 lm/W","-","80","-","-","275.00mm L x 18.00mm W","5.80mm","-","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8V051280US.JPG,1510-2281-ND,SI-B8V051280US,"Samsung Semiconductor, Inc.",LED MODULE LT-Q282A 3000K STRIP,278,0,"8.09000","0","1","-","LT-Q282A","Active","LED Engine","White, Warm","3000K","-","Linear Light Strip","920lm (Typ)","450mA","40°C","11V","186 lm/W","-","80","-","-","275.00mm L x 18.00mm W","5.80mm","-","Flat"
//media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/LT-Q282A_562A_B22A_Rev0.0_6-19-17.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8R051280US.JPG,1510-2284-ND,SI-B8R051280US,"Samsung Semiconductor, Inc.",LED MODULE LT-Q282A 5000K STRIP,123,0,"8.09000","0","1","-","LT-Q282A","Active","LED Engine","White, Cool","5000K","-","Linear Light Strip","1000lm (Typ)","450mA","40°C","11V","202 lm/W","-","80","-","-","275.00mm L x 18.00mm W","5.80mm","-","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS92%20Vero%2018%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-18-Array.JPG,976-1421-ND,BXRC-35E4000-D-73,Bridgelux,LED COB VERO 18 3500K ROUND,1504,0,"9.22000","0","1","Tray","Gen 7 Vero® 18 Array","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","4360lm (Typ)","1.05A","85°C","28.3V","147 lm/W","2.1A","80","-","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS92%20Vero%2018%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-18-Array.JPG,976-1657-ND,BXRC-27E4000-D-73,Bridgelux,LED COB VERO 18 2700K ROUND,570,0,"9.22000","0","1","Tray","Gen 7 Vero® 18 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Round","4064lm (Typ)","1.05A","85°C","28.3V","137 lm/W","2.1A","80","120°","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS92%20Vero%2018%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-18-Array.JPG,976-1441-ND,BXRC-40G4000-D-73,Bridgelux,LED COB VERO 18 4000K ROUND,72,0,"9.22000","0","1","Tray","Gen 7 Vero® 18 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","3767lm (Typ)","1.05A","85°C","28.3V","127 lm/W","2.1A","90","-","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS92%20Vero%2018%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-18-Array.JPG,976-1402-ND,BXRC-30E4000-B-73,Bridgelux,LED COB VERO 18 3000K ROUND,115,0,"9.22000","0","1","Tray","Gen 7 Vero® 18 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","4394lm (Typ)","900mA","85°C","34.1V","143 lm/W","1.8A","80","-","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS102%20V18%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V18-Array.JPG,976-1446-ND,BXRE-30E4000-C-73,Bridgelux,LED COB V18 3000K SQUARE,300,0,"9.67000","0","1","Tube","Gen 7 V18 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","5686lm (Typ)","1.17A","85°C","34V","143 lm/W","2.34A","80","-","-","24.00mm L x 24.00mm W","1.70mm","19.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS92%20Vero%2018%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/BXRC-35A4001-D-73.JPG,976-1417-ND,BXRC-35A4001-D-73,Bridgelux,LED COB WARM WHT 3500K ROUND,237,0,"9.68000","0","1","Tray","Décor Series™ Class A Vero® 18","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Round","3524lm (Typ)","1.05A","85°C","28.1V","119 lm/W","2.1A","93","120°","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1562-ND,BXRC-30E4000-C-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,200,0,"9.89000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","5638lm (Typ)","1.17A","85°C","34.1V","141 lm/W","2.34A","80","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS122%20Vero%20SE%2018%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE18_Array.jpg,976-1566-ND,BXRC-50C4001-C-74-SE,Bridgelux,LED COB VERO SE 5000K ROUND,169,0,"9.89000","0","1","Tray","Vero® SE 18 Array","Active","Chip On Board (COB)","White, Cool","5000K 4-Step MacAdam Ellipse","-","Round","6370lm (Typ)","1.17A","85°C","34.1V","160 lm/W","2.34A","70","120°","-","36.20mm Dia","3.60mm","18.40mm Dia","Flat"
https://bridgelux.com/sites/default/files/resource_media/DS154%20Bridgelux%20Vesta%20Series%20Tunable%20White%20Linear%20Data%20Sheet%2020171002%20Rev%20A.pdf,//media.digikey.com/Photos/Bridgelux/BXEB-TL-2750G-3000-A-13.jpg,976-1731-ND,BXEB-TL-2750G-3000-A-13,Bridgelux,3000 LM TUNABLE WHITE WHITE LINE,130,0,"9.97000","0","1","Tray","Vesta™","Active","LED Module","White, Warm / White, Cool","2700K 3-Step MacAdam Ellipse, 5000K 3-Step MacAdam Ellipse","-","Linear Light Strip","3192lm (Typ), 3352lm (Typ)","1A","25°C","24.8V","129 lm/W, 135 lm/W","2A","90","120°","-","560.00mm L x 31.00mm W","6.10mm","-","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS103%20V22%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V22-Array.JPG,976-1675-ND,BXRE-50C6501-D-74,Bridgelux,LED COB GEN7 V22 5000K SQUARE,622,0,"10.53000","0","1","Tube","Gen 7 V22 Array","Active","Chip On Board (COB)","White, Cool","5000K 4-Step MacAdam Ellipse","-","Square","7706lm (Typ)","1.4A","85°C","33.4V","165 lm/W","2.8A","70","120°","-","28.00mm L x 28.00mm W","1.70mm","22.60mm Dia","Flat"
http://www.ledengin.com/files/products/LZ1/LZ1-00B202.pdf,//media.digikey.com/Photos/LEDEngin/LZ1-10B202-0000.jpg,1537-1111-ND,LZ1-10B202-0000,LED Engin Inc.,LED MCPCB LZ1-2 BLUE,482,0,"10.55000","0","1","Tray","LZ1","Active","LED Module","Blue","-","465nm","Starboard","28lm (24lm ~ 31lm)","1A","25°C","3.6V","8 lm/W","1.2A","-","80°","-","19.90mm Dia","4.50mm","3.20mm","Domed"
http://www.ledengin.com/files/products/LZ1/LZ1-00R102.pdf,//media.digikey.com/Photos/LEDEngin/LZ1-10R102-0000.JPG,1537-1116-ND,LZ1-10R102-0000,LED Engin Inc.,LED MCPCB LZ1-2 RED,637,0,"10.57000","0","1","Tray","LZ1","Active","LED Module","Red","-","623nm","Starboard","132lm (117lm ~ 146lm)","1A","25°C","2.6V","51 lm/W","1.2A","-","76°","-","19.90mm Dia","4.50mm","3.20mm","Domed"
http://ce.citizen.co.jp/lighting_led/dl_data/datasheet/en/COB_5/CLU028-1204C4_P3555_0216.pdf,//media.digikey.com/Photos/Citizen/MFG_CLU028.JPG,1642-1487-ND,CLU028-1204C4-273H7K4,Citizen,COB LED 2700K 97CRI,259,0,"10.73000","0","1","Tray","CLU028","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","1276lm (Typ)","360mA","85°C","34.6V","102 lm/W","920mA","97","-","-","13.50mm L x 13.50mm W","1.40mm","9.80mm Dia","Flat"
http://ce.citizen.co.jp/lighting_led/dl_data/datasheet/en/COB_5/CLU028-1204C4_P3522_0216.pdf,//media.digikey.com/Photos/Citizen/MFG_CLU028.JPG,1642-1481-ND,CLU028-1204C4-353M2K1,Citizen,COB LED 3500K 80CRI,162,0,"10.73000","0","1","Tray","CLU028","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Square","1805lm (Typ)","360mA","85°C","34.6V","145 lm/W","920mA","80","-","-","13.50mm L x 13.50mm W","1.40mm","9.80mm Dia","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS32%20Vero%2018%20Array%20Data%20Sheet%20Rev%20K%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_18_Series.jpg,976-1242-ND,BXRC-27E4000-F-23,Bridgelux,LED ARRAY 4000LM WARM WHITE COB,889,0,"10.77000","0","1","Tray","Vero® 18 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Round","3492lm (Typ)","1.05A","85°C","28.6V","116 lm/W","2.1A","80","120°","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/DS32%20Vero%2018%20Array%20Data%20Sheet%20Rev%20K%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_18_Series.jpg,976-1275-ND,BXRC-40G4000-F-23,Bridgelux,LED ARRAY 4000LM NEU WHITE COB,282,0,"10.77000","0","1","Tray","Vero® 18 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","3230lm (Typ)","1.05A","85°C","28.6V","108 lm/W","2.1A","90","120°","With Connector","36.20mm Dia","1.90mm","18.40mm Dia","Flat"
http://www.ledengin.com/files/products/LZ1/LZ1-00R202.pdf,//media.digikey.com/Photos/LEDEngin/LZ1-10R202-0000.jpg,1537-1117-ND,LZ1-10R202-0000,LED Engin Inc.,LED MCPCB LZ1-2 DEEP RED,571,0,"10.81000","0","1","Tray","LZ1","Active","LED Module","Red","-","660nm","Starboard","-","1A","25°C","2.5V","-","1.2A","-","90°","-","19.90mm Dia","4.50mm","3.20mm","Domed"
