Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Output Type","Direction","Frequency Range","Sensitivity","S/N Ratio","Impedance","Voltage - Rated","Voltage Range","Current - Supply","Port Location","Ratings","Termination","Size / Dimension","Height (Max)","Shape"
https://www.invensense.com/wp-content/uploads/2015/02/INMP521.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/ADMP521%20Series.jpg,1428-1017-6-ND,INMP521ACEZ-R7,TDK InvenSense,MIC MEMS DIGITAL OMNI -26DB,13444,0,"Digi-Reel","0","1","Digi-Reel®","INMP521","Not For New Designs","MEMS (Silicon)","Digital, PDM","Omnidirectional","100Hz ~ 16kHz","-26dB ±3dB @ 94dB SPL","65dB","-","-","1.62V ~ 3.63V","1.2mA","Bottom","-","Solder Pads","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/INMP401.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADMP401ACEZ-RL7CT.jpg,INMP401ACEZ-R7TR-ND,INMP401ACEZ-R7,TDK InvenSense,MIC MEMS ANALOG OMNI -42DB,36000,0,"2.24900","0","1000","Tape & Reel (TR)","INMP401","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 15kHz","-42dB ±3dB @ 94dB SPL","62dB","200 Ohms","-","1.5V ~ 3.3V","250µA","Bottom","-","Solder Pads","0.186"" L x 0.148"" W (4.72mm x 3.76mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/INMP401.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADMP401ACEZ-RL7CT.jpg,INMP401ACEZ-R7CT-ND,INMP401ACEZ-R7,TDK InvenSense,MIC MEMS ANALOG OMNI -42DB,36322,0,"4.18000","0","1","Cut Tape (CT)","INMP401","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 15kHz","-42dB ±3dB @ 94dB SPL","62dB","200 Ohms","-","1.5V ~ 3.3V","250µA","Bottom","-","Solder Pads","0.186"" L x 0.148"" W (4.72mm x 3.76mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/INMP401.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADMP401ACEZ-RL7CT.jpg,INMP401ACEZ-R7DKR-ND,INMP401ACEZ-R7,TDK InvenSense,MIC MEMS ANALOG OMNI -42DB,36322,0,"Digi-Reel","0","1","Digi-Reel®","INMP401","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 15kHz","-42dB ±3dB @ 94dB SPL","62dB","200 Ohms","-","1.5V ~ 3.3V","250µA","Bottom","-","Solder Pads","0.186"" L x 0.148"" W (4.72mm x 3.76mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/INMP404.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/ADMP404.jpg,1428-1012-2-ND,INMP404ACEZ-R7,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,1000,0,"2.24900","0","1000","Tape & Reel (TR)","INMP404","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 15kHz","-38dB ±3dB @ 94dB SPL","62dB","200 Ohms","-","1.5V ~ 3.3V","250µA","Bottom","-","Solder Pads","0.132"" L x 0.098"" W (3.35mm x 2.50mm)","0.039"" (0.98mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/INMP404.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/ADMP404.jpg,1428-1012-1-ND,INMP404ACEZ-R7,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,2524,0,"4.18000","0","1","Cut Tape (CT)","INMP404","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 15kHz","-38dB ±3dB @ 94dB SPL","62dB","200 Ohms","-","1.5V ~ 3.3V","250µA","Bottom","-","Solder Pads","0.132"" L x 0.098"" W (3.35mm x 2.50mm)","0.039"" (0.98mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/INMP404.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/ADMP404.jpg,1428-1012-6-ND,INMP404ACEZ-R7,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,2524,0,"Digi-Reel","0","1","Digi-Reel®","INMP404","Not For New Designs","MEMS (Silicon)","Analog","Omnidirectional","100Hz ~ 15kHz","-38dB ±3dB @ 94dB SPL","62dB","200 Ohms","-","1.5V ~ 3.3V","250µA","Bottom","-","Solder Pads","0.132"" L x 0.098"" W (3.35mm x 2.50mm)","0.039"" (0.98mm)","Rectangular"
http://www.puiaudio.com/pdf/TOM-1545P-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/TOM-1545P-R.jpg,668-1184-ND,TOM-1545P-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -45DB,37701,0,"2.44000","0","1","Bulk","TOM","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-45dB ±3dB","60dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","-","PC Pins","0.157"" Dia (4.00mm)","0.067"" (1.70mm)","Circular"
http://www.puiaudio.com/pdf/POW-2742P-C3310-B-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POW-2742P-C3310-B-R.jpg,668-1424-ND,POW-2742P-C3310-B-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -42DB,4590,0,"2.44000","0","1","Bulk","POW","Active","Electret Condenser","Analog","Omnidirectional","-","-42dB ±3dB","60dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","IP57 - Dust Protected, Waterproof","PC Pins","0.236"" Dia (6.00mm)","0.114"" (2.90mm)","Circular"
http://www.puiaudio.com/pdf/POW-2742L-C3310-B-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POW-2742L-C3310-B-R.jpg,668-1423-ND,POW-2742L-C3310-B-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -42DB,2976,0,"2.44000","0","1","Bulk","POW","Active","Electret Condenser","Analog","Omnidirectional","-","-42dB ±3dB","60dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","IP57 - Dust Protected, Waterproof","Solder Pads","0.236"" Dia (6.00mm)","0.114"" (2.90mm)","Circular"
http://www.puiaudio.com/pdf/POW-1644L-B-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POW-1644L-B-R.JPG,668-1313-ND,POW-1644L-B-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -44DB,2262,0,"2.98000","0","1","Bulk","POW","Active","Electret Condenser","Analog","Omnidirectional","-","-44dB ±3dB","60dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","IP57 - Dust Protected, Waterproof","Solder Pads","0.236"" Dia (6.00mm)","0.071"" (1.80mm)","Circular"
http://www.puiaudio.com/pdf/AOM-5024L-HD-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AOM-5024L-HD-R.jpg,668-1596-ND,AOM-5024L-HD-R,"PUI Audio, Inc.",MIC COND ANLG OMNI -24DB 9.7MM D,3206,0,"3.16000","0","1","Bulk","AOM","Active","Electret Condenser","Analog","Omnidirectional","20Hz ~ 20kHz","-24dB ±3dB","80dB","-","3V","-","500µA","Top","-","Solder Pads","0.382"" Dia (9.70mm)","0.205"" (5.20mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Projects%20Unlimited%20PDFs/Microphones_Leads.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_POW-1644L-B-LW100-R.jpg,668-1497-ND,POW-1644L-B-LW100-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -44DB,1103,0,"3.23000","0","1","Bulk","POW","Active","Electret Condenser","Analog","Omnidirectional","50Hz ~ 16kHz","-44dB ±3dB","58dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","IP57 - Dust Protected, Waterproof","Wire Leads","0.236"" Dia (6.00mm)","0.071"" (1.80mm)","Circular"
https://www.cui.com/product/resource/digikeypdf/cme-1538-100lb.pdf,//media.digikey.com/Photos/CUI%20Photos/CME-1538-100LB.jpg,102-2190-ND,CME-1538-100LB,CUI Inc.,MIC COND ANALOG OMNI -38DB,39484,0,"3.54000","0","1","Bulk","-","Active","Electret Condenser","Analog","Omnidirectional","20Hz ~ 20kHz","-38dB ±3dB @ 94dB SPL","58dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","IP67 - Dust Tight, Waterproof","Wire Leads","0.157"" Dia (4.00mm)","0.114"" (2.90mm)","Circular"
http://www.puiaudio.com/pdf/POW-1644L-LWC50-B-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POW-1644L-LWC50-B-R.jpg,668-1210-ND,POW-1644L-LWC50-B-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -44DB,21732,0,"3.59000","0","1","Bulk","POW","Active","Electret Condenser","Analog","Omnidirectional","50Hz ~ 16kHz","-44dB ±3dB","60dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","IP57 - Dust Protected, Waterproof","Wire Leads","0.236"" Dia (6.00mm)","0.071"" (1.80mm)","Circular"
http://www.puiaudio.com/pdf/POM-3535L-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/POM-3535L-2-R.jpg,668-1453-ND,POM-3535L-2-R,"PUI Audio, Inc.",MIC COND ANALOG OMNI -35DB,5617,0,"4.17000","0","1","Bulk","POM","Active","Electret Condenser","Analog","Omnidirectional","50Hz ~ 20kHz","-35dB ±4dB","68dB","2.2 kOhms","2V","2V ~ 10V","500µA","Top","-","Solder Pads","0.236"" Dia (6.00mm)","0.146"" (3.70mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/EK-23024-C36_Dwg.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/EK-23024.jpg,423-1121-ND,EK-23024-C36,Knowles,MIC COND ANALOG OMNI -53DB,2247,0,"20.67000","0","1","Bulk","EK","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 5.5kHz","-53dB ±2dB @ 74dB SPL","-","4.4 kOhms","1.3V","0.9V ~ 10V","50µA","Top","-","Solder Pads","0.219"" L x 0.157"" W (5.56mm x 3.99mm)","0.089"" (2.26mm)","Rectangular"
https://www.knowles.com/docs/default-source/model-downloads/ek-23024-000.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/EK-23024.jpg,423-1160-ND,EK-23024-000,Knowles,MIC COND ANALOG OMNI -53DB,605,0,"20.67000","0","1","Bulk","EK","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 5.5kHz","-53dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 10V","50µA","Top","-","Solder Pads","0.219"" L x 0.157"" W (5.56mm x 3.99mm)","0.089"" (2.26mm)","Rectangular"
-,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/EK-23027.jpg,423-1120-ND,EK-23027-C36,Knowles,MIC COND ANALOG OMNI -53DB,186,0,"20.67000","0","1","Bulk","EK","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-53dB ±2dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 10V","50µA","Top","-","Solder Pads","0.219"" L x 0.157"" W (5.56mm x 3.99mm)","0.089"" (2.26mm)","Rectangular"
-,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/FG-23629-P16.jpg,423-1064-ND,FG-23629-P16,Knowles,MIC COND ANALOG OMNI -53DB,572,0,"33.73000","0","1","-","FG","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-53dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 3V","50µA","Top","-","Wire Leads","0.101"" Dia (2.57mm)","0.101"" (2.57mm)","Circular"
-,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/FG-23329-D65.JPG,423-1119-ND,FG-23329-D65,Knowles,MIC COND ANALOG OMNI -53DB,434,0,"33.73000","0","1","-","FG","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-53dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 3V","50µA","Top","-","Solder Pads","0.101"" Dia (2.57mm)","0.101"" (2.57mm)","Circular"
-,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/FG-23652-D65.jpg,423-1065-ND,FG-23652-D65,Knowles,MIC COND ANALOG OMNI -53DB,292,0,"33.73000","0","1","-","FG","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-53dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 3V","50µA","Top","-","Solder Pads","0.101"" Dia (2.57mm)","0.102"" (2.60mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/FG-23652-P16_Dwg.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/FG-23652-P16.jpg,423-1066-ND,FG-23652-P16,Knowles,MIC COND ANALOG OMNI -53DB,284,0,"33.73000","0","1","-","FG","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-53dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 3V","50µA","Top","-","Wire Leads","0.101"" Dia (2.57mm)","0.167"" (4.24mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/FG-23742-D36_Dwg_RevE_8-12-09.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/FG-23742-D36.jpg,423-1068-ND,FG-23742-D36,Knowles,MIC COND ANALOG OMNI -63DB,129,0,"33.73000","0","1","-","FG","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-63dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 3V","50µA","Top","-","Wire Leads","0.101"" Dia (2.57mm)","0.102"" (2.60mm)","Circular"
https://www.knowles.com/docs/default-source/model-downloads/bj-21590-000.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/BJ-21590.jpg,423-1001-ND,BJ-21590-000,Knowles,MIC MAG ANALOG OMNI -75.5DB,2727,0,"33.94000","0","1","Bulk","BJ","Active","Magnetic","Analog","Omnidirectional","300Hz ~ 5kHz","-75.5dB ±3dB @ 74dB SPL","-","3.9 kOhms","-","-","-","Top","-","Solder Pads","0.310"" L x 0.220"" W (7.87mm x 5.59mm)","0.160"" (4.06mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/FG-23329-P07.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/FG-23329-P07.jpg,423-1159-ND,FG-23329-P07,Knowles,MIC COND ANALOG OMNI -53DB,1065,0,"38.60000","0","1","-","FG","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 10kHz","-53dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 3V","50µA","Top","-","Wire Leads","0.101"" Dia (2.57mm)","0.101"" (2.57mm)","Circular"
https://www.knowles.com/docs/default-source/model-downloads/mr-28406-000.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/MR-28406.jpg,423-1016-ND,MR-28406-000,Knowles,MIC COND ANALOG OMNI -60DB,1730,0,"39.84000","0","1","Bulk","MR","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 4.7kHz","-60dB +2dB, -5dB @ 74dB SPL","-","3.5 kOhms","1.3V","-","50µA","Side","Waterproof","Wire Leads","0.871"" Dia (22.12mm)","0.299"" (7.60mm)","Circular"
https://www.knowles.com/docs/default-source/model-downloads/mr-23151-000.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/MR-23151.jpg,423-1015-ND,MR-23151-000,Knowles,MIC COND ANALOG OMNI -87DB,435,0,"39.84000","0","1","Bulk","MR","Active","Electret Condenser","Analog","Omnidirectional","280Hz ~ 5kHz","-87.5dB ±3dB @ 74dB SPL","-","300 Ohms","1V","-","-","Side","Waterproof","Wire Leads","0.871"" Dia (22.12mm)","0.366"" (9.30mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/WP-23502-P07.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/WP-23502-P07.jpg,423-1132-ND,WP-23502-P07,Knowles,MIC COND ANALOG OMNI -52DB,107,0,"42.33000","0","1","Bulk","WP","Active","Electret Condenser","Analog","Omnidirectional","100Hz ~ 6kHz","-52dB ±3dB @ 74dB SPL","-","4.4 kOhms","1.3V","1.3V ~ 10V","50µA","Top","Waterproof","Wire Leads","0.219"" L x 0.157"" W (5.56mm x 3.99mm)","0.089"" (2.26mm)","Rectangular"
-,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/VEK-H-30108-000.jpg,423-1191-ND,VEK-H-30108-000,Knowles,MICROPHONE COND ANALOG -72DB,191,0,"77.69000","0","1","Bulk","VEK-H","Active","Electret Condenser","Analog","-","100Hz ~ 10kHz","-72dB ±3dB @ 74dB SPL","-","-","9V","9V ~ 10V","-","Top","-","Wire Leads","0.500"" Dia (12.70mm)","-","Circular"
https://www.knowles.com/docs/default-source/model-downloads/bl-21994-000.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/BL-21994.jpg,423-1002-ND,BL-21994-000,Knowles,MIC PIEZO ANALOG OMNI -69DB,53,0,"169.64000","0","1","Bulk","BL","Active","Piezo","Analog","Omnidirectional","20Hz ~ 10kHz","-69dB ±3dB @ 74dB SPL","-","4 kOhms","3V","-","160µA","Top","-","Wire Leads","0.500"" Dia (12.70mm)","1.008"" (25.60mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Vesper%20Tech/VM1000_DS.pdf,//media.digikey.com/Photos/Vesper/MFG_VM1000.jpg,2022-1000-2-ND,VM1000,Vesper Technologies Inc.,PIEZOELETRIC MEMS MIC SINGLE-END,20000,0,"0.56250","0","5000","Tape & Reel (TR)","Vesper","Active","Piezo MEMS","Analog","Omnidirectional","100Hz ~ 10kHz","-38dB ±3dB @ 94dB SPL","62dB","-","1.8V","-","165µA","Bottom","IP57 - Dust Protected, Waterproof","Solder Pads","0.148"" L x 0.116"" W (3.76mm x 2.95mm)","0.043"" (1.10mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Vesper%20Tech/VM1000_DS.pdf,//media.digikey.com/Photos/Vesper/MFG_VM1000.jpg,2022-1000-1-ND,VM1000,Vesper Technologies Inc.,PIEZOELETRIC MEMS MIC SINGLE-END,24583,0,"1.20000","0","1","Cut Tape (CT)","*","Active","Piezo MEMS","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","62dB","-","-","-","-","Bottom","IP57 - Dust Protected, Waterproof","Solder Pads","0.148"" L x 0.116"" W (3.76mm x 2.95mm)","0.043"" (1.10mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Vesper%20Tech/VM1000_DS.pdf,//media.digikey.com/Photos/Vesper/MFG_VM1000.jpg,2022-1000-6-ND,VM1000,Vesper Technologies Inc.,PIEZOELETRIC MEMS MIC SINGLE-END,24583,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","Piezo MEMS","Analog","Omnidirectional","-","-38dB ±3dB @ 94dB SPL","62dB","-","-","-","-","Bottom","IP57 - Dust Protected, Waterproof","Solder Pads","0.148"" L x 0.116"" W (3.76mm x 2.95mm)","0.043"" (1.10mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPV08A0LR5H-1_DS.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPV08A0LR5H-1.JPG,423-1428-2-ND,SPV08A0LR5H-1,Knowles,TOCHI MIC ANALOG BOTTOM PORT,5900,0,"0.60100","0","5900","Tape & Reel (TR)","SiSonic™ SPV","Active","MEMS (Silicon)","Analog","Omnidirectional","20Hz ~ 10kHz","-42dB ±1dB @ 94dB SPL","64dB","-","-","2.3V ~ 3.6V","200µA","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.039"" (1.00mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPV08A0LR5H-1_DS.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPV08A0LR5H-1.JPG,423-1428-1-ND,SPV08A0LR5H-1,Knowles,TOCHI MIC ANALOG BOTTOM PORT,6499,0,"1.05000","0","1","Cut Tape (CT)","SiSonic™ SPV","Active","MEMS (Silicon)","Analog","Omnidirectional","20Hz ~ 10kHz","-42dB ±1dB @ 94dB SPL","64dB","-","-","2.3V ~ 3.6V","200µA","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.039"" (1.00mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPV08A0LR5H-1_DS.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPV08A0LR5H-1.JPG,423-1428-6-ND,SPV08A0LR5H-1,Knowles,TOCHI MIC ANALOG BOTTOM PORT,6499,0,"Digi-Reel","0","1","Digi-Reel®","SiSonic™ SPV","Active","MEMS (Silicon)","Analog","Omnidirectional","20Hz ~ 10kHz","-42dB ±1dB @ 94dB SPL","64dB","-","-","2.3V ~ 3.6V","200µA","Bottom","-","Solder Pads","0.108"" L x 0.073"" W (2.75mm x 1.85mm)","0.039"" (1.00mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/DS-000021-v1.22.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICS-40180.jpg,1428-1054-2-ND,ICS-40180,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,10000,0,"0.67500","0","10000","Tape & Reel (TR)","-","Active","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 20kHz","-38dB ±1dB @ 94dB SPL","65dB","350 Ohms","-","1.5V ~ 3.63V","260µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/DS-000021-v1.22.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICS-40180.jpg,1428-1054-1-ND,ICS-40180,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,17211,0,"1.41000","0","1","Cut Tape (CT)","-","Active","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 20kHz","-38dB ±1dB @ 94dB SPL","65dB","350 Ohms","-","1.5V ~ 3.63V","260µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2015/02/DS-000021-v1.22.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ICS-40180.jpg,1428-1054-6-ND,ICS-40180,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,17211,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 20kHz","-38dB ±1dB @ 94dB SPL","65dB","350 Ohms","-","1.5V ~ 3.63V","260µA","Bottom","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2016/04/DS-000028-ICS-40181-v1.3.pdf,//media.digikey.com/Photos/InvenSense/MFG_ICS-40181.jpg,1428-1065-2-ND,ICS-40181,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,10000,0,"0.67500","0","10000","Tape & Reel (TR)","-","Active","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 20kHz","-38db ±1dB","65dB","350 Ohms","-","1.5V ~ 3.63V","250µA","Top","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2016/04/DS-000028-ICS-40181-v1.3.pdf,//media.digikey.com/Photos/InvenSense/MFG_ICS-40181.jpg,1428-1065-1-ND,ICS-40181,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,14809,0,"1.41000","0","1","Cut Tape (CT)","-","Active","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 20kHz","-38db ±1dB","65dB","350 Ohms","-","1.5V ~ 3.63V","250µA","Top","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
https://www.invensense.com/wp-content/uploads/2016/04/DS-000028-ICS-40181-v1.3.pdf,//media.digikey.com/Photos/InvenSense/MFG_ICS-40181.jpg,1428-1065-6-ND,ICS-40181,TDK InvenSense,MIC MEMS ANALOG OMNI -38DB,14809,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","MEMS (Silicon)","Analog","Omnidirectional","60Hz ~ 20kHz","-38db ±1dB","65dB","350 Ohms","-","1.5V ~ 3.63V","250µA","Top","-","Solder Pads","0.138"" L x 0.104"" W (3.50mm x 2.65mm)","0.043"" (1.10mm)","Rectangular"
https://www.mspindy.com/Specifications/PMOF-9745P-39UQ.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/PMOF-9745P-39UQ.JPG,458-1544-ND,PMOF-9745P-39UQ,Mallory Sonalert Products Inc.,MIC MAG ANLG OMNI -39DB 9.7X4.5,1809,0,"0.74000","0","1","Bulk","PMOF","Active","Magnetic","Analog","Omnidirectional","20Hz ~ 16kHz","-39dB ±2dB @ 94dB SPL","60dB","2.2 kOhms","4.5V","1.1V ~ 10V","500µA","Top","-","PC Pins","0.382"" Dia (9.70mm)","0.197"" (5.00mm)","Circular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPW0690LM4H-1_DS.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPW2690LM4H-1.JPG,423-1423-2-ND,SPW0690LM4H-1,Knowles,CAMERON MIC MULTIMODE DIGITAL,5900,0,"0.77000","0","5900","Tape & Reel (TR)","SiSonic™ SPW","Active","MEMS (Silicon)","Digital, PDM","Omnidirectional","20Hz ~ 10kHz","-41dB ±1dB @ 94dB SPL","66.5dB","-","-","1.65V ~ 3.6V","2mA","Bottom","-","Solder Pads","0.122"" L x 0.098"" W (3.10mm x 2.50mm)","0.037"" (0.95mm)","Rectangular"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/SPW0690LM4H-1_DS.pdf,//media.digikey.com/Photos/Knowles%20Acoustics%20Photos/MFG_SPW2690LM4H-1.JPG,423-1423-1-ND,SPW0690LM4H-1,Knowles,CAMERON MIC MULTIMODE DIGITAL,7313,0,"1.65000","0","1","Cut Tape (CT)","SiSonic™ SPW","Active","MEMS (Silicon)","Digital, PDM","Omnidirectional","20Hz ~ 10kHz","-41dB ±1dB @ 94dB SPL","66.5dB","-","-","1.65V ~ 3.6V","2mA","Bottom","-","Solder Pads","0.122"" L x 0.098"" W (3.10mm x 2.50mm)","0.037"" (0.95mm)","Rectangular"
