Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Input","Number of Ports","Voltage - Output","Current - Output","Power (Watts) - Per Port","Compliance","Data Rate","Features","Operating Temperature","Efficiency","Mounting Type","Size / Dimension"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/POE-24IR-CI.jpg,994-1051-ND,POE-24IR-CI,Laird Technologies IAS,POE INJECTOR 19.2W 24V DESKTOP,8,0,"38.76000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","24V","800mA","19.2W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://www.midspans.com/pdf/POE125U-4AT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE125U-4ATN.jpg,993-1154-ND,POE125U-4-AT-N,Phihong USA,POE INJECTOR 33.6W DESKTOP,11,0,"312.68000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","4","-","-","33.6W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Desktop","8.85"" L x 7.87"" W x 1.91"" H (224.9mm x 200.0mm x 48.5mm)"
http://www.midspans.com/pdf/POE806U-24AT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE806U-24AT.jpg,993-1149-ND,POE806U-24AT,Phihong USA,POE INJECTOR 33.6W 56V DESKTOP,8,0,"556.50000","0","1","POE806U","Active","Midspan Injector","90 ~ 264 VAC","24","56V","600mA","33.6W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.24"" L x 8.98"" W x 1.75"" H (438.0mm x 228.0mm x 44.5mm)"
http://www.midspans.com/pdf/POE370U.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE370U-480-16N.jpg,993-1159-ND,POE370U-480-16-N,Phihong USA,POE INJECTOR 15.4W RACK,8,0,"580.28000","0","1","POE370U","Active","Midspan Injector","90 ~ 264 VAC","16","-","-","15.4W","IEEE802.3af","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.26"" L x 9.06"" W x 1.75"" H (438.5mm x 230.0mm x 44.5mm)"
https://www.phihong.com/admin/uploads/POE15M-560.pdf,-,993-1422-ND,POE15M-560,Phihong USA,PASSIVE POE ADAPTER - C6- GIGABI,95,0,"17.00000","0","1","POE15M","Active","Passive Injector","90 ~ 264 VAC","1","56V","275mA","15.4W","-","-","OCP, OVP, SCP","-20°C ~ 50°C","Level VI","Desktop","4.18"" L x 1.56"" W x 1.07"" H (106.2mm x 39.5mm x 27.3mm)"
https://www.phihong.com/admin/uploads/POE15W-1AF.pdf,-,993-1423-ND,POE15W-1AF,Phihong USA,"56V, 15.4W- POE IEEE802.3AF - PO",50,0,"19.00000","0","1","POE15W","Active","Midspan Injector","90 ~ 264 VAC","1","56V","275mA","15.4W","IEEE802.3af","-","OCP, OVP, SCP","-20°C ~ 50°C","-","Desktop","4.18"" L x 1.56"" W x 1.07"" H (106.2mm x 39.5mm x 27.3mm)"
https://www.phihong.com/admin/uploads/POE90D-560SS.pdf,-,993-1421-ND,POE90D-560SS,Phihong USA,IEEE802.3BT - DESKTOP POE SPLITT,77,0,"21.12000","0","1","POE90","Active","Splitter","52 ~ 57V","1","57V","1.6A","91W","IEEE802.3bt","-","SCP","0°C ~ 40°C","96%","Desktop","3.94"" L x 2.20"" W x 1.10"" H (100.0mm x 56.0mm x 27.9mm)"
http://globtek.force.com/spec?id=01ta0000007dRHf,"//media.digikey.com/Photos/Globtek,%20Inc/GT-96300-3648-T2-PP_back.jpg",1939-1045-ND,GT-96300-3648-T2-PP,"GlobTek, Inc.","36W, 48V 0.75A, DESKTOP/EXTERNAL",66,0,"24.57000","0","1","GT-96300-36VV-T2-PP","Active","Midspan Injector","90 ~ 264 VAC","1","48V","750mA","36W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJt,-,1939-1034-ND,GT-96180-1818-T3-PP,"GlobTek, Inc.","18W, 18V 1A, DESKTOP/EXTERNAL, K",48,0,"26.87000","0","1","GT-96180-WWVV-T3-PP","Active","Midspan Injector","90 ~ 264 VAC","1","18V","1A","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJp,-,1939-1035-ND,GT-96180-1819-T2-PP,"GlobTek, Inc.","18W, 19V 0.95A, DESKTOP/EXTERNAL",48,0,"26.87000","0","1","GT-96180-18VV-T2-PP","Active","Midspan Injector","90 ~ 264 VAC","1","19V","950mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJu,-,1939-1036-ND,GT-96180-1819-T3-PP,"GlobTek, Inc.","18W, 19V 0.95A, DESKTOP/EXTERNAL",48,0,"26.87000","0","1","GT-96180-WWVV-T3-PP","Active","Midspan Injector","90 ~ 264 VAC","1","19V","950mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJr,-,1939-1039-ND,GT-96180-1830-T2-PP,"GlobTek, Inc.","18W, 30V 0.6A, DESKTOP/EXTERNAL,",48,0,"26.87000","0","1","GT-96180-18VV-T2-PP","Active","Midspan Injector","90 ~ 264 VAC","1","30V","600mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJw,-,1939-1040-ND,GT-96180-1830-T3-PP,"GlobTek, Inc.","18W, 30V 0.6A, DESKTOP/EXTERNAL,",48,0,"26.87000","0","1","GT-96180-WWVV-T3-PP","Active","Midspan Injector","90 ~ 264 VAC","1","30V","600mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJo,-,1939-1033-ND,GT-96180-1818-T2-PP,"GlobTek, Inc.","18W, 18V 1A, DESKTOP/EXTERNAL, K",47,0,"26.87000","0","1","GT-96180-18VV-T2-PP","Active","Midspan Injector","90 ~ 264 VAC","1","18V","1A","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJq,-,1939-1037-ND,GT-96180-1824-T2-PP,"GlobTek, Inc.","18W, 24V 0.75A, DESKTOP/EXTERNAL",47,0,"26.87000","0","1","GT-96180-18VV-T2-PP","Active","Midspan Injector","90 ~ 264 VAC","1","24V","750mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJs,-,1939-1041-ND,GT-96180-1848-T2-PP,"GlobTek, Inc.","18W, 48V 0.37A, DESKTOP/EXTERNAL",47,0,"26.87000","0","1","GT-96180-18VV-T2-PP","Active","Midspan Injector","90 ~ 264 VAC","1","48V","370mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJv,-,1939-1038-ND,GT-96180-1824-T3-PP,"GlobTek, Inc.","18W, 24V 0.75A, DESKTOP/EXTERNAL",46,0,"26.87000","0","1","GT-96180-WWVV-T3-PP","Active","Midspan Injector","90 ~ 264 VAC","1","24V","750mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000007dRJx,-,1939-1042-ND,GT-96180-1848-T3-PP,"GlobTek, Inc.","18W, 48V 0.375A, DESKTOP/EXTERNA",35,0,"26.87000","0","1","GT-96180-WWVV-T3-PP","Active","Midspan Injector","90 ~ 264 VAC","1","48V","375mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000006wyuw,-,1939-1047-ND,GT-96300-3656-T2APOE,"GlobTek, Inc.","36W, 56V 0.64A, DESKTOP/EXTERNAL",45,0,"28.08000","0","1","GT-96300-3656-T2-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","640mA","36W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/POE-48I.jpg,994-1255-ND,POE-12I,Laird Technologies IAS,POE INJECTOR 12W 12V DESKTOP,86,0,"30.20000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","12V","1A","12W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://globtek.force.com/spec?id=01ta0000007GoxA,-,1939-1043-ND,GT-96180-1856-T2APOE,"GlobTek, Inc.","18W, 56V 0.32A, WALL PLUG-IN+DES",48,0,"30.71000","0","1","GT-96180-1856-T2-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","320mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
http://globtek.force.com/spec?id=01ta0000006x4Xm,"//media.digikey.com/Photos/Globtek,%20Inc/GT96300-3656-T3-APOE.jpg",1939-1044-ND,GT96180-1856T3-APOE,"GlobTek, Inc.","18W, 56V 0.32A, DESKTOP/EXTERNAL",47,0,"30.71000","0","1","GT-96180-1856-T3-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","320mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 2.17"" W x 1.41"" H (107.0mm x 55.0mm x 35.7mm)"
https://www.phihong.com/admin/uploads/POEA30U-1AT.pdf,-,993-1424-ND,POEA30U-1AT,Phihong USA,"56V, 30W- POE IEEE802.3AT - POE",45,0,"39.52000","0","1","POEA30U","Active","Passive Injector","90 ~ 264 VAC","1","56V","536mA","30W","IEEE802.3at","-","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.96"" L x 1.79"" W x 1.18"" H (126.0mm x 45.5mm x 30.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/POE-48I.jpg,994-1215-ND,POE-48ID,Laird Technologies IAS,POE INJECTOR 16.8W 48V DESKTOP,31,0,"48.41000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","1","48V","350mA","16.8W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://globtek.force.com/spec?id=01ta0000007bwq6,-,1939-1698-ND,GT966007056-T3-APOE,"GlobTek, Inc.",70W 56V 1.25A DESKTOP/EXTERNAL K,20,0,"53.50000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","2","56V","1.25A","70W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP","-10°C ~ 40°C","Level VI","Desktop","6.50"" L x 2.22"" W x 1.28"" H (165.0mm x 56.5mm x 32.5mm)"
http://catalog.americanelectrical.com/Asset/JB-PoE-24%20Drawing.pdf,-,288-1667-ND,JB-POE-24,American Electrical Inc.,ENCLOSURE W/POE INJCT & PWR SPLY,2,0,"386.75000","0","1","-","Active","Midspan Injector","10 ~ 30V","1","-","-","33W","IEEE802.3af, IEEE802.3at","10/100/1000 Mbps","OCP","-40°C ~ 65°C","-","Chassis Mount","14.17"" L x 7.87"" W x 5.91"" H (360.0mm x 200.0mm x 150.0mm)"
http://www.midspans.com/pdf/POE14.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE14.jpg,993-1075-ND,POE14-033,Phihong USA,POE SPLITTER 8.25W 3.3V DESKTOP,26,0,"30.90000","0","1","POE14","Active","Splitter","36 ~ 56V","1","3.3V","3A","8.25W","IEEE802.3af","10/100/1000 Mbps","OCP, OTP, OVP","0°C ~ 40°C","72%","Desktop","3.94"" L x 2.21"" W x 1.10"" H (100.0mm x 56.0mm x 28.0mm)"
http://www.midspans.com/pdf/POE30U-560GHT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE30U-560GHT.jpg,993-1082-ND,POE30U-560(G)-HT,Phihong USA,POE INJECTOR 30W 56V DESKTOP,51,0,"58.37000","0","1","POE30","Obsolete","Midspan Injector","85 ~ 264 VAC","1","56V","550mA","30W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-20°C ~ 55°C","75%","Desktop","6.53"" L x 3.15"" W x 1.73"" H (166.0mm x 80.0mm x 44.0mm)"
http://www.midspans.com/pdf/POE75U-1UP-PD.pdf,//media.digikey.com/Photos/Phihong%20USA/POE75U-1UP(PD).jpg,993-1316-ND,POE75U-1UP(PD),Phihong USA,POE INJECTOR 75W 56V DESKTOP,26,0,"60.00000","0","1","-","Obsolete","Midspan Injector","90 ~ 264 VAC","1","56V","670mA","75W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-20°C ~ 40°C","80%","Desktop","6.53"" L x 3.15"" W x 1.73"" H (166.0mm x 80.0mm x 44.0mm)"
http://www.midspans.com/pdf/POE370U.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE370U-480-24N.jpg,993-1161-ND,POE370U-480-24-N,Phihong USA,POE INJECTOR 15.4W RACK,4,0,"468.56250","0","8","POE370U","Active","Midspan Injector","90 ~ 264 VAC","24","-","-","15.4W","IEEE802.3af","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.26"" L x 9.06"" W x 1.75"" H (438.5mm x 230.0mm x 44.5mm)"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=132173 ,//media.digikey.com/photos/Microsemi%20Photos/PD9001GR%5EAC.jpg,PD9001GR/AT/AC-US-ND,PD 9001GR/AT/AC-US,Microsemi Corporation,POE INJECTOR 30W 55V DESKTOP,0,0,"84.37000","0","1","PowerDsine®","Active","Midspan Injector","100 ~ 240 VAC","1","55V","550mA","30W","IEEE802.3at","10/100/1000 Mbps","-","-20°C ~ 40°C","-","Desktop","5.50"" L x 2.09"" W x 1.28"" H (140.0mm x 53.0mm x 32.5mm)"
http://globtek.force.com/spec?id=01ta0000007dRHc,"//media.digikey.com/Photos/Globtek,%20Inc/GT-96300-3648-T3-PP.jpg",1939-1046-ND,GT-96300-3648-T3-PP,"GlobTek, Inc.","36W, 48V 0.75A, DESKTOP/EXTERNAL",0,0,"24.57000","0","1","GT-96300-36VV-T3-PP","Active","Midspan Injector","90 ~ 264 VAC","1","48V","750mA","36W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Desktop","4.21"" L x 1.57"" W x 1.41"" H (107.0mm x 40.0mm x 35.7mm)"
http://www.midspans.com/pdf/POE125U-4AT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE125U-4AT.jpg,993-1155-ND,POE125U-4-AT,Phihong USA,POE INJECTOR 33.6W DESKTOP,0,0,"111.56000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","4","-","-","33.6W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Desktop","8.85"" L x 7.87"" W x 1.91"" H (224.9mm x 200.0mm x 48.5mm)"
http://www.midspans.com/pdf/POE576U-AT.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE576U-8AT.jpg,993-1172-ND,POE576U-8AT,Phihong USA,POE INJECTOR 30W RACK,1,0,"312.38000","0","1","POE576U","Active","Midspan Injector","90 ~ 264 VAC","8","-","-","30W","IEEE802.3at","10/100/1000 Mbps","OCP, OTP, OVP, SCP","0°C ~ 40°C","75%","Rack Mount","17.20"" L x 9.06"" W x 1.73"" H (437.0mm x 230.0mm x 44.0mm)"
http://www.midspans.com/pdf/POE61x.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE61X.jpg,993-1152-ND,POE61W-560D,Phihong USA,POE INJECTOR 60W 56V DESKTOP,1,0,"44.86000","0","1","POE61","Active","Passive Injector","90 ~ 264 VAC","1","56V","1.1A","60W","-","10/100 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level VI","Desktop","6.40"" L x 2.56"" W x 1.42"" H (163.0mm x 65.0mm x 36.0mm)"
http://globtek.force.com/spec?id=01ta0000006wyIG,-,1939-1902-ND,GT-96180-1856R2APOE,"GlobTek, Inc.","GT-96180-1856-R2-AP, 18W, 56V0.3",0,0,"26.17000","0","1","GT-96180-1856-R2-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","320mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Wall Mount","4.09"" L x 2.13"" W x 1.58"" H (104.0mm x 54.0mm x 40.2mm)"
http://globtek.force.com/spec?id=01t0c000008Ofm2,-,1939-1903-ND,GT-96180-1856R3APOE,"GlobTek, Inc.","GT-96180-1856-R3A-AP, 18W, 56V0.",0,0,"26.20000","0","1","GT-96180-1856-R3A-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","320mA","18W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Wall Mount","4.09"" L x 2.13"" W x 1.58"" H (104.0mm x 54.0mm x 40.2mm)"
http://globtek.force.com/spec?id=01t0c000008vvUg,-,1939-1904-ND,GT-96300-3656-R2-AP,"GlobTek, Inc.","GT-96300-3656-R2-AP, 36W, 56V0.6",0,0,"30.85000","0","1","GT-96300-3656-R2-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","640mA","36W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Wall Mount","4.09"" L x 2.13"" W x 1.58"" H (104.0mm x 54.0mm x 40.2mm)"
http://globtek.force.com/spec?id=01ta0000007bkQZ,-,1939-1905-ND,GT-96300-3656-R3A-AP,"GlobTek, Inc.","GT-96300-3656-R3A-AP, 36W, 56V0.",0,0,"30.85000","0","1","GT-96300-3656-R3A-AP","Active","Midspan Injector","90 ~ 264 VAC","1","56V","640mA","36W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","-10°C ~ 40°C","Level VI","Wall Mount","4.09"" L x 2.13"" W x 1.58"" H (104.0mm x 54.0mm x 40.2mm)"
http://globtek.force.com/spec?id=01ta0000007fdDP,-,1939-1699-ND,GT966007056-T3-PPOE,"GlobTek, Inc.",70W 56V 1.25A DESKTOP/EXTERNAL K,0,0,"31.59000","0","1","-","Active","Midspan Injector","90 ~ 264 VAC","2","56V","1.25A","70W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP","-10°C ~ 40°C","Level VI","Desktop","6.50"" L x 2.22"" W x 1.28"" H (165.0mm x 56.5mm x 32.5mm)"
-,-,PD-9501GR/AC-US-ND,PD-9501GR/AC-US,Microsemi Corporation,POE INJECTOR 60W 55V DESKTOP,0,0,"133.24000","0","1","PowerDsine®","Active","Midspan Injector","100 ~ 240 VAC","1","55V","1.1A","60W","IEEE802.3at","10/100/1000 Mbps","-","-10°C ~ 45°C","-","Desktop","5.94"" L x 2.44"" W x 1.50"" H (151.0mm x 62.0mm x 38.0mm)"
http://catalog.americanelectrical.com/Asset/PoE-48%20Datasheet.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/MFG_PoE-48.jpg,288-1663-ND,POE-48,American Electrical Inc.,POE INJECTOR 95W,0,0,"164.94000","0","1","-","Active","Midspan Injector","44 ~ 57V","1","-","-","95W","IEEE802.3bt","10/100/1000 Mbps","OCP","-40°C ~ 65°C","-","DIN Rail","2.95"" L x 1.26"" W x 4.53"" H (75.00mm x 32.0mm x 115.00mm)"
http://catalog.americanelectrical.com/Asset/JB-PoE-48%20Drawing.pdf,-,288-1671-ND,JB-POE-48,American Electrical Inc.,ENCLOSURE W/POE INJCT & PWR SPLY,0,0,"386.75000","0","1","-","Active","Midspan Injector","44 ~ 57V","1","-","-","95W","IEEE802.3bt","10/100/1000 Mbps","OCP","-40°C ~ 65°C","-","Chassis Mount","14.17"" L x 7.87"" W x 5.91"" H (360.0mm x 200.0mm x 150.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-PS-150-001-ND,POE-PS-150-001,Laird Technologies IAS,POE SPLITTER DESKTOP,0,0,"6.94000","0","1","-","Active","Splitter","-","1","-","-","-","-","-","-","0°C ~ 70°C","-","Desktop","1.10"" L x 0.63"" W x 0.91"" H (28.0mm x 16.0mm x 23.0mm)"
https://www.slpower.com/data/collateral/PW180KA_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW180.jpg,271-2477-ND,PW180KA4800N01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 20W 48V DESKTOP,0,0,"11.51280","0","250","PW180KA","Not For New Designs","Midspan Injector","100 ~ 250 VAC","1","48V","400mA","20W","-","10/100 Mbps","OCP","0°C ~ 40°C","70%","Desktop","3.98"" L x 2.40"" W x 1.35"" H (101.0mm x 61.5mm x 34.2mm)"
https://www.slpower.com/data/collateral/PW180KA_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW180.jpg,271-2476-ND,PW180KA4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 20W 48V DESKTOP,0,0,"12.08844","0","250","PW180KA","Not For New Designs","Midspan Injector","100 ~ 250 VAC","1","48V","400mA","20W","-","10/100 Mbps","OCP","0°C ~ 40°C","70%","Desktop","3.98"" L x 2.40"" W x 1.35"" H (101.0mm x 61.5mm x 34.2mm)"
https://www.slpower.com/data/collateral/PW180KB_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW180.jpg,271-2478-ND,PW180KB4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 15.4W 48V DESKTOP,0,0,"15.67164","0","250","PW180KB","Active","Midspan Injector","100 ~ 250 VAC","1","48V","350mA","15.4W","IEEE802.3af","10/100 Mbps","OCP, SCP","0°C ~ 40°C","-","Desktop","3.98"" L x 2.40"" W x 1.35"" H (101.0mm x 61.5mm x 34.2mm)"
https://www.slpower.com/data/collateral/PW180KB_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PW180.jpg,271-2479-ND,PW180KB4800N01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 15.4W 48V DESKTOP,0,0,"15.67164","0","250","PW180KB","Not For New Designs","Midspan Injector","100 ~ 250 VAC","1","48V","350mA","15.4W","IEEE802.3af","10/100 Mbps","OCP, SCP","0°C ~ 40°C","-","Desktop","3.98"" L x 2.40"" W x 1.35"" H (101.0mm x 61.5mm x 34.2mm)"
http://www.midspans.com/pdf/POE21X-1AF.pdf,//media.digikey.com/Photos/Phihong%20USA/POE21W-1AF.JPG,993-1141-ND,POE21W-1AF,Phihong USA,POE INJECTOR 19.6W 56V DESKTOP,0,0,"16.74005","0","1020","-","Active","Midspan Injector","90 ~ 264 VAC","1","56V","350mA","19.6W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","80%","Desktop","5.51"" L x 2.55"" W x 1.42"" H (140.0mm x 65.0mm x 36.0mm)"
https://www.phihong.com/pdf/Phihong_Catalog_2017.pdf,-,POE31U-560G-ND,POE31U-560G,Phihong USA,POE ADAPTER 15W 56V DESKTOP,0,0,"19.36000","0","1000","POE31X","Active","Passive Injector","90 ~ 264 VAC","2","56V","270mA","15W","IEEE802.3at","10/100 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","5.51"" L x 2.55"" W x 1.42"" H (140.0mm x 65.0mm x 36.0mm)"
https://www.phihong.com/admin/uploads/POE29X-1AF.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE29U-1AF.jpg,POE29U-1AF-ND,POE29U-1AF,Phihong USA,POE INJECTOR DESKTOP C14 GIGABIT,0,0,"19.50000","0","10","POE29U","Active","Passive Injector","90 ~ 264 VAC","1","56V","357mA","20W","IEEE802.3af","-","OCP, OVP, SCP","-20°C ~ 50°C","80%","Desktop","6.43"" L x 2.56"" W x 1.42"" H (163.3mm x 65.0mm x 36.1mm)"
https://www.slpower.com/data/collateral/PENB1020B_DS.pdf,-,PENB1020B4800F01-ND,PENB1020B4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"20.05640","0","250","PENB1020B","Active","Midspan Injector","100 ~ 240 VAC","1","48V","350mA","15.4W","IEEE802.3af","10/100/1000 Mbps","OVP, SCP","0°C ~ 40°C","65%","Desktop","4.44"" L x 1.90"" W x 1.30"" H (112.8mm x 48.3mm x 33.0mm)"
https://www.slpower.com/data/collateral/PENB1020A_DS.pdf,-,PENB1020A4800F01-ND,PENB1020A4800F01,SL Power Electronics Manufacture of Condor/Ault Brands,POE INJECTOR 48V DESKTOP,0,0,"22.21420","0","250","PENB1020A","Active","Midspan Injector","100 ~ 240 VAC","1","48V","400mA","15.4W","-","10/100/1000 Mbps","OVP, SCP","0°C ~ 40°C","65%","Desktop","4.44"" L x 1.90"" W x 1.30"" H (112.8mm x 48.3mm x 33.0mm)"
