Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","User Configuration","Type","Number of Positions","Voltage - Input","Power (Watts)","Voltage - Isolation","Efficiency","Features","Operating Temperature","Size / Dimension","Height"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XZ_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1266-ND,XZC-00,Excelsys Technologies Ltd,CONFIG PWR CHASSIS 1200W 6 SLOT,3,0,"492.34000","0","1","Xgen, XZ","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Low Noise","6","85 ~ 264 VAC","1200W","4kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/08/XL-4-Page-2nd.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1286-ND,XLBC01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 4 SLOT,11,0,"244.25000","0","1","Xgen, XL","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard","4","85 ~ 264 VAC","400W","3kV","89%","Conformal Coating, Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XK_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1276-ND,XKA-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 200W 4 SLOT,5,0,"263.98000","0","1","Xgen, XK","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard, Low Noise","4","85 ~ 264 VAC","200W","3kV","89%","-","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XC_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1026-ND,XCA-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 6 SLOT,4,0,"284.76000","0","1","Xgen, XC","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard","6","85 ~ 264 VAC","400W","3kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XV_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1011-ND,XVB-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 700W 6 SLOT,0,0,"367.31000","0","1","Xgen, XV","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC","700W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/UX6C.jpg,633-1339-ND,UX6C,Excelsys Technologies Ltd,CONFIG PWR CHASSIS 1200W 6 SLOT,0,0,"307.79000","0","1","UltiMod, UX","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC","1200W","4kV","90%","Conformal Coating","-40°C ~ 70°C (With Derating)","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XW_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1260-ND,XWC-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 800W 6 SLOT,0,0,"505.27000","0","1","Xgen, XW","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Ultra Quiet","6","85 ~ 264 VAC","800W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO600_2D_model.pdf,-,2050-NEVO+600S-ND,NEVO+600S,Vox Power Ltd.,600 WATT STANDARD FRONT END,0,0,"241.74000","0","1","NEVO+600S","Active","-","Standard","4","85 ~ 264 VAC, 120 ~ 370 VDC","600W","4kV","89%","-","-40°C ~ 85°C (With Derating)","5.26"" L x 3.06"" W (133.7mm x 77.7mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO600_2D_model.pdf,-,2050-NEVO+600SL-ND,NEVO+600SL,Vox Power Ltd.,600 WATT STANDARD FRONT END WITH,0,0,"241.74000","0","1","NEVO+600S","Active","-","Standard, Low Noise","4","85 ~ 264 VAC, 120 ~ 370 VDC","450W","4kV","89%","-","-40°C ~ 85°C (With Derating)","5.26"" L x 3.06"" W (133.7mm x 77.7mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO600_2D_model.pdf,-,2050-NEVO+600M-ND,NEVO+600M,Vox Power Ltd.,600 WATT MEDICAL FRONT END,0,0,"254.63000","0","1","NEVO+600M","Active","-","Medical","4","85 ~ 264 VAC, 120 ~ 300 VDC","600W","4kV","89%","-","-40°C ~ 85°C (With Derating)","5.26"" L x 3.06"" W (133.7mm x 77.7mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO600_2D_model.pdf,-,2050-NEVO+600ML-ND,NEVO+600ML,Vox Power Ltd.,600 WATT MEDICAL FRONT END WITH,0,0,"254.63000","0","1","NEVO+600M","Active","-","Medical, Low Noise","4","85 ~ 264 VAC, 120 ~ 300 VDC","450W","4kV","89%","-","-40°C ~ 85°C (With Derating)","5.26"" L x 3.06"" W (133.7mm x 77.7mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/03/MEC6100_VCCM_2D.pdf,-,2050-VCCM600S-ND,VCCM600S,Vox Power Ltd.,600 WATT CONDUCTION COOLED ITE F,0,0,"278.93000","0","1","VCCM600","Active","-","Standard","4","85 ~ 264 VAC, 120 ~ 370 VDC","600W","4kV","90%","-","-40°C ~ 70°C (With Derating)","7.00"" L x 4.00"" W (177.8mm x 101.6mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/03/MEC6100_VCCM_2D.pdf,-,2050-VCCM600M-ND,VCCM600M,Vox Power Ltd.,600 WATT CONDUCTION COOLED MEDIC,0,0,"294.53000","0","1","VCCM600","Active","-","Medical","4","85 ~ 264 VAC, 120 ~ 370 VDC","600W","4kV","90%","-","-40°C ~ 70°C (With Derating)","7.00"" L x 4.00"" W (177.8mm x 101.6mm)","1.61"" (41.0mm)"
https://www.excelsys.com/wp-content/uploads/2018/09/CoolX-1800W-CmM-to-CmQ-including-F-and-H-Rev-4.5.pdf,-,633-1376-ND,CX18S-000000-N-A,Excelsys Technologies Ltd,CONFIG DC PWR MOD 1800W FAN COOL,0,0,"403.92000","0","1","CoolX™1800","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard","6","85 ~ 264 VAC, 120 ~ 300 VDC","1800W","4kV","91%","Remote Sense","-40°C ~ 70°C (With Derating)","-","-"
https://www.excelsys.com/wp-content/uploads/2018/09/CoolX-1800W-CmM-to-CmQ-including-F-and-H-Rev-4.5.pdf,-,633-1377-ND,CX18M-000000-N-A,Excelsys Technologies Ltd,CONFIG DC PWR MOD 1800W FAN COOL,0,0,"448.80000","0","1","CoolX™1800","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC, 120 ~ 300 VDC","1800W","4kV","91%","Remote Sense","-40°C ~ 70°C (With Derating)","-","-"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO1200_2D.pdf,-,2050-NEVO+1200S-ND,NEVO+1200S,Vox Power Ltd.,1200 WATT STANDARD FRONT END,0,0,"462.83000","0","1","NEVO+1200S","Active","-","Standard","8","85 ~ 264 VAC, 120 ~ 370 VDC","1200W","4kV","89%","-","-40°C ~ 85°C (With Derating)","6.00"" L x 5.78"" W (152.4mm x 146.8mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO1200_2D.pdf,-,2050-NEVO+1200SL-ND,NEVO+1200SL,Vox Power Ltd.,1200 WATT STANDARD FRONT END WIT,0,0,"462.83000","0","1","NEVO+1200S","Active","-","Standard, Low Noise","8","85 ~ 264 VAC, 120 ~ 370 VDC","900W","4kV","89%","-","-40°C ~ 85°C (With Derating)","6.00"" L x 5.78"" W (152.4mm x 146.8mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO1200_2D.pdf,-,2050-NEVO+1200M-ND,NEVO+1200M,Vox Power Ltd.,1200 WATT MEDICAL FRONT END,0,0,"494.72000","0","1","NEVO+1200M","Active","-","Medical","8","85 ~ 264 VAC, 120 ~ 370 VDC","1200W","4kV","89%","-","-40°C ~ 85°C (With Derating)","6.00"" L x 5.78"" W (152.4mm x 146.8mm)","1.61"" (41.0mm)"
http://www.vox-power.com/wp-content/uploads/2016/10/NEVO1200_2D.pdf,-,2050-NEVO+1200ML-ND,NEVO+1200ML,Vox Power Ltd.,1200 WATT MEDICAL FRONT END WITH,0,0,"494.72000","0","1","NEVO+1200M","Active","-","Medical, Low Noise","8","85 ~ 264 VAC, 120 ~ 370 VDC","900W","4kV","89%","-","-40°C ~ 85°C (With Derating)","6.00"" L x 5.78"" W (152.4mm x 146.8mm)","1.61"" (41.0mm)"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,-,UX4R-ND,UX4R,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 4 SLOT,0,0,"231.85400","0","5","UltiMod, UX","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","4","85 ~ 264 VAC","600W","4kV","90%","Ruggedized","-40°C ~ 70°C (With Derating)","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,-,UX4S-ND,UX4S,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 4 SLOT,0,0,"244.50200","0","5","UltiMod, UX","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","4","85 ~ 264 VAC","600W","4kV","90%","Conformal Coating, Ruggedized","-40°C ~ 70°C (With Derating)","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-lpm-lmm409-series.pdf,-,LPM409-CHAS-ND,LPM409-CHAS,Bel Power Solutions,CONFIG POWER CHASSIS 900W 4 SLOT,0,0,"245.65500","0","12","LPM","Active","-","Standard","4","85 ~ 264 VAC","900W","4.24kV","87%","-","-20°C ~ 70°C (With Derating)","11.13"" L x 3.62"" W (282.8mm x 92.0mm)","1.60"" (40.64mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-lpm-lmm409-series.pdf,-,LMM409-CHAS-ND,LMM409-CHAS,Bel Power Solutions,CONFIG POWER CHASSIS 900W 4 SLOT,0,0,"261.10500","0","12","LMM","Active","-","Medical","4","85 ~ 264 VAC","900W","4.24kV","87%","-","-20°C ~ 70°C (With Derating)","11.13"" L x 3.62"" W (282.8mm x 92.0mm)","1.60"" (40.64mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XT_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XTA-01.JPG,633-1270-ND,XTA-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 200W 4 SLOT,0,0,"270.24000","0","5","Xgen, XT","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard, Ultra Quiet","4","85 ~ 264 VAC","200W","3kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.55"" L x 3.50"" W (268.0mm x 89.0mm)","1.59"" (40.40mm)"
https://www.belfuse.com/resources/datasheets/powersolutions/ds-bps-lpm-lmm616-series.pdf,-,LPM616-CHAS-ND,LPM616-CHAS,Bel Power Solutions,CONFIG PWR CHASSIS 1600W 6 SLOT,0,0,"275.01000","0","12","LPM","Active","-","Standard","6","85 ~ 264 VAC","1600W","4.24kV","86%","-","-20°C ~ 70°C (With Derating)","11.13"" L x 5.00"" W (282.8mm x 127.0mm)","1.60"" (40.64mm)"
http://www.excelsys.com/wp-content/uploads/2012/08/XL-4-Page-2nd.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1285-ND,XLDC01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 750W 4 SLOT,0,0,"277.35400","0","5","Xgen, XL","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard","4","85 ~ 264 VAC","750W","3kV","89%","Conformal Coating, Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.55"" L x 3.50"" W (268.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XC_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1003-ND,XCA-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 6 SLOT,1,0,"284.76000","0","1","Xgen, XC","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard","6","85 ~ 264 VAC","400W","3kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XR_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1259-ND,XRA-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 200W 4 SLOT,0,0,"285.68600","0","5","Xgen, XR","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Low Noise","4","85 ~ 264 VAC","200W","4kV","89%","-","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,-,UX6R-ND,UX6R,Excelsys Technologies Ltd,CONFIG PWR CHASSIS 1200W 6 SLOT,0,0,"285.97200","0","5","UltiMod, UX","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC","1200W","4kV","90%","Ruggedized","-40°C ~ 70°C (With Derating)","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
https://www.belfuse.com/resources/datasheets/powersolutions/ds-bps-lpm-lmm616-series.pdf,-,LMM616-CHAS-ND,LMM616-CHAS,Bel Power Solutions,CONFIG PWR CHASSIS 1600W 6 SLOT,0,0,"290.46000","0","12","LMM","Active","-","Medical","6","85 ~ 264 VAC","1600W","4.24kV","86%","-","-20°C ~ 70°C (With Derating)","11.13"" L x 5.00"" W (282.8mm x 127.0mm)","1.60"" (40.64mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XR_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1258-ND,XRB-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 4 SLOT,0,0,"291.26800","0","5","Xgen, XR","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Low Noise","4","85 ~ 264 VAC","400W","4kV","89%","-","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XN_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1273-ND,XNA-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 200W 4 SLOT,0,0,"298.33400","0","5","Xgen, XN","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Ultra Quiet","4","85 ~ 264 VAC","200W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,-,UX6S-ND,UX6S,Excelsys Technologies Ltd,CONFIG PWR CHASSIS 1200W 6 SLOT,0,0,"301.78200","0","5","UltiMod, UX","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC","1200W","4kV","90%","Conformal Coating, Ruggedized","-40°C ~ 70°C (With Derating)","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XC_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1288-ND,XCBC01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 700W 6 SLOT,0,0,"303.28400","0","5","Xgen, XC","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard","6","85 ~ 264 VAC","700W","3kV","90%","Conformal Coating, Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XN_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPacs-4-Slot-10.62%20Long.jpg,633-1272-ND,XNB-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 4 SLOT,0,0,"316.91200","0","5","Xgen, XN","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Ultra Quiet","4","85 ~ 264 VAC","400W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XV_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1010-ND,XVA-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 6 SLOT,0,0,"321.38600","0","5","Xgen, XV","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC","400W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XH_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1255-ND,XHA-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 6 SLOT,0,0,"323.23600","0","5","Xgen, XH","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","High Temperature","6","85 ~ 264 VAC","400W","3kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XH_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1254-ND,XHB-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 6 SLOT,0,0,"339.96200","0","5","Xgen, XH","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","High Temperature","6","85 ~ 264 VAC","600W","3kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XQ_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1265-ND,XQA-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 6 SLOT,0,0,"345.60600","0","5","Xgen, XQ","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard, Low Noise","6","85 ~ 264 VAC","600W","3kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XQ_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1264-ND,XQB-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 900W 6 SLOT,0,0,"352.43000","0","5","Xgen, XQ","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard, Low Noise","6","85 ~ 264 VAC","900W","3kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XB_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1253-ND,XBA-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 6 SLOT,0,0,"353.87600","0","5","Xgen, XB","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard, Ultra Quiet","6","85 ~ 264 VAC","400W","3kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XV_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1012-ND,XVC-01,Excelsys Technologies Ltd,CONFIG PWR CHASSIS 1000W 6 SLOT,0,0,"361.39800","0","5","Xgen, XV","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical","6","85 ~ 264 VAC","1000W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 3.50"" W (260.0mm x 89.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XB_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1252-ND,XBB-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 6 SLOT,0,0,"361.57000","0","5","Xgen, XB","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Standard, Ultra Quiet","6","85 ~ 264 VAC","600W","3kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XZ_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1268-ND,XZA-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 6 SLOT,0,0,"365.14000","0","5","Xgen, XZ","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Low Noise","6","85 ~ 264 VAC","600W","4kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XW_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1262-ND,XWA-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 400W 6 SLOT,0,0,"374.99200","0","5","Xgen, XW","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Ultra Quiet","6","85 ~ 264 VAC","400W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XZ_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1267-ND,XZB-00,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 900W 6 SLOT,0,0,"412.12000","0","5","Xgen, XZ","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Low Noise","6","85 ~ 264 VAC","900W","4kV","90%","-","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
http://www.excelsys.com/wp-content/uploads/2012/07/Excelsys_Xgen_XW_Datasheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/powerPac-6-postion%2010.62%20long.jpg,633-1261-ND,XWB-01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 600W 6 SLOT,0,0,"425.33000","0","5","Xgen, XW","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","Medical, Ultra Quiet","6","85 ~ 264 VAC","600W","4kV","90%","Fan Fail, Temperature Alarm","-20°C ~ 70°C","10.24"" L x 5.00"" W (260.0mm x 127.0mm)","1.59"" (40.40mm)"
//media.digikey.com/pdf/Data%20Sheets/Excelsys%20PDFs/XF_Family.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XFBS01.JPG,633-1290-ND,XFBS01,Excelsys Technologies Ltd,CONFIG POWER CHASSIS 700W 6 SLOT,0,0,"565.46000","0","5","Xgen, XF","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","High Reliability, COTS","6","85 ~ 264 VAC","700W","3kV","89%","Fan Fail, Ruggedized, Temperature Alarm","-55°C ~ 70°C (With Derating)","10.55"" L x 5.00"" W (268.0mm x 127.0mm)","1.59"" (40.40mm)"
