Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Outputs","Voltage - Input","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Applications","Voltage - Isolation","Efficiency","Operating Temperature","Features","Mounting Type","Size / Dimension"
https://www.us.tdk-lambda.com/ftp/Specs/dspa.pdf,//media.digikey.com/Photos/TDK%20Photos/DSP3024%5E277A.jpg,285-1981-ND,DSP30-24/277A2,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 30W,501,0,"52.82000","0","1","DSP (7.5-100W)","Active","Enclosed","1","90 ~ 304 VAC, 120 ~ 370 VDC","24V","-","-","-","1.25A","30W","ITE (Commercial)","3kV","87%","-25°C ~ 71°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","2.19"" L x 2.09"" W x 3.76"" H (55.6mm x 53.1mm x 95.5mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-linear-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/LINEAR-142.JPG,179-2314-ND,HB24-1.2-AG,Bel Power Solutions,AC/DC CONVERTER 24V 29W,392,0,"54.24000","0","1","Linear B","Active","Linear","1","100, 120, 220, 230, 240 VAC","24V","-","-","-","1.2A","29W","ITE (Commercial)","3kV","60%","0°C ~ 50°C","Adjustable Output, Remote Sense","Chassis Mount","4.87"" L x 4.00"" W x 2.10"" H (123.7mm x 101.6mm x 53.3mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dpp.pdf,//media.digikey.com/photos/Lambda%20Americas%20Photos/MFG_DPP50%20SERIES.jpg,285-1219-ND,DPP50-24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 50W,221,0,"54.54000","0","1","DPP (15-100W)","Active","Enclosed","1","85 ~ 132 VAC, 176 ~ 264 VAC","24V","-","-","-","2.1A","50W","ITE (Commercial)","3kV","86%","-10°C ~ 71°C (With Derating)","Adjustable Output, DC Input Capable, Load Sharing, Universal Input","DIN Rail","3.58"" L x 1.77"" W x 2.95"" H (90.9mm x 45.0mm x 74.9mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECS65-130.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECS100.jpg,1470-1273-ND,ECS100US24,XP Power,AC/DC CONVERTER 24V 80W,1339,0,"55.62000","0","1","ECS (100W)","Active","Open Frame","1","80 ~ 264 VAC","24V","-","-","-","4.2A","80W (100W Forced Air)","ITE (Commercial), Medical","4kV","90%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.25"" H (101.6mm x 50.8mm x 31.8mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECS65-130.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECS100.jpg,1470-1274-ND,ECS100US28,XP Power,AC/DC CONVERTER 28V 80W,619,0,"55.62000","0","1","ECS (100W)","Active","Open Frame","1","80 ~ 264 VAC","28V","-","-","-","3.6A","80W (100W Forced Air)","ITE (Commercial), Medical","4kV","90%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.25"" H (101.6mm x 50.8mm x 31.8mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECS65-130.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECS100.jpg,1470-1270-ND,ECS100US12,XP Power,AC/DC CONVERTER 12V 80W,542,0,"55.62000","0","1","ECS (100W)","Active","Open Frame","1","80 ~ 264 VAC","12V","-","-","-","8.3A","80W (100W Forced Air)","ITE (Commercial), Medical","4kV","90%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.25"" H (101.6mm x 50.8mm x 31.8mm)"
https://www.cui.com/product/resource/digikeypdf/vdrs-60.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VDRS-60_Series.jpg,102-2157-ND,VDRS-60-12,CUI Inc.,AC/DC CONVERTER 12V 60W,388,0,"56.32000","0","1","VDRS-60 (60W)","Active","Enclosed","1","88 ~ 264 VAC","12V","-","-","-","5A","60W","ITE (Commercial)","3kV","86%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","3.90"" L x 1.57"" W x 3.54"" H (99.0mm x 40.0mm x 90.0mm)"
https://www.cui.com/product/resource/digikeypdf/vdrs-60.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VDRS-60_Series.jpg,102-2159-ND,VDRS-60-24,CUI Inc.,AC/DC CONVERTER 24V 60W,235,0,"56.32000","0","1","VDRS-60 (60W)","Active","Enclosed","1","88 ~ 264 VAC","24V","-","-","-","2.5A","60W","ITE (Commercial)","3kV","86%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","3.90"" L x 1.57"" W x 3.54"" H (99.0mm x 40.0mm x 90.0mm)"
https://www.cui.com/product/resource/digikeypdf/vof-120.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VOF-120.jpg,102-3363-ND,VOF-120-24,CUI Inc.,AC/DC CONVERTER 24V 120W,1053,0,"57.42000","0","1","VOF-120 (120W)","Active","Open Frame","1","90 ~ 277 VAC","24V","-","-","-","5A","120W","ITE (Commercial)","3kV","87.5%","-20°C ~ 60°C (With Derating)","Adjustable Output, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.25"" H (127.0mm x 76.2mm x 31.8mm)"
http://inventuspower.com/wp-content/uploads/2015/12/MSA150-Inventus-Power.pdf,//media.digikey.com/photos/Elpac%20Pwr%20Photos/MSA150024A.JPG,EPS444-ND,MSA150024A,Inventus Power,AC/DC CONVERTER 24V 150W,343,0,"57.76000","0","1","MSA150 (150W)","Active","Open Frame","1","85 ~ 264 VAC","24V","-","-","-","6.3A","150W (180W Forced Air)","Medical","-","92%","0°C ~ 70°C","Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.22"" H (127.0mm x 76.2mm x 30.9mm)"
http://catalog.triadmagnetics.com/Asset/AWSP150-24.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/AWSP150-SERIES.jpg,237-1308-ND,AWSP150-24,Triad Magnetics,AC/DC CONVERTER 24V 150W,252,1200,"57.81000","0","1","AWSP150","Active","Enclosed","1","88 ~ 264 VAC","24V","-","-","-","6.3A","150W","ITE (Commercial)","3kV","83%","-10°C ~ 60°C (With Derating)","Adjustable Output, Universal Input","Chassis Mount","7.83"" L x 3.86"" W x 1.97"" H (199.0mm x 98.0mm x 50.0mm)"
http://inventuspower.com/wp-content/uploads/2016/01/FSA150-Inventus-Power-1.pdf,//media.digikey.com/photos/Elpac%20Pwr%20Photos/FSA150015A.JPG,EPS445-ND,FSA150012A,Inventus Power,AC/DC CONVERTER 12V 150W,135,0,"58.26000","0","1","FSA150 (150W)","Active","Open Frame","1","85 ~ 264 VAC","12V","-","-","-","12.5A","150W (180W Forced Air)","ITE (Commercial)","-","91%","0°C ~ 70°C","Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.22"" H (127.0mm x 76.2mm x 30.9mm)"
https://www.us.tdk-lambda.com/ftp/Specs/ls200.pdf,//media.digikey.com/Photos/TDK%20Photos/LS200 Series.jpg,285-1984-ND,LS200-12,TDK-Lambda Americas Inc.,AC/DC CONVERTER 12V 200W,324,0,"58.33000","0","1","LS (200W)","Active","Enclosed","1","88 ~ 264 VAC","12V","-","-","-","16.7A","200W","ITE (Commercial)","3kV","79%","-25°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.80"" L x 3.90"" W x 1.61"" H (198.1mm x 99.1mm x 40.9mm)"
https://www.us.tdk-lambda.com/ftp/Specs/ls200.pdf,//media.digikey.com/Photos/TDK%20Photos/LS200 Series.jpg,285-1986-ND,LS200-24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 200W,265,0,"58.33000","0","1","LS (200W)","Active","Enclosed","1","88 ~ 264 VAC","24V","-","-","-","8.4A","200W","ITE (Commercial)","3kV","84%","-25°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.80"" L x 3.90"" W x 1.61"" H (198.1mm x 99.1mm x 40.9mm)"
https://www.us.tdk-lambda.com/ftp/Specs/ls200.pdf,//media.digikey.com/Photos/TDK%20Photos/LS200 Series.jpg,285-1982-ND,LS200-48,TDK-Lambda Americas Inc.,AC/DC CONVERTER 48V 200W,194,0,"58.33000","0","1","LS (200W)","Active","Enclosed","1","88 ~ 264 VAC","48V","-","-","-","4.2A","200W","ITE (Commercial)","3kV","85%","-25°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.80"" L x 3.90"" W x 1.61"" H (198.1mm x 99.1mm x 40.9mm)"
https://www.us.tdk-lambda.com/ftp/Specs/ls200.pdf,//media.digikey.com/Photos/TDK%20Photos/LS200 Series.jpg,285-1985-ND,LS200-15,TDK-Lambda Americas Inc.,AC/DC CONVERTER 15V 200W,182,0,"58.33000","0","1","LS (200W)","Active","Enclosed","1","88 ~ 264 VAC","15V","-","-","-","13.4A","200W","ITE (Commercial)","3kV","83%","-25°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.80"" L x 3.90"" W x 1.61"" H (198.1mm x 99.1mm x 40.9mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-linear-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/LINEAR-123.JPG,179-2306-ND,HAD15-0.4-AG,Bel Power Solutions,AC/DC CONVERTER +/-15V 12W,101,0,"59.02000","0","1","Linear B","Active","Linear","2","100, 120, 220, 230, 240 VAC","15V","-15V","-","-","400mA, 400mA","12W","ITE (Commercial)","3kV","55%","0°C ~ 50°C","Adjustable Output, Remote Sense","Chassis Mount","4.87"" L x 4.00"" W x 2.10"" H (123.7mm x 101.6mm x 53.3mm)"
http://www.deltapsu.com/products/download/Datasheet/PMH-24V200WCBA,//media.digikey.com/Photos/Delta%20Photos/PMH-24V200WCBA.jpg,1145-1210-ND,PMH-24V200WCBA,Delta Electronics,AC/DC CONVERTER 24V 200W,147,0,"59.83000","0","1","PMH (200W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","8.33A","200W","Household Appliances, ITE (Commercial)","4.5kV","91.5%","-30°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, IP20, Load Sharing, PFC, Universal Input","Chassis Mount","7.48"" L x 3.82"" W x 1.50"" H (190.0mm x 97.0mm x 38.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_SDS60.pdf,//media.digikey.com/Photos/XP%20Power/MFG_SDS60.jpg,1470-2220-ND,SDS60UT07,XP Power,AC/DC CONVERTER 5V +/-15V 60W,108,0,"59.85000","0","1","SDS (60W)","Active","Open Frame","3","90 ~ 264 VAC","5V","15V","-15V","-","6A, 3A, 800mA","60W","ITE (Commercial)","3kV","80%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.20"" H (127.0mm x 76.2mm x 30.5mm)"
https://www.artesyn.com/power/assets/lps60_ds_17mar2015_832036da94.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/LPS65.JPG,454-1355-ND,LPS63,Artesyn Embedded Technologies,AC/DC CONVERTER 12V 60W,139,0,"59.94000","0","1","LPS60 (60W)","Active","Open Frame","1","85 ~ 264 VAC","12V","-","-","-","5A","60W (80W Forced Air)","ITE (Commercial)","-","70%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Remote Sense, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.69"" H (127.0mm x 76.2mm x 42.9mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902992.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2902992.JPG,277-9822-ND,2902992,Phoenix Contact,AC/DC CONVERTER 24V 60W,2044,717,"60.18000","0","1","UNO","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","2.5A","60W","ITE (Commercial)","4kV","90%","-25°C ~ 70°C (With Derating)","Adjustable Output, IP20, Load Sharing, Universal Input","DIN Rail","3.54"" L x 0.89"" W x 3.54"" H (90.0mm x 22.5mm x 90.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/scs120pw.pdf,//media.digikey.com/photos/TDK%20Photos/SCS120PW48.jpg,285-1576-ND,SCS120PW12,TDK-Lambda Americas Inc.,AC/DC CONVERTER 12V 120W,299,0,"60.60000","0","1","SCS120PW (120W)","Active","Open Frame","1","90 ~ 264 VAC","12V","-","-","-","10A","120W","ITE (Commercial)","3kV","85%","0°C ~ 60°C (With Derating)","Adjustable Output, PFC","Chassis Mount","5.00"" L x 3.00"" W x 1.27"" H (127.0mm x 76.2mm x 32.3mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-linear-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/LINEAR-123.JPG,179-2316-ND,HB5-3/OVP-AG,Bel Power Solutions,AC/DC CONVERTER 5V 15W,596,0,"60.62000","0","1","Linear B","Active","Linear","1","100, 120, 220, 230, 240 VAC","5V","-","-","-","3A","15W","ITE (Commercial)","3kV","45%","0°C ~ 50°C","Adjustable Output, Remote Sense","Chassis Mount","4.87"" L x 4.00"" W x 2.10"" H (123.7mm x 101.6mm x 53.3mm)"
https://www.us.tdk-lambda.com/ftp/Specs/ls200.pdf,//media.digikey.com/Photos/TDK%20Photos/LS200 Series.jpg,285-2329-ND,LS200-7.5,TDK-Lambda Americas Inc.,AC/DC CONVERTER 7.5V 200W,132,0,"61.51000","0","1","LS (200W)","Active","Enclosed","1","88 ~ 264 VAC","7.5V","-","-","-","26.7A","200W","ITE (Commercial)","3kV","77%","-25°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","7.80"" L x 3.90"" W x 1.61"" H (198.1mm x 99.1mm x 40.9mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dsp.pdf,//media.digikey.com/Photos/TDK%20Photos/DSP89%20SERIES.JPG,285-1223-ND,DSP100-24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 100W,1045,0,"62.04000","0","1","DSP (7.5-100W)","Active","Enclosed","1","90 ~ 264 VAC, 120 ~ 370 VDC","24V","-","-","-","4.20A","100W","ITE (Commercial)","3kV","85%","-25°C ~ 71°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","2.19"" L x 3.54"" W x 3.58"" H (55.6mm x 89.9mm x 90.9mm)"
https://www.slpower.com/data/collateral/GSC20_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_GSC20.jpg,271-2362-ND,GSC20-5G,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC CONVERTER 5.1V 20W,354,0,"64.30000","0","1","GSC20 (20W)","Active","Open Frame","1","90 ~ 264 VAC","5.1V","-","-","-","3.8A","20W","ITE (Commercial)","-","70%","0°C ~ 50°C","Universal Input","Chassis Mount","3.50"" L x 2.00"" W x 0.71"" H (88.9mm x 50.8mm x 18.0mm)"
http://www.deltapsu.com/products/download/Datasheet/PMF-24V240WCGB,//media.digikey.com/photos/Delta%20Photos/PMF-24VxxxWCGB.JPG,1145-1101-ND,PMF-24V240WCGB,Delta Electronics,AC/DC CONVERTER 24V 240W,1147,0,"66.71000","0","1","PMF (240W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","10A","240W","ITE (Commercial)","3kV","87%","-10°C ~ 70°C (With Derating)","Adjustable Output, PFC, Universal Input","Chassis Mount","7.48"" L x 3.66"" W x 1.97"" H (190.0mm x 93.0mm x 50.0mm)"
http://us.idec.com/Common/Download.aspx?d=412027,//media.digikey.com/Photos/IDEC/MFG_PS5R-VA05.jpg,1885-1543-ND,PS5R-VD24,IDEC,POWER SUPPLY 60W 24VDC DIN,161,0,"67.38000","0","1","PS5R-V (60W)","Active","Enclosed","1","85 ~ 264 VAC, 100 ~ 370 VDC","24V","-","-","-","2.5A","60W","Hazardous Locations, Industrial, ITE (Commercial)","3kV","86%","-25°C ~ 70°C (With Derating)","Adjustable Output, IP20, Universal Input","DIN Rail","4.25"" L x 1.42"" W x 3.74"" H (108.0mm x 36.0mm x 95.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECL05-30.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECL30-S.jpg,1470-1205-ND,ECL30UD02-S,XP Power,AC/DC CONVERTER +/-15V 30W,112,0,"67.98000","0","1","ECL (30W)","Active","Enclosed","2","85 ~ 264 VAC","15V","-15V","-","-","1A, 1A","30W","ITE (Commercial)","3kV","83%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","3.78"" L x 1.57"" W x 1.12"" H (96.0mm x 40.0mm x 28.5mm)"
http://www.deltapsu.com/products/download/Datasheet/DRP024V120W1AA,//media.digikey.com/Photos/Delta%20Photos/CliQ50%20SERIES.JPG,603-1227-ND,DRP024V120W1AA,Delta Electronics,AC/DC CONVERTER 24V 120W,135,0,"68.44000","0","1","CliQ (120W)","Active","Enclosed, Conformal Coated","1","85 ~ 264 VAC","24V","-","-","-","5A","120W","ITE (Commercial)","4kV","84%","-20°C ~ 75°C (With Derating)","Adjustable Output, DC Input Capable, Load Sharing, Universal Input","DIN Rail","4.76"" L x 1.97"" W x 4.65"" H (121.0mm x 50.0mm x 118.2mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECS65-130.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECS130.jpg,1470-1279-ND,ECS130US24,XP Power,AC/DC CONVERTER 24V 100W,1376,0,"69.01000","0","1","ECS (130W)","Active","Open Frame","1","80 ~ 264 VAC","24V","-","-","-","5.4A","100W (130W Forced Air)","ITE (Commercial), Medical","4kV","90%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.25"" H (101.6mm x 50.8mm x 31.8mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECS65-130.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECS130.jpg,1470-1276-ND,ECS130US12,XP Power,AC/DC CONVERTER 12V 100W,638,0,"69.01000","0","1","ECS (130W)","Active","Open Frame","1","80 ~ 264 VAC","12V","-","-","-","10.9A","100W (130W Forced Air)","ITE (Commercial), Medical","4kV","90%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.25"" H (101.6mm x 50.8mm x 31.8mm)"
https://www.us.tdk-lambda.com/ftp/Specs/css150.pdf,//media.digikey.com/Photos/TDK%20Photos/CSS150-Series-Medical-Open.jpg,285-1975-ND,CSS150-24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 100W,225,0,"69.19000","0","1","CSS150 (150W)","Active","Open Frame","1","90 ~ 264 VAC","24V","-","-","-","4.2A","100W (150W Forced Air)","Medical","4kV","89%","0°C ~ 70°C (With Derating)","DC Input Capable, Remote On/Off, Universal Input","Chassis Mount","5.00"" L x 3.00"" W x 1.30"" H (127.0mm x 76.2mm x 33.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/Photos/TDK%20Photos/RWS150B24.JPG,285-2289-ND,RWS150B24,TDK-Lambda Americas Inc.,AC/DC CONVERTER 24V 156W,897,0,"70.00000","0","1","RWS-B (150W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","24V","-","-","-","6.5A","150W","ITE (Commercial)","3kV","89%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","5.04"" L x 3.70"" W x 1.61"" H (128.0mm x 94.0mm x 41.0mm)"
https://www.us.tdk-lambda.com/ftp/Specs/rwsb.pdf,//media.digikey.com/Photos/TDK%20Photos/RWS150B12.JPG,285-2288-ND,RWS150B12,TDK-Lambda Americas Inc.,AC/DC CONVERTER 12V 156W,295,0,"70.00000","0","1","RWS-B (150W)","Active","Enclosed","1","85 ~ 265 VAC, 120 ~ 370 VDC","12V","-","-","-","13A","150W","ITE (Commercial)","3kV","87%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","5.04"" L x 3.70"" W x 1.61"" H (128.0mm x 94.0mm x 41.0mm)"
http://www.deltapsu.com/products/download/Datasheet/PMT-24V350W1AK,//media.digikey.com/Photos/Delta%20Photos/PMT-24V350W1AK.jpg,1145-1077-ND,PMT-24V350W1AK,Delta Electronics,AC/DC CONVERTER 24V 350W,149,0,"70.90000","0","1","PMT (350W)","Active","Enclosed","1","90 ~ 132 VAC, 180 ~ 264 VAC","24V","-","-","-","14.6A","350W","ITE (Commercial)","3kV","87%","-10°C ~ 70°C (With Derating)","Adjustable Output","Chassis Mount","8.46"" L x 4.53"" W x 1.97"" H (215.0mm x 115.0mm x 50.0mm)"
http://www.deltapsu.com/products/download/Datasheet/PMT-48V350W1AR,//media.digikey.com/Photos/Delta%20Photos/PMT-36V350W1AR.jpg,1145-1154-ND,PMT-48V350W1AR,Delta Electronics,AC/DC CONVERTER 48V 350W,139,0,"70.90000","0","1","PMT (350W)","Active","Enclosed","1","90 ~ 132 VAC, 180 ~ 264 VAC","48V","-","-","-","7.3A","350W","ITE (Commercial)","3kV","87.5%","-10°C ~ 70°C (With Derating)","Adjustable Output, Load Sharing","Chassis Mount","8.46"" L x 4.53"" W x 1.97"" H (215.0mm x 115.0mm x 50.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECE20-40.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECE40-S.jpg,1470-1144-ND,ECE40US24-S,XP Power,AC/DC CONVERTER 24V 40W,108,0,"71.07000","0","1","ECE (40W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","1.67A","40W","ITE (Commercial)","3kV","85%","-25°C ~ 70°C","DC Input Capable, Universal Input","Chassis Mount","3.78"" L x 1.57"" W x 1.12"" H (96.0mm x 40.0mm x 28.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECE20-40.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECE40-S.jpg,1470-1138-ND,ECE40US12-S,XP Power,AC/DC CONVERTER 12V 40W,102,0,"71.07000","0","1","ECE (40W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","3.33A","40W","ITE (Commercial)","3kV","84%","-25°C ~ 70°C","DC Input Capable, Universal Input","Chassis Mount","3.78"" L x 1.57"" W x 1.12"" H (96.0mm x 40.0mm x 28.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECL05-30.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECL30-S.jpg,1470-1217-ND,ECL30UT03-S,XP Power,AC/DC CONVERTER 5V +/-15V 30W,119,0,"72.10000","0","1","ECL (30W)","Active","Enclosed","3","85 ~ 264 VAC","5V","15V","-15V","-","3A, 500mA, 500mA","30W","ITE (Commercial)","3kV","81%","-20°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","Chassis Mount","3.78"" L x 1.57"" W x 1.12"" H (96.0mm x 40.0mm x 28.5mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-linear-series.pdf,//media.digikey.com/Photos/Power-One%20Photos/LINEAR-165.JPG,179-2302-ND,HAA15-0.8-AG,Bel Power Solutions,AC/DC CONVERTER +/-12V 24W,100,0,"73.38000","0","1","Linear AA","Active","Linear","2","100, 120, 220, 230, 240 VAC","12V","-12V","-","-","1A, 1A","24W","ITE (Commercial)","3kV","55%","0°C ~ 50°C","Adjustable Output, Remote Sense","Chassis Mount","6.50"" L x 4.00"" W x 2.10"" H (165.1mm x 101.6mm x 53.3mm)"
https://www.artesyn.com/power/assets/lps100-m_ds_04feb2015_c4fa2d6be2.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/LPS108-M.jpg,454-1472-ND,LPS105-M,Artesyn Embedded Technologies,AC/DC CONVERTER 24V 100W,413,0,"74.68000","0","1","LPS100-M (150W)","Active","Open Frame","1","90 ~ 264 VAC","24V","-","-","-","4.2A","100W (150W Forced Air)","ITE (Commercial), Medical","4kV","88%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, PFC, Remote Sense, Standby Output, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.29"" H (101.6mm x 50.8mm x 32.8mm)"
https://www.artesyn.com/power/assets/lps100-m_ds_04feb2015_c4fa2d6be2.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/LPS108-M.jpg,454-1470-ND,LPS103-M,Artesyn Embedded Technologies,AC/DC CONVERTER 12V 100W,396,0,"74.68000","0","1","LPS100-M (150W)","Active","Open Frame","1","90 ~ 264 VAC","12V","-","-","-","8.3A","100W (150W Forced Air)","ITE (Commercial), Medical","4kV","88%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, PFC, Remote Sense, Standby Output, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.29"" H (101.6mm x 50.8mm x 32.8mm)"
https://www.artesyn.com/power/assets/lps100-m_ds_04feb2015_c4fa2d6be2.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/LPS108-M.jpg,454-1289-ND,LPS102-M,Artesyn Embedded Technologies,AC/DC CONVERTER 5V 80W,319,0,"74.68000","0","1","LPS100-M (150W)","Active","Open Frame","1","90 ~ 264 VAC","5V","-","-","-","16A","80W (120W Forced Air)","ITE (Commercial), Medical","4kV","88%","0°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, PFC, Remote Sense, Standby Output, Universal Input","Chassis Mount","4.00"" L x 2.00"" W x 1.29"" H (101.6mm x 50.8mm x 32.8mm)"
https://industrial.omron.us/en/media/S8VK-G_Data_Sheet_en_201510_T37I-E-02_tcm849-94942.pdf,//media.digikey.com/Photos/Omron%20Auto/S8VK-G03012.jpg,Z3746-ND,S8VK-G03012,Omron Automation and Safety,AC/DC CONVERTER 12V 30W,123,338,"74.97000","0","1","S8VK-G (30W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","2.5A","30W","ITE (Commercial)","3kV","82%","-40°C ~ 75°C (With Derating)","Adjustable Output, DC Input Capable, Load Sharing, Universal Input","DIN Rail","3.54"" L x 1.26"" W x 3.54"" H (90.0mm x 32.0mm x 90.0mm)"
https://www.xppower.com/Portals/0/pdfs/SF_DNR120-480.pdf,//media.digikey.com/Photos/XP%20Power/MFG_DNR120.jpg,1470-1088-ND,DNR120AS12-I,XP Power,AC/DC CONVERTER 12V 120W,226,0,"75.00000","0","1","DNR (120W)","Active","Enclosed","1","90 ~ 132 VAC, 180 ~ 264 VAC","12V","-","-","-","10A","120W","Hazardous Locations, Industrial, ITE (Commercial)","3kV","72%","-35°C ~ 70°C (With Derating)","Adjustable Output, DC Input Capable, Universal Input","DIN Rail","4.57"" L x 2.50"" W x 4.92"" H (116.0mm x 63.5mm x 125.0mm)"
