Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Dimming","Features","Ratings","Operating Temperature","Efficiency","Termination Style","Size / Dimension"
https://www.meanwell.com/Upload/PDF/HLG-185H-C/HLG-185H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-185H-CB.jpg,1866-2412-ND,HLG-185H-C1400B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 71-143V 1.4A,108,0,"56.05000","0","1","HLG-185H (185W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","71 ~ 143V","1.4A","200W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","94%","Wire Leads","8.03"" L x 2.68"" W x 1.53"" H (204.0mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H-C/HLG-240H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-CA.jpg,1866-2459-ND,HLG-240H-C2100A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 59-119V 2.1A,1157,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","59 ~ 119V","2.1A","250W","3.75kV","-","OTP, OVP, SCP","IP65","-40°C ~ 90°C","93.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-A.jpg,1866-2450-ND,HLG-240H-54A,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 50-57V 4.45A,556,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","50 ~ 57V","4.45A","240W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","93.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-A.jpg,1866-2430-ND,HLG-240H-24A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 22.4-25.6V 10A,277,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","22.4 ~ 25.6V","10A","240W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","92.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H.jpg,1866-2417-ND,HLG-240H-12,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 6-12V 16A,253,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","6 ~ 12V","16A","192W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","90%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H.jpg,1866-2429-ND,HLG-240H-24,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12-24V 10A,202,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12 ~ 24V","10A","240W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","92.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-A.jpg,1866-2446-ND,HLG-240H-48A,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 44.8-51.2V 5A,177,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","44.8 ~ 51.2V","5A","240W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","93%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-A.jpg,1866-2422-ND,HLG-240H-15A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 14-16V 15A,163,0,"67.55000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","14 ~ 16V","15A","225W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","90%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H-C/HLG-240H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-CB.jpg,1866-2460-ND,HLG-240H-C2100B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 59-119V 2.1A,675,0,"69.50000","0","1","HLG-240H (240W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","59 ~ 119V","2.1A","250W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","93.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H-C/HLG-240H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-CB.jpg,1866-2462-ND,HLG-240H-C700B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 178-357V 700MA,535,0,"69.50000","0","1","HLG-240H (240W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","178 ~ 357V","700mA","250W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","93.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H/HLG-240H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-B.jpg,1866-2435-ND,HLG-240H-30B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 15-30V 8A,247,0,"69.50000","0","1","HLG-240H (240W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","15 ~ 30V","8A","240W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","92.5%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-240H-C/HLG-240H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-240H-CB.jpg,1866-2458-ND,HLG-240H-C1750B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 71-143V 1.75A,124,0,"69.50000","0","1","HLG-240H (240W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","71 ~ 143V","1.75A","250W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","94%","Wire Leads","8.67"" L x 2.68"" W x 1.53"" H (220.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HVG-150/HVG-150-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-150.jpg,1866-2815-ND,HVG-150-48B,MEAN WELL USA Inc.,LED DVR CCCV ACDC 26.4-48V 3.13A,284,0,"80.03000","0","1","HVG-150 (150W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","26.4 ~ 48V","3.13A","150W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 85°C","91.5%","Wire Leads","8.70"" L x 2.68"" W x 1.53"" H (221.0mm x 68.0mm x 38.8mm)"
http://www.excelsys.com/wp-content/uploads/2012/05/LXC120-01-07-2011.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/LXC120-3500SW.jpg,633-1151-ND,LXC120-0700SW,Excelsys Technologies Ltd,LED DRIVER CC AC/DC 103-171V,130,0,"86.98000","0","1","LXC120 (120W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","103 ~ 171V","700mA","120W","3.75kV","-","OVP, SCP","IP67","-35°C ~ 70°C","92%","Wire Leads","8.70"" L x 2.66"" W x 1.46"" H (221.0mm x 67.5mm x 37.0mm)"
https://www.meanwell.com/Upload/PDF/HVG-240/HVG-240-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-240.jpg,1866-2827-ND,HVG-240-48B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 24-48V 5A,83,0,"87.76000","0","1","HVG-240 (240W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","24 ~ 48V","5A","240W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","92.5%","Wire Leads","9.06"" L x 2.68"" W x 1.53"" H (230.2mm x 68.0mm x 38.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-A.jpg,1866-2474-ND,HLG-320H-24A,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 21-26V 13.34A,174,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","21 ~ 26V","13.34A","320W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","94.5%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-A.jpg,1866-2490-ND,HLG-320H-48A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 43-52V 6.7A,56,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","43 ~ 52V","6.7A","322W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-A.jpg,1866-2494-ND,HLG-320H-54A,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 49-58V 5.95A,46,0,"89.80000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","49 ~ 58V","5.95A","321W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CB.jpg,1866-2500-ND,HLG-320H-C1400B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 114-229V 1.4A,142,0,"92.94000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","114 ~ 229V","1.4A","321W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H-C/HLG-320H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-CB.jpg,1866-2504-ND,HLG-320H-C2100B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 76-152V 2.1A,75,0,"92.94000","0","1","HLG-320H-C (320W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","76 ~ 152V","2.1A","319W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-320H/HLG-320H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-320H-B.jpg,1866-2491-ND,HLG-320H-48B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 24-48V 6.7A,106,0,"92.94000","0","1","HLG-320H (320W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","48V","6.7A","322W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","95%","Wire Leads","8.87"" L x 3.54"" W x 1.72"" H (225.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HVG-320/HVG-320-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVG-320-B.jpg,1866-2839-ND,HVG-320-48B,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 24-48V 6.7A,166,0,"118.38000","0","1","HVG-320 (320W)","Active","Constant Current, Voltage","AC DC Converter","1","180VAC","528VAC","24 ~ 48V","6.7A","322W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-40°C ~ 85°C","94%","Wire Leads","9.26"" L x 3.54"" W x 1.72"" H (235.2mm x 90.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-A.jpg,1866-2539-ND,HLG-480H-24A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 20.4-25.2V 20A,310,0,"137.85000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","20.4 ~ 25.2V","20A","480W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","94.5%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H-C/HLG-480H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-C-A.jpg,1866-2560-ND,HLG-480H-C2100A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 114-229V 2.1A,159,0,"137.85000","0","1","HLG-480H-C (480W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","114 ~ 229V","2.1A","481W","3.75kV","-","OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H.jpg,1866-2538-ND,HLG-480H-24,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 12-24V 20A,125,0,"137.85000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","12 ~ 24V","20A","480W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","94.5%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-A.jpg,1866-2551-ND,HLG-480H-48A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 40.8-50.4V 10A,108,0,"137.85000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","40.8 ~ 50.4V","10A","480W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H/HLG-480H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-A.jpg,1866-2554-ND,HLG-480H-54A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 45.9-56.7V,117,0,"137.85000","0","1","HLG-480H (480W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","45.9 ~ 56.7V","8.9A","481W","3.75kV","-","OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-480H-C/HLG-480H-C-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-480H-C-A.jpg,1866-2561-ND,HLG-480H-C2100B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 114-229V 2.1A,59,0,"148.05000","0","1","HLG-480H (480W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","114 ~ 229V","2.1A","481W","3.75kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 80°C","95%","Wire Leads","9.26"" L x 4.92"" W x 1.72"" H (235.2mm x 125.0mm x 43.8mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2580-ND,HLG-600H-48A,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 40.8-50.4V,234,0,"191.54000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","40.8 ~ 50.4V","12.5A","600W","3.75kV","-","Remote On/Off, OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","96%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2572-ND,HLG-600H-24A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 20.4-25.2V 25A,165,0,"191.54000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","20.4 ~ 25.2V","25A","600W","3.75kV","-","Remote On/Off, OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","95%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2566-ND,HLG-600H-12A,MEAN WELL USA Inc.,LED DVR CCCV ACDC 10.2-12.6V 40A,86,0,"191.54000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","10.2 ~ 12.6V","40A","480W","3.75kV","-","Remote On/Off, OCP, OTP, OVP, SCP","IP65","-40°C ~ 90°C","92.5%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2581-ND,HLG-600H-48B,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 24-48V 12.5A,98,0,"196.25000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","24 ~ 48V","12.5A","600W","3.75kV","Analog, PWM","Remote On/Off, OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","96%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2579-ND,HLG-600H-42B,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 21-42V 14.3A,76,0,"196.25000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","21 ~ 42V","14.3A","601W","3.75kV","Analog, PWM","Remote On/Off, OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","96%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HLG-600H/HLG-600H-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HLG-600H.jpg,1866-2583-ND,HLG-600H-54B,MEAN WELL USA Inc.,LED DVR CC/CV AC/DC 27-54V 11.2A,30,0,"196.25000","0","1","HLG-600H (600W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","27 ~ 54V","11.2A","605W","3.75kV","Analog, PWM","Remote On/Off, OCP, OTP, OVP, SCP","IP67","-40°C ~ 90°C","96%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/HVGC-650/HVGC-650-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_HVGC-650-Series.jpg,1866-5098-ND,HVGC-650-U-AB,MEAN WELL USA Inc.,LED DRVR CC AC/DC 70V 11.2A,72,0,"238.64000","0","1","HVGC-650 (650W)","Active","Constant Current","AC DC Converter","1","180VAC","528VAC","70V","11.2A","784W","4.2kV","Analog, PWM","OTP, OVP, SCP","IP67","-40°C ~ 90°C","95.5%","Wire Leads","9.97"" L x 5.67"" W x 1.91"" H (253.2mm x 144.0mm x 48.5mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LW.jpg,1866-3122-ND,LDD-700LW,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 700MA,775,0,"5.70000","0","1","LDD-L","Active","Constant Current","Buck","1","9VDC","36VDC","2 ~ 30V","700mA","-","-","PWM","Remote On/Off, OTP, SCP","IP67","-40°C ~ 85°C","95%","Wire Leads","0.89"" L x 0.39"" W x 0.35"" H (22.6mm x 9.9mm x 8.9mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LW.jpg,1866-3106-ND,LDD-300LW,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 300MA,487,0,"5.70000","0","1","LDD-L","Active","Constant Current","Buck","1","9VDC","36VDC","2 ~ 30V","300mA","-","-","PWM","Remote On/Off, OTP, SCP","IP67","-40°C ~ 85°C","95%","Wire Leads","0.89"" L x 0.39"" W x 0.35"" H (22.6mm x 9.9mm x 8.9mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LW.jpg,1866-3110-ND,LDD-350LW,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 350MA,246,0,"5.70000","0","1","LDD-L","Active","Constant Current","Buck","1","9VDC","36VDC","2 ~ 30V","350mA","-","-","PWM","Remote On/Off, OTP, SCP","IP67","-40°C ~ 85°C","95%","Wire Leads","0.89"" L x 0.39"" W x 0.35"" H (22.6mm x 9.9mm x 8.9mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD_x00LW.jpg,1866-3114-ND,LDD-500LW,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-30V 500MA,113,0,"5.70000","0","1","LDD-L","Active","Constant Current","Buck","1","9VDC","36VDC","2 ~ 30V","500mA","-","-","PWM","Remote On/Off, OTP, SCP","IP67","-40°C ~ 85°C","95%","Wire Leads","0.89"" L x 0.39"" W x 0.35"" H (22.6mm x 9.9mm x 8.9mm)"
https://www.meanwell.com/Upload/PDF/APV-8/APV-8-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_APV-8-xx.jpg,1866-1166-ND,APV-8-5,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 5V 1.4A,1215,0,"6.46000","0","1","APV-8 (8W)","Active","Constant Voltage","AC DC Converter","1","90VAC","264VAC","5V","1.4A","7W","3.75kV","-","OCP, OVP, SCP","IP42","-30°C ~ 70°C","74%","Wire Leads","2.36"" L x 1.18"" W x 0.93"" H (60.0mm x 30.0mm x 23.5mm)"
https://www.meanwell.com/Upload/PDF/APV-8/APV-8-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_APV-8-xx.jpg,1866-1165-ND,APV-8-24,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 24V 340MA,1154,0,"6.46000","0","1","APV-8 (8W)","Active","Constant Voltage","AC DC Converter","1","90VAC","264VAC","24V","340mA","8W","3.75kV","-","OCP, OVP, SCP","IP42","-30°C ~ 70°C","81%","Wire Leads","2.36"" L x 1.18"" W x 0.93"" H (60.0mm x 30.0mm x 23.5mm)"
https://www.meanwell.com/Upload/PDF/APC-8/APC-8-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_APC-8-xxx.jpg,1866-1133-ND,APC-8-700,MEAN WELL USA Inc.,LED DRIVER CC AC/DC 6-11V 700MA,725,0,"6.46000","0","1","APC-8 (8W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","6 ~ 11V","700mA","8W","3.75kV","-","SCP","IP42","-30°C ~ 70°C","80%","Wire Leads","2.36"" L x 1.18"" W x 0.93"" H (60.0mm x 30.0mm x 23.5mm)"
https://www.meanwell.com/Upload/PDF/APC-8/APC-8-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_APC-8-xxx.jpg,1866-1130-ND,APC-8-250,MEAN WELL USA Inc.,LED DRVR CC AC/DC 16-32V 250MA,465,0,"6.46000","0","1","APC-8 (8W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","16 ~ 32V","250mA","8W","3.75kV","-","SCP","IP42","-30°C ~ 70°C","82.5%","Wire Leads","2.36"" L x 1.18"" W x 0.93"" H (60.0mm x 30.0mm x 23.5mm)"
https://www.meanwell.com/Upload/PDF/APV-8/APV-8-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_APV-8-xx.jpg,1866-1164-ND,APV-8-12,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 12V 670MA,339,0,"6.46000","0","1","APV-8 (8W)","Active","Constant Voltage","AC DC Converter","1","90VAC","264VAC","12V","670mA","8W","3.75kV","-","OCP, OVP, SCP","IP42","-30°C ~ 70°C","80%","Wire Leads","2.36"" L x 1.18"" W x 0.93"" H (60.0mm x 30.0mm x 23.5mm)"
