Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Voltage - Input (Min)","Voltage - Input (Max)","Number of Outputs","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Efficiency","Operating Temperature","Mounting Type","Size / Dimension"
http://www.deltaww.com/filecenter/Products/download/01/0102/datasheet/DS_B70SR12424.pdf,//media.digikey.com/Photos/Delta%20Photos/B62SR24125A.JPG,941-1648-ND,B70SR12424A,Delta Electronics,DC/DC CONVERTER 12.4V 298W,190,0,"140.18000","0","1","Bulk","B70SR (300W)","Active","Enclosed","36V","106V","1","12.4V","-","-","-","24A","298W","-","ITE (Commercial)","90%","-40°C ~ 75°C","Chassis Mount","7.48"" L x 2.99"" W x 1.73"" H (190.0mm x 75.9mm x 43.9mm)"
https://www.cui.com/product/resource/digikeypdf/vhk50w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK50W%20SERIES.JPG,102-1829-ND,VHK50W-Q48-S24,CUI Inc.,DC/DC CONVERTER 24V 50W,92,0,"121.23000","0","1","Bulk","VHK50W (50W)","Active","Enclosed","18V","75V","1","24V","-","-","-","2.08A","50W","-","-","83%","-40°C ~ 85°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.5mm x 101.8mm x 38.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk50w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK50W%20SERIES.JPG,102-1822-ND,VHK50W-Q24-S15,CUI Inc.,DC/DC CONVERTER 15V 50W,78,0,"121.23000","0","1","Bulk","VHK50W (50W)","Active","Enclosed","9V","36V","1","15V","-","-","-","3.33A","50W","-","-","82%","-40°C ~ 85°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.5mm x 101.8mm x 38.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk50w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK50W-Q24-S28.jpg,102-2020-ND,VHK50W-Q24-S28,CUI Inc.,DC/DC CONVERTER 28V 50W,77,0,"121.23000","0","1","Bulk","VHK50W (50W)","Active","Enclosed","9V","36V","1","28V","-","-","-","1.78A","50W","-","-","82%","-40°C ~ 85°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.4mm x 101.9mm x 38.1mm)"
https://www.cui.com/product/resource/digikeypdf/vhk50w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK50W%20SERIES.JPG,102-1820-ND,VHK50W-Q24-S5,CUI Inc.,DC/DC CONVERTER 5V 50W,53,0,"121.23000","0","1","Bulk","VHK50W (50W)","Active","Enclosed","9V","36V","1","5V","-","-","-","10A","50W","-","-","79%","-40°C ~ 85°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.5mm x 101.8mm x 38.0mm)"
https://www.meanwell.com/Upload/PDF/RSD-300/RSD-300-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_RSD-300.jpg,1866-4193-ND,RSD-300C-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 300W,148,0,"124.43000","0","1","-","RSD-300 (300W)","Active","Enclosed","33.6V","62.4V","1","24V","-","-","-","12.5A","300W","4000V","ITE (Commercial), Railway","91.5%","-40°C ~ 70°C (With Derating)","Chassis Mount","8.50"" L x 3.80"" W x 1.57"" H (216.0mm x 96.5mm x 40.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk75w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK75W%20SERIES.JPG,102-2272-ND,VHK75W-Q48-S24,CUI Inc.,DC/DC CONVERTER 24V 75W,105,0,"139.32000","0","1","Bulk","VHK75W (75W)","Active","Enclosed","18V","75V","1","24V","-","-","-","3.12A","75W","-","-","84%","-40°C ~ 85°C","Chassis Mount","4.25"" L x 4.00"" W x 1.50"" H (108.0mm x 101.6mm x 38.1mm)"
https://www.cui.com/product/resource/digikeypdf/vhk75w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK75W%20SERIES.JPG,102-2271-ND,VHK75W-Q48-S15,CUI Inc.,DC/DC CONVERTER 15V 75W,72,0,"139.32000","0","1","Bulk","VHK75W (75W)","Active","Enclosed","18V","75V","1","15V","-","-","-","5A","75W","-","-","83.5%","-40°C ~ 85°C","Chassis Mount","4.25"" L x 4.00"" W x 1.50"" H (108.0mm x 101.6mm x 38.1mm)"
https://www.cui.com/product/resource/digikeypdf/vhk75w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK75W%20SERIES.JPG,102-2268-ND,VHK75W-Q24-S24,CUI Inc.,DC/DC CONVERTER 24V 75W,61,0,"139.32000","0","1","Bulk","VHK75W (75W)","Active","Enclosed","9V","36V","1","24V","-","-","-","3.12A","75W","-","-","83%","-40°C ~ 85°C","Chassis Mount","4.25"" L x 4.00"" W x 1.50"" H (108.0mm x 101.6mm x 38.1mm)"
https://www.cui.com/product/resource/digikeypdf/vhk75w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK75W%20SERIES.JPG,102-2270-ND,VHK75W-Q48-S12,CUI Inc.,DC/DC CONVERTER 12V 75W,58,0,"139.32000","0","1","Bulk","VHK75W (75W)","Active","Enclosed","18V","75V","1","12V","-","-","-","6.25A","75W","-","-","82.5%","-40°C ~ 85°C","Chassis Mount","4.25"" L x 4.00"" W x 1.50"" H (108.0mm x 101.6mm x 38.1mm)"
https://www.meanwell.com/Upload/PDF/SD-500/SD-500-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-500.jpg,1866-4441-ND,SD-500L-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 504W,304,0,"149.73000","0","1","-","SD-500 (500W)","Active","Enclosed","19V","72V","1","24V","-","-","-","21A","504W","2000V","ITE (Commercial)","88%","-20°C ~ 60°C (With Derating)","Chassis Mount","8.46"" L x 4.53"" W x 1.97"" H (215.0mm x 115.0mm x 50.0mm)"
http://www.deltaww.com/filecenter/Products/download/01/0102/datasheet/DS_B62SR12424.pdf,//media.digikey.com/Photos/Delta%20Photos/IP67%20DC%5EDC.jpg,941-1810-ND,B62SR12424AC,Delta Electronics,DC/DC CONVERTER 12.4V 298W,65,0,"150.41000","0","1","-","B62SR (240W)","Active","Enclosed","18V","106V","1","12.4V","-","-","-","24A","298W","2.25kV","ITE (Commercial)","89%","-40°C ~ 75°C","Chassis Mount","7.48"" L x 2.99"" W x 1.73"" H (190.0mm x 75.9mm x 43.9mm)"
https://www.us.tdk-lambda.com/ftp/Specs/dpx.pdf,//media.digikey.com/Photos/TDK%20Photos/DPX4024WS12.jpg,285-2051-ND,DPX4024WS05,TDK-Lambda Americas Inc.,DC/DC CONVERTER 5V 40W,182,0,"158.57000","0","1","Bulk","DPX (40W)","Active","Enclosed","9.5V","36V","1","5V","-","-","-","8A","40W","-","ITE (Commercial)","85%","-40°C ~ 85°C","DIN Rail","4.92"" L x 0.96"" W x 2.27"" H (125.0mm x 24.5mm x 57.6mm)"
https://www.cui.com/product/resource/digikeypdf/vhk100w.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VHK100W-Q48-S15.jpg,102-1816-ND,VHK100W-Q48-S15,CUI Inc.,DC/DC CONVERTER 15V 100W,62,0,"168.58000","0","1","Bulk","VHK100W (100W)","Active","Enclosed","18V","75V","1","15V","-","-","-","6.7A","100W","-","-","86.5%","-40°C ~ 85°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.5mm x 101.8mm x 38.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk100w.pdf,//media.digikey.com/photos/CUI%20Photos/VHK100W-Q24-S15.JPG,102-1810-ND,VHK100W-Q24-S15,CUI Inc.,DC/DC CONVERTER 15V 100W,51,0,"168.58000","0","1","Bulk","VHK100W (100W)","Active","Enclosed","9V","36V","1","15V","-","-","-","6.7A","100W","-","-","85.5%","-40°C ~ 85°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.5mm x 101.8mm x 38.0mm)"
http://www.deltaww.com/filecenter/Products/download/01/0102/datasheet/DS_B62SR24125.pdf,//media.digikey.com/Photos/Delta%20Photos/IP67%20DC%5EDC.jpg,941-1813-ND,B62SR24125AC,Delta Electronics,DC/DC CONVERTER 24V 300W,115,0,"169.73000","0","1","-","B62SR (240W)","Active","Enclosed","18V","106V","1","24V","-","-","-","12.5A","300W","2.25kV","ITE (Commercial)","92%","-40°C ~ 75°C","Chassis Mount","7.48"" L x 2.99"" W x 1.73"" H (190.0mm x 75.9mm x 43.9mm)"
https://www.cui.com/product/resource/digikeypdf/vhk150w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK150W%20SERIES.JPG,102-2278-ND,VHK150W-Q48-S24,CUI Inc.,DC/DC CONVERTER 24V 150W,93,0,"202.86000","0","1","Bulk","VHK150W (150W)","Active","Enclosed","18V","75V","1","24V","-","-","-","6.5A","150W","-","-","87.5%","-40°C ~ 100°C","Chassis Mount","4.23"" L x 4.00"" W x 1.50"" H (107.5mm x 102.0mm x 38.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk150w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK150W%20SERIES.JPG,102-2276-ND,VHK150W-Q48-S12,CUI Inc.,DC/DC CONVERTER 12V 150W,35,0,"202.86000","0","1","Bulk","VHK150W (150W)","Active","Enclosed","18V","75V","1","12V","-","-","-","12.5A","150W","-","-","88%","-40°C ~ 100°C","Chassis Mount","4.23"" L x 4.00"" W x 1.50"" H (107.5mm x 102.0mm x 38.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk200w.pdf,//media.digikey.com/Photos/CUI%20Photos/VHK200W-Q48-S28.JPG,102-1891-ND,VHK200W-Q24-S15,CUI Inc.,DC/DC CONVERTER 15V 200W,79,0,"219.40000","0","1","Bulk","VHK200W (200W)","Active","Enclosed","10V","36V","1","15V","-","-","-","13.3A","200W","-","-","84%","-40°C ~ 100°C","Chassis Mount","4.23"" L x 4.01"" W x 1.50"" H (107.5mm x 101.8mm x 38.0mm)"
https://www.tracopower.com/products/tep150wi.pdf,//media.digikey.com/Photos/Traco-Power-North-America/MFG_TEP-150WI-Series.jpg,1951-1270-ND,TEP 150-2418WI,Traco Power,DC/DC CONVERTER 48V 154W,26,0,"267.60000","0","1","-","TEP 150WI (150W)","Active","Enclosed","9V","36V","1","48V","-","-","-","3.2A","154W","2.25kV","ITE (Commercial), Railway","86%","-40°C ~ 75°C","Chassis Mount","3.86"" L x 2.07"" W x 1.41"" H (98.0mm x 52.6mm x 35.7mm)"
https://www.meanwell.com/Upload/PDF/SD-1000/SD-1000-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-1000.jpg,1866-1046-ND,SD-1000L-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 960W,83,0,"274.60000","0","1","-","SD-1000 (1000W)","Active","Enclosed","19V","72V","1","24V","-","-","-","40A","960W","2000V","ITE (Commercial)","88%","-20°C ~ 60°C (With Derating)","Chassis Mount","11.61"" L x 5.00"" W x 1.61"" H (295.0mm x 127.0mm x 41.0mm)"
https://www.meanwell.com/Upload/PDF/SD-1000/SD-1000-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-1000.jpg,1866-4400-ND,SD-1000L-48,MEAN WELL USA Inc.,DC/DC CONVERTER 48V 1008W,40,0,"274.60000","0","1","-","SD-1000 (1000W)","Active","Enclosed","19V","72V","1","48V","-","-","-","21A","1008W","2000V","ITE (Commercial)","90%","-20°C ~ 60°C (With Derating)","Chassis Mount","11.61"" L x 5.00"" W x 1.61"" H (295.0mm x 127.0mm x 41.0mm)"
https://www.cui.com/product/resource/digikeypdf/vhk200w-din.pdf,//media.digikey.com/photos/CUI%20Photos/VHK200W-DIN%20SERIES.jpg,102-3310-ND,VHK200W-Q48-S24-DIN,CUI Inc.,DC/DC CONVERTER 24V 200W,37,0,"288.25000","0","1","Bulk","MDU (200W)","Active","Enclosed","18V","75V","1","24V","-","-","-","8.3A","200W","-","-","86%","-40°C ~ 85°C","DIN Rail","4.23"" L x 4.01"" W x 2.07"" H (107.4mm x 101.9mm x 52.6mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/cd5e241-l1.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_CD5241-L1.jpg",1736-1025-ND,CD5.241-L1,"PULS, LP",DC/DC CONVERTER 24V 92W,45,0,"351.00000","0","1","Bulk","DIMENSION CD (92 ~ 120W)","Active","Enclosed","14.4V","32.4V","1","24V","-","-","-","3.8A","92W","-","ITE (Commercial)","90.5%","-25°C ~ 70°C (With Derating)","DIN Rail","4.02"" L x 1.26"" W x 4.88"" H (102.0mm x 32.0mm x 124.0mm)"
https://www.cui.com/product/resource/digikeypdf/vfk600.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VFK600-D48-S12.jpg,102-2463-ND,VFK600-D48-S12,CUI Inc.,DC/DC CONVERTER 12V 600W,172,0,"448.05000","0","1","Bulk","VFK600 (700W)","Active","Enclosed","36V","75V","1","12V","-","-","-","50A","600W","-","-","90%","-40°C ~ 100°C","Chassis Mount","7.84"" L x 4.99"" W x 1.54"" H (199.1mm x 126.8mm x 39.1mm)"
https://www.meanwell.com/Upload/PDF/SD-15/SD-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-15.jpg,1866-4413-ND,SD-15C-5,MEAN WELL USA Inc.,DC/DC CONVERTER 5V 15W,684,0,"14.79000","0","1","-","SD-15 (15W)","Active","Enclosed","36V","72V","1","5V","-","-","-","3A","15W","1500V","ITE (Commercial)","75%","-10°C ~ 60°C (With Derating)","Chassis Mount","3.07"" L x 2.01"" W x 1.10"" H (78.0mm x 51.0mm x 28.0mm)"
https://www.meanwell.com/Upload/PDF/SD-15/SD-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-15.jpg,1866-4412-ND,SD-15B-5,MEAN WELL USA Inc.,DC/DC CONVERTER 5V 15W,484,0,"14.79000","0","1","-","SD-15 (15W)","Active","Enclosed","18V","36V","1","5V","-","-","-","3A","15W","1500V","ITE (Commercial)","76%","-10°C ~ 60°C (With Derating)","Chassis Mount","3.07"" L x 2.01"" W x 1.10"" H (78.0mm x 51.0mm x 28.0mm)"
https://www.meanwell.com/Upload/PDF/SD-15/SD-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-15.jpg,1866-1055-ND,SD-15A-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 15W,327,0,"14.79000","0","1","-","SD-15 (15W)","Active","Enclosed","9.2V","18V","1","12V","-","-","-","1.25A","15W","1500V","ITE (Commercial)","72%","-10°C ~ 60°C (With Derating)","Chassis Mount","3.07"" L x 2.01"" W x 1.10"" H (78.0mm x 51.0mm x 28.0mm)"
https://www.meanwell.com/Upload/PDF/SD-15/SD-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-15.jpg,1866-1057-ND,SD-15B-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 15W,227,0,"14.79000","0","1","-","SD-15 (15W)","Active","Enclosed","18V","36V","1","12V","-","-","-","1.25A","15W","1500V","ITE (Commercial)","76%","-10°C ~ 60°C (With Derating)","Chassis Mount","3.07"" L x 2.01"" W x 1.10"" H (78.0mm x 51.0mm x 28.0mm)"
https://www.meanwell.com/Upload/PDF/SD-15/SD-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-15.jpg,1866-1056-ND,SD-15A-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 15W,119,0,"14.79000","0","1","-","SD-15 (15W)","Active","Enclosed","9.2V","18V","1","24V","-","-","-","625mA","15W","1500V","ITE (Commercial)","70%","-10°C ~ 60°C (With Derating)","Chassis Mount","3.07"" L x 2.01"" W x 1.10"" H (78.0mm x 51.0mm x 28.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-15/DDR-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-15.jpg,1866-5048-ND,DDR-15L-5,MEAN WELL USA Inc.,DC/DC CONVERTER 5V 15W,401,0,"22.23000","0","1","-","DDR-15 (15W)","Active","Enclosed","18V","75V","1","5V","-","-","-","3A","15W","4kV","ITE (Commercial)","85%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 0.69"" W x 3.54"" H (54.5mm x 17.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-15/DDR-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-15.jpg,1866-5044-ND,DDR-15G-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 15W,386,0,"22.23000","0","1","-","DDR-15 (15W)","Active","Enclosed","9V","36V","1","12V","-","-","-","1.25A","15W","4kV","ITE (Commercial)","85%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 0.69"" W x 3.54"" H (54.5mm x 17.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-15/DDR-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-15.jpg,1866-5049-ND,DDR-15L-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 15W,194,0,"22.23000","0","1","-","DDR-15 (15W)","Active","Enclosed","18V","75V","1","12V","-","-","-","1.25A","15W","4kV","ITE (Commercial)","86%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 0.69"" W x 3.54"" H (54.5mm x 17.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-15/DDR-15-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-15.jpg,1866-5042-ND,DDR-15G-3.3,MEAN WELL USA Inc.,DC/DC CONVERTER 3.3V 12W,115,0,"22.23000","0","1","-","DDR-15 (15W)","Active","Enclosed","9V","36V","1","3.3V","-","-","-","3.5A","12W","4kV","ITE (Commercial)","84%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 0.69"" W x 3.54"" H (54.5mm x 17.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-30/DDR-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-30.jpg,1866-5056-ND,DDR-30L-5,MEAN WELL USA Inc.,DC/DC CONVERTER 5V 30W,487,0,"29.64000","0","1","-","DDR-30 (30W)","Active","Enclosed","18V","75V","1","5V","-","-","-","6A","30W","4kV","ITE (Commercial)","86%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 1.38"" W x 3.54"" H (54.5mm x 35.0mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-30/DDR-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-30.jpg,1866-5052-ND,DDR-30G-5,MEAN WELL USA Inc.,DC/DC CONVERTER 5V 30W,315,0,"29.64000","0","1","-","DDR-30 (30W)","Active","Enclosed","9V","36V","1","5V","-","-","-","6A","30W","4kV","ITE (Commercial)","85%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 1.38"" W x 3.54"" H (54.5mm x 35.0mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-30/DDR-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-30.jpg,1866-5057-ND,DDR-30L-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 30W,158,0,"29.64000","0","1","-","DDR-30 (30W)","Active","Enclosed","18V","75V","1","12V","-","-","-","2.5A","30W","4kV","ITE (Commercial)","89%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 1.38"" W x 3.54"" H (54.5mm x 35.0mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-30/DDR-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-30.jpg,1866-5055-ND,DDR-30G-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 30W,122,0,"29.64000","0","1","-","DDR-30 (30W)","Active","Enclosed","9V","36V","1","24V","-","-","-","1.25A","30W","4kV","ITE (Commercial)","89%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 1.38"" W x 3.54"" H (54.5mm x 35.0mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-30/DDR-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-30.jpg,1866-5059-ND,DDR-30L-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 30W,108,0,"29.64000","0","1","-","DDR-30 (30W)","Active","Enclosed","18V","75V","1","24V","-","-","-","1.25A","30W","4kV","ITE (Commercial)","91%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 1.38"" W x 3.54"" H (54.5mm x 35.0mm x 90.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-U.jpg,102-3163-ND,PYB10-Q48-S12-U,CUI Inc.,DC/DC CONVERTER 12V 10W,112,0,"29.88000","0","1","Tray","PYB10-U (10W)","Active","Enclosed","18V","75V","1","12V","-","-","-","833mA","10W","-","-","86%","-40°C ~ 85°C","Chassis Mount","2.16"" L x 2.06"" W x 0.75"" H (54.9mm x 52.3mm x 19.1mm)"
https://www.meanwell.com/Upload/PDF/RSD-30/RSD-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_RSD-30.jpg,1866-4199-ND,RSD-30G-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 30W,489,0,"31.63000","0","1","-","RSD-30 (30W)","Active","Enclosed","9V","36V","1","12V","-","-","-","2.5A","30W","4000V","ITE (Commercial), Railway","86.5%","-40°C ~ 70°C (With Derating)","Chassis Mount","4.45"" L x 2.36"" W x 0.98"" H (113.0mm x 60.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/RSD-30/RSD-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_RSD-30.jpg,1866-4200-ND,RSD-30G-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 30W,307,0,"31.63000","0","1","-","RSD-30 (30W)","Active","Enclosed","9V","36V","1","24V","-","-","-","1.25A","30W","4000V","ITE (Commercial), Railway","89%","-40°C ~ 70°C (With Derating)","Chassis Mount","4.45"" L x 2.36"" W x 0.98"" H (113.0mm x 60.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/RSD-30/RSD-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_RSD-30L.jpg,1866-4201-ND,RSD-30L-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 30W,152,0,"31.63000","0","1","-","RSD-30 (30W)","Active","Enclosed","18V","72V","1","12V","-","-","-","2.5A","30W","4000V","ITE (Commercial), Railway","90%","-40°C ~ 70°C (With Derating)","Chassis Mount","4.45"" L x 2.36"" W x 0.98"" H (113.0mm x 60.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-60/DDR-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-60.jpg,1866-5065-ND,DDR-60L-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 60W,187,0,"37.05000","0","1","-","DDR-60 (60W)","Active","Enclosed","18V","75V","1","12V","-","-","-","5A","60W","4kV","ITE (Commercial)","91%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 2.07"" W x 3.54"" H (54.5mm x 52.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-60/DDR-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-60.jpg,1866-5060-ND,DDR-60G-5,MEAN WELL USA Inc.,DC/DC CONVERTER 5V 54W,164,0,"37.05000","0","1","-","DDR-60 (60W)","Active","Enclosed","9V","36V","1","5V","-","-","-","10.8A","54W","4kV","ITE (Commercial)","87.5%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 2.07"" W x 3.54"" H (54.5mm x 52.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-60/DDR-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-60.jpg,1866-5063-ND,DDR-60G-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 60W,161,0,"37.05000","0","1","-","DDR-60 (60W)","Active","Enclosed","9V","36V","1","24V","-","-","-","2.5A","60W","4kV","ITE (Commercial)","91%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 2.07"" W x 3.54"" H (54.5mm x 52.5mm x 90.0mm)"
https://www.meanwell.com/Upload/PDF/DDR-60/DDR-60-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_DDR-60.jpg,1866-5062-ND,DDR-60G-15,MEAN WELL USA Inc.,DC/DC CONVERTER 15V 60W,117,0,"37.05000","0","1","-","DDR-60 (60W)","Active","Enclosed","9V","36V","1","15V","-","-","-","4A","60W","4kV","ITE (Commercial)","91%","-40°C ~ 85°C (With Derating)","DIN Rail","2.15"" L x 2.07"" W x 3.54"" H (54.5mm x 52.5mm x 90.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb15-t.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB15-T.jpg,102-3193-ND,PYB15-Q48-S5-T,CUI Inc.,DC/DC CONVERTER 5V 15W,166,0,"38.40000","0","1","Tray","PYB15-T (15W)","Active","Enclosed","18V","75V","1","5V","-","-","-","3A","15W","-","-","89%","-40°C ~ 85°C","Chassis Mount","2.99"" L x 1.24"" W x 0.84"" H (76.0mm x 31.5mm x 21.2mm)"
https://www.meanwell.com/Upload/PDF/SD-100/SD-100-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-100A.jpg,1866-4402-ND,SD-100A-24,MEAN WELL USA Inc.,DC/DC CONVERTER 24V 101W,177,0,"39.17000","0","1","-","SD-100 (100W)","Active","Enclosed","9.5V","18V","1","24V","-","-","-","4.2A","101W","1500V","ITE (Commercial)","84%","-15°C ~ 60°C (With Derating)","Chassis Mount","7.83"" L x 3.86"" W x 1.50"" H (199.0mm x 98.0mm x 38.0mm)"
https://www.meanwell.com/Upload/PDF/SD-100/SD-100-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_SD-100A.jpg,1866-4401-ND,SD-100A-12,MEAN WELL USA Inc.,DC/DC CONVERTER 12V 102W,105,0,"39.17000","0","1","-","SD-100 (100W)","Active","Enclosed","9.5V","18V","1","12V","-","-","-","8.5A","102W","1500V","ITE (Commercial)","82%","-15°C ~ 60°C (With Derating)","Chassis Mount","7.83"" L x 3.86"" W x 1.50"" H (199.0mm x 98.0mm x 38.0mm)"
https://www.cui.com/product/resource/digikeypdf/pyb10-din.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PYB10-DIN.jpg,102-3119-ND,PYB10-Q24-D12-DIN,CUI Inc.,DC/DC CONVERTER +/-12V 10W,114,0,"44.42000","0","1","Tray","PYB10-DIN (10W)","Active","Enclosed","9V","36V","2","12V","-12V","-","-","416mA, 416mA","10W","-","-","84%","-40°C ~ 85°C","DIN Rail","2.99"" L x 1.24"" W x 0.87"" H (76.0mm x 31.5mm x 22.2mm)"
