Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Base Resonator","Type","Frequency","Function","Output","Voltage - Supply","Frequency Stability","Absolute Pull Range (APR)","Operating Temperature","Spread Spectrum Bandwidth","Current - Supply (Max)","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX265LVTR-ND,CB3LV-3C-10M0000,CTS-Frequency Controls,XTAL OSC XO 10.0000MHZ HCMOS TTL,6000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","10MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX265LVCT-ND,CB3LV-3C-10M0000,CTS-Frequency Controls,XTAL OSC XO 10.0000MHZ HCMOS TTL,6525,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","10MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX265LVDKR-ND,CB3LV-3C-10M0000,CTS-Frequency Controls,XTAL OSC XO 10.0000MHZ HCMOS TTL,6525,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","10MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX306LVTR-ND,CB3LV-3I-20M0000,CTS-Frequency Controls,XTAL OSC XO 20.0000MHZ HCMOS TTL,6000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","20MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX306LVCT-ND,CB3LV-3I-20M0000,CTS-Frequency Controls,XTAL OSC XO 20.0000MHZ HCMOS TTL,6004,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","20MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX306LVDKR-ND,CB3LV-3I-20M0000,CTS-Frequency Controls,XTAL OSC XO 20.0000MHZ HCMOS TTL,6004,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","20MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX264LVTR-ND,CB3LV-3C-8M0000,CTS-Frequency Controls,XTAL OSC XO 8.0000MHZ HCMOS TTL,5000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX264LVCT-ND,CB3LV-3C-8M0000,CTS-Frequency Controls,XTAL OSC XO 8.0000MHZ HCMOS TTL,5388,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX264LVDKR-ND,CB3LV-3C-8M0000,CTS-Frequency Controls,XTAL OSC XO 8.0000MHZ HCMOS TTL,5388,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX292LVTR-ND,CB3LV-3C-12M0000,CTS-Frequency Controls,XTAL OSC XO 12.0000MHZ HCMOS TTL,5000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","12MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX292LVCT-ND,CB3LV-3C-12M0000,CTS-Frequency Controls,XTAL OSC XO 12.0000MHZ HCMOS TTL,5174,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","12MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX292LVDKR-ND,CB3LV-3C-12M0000,CTS-Frequency Controls,XTAL OSC XO 12.0000MHZ HCMOS TTL,5174,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","12MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX279LVTR-ND,CB3LV-3C-33M3330,CTS-Frequency Controls,XTAL OSC XO 33.3330MHZ HCMOS TTL,5000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","33.333MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","40mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX279LVCT-ND,CB3LV-3C-33M3330,CTS-Frequency Controls,XTAL OSC XO 33.3330MHZ HCMOS TTL,5513,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","33.333MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","40mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX279LVDKR-ND,CB3LV-3C-33M3330,CTS-Frequency Controls,XTAL OSC XO 33.3330MHZ HCMOS TTL,5513,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","33.333MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","40mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX294LVTR-ND,CB3LV-3C-24M0000,CTS-Frequency Controls,XTAL OSC XO 24.0000MHZ HCMOS TTL,4000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","24MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","40mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX294LVCT-ND,CB3LV-3C-24M0000,CTS-Frequency Controls,XTAL OSC XO 24.0000MHZ HCMOS TTL,4688,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","24MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","40mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX294LVDKR-ND,CB3LV-3C-24M0000,CTS-Frequency Controls,XTAL OSC XO 24.0000MHZ HCMOS TTL,4688,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","24MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","40mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX301LVTR-ND,CB3LV-3I-8M0000,CTS-Frequency Controls,XTAL OSC XO 8.0000MHZ HCMOS TTL,2000,0,"0.84223","0","1000","Tape & Reel (TR)","CB3LV","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX301LVCT-ND,CB3LV-3I-8M0000,CTS-Frequency Controls,XTAL OSC XO 8.0000MHZ HCMOS TTL,3020,0,"1.41000","0","1","Cut Tape (CT)","CB3LV","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0256-0.pdf,//media.digikey.com/Renders/CTS%20Electronic%20Renders/CB33LV-3I.jpg,CTX301LVDKR-ND,CB3LV-3I-8M0000,CTS-Frequency Controls,XTAL OSC XO 8.0000MHZ HCMOS TTL,3020,0,"Digi-Reel","0","1","Digi-Reel®","CB3LV","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","12mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.071"" (1.80mm)"
https://abracon.com/Oscillators/ASDMB.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASDMB%20Series.jpg,535-11728-2-ND,ASDMB-24.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 24.0000MHZ LVCMOS,186000,0,"0.84370","0","1000","Tape & Reel (TR)","ASDMB, Pure Silicon™","Active","MEMS","XO (Standard)","24MHz","Standby (Power Down)","LVCMOS","1.8V ~ 3.3V","±50ppm","-","-40°C ~ 85°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASDMB.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASDMB%20Series.jpg,535-11728-1-ND,ASDMB-24.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 24.0000MHZ LVCMOS,187674,0,"1.42000","0","1","Cut Tape (CT)","ASDMB, Pure Silicon™","Active","MEMS","XO (Standard)","24MHz","Standby (Power Down)","LVCMOS","1.8V ~ 3.3V","±50ppm","-","-40°C ~ 85°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASDMB.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASDMB%20Series.jpg,535-11728-6-ND,ASDMB-24.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 24.0000MHZ LVCMOS,187674,0,"Digi-Reel","0","1","Digi-Reel®","ASDMB, Pure Silicon™","Active","MEMS","XO (Standard)","24MHz","Standby (Power Down)","LVCMOS","1.8V ~ 3.3V","±50ppm","-","-40°C ~ 85°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9566-2-ND,ASE-24.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 24.0000MHZ CMOS SMD,45000,0,"0.85550","0","1000","Tape & Reel (TR)","ASE","Active","Crystal","XO (Standard)","24MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","13mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9566-1-ND,ASE-24.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 24.0000MHZ CMOS SMD,45835,0,"1.39000","0","1","Cut Tape (CT)","ASE","Active","Crystal","XO (Standard)","24MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","13mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9566-6-ND,ASE-24.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 24.0000MHZ CMOS SMD,45835,0,"Digi-Reel","0","1","Digi-Reel®","ASE","Active","Crystal","XO (Standard)","24MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","13mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9561-2-ND,ASE-12.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 12.0000MHZ CMOS SMD,17000,0,"0.85550","0","1000","Tape & Reel (TR)","ASE","Active","Crystal","XO (Standard)","12MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","7mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9561-1-ND,ASE-12.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 12.0000MHZ CMOS SMD,20464,0,"1.61000","0","1","Cut Tape (CT)","ASE","Active","Crystal","XO (Standard)","12MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","7mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9561-6-ND,ASE-12.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 12.0000MHZ CMOS SMD,20464,0,"Digi-Reel","0","1","Digi-Reel®","ASE","Active","Crystal","XO (Standard)","12MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","7mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0250-0.pdf,//media.digikey.com/Photos/CTS%20Photos/6365-SERIES.jpg,CTX1245TR-ND,636L3I025M00000,CTS-Frequency Controls,XTAL OSC XO 25.0000MHZ HCMOS TTL,17000,0,"0.85550","0","1000","Tape & Reel (TR)","636","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.051"" (1.30mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0250-0.pdf,//media.digikey.com/Photos/CTS%20Photos/6365-SERIES.jpg,CTX1245CT-ND,636L3I025M00000,CTS-Frequency Controls,XTAL OSC XO 25.0000MHZ HCMOS TTL,18299,0,"1.44000","0","1","Cut Tape (CT)","636","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.051"" (1.30mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0250-0.pdf,//media.digikey.com/Photos/CTS%20Photos/6365-SERIES.jpg,CTX1245DKR-ND,636L3I025M00000,CTS-Frequency Controls,XTAL OSC XO 25.0000MHZ HCMOS TTL,18299,0,"Digi-Reel","0","1","Digi-Reel®","636","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-40°C ~ 85°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.051"" (1.30mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9577-2-ND,ASE-50.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 50.0000MHZ CMOS SMD,12000,0,"0.85550","0","1000","Tape & Reel (TR)","ASE","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","19mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9577-1-ND,ASE-50.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 50.0000MHZ CMOS SMD,12619,0,"1.44000","0","1","Cut Tape (CT)","ASE","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","19mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9577-6-ND,ASE-50.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 50.0000MHZ CMOS SMD,12619,0,"Digi-Reel","0","1","Digi-Reel®","ASE","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","19mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9568-2-ND,ASE-25.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 25.0000MHZ CMOS SMD,10000,0,"0.88500","0","1000","Tape & Reel (TR)","ASE","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","13mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9568-1-ND,ASE-25.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 25.0000MHZ CMOS SMD,10838,0,"1.44000","0","1","Cut Tape (CT)","ASE","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","13mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9568-6-ND,ASE-25.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 25.0000MHZ CMOS SMD,10838,0,"Digi-Reel","0","1","Digi-Reel®","ASE","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","13mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0250-0.pdf,//media.digikey.com/Photos/CTS%20Photos/6365-SERIES.jpg,CTX694TR-ND,636L3C020M00000,CTS-Frequency Controls,XTAL OSC XO 20.0000MHZ HCMOS TTL,8000,0,"0.85550","0","1000","Tape & Reel (TR)","636","Active","Crystal","XO (Standard)","20MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.051"" (1.30mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0250-0.pdf,//media.digikey.com/Photos/CTS%20Photos/6365-SERIES.jpg,CTX694CT-ND,636L3C020M00000,CTS-Frequency Controls,XTAL OSC XO 20.0000MHZ HCMOS TTL,8834,0,"1.44000","0","1","Cut Tape (CT)","636","Active","Crystal","XO (Standard)","20MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.051"" (1.30mm)"
https://www.ctscorp.com/wp-content/uploads/2015/11/008-0250-0.pdf,//media.digikey.com/Photos/CTS%20Photos/6365-SERIES.jpg,CTX694DKR-ND,636L3C020M00000,CTS-Frequency Controls,XTAL OSC XO 20.0000MHZ HCMOS TTL,8834,0,"Digi-Reel","0","1","Digi-Reel®","636","Active","Crystal","XO (Standard)","20MHz","Enable/Disable","HCMOS, TTL","3.3V","±50ppm","-","-20°C ~ 70°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.051"" (1.30mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9558-2-ND,ASE-8.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 8.0000MHZ CMOS SMD,8000,0,"0.88500","0","1000","Tape & Reel (TR)","ASE","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","7mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9558-1-ND,ASE-8.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 8.0000MHZ CMOS SMD,8787,0,"1.49000","0","1","Cut Tape (CT)","ASE","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","7mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9558-6-ND,ASE-8.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 8.0000MHZ CMOS SMD,8787,0,"Digi-Reel","0","1","Digi-Reel®","ASE","Active","Crystal","XO (Standard)","8MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","7mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
http://global.kyocera.com/prdct/electro/product/pdf/kc2520b_c1_e.pdf,"//media.digikey.com/Renders/AVX%20Renders/KC2520B-C1,%20Kyocera%20Series.jpg",1253-1238-2-ND,KC2520B12.0000C1GE00,Kyocera International Inc. Electronic Components,XTAL OSC XO 12.0000MHZ CMOS SMD,14000,0,"0.87025","0","2000","Tape & Reel (TR)","KC2520B-C1, Kyocera","Active","Crystal","XO (Standard)","12MHz","Standby (Power Down)","CMOS","1.6V ~ 3.63V","±50ppm","-","-40°C ~ 85°C","-","3.5mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.028"" (0.70mm)"
