Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Base Resonator","Type","Programmable Type","Available Frequency Range","Function","Output","Voltage - Supply","Frequency Stability","Frequency Stability (Total)","Operating Temperature","Spread Spectrum Bandwidth","Current - Supply (Max)","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8101-8121.pdf,//media.digikey.com/photos/Micrel%20Photos/DSC8101CI2.JPG,576-4691-ND,DSC8101CL5,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-170MHZ,203,0,"3.80000","0","1","Tube","DSC8101","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 170MHz","Standby","CMOS","2.25V ~ 3.6V","-","±10ppm","-40°C ~ 105°C","-","35mA","-","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/devicedoc/dsc8104-8124.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/DSC8122CL2T.jpg,DSC8124CI5-ND,DSC8124CI5,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,845,0,"3.83000","0","1","Tube","DSC8124","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Enable/Disable","HCSL","2.25V ~ 3.6V","±10ppm","-","-40°C ~ 85°C","-","42mA","-","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/devicedoc/dsc8104-8124.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC8104CI5.JPG,576-4710-ND,DSC8104CI5,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,438,0,"3.83000","0","1","Tube","DSC8104","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","HCSL","2.25V ~ 3.6V","-","±10ppm","-40°C ~ 85°C","-","42mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASVMB.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASVMB7%20SERIES.JPG,535-10972-ND,ASVMB-BLANK-XY,Abracon LLC,MEMS OSC PROG BLANK 1MHZ-150MHZ,267,0,"4.16000","0","1","Tube","ASVMB, Pure Silicon™","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 150MHz","Standby","LVCMOS","1.8V ~ 3.3V","-","±10ppm","-40°C ~ 105°C","-","16mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8101-8121.pdf,//media.digikey.com/photos/Micrel%20Photos/DSC8101CI2.JPG,576-4692-ND,DSC8101CM2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-170MHZ,300,0,"4.84000","0","1","Tube","DSC8101","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 170MHz","Standby","CMOS","2.25V ~ 3.6V","-","±25ppm","-55°C ~ 125°C","-","35mA","-","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1732-2-ND,SIT9122AI-2C1-XXX000.FP0000X,SiTIME,MEMS OSC PRG BLANK 220MHZ-625MHZ,250,0,"6.10584","0","250","Tape & Reel (TR)","SiT9122","Active","MEMS","XO (Standard)","Blank (User Must Program)","220MHz ~ 625MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±20ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1732-1-ND,SIT9122AI-2C1-XXX000.FP0000X,SiTIME,MEMS OSC PRG BLANK 220MHZ-625MHZ,293,0,"7.35000","0","1","Cut Tape (CT)","SiT9122","Active","MEMS","XO (Standard)","Blank (User Must Program)","220MHz ~ 625MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±20ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1732-6-ND,SIT9122AI-2C1-XXX000.FP0000X,SiTIME,MEMS OSC PRG BLANK 220MHZ-625MHZ,293,0,"Digi-Reel","0","1","Digi-Reel®","SiT9122","Active","MEMS","XO (Standard)","Blank (User Must Program)","220MHz ~ 625MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±20ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8103-8123.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/6-SMD.jpg,DSC8103DI2-ND,DSC8103DI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,108,0,"6.65000","0","1","Tube","DSC8103","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVDS","2.25V ~ 3.6V","±25ppm","-","-40°C ~ 85°C","-","32mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1737-2-ND,SIT3821AI-1C2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,1000,0,"7.36848","0","250","Tape & Reel (TR)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1737-1-ND,SIT3821AI-1C2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,1000,0,"9.25000","0","1","Cut Tape (CT)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1737-6-ND,SIT3821AI-1C2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,1000,0,"Digi-Reel","0","1","Digi-Reel®","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1738-2-ND,SIT3821AI-1D2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,750,0,"7.36848","0","250","Tape & Reel (TR)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1738-1-ND,SIT3821AI-1D2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,940,0,"9.25000","0","1","Cut Tape (CT)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1738-6-ND,SIT3821AI-1D2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,940,0,"Digi-Reel","0","1","Digi-Reel®","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1739-2-ND,SIT3821AI-2C2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,750,0,"7.36848","0","250","Tape & Reel (TR)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1739-1-ND,SIT3821AI-2C2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,932,0,"9.25000","0","1","Cut Tape (CT)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1739-6-ND,SIT3821AI-2C2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,932,0,"Digi-Reel","0","1","Digi-Reel®","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1740-2-ND,SIT3821AI-2D2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,750,0,"7.36848","0","250","Tape & Reel (TR)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1740-1-ND,SIT3821AI-2D2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,848,0,"9.25000","0","1","Cut Tape (CT)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1740-6-ND,SIT3821AI-2D2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,848,0,"Digi-Reel","0","1","Digi-Reel®","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/6-SMD.jpg,576-4727-ND,DSC8122DI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,230,0,"8.10000","0","1","Tube","DSC8122","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Enable/Disable","LVPECL","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/photos/Micrel%20Photos/DSC8121DI5.JPG,DSC8102DI2-ND,DSC8102DI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,840,0,"8.13000","0","1","Tube","DSC8102","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVPECL","2.25V ~ 3.6V","±25ppm","-","-40°C ~ 85°C","-","58mA","-","Surface Mount","6-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC8102Bxx.JPG,576-4695-ND,DSC8102BI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,216,0,"8.53000","0","1","Tube","DSC8102","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVPECL","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/photos/Micrel%20Photos/DSC8121Axx.JPG,576-4693-ND,DSC8102AI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,200,0,"8.53000","0","1","Tube","DSC8102","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVPECL","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8103-8123.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/6-SMD.jpg,576-4700-ND,DSC8103AI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,196,0,"8.53000","0","1","Tube","DSC8103","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVDS","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","32mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/6-SMD.jpg,576-4724-ND,DSC8122AI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,180,0,"8.53000","0","1","Tube","DSC8122","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Enable/Disable","LVPECL","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8103-8123.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC8123AI2.JPG,576-4728-ND,DSC8123AI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,170,0,"8.53000","0","1","Tube","DSC8123","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Enable/Disable","LVDS","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","32mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.035"" (0.90mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1742-2-ND,SIT3809AI-C2-XXXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,750,0,"8.71080","0","250","Tape & Reel (TR)","SiT3809","Active","MEMS","VCXO","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1742-1-ND,SIT3809AI-C2-XXXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,884,0,"10.93000","0","1","Cut Tape (CT)","SiT3809","Active","MEMS","VCXO","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1742-6-ND,SIT3809AI-C2-XXXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,884,0,"Digi-Reel","0","1","Digi-Reel®","SiT3809","Active","MEMS","VCXO","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1743-2-ND,SIT3809AI-D2-XXXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,750,0,"8.71080","0","250","Tape & Reel (TR)","SiT3809","Active","MEMS","VCXO","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1743-1-ND,SIT3809AI-D2-XXXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,912,0,"10.93000","0","1","Cut Tape (CT)","SiT3809","Active","MEMS","VCXO","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-7.0-x-5.0.jpg",1473-1743-6-ND,SIT3809AI-D2-XXXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,912,0,"Digi-Reel","0","1","Digi-Reel®","SiT3809","Active","MEMS","VCXO","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-3.2-x-2.5.jpg",1473-1744-2-ND,SIT3821AI-1B2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,250,0,"8.83932","0","250","Tape & Reel (TR)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-3.2-x-2.5.jpg",1473-1744-1-ND,SIT3821AI-1B2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,250,0,"11.09000","0","1","Cut Tape (CT)","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-3.2-x-2.5.jpg",1473-1744-6-ND,SIT3821AI-1B2-XXXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,250,0,"Digi-Reel","0","1","Digi-Reel®","SiT3821","Active","MEMS","VCXO","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVPECL","2.5V, 3.3V","-","±25ppm","-40°C ~ 85°C","-","69mA","-","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/Photos/Micrel%20Photos/DSC8102CI5.jpg,576-4697-ND,DSC8102CI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,220,0,"9.35000","0","1","Tube","DSC8102","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVPECL","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/6-SMD.jpg,576-4726-ND,DSC8122CI2,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,220,0,"9.35000","0","1","Tube","DSC8122","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Enable/Disable","LVPECL","2.25V ~ 3.6V","-","±25ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/6-SMD.jpg,DSC8122BI5-ND,DSC8122BI5,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,191,0,"9.37000","0","1","Tube","DSC8122","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Enable/Disable","LVPECL","2.25V ~ 3.6V","±10ppm","-","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.035"" (0.90mm)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DSC8102-8122.pdf,//media.digikey.com/photos/Micrel%20Photos/DSC8121DI5.JPG,576-4699-ND,DSC8102DI5,Microchip Technology,MEMS OSC PROG BLANK 10MHZ-460MHZ,140,0,"10.14000","0","1","Tube","DSC8102","Active","MEMS","XO (Standard)","Blank (User Must Program)","10MHz ~ 460MHz","Standby","LVPECL","2.25V ~ 3.6V","-","±10ppm","-40°C ~ 85°C","-","58mA","AEC-Q100","Surface Mount","6-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
