Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Includes","Blade Size","Features"
-,-,PA4535-ND,PA4535,Greenlee Communications,BLADE KRONE LSA PLUS REPLACEMENT,0,0,"Obsolete","0","1","Krone®","Obsolete","Blade","-","Krone® LSA","-"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,-,PA4562-ND,PA4562,Greenlee Communications,HEAD REPLACEMENT BLADE CASS 5PR,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Blade","-","110 5-Pair","-"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,-,PA4563-ND,PA4563,Greenlee Communications,HEAD REPLACEMENT BLADE CASS 4PR,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Blade","-","110 4-Pair","-"
//media.digikey.com/pdf/Data Sheets/Paladin PDFs/Communications Brochure.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_4571.jpg,PA4571-ND,PA4571,Greenlee Communications,TOOL SUREPUNCH 66/110 IDC TERM,0,0,"Discontinued at Digi-Key","0","1","SurePunch®","Discontinued at Digi-Key","Blade","-","66/110","-"
//media.digikey.com/pdf/Data Sheets/Paladin PDFs/Communications Brochure.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_4574.jpg,PA4574-ND,PA4574,Greenlee Communications,TOOL SUREPNCH IMPACT BIX CUTONLY,0,0,"Discontinued at Digi-Key","0","1","Bix®, SurePunch®","Discontinued at Digi-Key","Blade","-","BIX™","-"
//media.digikey.com/pdf/Data Sheets/Paladin PDFs/Communications Brochure.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_4575.jpg,PA4575-ND,PA4575,Greenlee Communications,TOOL SUREPUNCH KRONE LSA CUTONLY,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Blade","-","Krone® LSA","-"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,-,PA3526-ND,PA3526,Greenlee Communications,TOOL IMPACT PUNCHDOWN 6.2""LONG,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","66, 110, 630","Blade Storage, Impact Adjustment, Interchangeable Blades, Reversible"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,-,PA3527-ND,PA3527,Greenlee Communications,TOOL PUNCHDOWN IMPACT W/66 BLADE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","66","Blade Storage, Impact Adjustment, Interchangeable Blades, Reversible"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_3528.jpg,PA3528-ND,PA3528,Greenlee Communications,TOOL PUNCHDOWN IMPACT W/110BLADE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","110","Blade Storage, Impact Adjustment, Interchangeable Blades, Reversible"
-,-,PAL3530-ND,3530,Greenlee Communications,TOOL PUNCHDOWN NOIMPACT 66 BLADE,0,0,"Obsolete","0","1","-","Obsolete","Blade","-","66","-"
-,-,PAL3531-ND,3531,Greenlee Communications,TOOL PUNCHDOWN NOIMPACT 110BLADE,0,0,"Obsolete","0","1","-","Obsolete","Blade","-","110","-"
-,-,PA3532-ND,PA3532,Greenlee Communications,TOOL PUNCHDOWN IMP KRONE BLADE,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","Blade","Krone®","Blade Storage, Impact Adjustment, Interchangeable Blades"
-,-,PAL3533-ND,3533,Greenlee Communications,HANDLE PUNCHDOWN TOOL NONIMPACT,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","-","-","-"
-,-,PAL3534-ND,3534,Greenlee Communications,TOOL PUNCHDOWN NOIMPACT 630BLADE,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","-","-","-"
-,-,PA3536-ND,PA3536,Greenlee Communications,TOOL PUNCHDOWN IMPACT BIX BLADE,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","Blade","BIX™","Blade Storage, Impact Adjustment, Interchangeable Blades"
-,-,PA3539-ND,PA3539,Greenlee Communications,TOOL KIT PUNCHDOWN 66/110 BLADE,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","Blade","66/110","-"
-,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_3540.jpg,PA3540-ND,PA3540,Greenlee Communications,TOOL PUNCHDOWN 66/110 W/HOLSTER,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","Blade, Holster","66/110","Blade Storage, Impact Adjustment, Interchangeable Blades, Reversible"
//media.digikey.com/pdf/Data Sheets/Paladin PDFs/Communications Brochure.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_3560.jpg,PA3560-ND,PA3560,Greenlee Communications,TOOL PROPUNCH 110 W/5PAIR HEAD,0,0,"Discontinued at Digi-Key","0","1","ProPunch®","Discontinued at Digi-Key","Punchdown, Multi-Pair","Blade","110 5-Pair","-"
//media.digikey.com/pdf/Data Sheets/Paladin PDFs/Communications Brochure.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_3561.jpg,PA3561-ND,PA3561,Greenlee Communications,TOOL PROPUNCH 110 W/4PAIR HEAD,0,0,"Discontinued at Digi-Key","0","1","ProPunch®","Discontinued at Digi-Key","Punchdown, Multi-Pair","Blade","110 4-Pair","-"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_4527.jpg,PA4527-ND,PA4527,Greenlee Communications,BLADE 66 REPLCMNT PUNCHDOWN TOOL,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Blade","-","66","Reversible"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_4528.jpg,PA4528-ND,PA4528,Greenlee Communications,BLADE 110 REPLCMNT PUNCHDWN TOOL,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Blade","-","110","Reversible"
-,//media.digikey.com/photos/Paladin%20Tools%20Photos/MFG_4529.jpg,PA4529-ND,PA4529,Greenlee Communications,BLADE 630 REPLCMNT PUNCHDWN TOOL,0,0,"Obsolete","0","1","-","Obsolete","Blade","-","630","-"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_EPB-KIT66110.jpg,EPB-KIT66110-ND,EPB-KIT66110,Jonard Tools,PUNCHDOWN KIT 66 110,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown","Blade","66, 110","Blade Storage, Impact Adjustment, Interchangeable Blades"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_EPB-KIT66.jpg,EPB-KIT66-ND,EPB-KIT66,Jonard Tools,PUNCHDOWN KIT 66,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown","Blade","66","Blade Storage, Impact Adjustment, Interchangeable Blades"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_EPB-KIT110.jpg,EPB-KIT110-ND,EPB-KIT110,Jonard Tools,PUNCHDOWN KIT 110,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown","Blade","110","Blade Storage, Impact Adjustment, Interchangeable Blades"
-,//media.digikey.com/photos/Tyco%20Photos/1583608-1.JPG,A30681-ND,1583608-1,TE Connectivity AMP Connectors,TOOL PUNCHDOWN W/110 BLADE,0,0,"Discontinued at Digi-Key","0","1","AMP","Discontinued at Digi-Key","Punchdown","Blade","110","Blade Storage, Impact Adjustment"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA1900_1913_3580-82.pdf,-,PA3580-ND,PA3580,Greenlee Communications,TOOL PUNCHDOWN NON-IMP 110 PDT,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","-","110","Fixed Blade"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,-,PA3587-ND,PA3587,Greenlee Communications,TOOL SUREPUNCH PRO W/LGHT&BLADES,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","66, 110","Impact Adjustment, Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/3585.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_3585.jpg,PA3585-ND,PA3585,Greenlee Communications,SUREPUNCH PRO PDT W/DBL 110BLADE,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","110","Blade Storage, Impact Adjustment, Interchangeable Blades"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1375308&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Amp%20Photos/1375308-1.jpg,1375308-1-ND,1375308-1,TE Connectivity AMP Connectors,PREMIUM IMPACT TL/W BLADE 110,0,0,"Discontinued at Digi-Key","0","1","AMP","Discontinued at Digi-Key","Punchdown","Blade, Hook, Spudger","110","Blade Storage, Impact Adjustment"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_EPB-11066.jpg,EPB-11066-ND,EPB-11066,Jonard Tools,PUNCHDOWN GUN 110 66 W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","66, 110","Impact Adjustment, Interchangeable Blades, Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA1913.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA1913.jpg,PA1913-ND,PA1913,Greenlee Communications,UTP STRIPPER/PUNCHDOWN TOOL,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade, Wire Stripper","110","Fixed Blade"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA70012.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA70012.jpg,PA70012-ND,PA70012,Greenlee Communications,PDT NON-IMPACT 110 TWIST-LOCK,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","110","Blade Storage"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA70034.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA70034.jpg,PA70034-ND,PA70034,Greenlee Communications,PUNCHDOWN - NON-IMPACT 110,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","110","Fixed Blade"
-,-,PAL46020-ND,46020,Greenlee Communications,PUNCHDOWN TOOL W/O BLADE-PKG,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","-","-","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/46021.pdf,-,46021-ND,46021,Greenlee Communications,PUNCHDOWN TOOL W/66 BLADE-PKG,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","66","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/46023.pdf,-,46023-ND,46023,Greenlee Communications,PUNCHDOWN TOOL W/110 BLADE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","Blade","110","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3584.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3584.jpg,PA3584-ND,PA3584,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","110","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3586.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3586.jpg,PA3586-ND,PA3586,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","66, 110","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3588.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3588.jpg,PA3588-ND,PA3588,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","66/110","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3590.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3590.jpg,PA3590-ND,PA3590,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Hook, Light, Pick, Spudger","-","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3591.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3591.jpg,PA3591-ND,PA3591,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","66/110","Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3592.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3592.jpg,PA3592-ND,PA3592,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","110","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3593.pdf,-,PA3593-ND,PA3593,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","66","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3594.pdf,-,PA3594-ND,PA3594,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Obsolete","0","1","SurePunch® Pro","Obsolete","Punchdown","Blade, Hook, Light, Pick, Spudger","BIX™","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3595.pdf,-,PA3595-ND,PA3595,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Hook, Light, Pick, Spudger","Krone® LSA","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3596.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3596.jpg,PA3596-ND,PA3596,Greenlee Communications,PUNCHDOWN SSP W/110,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Light","110","Blade Storage, Impact Adjustment, Interchangeable Blades, Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3597.pdf,-,PA3597-ND,PA3597,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Obsolete","0","1","SurePunch® Pro","Obsolete","Punchdown","Blade, Light","66","Blade Storage, Impact Adjustment, Interchangeable Blades, Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3598.pdf,-,PA3598-ND,PA3598,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Obsolete","0","1","SurePunch® Pro","Obsolete","Punchdown","Blade, Light","BIX™","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3599.pdf,-,PA3599-ND,PA3599,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Blade, Light","Krone® LSA","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3576.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3576.jpg,PA3576-ND,PA3576,Greenlee Communications,PDT SUREPUNCH DOUBLE 110 BLADE,0,0,"Discontinued at Digi-Key","0","1","SurePunch®","Discontinued at Digi-Key","Punchdown","Blade","110","Blade Storage, Impact Adjustment, Interchangeable Blades"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3581.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3581.jpg,PA3581-ND,PA3581,Greenlee Communications,PDT 66 NON IMPACT RUBBER HANDLE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","-","66","Fixed Blade"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3582.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA3582.jpg,PA3582-ND,PA3582,Greenlee Communications,PDT BIX NON IMPACT RUBBR HANDLE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Punchdown","-","BIX™","Fixed Blade"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA4573.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA4573.jpg,PA4573-ND,PA4573,Greenlee Communications,BLADE SSP 66,0,0,"Discontinued at Digi-Key","0","1","SurePunch®","Discontinued at Digi-Key","Blade","-","66","Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/46022.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_46022.jpg,46022-ND,46022,Greenlee Communications,BLADE-66,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Blade","-","66","Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA4591.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_PA4591.jpg,PA4591-ND,PA4591,Greenlee Communications,BLADE-SPP DOUBLE 110/110,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Blade","-","110","Reversible"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/PA3589.pdf,-,PA3589-ND,PA3589,Greenlee Communications,PDT SUREPUNCH PRO,0,0,"Discontinued at Digi-Key","0","1","SurePunch® Pro","Discontinued at Digi-Key","Punchdown","Hook, Light, Pick, Spudger","-","Adjustable"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_EPB-1066.jpg,EPB-1066-ND,EPB-1066,Jonard Tools,PUNCHDOWN GUN 66 W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","66","Impact Adjustment, Interchangeable Blades, Reversible"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_EPB-1110.jpg,EPB-1110-ND,EPB-1110,Jonard Tools,PUNCHDOWN GUN 110 W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","110","Impact Adjustment, Interchangeable Blades, Reversible"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_EPB-1200.jpg,EPB-1200-ND,EPB-1200,Jonard Tools,PUNCHDOWN GUN W/O BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Light","-","Impact Adjustment, Interchangeable Blades"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_EPB-2000KR.jpg,EPB-2000KR-ND,EPB-2000KR,Jonard Tools,PUNCHDOWN GUN KRONE W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","Krone®","Impact Adjustment, Interchangeable Blades, Reversible"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_EPB-2066.jpg,EPB-2066-ND,EPB-2066,Jonard Tools,PUNCHDOWN GUN 66 W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","66","Impact Adjustment, Interchangeable Blades, Reversible"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_EPB-2110.jpg,EPB-2110-ND,EPB-2110,Jonard Tools,PUNCHDOWN GUN 110 W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","110","Impact Adjustment, Interchangeable Blades, Reversible"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_EPB-211066.jpg,EPB-211066-ND,EPB-211066,Jonard Tools,PUNCHDOWN GUN 66 110 W/BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Blade, Light","66, 110","Impact Adjustment, Interchangeable Blades, Reversible"
http://www.jonard.com/~/media/011B51C30A97423696360A51DC4BF208.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_EPB-2200.jpg,EPB-2200-ND,EPB-2200,Jonard Tools,PUNCHDOWN GUN W/O BLADE,0,0,"Obsolete","0","1","EPB","Obsolete","Punchdown, Gun","Battery, Battery Charger, Light","-","Impact Adjustment, Interchangeable Blades"
https://data.kleintools.com/sites/all/product_assets/documents/instructions/klein/VDV427013_Instructions.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_VDV427-013.JPG,VDV427-013-ND,VDV427-013,"Klein Tools, Inc.",PUNCHDOWN W/O BLADE,0,0,"Obsolete","0","1","-","Obsolete","Punchdown","-","-","Impact Adjustment"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1375308&DocType=Customer+Drawing&DocLang=English,-,1375308-4-ND,1375308-4,TE Application Tooling,PREM IMPACT TL/W BLADE 110/66,0,0,"Obsolete","0","1","AMP","Obsolete","Punchdown","Blade, Hook, Spudger","110","Impact Adjustment"
