Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Chemistry","Rechargeability","Battery Cell Size","Number of Cells","Voltage - Rated","Capacity","Structure","Termination Style","Size / Dimension"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/F051.jpg,P213-F051-ND,HHR70AAAB8F5,Panasonic - BSG,BATTERY PACK NIMH 6V AAA,0,0,"17.06000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","5","6V","700mAh","Side to Side, 1 Row x 5 Cells","Solder Tab","2.07"" L x 0.41"" W x 1.75"" H (52.5mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr60aaah.pdf,//media.digikey.com/photos/Panasonic%20Photos/F051.jpg,P634-F051-ND,HHR-60AAAHF5,Panasonic - BSG,BATTERY PACK NIMH 6V AAA,0,0,"17.39000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","5","6V","500mAh","Side to Side, 1 Row x 5 Cells","Solder Tab","2.07"" L x 0.41"" W x 1.75"" H (52.5mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F031.jpg,P010-F031-ND,HHR-200AB20F3,Panasonic - BSG,BATTERY PACK NIMH 3.6V 4/5 A,0,0,"17.63000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","3","3.6V","2Ah","Side to Side, 1 Row x 3 Cells","Solder Tab","2.01"" L x 0.67"" W x 1.69"" H (51.0mm x 17.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/F051.jpg,P008-F051-ND,HHR-75AAA/BF5,Panasonic - BSG,BATTERY PACK NIMH 6V AAA,0,0,"17.92000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","5","6V","700mAh","Side to Side, 1 Row x 5 Cells","Solder Tab","2.07"" L x 0.41"" W x 1.75"" H (52.5mm x 10.5mm x 44.5mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/F024.jpg,P643-F024-ND,LR20XWA/BF2X4,Panasonic - BSG,BATTERY PACK ALKALINE 12V D,0,0,"18.12000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","8","12V","-","Side to Side, 4 Rows x 2 Cells","Solder Tab","5.39"" L x 2.69"" W x 2.42"" H (136.8mm x 68.4mm x 61.5mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/L024.jpg,P643-L024-ND,LR20XWA/BL2X4,Panasonic - BSG,BATTERY PACK ALKALINE 12V D,0,0,"18.12000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","8","12V","-","Front to Back, 4 Rows x 2 Cells","Solder Tab","5.39"" L x 1.35"" W x 4.84"" H (136.8mm x 34.2mm x 123.0mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/L042.jpg,P643-L042-ND,LR20XWA/BL4X2,Panasonic - BSG,BATTERY PACK ALKALINE 12V D,0,0,"18.19000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","8","12V","-","Front to Back, 2 Rows x 4 Cells","Solder Tab","2.69"" L x 1.35"" W x 9.69"" H (68.4mm x 34.2mm x 246.0mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/F081.jpg,P643-F081-ND,LR20XWA/BF8,Panasonic - BSG,BATTERY PACK ALKALINE 12V D,0,0,"18.20000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","8","12V","-","Side to Side, 1 Row x 8 Cells","Solder Tab","10.77"" L x 1.35"" W x 2.42"" H (273.6mm x 34.2mm x 61.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P220-F022-ND,HHR-210AAC4BF2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V AA,0,0,"18.66000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.14"" L x 1.14"" W x 1.99"" H (29.0mm x 29.0mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P220-F041-ND,HHR-210AAC4BF4,Panasonic - BSG,BATTERY PACK NIMH 4.8V AA,0,0,"18.71000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","2.28"" L x 0.57"" W x 1.99"" H (57.9mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P220-L022-ND,HHR-210AAC4BL2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V AA,0,0,"18.71000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.14"" L x 0.57"" W x 3.98"" H (29.0mm x 14.5mm x 101.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300scp_0.pdf,//media.digikey.com/photos/Panasonic%20Photos/F021.jpg,P021-F021-ND,HHR-30SCPY20F2,Panasonic - BSG,BATTERY PACK NIMH 2.4V SC,0,0,"19.55000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","2","2.4V","3Ah","Side to Side, 1 Row x 2 Cells","Solder Tab","1.81"" L x 0.91"" W x 1.69"" H (46.0mm x 23.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr450a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F021.jpg,P214-F021-ND,HHR-450AB21F2,Panasonic - BSG,BATTERY PACK NIMH 2.4V L-FAT A,0,0,"19.96000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-Fat A","2","2.4V","4.2Ah","Side to Side, 1 Row x 2 Cells","Solder Tab","1.43"" L x 0.72"" W x 2.64"" H (36.4mm x 18.2mm x 67.0mm)"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/F023.jpg,P213-F023-ND,HHR70AAAB8F2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.10000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Side to Side, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.83"" W x 1.75"" H (31.5mm x 21.0mm x 44.5mm)"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/L023.jpg,P213-L023-ND,HHR70AAAB8L2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.10000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Front to Back, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.41"" W x 3.50"" H (31.5mm x 10.5mm x 89.0mm)"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/L032.jpg,P213-L032-ND,HHR70AAAB8L3X2,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.17000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Front to Back, 2 Rows x 3 Cells","Solder Tab","0.83"" L x 0.41"" W x 5.26"" H (21.0mm x 10.5mm x 133.5mm)"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/F061.jpg,P213-F061-ND,HHR70AAAB8F6,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.18000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Side to Side, 1 Row x 6 Cells","Solder Tab","2.48"" L x 0.41"" W x 1.75"" H (63.0mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/F051.jpg,P015-F051-ND,HHR-150AAB01F5,Panasonic - BSG,BATTERY PACK NIMH 6V AA,0,0,"20.42000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","5","6V","1.5Ah","Side to Side, 1 Row x 5 Cells","Solder Tab","2.85"" L x 0.57"" W x 1.99"" H (72.5mm x 14.5mm x 50.5mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/F091.jpg,P643-F091-ND,LR20XWA/BF9,Panasonic - BSG,BATTERY PACK ALKALINE 13.5V D,0,0,"20.44000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","9","13.5V","-","Side to Side, 1 Row x 9 Cells","Solder Tab","12.12"" L x 1.35"" W x 2.42"" H (307.8mm x 34.2mm x 61.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr60aaah.pdf,//media.digikey.com/photos/Panasonic%20Photos/F023.jpg,P634-F023-ND,HHR-60AAAHF2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.73000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","500mAh","Side to Side, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.83"" W x 1.75"" H (31.5mm x 21.0mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr60aaah.pdf,//media.digikey.com/photos/Panasonic%20Photos/L023.jpg,P634-L023-ND,HHR-60AAAHL2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.73000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","500mAh","Front to Back, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.41"" W x 3.50"" H (31.5mm x 10.5mm x 89.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr60aaah.pdf,//media.digikey.com/photos/Panasonic%20Photos/L032.jpg,P634-L032-ND,HHR-60AAAHL3X2,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.80000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","500mAh","Front to Back, 2 Rows x 3 Cells","Solder Tab","0.83"" L x 0.41"" W x 5.26"" H (21.0mm x 10.5mm x 133.5mm)"
http://data.energizer.com/pdfs/nh15-2300.pdf,//media.digikey.com/photos/Energizer%20Photos/NH15VP.JPG,N730-F031-ND,NH15BP-8F3,Energizer Battery Company,BATTERY PACK NIMH 3.6V AA,0,0,"20.80000","0","1","NH15","Active","Nickel Metal Hydride","Yes","AA","3","3.6V","2.3Ah","Side to Side, 1 Row x 3 Cells","Solder Tab","1.71"" L x 0.57"" W x 1.99"" H (43.5mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr60aaah.pdf,//media.digikey.com/photos/Panasonic%20Photos/F061.jpg,P634-F061-ND,HHR-60AAAHF6,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"20.81000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","500mAh","Side to Side, 1 Row x 6 Cells","Solder Tab","2.48"" L x 0.41"" W x 1.75"" H (63.0mm x 10.5mm x 44.5mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P688-F022-ND,BK-200AAB9BF2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V AA,0,0,"20.88000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.14"" L x 1.14"" W x 1.99"" H (29.0mm x 29.0mm x 50.5mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P688-L022-ND,BK-200AAB9BL2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V AA,0,0,"20.90000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.14"" L x 0.57"" W x 3.98"" H (29.0mm x 14.5mm x 101.0mm)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P688-F041-ND,BK-200AAB9BF4,Panasonic - BSG,BATTERY PACK NIMH 4.8V AA,0,0,"20.91000","0","1","BK","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","2.28"" L x 0.57"" W x 1.99"" H (57.9mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr250sch.pdf,//media.digikey.com/photos/Panasonic%20Photos/F021.jpg,P638-F021-ND,HHR-250SCHF2,Panasonic - BSG,BATTERY PACK NIMH 2.4V SC,0,0,"21.13000","0","1","HHR","Active","Nickel Metal Hydride","Yes","SC","2","2.4V","2.5Ah","Side to Side, 1 Row x 2 Cells","Solder Tab","1.81"" L x 0.91"" W x 1.69"" H (46.0mm x 23.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/F023.jpg,P008-F023-ND,HHR-75AAA/BF2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"21.20000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Side to Side, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.83"" W x 1.75"" H (31.5mm x 21.0mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/L023.jpg,P008-L023-ND,HHR-75AAA/BL2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"21.20000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Front to Back, 3 Rows x 2 Cells","Solder Tab","1.24"" L x 0.41"" W x 3.50"" H (31.5mm x 10.5mm x 89.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr380a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F031.jpg,P018-F031-ND,HHR-380AB27F3,Panasonic - BSG,BATTERY PACK NIMH 3.6V L-A,0,0,"21.26000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-A","3","3.6V","3.7Ah","Side to Side, 1 Row x 3 Cells","Solder Tab","2.01"" L x 0.67"" W x 2.64"" H (51.0mm x 17.0mm x 67.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/L032.jpg,P008-L032-ND,HHR-75AAA/BL3X2,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"21.27000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Front to Back, 2 Rows x 3 Cells","Solder Tab","0.83"" L x 0.41"" W x 5.26"" H (21.0mm x 10.5mm x 133.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/F061.jpg,P008-F061-ND,HHR-75AAA/BF6,Panasonic - BSG,BATTERY PACK NIMH 7.2V AAA,0,0,"21.28000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","6","7.2V","700mAh","Side to Side, 1 Row x 6 Cells","Solder Tab","2.48"" L x 0.41"" W x 1.75"" H (63.0mm x 10.5mm x 44.5mm)"
http://data.energizer.com/pdfs/nh12.pdf,-,N735-F031-ND,NH12BP-4F3,Energizer Battery Company,BATTERY PACK NIMH 3.6V AAA,0,0,"21.53000","0","1","NH12","Active","Nickel Metal Hydride","Yes","AAA","3","3.6V","850mAh","Side to Side, 1 Row x 3 Cells","Solder Tab","1.24"" L x 0.41"" W x 1.75"" H (31.5mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300ch.pdf,//media.digikey.com/photos/Panasonic%20Photos/F021.jpg,P639-F021-ND,HHR-300CHF2,Panasonic - BSG,BATTERY PACK NIMH 2.4V C,0,0,"22.22000","0","1","HHR","Active","Nickel Metal Hydride","Yes","C","2","2.4V","3.1Ah","Side to Side, 1 Row x 2 Cells","Solder Tab","2.03"" L x 1.02"" W x 1.97"" H (51.6mm x 25.8mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P017-F022-ND,HHR-210AB18F2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V A,0,0,"22.26000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","4","4.8V","2.1Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.34"" L x 1.34"" W x 1.97"" H (34.0mm x 34.0mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P017-F041-ND,HHR-210AB18F4,Panasonic - BSG,BATTERY PACK NIMH 4.8V A,0,0,"22.28000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","4","4.8V","2.1Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","2.68"" L x 0.67"" W x 1.97"" H (68.0mm x 17.0mm x 50.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P017-L022-ND,HHR-210AB18L2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V A,0,0,"22.31000","0","1","HHR","Active","Nickel Metal Hydride","Yes","A","4","4.8V","2.1Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.34"" L x 0.67"" W x 3.94"" H (34.0mm x 17.0mm x 100.0mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LR20XWA%5EBL2X5.jpg,P643-L025-ND,LR20XWA/BL2X5,Panasonic - BSG,BATTERY PACK ALKALINE 15V D,0,0,"22.57000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","10","15V","-","Front to Back, 5 Rows x 2 Cells","Solder Tab","6.73"" L x 1.35"" W x 4.84"" H (171.0mm x 34.2mm x 123.0mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/F025.jpg,P643-F025-ND,LR20XWA/BF2X5,Panasonic - BSG,BATTERY PACK ALKALINE 15V D,0,0,"22.58000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","10","15V","-","Side to Side, 5 Rows x 2 Cells","Solder Tab","6.73"" L x 2.69"" W x 2.42"" H (171.0mm x 68.4mm x 61.5mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LR20XWA%5EBL5X2.JPG,P643-L052-ND,LR20XWA/BL5X2,Panasonic - BSG,BATTERY PACK ALKALINE 15V D,0,0,"22.67000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","10","15V","-","Front to Back, 2 Rows x 5 Cells","Solder Tab","2.69"" L x 1.35"" W x 12.11"" H (68.4mm x 34.2mm x 307.5mm)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/1.5vseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/F101.jpg,P643-F101-ND,LR20XWA/BF10,Panasonic - BSG,BATTERY PACK ALKALINE 15V D,0,0,"22.68000","0","1","LR20","Active","Alkaline Manganese Dioxide","No","D","10","15V","-","Side to Side, 1 Row x 10 Cells","Solder Tab","13.46"" L x 1.35"" W x 2.42"" H (342.0mm x 34.2mm x 61.5mm)"
-,-,N730-F022-ND,NH15BP-8F2X2,Energizer Battery Company,BATTERY PACK NIMH 4.8V AA,0,0,"22.84000","0","1","NH15","Active","Nickel Metal Hydride","Yes","AA","4","4.8V","2.3Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.14"" L x 1.14"" W x 1.99"" H (29.0mm x 29.0mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr210aa-b.pdf,//media.digikey.com/photos/Panasonic%20Photos/F051.jpg,P220-F051-ND,HHR-210AAC4BF5,Panasonic - BSG,BATTERY PACK NIMH 6V AA,0,0,"23.13000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","5","6V","2Ah","Side to Side, 1 Row x 5 Cells","Solder Tab","2.85"" L x 0.57"" W x 1.99"" H (72.5mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F022.jpg,P010-F022-ND,HHR-200AB20F2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V 4/5 A,0,0,"23.20000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","4","4.8V","2Ah","Side to Side, 2 Rows x 2 Cells","Solder Tab","1.34"" L x 1.34"" W x 1.69"" H (34.0mm x 34.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/F041.jpg,P010-F041-ND,HHR-200AB20F4,Panasonic - BSG,BATTERY PACK NIMH 4.8V 4/5 A,0,0,"23.22000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","4","4.8V","2Ah","Side to Side, 1 Row x 4 Cells","Solder Tab","2.68"" L x 0.67"" W x 1.69"" H (68.0mm x 17.0mm x 43.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr200a.pdf,//media.digikey.com/photos/Panasonic%20Photos/L022.jpg,P010-L022-ND,HHR-200AB20L2X2,Panasonic - BSG,BATTERY PACK NIMH 4.8V 4/5 A,0,0,"23.26000","0","1","HHR","Active","Nickel Metal Hydride","Yes","4/5A","4","4.8V","2Ah","Front to Back, 2 Rows x 2 Cells","Solder Tab","1.34"" L x 0.67"" W x 3.39"" H (34.0mm x 17.0mm x 86.0mm)"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/photos/Panasonic%20Photos/F071.jpg,P213-F071-ND,HHR70AAAB8F7,Panasonic - BSG,BATTERY PACK NIMH 8.4V AAA,0,0,"23.31000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","7","8.4V","700mAh","Side to Side, 1 Row x 7 Cells","Solder Tab","2.89"" L x 0.41"" W x 1.75"" H (73.5mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr370ah.pdf,//media.digikey.com/photos/Panasonic%20Photos/F021.jpg,P637-F021-ND,HHR-370AHF2,Panasonic - BSG,BATTERY PACK NIMH 2.4V L-FAT A,0,0,"23.77000","0","1","HHR","Active","Nickel Metal Hydride","Yes","L-Fat A","2","2.4V","3.5Ah","Side to Side, 1 Row x 2 Cells","Solder Tab","1.43"" L x 0.72"" W x 2.64"" H (36.4mm x 18.2mm x 67.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr60aaah.pdf,//media.digikey.com/photos/Panasonic%20Photos/F071.jpg,P634-F071-ND,HHR-60AAAHF7,Panasonic - BSG,BATTERY PACK NIMH 8.4V AAA,0,0,"24.04000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","7","8.4V","500mAh","Side to Side, 1 Row x 7 Cells","Solder Tab","2.89"" L x 0.41"" W x 1.75"" H (73.5mm x 10.5mm x 44.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/F023.jpg,P015-F023-ND,HHR-150AAB01F2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AA,0,0,"24.18000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","1.5Ah","Side to Side, 3 Rows x 2 Cells","Solder Tab","1.71"" L x 1.14"" W x 1.99"" H (43.5mm x 29.0mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/L023.jpg,P015-L023-ND,HHR-150AAB01L2X3,Panasonic - BSG,BATTERY PACK NIMH 7.2V AA,0,0,"24.18000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","1.5Ah","Front to Back, 3 Rows x 2 Cells","Solder Tab","1.71"" L x 0.57"" W x 3.98"" H (43.5mm x 14.5mm x 101.0mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/L032.jpg,P015-L032-ND,HHR-150AAB01L3X2,Panasonic - BSG,BATTERY PACK NIMH 7.2V AA,0,0,"24.24000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","1.5Ah","Front to Back, 2 Rows x 3 Cells","Solder Tab","1.14"" L x 0.57"" W x 5.96"" H (29.0mm x 14.5mm x 151.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr150aa.pdf,//media.digikey.com/photos/Panasonic%20Photos/F061.jpg,P015-F061-ND,HHR-150AAB01F6,Panasonic - BSG,BATTERY PACK NIMH 7.2V AA,0,0,"24.25000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AA","6","7.2V","1.5Ah","Side to Side, 1 Row x 6 Cells","Solder Tab","3.43"" L x 0.57"" W x 1.99"" H (87.0mm x 14.5mm x 50.5mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/F071.jpg,P008-F071-ND,HHR-75AAA/BF7,Panasonic - BSG,BATTERY PACK NIMH 8.4V AAA,0,0,"24.77000","0","1","HHR","Active","Nickel Metal Hydride","Yes","AAA","7","8.4V","700mAh","Side to Side, 1 Row x 7 Cells","Solder Tab","2.89"" L x 0.41"" W x 1.75"" H (73.5mm x 10.5mm x 44.5mm)"
