Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Primary","Voltage - Secondary (Full Load)","Current - Output (Max)","Primary Winding(s)","Secondary Winding(s)","Center Tap","Power - Max","Mounting Type","Termination Style","Size / Dimension","Height - Seated (Max)","Voltage - Isolation","Weight"
http://catalog.triadmagnetics.com/Asset/VPP16-310.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%205.0VA%20TO61-1617.jpg,237-1083-ND,VPP16-310,Triad Magnetics,XFRMR LAMINATED 5VA THRU HOLE,360,5,"7.69000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 620mA, Series 310mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","34.93mm","4000Vrms","0.37 lb (167.83g)"
http://catalog.triadmagnetics.com/Asset/VPP10-500.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%205.0VA%20TO61-1617.jpg,237-1081-ND,VPP10-500,Triad Magnetics,XFRMR LAMINATED 5VA THRU HOLE,166,474,"7.69000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1A, Series 500mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","34.93mm","4000Vrms","0.37 lb (167.83g)"
http://catalog.triadmagnetics.com/Asset/FS24-250-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG,237-1502-ND,FS24-250-C2,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,1571,700,"8.05000","0","1","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","4200Vrms","0.44 lb (199.58g)"
http://catalog.triadmagnetics.com/Asset/FS48-125-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2033.32mm.JPG,237-1499-ND,FS48-125-C2,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,1442,800,"8.05000","0","1","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 24V, Series 48V","Parallel 250mA, Series 125mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","4200Vrms","0.44 lb (199.58g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL5.0-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL5.0-xx-130B.jpg,MT3126-ND,PL5.0-24-130B,Tamura,XFRMR LAMINATED 5VA THRU HOLE,4932,0,"8.16000","0","1","PL5.0-xx-130B","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 420mA, Series 210mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","35.60mm","3500Vrms","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL5.0-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL5.0-xx-130B.jpg,MT3108-ND,PL5.0-12-130B,Tamura,XFRMR LAMINATED 5VA THRU HOLE,1586,0,"8.21000","0","1","PL5.0-xx-130B","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 800mA, Series 400mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","35.60mm","3500Vrms","-"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%201.2VA%20TO63-1811.jpg,595-1151-ND,DPC-34-35,Signal Transformer,XFRMR LAMINATED 1.2VA THRU HOLE,1342,0,"8.42000","0","1","DPC","Active","Laminated Core","115V, 230V","Parallel 17V, Series 34V","Parallel 70mA, Series 35mA","Dual","Dual","No","1.2VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.15mm","1500Vrms","0.188 lb (85.28g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1159-ND,ST-2-12,Signal Transformer,XFRMR LAMINATED 1.1VA THRU HOLE,781,0,"8.50000","0","1","ST","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 180mA, Series 90mA","Single","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11g)"
http://catalog.triadmagnetics.com/Asset/TCT3-11E07AE.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/MFG_TCT3-Series.jpg,237-1600-ND,TCT3-11E07AE,Triad Magnetics,XFRMR LAMINATED 2.5VA CHAS MOUNT,576,0,"8.61000","0","1","Class 2, TCT","Active","Laminated Core","120V","10V","250mA","Single","Single","No","2.5VA","Chassis Mount","Solder, Quick Connect","60.00mm L x 42.50mm W","54.10mm","1500Vrms","0.5 lb (226.8g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1989-ND,ST-3-10,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,123,0,"8.73000","0","1","ST","Active","Laminated Core","115V","Parallel 5V, Series 10V","Parallel 500mA, Series 250mA","Single","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1212-ND,DST-3-24,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,844,0,"8.97000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
http://catalog.triadmagnetics.com/Asset/F4-24.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F4-24.JPG,237-1684-ND,F4-24,Triad Magnetics,XFRMR LAMINATED THRU HOLE,308,135,"9.01000","0","1","Quick Pack","Active","Laminated Core","115V","24V","250mA","Single","Single","Yes","6VA","Chassis Mount","Solder, Quick Connect - 0.187"" (4.7mm)","60.33mm L x 31.75mm W","34.93mm","2500VAC","0.44 lb (199.58g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%204.4VA%20TO63-1811.jpg,595-1124-ND,PC-34-125,Signal Transformer,XFRMR LAMINATED 4.4VA THRU HOLE,155,0,"9.27000","0","1","PC","Active","Laminated Core","115V","Parallel 17V, Series 34V","Parallel 250mA, Series 125mA","Single","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%204.4VA%20TO63-1811.jpg,595-1112-ND,PC-20-220,Signal Transformer,XFRMR LAMINATED 4.4VA THRU HOLE,136,0,"9.41000","0","1","PC","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 440mA, Series 220mA","Single","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL2.5-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL2.5-xx-130B.jpg,MT3113-ND,PL2.5-16-130B,Tamura,XFRMR LAMINATED 2.5VA THRU HOLE,834,0,"9.42000","0","1","PL2.5-xx-130B","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.28mm L x 36.37mm W","28.60mm","3500Vrms","-"
http://catalog.triadmagnetics.com/Asset/FS10-600.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%206.0VA%20TO61-1618.jpg,237-1038-ND,FS10-600,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,388,340,"9.42000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1.2A, Series 600mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","33.32mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/PC.pdf,-,595-1906-ND,DPC-10-120,Signal Transformer,XFRMR LAMINATED 1.2VA THRU HOLE,500,0,"9.46000","0","1","DPC","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 240mA, Series 120mA","Dual","Dual","No","1.2VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.15mm","1500Vrms","0.188 lb (85.28g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg,HM4169-ND,161C12,Hammond Manufacturing,XFRMR LAMINATED 0.5VA THRU HOLE,357,421,"9.50000","0","1","161","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 80mA, Series 40mA","Single","Single, Multiple Taps","No","0.5VA","Through Hole","PC Pin","25.40mm L x 23.88mm W","21.34mm","2000Vrms","0.1 lb (45.36g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1224-ND,DST-3-36,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,158,0,"9.51000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 130mA, Series 65mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
http://catalog.triadmagnetics.com/Asset/VPP10-1000.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg,237-1053-ND,VPP10-1000,Triad Magnetics,XFRMR LAMINATED 10VA THRU HOLE,2479,1040,"9.61000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 2A, Series 1A","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4g)"
http://catalog.triadmagnetics.com/Asset/VPP36-280.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg,237-1059-ND,VPP36-280,Triad Magnetics,XFRMR LAMINATED 10VA THRU HOLE,646,120,"9.61000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 560mA, Series 280mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4g)"
http://catalog.triadmagnetics.com/Asset/VPP20-500.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg,237-1056-ND,VPP20-500,Triad Magnetics,XFRMR LAMINATED 10VA THRU HOLE,422,820,"9.61000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1A, Series 500mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4g)"
http://catalog.triadmagnetics.com/Asset/VPP28-360.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2010.0VA%20TO61-1617.jpg,237-1058-ND,VPP28-360,Triad Magnetics,XFRMR LAMINATED 10VA THRU HOLE,226,200,"9.61000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 720mA, Series 360mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","34.93mm","4000Vrms","0.53 lb (240.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-3-12.jpg,595-1206-ND,DST-3-20,Signal Transformer,XFRMR LAMINATED 2.4VA THRU HOLE,496,0,"9.80000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 240mA, Series 120mA","Dual","Dual","No","2.4VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","30.80mm","2500Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-5.0R%20SERIES.jpg,595-1001-ND,14A-5.0R-12,Signal Transformer,XFRMR LAMINATED 5VA THRU HOLE,269,0,"9.80000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 800mA, Series 400mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","34.90mm","4000Vrms","0.37 lb (167.83g)"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%20TO63-1810.jpg,595-1055-ND,241-4-24,Signal Transformer,XFRMR LAMINATED 6VA CHAS MOUNT,226,0,"9.80000","0","1","Two-4-One™","Active","Laminated Core","115V","24V","250mA","Single","Single","Yes","6VA","Chassis Mount","Solder, Quick Connect","60.30mm L x 33.30mm W","36.20mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-4-12.jpg,595-1219-ND,DST-4-28,Signal Transformer,XFRMR LAMINATED 6VA THRU HOLE,275,0,"9.81000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-2.5R%20SERIES.jpg,595-1029-ND,14A-2.5R-36,Signal Transformer,XFRMR LAMINATED 2.5VA THRU HOLE,601,0,"10.06000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 140mA, Series 70mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-4-36.jpg,595-1184-ND,ST-4-28,Signal Transformer,XFRMR LAMINATED 6VA THRU HOLE,142,0,"10.07000","0","1","ST","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 400mA, Series 200mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL16-150.pdf,//media.digikey.com/photos/Tamura%20Photos/3FL12-475.jpg,MT1109-ND,3FL16-150,Tamura,XFRMR LAMINATED 2.5VA THRU HOLE,440,0,"10.08000","0","1","3FL","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","63.50mm L x 50.80mm W","27.05mm","1500Vrms","-"
https://belfuse.com/resources/datasheets/signaltransformer/ds-st-lp-series.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/LP-16-150.JPG,595-1318-ND,LP-16-150,Signal Transformer,XFRMR SEMI-TORO 2VA THRU HOLE,149,0,"10.31000","0","1","LP","Active","Semi-Toroidal","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2VA","Through Hole","PC Pin","47.50mm L x 39.60mm W","16.50mm","1500Vrms","0.313 lb (141.97g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FS-420.JPG,MT2211-ND,3FS-416,Tamura,XFRMR LAMINATED 6VA THRU HOLE,988,0,"10.32000","0","1","3FS-4xx","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 800mA, Series 400mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-4-12.jpg,595-1196-ND,DST-4-12,Signal Transformer,XFRMR LAMINATED 6VA THRU HOLE,214,0,"10.32000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 1A, Series 500mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FS-420.JPG,MT2219-ND,3FS-424,Tamura,XFRMR LAMINATED 6VA THRU HOLE,3374,0,"10.34000","0","1","3FS-4xx","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 500mA, Series 250mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FS-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FS-420.JPG,MT2215-ND,3FS-420,Tamura,XFRMR LAMINATED 6VA THRU HOLE,373,0,"10.34000","0","1","3FS-4xx","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 600mA, Series 300mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","34.55mm","2500Vrms","-"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SIGNAL%20TRANSFORMERS-%20DST-5-16.jpg,595-1179-ND,ST-5-24,Signal Transformer,XFRMR LAMINATED 12VA THRU HOLE,141,0,"10.50000","0","1","ST","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%204.4VA%20TO63-1811.jpg,595-1152-ND,DPC-34-125,Signal Transformer,XFRMR LAMINATED 4.4VA THRU HOLE,278,0,"10.54000","0","1","DPC","Active","Laminated Core","115V, 230V","Parallel 17V, Series 34V","Parallel 250mA, Series 125mA","Dual","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97g)"
http://catalog.triadmagnetics.com/Asset/FP24-100.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%202.5VA%20TO61-1618.jpg,237-1012-ND,FP24-100,Triad Magnetics,XFRMR LAMINATED 2.5VA THRU HOLE,602,588,"10.66000","0","1","FP","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 200mA, Series 100mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","16.51mm","2000Vrms","0.313 lb (141.97g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-4-12.jpg,595-1207-ND,DST-4-20,Signal Transformer,XFRMR LAMINATED 6VA THRU HOLE,399,0,"10.82000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 600mA, Series 300mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58g)"
http://catalog.triadmagnetics.com/Asset/FS12-1000-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2036.50mm.JPG,237-1496-ND,FS12-1000-C2,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,921,0,"10.85000","0","1","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 2A, Series 1A","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","4200Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/FS28-420-C2.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/FSxx-xxx-C2-B%2036.50mm.JPG,237-1481-ND,FS28-420-C2,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,298,2400,"10.85000","0","1","Split Pack™, Class 2/3, FS","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 840mA, Series 420mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","4200Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/FS24-500.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%20SPLIT%2012.0VA%20TO61-1618.jpg,237-1050-ND,FS24-500,Triad Magnetics,XFRMR LAMINATED 12VA THRU HOLE,137,400,"10.92000","0","1","Split Pack™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","36.50mm","2500Vrms","0.7 lb (317.51g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FD-4XX.pdf,//media.digikey.com/photos/Tamura%20Photos/3FD-424.jpg,MT2119-ND,3FD-428,Tamura,XFRMR LAMINATED 6VA THRU HOLE,2371,0,"10.95000","0","1","3FD-4xx","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.50mm L x 34.83mm W","38.00mm","2500Vrms","-"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SIGNAL%20TRANSFORMERS-%20DST-5-16.jpg,595-1173-ND,ST-5-20,Signal Transformer,XFRMR LAMINATED 12VA THRU HOLE,213,0,"10.97000","0","1","ST","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Single","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%204.4VA%20TO63-1811.jpg,595-1132-ND,DPC-12-350,Signal Transformer,XFRMR LAMINATED 4.4VA THRU HOLE,114,0,"11.01000","0","1","DPC","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 700mA, Series 350mA","Dual","Dual","No","4.4VA","Through Hole","PC Pin","41.30mm L x 31.80mm W","34.92mm","1500Vrms","0.313 lb (141.97g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL30-200.pdf,//media.digikey.com/photos/Tamura%20Photos/3FL12-475.jpg,MT1122-ND,3FL30-200,Tamura,XFRMR LAMINATED 6VA THRU HOLE,560,0,"11.15000","0","1","3FL","Active","Laminated Core","115V, 230V","Parallel 15V, Series 30V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.60mm L x 39.60mm W","21.60mm","1500Vrms","-"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DUAL%20XFORMER%201.2VA%20TO63-1811.jpg,595-1907-ND,DPC-10-90,Signal Transformer,XFRMR LAMINATED 1VA THRU HOLE,165,0,"11.15000","0","1","DPC","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 180mA, Series 90mA","Dual","Dual","No","1VA","Through Hole","PC Pin","25.40mm L x 34.92mm W","21.08mm","1500Vrms","0.157 lb (71.21g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-5-36.jpg,595-1208-ND,DST-5-20,Signal Transformer,XFRMR LAMINATED 12VA THRU HOLE,131,0,"11.19000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51g)"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DP-241-4-Series.jpg,595-1074-ND,DP-241-4-12,Signal Transformer,XFRMR LAMINATED 6VA CHAS MOUNT,155,0,"11.24000","0","1","Two-4-One™","Active","Laminated Core","115V, 230V","12.6V","500mA","Dual","Single","Yes","6VA","Chassis Mount","Solder, Quick Connect","60.30mm L x 33.30mm W","36.20mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-10R%20SERIES.jpg,595-1008-ND,14A-10R-16,Signal Transformer,XFRMR LAMINATED 10VA THRU HOLE,1556,0,"11.38000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 1.25A, Series 620mA","Dual","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 39.70mm W","34.90mm","4000Vrms","0.53 lb (240.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-5-36.jpg,595-1214-ND,DST-5-24,Signal Transformer,XFRMR LAMINATED 12VA THRU HOLE,272,0,"11.48000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 1A, Series 500mA","Dual","Dual","No","12VA","Through Hole","PC Pin","47.80mm L x 39.60mm W","36.90mm","2500Vrms","0.7 lb (317.51g)"
http://catalog.triadmagnetics.com/Asset/FP16-375.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%206.0VA%20TO61-1618.jpg,237-1018-ND,FP16-375,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,780,0,"11.53000","0","1","FP","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 750mA, Series 375mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","22.22mm","2000Vrms","0.438 lb (198.67g)"
http://catalog.triadmagnetics.com/Asset/FP20-300.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%206.0VA%20TO61-1618.jpg,237-1019-ND,FP20-300,Triad Magnetics,XFRMR LAMINATED 6VA THRU HOLE,266,702,"11.53000","0","1","FP","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 600mA, Series 300mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.63mm L x 39.67mm W","22.22mm","2000Vrms","0.438 lb (198.67g)"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/3FL12-475.pdf,//media.digikey.com/photos/Tamura%20Photos/3FL12-475.jpg,MT1106-ND,3FL12-475,Tamura,XFRMR LAMINATED 6VA THRU HOLE,746,0,"11.54000","0","1","3FL","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 950mA, Series 475mA","Dual","Dual","No","6VA","Through Hole","PC Pin","47.60mm L x 39.60mm W","21.60mm","1500Vrms","-"
