Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transformer Type","Inductance","ET (Volt-Time)","Turns Ratio - Primary:Secondary","Mounting Type","Size / Dimension","Height - Seated (Max)","Operating Temperature"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H1102NL/doc_part/H1102NL.pdf,//media.digikey.com/photos/Pulse%20Photos/H1102NL.jpg,553-1532-2-ND,H1102NLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,3600,0,"2.88000","0","600","Tape & Reel (TR)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H1102NL/doc_part/H1102NL.pdf,//media.digikey.com/photos/Pulse%20Photos/H1102NL.jpg,553-1532-1-ND,H1102NLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,4581,0,"5.74000","0","1","Cut Tape (CT)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H1102NL/doc_part/H1102NL.pdf,//media.digikey.com/photos/Pulse%20Photos/H1102NL.jpg,553-1532-6-ND,H1102NLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,4581,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","0°C ~ 70°C"
https://katalog.we-online.de/ctm/datasheet/750110056.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/750110056.JPG,1297-1073-2-ND,750110056,Wurth Electronics Midcom,TRANSFORMER 70/80UH SMD,23800,0,"2.92000","0","1400","Tape & Reel (TR)","WE-AMT, MID-PMA","Active","Data/Voice Coupling","70µH","-","1.08:1","Surface Mount","0.265"" L x 0.340"" W (6.73mm x 8.64mm)","0.140"" (3.55mm)","-20°C ~ 85°C"
https://katalog.we-online.de/ctm/datasheet/750110056.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/750110056.JPG,1297-1073-1-ND,750110056,Wurth Electronics Midcom,ANALOG MODEM XFRM WE-AMT MAXIM,25078,0,"4.30000","0","1","Cut Tape (CT)","WE-AMT, MID-PMA","Active","Data/Voice Coupling","70µH","-","1.08:1","Surface Mount","0.265"" L x 0.340"" W (6.73mm x 8.64mm)","0.140"" (3.55mm)","-20°C ~ 85°C"
https://katalog.we-online.de/ctm/datasheet/750110056.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/750110056.JPG,1297-1073-6-ND,750110056,Wurth Electronics Midcom,ANALOG MODEM XFRM WE-AMT MAXIM,25078,0,"Digi-Reel","0","1","Digi-Reel®","WE-AMT, MID-PMA","Active","Data/Voice Coupling","70µH","-","1.08:1","Surface Mount","0.265"" L x 0.340"" W (6.73mm x 8.64mm)","0.140"" (3.55mm)","-20°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H5084FNL/doc_part/H5084FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H5084FNLT.JPG,553-2237-2-ND,H5084FNLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,2100,0,"2.99200","0","700","Tape & Reel (TR)","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.600"" L x 0.385"" W (15.24mm x 9.78mm)","0.163"" (4.14mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H5084FNL/doc_part/H5084FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H5084FNLT.JPG,553-2237-1-ND,H5084FNLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,2828,0,"5.14000","0","1","Cut Tape (CT)","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.600"" L x 0.385"" W (15.24mm x 9.78mm)","0.163"" (4.14mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H5084FNL/doc_part/H5084FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H5084FNLT.JPG,553-2237-6-ND,H5084FNLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,2828,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.600"" L x 0.385"" W (15.24mm x 9.78mm)","0.163"" (4.14mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX1188FNL/doc_part/HX1188FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1188FNL.JPG,553-2208-2-ND,HX1188FNLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,10200,0,"3.00800","0","600","Tape & Reel (TR)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.241"" (6.12mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX1188FNL/doc_part/HX1188FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1188FNL.JPG,553-2208-1-ND,HX1188FNLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,10286,0,"5.17000","0","1","Cut Tape (CT)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.241"" (6.12mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX1188FNL/doc_part/HX1188FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1188FNL.JPG,553-2208-6-ND,HX1188FNLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,10286,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.241"" (6.12mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX1188NL-01/doc_part/HX1188NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1188NLT.jpg,553-1536-2-ND,HX1188NLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,7800,0,"3.00800","0","600","Tape & Reel (TR)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX1188NL-01/doc_part/HX1188NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1188NLT.jpg,553-1536-1-ND,HX1188NLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,8236,0,"5.17000","0","1","Cut Tape (CT)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX1188NL-01/doc_part/HX1188NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1188NLT.jpg,553-1536-6-ND,HX1188NLT,Pulse Electronics Network,XFRMR MAGNETIC 1PORT 1:1 10/100,8236,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H1112NL/doc_part/H1112NL.pdf,"//media.digikey.com/photos/Pulse%20Photos/H1112,%20H1112NL.jpg",553-1533-2-ND,H1112NLT,Pulse Electronics Network,XFRMR MODULE 1PORT 1:1 10/100,1050,0,"3.06900","0","350","Tape & Reel (TR)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1CT:1CT","Surface Mount","0.583"" L x 0.460"" W (14.81mm x 11.68mm)","0.202"" (5.13mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H1112NL/doc_part/H1112NL.pdf,"//media.digikey.com/photos/Pulse%20Photos/H1112,%20H1112NL.jpg",553-1533-1-ND,H1112NLT,Pulse Electronics Network,XFRMR MODULE 1PORT 1:1 10/100,1255,0,"5.12000","0","1","Cut Tape (CT)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1CT:1CT","Surface Mount","0.583"" L x 0.460"" W (14.81mm x 11.68mm)","0.202"" (5.13mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H1112NL/doc_part/H1112NL.pdf,"//media.digikey.com/photos/Pulse%20Photos/H1112,%20H1112NL.jpg",553-1533-6-ND,H1112NLT,Pulse Electronics Network,XFRMR MODULE 1PORT 1:1 10/100,1255,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1CT:1CT","Surface Mount","0.583"" L x 0.460"" W (14.81mm x 11.68mm)","0.202"" (5.13mm)","0°C ~ 70°C"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_61.pdf,//media.digikey.com/Photos/Pulse%20Photos/P0926NL.jpg,553-2107-ND,P0926NL,Pulse Electronics Power,PULSE XFMR 1:1:1 300UH,1704,0,"3.22000","0","1","-","-","Active","-","300µH","23.8VµS","1:1:1","Surface Mount","0.260"" L x 0.315"" W (6.60mm x 8.00mm)","0.210"" (5.33mm)","-40°C ~ 130°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H303/doc_part/H303.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1178NL.jpg,553-1531-2-ND,H1012NLT,Pulse Electronics Network,XFRMR MODULE 1PORT 1:1 10/100,600,3600,"3.28350","0","300","Tape & Reel (TR)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1CT:1CT","Surface Mount","1.000"" L x 0.390"" W (25.40mm x 9.91mm)","0.245"" (6.22mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H303/doc_part/H303.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1178NL.jpg,553-1531-1-ND,H1012NLT,Pulse Electronics Network,XFRMR MODULE 1PORT 1:1 10/100,1072,3600,"5.47000","0","1","Cut Tape (CT)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1CT:1CT","Surface Mount","1.000"" L x 0.390"" W (25.40mm x 9.91mm)","0.245"" (6.22mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H303/doc_part/H303.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX1178NL.jpg,553-1531-6-ND,H1012NLT,Pulse Electronics Network,XFRMR MODULE 1PORT 1:1 10/100,1072,3600,"Digi-Reel","0","1","Digi-Reel®","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1CT:1CT","Surface Mount","1.000"" L x 0.390"" W (25.40mm x 9.91mm)","0.245"" (6.22mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX2019NL-01/doc_part/HX2019NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX2019NL.jpg,553-1759-2-ND,HX2019NLT,Pulse Electronics Network,XFRMR MAGNT MOD 1PORT POE 10/100,1800,0,"3.33000","0","600","Tape & Reel (TR)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX2019NL-01/doc_part/HX2019NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX2019NL.jpg,553-1759-1-ND,HX2019NLT,Pulse Electronics Network,XFRMR MAGNT MOD 1PORT POE 10/100,2428,0,"6.11000","0","1","Cut Tape (CT)","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX2019NL-01/doc_part/HX2019NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX2019NL.jpg,553-1759-6-ND,HX2019NLT,Pulse Electronics Network,XFRMR MAGNT MOD 1PORT POE 10/100,2428,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Isolation and Data Interface (Encapsulated)","-","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.500"" L x 0.280"" W (12.70mm x 7.11mm)","0.245"" (6.22mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HM2102NL/doc_part/HM2102NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_HM210xNL.jpg,1840-1034-2-ND,HM2102NLT,Pulse Electronics Network,XFMR CMC MODULE AECQ BATT MNGT,2100,0,"3.33250","0","300","Tape & Reel (TR)","-","Active","-","150µH","-","1:1","Surface Mount","0.583"" L x 0.460"" W (14.81mm x 11.68mm)","0.197"" (5.00mm)","-40°C ~ 125°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HM2102NL/doc_part/HM2102NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_HM210xNL.jpg,1840-1034-1-ND,HM2102NLT,Pulse Electronics Network,XFMR CMC MODULE AECQ BATT MNGT,2312,0,"5.91000","0","1","Cut Tape (CT)","-","Active","-","150µH","-","1:1","Surface Mount","0.583"" L x 0.460"" W (14.81mm x 11.68mm)","0.197"" (5.00mm)","-40°C ~ 125°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HM2102NL/doc_part/HM2102NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_HM210xNL.jpg,1840-1034-6-ND,HM2102NLT,Pulse Electronics Network,XFMR CMC MODULE AECQ BATT MNGT,2312,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","150µH","-","1:1","Surface Mount","0.583"" L x 0.460"" W (14.81mm x 11.68mm)","0.197"" (5.00mm)","-40°C ~ 125°C"
https://katalog.we-online.de/pbs/datasheet/7490120110.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7490120110.JPG,732-7196-2-ND,7490120110,Wurth Electronics Inc.,10/100 BASE-T SMD TRANSFORMER 1,1300,0,"3.34102","0","650","Tape & Reel (TR)","WE-LAN","Active","LAN 10/100 Base-T","350µH","-","1:1","Surface Mount","0.500"" L x 0.365"" W (12.70mm x 9.27mm)","0.228"" (5.80mm)","-40°C ~ 85°C"
https://katalog.we-online.de/pbs/datasheet/7490120110.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7490120110.JPG,732-7196-1-ND,7490120110,Wurth Electronics Inc.,10/100 BASE-T SMD TRANSFORMER 1,1706,0,"4.80000","0","1","Cut Tape (CT)","WE-LAN","Active","LAN 10/100 Base-T","350µH","-","1:1","Surface Mount","0.500"" L x 0.365"" W (12.70mm x 9.27mm)","0.228"" (5.80mm)","-40°C ~ 85°C"
https://katalog.we-online.de/pbs/datasheet/7490120110.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/7490120110.JPG,732-7196-6-ND,7490120110,Wurth Electronics Inc.,10/100 BASE-T SMD TRANSFORMER 1,1706,0,"Digi-Reel","0","1","Digi-Reel®","WE-LAN","Active","LAN 10/100 Base-T","350µH","-","1:1","Surface Mount","0.500"" L x 0.365"" W (12.70mm x 9.27mm)","0.228"" (5.80mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-AC-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-AB-F.JPG,507-1725-2-ND,S558-5999-AC-F,Bel Fuse Inc.,MODULE XFRMR LAN GIGABIT 24P SMD,1920,0,"3.48750","0","320","Tape & Reel (TR)","-","Active","LAN","-","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.522"" L x 0.600"" W (13.26mm x 15.24mm)","0.250"" (6.35mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-AC-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-AB-F.JPG,507-1725-1-ND,S558-5999-AC-F,Bel Fuse Inc.,MODULE XFRMR LAN GIGABIT 24P SMD,2287,0,"6.19000","0","1","Cut Tape (CT)","-","Active","LAN","-","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.522"" L x 0.600"" W (13.26mm x 15.24mm)","0.250"" (6.35mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-AC-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-AB-F.JPG,507-1725-6-ND,S558-5999-AC-F,Bel Fuse Inc.,MODULE XFRMR LAN GIGABIT 24P SMD,2287,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","Surface Mount","0.522"" L x 0.600"" W (13.26mm x 15.24mm)","0.250"" (6.35mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H304/doc_part/H304.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX0068ANLT.JPG,553-2066-2-ND,HX0068ANLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,8000,0,"3.79900","0","2000","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","-","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.347"" W (12.70mm x 8.81mm)","0.082"" (2.08mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H304/doc_part/H304.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX0068ANLT.JPG,553-2066-1-ND,HX0068ANLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,8958,0,"7.21000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","-","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.347"" W (12.70mm x 8.81mm)","0.082"" (2.08mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H304/doc_part/H304.pdf,//media.digikey.com/Photos/Pulse%20Photos/HX0068ANLT.JPG,553-2066-6-ND,HX0068ANLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,8958,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","-","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.347"" W (12.70mm x 8.81mm)","0.082"" (2.08mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX5084NL/doc_part/HX5084NL.pdf,-,553-3796-2-ND,HX5084NLT,Pulse Electronics Network,PULSE XFMR 1 CT:1CT TX/RX 350UH,700,0,"3.90000","0","700","Tape & Reel (TR)","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.600"" L x 0.385"" W (15.24mm x 9.78mm)","0.163"" (4.14mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX5084NL/doc_part/HX5084NL.pdf,-,553-3796-1-ND,HX5084NLT,Pulse Electronics Network,PULSE XFMR 1 CT:1CT TX/RX 350UH,1116,0,"7.15000","0","1","Cut Tape (CT)","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.600"" L x 0.300"" W (15.24mm x 7.62mm)","0.163"" (4.14mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX5084NL/doc_part/HX5084NL.pdf,-,553-3796-6-ND,HX5084NLT,Pulse Electronics Network,PULSE XFMR 1 CT:1CT TX/RX 350UH,1116,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.600"" L x 0.300"" W (15.24mm x 7.62mm)","0.163"" (4.14mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-Q2-F.pdf,//media.digikey.com/Photos/Bel%20Photos/S558-5999-Q3-F.jpg,507-1471-2-ND,S558-5999-Q2-F,Bel Fuse Inc.,MODULE XFRMR LAN GIGABIT 48P SMD,4320,0,"3.92000","0","240","Tape & Reel (TR)","-","Active","LAN","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","1.095"" L x 0.480"" W (27.81mm x 12.19mm)","0.295"" (7.49mm)","0°C ~ 70°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-Q2-F.pdf,//media.digikey.com/Photos/Bel%20Photos/S558-5999-Q3-F.jpg,507-1471-1-ND,S558-5999-Q2-F,Bel Fuse Inc.,MODULE XFRMR LAN GIGABIT 48P SMD,4515,0,"6.74000","0","1","Cut Tape (CT)","-","Active","LAN","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","1.095"" L x 0.480"" W (27.81mm x 12.19mm)","0.295"" (7.49mm)","0°C ~ 70°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-Q2-F.pdf,//media.digikey.com/Photos/Bel%20Photos/S558-5999-Q3-F.jpg,507-1471-6-ND,S558-5999-Q2-F,Bel Fuse Inc.,MODULE XFRMR LAN GIGABIT 48P SMD,4515,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","1.095"" L x 0.480"" W (27.81mm x 12.19mm)","0.295"" (7.49mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX2019FNL/doc_part/HX2019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H2019NLT.jpg,553-2211-2-ND,HX2019FNLT,Pulse Electronics Network,PULSE XFMR 1 CT:1CT TX/RX 350UH,2400,0,"3.93000","0","600","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.236"" (5.99mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX2019FNL/doc_part/HX2019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H2019NLT.jpg,553-2211-1-ND,HX2019FNLT,Pulse Electronics Network,PULSE XFMR 1 CT:1CT TX/RX 350UH,2624,0,"7.21000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.236"" (5.99mm)","-40°C ~ 85°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/HX2019FNL/doc_part/HX2019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H2019NLT.jpg,553-2211-6-ND,HX2019FNLT,Pulse Electronics Network,PULSE XFMR 1 CT:1CT TX/RX 350UH,2624,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.236"" (5.99mm)","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/749010110.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/749010110.jpg,732-2461-2-ND,749010110,Wurth Electronics Inc.,TRANSFORMER LAN 10/100 SMD,2000,0,"3.98601","0","2000","Tape & Reel (TR)","WE-LAN","Active","LAN 10/100 Base-T","350µH","-","1:1","Surface Mount","0.505"" L x 0.280"" W (12.83mm x 7.11mm)","0.085"" (2.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/749010110.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/749010110.jpg,732-2461-1-ND,749010110,Wurth Electronics Inc.,TRANSFORMER LAN 10/100 SMD,3132,0,"6.15000","0","1","Cut Tape (CT)","WE-LAN","Active","LAN 10/100 Base-T","350µH","-","1:1","Surface Mount","0.505"" L x 0.280"" W (12.83mm x 7.11mm)","0.085"" (2.16mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/749010110.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/749010110.jpg,732-2461-6-ND,749010110,Wurth Electronics Inc.,TRANSFORMER LAN 10/100 SMD,3132,0,"Digi-Reel","0","1","Digi-Reel®","WE-LAN","Active","LAN 10/100 Base-T","350µH","-","1:1","Surface Mount","0.505"" L x 0.280"" W (12.83mm x 7.11mm)","0.085"" (2.16mm)","-"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H2019FNL/doc_part/H2019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H2019NLT.jpg,553-2207-2-ND,H2019FNLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,7800,0,"3.99000","0","600","Tape & Reel (TR)","-","Active","LAN 10G Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.236"" (5.99mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H2019FNL/doc_part/H2019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H2019NLT.jpg,553-2207-1-ND,H2019FNLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,9149,0,"7.32000","0","1","Cut Tape (CT)","-","Active","LAN 10G Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.236"" (5.99mm)","0°C ~ 70°C"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/H2019FNL/doc_part/H2019FNL.pdf,//media.digikey.com/Photos/Pulse%20Photos/H2019NLT.jpg,553-2207-6-ND,H2019FNLT,Pulse Electronics Network,PULSE XFMR 1CT:1CT TX 1CT:1CT RX,9149,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10G Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.500"" L x 0.358"" W (12.70mm x 9.09mm)","0.236"" (5.99mm)","0°C ~ 70°C"
