Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Processor","Speed","Number of Cores","Power (Watts)","Cooling Type","Size / Dimension","Form Factor","Expansion Site/Bus","RAM Capacity/Installed","Storage Interface","Video Outputs","Ethernet","USB","RS-232 (422, 485)","Digital I/O Lines","Analog Input:Output","Watchdog Timer","Operating Temperature"
https://www.versalogic.com/Products/PDF/DS-Viper%20EBX-38.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-EBX-38EBP.JPG,1241-1373-ND,VL-EBX-38EBP,VersaLogic Corporation,SINGLE BOARD COMPUTER,10,0,"1224.01000","0","1","Viper","Active","Atom E3826","1.46GHz","2","7.0W","Heat plate","5.75"" x 8"" (146mm x 203mm)","EBX","PC/104-Plus","16GB/0GB","SATA, mSATA, MicroSD","LVDS, VGA, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (6), USB 3.0 (1)","4","32","8:4","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-EPME-42SBP-04.jpg,1241-1361-ND,VL-EPME-42SBP-04,VersaLogic Corporation,SINGLE BOARD COMPUTER,2,0,"1975.01000","0","1","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","4GB/4GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4562-EBP-16.JPG,1241-1363-ND,VL-EPU-4562-SBP-16,VersaLogic Corporation,EMBEDDED PROCESSING UNIT,3,0,"2157.01000","0","1","Blackbird","Active","Intel Core i5","2.7GHz","4","21.0W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","16GB/16GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/AIMB-581/Product%20-%20Datasheet/AIMB-581_DS(01.15.14)20140122143114.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_AIMB-581WG2-00A1E.jpg,AIMB-581WG2-00A1E-ND,AIMB-581WG2-00A1E,Advantech Corp,MOTHERBOARD I CORE C206 MATX,3,0,"412.30000","0","1","-","Active","Intel Core i7/i5/i3/Celeron/Pentium","2.5GHz ~ 3.4GHz","2/4","-","Heat Sink","9.6"" x 9.6"" (244mm x 244mm)","Micro-ATX (without Processor)","PCI, PCIe","32GB/0GB","SATA 2.0 (4), SATA 3.0 (2)","CRT, DVI, LVDS","10/100/1000 Mbps","USB 2.0 (10), USB 3.0 (2)","6","8","-","Yes","0°C ~ 60°C"
https://b2b.harting.com/files/2095000000X00_MICA_GB.PDF,//media.digikey.com/Photos/Harting/MFG_2095000000300.jpg,1195-5689-ND,2095000000300,HARTING,HAIIC MICA BASIC,2,0,"729.84000","0","1","-","Active","ARM","1GHz","-","-","-","5.2"" x 3.4"" (132mm x 86mm)","-","-","1GB/0GB","eMMC/SD","-","10/100 Mbps (1)","-","-","8","-","-","-25°C ~ 75°C"
https://b2b.harting.com/files/2095000000X00_MICA_GB.PDF,//media.digikey.com/Photos/Harting/MFG_2095000000200.jpg,1195-5685-ND,2095000000200,HARTING,HAIIC MICA USB,3,0,"990.50000","0","1","-","Active","ARM","1GHz","-","-","-","5.2"" x 3.4"" (132mm x 86mm)","-","-","1GB/0GB","eMMC/SD","-","10/100 Mbps (1)","USB A (2)","-","8","-","-","-25°C ~ 75°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1440-ND,VL-EPME-42EBP-08,VersaLogic Corporation,"LION 2-CORE CPU, KABY LAKE, ET,",3,0,"2174.01000","0","1","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","8GB/8GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4562-SCP-16.JPG,1241-1368-ND,VL-EPU-4562-SCP-16,VersaLogic Corporation,EMBEDDED PROCESSING UNIT,5,0,"2621.01000","0","1","Blackbird","Active","Intel Core i7","2.8GHz","4","21.6W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","16GB/16GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,1241-1439-ND,VL-EPM-43EBP-08,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",3,0,"2626.01000","0","1","Liger","Active","Intel Core i5-7300U","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","8GB/8GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Swordtail%20EPC-2702.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPC-2702.jpg,1241-1456-ND,VL-EPC-2702-EBK-01,VersaLogic Corporation,"SBC ARM I.MX6 LITE CPU WI-FI/BT,",4,0,"273.00000","0","1","Swordtail","Active","ARM® Cortex®-A9, i.MX6DualLite","800MHz","2","1.72W","Heat Sink","3.7"" x 3.7"" (95mm x 95mm)","-","-","4GB/1GB","eMMC, MicroSD","HDMI, LVDS","GbE","USB 2.0 (2)","1","9","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Swordtail%20EPC-2702.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPC-2702.jpg,1241-1457-ND,VL-EPC-2702-EDK-02,VersaLogic Corporation,"SBC ARM I.MX6 QUAD CPU WI-FI/BT,",2,0,"348.00000","0","1","Swordtail","Active","ARM® Cortex®-A9, i.MX6Quad","800MHz","4","1.95W","Heat Sink","3.7"" x 3.7"" (95mm x 95mm)","-","-","4GB/2GB","eMMC, MicroSD","HDMI, LVDS","GbE","USB 2.0 (2)","1","9","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Tetra%20EPC-2700.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPC-2700-EDK.jpg,1241-1422-ND,VL-EPC-2700-EDK-02A,VersaLogic Corporation,SBC ARM QUAD-CORE I.MX6QUAD CPU,3,0,"370.00000","0","1","Tetra","Active","ARM® Cortex®-A9, i.MX6Quad","800MHz","4","4.1W","Heat Sink","3.7"" x 4.9"" (95mm x 125mm)","-","-","2GB/2GB","MicroSD, mSATA","HDMI, LVDS","10/100/1000 Mbps","USB 2.0 (2)","1","8","-","Yes","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/AIMB-580/Product%20-%20Datasheet/AIMB-580_DS(01.15.14)20140122143046.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_AIMB-580QG2-00A1E.jpg,AIMB-580QG2-00A1E-ND,AIMB-580QG2-00A1E,Advantech Corp,MOTHERBOARD I CORE Q57 MATX,2,0,"385.70000","0","1","-","Active","Intel Core i7/i5/i3/Pentium","2.66GHz ~ 3.3GHz","2/4","-","Heat Sink","9.6"" x 9.6"" (244mm x 244mm)","Micro-ATX (without Processor)","PCI, PCIe","16GB/0GB","SATA 2.0 (6)","CRT, DVI","10/100/1000 Mbps","USB 2.0 (10)","4","-","-","Yes","0°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-Tetra%20EPC-2700.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPC-2700-EDK.jpg,1241-1424-ND,VL-EPC-2700-EDK-EVAL,VersaLogic Corporation,SBC ARM QUAD-CORE I.MX6QUAD CPU,15,0,"415.00000","0","1","Tetra","Active","ARM® Cortex®-A9, i.MX6Quad","800MHz","4","4.1W","Heat Sink","3.7"" x 4.9"" (95mm x 125mm)","-","-","2GB/2GB","eMMC, MicroSD, MRAM, SATA II","HDMI, LVDS","10/100/1000 Mbps","USB 2.0 (2)","1","8","-","Yes","-40°C ~ 85°C"
https://www.digi.com/pdf/ds_op7200.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_20-101-0538.JPG,602-2125-ND,20-101-0538,Digi International,INTERFACE OP7210 WITH 512K/512K,7,0,"439.00000","0","1","OP7210","Active","Rabbit 2000","22MHz","1","4W","-","4.41"" x 5.67"" (112mm x 144mm)","-","-","128KB/128KB","-","-","10/100 Mbps (1)","-","4","16/8","-","Yes","-"
https://advdownload.blob.core.windows.net/productfile/PIS/UNO-2372G/Product%20-%20Datasheet/UNO-2372G_DS(11.28.18)20181217172116.pdf,-,UNO-2372G-E021AE-ND,UNO-2372G-E021AE,Advantech Corp,I7 AUTOMATION COMPUTER,2,0,"523.65000","0","1","-","Active","Atom E3845","1.91GHz","1","30W","-","5.91"" x 4.13"" (150mm x 105mm)","Small Size","mPCIe","4GB/0GB","mSATA, SATA 2.5""","DP, HDMI","RJ45 (10/100/1000)","USB 2.0 (3), USB 3.0 (1)","4","-","-","Yes","-20°C ~ 60°C"
http://downloadt.advantech.com/ProductFile/PIS/PCA-6028/Product%20-%20Datasheet/PCA-6028_DS(08.01.16)20160801102734.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/PCA-6028G2-00A1E.jpg,PCA-6028G2-00A1E-ND,PCA-6028G2-00A1E,Advantech Corp,LGA1150 FSBC/VGA/DVI/ DUAL GBE L,9,0,"586.53000","0","1","-","Active","Intel Core i7/i5/i3/G3420/G3320TE","2.0GHz ~ 3.7GHz","-","-","Heat Sink","13.3"" x 4.8"" (338mm x 122mm)","-","ISA, PCI","16GB/0GB","SATA 2.0 (1), SATA 3.0 (2), mSATA","DVI, VGA","10/100/1000 Mbps","USB 2.0 (8), USB 3.0 (2)","2","8","-","Yes","0°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-EPU-Condor.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4460-SAP-08.JPG,1241-1408-ND,VL-EPU-4460-SAP-08,VersaLogic Corporation,HIGH PERFORMANCE INTEL CORE,2,0,"1520.01000","0","1","Condor","Active","Intel Core i3","2.3GHz","2","14.6W","Heat plate","3.74"" x 3.74"" (95mm x 95mm)","-","-","8GB/8GB","SATA, Mini PCIe/mSATA","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","2","8","-","Yes","0°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1418-ND,VL-EPME-42SAP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKENO RAM,2,0,"1555.01000","0","1","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-EPU-4462-xAP-08.JPG,1241-1401-ND,VL-EPU-4462-SAP-08,VersaLogic Corporation,I3-6100U 2.3 GHZ / NA 8 GB,3,0,"1585.01000","0","1","Blackbird","Active","Intel Core i3","2.3GHz","2","15.0W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","8GB/8GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-EPU-Condor.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4460-EAP-08.JPG,1241-1405-ND,VL-EPU-4460-EAP-08,VersaLogic Corporation,HIGH PERFORMANCE INTEL CORE,10,0,"1592.01000","0","1","Condor","Active","Intel Core i3","2.3GHz","2","14.6W","Heat plate","3.74"" x 3.74"" (95mm x 95mm)","-","-","8GB/8GB","SATA, Mini PCIe/mSATA","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","2","8","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1415-ND,VL-EPME-42EAP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE ET NO,4,0,"1630.01000","0","1","Lion","Active","Intel Core i3","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
http://downloadt.advantech.com/ProductFile/PIS/ARK-2150F/Product%20-%20Datasheet/ARK-2150F_DS(05.11.16)20160511105851.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_ARK-2150F-S7A1E.jpg,ARK-2150F-S7A1E-ND,ARK-2150F-S7A1E,Advantech Corp,FANLESS PC I7 3517UE 1.7GHZ,2,0,"1750.28000","0","1","-","Active","Intel Core i7-3517UE","1.7GHz","2","10.3W","Heat Sink","10.41"" x 5.24"" (264.5mm x 133mm)","-","Mini-PCIe","8GB/0GB","SATA HDD, mSATA","DP, DVI, HDMI, VGA","10/100/1000 Mbps","USB 2.0 (3), USB 3.0 (3)","4","4","-","Yes","-20°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1419-ND,VL-EPME-42SBP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE NO RAM,2,0,"1906.01000","0","1","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1416-ND,VL-EPME-42EBP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE ET NO,3,0,"1981.01000","0","1","Lion","Active","Intel Core i5","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-EPU-Condor.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4460-SBP-16.JPG,1241-1409-ND,VL-EPU-4460-SBP-16,VersaLogic Corporation,HIGH PERFORMANCE INTEL CORE,2,0,"1995.01000","0","1","Condor","Active","Intel Core i5","2.4GHz","2","19.3W","Heat plate","3.74"" x 3.74"" (95mm x 95mm)","-","-","16GB/16GB","SATA, Mini PCIe/mSATA","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","2","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,//media.digikey.com/photos/VersaLogic%20Photos/VL-EPU-4462-xBP-16.JPG,1241-1402-ND,VL-EPU-4462-SBP-16,VersaLogic Corporation,I5-6300U 2.4 / 3.0 GHZ 16 GB,2,0,"2066.01000","0","1","Blackbird","Active","Intel Core i5","3.0GHz","2","16.8W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","16GB/16GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPM-43.jpg,1241-1447-ND,VL-EPM-43EAP-08,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",2,0,"2224.01000","0","1","Liger","Active","Intel Core i3-7100U","2.4GHz","2","12.0W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","8GB/8GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1420-ND,VL-EPME-42SCP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE NO RAM,2,0,"2297.01000","0","1","Lion","Active","Intel Core i7","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","0°C ~ 60°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,-,1241-1417-ND,VL-EPME-42ECP-00,VersaLogic Corporation,LION 2-CORE CPU KABY LAKE ET NO,10,0,"2372.01000","0","1","Lion","Active","Intel Core i7","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","0GB/0GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-EPU-Condor.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4460-SCP-16.JPG,1241-1410-ND,VL-EPU-4460-SCP-16,VersaLogic Corporation,HIGH PERFORMANCE INTEL CORE,3,0,"2401.01000","0","1","Condor","Active","Intel Core i7","2.6GHz","2","23.8W","Heat plate","3.74"" x 3.74"" (95mm x 95mm)","-","-","16GB/16GB","SATA, Mini PCIe/mSATA","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","2","8","-","Yes","0°C ~ 60°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,1241-1438-ND,VL-EPM-43EBP-00,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",10,0,"2433.01000","0","1","Liger","Active","Intel Core i5-7300U","3.5GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","0GB/0GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://versalogic.com/Products/PDF/DS-Lion%20EPMe-42.pdf,//media.digikey.com/photos/VersaLogic%20Photos/MFG_VL-EPME.JPG,1241-1430-ND,VL-EPME-42ECP-04,VersaLogic Corporation,SINGLE BOARD COMPUTER,5,0,"2481.01000","0","1","Lion","Active","Intel Core i7","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PCIe/104","4GB/4GB","SATA, mSATA, MicroSD","Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-EPU-Blackbird.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/VL-EPU-4562-ECP-08.jpg,1241-1445-ND,VL-EPU-4562-ECP-08,VersaLogic Corporation,"EPU BLACKBIRD CORE I7, 4-CORE, E",2,0,"2674.01000","0","1","Blackbird","Active","Intel Core i7","2.8GHz","4","15.0W","Heat plate","3.74"" x 4.92"" (95mm x 125mm)","-","-","8GB/8GB","SATA, Mini PCIe/mSATA, microSD","LVDS, Mini Display Port","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","24","8:4","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,-,1241-1441-ND,VL-EPM-43ECP-00,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",4,0,"2879.01000","0","1","Liger","Active","Intel Core i7-7600U","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","0GB/0GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_Liger-Series.jpg,1241-1448-ND,VL-EPM-43ECP-04,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",2,0,"2988.01000","0","1","Liger","Active","Intel Core i7-7600U","3.9GHz","2","12.5W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","4GB/4GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
https://www.versalogic.com/Products/PDF/DS-Liger%20EPM-43.pdf,//media.digikey.com/Photos/VersaLogic%20Photos/MFG_VL-EPM-43.jpg,1241-1449-ND,VL-EPM-43ECP-16,VersaLogic Corporation,"LIGER 2-CORE CPU, KABY LAKE, ET,",2,0,"3095.02000","0","1","Liger","Active","Intel Core i7-7600U","3.9GHz","2","13.3W","Heat plate","4.23"" x 3.77"" (108mm x 96mm)","PC/104","PC/104-Plus","16GB/16GB","SATA, Mini PCIe, mSATA, microSD, SPI","miniDP","10/100/1000 Mbps (2)","USB 2.0 (4), USB 3.0 (2)","4","8","-","Yes","-40°C ~ 85°C"
http://www.terasic.com.tw/wiki/HERO_Doucment_Hardware_Manual_English,//media.digikey.com/photos/Terasic%20Tech%20Photos/MFG_P0563.jpg,P0563-ND,P0563,Terasic Inc.,HERO-I5 ROBOT OPEN PLATFORM,2,0,"6080.00000","0","1","HERO","Active","CPU - Intel Core i5, FPGA - Altera Arria 10 GX","-","2","-","-","135mm L x 177mm W x 76mm H","-","PCIe","10GB/10GB","SATA","HDMI","10/100/1000 Mbps (2)","USB 2.0/3.0 (2), USB 3.0, USB Type C","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-B-002_top.jpg,2064-KVIM1-B-002-ND,KVIM1-B-002,Khadas,VIM1 BASIC SINGLE BOARD COMPUTER,25,0,"70.95000","0","1","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100 Mbps","USB 2.0 (1)","-","-","-","Yes","-"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-B-005.jpg,2064-KVIM1-B-005-ND,KVIM1-B-005,Khadas,VIM1 BASICSINGLE BOARD COMPUTER,24,0,"80.85000","0","1","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100 Mbps","USB 2.0 (1)","-","-","-","Yes","-"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-P-002_top.jpg,2064-KVIM1-P-002-ND,KVIM1-P-002,Khadas,"VIM1 PRO SINGLE BOARD COMPUTER,",25,0,"83.20000","0","1","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100 Mbps","USB 2.0 (1)","-","-","-","Yes","-"
-,//media.digikey.com/Photos/Wandboard%20Org%20Photos/MFG_PICO-PI-IMX.jpg,1406-0012-ND,PICO-PI-IMX6UL,Wandboard.Org,STARTER KIT FOR PICO-PI-IMX6UL,8,0,"84.00000","0","1","PICO","Active","ARM® Cortex®-A7, i.MX6Ultralite","528MHz","1","-","-","-","-","GPIO, I²C, SPI, TTL, UART","512MB/0MB","eMMC","PXP","10/100 Mbps (1)","USB 2.0 (1), USB 2.0 OTG (1)","-","-","-","-","0°C ~ 60°C"
http://downloadt.advantech.com/ProductFile/PIS/EPC-C300/Product%20-%20Datasheet/EPC-C300_DS(12.30.15)20160104152402.pdf,-,ACK-A004E-03A1E-ND,ACK-A004E-03A1E,Advantech Corp,CHASSIS FOR MIO-5271/5272 SERIES,3,0,"86.45000","0","1","-","Active","Intel Core i5-4300U/Celeron 2980U","1.6GHz, 1.9GHz","2, 2","-","-","7.4"" x 2.13"" (188mm x 54mm)","3.5"" SBC","-","8GB/8GB","HDD, mSATA, mPCIe","eDP, HDMI, LVDS, Multi-Display, VGA","GbE (2)","USB 2.0 (2), USB 3.0 (2)","4","-","-","No","0°C ~ 40°C"
//media.digikey.com/pdf/Data%20Sheets/Khadas%20PDFs/VIM1_Specs.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM1-P-005.jpg,2064-KVIM1-P-005-ND,KVIM1-P-005,Khadas,VIM1 PRO SINGLE BOARD COMPUTER +,25,0,"92.80000","0","1","-","Active","Amlogic S905X","1.5GHz","4","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","2GB","eMMC V5.1","HDMI 2.0a","100 Mbps","USB 2.0 (1)","-","-","-","Yes","-"
https://dl.khadas.com/Hardware/VIM2/Specs/Khadas_VIM2_Specs_190403.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM2.jpg,2064-KVIM2-P-005-ND,KVIM2-P-005,Khadas,VIM2 PRO SINGLE BOARD COMPUTER +,25,0,"145.00000","0","1","-","Active","Amlogic S912","1.5GHz","8","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","3GB","eMMC V5.1","HDMI 2.0a","GbE","USB 2.0 (1)","-","-","-","Yes","-"
https://dl.khadas.com/Hardware/VIM2/Specs/Khadas_VIM2_Specs_190403.pdf,//media.digikey.com/Photos/Khadas/MFG_KVIM2.jpg,2064-KVIM2-M-005-ND,KVIM2-M-005,Khadas,VIM2 MAX SINGLE BOARD COMPUTER +,25,0,"163.85000","0","1","-","Active","Amlogic S912","1.5GHz","8","-","-","3.23"" x 2.28"" x 0.45"" (82mm x 58mm x 11.5mm)","-","40-Pin GPIO Header","3GB","eMMC V5.1","HDMI 2.0a","GbE","USB 2.0 (1)","-","-","-","Yes","-"
