Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","For Use With/Related Products","Contents"
//media.digikey.com/pdf/Data%20Sheets/Embedded%20Artists%20PDFs/EA-XPR-200_(LPC-LINK_2).pdf,//media.digikey.com/Photos/Embedded%20Artists/EA-XPR-200.jpg,EA-XPR-200-ND,EA-XPR-200,Embedded Artists,LPC-LINK2,140,0,"19.95000","0","1","LPCXpresso","Active","Debugger","LPCXpresso","Board(s), Cable(s)"
//media.digikey.com/PDF/Data%20Sheets/Macraigor%20PDFs/usbWiggler_Interface_Brief.pdf,//media.digikey.com/photos/Macraigor%20Systems%20LLC/U2W-ONCE.jpg,U2W-ONCE-ND,U2W-ONCE,Macraigor Systems LLC,USB2WIGGLER FREESCALE USB2,32,0,"250.00000","0","1","usb2Wiggler™","Active","Debugger, Programmer (In-Circuit/In-System)","Freescale DSP56xxx/Tensilica/AMD AM32","Board(s)"
https://www.silabs.com/documents/public/user-guides/32-bit-USB-Debug-Adapter.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/UDA-32-KIT.jpg,336-2328-ND,UDA-32-KIT,Silicon Labs,USB DEBUG ADAPTER 32-BIT,43,0,"35.00000","0","1","-","Active","Debugger","SiM3xxxx 32-Bit MCU","Board(s), Cable(s)"
-,//media.digikey.com/Photos/Nuvoton%20Technology/NU-LINK-PRO.jpg,NU-LINK-PRO-ND,NU-LINK-PRO,Nuvoton Technology Corporation of America,NU-LINK-PRO NUMICRO ISP,85,0,"38.25000","0","1","NuMicro™","Active","Programmer (In-Circuit/In-System)","NuMicro™ Devices","Board(s)"
-,//media.digikey.com/Photos/Rabbit%20Semi%20Photos/20-101-1183.jpg,316-1200-ND,20-101-1183,Digi International,USB PROG CABLE 1.27MM CONNECTORS,81,0,"39.00000","0","1","-","Active","Programmer","Rabbit-based Boards","Board(s)"
http://www.azoteq.com/images/stories/pdf/azd026_configuration_tools_overview.pdf,//media.digikey.com/Photos/Azoteq%20(Pty)%20Ltd/CT210A-S.jpg,1790-1052-ND,CT210A-S,Azoteq (Pty) Ltd,USB DATA STREAMING AND PROGRAMMI,44,0,"42.21000","0","1","-","Active","Programmer (In-Circuit/In-System)","IQ Switch®, ProxSense™","Board(s), Cable(s)"
http://www.ti.com/lit/ug/swru197h/swru197h.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_CC-DEBUGGER.jpg,296-30207-ND,CC-DEBUGGER,Texas Instruments,KIT DEBUGGER/PROGRAMMER,82,111,"50.88000","0","1","-","Active","Debugger","Texas Instruments SoC","Board(s), Cable(s)"
http://www.microsemi.com/document-portal/doc_download/129930-hb-programming-flash-devices,//media.digikey.com/Photos/Microsemi%20Photos/FLASHPRO4.jpg,1100-1140-ND,FLASHPRO4,Microsemi Corporation,PROGRAMMER FLASH FPGA,63,0,"51.25000","0","1","-","Active","Programmer","FPGA","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Custom%20Computer%20Services%20PDFs/53506-1648_Web.pdf,//media.digikey.com/Photos/Custom%20Computer%20Photos/MFG_53506-1648.jpg,429-1029-ND,53506-1648,Custom Computer Services Inc. (CCS),ICD-U80 IN-CIRCUIT PROGRAMMER/DE,13,0,"111.25000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Custom%20Computer%20Services%20PDFs/MACH%20X%20Programmer.pdf,//media.digikey.com/Photos/Custom%20Computer%20Photos/MFG_53500-503.jpg,429-1013-ND,53500-503,Custom Computer Services Inc. (CCS),PROGRAMMER MACH X PIC HI-SPEED,9,0,"186.25000","0","1","-","Active","Programmer","PIC Micro® MCU","Board(s), Cable(s)"
http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-42696-Power-Debugger_UserGuide.pdf,//media.digikey.com/Photos/Atmel%20Photos/MFG_ATPOWERDEBUGGER.jpg,ATPOWERDEBUGGER-ND,ATPOWERDEBUGGER,Microchip Technology,KIT DEBUGGER&CURRENT MEASUREMENT,25,0,"190.00000","0","1","-","Active","Debugger","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TMDSEMU200-U%20USB%20Debug%20Probe_Web.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/TMDSEMU200-U.jpg,296-37772-ND,TMDSEMU200-U,Texas Instruments,XDS200 USB JTAG EMULATOR,21,2046,"306.33000","0","1","-","Active","Emulator","DSP, MCU","Board(s)"
-,//media.digikey.com/Photos/Rohm%20Photos/UEASE%20W%5ECOMPILER.jpg,UEASE-ND,UEASE,Rohm Semiconductor,TOOLS W/DEV ENVIRONMENT ML610QX,11,0,"350.00000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ML610QX","Board(s)"
-,-,TPG100010-G3-ND,TPG100010-G3,Microchip Technology,SOFTLOG ICP2PORT(G3)-P PORTABLE,3,0,"359.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
http://www.ti.com/lit/pdf/spruhs,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_C2000-GANG.jpg,296-41152-ND,C2000-GANG,Texas Instruments,PROGRAMMER FOR C2000,11,0,"362.40000","0","1","C2000™","Active","Programmer (In-Circuit/In-System, Gang)","C2000 DSP Devices","Board(s), Cable(s), Power Supply"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100011-G3.jpg,TPG100011-G3-ND,TPG100011-G3,Microchip Technology,SOFTLOG ICP2PORT(G3)-PX PORTABLE,3,0,"399.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
http://www.linear.com/docs/41874,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC9010B.jpg,DC9010B-ND,DC9010B,Linear Technology/Analog Devices,SERIAL PROGRAMMER ETERNA,22,0,"423.94000","0","1","Eterna™","Active","Programmer (In-Circuit/In-System)","LTC5800, LTP5900, LTP5901, LTP5902","Board(s)"
http://phyton.com/attachments/docs/ChipProgUSB.pdf,//media.digikey.com/Photos/Phyton%20Photos/CHIPPROG-40.jpg,CHIPPROG-40-ND,CHIPPROG-40,Phyton Inc.,PROGRAMMER STANDALONE 40-DIP,5,0,"495.00000","0","1","-","Active","Programmer (Universal Out-of-Circuit)","EEPROM, EPROM, FLASH, MCU, NVRAM","Board(s), Cable(s), Power Supply"
http://www.equinox-tech.com/downloads/Equinox/manuals/FS2009USB_User_Manual_V111_050412.pdf,//media.digikey.com/Photos/Equinox%20Tech%20Photos/MFG_FS2009USB.jpg,483-1028-ND,FS2009USB(STD),Equinox Technologies,ISP PORTABLE PROGRAMMER USB,7,0,"499.95000","0","1","FS2009","Active","Programmer (In-Circuit/In-System)","MCU","Board(s), Cable(s)"
http://phyton.com/attachments/docs/ChipProgUSB.pdf,//media.digikey.com/Photos/Phyton%20Photos/chipprog-48.jpg,CHIPPROG-48-ND,CHIPPROG-48,Phyton Inc.,PROGRAMMER STANDALONE 48-DIP,4,0,"595.00000","0","1","-","Active","Programmer (Universal Out-of-Circuit)","EEPROM, EPROM, FLASH, MCU, NVRAM, PLD","Board(s), Cable(s), Power Supply"
http://www2.keil.com/docs/default-source/default-document-library/ulink_family.pdf,//media.digikey.com/Photos/Keil%20Photos/MFG_ULINKPLUS.JPG,ULINKPLUS-ND,ULINKPLUS,ARM,KEIL ULINK PLUS DEBUG UNIT,14,0,"690.00000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ARM® Cortex®-M","Board(s)"
http://www.keil.com/product/brochures/mdk_2010.pdf,//media.digikey.com/Photos/Keil%20Photos/ULINKPRO-D.jpg,ULINKPRO-D-ND,ULINKPRO-D,ARM,DEBUG/TRACE UNIT PRO D,9,0,"695.00000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ARM7®, ARM9®, Cortex®","Board(s)"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/TPG100002.jpg,TPG100002-G3-ND,TPG100002-G3,Microchip Technology,ICSP PRODUCTION PROGRAMMER,5,0,"699.00000","0","1","Softlog","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
-,//media.digikey.com/photos/Renesas%20Tech%20Photos/HS0005KCU11H.JPG,HS0005KCU11H-ND,HS0005KCU11H,Renesas Electronics America,"EMULATOR E10A-USB H8S(X),SH2(A)",4,0,"720.00000","0","1","E10A-USB LITE","Active","Debugger (In-Circuit/In-System)","SH","Board(s)"
http://phyton.com/attachments/docs/ChipProgUSB.pdf,//media.digikey.com/Photos/Phyton%20Photos/CHIPPROG-481.jpg,CHIPPROG-481-ND,CHIPPROG-481,Phyton Inc.,PROGRAMMER STANDALONE,5,0,"795.00000","0","1","-","Active","Programmer (Universal Out-of-Circuit)","EEPROM, EPROM, FLASH, MCU, NVRAM","Board(s), Cable(s), Power Supply"
//media.digikey.com/pdf/Data%20Sheets/Melexis%20PDFs/Mini%20E-MLX_Hardware_Description.pdf,//media.digikey.com/Photos/Melexis%20Photos/MINI-E-MLX.jpg,MINIE-MLX-ND,MINI E-MLX,Melexis Technologies NV,IN CIRCUIT PROGRAMMER,2,0,"838.80000","0","1","-","Active","Emulator","-","Board(s)"
http://www.equinox-tech.com/downloads/equinox/manuals/ISPnano_user_manual_120511_V1-11b.pdf,//media.digikey.com/Photos/Equinox%20Tech%20Photos/ISPNANO-S3-KIT.jpg,483-1022-ND,ISPNANO S3 KIT,Equinox Technologies,ISP PORTABLE PROGRAMMER,5,0,"875.00000","0","1","-","Active","Programmer (In-Circuit/In-System)","AVR®","Board(s), Cable(s), Power Supply"
http://ftp.iar.se/WWWfiles/Signum/TMS320DSP/quickstart_flasher_c2000.pdf,//media.digikey.com/Photos/IAR%20Systems%20Software%20Inc/JTAGJET-C2000F-ISO.jpg,JTAGJET-C2000F-ISO-ND,JTAGJET-C2000F-ISO,IAR Systems Software Inc.,JTAG EMULATOR DVR/FL/ADAPT C2000,3,0,"895.00000","0","1","JTAGjet™","Active","Emulator (In-Circuit/In-System)","C24xx, C28xx","Board(s)"
https://www.renesas.com/en-us/doc/products/tool/doc/004/r20ut0398ej0401_e1e20.pdf,//media.digikey.com/Photos/Renesas%20Tech%20Photos/MFG_R0E000200KCT00.jpg,R0E000200KCT00-ND,R0E000200KCT00,Renesas Electronics America,EMULATOR DEBUGGER E20,4,0,"1018.98000","0","1","-","Active","Emulator","Renesas","Board(s)"
https://docs.broadcom.com/docs/pub-005905,//media.digikey.com/photos/Broadcom/HEDS-8988.jpg,516-3788-ND,HEDS-8988,Broadcom Limited,AEAT-8800-Q24 MAG PROG KIT,2,0,"1081.71000","0","1","-","Active","Programmer","AEAT-8800-Q24","Board(s), Cable(s), Accessories"
http://bkpmedia.s3.amazonaws.com/downloads/datasheets/en-us/844USB_datasheet.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/866C.jpg,BK866C-ND,866C,B&K Precision,PROGRAMMER UNIV W/USB INTERFACE,4,0,"1145.01000","0","1","-","Active","Programmer (Universal Out-of-Circuit)","EEPROM, EPROM, FLASH, MCU, PLD","Board(s)"
https://www.renesas.com/en-us/doc/products/tool/doc/004/R20UT0870EJ1001_e10a.pdf,//media.digikey.com/photos/Renesas%20Tech%20Photos/HS0005KCU01H.JPG,HS0005KCU01H-ND,HS0005KCU01H,Renesas Electronics America,ON CHIP DEBUG EMULATOR,3,0,"1188.30000","0","1","-","Active","Debugger (In-Circuit/In-System)","SH","Board(s)"
http://www.keil.com/product/brochures/mdk_2010.pdf,//media.digikey.com/Photos/Keil%20Photos/ULINKPRO.jpg,ULINKPRO-ND,ULINKPRO,ARM,KIT DEBUG/TRACE UNIT HIGH SPEED,17,0,"1250.01000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ARM7®, ARM9®, Cortex®","Board(s)"
-,//media.digikey.com/Photos/Melexis%20Photos/PTC-04.jpg,PTC-04-ND,PTC-04,Melexis Technologies NV,PROGRAMMER FOR HALL EFFECT SNSR,25,0,"1257.60000","0","1","-","Active","Programmer","PTC Devices","Board(s), Cable(s)"
https://bkpmedia.s3.amazonaws.com/downloads/datasheets/en-us/867C_datasheet.pdf,//media.digikey.com/Photos/BK%20Precision%20Photos/867C_Contents.jpg,BK867C-ND,867C,B&K Precision,UNIVERSAL DEVICE PROGRAMMR W/USB,10,0,"1350.01000","0","1","-","Active","Programmer (Universal Out-of-Circuit)","EEPROM, EPROM, FLASH, MCU, PLD","Board(s)"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/TMDSEMU560V2STM-UE.jpg,296-31068-ND,TMDSEMU560V2STM-UE,Texas Instruments,EMULATOR TRACE SYSTEM XDS560,12,134,"1552.41000","0","1","Blackhawk XDS560","Active","Emulator","Texas Instruments","Board(s)"
https://www.analog.com/media/cn/dsp-documentation/evaluation-kit-manuals/ICE_emu_1000_2000_rev_manual.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADZS-ICE-2000.jpg,ADZS-ICE-2000-ND,ADZS-ICE-2000,Analog Devices Inc.,EMULATOR BLACKFIN,6,183,"1575.60000","0","1","-","Active","Emulator (In-Circuit/In-System)","Blackfin®","Board(s)"
http://ftp.iar.se/WWWfiles/arm/webic/doc/I-jet-ARM.ENU.pdf,//media.digikey.com/Photos/IAR%20Systems%20Software%20Inc/IJET-TRACE-CM-L.JPG,IJET-TRACE-CM-L-ND,IJET-TRACE-CM-L,IAR Systems Software Inc.,TRACE IN-CIRCUIT DEBUG PROBE,2,0,"2493.75000","0","1","-","Active","Debugger (In-Circuit/In-System)","Cortex®-M Devices","Board(s)"
https://static.docs.arm.com/100892/0100/dstream_st_getting_started_100892_0100_00_en.pdf,//media.digikey.com/Photos/ARM/DSTRMST-KT-0197A.jpg,DSTRMST-KT-0197A-ND,DSTRMST-KT-0197A,ARM,DSTREAM-ST DEBUG & TRACE UNIT,8,0,"2500.01000","0","1","DSTREAM™","Active","Debugger","ARM®","Board(s), Cable(s), Power Supply"
http://infocenter.arm.com/help/topic/com.arm.doc.dui0481b/DUI0481B_setting_up_the_hardware.pdf,//media.digikey.com/Photos/Keil%20Photos/DSTRM-KT-0181A.jpg,DSTRM-KT-0181A-ND,DSTRM-KT-0181A,ARM,DSTREAM DEBUG AND TRACE UNIT,22,0,"3500.02000","0","1","DSTREAM™","Active","Debugger","ARM®","Board(s), Cable(s), Power Supply, Accessories"
http://www.ti.com/lit/pdf/spruhm7,//media.digikey.com/Photos/Spectrum%20Digital%20Photos/TMDSEMUPROTRACE.jpg,296-38406-ND,TMDSEMUPROTRACE,Texas Instruments,XDS560 CLASS HIGH SPEED EMULATOR,5,186,"3629.21000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s), Power Supply"
https://www.microsemi.com/document-portal/doc_download/130913-silicon-sculptor-ii-and-3-programmers-user-s-guide,-,1100-1298-ND,SILICON-SCULPTOR 3,Microsemi Corporation,PROGRAMMER PRODUCTION USB 2.0,5,0,"4128.00000","0","1","-","Active","Programmer (In-Circuit/In-System)","Microsemi FPGAs","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-14827_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-14827.jpg,1568-1914-ND,DEV-14827,SparkFun Electronics,TINYFPGA PROGRAMMER,33,0,"11.25000","0","1","-","Active","Programmer","FPGA","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/CAB-14746_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_CAB-14746.jpg,1568-1895-ND,CAB-14746,SparkFun Electronics,SUZYQABLE CHROMEOS DEBUG CABLE,89,0,"14.95000","0","1","-","Active","Debugger","ChromeOS","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0360_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0360.jpg,1738-1318-ND,DFR0360,DFRobot,XSP ARDUINO PROGRAMMER,73,0,"15.97000","0","1","-","Active","Programmer","Arduino","Board(s), Cable(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_V2Debug_Module.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/VNC2-DEBUG-MODULE.jpg,768-1052-ND,VNC2 DEBUG MODULE,"FTDI, Future Technology Devices International Ltd",MOD VINCULUM-II DEBUGGR/PROGRAMR,89,0,"19.25000","0","1","Vinculum-II","Active","Debugger, Programmer (In-Circuit/In-System)","VNC2 Devices","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Particle%20PDFs/Particle_Debugger_Web.pdf,-,1878-1035-ND,ACC-DEBUG,"Particle Industries, Inc.",PARTICLE DEBUGGER,34,0,"20.10000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","Particle","Board(s)"
http://www.ti.com/lit/pdf/slau653,-,296-49570-ND,CAPTIVATE-PGMR,Texas Instruments,MCU PROGRAMMER,20,0,"20.76000","0","1","-","Active","Programmer (In-Circuit/In-System)","MSP430FR2633","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/OM13054_Web.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/OM13054,598.jpg",568-10930-ND,OM13054UL,NXP USA Inc.,BOARD EVAL LPC-LINK2,15,0,"22.61000","0","1","LPCXpresso","Active","Debugger","-","Board(s)"
-,//media.digikey.com/Photos/Nuvoton%20Technology/NU-LINK.jpg,NU-LINK-ND,NU-LINK,Nuvoton Technology Corporation of America,NU-LINK NUMICRO ISP,18,0,"25.50000","0","1","NuMicro™","Active","Programmer (In-Circuit/In-System)","NuMicro™ Devices","Board(s)"
https://reference.digilentinc.com/_media/chipkit_pgm:chipkit_pgm_rm.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_410-242P-KIT.jpg",1286-1070-ND,410-242,"Digilent, Inc.",CHIPKIT PGM PROGR/DEBUGGER,26,0,"26.99000","0","1","chipKIT™","Active","Debugger, Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s)"
http://www.cypress.com/file/43621/download,//media.digikey.com/photos/Cypress%20Semi%20Photos/CY3217.JPG,428-2021-ND,CY3217,Cypress Semiconductor Corp,KIT MINIPROG PSOC,56,0,"28.20000","0","1","MiniProg","Active","Programmer (In-Circuit/In-System)","PSoC MCUs (except CY8C25/26)","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAXREFDES100HDK_Web.pdf,//media.digikey.com/photos/Maxim%20Photos/MAXREFDES100HDK%23.JPG,MAXREFDES100HDK#-ND,MAXREFDES100HDK#,Maxim Integrated,PROGRAMMING ADAPTER,11,406,"31.25000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","MAXREFDES100","Board(s)"
https://brtchip.com/wp-content/uploads/Support/Documentation/Datasheets/ICs/MCU/DS_UMFTPD2A.pdf,-,768-1376-ND,UMFTPD2A,Bridgetek Pte Ltd.,FT90X PROGRAM/DEBUG/EFUSE,7,0,"32.44000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","FT90x","Board(s)"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/USB-I&P-BOX.jpg,USBI&PBOX-ND,USB I&P BOX,ams,EVAL TOOL USB BOX I2C/SPI,14,0,"39.38000","0","1","-","Active","Programmer (In-Circuit/In-System)","Magnetic Position Sensors","Board(s), Cable(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UMFT4222PROG.pdf,//media.digikey.com/Photos/FTDI%20%28Future%20Tech%20Devices%29/UMFT4222PROG.JPG,768-1248-ND,UMFT4222PROG,"FTDI, Future Technology Devices International Ltd",MODULE PROGR BRIDGE DEV FT4222H,15,0,"44.61000","0","1","-","Active","Programmer (In-Circuit/In-System)","FT4222H","Board(s)"
-,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_250-003P.jpg",1286-1052-ND,250-003,"Digilent, Inc.",JTAG-USB PROGRAMMING CABLE,59,0,"59.00000","0","1","-","Active","Programmer (In-Circuit/In-System)","Digilent Boards","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UMFTPD3A.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/MFG_UMFTPD3A.JPG,768-1281-ND,UMFTPD3A,"FTDI, Future Technology Devices International Ltd",UNIVERSAL PROGRAMMER MODULE,7,0,"60.20000","0","1","-","Active","Programmer","FT260, FT4222H","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Olimex%20LTD%20PDFs/MSP430-JTAG-TINY_Web.pdf,//media.digikey.com/Photos/Olimex%20LTD/MSP430-JTAG-TINY-V2.jpg,1188-1079-ND,MSP430-JTAG-TINY-V2,Olimex LTD,MSP430 FET JTAG DEBUGGER,22,0,"67.94000","0","1","-","Active","Debugger, Emulator, Programmer (In-Circuit/In-System)","MSP430","Board(s)"
https://www.infineon.com/dgdl/Infineon-2017-01+MCETOOLV2+User+Manual-AN-v01_04-EN.pdf?fileId=5546d4625e5ce62d015e60ca0d9540d6,//media.digikey.com/Photos/Infineon%20Photos/MCETOOLV2.jpg,MCETOOLV2-ND,MCETOOLV2,Infineon Technologies,IMOTION DEBUGGER,20,0,"71.88000","0","1","iMOTION™","Active","Debugger, Programmer (In-Circuit/In-System)","IRMCFxxx, IRMCKxxx","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/AXDBG-2-GEVK_Web.pdf,//media.digikey.com/Photos/On%20Semi%20Photos/AXDBG-2-GEVK.jpg,AXDBG-2-GEVK-ND,AXDBG-2-GEVK,ON Semiconductor,DVK-2 DEBUG ADAPTER,6,0,"73.75000","0","1","-","Active","Debugger","AX8052F1","Board(s)"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/ProgrammingCableUsersGuide.pdf,//media.digikey.com/Photos/Lattice%20Semi%20Photos/HW-DLN-3C.jpg,220-1153-ND,HW-DLN-3C,Lattice Semiconductor Corporation,ACCY ISP CABLE 8PIN AMP 10P CONN,8,0,"74.84000","0","1","ispDOWNLOAD®","Active","Programmer (In-Circuit/In-System)","Lattice","Board(s)"
https://download.mikroe.com/documents/programmers-debuggers/mikroprog/pic-dspic-pic32/mikroprog-pic-dspic-pic32-manual-v221b.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-764.JPG,1471-1288-ND,MIKROE-764,MikroElektronika,BOARD MIKROPROG PIC DSPIC/PIC32,14,0,"100.98000","0","1","mikroProg™","Active","Programmer (In-Circuit/In-System)","PIC Micro® MCU","Board(s), Cable(s)"
https://ams.com/documents/20143/36005/AS5x61_62_UG000148_1-00.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/AS5XXX-EK-USB-PB.jpg,AS5XXX-EK-USB-PB-ND,AS5XXX-EK-USB-PB,ams,PROGRAMMING BOARD FOR ALL AS5XXX,6,0,"123.38000","0","1","-","Active","Programmer","AS5x6x","Board(s)"
https://www.intel.com/content/dam/www/programmable/us/en/pdfs/literature/ug/ug_bbii.pdf,//media.digikey.com/photos/Altera%20Photos/pl-byteblaster2n.jpg,544-1289-ND,PL-BYTEBLASTER2N,Intel,CABLE PROGRAMMING PARALLEL PORT,25,0,"150.00000","0","1","Intel® FPGA Parallel Port Cable II","Active","Programmer (In-Circuit/In-System)","Altera","Board(s)"
"//media.digikey.com/pdf/Data%20Sheets/Segger%20PDFs/J-Link,_J-Trace_User_Manual_Web.pdf",//media.digikey.com/Photos/Segger%20Microcontroller%20Systems/MFG_8.08.xx-J-LINK-EDU-MINI.JPG,899-1062-ND,8.08.93 J-LINK EDU MINI CLASSROOM PACK,Segger Microcontroller Systems,J-LINK EDU MINI 12PK,25,0,"210.38000","0","1","-","Active","Debugger, Programmer (In-Circuit/In-System)","ARM® Cortex®-M","Board(s)"
https://d3uzseaevmutz1.cloudfront.net/pubs/misc/product_summary_2012-03.pdf#Search=""CDB-MCU-DEBUG"",//media.digikey.com/Photos/Cirrus%20Logic%20Photos/CDBMCU-DEBUG.jpg,598-1923-ND,CDBMCU-DEBUG,Cirrus Logic Inc.,EVAL BD FOR DSP CS48X & CS49X,2,0,"262.50000","0","1","-","Active","Debugger","CLIDE, DSP Composer","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/EPSILON5MK4(STD)_Web.pdf,//media.digikey.com/Photos/Equinox%20Tech%20Photos/MFG_EPSILON5MK4(STD).jpg,483-1026-ND,EPSILON5MK4(STD),Equinox Technologies,ISP PORTABLE PROGRAMMER USB,8,0,"299.95000","0","1","Epsilon5","Active","Programmer (In-Circuit/In-System)","MCU","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Spectrum%20Digital/C2000%20Series%20XDS510LC%20JTAG.pdf,//media.digikey.com/photos/Spectrum%20Digital%20Photos/701902.JPG,701902-ND,701902,Spectrum Digital Inc,EMULATOR C2000 SRS XDS510LC JTAG,20,0,"313.88000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s)"
http://emulators.spectrumdigital.com/files/XDS200_QSG.pdf,//media.digikey.com/Photos/Spectrum%20Digital%20Photos/MFG_702320.JPG,702320-ND,702320,Spectrum Digital Inc,XDS200 USB JTAG EMULATOR,21,0,"331.88000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s)"
http://cache.freescale.com/files/soft_dev_tools/doc/user_guide/CW_TAP_UG.pdf,//media.digikey.com/Photos/Freescale%20Photos/CWH-CTP-BASE-HE.JPG,CWH-CTP-BASE-HE-ND,CWH-CTP-BASE-HE,NXP USA Inc.,CW USB ETH TAP BASE UNIT,21,0,"463.25000","0","1","CodeWarrior™","Active","Debugger","Code Warrior™ Software","Board(s)"
http://www.equinox-tech.com/downloads/Equinox/manuals/FS2009USB_User_Manual_V111_050412.pdf,//media.digikey.com/Photos/Equinox%20Tech%20Photos/MFG_FS2009USB.jpg,483-1027-ND,FS2009USB(AVR-JTAG),Equinox Technologies,ISP PROGRAMMER AVR JTAG,8,0,"499.95000","0","1","FS2009","Active","Programmer (In-Circuit/In-System)","AVR®","Board(s), Cable(s)"
http://www.rpmsys.com/mpq-psoc.pdf,//media.digikey.com/photos/RPM%20Photos/MPQ-PSOC.jpg,770-1000-ND,MPQ-PSOC,RPM Systems Corp,ISP 4PORT FOR CYPRESS PSOC MCU,16,0,"519.00000","0","1","MPQ","Active","Programmer","PSoC®","Board(s)"
http://www.rpmsys.com/mpq-avr.pdf,//media.digikey.com/photos/RPM%20Photos/MPQ-PSOC.jpg,770-1007-ND,MPQ-AVR,RPM Systems Corp,ISP 4PORT ATMEL AVR MCU SPI/JTAG,5,0,"549.00000","0","1","MPQ","Active","Programmer","AVR®","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Spectrum%20Digital/702332_Web.pdf,//media.digikey.com/Photos/Spectrum%20Digital%20Photos/MFG_702332.jpg,702332-ND,702332,Spectrum Digital Inc,EMULATOR JTAG XDS220 USB/ETH,5,0,"595.13000","0","1","-","Active","Emulator","DSP, MCU","Board(s), Cable(s)"
https://www.nxp.com/docs/en/user-guide/CYCLONE-User-Manual.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_ACP-CYCLONE.jpg,568-13440-ND,ACP-CYCLONE,NXP USA Inc.,CYCLONE ARM CORTEX PROGRAMMER,5,0,"636.44000","0","1","Cyclone","Active","Programmer (In-Circuit/In-System)","ARM® Cortex® Devices","Board(s), Cable(s), Power Supply, Accessories"
