Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Embedded","Utilized IC / Part","Primary Attributes","Supplied Contents"
https://www.trinamic.com/fileadmin/assets/Products/Eval_Documents/TMC4671-EVAL.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC4671+TMC-UPS-10A70V-EVAL-KIT.jpg,1460-1320-ND,TMC4671+TMC-UPS-10A70V-EVAL-KIT,Trinamic Motion Control GmbH,EVAL KIT FOR TMC4671,33,0,"384.00000","0","1","-","Active","Power Management","Motor Controller/Driver","-","TMC4671","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Knowles%20Acoustics%20PDFs/KAS-33100-003_UM.pdf,//media.digikey.com/photos/Knowles%20Acoustics%20Photos/KAS-33100-002.jpg,423-1407-ND,KAS-33100-003,Knowles,WALLEYE SISONIC FLEX EVAL KIT,59,0,"401.25000","0","1","SiSonic™","Active","Audio","MEMS Omnidirectional Microphones","-","SiSonic","USB Powered or External Supply","Board(s), Cable(s), Accessories"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9065_qsg.pdf,//media.digikey.com/photos/EPC/EPC9065.JPG,917-1130-ND,EPC9065,EPC,EVAL BOARD FOR EPC2007C EPC2038,58,0,"414.00000","0","1","eGaN®","Active","Power Management","Wireless Power Supply/Charging","No","EPC2007C, EPC2038","-","Board(s)"
https://www.xmos.com/published/xcore-vocalfusion-4-mic-kit-for-amazon-avs-product-brief?version=latest,//media.digikey.com/Photos/XMOS%20Photos/MFG-XK-VF3000-L33-AVS.jpg,880-1126-ND,XK-VF3000-L33-AVS,XMOS,VOCALFUSION 4-MIC KIT AMAZON AVS,49,0,"499.00000","0","1","XCore™","Active","Audio","Voice Recognition","-","XVF3000","-","Board(s), Cable(s)"
http://www.grayhill.com/assets/1/7/Touch_Encoder_Datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_TE-M321-SDK.jpg,GH7910-ND,TE-M321-SDK,Grayhill Inc.,TOUCH ENCODER SDK WITHOUT IPAD,41,0,"553.85000","0","1","-","Active","Interface","Encoder and Touchpad","-","Multi-Touch Ring Encoder (MTRE)","-","Board(s), Cable(s), Power Supply"
//media.digikey.com/pdf/Data%20Sheets/Cirrus%20Logic%20PDFs/Lochnagar_2_User_Guide.pdf,//media.digikey.com/Photos/Cirrus%20Logic%20Photos/MFG_CDB6271-2.jpg,598-2451-ND,CDB6271-2,Cirrus Logic Inc.,LOCHNAGAR 2 MAIN BOARD,140,0,"756.00000","0","1","-","Active","Audio","CODEC","-","-","-","Board(s)"
http://www.grayhill.com/assets/1/7/Touch_Encoder_Datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_%20TE-M321-SDKT.jpg,GH7909-ND,TE-M321-SDKT,Grayhill Inc.,TOUCH ENCODER SDK WITH IPAD,29,0,"922.15000","0","1","-","Active","Interface","Encoder and Touchpad","-","Multi-Touch Ring Encoder (MTRE)","-","Board(s), Cable(s), Power Supply"
http://www.ti.com/lit/ug/dlpu028d/dlpu028d.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DLPLCR6500EVM.JPG,296-43439-ND,DLPLCR6500EVM,Texas Instruments,EVAL BOARD FOR DLPLCR6500,29,0,"2075.76000","0","1","-","Active","Reference Design","Projection DLP","-","DLP6500, DLPC900","-","Board(s)"
https://github.com/sparkfun/74HC4051_8-Channel_Mux_Breakout,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/BOB-13906.JPG,1568-1423-ND,BOB-13906,SparkFun Electronics,MULTIPLEXER BREAKOUT - 8 CHANNEL,116,0,"2.50000","0","1","-","Active","Interface","8:1 Multiplexer","No","74HC4051","8-Channel (Octal)","Board(s)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftxb0104,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-11771.JPG,1568-1208-ND,BOB-11771,SparkFun Electronics,VOLTAGE-LEVEL TRANSLATOR BREAKOU,156,0,"4.50000","0","1","-","Active","Interface","Logic-Level Translator","No","TXB0104","4-Channel (Quad)","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOB-09056_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-09056.JPG,1568-1181-ND,BOB-09056,SparkFun Electronics,ANALOG/DIGITAL MUX BREAKOUT,179,0,"5.50000","0","1","-","Active","Interface","Analog and Digital Switch","-","74HC4067","16-Channel","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-microlipo-and-minilipo-battery-chargers.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1304.JPG,1528-1865-ND,1304,Adafruit Industries LLC,MICRO USB LIION/LIPOLY CHARGER,508,0,"5.95000","0","1","-","Active","Power Management","Battery Charger","-","MCP73831","USB Powered","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SX1509_IO_ExpBreakout_HookupGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-13601.JPG,1568-1186-ND,BOB-13601,SparkFun Electronics,16 OUTPUT I/O EXPANDER BREAKOUT,126,0,"5.95000","0","1","-","Active","Interface","GPIO Expander","No","SX1509","16-Channel","Board(s)"
https://cdn-shop.adafruit.com/datasheets/MAX4465-MAX4469.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1063%20(2).jpg,1528-1013-ND,1063,Adafruit Industries LLC,AMP MICROPHONE ADJUSTABLE,734,0,"6.95000","0","1","-","Active","Audio","Microphone Pre-Amp","-","MAX4466","-","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-microlipo-and-minilipo-battery-chargers.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1904.jpg,1528-1833-ND,1904,Adafruit Industries LLC,LI-ION LI-POLYMER CHARGER BOARD,611,0,"6.95000","0","1","-","Active","Power Management","Battery Charger","-","MCP73831","USB Powered","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-tca9548a-1-to-8-i2c-multiplexer-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2717.jpg,1528-1363-ND,2717,Adafruit Industries LLC,TCA9548A I2C MULTIPLEXER BOARD,480,0,"6.95000","0","1","-","Active","Interface","I²C Switch","-","TCA9548A","8-Channel (Octal)","Board(s), Accessories"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-i2s-mems-microphone-breakout.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_3421.jpg,1528-1908-ND,3421,Adafruit Industries LLC,SPH0645LM4H I2S MICROPHONE BOARD,446,0,"6.95000","0","1","SiSonic™","Active","Audio","MEMS Omnidirectional Microphones","-","SPH0645LM4H","-","Board(s)"
http://cdn.sparkfun.com/datasheets/Sensors/Sound/CEM-C9745JAD462P2.54R.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOB-12758.jpg,1568-1472-ND,BOB-12758,SparkFun Electronics,BREAKOUT BOARD MIC TO PREAMP,145,0,"6.95000","0","1","MicroAmplifier™","Active","Audio","Electret Microphone","No","OPA344","-","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-drv8871-brushed-dc-motor-driver-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3190.jpg,1528-1719-ND,3190,Adafruit Industries LLC,DRV8871 DC MOTOR DRIVER BREAKOUT,349,0,"7.50000","0","1","-","Active","Power Management","Motor Controller/Driver","No","DRV8871","Single-H-Bridge Driver","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_LC234X.pdf,//media.digikey.com/Photos/FTDI%20%28Future%20Tech%20Devices%29/MFG_LC234X.jpg,768-1317-ND,LC234X,"FTDI, Future Technology Devices International Ltd",MOD USB UART DEV FT234XD,288,0,"7.78000","0","1","USBmadeEZ-UART","Active","Interface","USB 2.0 to UART","-","FT234XD","Full Speed (12Mbps)","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-agc-electret-microphone-amplifier-max9814.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1713.jpg,1528-1028-ND,1713,Adafruit Industries LLC,EVAL BOARD FOR MAX9814,452,0,"7.95000","0","1","-","Active","Audio","Microphone Amp","-","MAX9814","Automatic Gain Control (AGC)","Board(s)"
https://cdn-shop.adafruit.com/datasheets/txb0108.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/395.jpg,1528-1003-ND,395,Adafruit Industries LLC,EVAL BOARD 8CH BI LOGIC LEVEL,363,0,"8.00000","0","1","-","Active","Interface","Logic-Level Translator","-","TXB0108","8-Channel (Octal)","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_LC231X.pdf,//media.digikey.com/Photos/FTDI%20%28Future%20Tech%20Devices%29/MFG_LC231X.jpg,768-1316-ND,LC231X,"FTDI, Future Technology Devices International Ltd",MOD USB UART DEV FT231X,306,0,"8.11000","0","1","USBmadeEZ-UART, FT-X, X-Chip","Active","Interface","USB 2.0 to UART","-","FT231X","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10217_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/PRT-10217.JPG,1568-1179-ND,PRT-10217,SparkFun Electronics,LIPO CHARGER BASIC - MICRO-USB,130,0,"8.95000","0","1","-","Active","Power Management","Battery Charger","-","MCP73831","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/904_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_904.jpg,1528-1168-ND,904,Adafruit Industries LLC,BREAKOUT INA219 DC SENS 26V 3.2A,634,0,"9.95000","0","1","-","Active","Power Management","Current Monitor","-","INA219B","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/INA169_BOB_HookupGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/SEN-12040.jpg,1568-1004-ND,SEN-12040,SparkFun Electronics,INA169 CURRENT SENSOR,129,0,"9.95000","0","1","-","Active","Power Management","Current Monitor","No","INA169","Current Shunt Monitor","Board(s)"
https://download.mikroe.com/documents/add-on-boards/other/interface/max3232/max3232-board-manual-v100.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-602.jpg,1471-1246-ND,MIKROE-602,MikroElektronika,BOARD MAX3232,192,0,"10.10000","0","1","-","Active","Interface","Transceiver, RS-232","No","MAX3232","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SoundDetector_HookupGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/SEN-12642.JPG,1568-1290-ND,SEN-12642,SparkFun Electronics,SPARKFUN SOUND DETECTOR,553,0,"10.95000","0","1","-","Active","Audio","Electret Microphone","-","LMV324","-","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UMFT234XD.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/MFG_UMFT234XD-WE.jpg,768-1175-ND,UMFT234XD-WE,"FTDI, Future Technology Devices International Ltd",BRD BRKOUT USB FT234XD WIRE END,166,0,"11.46000","0","1","USBmadeEZ-UART","Active","Interface","USB 2.0 to UART","Yes, ASIC","FT234XD","Full Speed (12Mbps), UART Signals via 8, 6"" Flying Leads Connected to the PCB","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1778_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1778.jpg,1528-1407-ND,1778,Adafruit Industries LLC,THERMOCOUPLE AMPLIFIER,221,0,"11.95000","0","1","-","Active","Interface","Sensor Signal Conditioner","-","AD8495","K Type Thermocouple Required","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-ds3231-precision-rtc-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3013.jpg,1528-1598-ND,3013,Adafruit Industries LLC,ADAFRUIT DS3231 PRECISION RTC BR,893,0,"13.95000","0","1","-","Active","Timing","Real Time Clock (RTC)","-","DS3231","-","Board(s)"
https://www.infineon.com/dgdl/Infineon-H-Bridge_Kit_2Go_UM-UM-v01_01-EN.pdf?fileId=5546d46250cc1fdf015133ee879d3696&ack=t,//media.digikey.com/Photos/Infineon%20Photos/MFG_HBRIDGEKIT2GOTOBO1.jpg,HBRIDGEKIT2GOTOBO1-ND,HBRIDGEKIT2GOTOBO1,Infineon Technologies,KIT H-BRIDGE IFX9201,106,0,"14.63000","0","1","-","Active","Power Management","Motor Controller/Driver","Yes, MCU, 32-Bit","IFX9201","Single-H-Bridge Driver","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-ft232h-breakout.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2264.jpg,1528-1449-ND,2264,Adafruit Industries LLC,FT232H USB TO GPIO/SPI/I2C,1551,0,"14.95000","0","1","-","Active","Interface","USB 2.0 to Parallel and Serial","-","FT232H","High Speed (480Mbps) Transceiver","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-max31865-rtd-pt100-amplifier.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3328.jpg,1528-1804-ND,3328,Adafruit Industries LLC,PT100 RTD TEMPERATURE SENSOR AMP,377,0,"14.95000","0","1","-","Active","Interface","Resistance-to-Digital Converter","-","MAX31865","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1901_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1901.jpg,1528-1384-ND,1901,Adafruit Industries LLC,UNIVERSAL QI WIRELSS RECEIVR MOD,323,0,"14.95000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","-","BQ51013B","Receiver","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/269_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/269.jpg,1528-1000-ND,269,Adafruit Industries LLC,EVAL BOARD FOR MAX31855,192,0,"14.95000","0","1","-","Active","Power Management","Thermal Management","No","MAX31855","K Type Thermocouple Required","Board(s)"
https://www.olimex.com/Products/Modules/Ethernet/ENC28J60-H/resources/ENC28J60-H.pdf,//media.digikey.com/Photos/Olimex%20LTD/ENC28J60-H.JPG,1188-1044-ND,ENC28J60-H,Olimex LTD,MICROCHIP ETHERNET SPI MODULE,213,0,"16.15000","0","1","-","Active","Interface","Ethernet Control","-","ENC28J60","-","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UM232H-B.pdf,//media.digikey.com/photos/FTDI%20(Future%20Tech%20Devices)/UM232H-B-NC.JPG,768-1160-ND,UM232H-B-NC,"FTDI, Future Technology Devices International Ltd",BRD BRKOUT USB HS FT232H NOCNCTR,111,0,"17.40000","0","1","-","Active","Interface","USB 2.0 to Parallel and Serial","No","FT232H","High Speed (480Mbps) Transceiver","Board(s)"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-max31856-thermocouple-amplifier.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3263.JPG,1528-1772-ND,3263,Adafruit Industries LLC,MAX31856 THERMOCOUPLE AMP BOARD,264,0,"17.50000","0","1","-","Active","Interface","Sensor Signal Conditioner","No","MAX31856","B, E, J, K, N, R, S or T Type Thermocouple Required","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/829999STICK.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_829999STICK.jpg,732-11369-ND,829999STICK,Wurth Electronics Inc.,USB 2.0 EMC STICK WITH INTEGRATE,168,0,"17.99000","0","1","-","Active","Circuit Protection","Electrostatic Discharge (ESD)","-","82400102","-","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UMFT230XA.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/UMFT230XA-02.JPG,768-1213-ND,UMFT230XA-02,"FTDI, Future Technology Devices International Ltd",MOD USB BASIC UART DEV FT230X,113,0,"18.83000","0","1","USBmadeEZ-UART, FT-X, X-Chip","Active","Interface","USB 2.0 to UART","Yes, ASIC","FT230X","USB Full Speed, Mini-B Socket, 0.3"" Wide 16-Pin DIP Socket","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-feather-m0-adalogger.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2796.jpg,1528-1539-ND,2796,Adafruit Industries LLC,EVAL BRD FEATHER M0 ADALOGGER,1067,0,"19.95000","0","1","-","Active","Memory","Data Logger","Yes, MCU, 32-Bit","ATSAMD21G18","-","Board(s)"
https://www.trinamic.com/fileadmin/assets/Products/Eval_Documents/TMC2660-BOB_datasheet_Rev1.0.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_TMC2660-BOB.JPG,1460-1245-ND,TMC2660-BOB,Trinamic Motion Control GmbH,BREAKOUTBOARD WITH TMC2660,149,0,"19.95000","0","1","-","Active","Power Management","Motor Controller/Driver, Stepper","-","TMC2660","Motors (Stepper)","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_UM245R.pdf,//media.digikey.com/photos/FTDI%20(Future%20Tech%20Devices)/UM245R.jpg,768-1020-ND,UM245R,"FTDI, Future Technology Devices International Ltd",MOD USB PARALLEL FIFO DEV FT245R,344,0,"20.00000","0","1","-","Active","Interface","USB 2.0 to Parallel FIFO Bridge","No","FT245R","300kBps to 1MBps USB to parallel FIFO via 4-Wire Interface","Board(s)"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_EVAL232R.pdf,//media.digikey.com/photos/FTDI%20(Future%20Tech%20Devices)/EVAL%20232R.JPG,768-1023-ND,EVAL232R,"FTDI, Future Technology Devices International Ltd",MOD USB RS232 DEV/EVAL FT232RL,106,0,"21.00000","0","1","-","Active","Interface","USB 2.0 to UART (RS232) Bridge","No","FT232R","Full Speed, Rates of 300 ~ 3 MBaud, Security ID Number","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2162_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_2162.JPG,1528-1977-ND,2162,Adafruit Industries LLC,UNIVERSAL QI WIRELESS CHARGING T,124,0,"26.95000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","-","-","Transmitter","Board(s)"
https://learn.adafruit.com/downloads/pdf/adafruit-audio-fx-sound-board.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2217.jpg,1528-1491-ND,2217,Adafruit Industries LLC,FX SOUND BOARD 2X2W AMP WAV/OGG,247,0,"29.95000","0","1","-","Active","Audio","Audio Processing","-","-","WAV File Playback","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2107_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2107.jpg,1528-1784-ND,2107,Adafruit Industries LLC,ADUM4160 100MA USB ISOLATOR BRD,283,0,"34.95000","0","1","IsoPower®, iCoupler®","Active","Interface","Digital Isolator","-","ADuM4160, ADuM5000","USB Bidirectional Isolation","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/data_brief/group1/78/f6/28/fe/2b/0f/49/d0/DM00449165/files/DM00449165.pdf/jcr:content/translations/en.DM00449165.pdf,//media.digikey.com/Photos/STMicro%20Photos/STEVAL-MIC001V1.JPG,497-17812-ND,STEVAL-MIC001V1,STMicroelectronics,MICROPHONE COUPON BOARD BASED ON,106,0,"35.00000","0","1","-","Active","Audio","MEMS Omnidirectional Microphones","No","MP34DT05-A","-","Board(s)"
https://datasheets.maximintegrated.com/en/ds/MAX17055GEVKIT-MAX17055XEVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX17055XEVKIT%23.jpg,MAX17055XEVKIT#-ND,MAX17055XEVKIT#,Maxim Integrated,KIT FOR MAX17055,26,65,"75.00000","0","1","ModelGauge™","Active","Power Management","Fuel Gauge","-","MAX17055","-","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/Tsunami_Hookup_Guide_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_WIG-13810.jpg,1568-1516-ND,WIG-13810,SparkFun Electronics,TSUNAMI SUPER WAV TRIGGER,30,0,"81.25000","0","1","SAM S70","Active","Audio","Audio Processing","Yes, MCU, 32-Bit","ATSAMS70N20","WAV File Playback","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9002C_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9002C.jpg,917-1127-ND,EPC9002C,EPC,BOARD DEV FOR EPC2001C 100V,41,0,"90.00000","0","1","eGaN®","Active","Power Management","*","-","EPC2001C","-","Board(s)"
-,//media.digikey.com/Photos/EPC/MFG_EPC9014.jpg,917-1056-ND,EPC9014,EPC,BOARD DEV FOR EPC2019 200V EGAN,39,0,"90.00000","0","1","eGaN®","Active","Power Management","*","-","EPC2019","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9003C_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9003C.jpg,917-1091-ND,EPC9003C,EPC,BOARD DEV FOR EPC2010C 200V EGAN,40,0,"90.00000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","No","EPC2010C","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9006C_qsg.pdf,//media.digikey.com/photos/EPC/EPC9006C.JPG,917-1128-ND,EPC9006C,EPC,BOARD DEV FOR EPC2007C 100V,31,0,"90.00000","0","1","eGaN®","Active","Power Management","*","-","EPC2007C","-","Board(s)"
http://epc-co.com/epc/documents/guides/EPC9034_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC903X_Series.jpg,917-1058-ND,EPC9034,EPC,BOARD DEV FOR EPC2021 80V EGAN,30,0,"90.00000","0","1","eGaN®","Active","Power Management","*","-","EPC2021","-","Board(s)"
http://www.puiaudio.com/pdf/PMM-3738-VM1000-EB-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_PMM-3738-VM1000-EB-R.jpg,668-1586-ND,PMM-3738-VM1000-EB-R,"PUI Audio, Inc.",MEMS PIEZO MICROPHONE EVALUATION,43,0,"98.75000","0","1","Vesper","Active","Audio","MEMS Omnidirectional Microphones","-","PMM-3738-VM1000-R","Analog Output","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/data_brief/group1/94/27/2e/5e/87/c2/4b/c7/DM00437902/files/DM00437902.pdf/jcr:content/translations/en.DM00437902.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STEVAL-ISB044V1_bottom.jpg,497-17681-ND,STEVAL-ISB044V1,STMicroelectronics,EVAL KIT BASED ON STWBC-EP,44,0,"100.00000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","-","STWBC-EP","Transmitter","Board(s)"
http://www.ti.com/lit/pdf/scdu005,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TS3DV642EVM.jpg,296-45991-ND,TS3DV642EVM,Texas Instruments,EVAL MODULE FOR TS3DV642,26,166,"102.80000","0","1","-","Active","Video","Switch, HDMI","No","TS3DV642","12-Channel","Board(s)"
https://www.trinamic.com/fileadmin/assets/Products/ICs_Documents/TMC2160-EVAL_datasheet_Rev1.00.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC2160-EVAL.jpg,1460-1351-ND,TMC2160-EVAL,Trinamic Motion Control GmbH,EVAL BOARD FOR TMC2160,27,0,"103.13000","0","1","Landungsbrücke, Startrampe","Active","Power Management","Motor Controller/Driver, Stepper","-","TMC2160","-","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9078_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC9078.jpg,917-1164-ND,EPC9078,EPC,BOARD DEV FOR EPC2045 100V EGAN,49,0,"118.75000","0","1","eGaN®","Active","Power Management","*","-","EPC2045","-","Board(s)"
https://www.cmlmicro.com/wp-content/uploads/2017/10/PE0003_um.pdf,//media.digikey.com/photos/CML-Microcircuits/MFG_PE0003.jpg,2032-1034-ND,PE0003,CML Microcircuits,C-BUS UNIVERSAL INTERFACE CARD,59,0,"120.00000","0","1","-","Active","Interface","C-BUS","Yes, MCU, 32-Bit","LPC4330","-","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9204_qsg.pdf,//media.digikey.com/Photos/EPC/MFG_EPC9204.jpg,917-1194-ND,EPC9204,EPC,EVAL BOARD FOR EPC2111,48,0,"131.25000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","-","EPC2111","-","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9205_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9205.jpg,917-1195-ND,EPC9205,EPC,EVAL BOARD FOR EPC2045,28,0,"131.25000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","-","EPC2045","-","Board(s)"
http://epc-co.com/epc/Portals/0/epc/documents/guides/EPC9013_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9013.jpg,917-1040-ND,EPC9013,EPC,BOARD DEV FOR EPC2001 100V EGAN,38,0,"143.75000","0","1","eGaN®","Active","Power Management","Half H-Bridge Driver (External FET)","No","EPC2001C","100V, 35A Max Output GaNFET Capability","Board(s)"
https://www.silabs.com/documents/public/reference-manuals/si5332-rm.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SI5332-6EX-EVB.jpg,336-4093-ND,SI5332-6EX-EVB,Silicon Labs,6-OUTPUT SI5332 EVAL KIT,39,0,"150.00000","0","1","MultiSynth™","Active","Timing","Clock Generator","-","Si5332","6-Channel (Hex)","Board(s)"
https://www.nxp.com/docs/en/user-guide/AH1508.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_OM14510%5ESJA1105TJP.jpg,568-13699-ND,OM14510/SJA1105TJP,NXP USA Inc.,APPLICATION BOARD,34,0,"413.15000","0","1","-","Active","Interface","Ethernet","-","SJA1105","-","Board(s)"
https://cdn-shop.adafruit.com/datasheets/txb0104.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1875.jpg,1528-1033-ND,1875,Adafruit Industries LLC,EVAL BOARD FOR TXB0104,774,0,"3.50000","0","1","-","Active","Interface","Logic-Level Translator","-","TXB0104","4-Channel (Quad)","Board(s)"
https://cdn-shop.adafruit.com/datasheets/BSS138.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_757.jpg,1528-1007-ND,757,Adafruit Industries LLC,EVAL BOARD 4CH BI LOGIC CNVTER,1194,0,"3.95000","0","1","-","Active","Interface","Logic-Level Translator","No","BSS138","4-Channel (Quad)","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/data_brief/group0/1f/44/a1/70/24/cb/4a/3e/DM00335889/files/DM00335889.pdf/jcr:content/translations/en.DM00335889.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_EV-VN7004CLH.jpg,497-16994-ND,EV-VN7004CLH,STMicroelectronics,VN7004CLH EVALUATION BOARD,177,0,"4.47000","0","1","VIPower™","Active","Power Management","High Side Driver (Internal FET)","-","VN7004CLH","1-Channel (Single)","Board(s)"
