Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Module/Board Type","For Use With/Related Products"
https://www.dialog-semiconductor.com/sites/default/files/slg46721r115_11142018.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46537M-SKT.jpg,1827-1021-ND,SLG46721V-SKT,Dialog Semiconductor GmbH,SLG4SA20-20X30 WITH 50 SAMPLES,29,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46721"
https://www.dialog-semiconductor.com/sites/default/files/slg46140r112_09072018.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46121V-SKT.jpg,1827-1007-ND,SLG46140V-SKT,Dialog Semiconductor GmbH,SLG4SA14-16X20 WITH 50 SAMPLES,27,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46140"
https://www.dialog-semiconductor.com/sites/default/files/slg46108r110_11132018.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46121V-SKT.jpg,1827-1001-ND,SLG46108V-SKT,Dialog Semiconductor GmbH,SLG4SA8-10X12 WITH 50 SAMPLES,21,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46108"
https://www.dialog-semiconductor.com/sites/default/files/slg46537r113_11142018.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46537V-SKT.jpg,1827-1016-ND,SLG46537V-SKT,Dialog Semiconductor GmbH,SLG4SA20-20X30 WITH 50 SAMPLES,20,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46537"
http://www.silego.com/uploads/Products/product_275/SLG46120r108_10102017.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46121V-SKT.jpg,1827-1005-ND,SLG46120V-SKT,Dialog Semiconductor GmbH,SLG4SA12-16X16 WITH 50 SAMPLES,6,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46120"
https://www.dialog-semiconductor.com/sites/default/files/slg46533r119_11142018.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46537M-SKT.jpg,1827-1011-ND,SLG46533V-SKT,Dialog Semiconductor GmbH,SLG4SA20-20X30 WITH 50 SAMPLES,6,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46533"
//media.digikey.com/pdf/Data%20Sheets/Silego%20PDFs/SLG46722_Rev1.11_5-31-16.pdf,//media.digikey.com/Photos/Silego/MFG_SLG46121V-SKT.jpg,1827-1022-ND,SLG46722V-SKT,Dialog Semiconductor GmbH,SLG4SA20-20X30 WITH 50 SAMPLES,6,0,"38.25000","0","1","GreenPAK™","Active","Socket Module - QFN","SLG46722"
-,-,296-53271-ND,MSP-TS430PT48A,Texas Instruments,DEVELOPMENT EMBEDDED,4,0,"102.80000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,-,296-49397-ND,MSP-TS430PT48,Texas Instruments,EVAL BOARD FOR MSP430,2,0,"102.80000","0","1","-","Active","ZIF Socket","MSP430"
https://www.silabs.com/documents/public/user-guides/ug286-clockbuilderpro-dongle.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/SI5332-40SKT-DK.JPG,336-4097-ND,SI5332-40SKT-DK,Silicon Labs,40-QFN SI5332 CBPRO DONGLE KIT,7,0,"127.73000","0","1","ClockBuilderPro™","Active","Socket Module - QFN","Si5332"
https://www.silabs.com/documents/public/user-guides/ug286-clockbuilderpro-dongle.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI5332-48SKT-DK.jpg,336-4098-ND,SI5332-48SKT-DK,Silicon Labs,48-QFN SI5332 CBPRO DONGLE KIT,7,0,"127.73000","0","1","ClockBuilderPro™","Active","Socket Module - QFN","Si5332"
https://www.silabs.com/documents/public/reference-manuals/si5383-84-rm.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si538X4X-56SKT-DK.jpg,336-4538-ND,SI538X4X-56SKT-DK,Silicon Labs,DEV BOARD FOR CBPROG-DONGLE,4,0,"127.73000","0","1","ClockBuilderPro™","Active","Socket Module - QFN","Si534x, Si538x"
http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-3605-CPLD-ATF15xx-DK3-Development-Kit-UserGuide.pdf,//media.digikey.com/photos/Atmel%20Photos/ATF15XXDK3-SAA100.JPG,ATF15XXDK3-SAA100-ND,ATF15XXDK3-SAA100,Microchip Technology,100-PIN TQFP DK3 SOCKET ADAPTER,2,0,"135.00000","0","1","-","Active","Socket Module - TQFP","ATF15xxDK3"
http://www.ti.com/lit/pdf/slau278,-,296-49119-ND,MSP-TS430RHL20,Texas Instruments,MSP430FR2422 MSP430FR25X2 EVAL,7,0,"154.72000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164364.jpg,AC164364-ND,AC164364,Microchip Technology,MODULE SKT FOR PM3 8TDFN,5,0,"189.99000","0","1","-","Active","Socket Module - TDFN","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/AC164405_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164405.JPG,AC164405-ND,AC164405,Microchip Technology,PM3 SOCKET MODULE FOR 36L SQFN,5,0,"189.99000","0","1","-","Active","Socket Module - SQFN","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/AC164334_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164334.jpg,AC164334-ND,AC164334,Microchip Technology,MODULE SOCKET FOR 8L 2X3MM DFN,4,0,"189.99000","0","1","-","Active","Socket Module - DFN","MPLAB® PM3"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164400.jpg,AC164400-ND,AC164400,Microchip Technology,MODULE SKT FOR PM3 40DIP,4,0,"189.99000","0","1","-","Active","Socket Module - DIP","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/AC1643xx_AC1644xx_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164408.JPG,AC164408-ND,AC164408,Microchip Technology,PM3 SOCKET MODULE FOR 8L DFN/20L,3,0,"189.99000","0","1","MPLAB® PM3","Active","Socket Module - DFN/QFN","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/SocketModules_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164396.JPG,AC164396-ND,AC164396,Microchip Technology,MODULE SKT FOR PM3 176-LQFP,3,0,"189.99000","0","1","MPLAB® PM3","Active","Socket Module - LQFP","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/SocketModules_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164414.jpg,AC164414-ND,AC164414,Microchip Technology,MODULE SKT FOR PM3 64-TQFP,3,0,"189.99000","0","1","-","Active","Socket Module - QFN","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/SocketModules_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164413.jpg,AC164413-ND,AC164413,Microchip Technology,MODULE SKT FOR PM3 64-TQFP,2,0,"189.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164411.JPG,AC164411-ND,AC164411,Microchip Technology,PM3 28L UQFN (4X4)MM UNIVERSAL S,3,0,"289.99000","0","1","-","Active","Socket Module - UQFN","MPLAB® PM3"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164415.JPG,AC164415-ND,AC164415,Microchip Technology,PM3 80L TQFP (33EP/CH) (12X12)MM,3,0,"289.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
-,-,AC164397-ND,AC164397,Microchip Technology,PM3 SOCKET MODULE 169L FBGA,3,0,"289.99000","0","1","MPLAB® PM3","Active","Socket Module - BGA","MPLAB® PM3"
-,-,AC164398-ND,AC164398,Microchip Technology,PM3 SOCKET MODULE 288L FBGA,3,0,"289.99000","0","1","MPLAB® PM3","Active","Socket Module - BGA","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/AC164416_Web.pdf,-,AC164416-ND,AC164416,Microchip Technology,UNIVERSAL SOCKET MODULE,3,0,"289.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/SocketModules_Web.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC164418.jpg,AC164418-ND,AC164418,Microchip Technology,MODULE SKT FOR PM3 124-VTLA,3,0,"383.99000","0","1","-","Active","Socket Module - VTLA","MPLAB® PM3"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/photos/Atmel%20Photos/ATSTK600-RC49.JPG,ATSTK600-RC49-ND,ATSTK600-RC49,Microchip Technology,ROUTING CARD STK600,49,0,"9.60000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/photos/Atmel%20Photos/ATSTK600-RC57.JPG,ATSTK600-RC57-ND,ATSTK600-RC57,Microchip Technology,STK600 ROUTING CARD AVR 28-PIN,34,0,"9.60000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-RC21.JPG,ATSTK600-RC21-ND,ATSTK600-RC21,Microchip Technology,STK600 ROUTING CARD AVR,28,0,"9.60000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-RC33.jpg,ATSTK600-RC33-ND,ATSTK600-RC33,Microchip Technology,STK600 ROUTING CARD AVR,28,0,"9.60000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-42148-SAM-D20-STK600-RC064SAM-72_User-Guide.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-RC72.jpg,ATSTK600-RC72-ND,ATSTK600-RC72,Microchip Technology,STK600 ROUTING CARD AVR,26,0,"12.99000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC16.JPG,ATSTK600-SC16-ND,ATSTK600-SC16,Microchip Technology,STK600 TQFP SOCKET CARD AVR,13,0,"51.60000","0","1","AVR®","Active","Socket Adapter","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC13.JPG,ATSTK600-SC13-ND,ATSTK600-SC13,Microchip Technology,STK600 TSSOP SOCKET CARD AVR,10,0,"51.60000","0","1","AVR®","Active","Socket Adapter","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC48.JPG,ATSTK600-SC48-ND,ATSTK600-SC48,Microchip Technology,STK600 TSSOP SOCKET CARD AVR,2,0,"82.80000","0","1","AVR®","Active","Socket Adapter","STK600"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-ISP-NEC.JPG,AE-ISP-NEC-ND,AE-ISP-NEC,Phyton Inc.,ADAPTER BH16 TO 28-DIP,3,0,"90.00000","0","1","-","Active","Adapter DIP28/BH-16","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-P20U.jpg,AE-P20U-ND,AE-P20U,Phyton Inc.,ADAPTER SOCKET 28-PLCC TO 20-DIP,2,0,"90.00000","0","1","-","Active","Socket Module - PLCC","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-SP20-P16.jpg,AE-SP20-P16-ND,AE-SP20-P16,Phyton Inc.,ADAPTER SOCKET 20-SSOP TO 18-DIP,2,0,"90.00000","0","1","-","Active","Socket Module - SSOP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC41.jpg,ATSTK600-SC41-ND,ATSTK600-SC41,Microchip Technology,STK600 QFN-48 SOCKET CARD AVR,3,0,"104.40000","0","1","AVR®","Active","Socket Adapter","STK600"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-TS28.JPG,AE-TS28-ND,AE-TS28,Phyton Inc.,ADAPTER SOCKET 28-TSOP TO 28-DIP,2,0,"105.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-TS32N.jpg,AE-TS32N-ND,AE-TS32N,Phyton Inc.,ADAPTER SOCKET 32-TSOP TO 32-DIP,3,0,"110.00000","0","1","-","Active","Socket Module - TSOP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-SC32U.JPG,AE-SC32U-ND,AE-SC32U,Phyton Inc.,ADAPTER SOCKET 32-SOIC TO 32-DIP,2,0,"115.00000","0","1","-","Active","Socket Module - SOIC","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-TS40N.JPG,AE-TS40N-ND,AE-TS40N,Phyton Inc.,ADAPTER SOCKET 40-TSOP TO 40-DIP,2,0,"120.00000","0","1","-","Active","Socket Module - TSOP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
http://www.logicalsys.com/datasht/40p64dp.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA40-44-P64-DP.jpg,309-1031-ND,PA40-44-P64-DP,Logical Systems Inc.,ADAPTER 40-DIP ZIF & 44-PLCC,2,0,"121.74000","0","1","-","Active","ZIF Socket","PIC16C64A, 65A(B), 67, 662, 74A(B), 774, 77, F874, F877"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-P44-A32%5E64.jpg,AE-P44-A32/64-ND,AE-P44-A32/64,Phyton Inc.,ADAPTER SOCKET 44-PLCC TO 40-DIP,2,0,"125.00000","0","1","-","Active","Socket Module - PLCC","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-SS56-16AM.jpg,AE-SS56-16AM-ND,AE-SS56-16AM,Phyton Inc.,ADAPTER QFP44 FOR 8051 DEVICES,2,0,"125.00000","0","1","-","Active","Socket Module - SSOP","ChipProg-40"
-,//media.digikey.com/photos/Phyton%20Photos/AE-SS56-16I.jpg,AE-SS56-16I-ND,AE-SS56-16I,Phyton Inc.,ADAPTER SOCKET 56-SSOP TO 40-DIP,2,0,"125.00000","0","1","-","Active","Socket Module - SSOP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-TS40N-2.jpg,AE-TS40N-2-ND,AE-TS40N-2,Phyton Inc.,ADAPTER SOCKET 40-TSOP TO 40-DIP,2,0,"137.50000","0","1","-","Obsolete","Socket Module - TSOP","ChipProg+"
https://ams.com/documents/20143/36005/AS5215_DS000104_1-00.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/MFG_AS5215%20PB.jpg,AS5215PB-ND,AS5215-QF_EK_PB,ams,PROGRAMMING BOARD FOR AS5215,2,0,"144.38000","0","1","-","Active","ZIF Socket","AS5215"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-SOT23-93XX.jpg,AE-SOT23-93XX-ND,AE-SOT23-93XX,Phyton Inc.,ADAPTER SOCKET SOT-23-6 TO 8-DIP,2,0,"150.00000","0","1","-","Active","Socket Module - SOT-23","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-SOT23-P10.jpg,AE-SOT23-P10-ND,AE-SOT23-P10,Phyton Inc.,ADAPTER SOCKET SOT-23-6 TO 8-DIP,2,0,"150.00000","0","1","-","Active","Socket Module - SOT-23","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-TS48-16.jpg,AE-TS48-16-ND,AE-TS48-16,Phyton Inc.,ISP CABLEADAPTER 16-PIN HEADER,2,0,"150.00000","0","1","-","Active","Socket Module - TSOP","ChipProg-40"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164038.JPG,AC164038-ND,AC164038,Microchip Technology,MODULE SOCKET PIC16F59 40DIP,3,0,"159.99000","0","1","-","Active","Socket Module - DIP","PRO MATE - II™/PRO MATE™"
-,//media.digikey.com/photos/Phyton%20Photos/AE-TS40W.JPG,AE-TS40W-2-ND,AE-TS40W-2,Phyton Inc.,ADAPTER SOCKET 40-TSOP TO 40-DIP,3,0,"175.00000","0","1","-","Obsolete","Socket Module - TSOP","ChipProg+"
-,//media.digikey.com/photos/Phyton%20Photos/AE-P84-P858.JPG,AE-P84-P858-ND,AE-P84-P858,Phyton Inc.,ADAPTER SOCKET 84-PLCC TO 40-DIP,2,0,"175.00000","0","1","-","Active","Socket Module - PLCC","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-Q44-PIC30.jpg,AE-Q44-PIC30-ND,AE-Q44-PIC30,Phyton Inc.,ADAPTER SOCKET 44-QFP TO 40-DIP,2,0,"182.81000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
http://www.tech-tools.com/files/apnqw4soic28.pdf,//media.digikey.com/photos/TechTools%20Photos/QW-4SOIC28.JPG,QW-4SOIC28-ND,QW-4SOIC28,TechTools,ADAPTER QUICKWRITER 4GANG 28SOIC,2,0,"186.75000","0","1","-","Active","Socket Module - SOIC","QuickWriter™"
http://www.tech-tools.com/files/apnqw4soic18.pdf,//media.digikey.com/photos/TechTools%20Photos/QW-4SOIC18.JPG,QW-4SOIC18-ND,QW-4SOIC18,TechTools,ADAPTER QUICKWRITER 4GANG 18SOIC,2,0,"186.75000","0","1","-","Active","Socket Module - SOIC","QuickWriter™"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q64-HC908-1.JPG,AE-Q64-HC908-1-ND,AE-Q64-HC908-1,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,0,0,"192.19000","0","1","-","Active","Socket Module - QFP","ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q64-PIC30-2.JPG,AE-Q64-PIC30-2-ND,AE-Q64-PIC30-2,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,2,0,"192.19000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC30F005.JPG,AC30F005-ND,AC30F005,Microchip Technology,MODULE SCKT DSPIC30F 18DIP/SOIC,3,0,"193.03000","0","1","-","Obsolete","Socket Module - DIP/SOIC","PRO MATE - II™/PRO MATE™"
-,//media.digikey.com/photos/Phyton%20Photos/AE-T44-I51.JPG,AE-T44-I51/505-ND,AE-T44-I51/505,Phyton Inc.,ADAPTER SOCKET 44-QFP TO 40-DIP,3,0,"195.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q44-P33.JPG,AE-Q44-P33-ND,AE-Q44-P33,Phyton Inc.,ADAPTER SOCKET 44-QFP TO 40-DIP,2,0,"195.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q44-STM8.JPG,AE-Q44-STM8-ND,AE-Q44-STM8,Phyton Inc.,ADAPTER SOCKET 44-QFP TO 40-DIP,2,0,"195.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-Q48-STM8.jpg,AE-Q48-STM8-ND,AE-Q48-STM8,Phyton Inc.,ADAPTER SOCKET 48-QFP TO 40-DIP,2,0,"195.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-Q52-HCS12.jpg,AE-Q52-HCS12-ND,AE-Q52-HCS12,Phyton Inc.,ADAPTER SOCKET 52-QFP TO 40-DIP,2,0,"195.00000","0","1","-","Active","Socket Module - QFP","ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-T44-P16.JPG,AE-T44-P16-ND,AE-T44-P16,Phyton Inc.,ADAPTER SOCKET 44-QFP TO 40-DIP,2,0,"195.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC004002.JPG,AC004002-ND,AC004002,Microchip Technology,MODULE SKT PROMATEII 16SOIC,3,0,"199.99000","0","1","-","Active","Socket Module - SOIC","PRO MATE - II™/PRO MATE™"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/ac164313.JPG,AC164313-ND,AC164313,Microchip Technology,MODULE SKT FOR PM3 64PF,2,0,"199.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q64-HCS12.JPG,AE-Q64-HCS12-ND,AE-Q64-HCS12,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,2,0,"205.00000","0","1","-","Active","Socket Module - QFP","ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q64-P33.JPG,AE-Q64-P33-ND,AE-Q64-P33,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,2,0,"205.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/photos/Phyton%20Photos/AE-Q64-P658.JPG,AE-Q64-P658-ND,AE-Q64-P658,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,2,0,"205.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-Q64-STM8.JPG,AE-Q64-STM8-ND,AE-Q64-STM8,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,2,0,"205.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-Q64-XC800.JPG,AE-Q64-XC800-ND,AE-Q64-XC800,Phyton Inc.,ADAPTER SOCKET 64-QFP TO 40-DIP,2,0,"205.00000","0","1","-","Active","Socket Module - QFP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-QFN28U.JPG,AE-QFN28U-T-ND,AE-QFN28U-T,Phyton Inc.,ADAPTER SOCKET 28-QFN TO 28-DIP,10,0,"215.00000","0","1","-","Active","Socket Module - QFN","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
http://www.xeltek.com/software/sp5000/sp5000manual.pdf,//media.digikey.com/photos/Xeltek/CX1004.JPG,415-1039-ND,CX1004,Xeltek,SOCKET ADAPTER 48TSOP SUPERPRO5K,1,0,"239.70000","0","1","-","Active","Socket Module - TSOP","SuperPro 5000"
-,//media.digikey.com/Photos/Phyton%20Photos/AE-QFN40U.JPG,AE-QFN40U-ND,AE-QFN40U,Phyton Inc.,ADAPTER SOCKET 40-QFN TO 40-DIP,2,0,"245.00000","0","1","-","Active","Socket Module - QFN","ChipProg-48, ChipProg-481, ChipProg-G41"
http://www.logicalsys.com/datasht/44qxqf.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA44QF03-44QF.jpg,309-1043-ND,PA44QF03-44QF,Logical Systems Inc.,ADAPTER 44-TQFP TO 44-QFP,2,0,"297.00000","0","1","-","Active","Socket Module - TQFP","-"
-,//media.digikey.com/photos/Roman-Jones%20Photos/SA4.JPG,SA4-ND,SA4,Roman-Jones Inc.,ADAPTER 20-PIN SOIC,25,0,"41.21000","0","1","-","Discontinued at Digi-Key","Socket Module - DIP","Xeltek Programmers"
-,//media.digikey.com/Photos/Roman-Jones%20Photos/SA5.jpg,SA5-ND,SA5,Roman-Jones Inc.,ADAPTER 44-PIN PLCC,24,0,"48.71000","0","1","-","Discontinued at Digi-Key","Socket Module - DIP","SPROM Programmer"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC10.JPG,ATSTK600-SC10-ND,ATSTK600-SC10,Microchip Technology,STK600 TQFP SOCKET CARD AVR,4,0,"51.60000","0","1","AVR®","Active","Socket Adapter","STK600"
http://www.logicalsys.com/datasht/2006.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA8SO1-2006-6.jpg,309-1048-ND,PA8SO1-2006-6,Logical Systems Inc.,ADAPTER 8-SOIC TO 8-DIP,5,0,"59.50000","0","1","-","Active","Socket Module - SOIC","PIC12(L)C508A, 509A PIC12(L)CE518, 519"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164340.JPG,AC164340-ND,AC164340,Microchip Technology,MODULE SKT MPLAB PM3 8DFN/20QFN,1,0,"189.99000","0","1","MPLAB® PM3","Active","Socket Module - 8-DFN, 20-QFN","MPLAB® PM3, Promate II™"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en027196,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164336.JPG,AC164336-ND,AC164336,Microchip Technology,MODULE SOCKET FOR PM3 28/44QFN,0,0,"289.99000","0","1","-","Active","Socket Module - QFN","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-147_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-147.JPG,1471-1502-ND,MIKROE-147,MikroElektronika,DIP TO PLCC44 ADAPTER BOARD,4,0,"7.14000","0","1","-","Active","Socket Module - PLCC","PIC Micro® MCU"
