Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Current - Leakage","Dissipation Factor","Mounting Type","Package / Case","Manufacturer Size Code","Height - Seated (Max)","Features","Operating Temperature","Supplier Device Package","Size / Dimension"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3243-6-ND,NOSA106M006R2000,AVX Corporation,CAP NIOB OXID 10UF 20% 6.3V 1206,2014,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","10µF","±20%","6.3V","2 Ohms","1.2µA","6%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 125°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8867-2-ND,NOSA106M006R1000,AVX Corporation,CAP NIOB OXID 10UF 20% 6.3V 1206,0,0,"0.15728","0","2000","Tape & Reel (TR)","OxiCap® NOS","Active","10µF","±20%","6.3V","1 Ohms","1.2µA","6%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 125°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8867-1-ND,NOSA106M006R1000,AVX Corporation,CAP NIOB OXIDE 10UF 6.3V 1206,1490,0,"0.66000","0","1","Cut Tape (CT)","OxiCap® NOS","Active","10µF","±20%","6.3V","1 Ohms","1.2µA","6%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 125°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8867-6-ND,NOSA106M006R1000,AVX Corporation,CAP NIOB OXIDE 10UF 6.3V 1206,1490,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","10µF","±20%","6.3V","1 Ohms","1.2µA","6%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 125°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8860-2-ND,NOJA226M006RWJ,AVX Corporation,CAP NIOB OXID 22UF 20% 6.3V 1206,0,0,"0.17440","0","2000","Tape & Reel (TR)","OxiCap® NOJ","Active","22µF","±20%","6.3V","1.8 Ohms","2.6µA","8%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8860-1-ND,NOJA226M006RWJ,AVX Corporation,CAP NIOB OXIDE 22UF 6.3V 1206,1373,0,"0.73000","0","1","Cut Tape (CT)","OxiCap® NOJ","Active","22µF","±20%","6.3V","1.8 Ohms","2.6µA","8%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8860-6-ND,NOJA226M006RWJ,AVX Corporation,CAP NIOB OXIDE 22UF 6.3V 1206,1373,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Active","22µF","±20%","6.3V","1.8 Ohms","2.6µA","8%","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","Low ESR","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1824-2-ND,NOJC107M004RWJ,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,1000,0,"0.28500","0","500","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","4V","400 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1824-1-ND,NOJC107M004RWJ,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,1050,0,"0.82000","0","1","Cut Tape (CT)","OxiCap® NOJ","Active","100µF","±20%","4V","400 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1824-6-ND,NOJC107M004RWJ,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,1050,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Active","100µF","±20%","4V","400 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3217-2-ND,NOJC476M006RWJ,AVX Corporation,CAP NIOB OXID 47UF 20% 6.3V 2312,1000,0,"0.32832","0","500","Tape & Reel (TR)","OxiCap® NOJ","Active","47µF","±20%","6.3V","500 mOhms","5.7µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3217-1-ND,NOJC476M006RWJ,AVX Corporation,CAP NIOB OXID 47UF 20% 6.3V 2312,1794,0,"0.90000","0","1","Cut Tape (CT)","OxiCap® NOJ","Active","47µF","±20%","6.3V","500 mOhms","5.7µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3217-6-ND,NOJC476M006RWJ,AVX Corporation,CAP NIOB OXID 47UF 20% 6.3V 2312,1794,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Active","47µF","±20%","6.3V","500 mOhms","5.7µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5842-2-ND,NOJT685M010RWJ,AVX Corporation,CAP NIOB OXID 6.8UF 20% 10V 1210,0,0,"0.33785","0","2500","Tape & Reel (TR)","OxiCap® NOJ","Active","6.8µF","±20%","10V","2.6 Ohms","1.4µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5842-1-ND,NOJT685M010RWJ,AVX Corporation,CAP NIOB OXID 6.8UF 20% 10V 1210,2290,0,"1.02000","0","1","Cut Tape (CT)","OxiCap® NOJ","Active","6.8µF","±20%","10V","2.6 Ohms","1.4µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-5842-6-ND,NOJT685M010RWJ,AVX Corporation,CAP NIOB OXID 6.8UF 20% 10V 1210,2290,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Active","6.8µF","±20%","10V","2.6 Ohms","1.4µA","6%","Surface Mount","1411 (3528 Metric), 1210","T","0.047"" (1.20mm)","-","-55°C ~ 105°C","1210 (3528 Metric)","0.138"" L x 0.110"" W (3.50mm x 2.80mm)"
http://datasheets.avx.com/NLJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5652-2-ND,NLJA476M006R1600,AVX Corporation,CAP NIOB OXID 47UF 20% 6.3V 1206,0,0,"0.43400","0","2000","Tape & Reel (TR)","OxiCap® NLJ","Active","47µF","±20%","6.3V","1.6 Ohms","28.2µA","-","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NLJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5652-1-ND,NLJA476M006R1600,AVX Corporation,CAP NIOB OXID 47UF 20% 6.3V 1206,1754,0,"1.35000","0","1","Cut Tape (CT)","OxiCap® NLJ","Active","47µF","±20%","6.3V","1.6 Ohms","28.2µA","-","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NLJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5652-6-ND,NLJA476M006R1600,AVX Corporation,CAP NIOB OXID 47UF 20% 6.3V 1206,1754,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NLJ","Active","47µF","±20%","6.3V","1.6 Ohms","28.2µA","-","Surface Mount","1206 (3216 Metric)","A","0.071"" (1.80mm)","-","-55°C ~ 105°C","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3235-2-ND,NOSC107M004R0070,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,1000,0,"0.85424","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","4V","70 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3235-1-ND,NOSC107M004R0070,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,1342,0,"2.09000","0","1","Cut Tape (CT)","OxiCap® NOS","Active","100µF","±20%","4V","70 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3235-6-ND,NOSC107M004R0070,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,1342,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","100µF","±20%","4V","70 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3252-2-ND,NOSW336M006R0250,AVX Corporation,CAP NIOB OXID 33UF 20% 6.3V 2312,1000,0,"0.75740","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","33µF","±20%","6.3V","250 mOhms","4µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3252-1-ND,NOSW336M006R0250,AVX Corporation,CAP NIOB OXID 33UF 20% 6.3V 2312,1764,0,"2.12000","0","1","Cut Tape (CT)","OxiCap® NOS","Active","33µF","±20%","6.3V","250 mOhms","4µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3252-6-ND,NOSW336M006R0250,AVX Corporation,CAP NIOB OXID 33UF 20% 6.3V 2312,1764,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","33µF","±20%","6.3V","250 mOhms","4µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3228-2-ND,NOSD477M002R0100,AVX Corporation,CAP NIOB OXI 470UF 20% 2.5V 2917,0,0,"1.49002","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","470µF","±20%","2.5V","100 mOhms","-","-","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3228-1-ND,NOSD477M002R0100,AVX Corporation,CAP NIOB OXI 470UF 20% 2.5V 2917,488,0,"4.00000","0","1","Cut Tape (CT)","OxiCap® NOS","Active","470µF","±20%","2.5V","100 mOhms","-","-","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3228-6-ND,NOSD477M002R0100,AVX Corporation,CAP NIOB OXI 470UF 20% 2.5V 2917,488,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","470µF","±20%","2.5V","100 mOhms","-","-","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CoreCap%C2%AE%20NPV%20Series.pdf,//media.digikey.com/photos/AVX%20Photos/MH%20Series_7361-38%20(EIA).JPG,478-6242-2-ND,NPVV337M004R0003,AVX Corporation,CAP NIOB OXIDE 330UF 20% 4V 2924,0,0,"7.28000","0","400","Tape & Reel (TR)","CoreCap® NPV","Active","330µF","±20%","4V","3 mOhms","26.4µA","6%","Surface Mount","2924 (7361 Metric)","V","0.148"" (3.75mm)","Low ESR Multi-anode","-55°C ~ 105°C","2924 (7361 Metric)","0.287"" L x 0.240"" W (7.30mm x 6.10mm)"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CoreCap%C2%AE%20NPV%20Series.pdf,//media.digikey.com/photos/AVX%20Photos/MH%20Series_7361-38%20(EIA).JPG,478-6242-1-ND,NPVV337M004R0003,AVX Corporation,CAP NIOB OXIDE 330UF 20% 4V 2924,388,0,"11.96000","0","1","Cut Tape (CT)","CoreCap® NPV","Active","330µF","±20%","4V","3 mOhms","26.4µA","6%","Surface Mount","2924 (7361 Metric)","V","0.148"" (3.75mm)","Low ESR Multi-anode","-55°C ~ 105°C","2924 (7361 Metric)","0.287"" L x 0.240"" W (7.30mm x 6.10mm)"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CoreCap%C2%AE%20NPV%20Series.pdf,//media.digikey.com/photos/AVX%20Photos/MH%20Series_7361-38%20(EIA).JPG,478-6242-6-ND,NPVV337M004R0003,AVX Corporation,CAP NIOB OXIDE 330UF 20% 4V 2924,388,0,"Digi-Reel","0","1","Digi-Reel®","CoreCap® NPV","Active","330µF","±20%","4V","3 mOhms","26.4µA","6%","Surface Mount","2924 (7361 Metric)","V","0.148"" (3.75mm)","Low ESR Multi-anode","-55°C ~ 105°C","2924 (7361 Metric)","0.287"" L x 0.240"" W (7.30mm x 6.10mm)"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CoreCap%C2%AE%20NPV%20Series.pdf,//media.digikey.com/photos/AVX%20Photos/MH%20Series_7361-38%20(EIA).JPG,478-6243-2-ND,NPVV477M004R0003,AVX Corporation,CAP NIOB OXIDE 470UF 20% 4V 2924,0,0,"7.28000","0","400","Tape & Reel (TR)","CoreCap® NPV","Active","470µF","±20%","4V","3 mOhms","37.6µA","6%","Surface Mount","2924 (7361 Metric)","V","0.148"" (3.75mm)","Low ESR Multi-anode","-55°C ~ 105°C","2924 (7361 Metric)","0.287"" L x 0.240"" W (7.30mm x 6.10mm)"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CoreCap%C2%AE%20NPV%20Series.pdf,//media.digikey.com/photos/AVX%20Photos/MH%20Series_7361-38%20(EIA).JPG,478-6243-1-ND,NPVV477M004R0003,AVX Corporation,CAP NIOB OXIDE 470UF 20% 4V 2924,378,0,"11.96000","0","1","Cut Tape (CT)","CoreCap® NPV","Active","470µF","±20%","4V","3 mOhms","37.6µA","6%","Surface Mount","2924 (7361 Metric)","V","0.148"" (3.75mm)","Low ESR Multi-anode","-55°C ~ 105°C","2924 (7361 Metric)","0.287"" L x 0.240"" W (7.30mm x 6.10mm)"
//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CoreCap%C2%AE%20NPV%20Series.pdf,//media.digikey.com/photos/AVX%20Photos/MH%20Series_7361-38%20(EIA).JPG,478-6243-6-ND,NPVV477M004R0003,AVX Corporation,CAP NIOB OXIDE 470UF 20% 4V 2924,378,0,"Digi-Reel","0","1","Digi-Reel®","CoreCap® NPV","Active","470µF","±20%","4V","3 mOhms","37.6µA","6%","Surface Mount","2924 (7361 Metric)","V","0.148"" (3.75mm)","Low ESR Multi-anode","-55°C ~ 105°C","2924 (7361 Metric)","0.287"" L x 0.240"" W (7.30mm x 6.10mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-12938-2-ND,NOJD227M006RWJ,AVX Corporation,CAP NIOB OXI 220UF 20% 6.3V 2917,1000,0,"0.62900","0","500","Tape & Reel (TR)","OxiCap® NOJ","Active","220µF","±20%","6.3V","400 mOhms","26.4µA","8%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-12938-1-ND,NOJD227M006RWJ,AVX Corporation,CAP NIOB OXI 220UF 20% 6.3V 2917,1000,0,"1.62000","0","1","Cut Tape (CT)","OxiCap® NOJ","Active","220µF","±20%","6.3V","400 mOhms","26.4µA","8%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-12938-6-ND,NOJD227M006RWJ,AVX Corporation,CAP NIOB OXI 220UF 20% 6.3V 2917,1000,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Active","220µF","±20%","6.3V","400 mOhms","26.4µA","8%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-12937-2-ND,NOJD107M010RWB,AVX Corporation,CAP NIOB OXID 100UF 20% 10V 2917,500,0,"0.73100","0","500","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","10V","150 mOhms","20µA","12%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-12937-1-ND,NOJD107M010RWB,AVX Corporation,CAP NIOB OXID 100UF 20% 10V 2917,780,0,"1.88000","0","1","Cut Tape (CT)","OxiCap® NOJ","Active","100µF","±20%","10V","150 mOhms","20µA","12%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-12937-6-ND,NOJD107M010RWB,AVX Corporation,CAP NIOB OXID 100UF 20% 10V 2917,780,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOJ","Active","100µF","±20%","10V","150 mOhms","20µA","12%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-8868-2-ND,NOSC107M006R0150,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 2312,0,0,"0.80000","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","6.3V","150 mOhms","12µA","8%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-8868-1-ND,NOSC107M006R0150,AVX Corporation,CAP NIOB OXIDE 100UF 6.3V 2312,368,0,"1.96000","0","1","Cut Tape (CT)","OxiCap® NOS","Active","100µF","±20%","6.3V","150 mOhms","12µA","8%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-8868-6-ND,NOSC107M006R0150,AVX Corporation,CAP NIOB OXIDE 100UF 6.3V 2312,368,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","100µF","±20%","6.3V","150 mOhms","12µA","8%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1829-2-ND,NOSD107M006R0100,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 2917,0,7000,"0.37800","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","6.3V","100 mOhms","12µA","6%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1829-1-ND,NOSD107M006R0100,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 2917,43,7000,"1.03000","0","1","Cut Tape (CT)","OxiCap® NOS","Active","100µF","±20%","6.3V","100 mOhms","12µA","6%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1829-6-ND,NOSD107M006R0100,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 2917,43,7000,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Active","100µF","±20%","6.3V","100 mOhms","12µA","6%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3246-2-ND,NOSC686M006R0200,AVX Corporation,CAP NIOB OXID 68UF 20% 6.3V 2312,0,0,"0.69870","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","68µF","±20%","6.3V","200 mOhms","8.2µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
