Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Polarization","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3961DKR-ND,EEE-1VA470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 35V SMD,437285,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","47µF","±20%","35V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3880TR-ND,EEE-1CA101WP,Panasonic Electronic Components,CAP ALUM 100UF 20% 16V SMD,238000,0,"0.09386","0","1000","Tape & Reel (TR)","S","Active","100µF","±20%","16V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3880CT-ND,EEE-1CA101WP,Panasonic Electronic Components,CAP ALUM 100UF 20% 16V SMD,239207,0,"0.43000","0","1","Cut Tape (CT)","S","Active","100µF","±20%","16V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3880DKR-ND,EEE-1CA101WP,Panasonic Electronic Components,CAP ALUM 100UF 20% 16V SMD,239207,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","100µF","±20%","16V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3858TR-ND,EEE-0JA221WP,Panasonic Electronic Components,CAP ALUM 220UF 20% 6.3V SMD,149000,0,"0.09386","0","1000","Tape & Reel (TR)","S","Active","220µF","±20%","6.3V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","74mA @ 120Hz","125.8mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3858CT-ND,EEE-0JA221WP,Panasonic Electronic Components,CAP ALUM 220UF 20% 6.3V SMD,149615,0,"0.41000","0","1","Cut Tape (CT)","S","Active","220µF","±20%","6.3V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","74mA @ 120Hz","125.8mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3858DKR-ND,EEE-0JA221WP,Panasonic Electronic Components,CAP ALUM 220UF 20% 6.3V SMD,149615,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","220µF","±20%","6.3V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","74mA @ 120Hz","125.8mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3920TR-ND,EEE-1HA220WP,Panasonic Electronic Components,CAP ALUM 22UF 20% 50V SMD,105000,0,"0.09386","0","1000","Tape & Reel (TR)","S","Active","22µF","±20%","50V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","40mA @ 120Hz","68mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3920CT-ND,EEE-1HA220WP,Panasonic Electronic Components,CAP ALUM 22UF 20% 50V SMD,105743,0,"0.43000","0","1","Cut Tape (CT)","S","Active","22µF","±20%","50V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","40mA @ 120Hz","68mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3920DKR-ND,EEE-1HA220WP,Panasonic Electronic Components,CAP ALUM 22UF 20% 50V SMD,105743,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","22µF","±20%","50V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","40mA @ 120Hz","68mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3908TR-ND,EEE-1EA470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 25V SMD,53000,0,"0.09386","0","1000","Tape & Reel (TR)","S","Active","47µF","±20%","25V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3908CT-ND,EEE-1EA470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 25V SMD,53404,0,"0.43000","0","1","Cut Tape (CT)","S","Active","47µF","±20%","25V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE3908DKR-ND,EEE-1EA470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 25V SMD,53404,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","47µF","±20%","25V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1H100UR+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3808TR-ND,EEE-FK1H100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 50V SMD,113000,0,"0.09462","0","1000","Tape & Reel (TR)","FK","Active","10µF","±20%","50V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","63.75mA @ 120Hz","85mA @ 100kHz","1.52 Ohms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1H100UR+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3808CT-ND,EEE-FK1H100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 50V SMD,113646,0,"0.43000","0","1","Cut Tape (CT)","FK","Active","10µF","±20%","50V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","63.75mA @ 120Hz","85mA @ 100kHz","1.52 Ohms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1H100UR+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3808DKR-ND,EEE-FK1H100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 50V SMD,113646,0,"Digi-Reel","0","1","Digi-Reel®","FK","Active","10µF","±20%","50V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","63.75mA @ 120Hz","85mA @ 100kHz","1.52 Ohms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V220R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3838TR-ND,EEE-FK1V220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 35V SMD,50000,0,"0.09462","0","1000","Tape & Reel (TR)","FK","Active","22µF","±20%","35V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","120mA @ 120Hz","160mA @ 100kHz","700 mOhms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V220R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3838CT-ND,EEE-FK1V220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 35V SMD,50694,0,"0.43000","0","1","Cut Tape (CT)","FK","Active","22µF","±20%","35V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","120mA @ 120Hz","160mA @ 100kHz","700 mOhms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V220R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3838DKR-ND,EEE-FK1V220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 35V SMD,50694,0,"Digi-Reel","0","1","Digi-Reel®","FK","Active","22µF","±20%","35V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","120mA @ 120Hz","160mA @ 100kHz","700 mOhms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS,HA%20SERIES%2010.50H,10.0D.jpg",PCE4206TR-ND,EEE-HA1E470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 25V SMD,130000,0,"0.09481","0","1000","Tape & Reel (TR)","HA","Active","47µF","±20%","25V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS,HA%20SERIES%2010.50H,10.0D.jpg",PCE4206CT-ND,EEE-HA1E470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 25V SMD,130154,0,"0.43000","0","1","Cut Tape (CT)","HA","Active","47µF","±20%","25V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS,HA%20SERIES%2010.50H,10.0D.jpg",PCE4206DKR-ND,EEE-HA1E470WP,Panasonic Electronic Components,CAP ALUM 47UF 20% 25V SMD,130154,0,"Digi-Reel","0","1","Digi-Reel®","HA","Active","47µF","±20%","25V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE4161TR-ND,EEE-HA0J221WP,Panasonic Electronic Components,CAP ALUM 220UF 20% 6.3V SMD,60000,0,"0.09481","0","1000","Tape & Reel (TR)","HA","Active","220µF","±20%","6.3V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","74mA @ 120Hz","125.8mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE4161CT-ND,EEE-HA0J221WP,Panasonic Electronic Components,CAP ALUM 220UF 20% 6.3V SMD,60079,0,"0.43000","0","1","Cut Tape (CT)","HA","Active","220µF","±20%","6.3V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","74mA @ 120Hz","125.8mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE4161DKR-ND,EEE-HA0J221WP,Panasonic Electronic Components,CAP ALUM 220UF 20% 6.3V SMD,60079,0,"Digi-Reel","0","1","Digi-Reel®","HA","Active","220µF","±20%","6.3V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","74mA @ 120Hz","125.8mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE4180TR-ND,EEE-HA1C101WP,Panasonic Electronic Components,CAP ALUM 100UF 20% 16V SMD,2000,0,"0.09481","0","1000","Tape & Reel (TR)","HA","Active","100µF","±20%","16V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE4180CT-ND,EEE-HA1C101WP,Panasonic Electronic Components,CAP ALUM 100UF 20% 16V SMD,3431,0,"0.41000","0","1","Cut Tape (CT)","HA","Active","100µF","±20%","16V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,"//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%205.9,6.5H,6.3D,HA%20SERIES%205.5H,6.3D.jpg",PCE4180DKR-ND,EEE-HA1C101WP,Panasonic Electronic Components,CAP ALUM 100UF 20% 16V SMD,3431,0,"Digi-Reel","0","1","Digi-Reel®","HA","Active","100µF","±20%","16V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","70mA @ 120Hz","119mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwt.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,UD%20SERIES%206.3,7.7.jpg",493-2190-2-ND,UWT1E101MCL1GS,Nichicon,CAP ALUM 100UF 20% 25V SMD,56700,0,"0.09806","0","900","Tape & Reel (TR)","UWT","Active","100µF","±20%","25V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","91mA @ 120Hz","136.5mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.303"" (7.70mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwt.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,UD%20SERIES%206.3,7.7.jpg",493-2190-1-ND,UWT1E101MCL1GS,Nichicon,CAP ALUM 100UF 20% 25V SMD,57890,0,"0.42000","0","1","Cut Tape (CT)","UWT","Active","100µF","±20%","25V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","91mA @ 120Hz","136.5mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.303"" (7.70mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwt.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,UD%20SERIES%206.3,7.7.jpg",493-2190-6-ND,UWT1E101MCL1GS,Nichicon,CAP ALUM 100UF 20% 25V SMD,57890,0,"Digi-Reel","0","1","Digi-Reel®","UWT","Active","100µF","±20%","25V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","91mA @ 120Hz","136.5mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.303"" (7.70mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1E220R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3799TR-ND,EEE-FK1E220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 25V SMD,34000,0,"0.09880","0","1000","Tape & Reel (TR)","FK","Active","22µF","±20%","25V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","120mA @ 120Hz","160mA @ 100kHz","700 mOhms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1E220R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3799CT-ND,EEE-FK1E220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 25V SMD,34658,0,"0.45000","0","1","Cut Tape (CT)","FK","Active","22µF","±20%","25V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","120mA @ 120Hz","160mA @ 100kHz","700 mOhms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1E220R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.1H,5.0D.jpg",PCE3799DKR-ND,EEE-FK1E220R,Panasonic Electronic Components,CAP ALUM 22UF 20% 25V SMD,34658,0,"Digi-Reel","0","1","Digi-Reel®","FK","Active","22µF","±20%","25V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","120mA @ 120Hz","160mA @ 100kHz","700 mOhms","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwx.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,WX%20SERIES%208.0,5.4.jpg",493-2113-2-ND,UWX1E101MCL1GB,Nichicon,CAP ALUM 100UF 20% 25V SMD,63000,0,"0.09956","0","1000","Tape & Reel (TR)","UWX","Active","100µF","±20%","25V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","110mA @ 120Hz","165mA @ 10kHz","-","-","0.315"" Dia (8.00mm)","0.213"" (5.40mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwx.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,WX%20SERIES%208.0,5.4.jpg",493-2113-1-ND,UWX1E101MCL1GB,Nichicon,CAP ALUM 100UF 20% 25V SMD,64271,0,"0.43000","0","1","Cut Tape (CT)","UWX","Active","100µF","±20%","25V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","110mA @ 120Hz","165mA @ 10kHz","-","-","0.315"" Dia (8.00mm)","0.213"" (5.40mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwx.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,WX%20SERIES%208.0,5.4.jpg",493-2113-6-ND,UWX1E101MCL1GB,Nichicon,CAP ALUM 100UF 20% 25V SMD,64271,0,"Digi-Reel","0","1","Digi-Reel®","UWX","Active","100µF","±20%","25V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","110mA @ 120Hz","165mA @ 10kHz","-","-","0.315"" Dia (8.00mm)","0.213"" (5.40mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwt.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,UD%20SERIES%206.3,7.7.jpg",493-2203-2-ND,UWT1V101MCL1GS,Nichicon,CAP ALUM 100UF 20% 35V SMD,125100,0,"0.09960","0","900","Tape & Reel (TR)","UWT","Active","100µF","±20%","35V","-","1000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","84mA @ 120Hz","126mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.303"" (7.70mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
