Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Usage","Material","Color","Features","Length","Width","Height","Diameter - Outside","Diameter - Inside"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3691-ND,CSR8-394-01,Essentra Components,SPACER TUBULAR GEN PURP 0.394"",1840,0,"0.43000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.393"" (10.00mm)","-","0.394"" (10.00mm)","0.436"" (11.07mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3690-ND,CSR6-591-01,Essentra Components,SPACER TUBULAR GEN PURP 0.591"",2980,0,"0.44000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.591"" (15.01mm)","-","0.591"" (15.00mm)","0.394"" (10.01mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3692-ND,CSR8-787-01,Essentra Components,SPACER TUBULAR GEN PURP 0.787"",4988,0,"0.45000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.787"" (20.00mm)","-","0.787"" (20.00mm)","0.436"" (11.07mm)","-"
-,//media.digikey.com/Photos/Aavid%20Thermalloy%20Photos/43-05-2G.JPG,43-05-2G-ND,43-05-2G,"Aavid, Thermal Division of Boyd Corporation",INSULATOR CIRCULAR TO5 0.002"",3726,0,"0.49000","0","1","Thermalfilm™","Active","Insulator","Circular","TO-5","Polyamide","Amber","-","-","-","0.002"" (0.05mm)","0.390"" (9.91mm)","0.200"" (5.08mm)"
-,-,7717-7NG-ND,7717-7NG,"Aavid, Thermal Division of Boyd Corporation",MOUNT CIRCULAR TO18 0.125"",7600,0,"0.72000","0","1","-","Active","Mount","Circular","TO-18","Nylon","-","-","-","-","0.125"" (3.18mm) 1/8""","0.250"" (6.35mm) 1/4""","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HTRTC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_HTRTC-1A.jpg,RPC4153-ND,HTRTC-1A,Essentra Components,INSULATOR RECT TO220 0.213"",2785,0,"0.77000","0","1","-","Active","Insulator","Rectangular","TO-220","Polybutylene Terephthalate (PBT), Glass Filled","White","-","0.760"" (19.30mm)","0.512"" (13.00mm)","0.213"" (5.40mm)","-","-"
-,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_9779807025.jpg,732-13699-ND,9779807025,Wurth Electronics Inc.,WA-SCAP DISTANCE CAP FOR SMT STE,2000,0,"2.66000","0","1","WA-SCAP","Active","Spacer","Circular","General Purpose - Axial, Radial","Polyamide","Red","-","-","-","0.098"" (2.50mm)","0.276"" (7.00mm)","0.236"" (6.00mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-68-070-ND,TO-68-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",9000,0,"0.27000","0","1","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.110"" (2.79mm)","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-102-070-ND,TO-102-070,Bivar Inc.,SPACER RECT GEN PURP 0.070"",2000,0,"0.45000","0","1","DISS-O-PADs®","Active","Spacer","Rectangular","General Purpose","-","Natural","Wash Away","0.505"" (12.83mm)","0.160"" (4.06mm)","0.070"" (1.78mm)","-","-"
-,-,7717-46N-ND,7717-46N,"Aavid, Thermal Division of Boyd Corporation",MOUNT CIRCULAR TO18 0.060"",17989,0,"1.02000","0","1","-","Active","Mount","Circular","TO-18","Nylon","-","-","-","-","0.060"" (1.52mm)","0.200"" (5.08mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=2420,"//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4678,9.jpg",36-4678-ND,4678,Keystone Electronics,INSULATOR CIRCULAR GEN PURP,822,2200,"0.12000","0","1","-","Active","Insulator","Circular","General Purpose","Mica","-","-","-","-","-","0.375"" (9.53mm) 3/8""","0.120"" (3.05mm)"
https://www.bivar.com/Files/Datasheets/102-XXX.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/102-050.JPG,492-1700-ND,102-050,Bivar Inc.,MOUNT CIRCULAR TO18 0.050"",905,0,"0.18000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-18","Nylon","White","-","-","-","0.050"" (1.28mm)","0.245"" (6.22mm)","-"
https://www.bivar.com/Files/Datasheets/117-080.pdf,//media.digikey.com/Renders/Bivar%20Renders/117-080.jpg,492-1486-ND,117-080,Bivar Inc.,MOUNT CIRCULAR TO18 0.080"",363,0,"0.18000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-18","Nylon","Natural","-","-","-","0.080"" (2.03mm)","0.255"" (6.48mm)","-"
https://www.bivar.com/Files/Datasheets/ECM-XX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/ECM-13.JPG,492-1831-ND,ECM-13,Bivar Inc.,MOUNT CIRCULAR ELECT CAP 0.270"",452,0,"0.28000","0","1","ECM","Active","Mount","Circular","Capacitors, Electrolytic","Nylon","Natural","-","-","-","0.270"" (6.86mm)","1.470"" (37.34mm)","1.410"" (35.81mm)"
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/302-200-040.JPG,492-1710-ND,302-200-040,Bivar Inc.,MOUNT RECT CAPACITORS 0.040"",215,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.290"" (7.37mm)","0.090"" (2.30mm)","0.040"" (1.02mm)","-","-"
-,//media.digikey.com/Photos/Bivar%20Inc%20Photos/311-200.jpg,492-1712-ND,311-200,Bivar Inc.,MOUNT RECT CAPACITORS 0.200"",351,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.300"" (7.62mm)","0.140"" (3.56mm)","0.200"" (5.08mm)","-","-"
https://www.bivar.com/Files/Datasheets/423-424-425-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/424-150.JPG,492-1491-ND,424-150,Bivar Inc.,MOUNT RECT TO202/220 0.150"",145,0,"0.54000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","TO-202, TO-220","Nylon","White","-","0.425"" (10.80mm)","0.220"" (5.59mm)","0.150"" (3.81mm)","-","-"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/MFG_TO-8-070.jpg,492-2286-ND,TO-8-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",695,0,"0.27000","0","1","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm) 1/16"""
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,-,492-2482-ND,300-100,Bivar Inc.,MOUNT RECT CAPACITORS 0.045"",500,0,"0.32000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.180"" (4.57mm)","0.090"" (2.30mm)","0.045"" (1.15mm)","-","-"
https://www.bivar.com/Files/Datasheets/514-XXX.pdf,-,492-2486-ND,514-100,Bivar Inc.,MOUNT CIRCULAR TO5 0.100"",590,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-5","Nylon","White","-","-","-","0.100"" (2.54mm)","0.365"" (9.27mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=2443,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_4617.jpg,36-4617-ND,4617,Keystone Electronics,MOUNT RECTANGULAR TO66 0.372"",600,4300,"0.24000","0","1","-","Active","Mount","Rectangular","TO-66","Nylon","-","-","1.275"" (32.39mm)","0.197"" (5.00mm)","0.372"" (9.45mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/511-038.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/511-038.jpg,492-1854-ND,511-038,Bivar Inc.,MOUNT CIRCULAR TO5 0.040"",975,0,"0.42000","0","1","PERM-O-PADS®","Obsolete","Mount","Circular","TO-5","Nylon","Natural","-","-","-","0.040"" (1.02mm)","0.345"" (8.76mm)","-"
-,-,7717-3NG-ND,7717-3NG,"Aavid, Thermal Division of Boyd Corporation",MOUNT CIRCULAR TO5 0.075"",759,0,"0.43000","0","1","-","Active","Mount","Circular","TO-5","Nylon","-","-","-","-","0.075"" (1.90mm)","0.343"" (8.71mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/408-080.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/408-080.JPG,492-1717-ND,408-080,Bivar Inc.,MOUNT RECT GEN PURP 0.080"",126,0,"0.61000","0","1","PERM-O-PADS®","Obsolete","Mount","Rectangular","General Purpose","Nylon","Black","-","0.800"" (20.32mm)","0.400"" (10.16mm)","0.080"" (2.03mm)","-","-"
https://www.bivar.com/Files/Datasheets/515-020.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/515-020.JPG,492-1495-ND,515-020,Bivar Inc.,MOUNT CIRCULAR TO5 0.020"",4,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-5","Nylon","White","-","-","-","0.020"" (0.51mm)","0.345"" (8.76mm)","-"
https://www.bivar.com/Files/Datasheets/111-080.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/111-080.JPG,492-1705-ND,111-080,Bivar Inc.,MOUNT CIRCULAR TO18 0.080"",0,0,"0.18000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-18","Nylon","White","-","-","-","0.080"" (2.03mm)","0.200"" (5.08mm)","-"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/TO-68-090.JPG,TO-68-090-ND,TO-68-090,Bivar Inc.,SPACER TUBULAR GEN PURP 0.090"",0,0,"0.04140","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.090"" (2.29mm)","-","0.090"" (2.29mm)","0.110"" (2.79mm)","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-40-120-ND,TO-40-120,Bivar Inc.,SPACER TUBULAR GEN PURP 0.120"",0,0,"0.04140","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.120"" (3.05mm)","-","0.120"" (3.05mm)","0.156"" (3.96mm) 5/32""","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/TO-11-060.jpg,492-1866-ND,TO-11-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.062"",0,0,"0.04140","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.062"" (1.57mm) 1/16""","-","0.062"" (1.57mm) 1/16""","0.100"" (2.54mm)","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-40-050-ND,TO-40-050,Bivar Inc.,SPACER TUBULAR GEN PURP 0.050"",0,0,"0.04320","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.050"" (1.27mm)","-","0.050"" (1.28mm)","0.156"" (3.96mm) 5/32""","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-7-050-ND,TO-7-050,Bivar Inc.,SPACER TUBULAR GEN PURP 0.050"",0,0,"0.04320","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.050"" (1.27mm)","-","0.050"" (1.28mm)","0.175"" (4.45mm)","0.075"" (1.90mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/TO-40-100.JPG,TO-40-100-ND,TO-40-100,Bivar Inc.,SPACER TUBULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.156"" (3.96mm) 5/32""","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-10-070-ND,TO-10-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.085"" (2.16mm)","0.040"" (1.02mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-10-080-ND,TO-10-080,Bivar Inc.,SPACER TUBULAR GEN PURP 0.080"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.080"" (2.03mm)","-","0.080"" (2.03mm)","0.085"" (2.16mm)","0.040"" (1.02mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-10-100-ND,TO-10-100,Bivar Inc.,SPACER TUBULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.085"" (2.16mm)","0.040"" (1.02mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-11-070-ND,TO-11-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.100"" (2.54mm)","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-11-080-ND,TO-11-080,Bivar Inc.,SPACER TUBULAR GEN PURP 0.080"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.080"" (2.03mm)","-","0.080"" (2.03mm)","0.100"" (2.54mm)","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-11-100-ND,TO-11-100,Bivar Inc.,SPACER TUBULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.100"" (2.54mm)","0.045"" (1.14mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-13-060-ND,TO-13-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.060"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.060"" (1.52mm)","-","0.060"" (1.52mm)","0.313"" (7.95mm) 5/16""","0.225"" (5.72mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-060-ND,TO-16-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.060"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.060"" (1.52mm)","-","0.060"" (1.52mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-070-ND,TO-16-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-080-ND,TO-16-080,Bivar Inc.,SPACER TUBULAR GEN PURP 0.080"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.080"" (2.03mm)","-","0.080"" (2.03mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-090-ND,TO-16-090,Bivar Inc.,SPACER TUBULAR GEN PURP 0.090"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.090"" (2.29mm)","-","0.090"" (2.29mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-100-ND,TO-16-100,Bivar Inc.,SPACER TUBULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-120-ND,TO-16-120,Bivar Inc.,SPACER TUBULAR GEN PURP 0.120"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.120"" (3.05mm)","-","0.120"" (3.05mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-130-ND,TO-16-130,Bivar Inc.,SPACER TUBULAR GEN PURP 0.130"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.130"" (3.30mm)","-","0.130"" (3.30mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-16-200-ND,TO-16-200,Bivar Inc.,SPACER TUBULAR GEN PURP 0.200"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.200"" (5.08mm)","-","0.200"" (5.08mm)","0.205"" (5.21mm)","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-070-ND,TO-17-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-100-ND,TO-17-100,Bivar Inc.,SPACER TUBULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-120-ND,TO-17-120,Bivar Inc.,SPACER TUBULAR GEN PURP 0.120"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.120"" (3.05mm)","-","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-130-ND,TO-17-130,Bivar Inc.,SPACER TUBULAR GEN PURP 0.130"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.130"" (3.30mm)","-","0.130"" (3.30mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-140-ND,TO-17-140,Bivar Inc.,SPACER TUBULAR GEN PURP 0.140"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.140"" (3.56mm)","-","0.140"" (3.56mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-150-ND,TO-17-150,Bivar Inc.,SPACER TUBULAR GEN PURP 0.150"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.150"" (3.81mm)","-","0.150"" (3.81mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-17-200-ND,TO-17-200,Bivar Inc.,SPACER TUBULAR GEN PURP 0.200"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.200"" (5.08mm)","-","0.200"" (5.08mm)","0.250"" (6.35mm) 1/4""","0.170"" (4.32mm)"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-060-ND,TO-18-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.060"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.060"" (1.52mm)","-","0.060"" (1.52mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-070-ND,TO-18-070,Bivar Inc.,SPACER TUBULAR GEN PURP 0.070"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.070"" (1.78mm)","-","0.070"" (1.78mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-090-ND,TO-18-090,Bivar Inc.,SPACER TUBULAR GEN PURP 0.090"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.090"" (2.29mm)","-","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-100-ND,TO-18-100,Bivar Inc.,SPACER TUBULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-120-ND,TO-18-120,Bivar Inc.,SPACER TUBULAR GEN PURP 0.120"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.120"" (3.05mm)","-","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-130-ND,TO-18-130,Bivar Inc.,SPACER TUBULAR GEN PURP 0.130"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.130"" (3.30mm)","-","0.130"" (3.30mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-150-ND,TO-18-150,Bivar Inc.,SPACER TUBULAR GEN PURP 0.150"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.150"" (3.81mm)","-","0.150"" (3.81mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-18-190-ND,TO-18-190,Bivar Inc.,SPACER TUBULAR GEN PURP 0.190"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.190"" (4.83mm)","-","0.190"" (4.83mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-19-060-ND,TO-19-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.060"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.060"" (1.52mm)","-","0.060"" (1.52mm)","0.480"" (12.19mm)","0.250"" (6.35mm) 1/4"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-21-090-ND,TO-21-090,Bivar Inc.,SPACER CIRCULAR GEN PURP 0.090"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Circular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.090"" (2.29mm)","-","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","-"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-21-100-ND,TO-21-100,Bivar Inc.,SPACER CIRCULAR GEN PURP 0.100"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Circular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.100"" (2.54mm)","-","0.100"" (2.54mm)","0.250"" (6.35mm) 1/4""","-"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-21-130-ND,TO-21-130,Bivar Inc.,SPACER CIRCULAR GEN PURP 0.130"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Circular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.130"" (3.30mm)","-","0.130"" (3.30mm)","0.250"" (6.35mm) 1/4""","-"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,-,TO-23-060-ND,TO-23-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.060"",0,0,"0.04865","0","1000","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.060"" (1.52mm)","-","0.060"" (1.52mm)","0.310"" (7.87mm)","0.090"" (2.29mm)"
