Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Screw Head Type","Drive Type","Features","Thread Size","Head Diameter","Head Height","Length - Below Head","Length - Overall","Material","Plating"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20303.jpg,RPC4525-ND,NSP-8-8-01,Essentra Components,MACHINE SCREW PAN PHILLIPS 8-32,9015,0,"0.11000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Phillips","-","#8-32","0.319"" (8.10mm)","0.110"" (2.79mm)","0.500"" (12.70mm) 1/2""","0.610"" (15.50mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032PW100.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_010632PW025.jpg,RPC7305-ND,011032PW100,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",8000,0,"0.11000","0","1","MicroPlastics","Active","-","Pan Head","Phillips","-","#10-32","0.365"" (9.27mm)","0.150"" (3.81mm)","1.000"" (25.40mm) 1""","1.150"" (29.21mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7449-ND,3406320050,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",8000,0,"0.11000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#6-32","-","-","0.500"" (12.70mm) 1/2""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032R075.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7307-ND,011032R075,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",7965,0,"0.11000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#10-32","0.347"" (8.81mm)","0.130"" (3.30mm)","0.750"" (19.05mm) 3/4""","0.880"" (22.35mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20303.jpg,RPC3133-ND,NSP-8-12-01,Essentra Components,MACHINE SCREW PAN PHILLIPS 8-32,5187,0,"0.11000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Phillips","-","#8-32","0.319"" (8.10mm)","0.110"" (2.79mm)","0.750"" (19.05mm) 3/4""","0.860"" (21.84mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832R200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7294-ND,010832R200,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",5000,0,"0.11000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#8-32","0.298"" (7.57mm)","0.114"" (2.90mm)","2.000"" (50.80mm) 2""","2.114"" (53.70mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032R100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7308-ND,011032R100,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",5000,0,"0.11000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#10-32","0.347"" (8.81mm)","0.130"" (3.30mm)","1.000"" (25.40mm) 1""","1.130"" (28.70mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7446-ND,3406320025,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",5000,0,"0.11000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#6-32","-","-","0.250"" (6.35mm) 1/4""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/022520A100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/021032A100.jpg,RPC7354-ND,022520A100,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",30000,0,"0.12000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","1/4""-20","0.480"" (12.19mm)","0.153"" (3.89mm)","0.847"" (21.51mm)","1.000"" (25.40mm) 1""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/022520A075.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/021032A100.jpg,RPC7353-ND,022520A075,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",19900,0,"0.12000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","1/4""-20","0.480"" (12.19mm)","0.153"" (3.89mm)","0.597"" (15.16mm)","0.750"" (19.05mm) 3/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/012520P050.jpg,RPC7317-ND,012520P050,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",15000,0,"0.12000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.137"" (3.48mm)","0.500"" (12.70mm) 1/2""","0.637"" (16.18mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520R050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7326-ND,012520R050,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",15000,0,"0.12000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","1/4""-20","0.458"" (11.63mm)","0.175"" (4.45mm)","0.500"" (12.70mm) 1/2""","0.675"" (17.15mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032P200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010256P100.JPG,RPC7303-ND,011032P200,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",13975,0,"0.12000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#10-32","0.365"" (9.27mm)","0.105"" (2.67mm)","2.000"" (50.80mm) 2""","2.105"" (53.47mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/012520P025.jpg,RPC7316-ND,012520P025,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",10000,0,"0.12000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.137"" (3.48mm)","0.250"" (6.35mm) 1/4""","0.387"" (9.83mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520R025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7325-ND,012520R025,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",10000,0,"0.12000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","1/4""-20","0.458"" (11.63mm)","0.175"" (4.45mm)","0.250"" (6.35mm) 1/4""","0.425"" (10.80mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7451-ND,3408320100,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",10000,0,"0.12000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#8-32","-","-","1.000"" (25.40mm) 1""","-","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7463-ND,3408320050,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",10000,0,"0.12000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#8-32","-","-","0.500"" (12.70mm) 1/2""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440X025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7276-ND,010440X025,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",7980,0,"0.12000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#4-40","-","0.060"" (1.52mm)","0.250"" (6.35mm) 1/4""","0.310"" (7.87mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520F050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010832F050.jpg,RPC7313-ND,012520F050,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",5990,0,"0.12000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","1/4""-20","0.402"" (10.21mm)","0.222"" (5.64mm)","0.500"" (12.70mm) 1/2""","0.722"" (18.34mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032R200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7309-ND,011032R200,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",5000,0,"0.12000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#10-32","0.347"" (8.81mm)","0.130"" (3.30mm)","2.000"" (50.80mm) 2""","2.130"" (54.10mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520PW050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_010632PW025.jpg,RPC7323-ND,012520PW050,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",5000,0,"0.12000","0","1","MicroPlastics","Active","-","Pan Head","Phillips","-","1/4""-20","0.483"" (12.27mm)","0.198"" (5.03mm)","0.500"" (12.70mm) 1/2""","0.698"" (17.73mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/3406320100.jpg,RPC7445-ND,3406320100,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",5000,0,"0.12000","0","1","MicroPlastics","Active","-","Knob","Hex","-","#6-32","-","-","1.000"" (25.40mm) 1""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032F200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032F100.jpg,RPC7300-ND,011032F200,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",4990,0,"0.12000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#10-32","0.303"" (7.70mm)","0.168"" (4.27mm)","2.000"" (50.80mm) 2""","2.168"" (55.07mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/022520A150.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/021032A100.jpg,RPC7355-ND,022520A150,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",15000,0,"0.13000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","1/4""-20","0.480"" (12.19mm)","0.153"" (3.89mm)","1.347"" (34.21mm)","1.500"" (38.10mm) 1 1/2""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P100.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/012520P075.JPG,RPC7319-ND,012520P100,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",14890,0,"0.13000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.137"" (3.48mm)","1.000"" (25.40mm) 1""","1.137"" (28.88mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520R075.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7327-ND,012520R075,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",12000,0,"0.13000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","1/4""-20","0.458"" (11.63mm)","0.175"" (4.45mm)","0.750"" (19.05mm) 3/4""","0.925"" (23.50mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010256P100.JPG,RPC7322-ND,012520P200,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",11850,0,"0.13000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.171"" (4.34mm)","2.000"" (50.80mm) 2""","2.171"" (55.14mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P075.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/012520P075.JPG,RPC7318-ND,012520P075,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",10000,0,"0.13000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.137"" (3.48mm)","0.750"" (19.05mm) 3/4""","0.887"" (22.53mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P150.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/012520P075.JPG,RPC7320-ND,012520P150,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",10000,0,"0.13000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.137"" (3.48mm)","1.500"" (38.10mm) 1 1/2""","1.637"" (41.58mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/3406320100.jpg,RPC7455-ND,3410320100,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",9990,0,"0.13000","0","1","MicroPlastics","Active","-","Knob","Hex","-","#10-32","-","-","1.000"" (25.40mm) 1""","-","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7456-ND,3425200200,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",9990,0,"0.13000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","1/4""-20","-","-","2.000"" (50.80mm) 2""","-","Nylon","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/3425200050.JPG,RPC7461-ND,3425200050,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",9796,0,"0.13000","0","1","MicroPlastics","Active","-","Knob","Hex","-","1/4""-20","-","-","0.500"" (12.70mm) 1/2""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440X100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7278-ND,010440X100,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",8000,0,"0.13000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#4-40","-","0.060"" (1.52mm)","1.000"" (25.40mm) 1""","1.060"" (26.92mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632X037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7285-ND,010632X037,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",8000,0,"0.13000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#6-32","-","0.093"" (2.36mm)","0.375"" (9.53mm)","0.468"" (11.89mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520R150.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7328-ND,012520R150,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",8000,0,"0.13000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","1/4""-20","0.458"" (11.63mm)","0.175"" (4.45mm)","1.500"" (38.10mm) 1 1/2""","1.675"" (42.55mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7453-ND,3410320050,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",8000,0,"0.13000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#10-32","-","-","0.500"" (12.70mm) 1/2""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010256X012.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7266-ND,010256X012,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",7896,0,"0.13000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#2-56","-","0.050"" (1.27mm)","0.125"" (3.18mm) 1/8""","0.175"" (4.45mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440X050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7277-ND,010440X050,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",7900,0,"0.13000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#4-40","-","0.060"" (1.52mm)","0.500"" (12.70mm) 1/2""","0.560"" (14.22mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632X075.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7286-ND,010632X075,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",6000,0,"0.13000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#6-32","-","0.093"" (2.36mm)","0.750"" (19.05mm) 3/4""","0.843"" (21.41mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520F100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010832F050.jpg,RPC7314-ND,012520F100,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",5000,0,"0.13000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","1/4""-20","0.402"" (10.21mm)","0.222"" (5.64mm)","1.000"" (25.40mm) 1""","1.222"" (31.04mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520PW100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_010632PW025.jpg,RPC7324-ND,012520PW100,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",5000,0,"0.13000","0","1","MicroPlastics","Active","-","Pan Head","Phillips","-","1/4""-20","0.483"" (12.27mm)","0.198"" (5.03mm)","1.000"" (25.40mm) 1""","1.198"" (30.43mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520WF050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_012520WFxxx.jpg,RPC7329-ND,012520WF050,Essentra Components,"FILLISTER PHILLIPS SCREW, NATURA",5000,0,"0.13000","0","1","MicroPlastics","Active","-","Binding Head","Phillips","-","1/4""-20","0.391"" (9.93mm)","0.205"" (5.21mm)","0.500"" (12.70mm) 1/2""","0.705"" (17.91mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520WF100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_012520WFxxx.jpg,RPC7330-ND,012520WF100,Essentra Components,"FILLISTER PHILLIPS SCREW, NATURA",5000,0,"0.13000","0","1","MicroPlastics","Active","-","Binding Head","Phillips","-","1/4""-20","0.391"" (9.93mm)","0.205"" (5.21mm)","1.000"" (25.40mm) 1""","1.205"" (30.61mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7447-ND,3408320200,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",5000,0,"0.13000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#8-32","-","-","2.000"" (50.80mm) 2""","-","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Socket-Head.jpg,RPC7450-ND,3410320200,Essentra Components,"SOCKET HEAD BOLT, NATURAL, NYLON",5000,0,"0.13000","0","1","MicroPlastics","Active","-","Cheese Head","Hex","-","#10-32","-","-","2.000"" (50.80mm) 2""","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/090440050TEG.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/090632050TEG.JPG,RPC7387-ND,090440050TEG,Essentra Components,"KNURLED SLOTTED THUMB SCREW, NAT",4998,0,"0.13000","0","1","MicroPlastics","Active","-","Knob","Slotted","-","#4-40","0.317"" (8.05mm)","0.216"" (5.49mm)","0.500"" (12.70mm) 1/2""","0.716"" (18.19mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/VGS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20308.jpg,RPC5339-ND,VGS-5,Essentra Components,SHLDR SCREW RND HEAD PHIL M3X0.5,3000,0,"0.13236","0","1000","-","Active","Shoulder Screw","Round Head","Phillips","-","M3x0.5","0.320"" (8.13mm)","0.095"" (2.41mm)","0.490"" (12.45mm)","0.585"" (14.86mm)","Steel","Zinc"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/4x3^4%20hhsms.JPG,H811-ND,4X3/4 HHSMS,B&F Fastener Supply,SHEET METAL SCREW HEX SLOTTED #4,1500,0,"0.13380","0","100","-","Active","Sheet Metal Screw","Hex Head","Hex Socket, Slotted","Self Tapping","#4","-","-","0.750"" (19.05mm) 3/4""","-","Steel","Zinc"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/50M030050D016.JPG,RPC7027-ND,50M030050D010,Essentra Components,"CHEESE HEAD SLOTTED SCREW, NATUR",24257,0,"0.14000","0","1","MicroPlastics, M","Active","Bolt","Cheese Head","Slotted","-","M3x0.5","0.217"" (5.50mm)","0.079"" (2.00mm)","0.394"" (10.00mm)","0.472"" (12.00mm)","Nylon","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/50M030050P010.JPG,RPC7005-ND,50M030050P010,Essentra Components,"PAN PHILLIPS SCREW, NATURAL, NYL",23780,0,"0.14000","0","1","MicroPlastics, M","Active","Machine Screw","Pan Head","Phillips","-","M3x0.5","0.213"" (5.40mm)","0.091"" (2.30mm)","0.394"" (10.00mm)","0.484"" (12.30mm)","Nylon","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/50M030050D016.JPG,RPC7023-ND,50M030050D006,Essentra Components,"CHEESE HEAD SLOTTED SCREW, NATUR",19393,0,"0.14000","0","1","MicroPlastics, M","Active","Bolt","Cheese Head","Slotted","-","M3x0.5","0.217"" (5.50mm)","0.079"" (2.00mm)","0.236"" (6.00mm)","0.315"" (8.00mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520F200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010832F050.jpg,RPC7315-ND,012520F200,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",15000,0,"0.14000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","1/4""-20","0.402"" (10.21mm)","0.222"" (5.64mm)","2.000"" (50.80mm) 2""","2.222"" (56.44mm)","Nylon","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Cheese-Head-Screw.jpg,RPC7029-ND,50M020040D006,Essentra Components,"CHEESE HEAD SLOTTED SCREW, NATUR",14525,0,"0.14000","0","1","MicroPlastics, M","Active","Bolt","Cheese Head","Slotted","-","M2x0.4","0.150"" (3.80mm)","0.051"" (1.30mm)","0.236"" (6.00mm)","0.287"" (7.30mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632X100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7287-ND,010632X100,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",6000,0,"0.14000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#6-32","-","0.093"" (2.36mm)","1.000"" (25.40mm) 1""","1.093"" (27.76mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832X050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7295-ND,010832X050,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",6000,0,"0.14000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#8-32","-","0.110"" (2.79mm)","0.500"" (12.70mm) 1/2""","0.610"" (15.49mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832X100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7296-ND,010832X100,Essentra Components,"HEX SLOTTED HEAD BOLT, NATURAL,",6000,0,"0.14000","0","1","MicroPlastics","Active","-","Hex Head","Slotted","-","#8-32","-","0.110"" (2.79mm)","1.000"" (25.40mm) 1""","1.110"" (28.19mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520WF200.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_012520WFxxx.jpg,RPC7331-ND,012520WF200,Essentra Components,"FILLISTER PHILLIPS SCREW, NATURA",6000,0,"0.14000","0","1","MicroPlastics","Active","-","Binding Head","Phillips","-","1/4""-20","0.391"" (9.93mm)","0.205"" (5.21mm)","2.000"" (50.80mm) 2""","2.205"" (56.01mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/090440100TEG.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/090632050TEG.JPG,RPC7388-ND,090440100TEG,Essentra Components,"KNURLED SLOTTED THUMB SCREW, NAT",5000,0,"0.14000","0","1","MicroPlastics","Active","-","Knob","Slotted","-","#4-40","0.321"" (8.15mm)","0.216"" (5.49mm)","1.000"" (25.40mm) 1""","1.216"" (30.89mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/090632050TEG.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/090632050TEG.JPG,RPC7389-ND,090632050TEG,Essentra Components,"KNURLED SLOTTED THUMB SCREW, NAT",5000,0,"0.14000","0","1","MicroPlastics","Active","-","Knob","Slotted","-","#6-32","0.336"" (8.53mm)","0.243"" (6.17mm)","0.500"" (12.70mm) 1/2""","0.743"" (18.87mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/090832100TEG.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/090632050TEG.JPG,RPC7391-ND,090832100TEG,Essentra Components,"KNURLED SLOTTED THUMB SCREW, NAT",5000,0,"0.14000","0","1","MicroPlastics","Active","-","Knob","Slotted","-","#8-32","0.381"" (9.68mm)","0.285"" (7.24mm)","1.000"" (25.40mm) 1""","1.280"" (32.51mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/012520P175.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010256P100.JPG,RPC7321-ND,012520P175,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",4977,0,"0.14000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","1/4""-20","0.483"" (12.27mm)","0.137"" (3.48mm)","1.750"" (44.45mm) 1 3/4""","1.887"" (47.93mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/VGS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20308.jpg,RPC3273-ND,VGS-3,Essentra Components,SHLDR SCREW RND HEAD PHIL #6-32,2595,0,"0.14718","0","1000","-","Active","Shoulder Screw","Round Head","Phillips","-","#6-32","0.218"" (5.54mm)","0.095"" (2.41mm)","0.395"" (10.03mm)","0.490"" (12.45mm)","Steel","Zinc"
