Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Length","Width","Diameter","Mounting Type","Features","Material","Color"
https://multimedia.3m.com/mws/media/711325O/3m-reclosable-fasteners.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20black.jpg,3M162171-ND,SJ-3518FR (BLACK) 3/4"",3M,LOOP PRESS BACK 3/4"" X 50YD BLK,8,0,"136.96000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive - Rubber","Flame Retardant","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_dual%20lock%20recloseable%20fastener.jpg,3M162229-ND,SJ4570-3/4""X50YD-CLEAR,3M,CLEAR LOW PROFILE FASTENERS,5,0,"148.10000","0","1","Dual Lock™  SJ4570","Active","Interlocking Stems","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/738289O/3mtm-reclosable-fasteners-design-selection-guide.pdf,//media.digikey.com/photos/3M%20Photos/1-3-100-SJ3540.JPG,3M156610-ND,1-3-100-SJ3550,3M (TC),3M RECLOSABLE FASTENER 1=100PCS,3,0,"151.09000","0","1","Dual Lock™  SJ3550","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20blk.jpg,3M162222-ND,SJ3572-5/8""X50YD-BLACK,3M,BLACK HOOK,3,0,"152.94000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,3M162186-ND,SJ-3526N-HOOK-WHITE-5/8"",3M,WHITE HOOK,4,0,"156.57000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","White"
http://multimedia.3m.com/mws/media/738289O/3mtm-reclosable-fasteners-design-selection-guide.pdf,-,3M156600-ND,1-10-SJ3550,3M (TC),3M SJ3550 RECLOSABLE FASTENER -,4,0,"156.69000","0","1","Dual Lock™  SJ3550","Active","Interlocking Stems","Rectangular","15.00' (4.57m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/187249O/dual-lock-reclosable-fasteners-sj3560-sj3561-sj3562-data-page.pdf,//media.digikey.com/Photos/3M%20Photos/1-3-100-SJ3560.JPG,3M156611-ND,1-3-100-SJ3560,3M (TC),3M SJ3560 DUAL LOCK RECLOSAB,5,0,"162.15000","0","1","Dual Lock™  SJ3560","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density, UV Resistant","Polyolefin (PO)","Clear"
-,-,3M162199-ND,SJ3531 BK 2""X50YD,3M,FASTENER LOOP,2,0,"167.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3M162195-ND,SJ3530 BK 2""X50YD,3M,FASTENER HOOK,2,0,"167.79000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,3M162189-ND,SJ3527N-1""X50YD-WHITE,3M,WHITE LOOP,5,0,"172.79000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","White"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/SJ3526N.pdf,-,3M162187-ND,SJ3526N,3M,WHT HOOK 1 X 50 YD BULK,3,0,"172.79000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","White"
http://multimedia.3m.com/mws/media/187249O/dual-lock-reclosable-fasteners-sj3560-sj3561-sj3562-data-page.pdf,-,3M156601-ND,1-10-SJ3560,3M (TC),3M SJ3560 DUAL LOCK RECLOSAB,5,0,"180.00000","0","1","Dual Lock™  SJ3560","Active","Interlocking Stems","Rectangular","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density, UV Resistant","Polyolefin (PO)","Clear"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20blk.jpg,3M157534-ND,SJ-3571-1""X50YD-BLACK,3M,BLACK LOOP,9,0,"192.79000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fasteners%20clear.jpg,3M162224-ND,SJ3572,3M,WHITE HOOK,3,0,"192.79000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","White"
-,-,3M162202-ND,SJ3532N BK 2""X50YD,3M,FASTENER HOOK,2,0,"225.75000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
-,-,3M162205-ND,SJ3533N BK 2""X50YD,3M,FASTENER LOOP,2,0,"225.75000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,3M162208-ND,SJ3541-3/4""X50YD,3M,DUAL LOCK 3/4 X 50 YD BULK,4,0,"238.15000","0","1","Dual Lock™  SJ3541","Active","Interlocking Stems","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/82990O/dual-locktm-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3440-(BLACK)-1'.jpg,3M162163-ND,SJ-3440 (BLACK) 1"",3M,DUAL LOCK PLAIN 1""X50YD BLK 250,6,0,"295.61000","0","1","Dual Lock™ SJ3440","Active","Interlocking Stems","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On, Staple","250 Stem Density","Polyolefin (PO)","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20black.jpg,3M162181-ND,SJ3526N-2""X50YD,3M,BLACK HOOK,6,0,"345.63000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ352xN-BEIGE.jpg,3M162182-ND,SJ3526N-BEIGE-2""X50YD,3M,BEIGE HOOK,4,0,"345.63000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Beige"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,3M162188-ND,SJ3526N-WHITE-2""X50YD,3M,WHITE HOOK,2,0,"345.63000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener.jpg,3M162191-ND,SJ3527N-2""X50YD-WHITE,3M,WHITE LOOP,2,0,"345.63000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ352xN-BEIGE.jpg,3M162192-ND,SJ3527N-BEIGE-2""X50YD,3M,BEIGE LOOP,2,0,"345.63000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Beige"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20black.jpg,3M162180-ND,SJ3522,3M,BLACK HOOK,2,0,"356.53000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20blk.jpg,3M157536-ND,SJ3572-2""X50YD-BLACK,3M,BLACK HOOK,6,0,"385.59000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20blk.jpg,3M157535-ND,SJ3571,3M,BLACK LOOP,3,0,"385.59000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
-,-,3M162217-ND,SJ3561 CLR 1""X50YD,3M,DUAL LOCK RECLOSABLE FASTENER SJ,7,0,"496.40000","0","1","Dual Lock™","Active","Interlocking Stems","Rectangular","150.00' (45.72m)","1.000"" (25.40mm)","-","Adhesive, Acrylic","400 Stem Density","Polyolefin (PO)","Clear"
-,-,3M162218-ND,SJ3562 CLR 1""X50YD,3M,DUAL LOCK RECLOSABLE FASTENER SJ,4,0,"496.40000","0","1","Dual Lock™","Active","Interlocking Stems","Rectangular","150.00' (45.72m)","1.000"" (25.40mm)","-","Adhesive, Acrylic","170 Stem Density","Polyolefin (PO)","Clear"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_dual%20lock%20recloseable%20fastener.jpg,3M157786-ND,SJ4570-4""X50YD-CLEAR,3M,CLEAR LOW PROFILE FASTENERS,2,0,"653.43000","0","1","Dual Lock™  SJ4570","Active","Interlocking Stems","-","150.00' (45.72m)","4.000"" (101.60mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,-,3M162210-ND,SJ3550-2""X50YD,3M,BLK DUAL LOCK 2 IN X 50 YD BULK,3,0,"799.48000","0","1","Dual Lock™  SJ3550","Active","Interlocking Stems","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RFD7021.jpg,RFD7021-ND,RFD7021,3M,SCOTCH RECLOSABLE FASTENERS ARE,72,0,"4.05000","0","1","Scotch®","Active","Interlocking Stems","-","-","-","-","-","-","-","Black"
http://multimedia.3m.com/mws/media/603320O/3m-dual-lock-reclosable-fasteners-trial-bags.pdf,//media.digikey.com/Photos/3M%20Photos/TB4570.JPG,3M155885-ND,TB4570,3M,RECLOSEABLE FASTNER 1""X10' CLR,3,0,"24.53000","0","1","Dual Lock™  TB4570","Active","Interlocking Stems","-","10.00' (3.05m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polyolefin (PO)","Clear"
http://multimedia.3m.com/mws/media/100236O/mini-packs-data-sheets.pdf,//media.digikey.com/photos/3M%20Photos/MP-3526^27N-WHITE.JPG,MP-3526/27W-ND,MP-3526/27N-WHITE,3M,HOOK&LOOP 1""X4.9YD WHT ADHESIVE,2,0,"72.06000","0","1","Scotchmate™","Active","Hook and Loop","-","14.70' (4.48m)","1.000"" (25.40mm)","-","Adhesive","-","Polyamide (PA66), Nylon 6/6","White"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RF4710.jpg,3M162604-ND,RF4710,3M,SCOTCH GENERAL PURPOSE FASTENERS,17,0,"3.75000","0","1","Scotch™","Active","Hook and Loop","-","18.000"" (457.20mm)","0.750"" (19.05mm)","-","Adhesive","-","-","White"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RF6740.jpg,3M162892-ND,RF6740,3M,SCOTCH RECLOSABLE FASTENERS ARE,12,0,"15.87000","0","1","Scotch™","Active","Hook and Loop","-","4.00' (1.22m)","1.000"" (25.40mm)","-","Adhesive","-","-","Clear"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Scotch_Outdoor_Fasteners.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RF5761_A.jpg,3M162891-ND,RF5761,3M,SCOTCH RECLOSABLE FASTENERS ARE,0,0,"19.59000","0","1","Scotch™","Active","Hook and Loop","-","15.00' (4.57m)","1.000"" (25.40mm)","-","Adhesive","-","-","Black"
http://multimedia.3m.com/mws/media/108783O/scotchmate-reclosable-fasteners-sj3506-sj3507.pdf,-,3M158101-ND,1-10-SJ3506,3M (TC),3M SJ3506 - 1"" X 10YD - 1 ROLL,3,0,"37.03000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","White"
http://tapecasecom.blob.core.windows.net/product/download/70070938785.PDF,-,3M156932-ND,1-10-SJ3531,3M (TC),3M SJ3531 RECLOSABLE FASTENER -,4,0,"39.10000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070938785.PDF,//media.digikey.com/Photos/3M%20Photos/1-10-SJ3530.jpg,3M156931-ND,1-10-SJ3530,3M (TC),3M SJ3530 RECLOSABLE FASTENER -,3,0,"39.10000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070938793.PDF,-,3M156973-ND,1-5-SJ3526N,3M (TC),3M SJ3526N RECLOSABLE FASTENER -,3,0,"40.25000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","15.00' (4.57m)","1.000"" (25.40mm)","-","Adhesive - Rubber","300 Stem Density","Polyamide (PA6), Nylon 6","-"
http://tapecasecom.blob.core.windows.net/product/download/70070938793.PDF,-,3M156974-ND,1-5-SJ3527N,3M (TC),3M SJ3527N RECLOSABLE FASTENER -,2,0,"40.25000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","15.00' (4.57m)","1.000"" (25.40mm)","-","Adhesive - Rubber","300 Stem Density","Polyamide (PA66), Nylon 6/6","-"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,3M16702-ND,2-4-10-SJ3540,3M (TC),RCLSBLE FSTNR 2""X4"" RCTNGL 10PK,5,0,"44.18000","0","1","Dual Lock™  SJ3540","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,3M16703-ND,2-5-10-SJ3540,3M (TC),RCLSBLE FSTNR 2""X5"" RCTNGL 10PK,5,0,"49.16000","0","1","Dual Lock™  SJ3540","Active","Interlocking Stems","Rectangular","5.000"" (127.00mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070488187.PDF,-,3M156933-ND,1-10-SJ3532N,3M (TC),3M SJ3532N RECLOSABLE FASTENER -,3,0,"49.59000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","Rectangular","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive, Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070488187.PDF,-,3M156934-ND,1-10-SJ3533N,3M (TC),3M SJ3533N RECLOSABLE FASTENER -,3,0,"49.59000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","Rectangular","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive, Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3401%20(BLACK)%201^.JPG,3M162148-ND,SJ-3401 (BLACK) 1"",3M,LOOP PLAIN BACK 1"" X 50YD BLACK,5,0,"50.41000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,3M16700-ND,2-2-25-SJ3540,3M (TC),RCLSBLE FSTNR 2""X2"" SQR 25PK,5,0,"51.75000","0","1","Dual Lock™  SJ3540","Active","Interlocking Stems","Square","2.000"" (50.80mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
https://multimedia.3m.com/mws/media/603320O/3m-dual-lock-reclosable-fasteners-trial-bags.pdf,//media.digikey.com/Photos/3M%20Photos/TB3560-CLEAR-1.jpg,3M156330-ND,TB3560-CLEAR-1"",3M,DUAL LOCK PRESS 1/2"" X 1"" CLEAR,3,0,"54.93000","0","1","Dual Lock™  TB3560","Active","Interlocking Stems","-","10.00' (3.05m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Clear"
-,-,3M162308-ND,TB3561/TB3562,3M,DUAL LOCK RECLOSABLE FASTENER TB,3,0,"54.93000","0","1","-","Active","Interlocking Stems","-","10.00' (3.05m)","1.000"" (25.40mm)","-","Adhesive, Acrylic","170/400 Stem Density","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,3M16704-ND,2-6-10-SJ3540,3M (TC),RCLSBLE FSTNR 2""X6"" RCTNGL 10PK,5,0,"57.75000","0","1","Dual Lock™  SJ3540","Active","Interlocking Stems","Rectangular","6.000"" (152.40mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070938785.PDF,-,3M156940-ND,1-3-100-SJ3530/SJ3531,3M (TC),3M SJ3530/SJ3531 RECLOSABLE FAST,3,0,"66.23000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","Rectangular","3.000"" (76.20mm)","1.000"" (25.40mm)","-","Adhesive, Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
-,-,3M162153-ND,SJ3418FR BK 1""X50YD,3M,FASTENER LOOP FLAME RESISTANT,5,0,"67.71000","0","1","-","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On","Flame Resistant","Nylon","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/1-10-SJ4570.jpg,3M156603-ND,1-10-SJ4575,3M (TC),3M SJ4575 RECLOSABLE FASTENER -,4,0,"68.44000","0","1","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/385624O/scotchmatetm-reclosable-fasteners-sj3522-sj3523.pdf,-,3M156929-ND,1-10-SJ3522,3M (TC),3M SJ3522 RECLOSABLE FASTENER -,2,0,"73.97000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/385624O/scotchmatetm-reclosable-fasteners-sj3522-sj3523.pdf,-,3M156930-ND,1-10-SJ3523,3M (TC),3M SJ3523 RECLOSABLE FASTENER -,2,0,"73.97000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/SJ3530.JPG,3M162197-ND,SJ3530,3M,3/4""x50YD BLACK HOOK,4,0,"76.02000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/711325O/3m-reclosable-fasteners.pdf,-,3M156935-ND,1-10-SJ3571,3M (TC),3M SJ3571 RECLOSABLE FASTENER -,3,0,"80.78000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive, Acrylic","300 Stem Density","Nylon","-"
https://multimedia.3m.com/mws/media/711325O/3m-reclosable-fasteners.pdf,-,3M156936-ND,1-10-SJ3572,3M (TC),3M SJ3572 RECLOSABLE FASTENER -,3,0,"80.78000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","1.000"" (25.40mm)","-","Adhesive, Acrylic","300 Stem Density","Nylon","-"
http://tapecasecom.blob.core.windows.net/product/download/70070488187.PDF,-,3M156941-ND,1-3-100-SJ3532N/SJ3533N,3M (TC),3M SJ3532N/SJ3533N RECLOSABLE FA,3,0,"81.66000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","Rectangular","3.000"" (76.20mm)","1.000"" (25.40mm)","-","Adhesive, Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/738289O/3mtm-reclosable-fasteners-design-selection-guide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20black.jpg,3M162172-ND,SJ3518FR,3M,BLACK LOOP,1,0,"128.88000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Adhesive - Rubber","Flame Retardant","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20blk.jpg,3M162219-ND,SJ3571-5/8""X50YD-BLACK,3M,BLACK LOOP,1,0,"152.94000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Adhesive - Acrylic","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1174470O/3m-recloslable-fastener-brochure-hr.pdf,-,3M162232-ND,SJ4580 CLR 3/4""X50YD,3M,DUAL LOCK RECLOSABLE FASTENER SJ,1,0,"162.47000","0","1","-","Active","Interlocking Stems","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive, Acrylic","705 Stem Density","Polypropylene","Clear"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20black.jpg,3M162193-ND,SJ3527N-BLACK-1.5""X50YD,3M,BLACK LOOP,0,0,"259.23000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","1.500"" (38.10mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/82990O/dual-locktm-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3441-(BLACK)-1'.jpg,3M162164-ND,SJ-3441 (BLACK)  1"",3M,DUAL LOCK PLAIN 1""X50YD BLK 400,1,0,"295.61000","0","1","Dual Lock™  SJ3441","Active","Interlocking Stems","-","150.00' (45.72m)","1.000"" (25.40mm)","-","Sew On, Staple","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_dual%20lock%20recloseable%20fastener.jpg,3M162228-ND,SJ4570-2""X50YD-CLEAR,3M,CLEAR LOW PROFILE FASTENERS,1,0,"326.74000","0","1","Dual Lock™  SJ4570","Active","Interlocking Stems","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_hook%20and%20loop%20fastener%20black.jpg,3M162190-ND,SJ3527N-2""X50YD-BLACK,3M,BLACK LOOP,0,0,"345.63000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
-,-,3M162226-ND,SJ3870 250 BLK 1""X45YD,3M,DUAL LOCK RECLOSABLE FASTENER SJ,1,0,"400.60000","0","1","Dual Lock™","Active","Interlocking Stems","Rectangular","135.00' (41.15m)","1.000"" (25.40mm)","-","Adhesive, Acrylic","250 Stem Density","Polyolefin (PO)","Black"
