Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Style","Includes"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/854-44293.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_T7PPB.jpg,T7PPB-ND,T7PPB,HellermannTyton,4U WALL MNT PATCH PNL BRKT,0,0,"104.09000","0","1","-","Active","Mounting Brackets","-","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=5,//media.digikey.com/photos/Switchcraft%20Photos/Switchcraft%20-%20K459.jpg,K459-ND,K459,Switchcraft Inc.,REPLACEMENT KIT IDC/IDC PPT,0,0,"126.69000","0","1","-","Active","PPT Replacement Kit","-","Punchdown Terminals"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=5,-,K460SW-ND,K460,Switchcraft Inc.,REPLACEMENT KIT IDC/WIREWRAP PPT,0,0,"126.69000","0","1","-","Active","PPT Replacement Kit","-","Punchdown Terminals"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-0356-001-CSU.pdf,-,APABP2USC-ND,APABP2USC,HellermannTyton,ANGLED PATCH PANEL BLANK,0,0,"134.94000","0","1","-","Active","Blank Panel","Rack Mount","Hardware"
https://assets.tripplite.com/product-pdfs/en/n492wm2bk.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N492-WM2-BK_A.jpg,N492-WM2-BK-ND,N492-WM2-BK,Tripp Lite,FIBER OPTIC WALLMOUNT DISTRIBUTI,0,0,"176.76000","0","1","-","Active","Fiber Distribution Unit","Wall Mount","Cable Lock, Cable Manager Rings, Cable Ties, Label, Keys, Start Guide"
-,-,FLEX-PLATE1UPR-ND,FLEX-PLATE1UPR,Panduit Corp,HD FLEX PATCH PNL TRUNK SLACK PL,0,0,"178.24000","0","1","-","Active","-","-","-"
-,-,FLEX-PLATE1UPRW-ND,FLEX-PLATE1UPRW,Panduit Corp,HD FLEX PATCH PNL TRUNK SLACK PL,0,0,"178.24000","0","1","-","Active","-","-","-"
-,-,FLEX-PLATE2UPR-ND,FLEX-PLATE2UPR,Panduit Corp,HD FLEX PATCH PNL TRUNK SLACK PL,0,0,"212.92000","0","1","-","Active","-","-","-"
-,-,FLEX-PLATE2UPRW-ND,FLEX-PLATE2UPRW,Panduit Corp,HD FLEX PATCH PNL TRUNK SLACK PL,0,0,"212.92000","0","1","-","Active","-","-","-"
-,-,QAPP48HDVNSBL-ND,QAPP48HDVNSBL,Panduit Corp,"QN PATCH PANEL, VERTICAL PRINTED",0,0,"216.86000","0","1","-","Active","-","-","-"
-,-,FLEX-PLATE4UPR-ND,FLEX-PLATE4UPR,Panduit Corp,HD FLEX PATCH PNL TRUNK SLACK PL,0,0,"236.27000","0","1","-","Active","-","-","-"
-,-,FLEX-PLATE4UPRW-ND,FLEX-PLATE4UPRW,Panduit Corp,HD FLEX PATCH PNL TRUNK SLACK PL,0,0,"236.27000","0","1","-","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n48212m12x2.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-12M12-X2.jpg,N482-12M12-X2-ND,N482-12M12-X2,Tripp Lite,FIBER PATCH PANEL PASS THROUGH C,0,0,"342.39000","0","1","-","Active","Pass-Through Cassette","-","-"
-,-,8423BK-06B1-ND,8423BK-06B1,3M,FDU BLCK 6PORT SCAPC W/PGTLS TRA,0,0,"356.21000","0","1","8400","Active","Fiber Distribution Unit","Rack Mount","-"
-,-,8425BK-L-ND,8425BK-L,3M,PORT FDU LOCKABLE,0,0,"370.13000","0","1","8400","Active","Fiber Distribution Unit","Rack Mount","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_8432BK.jpg,8432BK-06B1-ND,8432BK-06B1,3M,WALL MOUNT FIBER DIST UNIT 6PORT,0,0,"409.50000","0","1","8400","Active","Fiber Distribution Unit","Wall Mount","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_8436BK.jpg,8436BK-ND,8436BK,3M,FIBER DIST UNIT 36 PORT WALL MOU,0,0,"409.50000","0","1","8400","Active","Fiber Distribution Unit","Wall Mount","-"
https://assets.tripplite.com/product-pdfs/en/n4843m8lc12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-3M8-LC12.jpg,N484-3M8-LC12-ND,N484-3M8-LC12,Tripp Lite,40GB-10GB BREAKOUT CASSETTE,0,0,"493.59000","0","1","-","Active","Breakout Cassette","-","-"
https://multimedia.3m.com/mws/media/22265O/3mtm-idc-ribbon-cable-socket-891-series-ts0449.pdf,-,8912G-B2-ND,8912G-B2,3M,FIBER DISTRIBUTION TERMINAL,0,0,"493.98000","0","1","8900","Active","Fiber Distribution Unit","Wall Mount","-"
https://assets.tripplite.com/product-pdfs/en/n48412sfpk.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-12SFP-K.jpg,N484-12SFP-K-ND,N484-12SFP-K,Tripp Lite,12-PORT SFP+ 10GBE PASS THROUGH,0,0,"2343.20000","0","1","-","Active","Pass-Through Cassette","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=435606&DocType=Customer+Drawing&DocLang=English,-,435606-1-ND,435606-1,"TE Connectivity Aerospace, Defense and Marine",CONN REAR BAY ASSY,0,0,"85468.12000","0","1","-","Active","Rear Bay Assembly","-","Coax Contacts, Lancelok Contacts"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=422390&DocType=Customer+Drawing&DocLang=English,-,422390-1-ND,422390-1,"TE Connectivity Aerospace, Defense and Marine",CONN TERM REAR PATCHBOARD 3PCS,0,0,"Obsolete","0","500","-","Obsolete","Rear Terminal Kit","-","Ferrule, Rear Terminal Assembly, Shield Clip"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=422392&DocType=Customer+Drawing&DocLang=English,-,422392-5-ND,422392-5,"TE Connectivity Aerospace, Defense and Marine",CONN TERM REAR PATCHBOARD 3PCS,0,0,"Obsolete","0","500","-","Obsolete","Rear Terminal Kit","-","Ferrule, Rear Terminal Assembly, Shield Clip"
//media.digikey.com/PDF/Data%20Sheets/Switchcraft%20PDFs/TT%20Bantam%20Circuit%20Guard%20Plugs.pdf,-,TT5121-ND,TT5121,Switchcraft Inc.,PANEL PLUG GUARD CIRCUIT RED,0,0,"Obsolete","0","10","-","Obsolete","Plug, Sealing","Phone, 0.173"" Dia","-"
//media.digikey.com/PDF/Data%20Sheets/Switchcraft%20PDFs/TT%20Bantam%20Circuit%20Guard%20Plugs.pdf,-,TT5134-ND,TT5134,Switchcraft Inc.,PANEL PLUG GUARD CIRCUIT BLUE,0,0,"Obsolete","0","10","-","Obsolete","Plug, Sealing","Phone, 0.173"" Dia","-"
"//media.digikey.com/PDF/Data%20Sheets/Switchcraft%20PDFs/Miniature,%20Dummy%20Plugs,Hole%20Plugs.pdf",-,TT208-ND,TT208,Switchcraft Inc.,PHONE TWIN LOOP PLUG 3COND GRAY,0,0,"Obsolete","0","50","-","Obsolete","Dummy Plug, Twin","Phone, 0.173"" Dia","-"
-,-,1435779-1-ND,1435779-1,TE Connectivity AMP Connectors,BRACKET KIT CISCO CAT 3550 SER,0,0,"Obsolete","0","5","AMPTrac","Obsolete","Cable Management Bracket","-","-"
-,-,09458511551-ND,09458511551,HARTING,VARIOKEYPCONE HUTSCHIENENVERT 2,0,0,"Obsolete","0","1","*","Obsolete","-","-","-"
-,-,T7PPB8-ND,T7PPB8,HellermannTyton,4U WLL MNT PTCH PNL BRKT 8"",0,0,"Obsolete","0","1","-","Obsolete","Mounting Brackets","-","-"
http://wpc.AC62.edgecastcdn.net/00AC62/documents/productpdfs/T89D.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_T89D.jpg,T89D-ND,T89D,HellermannTyton,STANDOFF BRACKET FOR 66 BLOCKS,0,0,"Obsolete","0","1","-","Obsolete","Bracket Kit","Cat5","-"
http://wpc.ac62.edgecastcdn.net/00AC62/documents/productpdfs/T66DSPK.pdf,-,T66DSPK-ND,T66DSPK,HellermannTyton,"66 BLOCK DESIGNATION STRIP, WHIT",0,0,"Obsolete","0","1","-","Obsolete","Designation Strip Kit","66 Block","10 pieces"
-,-,DPLFPC-ND,DPLF,Panduit Corp,DATA PATCH PANEL FRONT LABEL HOL,0,0,"Obsolete","0","1","-","Obsolete","-","-","-"
-,-,DPLT-ND,DPLT,Panduit Corp,DATA PATCH PANEL TOP LABEL HOLDE,0,0,"Obsolete","0","1","-","Obsolete","-","-","-"
-,-,SRB19MDBL/N-ND,SRB19MDBL/N,Panduit Corp,"STRAIN RELIEF BAR, 7"" MULTI-DEPT",0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,SRBM19BL/N-ND,SRBM19BL/N,Panduit Corp,STRAIN REL BAR W/HOOK & LOOP TIE,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
-,-,SRPPMAKBL/N-ND,SRPPMAKBL/N,Panduit Corp,STRAIN REL BAR W/HOOK & LOOP TIE,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
