Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Input","Specifications","Size / Dimension"
-,-,2066-7H.51.0.230.0150-ND,7H.51.0.230.0150,"Finder Relays, Inc.",PTC PANEL HEATER 150W,4,0,"86.70000","0","1","7H","Active","Heating Unit","110 ~ 230VAC/DC","Heater, 150W","2.76"" L x 2.48"" W x 8.58"" H (70.0mm x 63.0mm x 218.0mm)"
https://www.hammfg.com/electrical/products/climate/shg.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/SHG14003.jpg,HM1672-ND,SHG14003,Hammond Manufacturing,HEATER 45W 3.5A 2.6"",14,52,"88.08000","0","1","SHG","Active","Heating Unit","110 ~ 250 VAC","Heater, 45W, 3.5A","2.80"" L x 2.00"" W x 3.53"" H (71.1mm x 50.8mm x 89.7mm)"
https://assets.tripplite.com/submittal-drawing/srfanwm-submittal-drawing.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRFANWM.jpg,TL2237-ND,SRFANWM,Tripp Lite,ENCLOSURE COOLING ROOF FAN KIT,9,0,"96.38000","0","1","SmartRack™","Active","Fan","120VAC","Fan, AC, Square, 210 CFM","1.61"" L x 5.20"" W x 5.20"" H (40.9mm x 132.1mm x 132.1mm)"
http://www.deltaww.com/filecenter/Products/Download/03/0303/HEH050BA.pdf,//media.digikey.com/Photos/Delta%20Photos/HEH050BA.jpg,603-2222-ND,HEH050BA,Delta Electronics,AC 220V HEATER 500W,8,0,"107.54000","0","1","-","Active","Heating Unit","230VAC","-","-"
https://www.hammfg.com/files/parts/pdf/PPGPFPA230.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PPGPFPA.jpg,HM5607-ND,PPGPFPA230,Hammond Manufacturing,RACK FAN PANEL ASSEMBLY 230 VAC,19,10,"110.25000","0","1","PPG","Active","Fan Tray","230VAC","Fan Tray, AC, 2 Fans, 200 CFM","19.00"" L x 5.22"" W x 1.78"" H (482.6mm x 132.6mm x 45.2mm)"
http://www.hammondmfg.com/pdf/9R3pg49-51.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FAN10A115.jpg,HM5420-ND,FAN10A220,Hammond Manufacturing,FAN AC AXIAL 10"" 550CFM 230V,9,1,"130.50000","0","1","DNMF","Active","Fan","230VAC","Fan, AC, Round, 550 CFM","10.00"" Dia x 3.54"" W (254.0mm x 89.9mm)"
http://www.hammondmfg.com/pdf/9R3pg49-51.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FAN10A115.jpg,HM2223-ND,FAN10A115,Hammond Manufacturing,FAN AC AXIAL 10"" 550CFM 115V,3,36,"130.50000","0","1","DNMF","Active","Fan","115VAC","Fan, AC, Round, 550 CFM","10.00"" Dia x 3.54"" W (254.0mm x 89.9mm)"
http://www.deltaww.com/filecenter/Products/Download/03/0303/HEH050PA.pdf,//media.digikey.com/Photos/Delta%20Photos/HEH050PA.jpg,603-2224-ND,HEH050PA,Delta Electronics,DC 48V HEATER 500W,7,0,"161.78000","0","1","-","Active","Heating Unit","-","-","-"
https://www.mechatronics.com/pdf/MT1U-3-LPH99.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/MFG_MT1U-3-LPH99.jpg,1570-1882-ND,MT1U-3-LPH99,Mechatronics Fan Group,EC FAN TRAY 100-240VAC 372 CFM,9,0,"167.15000","0","1","MT1U","Active","Fan Tray","100 ~ 240VAC","Fan Tray, AC, 3 Fans, 372 CFM","17.75"" L x 8.25"" W x 1.75"" H (450mm x 210mm x 44.5mm)"
https://www.mechatronics.com/pdf/MT1U-3-LPH99L.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/MFG_MT1U-3-LPH99.jpg,1570-1883-ND,MT1U-3-LPH99L,Mechatronics Fan Group,EC FAN TRAY 100-240VAC 258 CFM,6,0,"167.15000","0","1","MT1U","Active","Fan Tray","100 ~ 240VAC","Fan Tray, AC, 3 Fans, 258 CFM","17.75"" L x 8.25"" W x 1.75"" H (450mm x 210mm x 44.5mm)"
http://www.budind.com/pdf/hb1170.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/FT-1170-MG.jpg,377-1227-ND,FT-1170-MG,Bud Industries,FAN TRAY ASSEMBLY METALLIC GRAY,15,0,"176.65000","0","1","FT","Active","Fan Tray","-","Fan Tray, Unpopulated, 9 Fans","17.00"" L x 17.50"" W x 1.72"" H (431.8mm x 444.5mm x 43.7mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F10LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5230-ND,C2T1923F10LG1,Hammond Manufacturing,RACK TOP,5,2,"183.40000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 1 Fan, 550 CFM","20.00"" L x 15.00"" W x 4.08"" H (508.0mm x 381.0mm x 103.6mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F10LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5229-ND,C2T1923F10BK1,Hammond Manufacturing,RACK TOP,4,9,"183.40000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 1 Fan, 550 CFM","20.00"" L x 15.00"" W x 4.08"" H (508.0mm x 381.0mm x 103.6mm)"
http://www.hammondmfg.com/pdf/C2T1936F10.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5259-ND,C2T1936F10BK1,Hammond Manufacturing,PANEL 10"" FAN TOP 36"" BLACK,2,2,"191.10000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 1 Fan, 550 CFM","28.25"" L x 20.00"" W x 4.08"" H (717.6mm x 508.0mm x 103.6mm)"
http://www.hammondmfg.com/pdf/C2T1931F10.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5244-ND,C2T1931F10BK1,Hammond Manufacturing,PANEL 10"" FAN TOP 31.5"" BLACK,4,3,"193.58000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 1 Fan, 550 CFM","23.75"" L x 20.00"" W x 4.08"" H (603.3mm x 508.0mm x 103.6mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F10CELG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5245-ND,C2T1931F10CEBK1,Hammond Manufacturing,PANEL 10"" FAN TOP 31.5"" BLACK,0,0,"193.90000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 1 Fan, 550 CFM","23.75"" L x 20.00"" W x 4.08"" H (603.3mm x 508.0mm x 103.6mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT300HA1220BK.jpg,HM5444-ND,FT300TA1220BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/3 FANS,4,5,"198.10000","0","1","FT","Active","Fan Tray","220VAC","Fan Tray, AC, 3 Fans, 300 CFM","17.01"" L x 7.62"" W x 1.75"" H (432.1mm x 193.5mm x 44.4mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT300HA1220BK.jpg,HM5443-ND,FT300HA1220BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/3 FANS,2,5,"198.10000","0","1","FT","Active","Fan Tray","220VAC","Fan Tray, AC, 3 Fans, 300 CFM","17.01"" L x 7.62"" W x 1.75"" H (432.1mm x 193.5mm x 44.4mm)"
https://www.hammfg.com/electrical/products/climate/flh.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM5427-ND,FLHTF125A230,Hammond Manufacturing,FAN HEATER 125W 240V 5.5X4X5.3"",2,0,"201.64000","0","1","FLHTF","Active","Heating Unit","240VAC","Heater, 125W","5.30"" L x 4.00"" W x 5.50"" H (134.6mm x 101.6mm x 139.7mm)"
https://www.hammfg.com/electrical/products/climate/shv.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SHV031029.jpg,HM1677-ND,SHV031029,Hammond Manufacturing,FAN HEATER 100W 0.89A 120A,2,6,"208.03000","0","1","SHV","Active","Heating Unit","120VAC","Heater, 100W, 0.89A","4.41"" L x 3.15"" W x 1.85"" H (112.0mm x 80.0mm x 47.0mm)"
http://www.deltaww.com/filecenter/Products/Download/03/0303/HEH100PA.pdf,//media.digikey.com/Photos/Delta%20Photos/HEH100PA.jpg,603-2225-ND,HEH100PA,Delta Electronics,DC 48V HEATER 1000W,10,0,"212.72000","0","1","-","Active","Heating Unit","-","-","-"
http://www.deltaww.com/filecenter/Products/Download/03/0303/HEH100BA.pdf,//media.digikey.com/Photos/Delta%20Photos/HEH100BA.jpg,603-2223-ND,HEH100BA,Delta Electronics,AC 220V HEATER 1000W,4,0,"212.72000","0","1","-","Active","Heating Unit","180 ~ 240 VAC","-","-"
https://www.hammfg.com/files/parts/pdf/C2T1931F4LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5247-ND,C2T1931F4LG1,Hammond Manufacturing,RACK TOP,2,0,"214.90000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","23.75"" L x 20.00"" W x 1.53"" H (603.3mm x 508.0mm x 38.9mm)"
https://www.hammfg.com/files/parts/pdf/C2T1931F4LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/C2T1931F4BK1.jpg,HM5246-ND,C2T1931F4BK1,Hammond Manufacturing,FAN TOP 4"" PRE-WIRE 31.5"" BLACK,2,4,"222.58000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","23.75"" L x 20.00"" W x 1.53"" H (603.3mm x 508.0mm x 38.9mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F4LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5261-ND,C2T1936F4BK1,Hammond Manufacturing,FAN TOP 4"" PRE-WIRE 36"" BLACK,2,7,"222.58000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","28.25"" L x 20.00"" W x 1.53"" H (717.6mm x 508.0mm x 38.9mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F4TLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F4TBK1.jpg,HM5232-ND,C2T1923F4TBK1,Hammond Manufacturing,RACK TOP,2,8,"246.40000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","20.00"" L x 15.00"" W x 1.53"" H (508.0mm x 381.0mm x 38.9mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F4TLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5248-ND,C2T1931F4TBK1,Hammond Manufacturing,RACK TOP,2,1,"254.80000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","23.75"" L x 20.00"" W x 1.53"" H (603.3mm x 508.0mm x 38.9mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923F4TLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5249-ND,C2T1931F4TLG1,Hammond Manufacturing,RACK TOP,2,3,"254.80000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","23.75"" L x 20.00"" W x 1.53"" H (603.3mm x 508.0mm x 38.9mm)"
https://www.hammfg.com/files/parts/pdf/C2T1936F4TLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5263-ND,C2T1936F4TBK1,Hammond Manufacturing,RACK TOP,2,10,"262.50000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 4 Fans, 100 CFM","28.25"" L x 20.00"" W x 1.53"" H (717.6mm x 508.0mm x 38.9mm)"
http://www.deltaww.com/filecenter/Products/Download/03/0303/HEH100PB.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_HEH100PB.jpg,603-2226-ND,HEH100PB,Delta Electronics,DC 48V HEATER 1000W (RACK-MOUNT,5,0,"269.64000","0","1","-","Active","Heating Unit","-","-","-"
https://www.hammfg.com/electrical/products/climate/scr.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SCR027009.jpg,HM1667-ND,SCR027009,Hammond Manufacturing,FAN HEATER 550W 11A 120V,2,41,"272.22000","0","1","SCR","Active","Heating Unit","120VAC","Heater, 550W, 11A","-"
https://www.hammfg.com/electrical/products/climate/scr.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SCR027009.jpg,HM1668-ND,SCR027009230,Hammond Manufacturing,FAN HEATER 550W 13A 230V,2,7,"272.22000","0","1","SCR","Active","Heating Unit","230VAC","Heater, 550W, 13A","-"
http://catalog.ebmpapst.us/allpdfs/FT170AC.pdf,-,381-3063-ND,FT-170-318-001,ebm-papst Inc.,FAN TRAY 483X211MM 115VAC,6,10,"276.57000","0","1","FT170AC","Active","Fan Tray","115VAC","Fan Tray, AC, 3 Fans, 318 CFM","17.12"" L x 8.31"" W x 1.70"" H (434.8mm x 211.1mm x 43.2mm)"
https://www.hammfg.com/files/parts/pdf/FLHTF400A115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM1665-ND,FLHTF400A115,Hammond Manufacturing,FAN HEATER 400W 120V 7.5X4X5.3"",8,79,"277.14000","0","1","FLHTF","Active","Heating Unit","120VAC","Heater, 400W","5.30"" L x 4.00"" W x 7.50"" H (134.6mm x 101.6mm x 190.5mm)"
https://www.hammfg.com/electrical/products/climate/flh.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM5429-ND,FLHTF400A230,Hammond Manufacturing,FAN HEATER 400W 240V 7.5X4X5.3"",5,17,"277.14000","0","1","FLHTF","Active","Heating Unit","240VAC","Heater, 400W","5.30"" L x 4.00"" W x 7.50"" H (134.6mm x 101.6mm x 190.5mm)"
https://www.hammfg.com/electrical/products/climate/scr.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SCR027009.jpg,HM1669-ND,SCR027019,Hammond Manufacturing,FAN HEATER 650W 12A 120V,4,4,"283.89000","0","1","SCR","Active","Heating Unit","120VAC","Heater, 650W, 12A","-"
https://www.hammfg.com/files/parts/pdf/FLHTF800A115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM1666-ND,FLHTF800A115,Hammond Manufacturing,FAN HEATER 800W 120V 7.5X4X5.3"",2,16,"314.93000","0","1","FLHTF","Active","Heating Unit","120VAC","Heater, 800W","5.30"" L x 4.00"" W x 7.50"" H (134.6mm x 101.6mm x 190.5mm)"
https://www.hammfg.com/electrical/products/climate/flh.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM5430-ND,FLHTF800A230,Hammond Manufacturing,FAN HEATER 800W 240V 7.5X4X5.3"",2,15,"314.93000","0","1","FLHTF","Active","Heating Unit","240VAC","Heater, 800W","5.30"" L x 4.00"" W x 7.50"" H (134.6mm x 101.6mm x 190.5mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT600HA1BK.jpg,HM2230-ND,FT600TA1BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/6 FANS,2,8,"321.30000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 6 Fans, 600 CFM","16.99"" L x 13.12"" W x 1.75"" H (431.5mm x 333.2mm x 44.4mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/FTIU-x_Web.pdf,//media.digikey.com/Photos/Vector%20Photos/MFG_FT1U-6AC.jpg,V2102-ND,FT1U-6AC,Vector Electronics,FAN TRAY 6 FANS 19X1.71X12.95"",4,0,"352.44000","0","1","VectorPak™","Active","Fan Tray","115VAC","Fan Tray, AC, 6 Fans, 52 CFM","19.00"" L x 12.95"" W x 1.72"" H (482.6mm x 328.9mm x 43.7mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT600HA1BK.jpg,HM2232-ND,FT900TA1BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/9 FANS,2,5,"420.70000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 9 Fans, 900 CFM","18.62"" L x 17.01"" W x 1.75"" H (472.9mm x 432.1mm x 44.4mm)"
http://www.hammondmfg.com/pdf/HB4500A.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HB2160A.jpg,HM2235-ND,HB4500A,Hammond Manufacturing,BLOWER 8.26X17.2X7"" BLACK,6,10,"757.44000","0","1","HB","Active","Fan","115VAC","Fan, AC, Rectangular, 470 CFM","17.20"" L x 8.26"" W x 7.00"" H (436.9mm x 209.8mm x 177.8mm)"
http://www.hammondmfg.com/pdf/HB3250A.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HB2160A.jpg,HM2234-ND,HB3250A,Hammond Manufacturing,BLOWER 6.26X17.2X5.25"" BLACK,3,0,"764.40000","0","1","HB","Active","Fan","115VAC","Fan, AC, Rectangular, 300 CFM","17.20"" L x 6.26"" W x 5.25"" H (436.9mm x 159.0mm x 133.4mm)"
https://www.hammfg.com/files/parts/pdf/FLHTF200A115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM1664-ND,FLHTF200A115,Hammond Manufacturing,FAN HEATER 200W 120V 5.5X4X5.3"",0,74,"239.57000","0","1","FLHTF","Active","Heating Unit","120VAC","Heater, 200W","5.30"" L x 4.00"" W x 5.50"" H (134.6mm x 101.6mm x 139.7mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT600HA1BK.jpg,HM2231-ND,FT900HA1BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/9 FANS,0,8,"420.70000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 9 Fans, 900 CFM","18.54"" L x 17.01"" W x 1.75"" H (470.9mm x 432.1mm x 44.4mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF09XX414.jpg,1441-1612-ND,HF0926414,"Hoffman Enclosures, Inc.","IP54 9"" FILTER FAN 230V 7035, BU",1,0,"161.47000","0","1","HF","Active","Fan","230VAC","Fan, AC, Square, 70 CFM","4.13"" L x 8.23"" W x 8.19"" H (105.0mm x 209.0mm x 208.0mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF09XX414.jpg,1441-1610-ND,HF0916414,"Hoffman Enclosures, Inc.","IP54 9"" FILTER FAN 115V 7035, BU",1,0,"161.47000","0","1","HF","Active","Fan","115VAC","Fan, AC, Square, 70 CFM","4.13"" L x 8.23"" W x 8.19"" H (105.0mm x 209.0mm x 208.0mm)"
http://www.budind.com/pdf/hb1973.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/FT-1973.jpg,377-1423-ND,FT-1973,Bud Industries,FAN TRAY ASSEMBLY W/3 FANS,1,0,"180.28000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 3 Fans, 315 CFM","17.00"" L x 7.00"" W x 1.72"" H (431.8mm x 177.8mm x 43.7mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF13XX414.jpg,1441-1616-ND,HF1316414,"Hoffman Enclosures, Inc.",IP54 13"" 376 FILTER FAN 115V 703,1,0,"310.45000","0","1","HF","Active","Fan","115VAC","Fan, AC, Square, 395 CFM","6.30"" L x 12.83"" W x 12.80"" H (160.0mm x 326.0mm x 325.0mm)"
http://www.budind.com/pdf/hb1979.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/FT-1979.jpg,377-1425-ND,FT-1979,Bud Industries,FAN TRAY ASSEMBLY W/9 FANS,1,0,"363.62000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 9 Fans, 945 CFM","17.00"" L x 17.50"" W x 1.72"" H (431.8mm x 444.5mm x 43.7mm)"
http://www.hammondmfg.com/pdf/PPFP190803.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPFP190803BK1.jpg,HM5599-ND,PPFP190803BK1,Hammond Manufacturing,FAN PANEL ASSEMBLY W/3 HOLES,14,11,"15.30000","0","1","PPF","Active","Fan Tray","-","Fan Tray, Unpopulated, 3 Fans","19.00"" L x 5.22"" W x 0.07"" H (482.6mm x 132.6mm x 1.8mm)"
http://www.hammondmfg.com/pdf/PPFP190802.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPFP191202BK1.jpg,HM5598-ND,PPFP190802BK1,Hammond Manufacturing,FAN PANEL ASSEMBLY W/2 HOLES,7,10,"15.30000","0","1","PPF","Active","Fan Tray","-","Fan Tray, Unpopulated, 2 Fans","19.00"" L x 5.22"" W x 0.07"" H (482.6mm x 132.6mm x 1.8mm)"
-,-,2066-7H.51.0.230.0025-ND,7H.51.0.230.0025,"Finder Relays, Inc.",PTC PANEL HEATER 25W,5,0,"41.82000","0","1","7H","Active","Heating Unit","110 ~ 230VAC/DC","Heater, 25W","1.61"" L x 1.61"" W x 4.92"" H (41.0mm x 41.0mm x 125.0mm)"
"//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Fans,Fan_Kits,Fan_Panels,Grills,&_Filters).pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFK1AC120.jpg,HM5355-ND,DNFK1AC120,Hammond Manufacturing,FAN (1)KIT 120MM 115VAC 5PCS,2,38,"46.20000","0","1","DNF","Active","Fan","115VAC","Fan, AC, Square, 105 CFM","4.72"" L x 4.72"" W x 1.50"" H (119.9mm x 119.9mm x 38.1mm)"
http://www.hammondmfg.com/pdf/DNFF080_115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM2215-ND,DNFF080GY115,Hammond Manufacturing,FAN KIT 80MM GRAY 115VAC 5PCS,5,13,"53.60000","0","1","DNFF","Active","Fan","115VAC","Fan, AC, Square, 32 CFM","4.13"" L x 4.13"" W x 2.42"" H (105.0mm x 105.0mm x 61.5mm)"
http://www.hammondmfg.com/pdf/DNFF080_230.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM5352-ND,DNFF080BK230,Hammond Manufacturing,FAN KIT 80MM BLACK 230VAC 5PCS,4,2,"53.60000","0","1","DNFF","Active","Fan","230VAC","Fan, AC, Square, 32 CFM","4.13"" L x 4.13"" W x 2.42"" H (105.0mm x 105.0mm x 61.5mm)"
-,-,2066-7H.51.0.230.0050-ND,7H.51.0.230.0050,"Finder Relays, Inc.",PTC PANEL HEATER 50W,4,0,"54.30000","0","1","7H","Active","Heating Unit","110 ~ 230VAC/DC","Heater, 50W","1.61"" L x 1.61"" W x 4.92"" H (41.0mm x 41.0mm x 125.0mm)"
https://www.hammfg.com/files/parts/pdf/C2T1931FLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5251-ND,C2T1931FLG1,Hammond Manufacturing,RACK TOP,1,0,"64.00000","0","1","C2TF","Active","Fan Tray","-","Fan Tray, Unpopulated, 6 Fans","23.75"" L x 20.00"" W x 0.07"" H (603.2mm x 508.0mm x 1.8mm)"
https://www.hammfg.com/files/parts/pdf/C2T1936FLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM2183-ND,C2T1936FBK1,Hammond Manufacturing,PANEL 4"" FAN TOP 36"" BLACK,5,29,"72.80000","0","1","C2TF","Active","Fan Tray","-","Fan Tray, Unpopulated, 6 Fans","28.25"" L x 20.00"" W x 0.07"" H (717.6mm x 508.0mm x 1.8mm)"
https://www.hammfg.com/files/parts/pdf/C2T1936FLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5264-ND,C2T1936FLG1,Hammond Manufacturing,RACK TOP,4,0,"72.80000","0","1","C2TF","Active","Fan Tray","-","Fan Tray, Unpopulated, 6 Fans","28.25"" L x 20.00"" W x 0.07"" H (717.6mm x 508.0mm x 1.8mm)"
-,-,2066-7H.51.0.230.0100-ND,7H.51.0.230.0100,"Finder Relays, Inc.",PTC PANEL HEATER 100W,5,0,"74.78000","0","1","7H","Active","Heating Unit","110 ~ 230VAC/DC","Heater, 100W","2.76"" L x 2.48"" W x 5.43"" H (70.0mm x 63.0mm x 138.0mm)"
https://www.hammfg.com/electrical/products/climate/shg.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/SHG14001.jpg,HM1671-ND,SHG14001,Hammond Manufacturing,HEATER 30W 3.0A 2.6"",3,112,"76.94000","0","1","SHG","Active","Heating Unit","110 ~ 250 VAC","Heater, 30W, 3A","2.80"" L x 2.00"" W x 3.53"" H (71.1mm x 50.8mm x 89.7mm)"
https://www.hammfg.com/files/parts/pdf/FAN150AC115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FAN10A115.jpg,HM2224-ND,FAN150AC115,Hammond Manufacturing,FAN AC AXIAL 150MM 210CFM 115V,5,10,"81.00000","0","1","DNMF","Active","Fan","115VAC","Fan, AC, Round, 235 CFM","6.38"" L x 5.75"" W x 2.00"" H (162.1mm x 146.1mm x 50.8mm)"
https://www.hammfg.com/electrical/products/climate/shg.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SHG14000.jpg,HM1673-ND,SHG14005,Hammond Manufacturing,HEATER 60W 2.5A 5.5"",1,63,"101.07000","0","1","SHG","Active","Heating Unit","110 ~ 250 VAC","Heater, 60W, 2.5A","2.80"" L x 2.00"" W x 6.89"" H (71.1mm x 50.8mm x 175.0mm)"
https://www.hammfg.com/files/parts/pdf/C2T1936F10LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5260-ND,C2T1936F10CELG1,Hammond Manufacturing,RACK TOP,1,0,"198.80000","0","1","C2TF","Active","Fan Tray","115VAC","Fan Tray, AC, 1 Fan, 550 CFM","28.25"" L x 20.00"" W x 4.08"" H (717.6mm x 508.0mm x 103.6mm)"
