Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Ratings","Material Flammability Rating"
http://www.hammondmfg.com/pdf/1455J1202.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1455J1202BK.jpg,HM1721-ND,1455J1202BK,Hammond Manufacturing,BOX ALUM BLACK 4.72""L X 3.07""W,129,106,"15.91000","0","1","1455","Active","Box","4.724"" L x 3.071"" W (120.00mm x 78.00mm)","1.063"" (27.00mm)","14.5in² (94cm²)","End Panel(s)","Metal, Aluminum; Plastic","Black","0.060"" (1.52mm)","Card Guides","-","-"
https://www.hammfg.com/electronics/small-case/diecast/1590.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1590WSBK.jpg,HM1537-ND,1590WSBK,Hammond Manufacturing,BOX ALUM BLACK 4.34""L X 3.23""W,523,193,"16.02000","0","1","1590W","Active","Box","4.335"" L x 3.232"" W (110.11mm x 82.09mm)","1.810"" (45.97mm)","14.0in² (90cm²)","Cover Included","Metal, Aluminum","Black","0.080"" (2.03mm)","Watertight","IP65","-"
http://www.hammondmfg.com/pdf/1555HF17.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1555HF17GY.jpg,HM476-ND,1555HF17GY,Hammond Manufacturing,BOX ABS GRAY 7.09""L X 4.72""W,114,444,"16.15000","0","1","1555F","Active","Box","7.086"" L x 4.723"" W (179.98mm x 119.96mm)","1.465"" (37.21mm)","33.5in² (216cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1555HF42.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555HF42GY.jpg,HM478-ND,1555HF42GY,Hammond Manufacturing,BOX ABS GRAY 7.09""L X 4.72""W,320,1735,"16.79000","0","1","1555F","Active","Box","7.086"" L x 4.723"" W (179.98mm x 119.96mm)","2.441"" (62.00mm)","33.5in² (216cm²)","Cover Included","Plastic, ABS","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1555FF42.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555F2F42GY.jpg,HM388-ND,1555F2F42GY,Hammond Manufacturing,BOX PLASTIC GRAY 4.72""L X 3.57""W,196,819,"17.12000","0","1","1555F","Active","Box","4.722"" L x 3.574"" W (119.94mm x 90.78mm)","2.441"" (62.00mm)","16.9in² (109cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13, UL-508","UL94 5VA, UL94 V-0"
http://www.hammondmfg.com/pdf/1554H.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554HGY.jpg,HM994-ND,1554HGY,Hammond Manufacturing,BOX ABS GRAY 7.09""L X 4.72""W,379,837,"17.37000","0","1","1554","Active","Box","7.087"" L x 4.724"" W (180.01mm x 119.99mm)","2.362"" (60.00mm)","33.5in² (216cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1598E.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1598EBK.jpg,HM166-ND,1598EBK,Hammond Manufacturing,BOX ABS BLACK 6.31""L X 6.25""W,150,596,"17.42000","0","1","1598","Active","Box","6.313"" L x 6.246"" W (160.35mm x 158.65mm)","3.354"" (85.19mm)","39.3in² (254cm²)","Split Sides and End Panel(s)","Plastic, ABS with Aluminum Panels","Black","-","Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1598E.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1598EGY.jpg,HM175-ND,1598EGY,Hammond Manufacturing,BOX ABS GRAY 6.31""L X 6.25""W,130,290,"17.42000","0","1","1598","Active","Box","6.313"" L x 6.246"" W (160.35mm x 158.65mm)","3.354"" (85.19mm)","39.3in² (254cm²)","Split Sides and End Panel(s)","Plastic, ABS with Aluminum Panels","Gray","-","Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1555JF17.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555J2F17GY.jpg,HM391-ND,1555J2F17GY,Hammond Manufacturing,BOX PLASTIC GRAY 6.3""L X 3.57""W,978,673,"17.66000","0","1","1555F","Active","Box","6.297"" L x 3.574"" W (159.94mm x 90.78mm)","1.465"" (37.21mm)","22.4in² (145cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13, UL-508","UL94 5VA, UL94 V-0"
https://www.hammfg.com/files/parts/pdf/1590DD.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590DD.jpg,HM347-ND,1590DD,Hammond Manufacturing,BOX ALUM UNPAINTED 7.4""LX4.72""W,516,662,"17.73000","0","1","1590","Active","Box","7.402"" L x 4.724"" W (188.01mm x 119.99mm)","1.525"" (38.74mm)","35.0in² (226cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","EMI Shielded","IP54","-"
http://www.hammondmfg.com/pdf/1555JF42.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555J2F42GY.jpg,HM392-ND,1555J2F42GY,Hammond Manufacturing,BOX PLASTIC GRAY 6.3""L X 3.57""W,205,469,"18.09000","0","1","1555F","Active","Box","6.297"" L x 3.574"" W (159.94mm x 90.78mm)","2.441"" (62.00mm)","22.4in² (145cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13, UL-508","UL94 5VA, UL94 V-0"
http://www.hammondmfg.com/pdf/1455J1201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455J1201.jpg,HM890-ND,1455J1201,Hammond Manufacturing,BOX ALUM NATURAL 4.72""LX3.07""W,1777,1391,"18.21000","0","1","1455","Active","Box","4.724"" L x 3.071"" W (120.00mm x 78.00mm)","1.063"" (27.00mm)","14.5in² (94cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.budind.com/pdf/hb1325mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1325-DGMB.JPG,377-1903-ND,PN-1325-DGMB,Bud Industries,BOX ABS GRAY 8.74""L X 5.75""W,537,833,"18.30000","0","1","PN","Active","Box","8.740"" L x 5.748"" W (222.00mm x 146.00mm)","2.165"" (55.00mm)","50.2in² (324cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1455K1201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455K1201.jpg,HM972-ND,1455K1201,Hammond Manufacturing,BOX ALUM NATURAL 4.72""LX3.07""W,161,875,"18.82000","0","1","1455","Active","Box","4.724"" L x 3.071"" W (120.00mm x 78.00mm)","1.693"" (43.00mm)","14.5in² (94cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
https://www.phoenixmecano.com/wp-content/uploads/2014/08/Beluga-Catalog.pdf,//media.digikey.com/photos/Rose%20&%20Bopla%20Enclosures/MFG_270204010.jpg,902-1075-ND,270204010,Rose Enclosures,BOX PLASTIC GRAY 8.66""L X 4.57""W,214,0,"18.84000","0","1","BG","Active","Box","8.661"" L x 4.567"" W (220.00mm x 116.00mm)","2.008"" (51.00mm)","39.6in² (255cm²)","Hand Held, Split Sides","Plastic, Polyamide","Gray","-","PCB Supports","IP65","UL94 V-2"
http://www.budind.com/pdf/hb1324.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1324-C.jpg,377-1123-ND,PN-1324-C,Bud Industries,BOX PLSTC GRAY/CLR 6.73""LX4.76""W,1124,749,"19.40000","0","1","PN","Active","Box","6.732"" L x 4.764"" W (170.99mm x 121.01mm)","2.165"" (55.00mm)","32.1in² (207cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.120"" (3.05mm)","Card Guides, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1590DFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590DFL.jpg,HM577-ND,1590DFL,Hammond Manufacturing,BOX ALUM UNPAINTED 7.4""LX4.72""W,251,363,"19.40000","0","1","1590FL","Active","Box","7.402"" L x 4.724"" W (188.01mm x 119.99mm)","2.273"" (57.73mm)","35.0in² (226cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1554J.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1554J2GY.jpg,HM1798-ND,1554J2GY,Hammond Manufacturing,BOX PLASTIC GRAY 6.3""L X 3.54""W,110,2073,"19.99000","0","1","1554","Active","Box","6.299"" L x 3.543"" W (159.99mm x 89.99mm)","2.362"" (60.00mm)","22.3in² (144cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13, UL-508","UL94 5VA"
http://www.budind.com/pdf/hb7600.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/HD-7600.JPG,377-1634-ND,HD-7600,Bud Industries,BOX PLSTC BLACK 6.62""L X 4.68""W,654,426,"20.30000","0","1","HD","Active","Box","6.620"" L x 4.680"" W (168.15mm x 118.87mm)","2.370"" (60.20mm)","31.0in² (200cm²)","Cover Included","Plastic, Polycarbonate","Black","-","Mounting Flange, PCB Supports, Sealing Gasket","IP66, NEMA 4,4X,12,13","UL94 V-0"
http://www.budind.com/pdf/hb1324mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1324-MB.jpg,377-1883-ND,PN-1324-MB,Bud Industries,BOX PLASTIC GRAY 6.73""L X 4.76""W,845,1692,"20.70000","0","1","PN","Active","Box","6.732"" L x 4.764"" W (170.99mm x 121.01mm)","2.165"" (55.00mm)","32.1in² (207cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.budind.com/pdf/hb1324mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1324-CMB.jpg,377-1892-ND,PN-1324-CMB,Bud Industries,BOX PLSTC GRAY/CLR 6.73""LX4.76""W,793,3584,"20.70000","0","1","PN","Active","Box","6.732"" L x 4.764"" W (170.99mm x 121.01mm)","2.165"" (55.00mm)","32.1in² (207cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1598G.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1598GBK.jpg,HM168-ND,1598GBK,Hammond Manufacturing,BOX ABS BLACK 9.83""L X 6.26""W,203,559,"20.77000","0","1","1598","Active","Box","9.831"" L x 6.260"" W (249.71mm x 159.00mm)","2.953"" (75.00mm)","61.5in² (397cm²)","Split Sides and End Panel(s)","Plastic, ABS with Aluminum Panels","Black","-","Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
https://www.pomonaelectronics.com/file/17309/download?token=DF9BEwu1,//media.digikey.com/Photos/Pomona%20Photos/3606.jpg,3606PO-ND,3606,Pomona Electronics,BOX ALUM UNPAINTED 3""L X 2.63""W,106,0,"20.99000","0","1","Size D","Active","Box","3.000"" L x 2.630"" W (76.20mm x 66.80mm)","1.650"" (41.91mm)","7.89in² (50.9cm²)","Cover Included","Metal, Aluminum","Unpainted","-","EMI Shielded","-","-"
http://www.hammondmfg.com/pdf/1598H.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1598HBK.jpg,HM169-ND,1598HBK,Hammond Manufacturing,BOX ABS BLACK 11.06""L X 7.87""W,171,193,"21.64000","0","1","1598","Active","Box","11.059"" L x 7.870"" W (280.90mm x 199.90mm)","1.614"" (41.00mm)","87.0in² (561cm²)","Split Sides and End Panel(s)","Plastic, ABS with Aluminum Panels","Black","-","Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.budind.com/pdf/hb1327mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1327-MB.jpg,377-1884-ND,PN-1327-MB,Bud Industries,BOX PLASTIC GRAY 6.73""L X 4.76""W,275,0,"22.30000","0","1","PN","Active","Box","6.732"" L x 4.764"" W (170.99mm x 121.01mm)","3.150"" (80.00mm)","32.1in² (207cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1555HF42.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555H2F42GY.jpg,HM479-ND,1555H2F42GY,Hammond Manufacturing,BOX PLASTIC GRAY 7.09""L X 4.72""W,1091,805,"22.64000","0","1","1555F","Active","Box","7.086"" L x 4.723"" W (179.98mm x 119.96mm)","2.441"" (62.00mm)","33.5in² (216cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.157"" (4.00mm)","Mounting Flange, PCB Supports, Watertight","IP67, NEMA 4,4X,12,13, UL-508","UL94 5VA, UL94 V-0"
http://www.budind.com/pdf/hb123.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-347.jpg,377-1111-ND,CU-347,Bud Industries,BOX ALUM NATURAL 7.39""L X 4.7""W,293,1057,"23.00000","0","1","Econobox","Active","Box","7.390"" L x 4.703"" W (187.71mm x 119.46mm)","3.218"" (81.74mm)","34.8in² (225cm²)","Cover Included","Metal, Aluminum","Natural","0.100"" (2.54mm)","-","-","-"
http://www.hammondmfg.com/pdf/1455P1601.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455P1601.JPG,HM1114-ND,1455P1601,Hammond Manufacturing,BOX ALUM NATURAL 6.3""LX4.92""W,563,0,"23.22000","0","1","1455","Active","Box","6.299"" L x 4.921"" W (159.99mm x 124.99mm)","1.201"" (30.51mm)","31.0in² (200cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.hammondmfg.com/pdf/1455L1201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455L1201.jpg,HM894-ND,1455L1201,Hammond Manufacturing,BOX ALUM NATURAL 4.72""LX4.06""W,395,879,"23.61000","0","1","1455","Active","Box","4.724"" L x 4.055"" W (120.00mm x 103.00mm)","1.201"" (30.51mm)","19.2in² (124cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.budind.com/pdf/hban2854a.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/AN-2854-AB.jpg,377-2369-ND,AN-2854-AB,Bud Industries,BOX ALUM BLACK 4.53""L X 3.54""W,258,413,"23.70000","0","1","AN-A","Active","Box","4.530"" L x 3.540"" W (115.06mm x 89.92mm)","2.170"" (55.12mm)","16.0in² (103cm²)","Cover Included","Metal, Aluminum","Black","0.130"" (3.30mm)","Mounting Flange, PCB Supports, Watertight","IP68, NEMA 4X,6,6P,12,13","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01081306.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_010813068.jpg,902-1192-ND,010813068,Rose Enclosures,BOX ALUM UNPAINTED 4.92""LX3.15""W,489,0,"23.99000","0","1","01","Active","Box","4.921"" L x 3.150"" W (125.00mm x 80.00mm)","2.244"" (57.00mm)","15.5in² (100cm²)","Cover Included","Metal, Aluminum","Unpainted","0.118"" (3.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.hammondmfg.com/pdf/1550G.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550GBK.jpg,HM1191-ND,1550GBK,Hammond Manufacturing,BOX ALUM BLACK 8.74""L X 5.75""W,133,238,"24.04000","0","1","1550","Active","Box","8.740"" L x 5.748"" W (222.00mm x 146.00mm)","2.169"" (55.09mm)","50.2in² (324cm²)","Cover Included","Metal, Aluminum","Black","0.079"" (2.01mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1554S.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554SGY.jpg,HM927-ND,1554SGY,Hammond Manufacturing,BOX ABS GRAY 6.3""L X 6.3""W,159,520,"24.46000","0","1","1554","Active","Box","6.299"" L x 6.299"" W (159.99mm x 159.99mm)","3.543"" (90.00mm)","39.7in² (256cm²)","Cover Included","Plastic, ABS","Gray","0.128"" (3.25mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1554U.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554UGY.jpg,HM929-ND,1554UGY,Hammond Manufacturing,BOX ABS GRAY 7.87""L X 4.72""W,105,775,"24.96000","0","1","1554","Active","Box","7.874"" L x 4.724"" W (200.00mm x 119.99mm)","3.543"" (90.00mm)","37.2in² (240cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1554H.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1554H2GYCL.jpg,HM1519-ND,1554H2GYCL,Hammond Manufacturing,BOX PLSTC GRAY/CLR 7.09""LX4.72""W,862,1344,"24.99000","0","1","1554","Active","Box","7.087"" L x 4.724"" W (180.01mm x 119.99mm)","2.362"" (60.00mm)","33.5in² (216cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13, UL-508","UL94 5VA"
http://www.budind.com/pdf/hb32018.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32018.JPG,377-1766-ND,NBF-32018,Bud Industries,BOX ABS GRAY 11.81""L X 7.87""W,203,96,"25.40000","0","1","NBF","Active","Box","11.810"" L x 7.870"" W (299.97mm x 199.90mm)","6.290"" (159.77mm)","92.9in² (599cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.145"" (3.68mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1455Q1601.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1455q1601.JPG,HM1171-ND,1455Q1601,Hammond Manufacturing,BOX ALUM NATURAL 6.3""LX4.92""W,119,86,"25.45000","0","1","1455","Active","Box","6.299"" L x 4.921"" W (159.99mm x 124.99mm)","2.028"" (51.51mm)","31.0in² (200cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.hammondmfg.com/pdf/1455L1201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455L1201.jpg,HM1499-ND,1455L1201BK,Hammond Manufacturing,BOX ALUM BLACK 4.72""L X 4.06""W,112,789,"25.96000","0","1","1455","Active","Box","4.724"" L x 4.055"" W (120.00mm x 103.00mm)","1.201"" (30.51mm)","19.2in² (124cm²)","End Panel(s)","Metal, Aluminum","Black","0.060"" (1.52mm)","Card Guides","-","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01081306.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/010813060.jpg,902-1106-ND,010813060,Rose Enclosures,BOX ALUM GRAY 4.92""L X 3.15""W,243,0,"26.18000","0","1","01","Active","Box","4.921"" L x 3.150"" W (125.00mm x 80.00mm)","2.244"" (57.00mm)","15.5in² (100cm²)","Cover Included","Metal, Aluminum","Gray","0.118"" (3.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.hammondmfg.com/pdf/1455L1601.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455L1601.jpg,HM896-ND,1455L1601,Hammond Manufacturing,BOX ALUM NATURAL 6.3""LX4.06""W,206,0,"26.81000","0","1","1455","Active","Box","6.299"" L x 4.055"" W (159.99mm x 103.00mm)","1.201"" (30.51mm)","25.5in² (165cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.hammondmfg.com/pdf/1455N2201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455N2201.jpg,HM981-ND,1455N2201,Hammond Manufacturing,BOX ALUM NATURAL 8.66""LX4.06""W,191,3,"26.81000","0","1","1455","Active","Box","8.661"" L x 4.055"" W (219.99mm x 103.00mm)","2.087"" (53.00mm)","35.0in² (226cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.budind.com/pdf/hb1325mb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PN-1325-CMB.jpg,377-1894-ND,PN-1325-CMB,Bud Industries,BOX PLSTC GRAY/CLR 8.74""LX5.75""W,310,361,"27.00000","0","1","PN","Active","Box","8.740"" L x 5.748"" W (222.00mm x 146.00mm)","2.165"" (55.00mm)","50.2in² (324cm²)","Cover Included","Plastic, Polycarbonate","Gray, Clear Cover/Door","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1590F.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590F.jpg,HM156-ND,1590F,Hammond Manufacturing,BOX ALUM UNPAINTED 7.4""L X 7.4""W,157,559,"27.39000","0","1","1590","Active","Box","7.402"" L x 7.402"" W (188.01mm x 188.01mm)","2.638"" (67.00mm)","54.8in² (354cm²)","Cover Included","Metal, Aluminum","Unpainted","0.080"" (2.03mm)","EMI Shielded","IP54","-"
http://www.budind.com/pdf/hban1306a.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/AN-1306-A.jpg,377-2399-ND,AN-1306-A,Bud Industries,BOX ALUM NATURAL 6.73""L X 4.67""W,104,3382,"27.40000","0","1","AN-A","Active","Box","6.730"" L x 4.670"" W (170.94mm x 118.62mm)","2.170"" (55.12mm)","31.4in² (203cm²)","Cover Included","Metal, Aluminum","Natural","0.130"" (3.30mm)","Card Guides, PCB Supports, Watertight","IP68, NEMA 4X,6,6P,12,13","-"
http://www.budind.com/pdf/hb10240.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/nbb-15240.JPG,377-1246-ND,NBB-15240,Bud Industries,BOX PBT/PC GRAY 5.9""L X 5.9""W,834,2429,"29.00000","0","1","NBB","Active","Box","5.904"" L x 5.904"" W (149.96mm x 149.96mm)","3.568"" (90.63mm)","34.8in² (225cm²)","Hinged Door, Lid","Plastic, PBT/PC Blend","Gray","0.133"" (3.38mm)","Non-Metallic Hinges, PCB Supports","IP66, NEMA 1,2,3,3R,4,4X,12,13","UL94 5VA"
https://www.budind.com/pdf/hbpts25338.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_PTS-25338.jpg,377-2420-ND,PTS-25338,Bud Industries,BOX PLASTIC GRAY 9.84""L X 5.91""W,135,860,"29.00000","0","1","PTS","Active","Box","9.843"" L x 5.906"" W (250.00mm x 150.00mm)","3.937"" (100.00mm)","58.1in² (375cm²)","Cover Included","Plastic, Fiberglass/Polyester, Polycarbonate","Gray","0.118"" (3.00mm)","Flame Retardant, PCB Supports, Sealing Gasket","IP67, NEMA 4X,6, UL-508","UL94 V-0"
http://www.budind.com/pdf/hb1335.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1335-DG.jpg,377-1259-ND,PN-1335-DG,Bud Industries,BOX ABS GRAY 10.43""L X 7.28""W,207,0,"29.10000","0","1","PN","Active","Box","10.434"" L x 7.284"" W (265.02mm x 185.01mm)","3.740"" (95.00mm)","76.0in² (490cm²)","Cover Included","Plastic, ABS","Gray","0.120"" (3.05mm)","Card Guides, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.budind.com/pdf/hban1307a.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/AN-1307-A.jpg,377-2401-ND,AN-1307-A,Bud Industries,BOX ALUM NATURAL 8.76""L X 5.76""W,655,1766,"29.70000","0","1","AN-A","Active","Box","8.764"" L x 5.758"" W (222.61mm x 146.25mm)","2.177"" (55.30mm)","50.5in² (326cm²)","Cover Included","Metal, Aluminum","Natural","0.120"" (3.05mm)","Card Guides, PCB Supports, Watertight","IP68, NEMA 4X,6,6P,12,13","-"
http://www.rose-pw.de/typo3conf/cScripts/php/download.php?download_file=M01081806.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/010818060.jpg,902-1107-ND,010818060,Rose Enclosures,BOX ALUM GRAY 6.89""L X 3.15""W,82,0,"29.77000","0","1","01","Active","Box","6.890"" L x 3.150"" W (175.00mm x 80.00mm)","2.244"" (57.00mm)","21.7in² (140cm²)","Cover Included","Metal, Aluminum","Gray","0.118"" (3.00mm)","Watertight","IP66, NEMA 1,2,4,4X, UL-508","-"
http://www.hammondmfg.com/pdf/1457K1201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1457K1201BK.JPG,HM1021-ND,1457K1201BK,Hammond Manufacturing,BOX ALUM BLACK 5.12""L X 3.43""W,118,183,"30.91000","0","1","1457","Active","Box","5.118"" L x 3.425"" W (130.00mm x 87.00mm)","1.855"" (47.12mm)","17.5in² (113cm²)","End Panel(s)","Metal, Aluminum","Black","0.060"" (1.52mm)","Card Guides, Watertight","IP65","-"
http://www.hammondmfg.com/pdf/1455T2201.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455T2201%20(9%20SCREWS).JPG,HM905-ND,1455T2201,Hammond Manufacturing,BOX ALUM NATURAL 8.66""L X 6.5""W,264,245,"30.96000","0","1","1455","Active","Box","8.661"" L x 6.496"" W (219.99mm x 165.00mm)","2.028"" (51.51mm)","56.3in² (363cm²)","End Panel(s)","Metal, Aluminum","Natural","0.060"" (1.52mm)","Card Guides","-","-"
http://www.budind.com/pdf/hb6711.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CN-6711.jpg,377-1535-ND,CN-6711,Bud Industries,BOX ALUM NATURAL 8.75""L X 5.74""W,192,108,"31.20000","0","1","CN","Active","Box","8.752"" L x 5.744"" W (222.30mm x 145.90mm)","2.244"" (57.00mm)","50.3in² (325cm²)","Cover Included","Metal, Aluminum","Natural","0.080"" (2.03mm)","Card Guides, Mounting Flange, Sealed","IP66, NEMA 1,2,4,4X,12,13","-"
