Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Size / Dimension","Height","Card Size Range","Guide Method","Material"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM45A65-1-ND,CM45A65-1,Vector Electronics,MODULE CARD MOUNT 1"" WIDTH,0,0,"31.26000","0","1","CM Module","Active","Card Mount Module","6.570"" L x 1.000"" W (166.88mm x 25.40mm)","3U = 5.250"" (133.35mm)","4.500"" H x 6.500"" L (114.30mm x 165.10mm)","-","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_VectorPak_P_Type.pdf,-,SW87P119/90-ND,SW87P119/90,Vector Electronics,PANEL CARDRACK P-TYPE 8.75X12,0,0,"32.33000","0","1","-","Active","-","12.000"" L x 1.050"" W (304.80mm x 26.67mm)","5U = 8.750"" (222.25mm)","8.000"" H (203.20mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM45B95-1-ND,CM45B95-1,Vector Electronics,MODULE CARD MOUNT 1"" WIDTH,0,0,"34.22000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 1.000"" W (243.08mm x 25.40mm)","3U = 5.250"" (133.35mm)","4.500"" H x 9.600"" L (114.30mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM45B95-2-ND,CM45B95-2,Vector Electronics,MODULE CARD MOUNT W/PCB 2"" WIDTH,0,0,"37.13000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 2.000"" W (243.08mm x 50.80mm)","3U = 5.250"" (133.35mm)","4.500"" H x 9.600"" L (114.30mm x 243.84mm)","-","Aluminum"
-,-,SW104P89/90-ND,SW104P89/90,Vector Electronics,SDWAL 6UX19W X 9.0""D M4424-D5.11,0,0,"37.40000","0","1","VectorPak™","Active","-","-","-","-","-","-"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM45A65-3-ND,CM45A65-3,Vector Electronics,MODULE CARD MOUNT 3"" WIDTH,0,0,"38.69000","0","1","CM Module","Active","Card Mount Module","6.570"" L x 3.000"" W (166.88mm x 76.20mm)","3U = 5.250"" (133.35mm)","4.500"" H x 6.500"" L (114.30mm x 165.10mm)","-","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_VectorPak_P_Type.pdf,-,SW104P156/90-ND,SW104P156/90,Vector Electronics,PANEL CARDRACK P-TYPE 10.5X15.75,0,0,"39.98000","0","1","-","Active","-","15.750"" L x 1.050"" W (400.05mm x 26.67mm)","6U = 10.500"" (266.70mm)","9.750"" H (247.65mm)","-","Aluminum"
-,-,SW104P119/90-ND,SW104P119/90,Vector Electronics,SDWAL 6UX19WX11.795D M4424-D5.11,0,0,"41.60000","0","1","VectorPak™","Active","-","-","-","-","-","-"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM45B95-4-ND,CM45B95-4,Vector Electronics,MODULE CARD MOUNT 4"" WIDTH,0,0,"41.94000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 4.000"" W (243.08mm x 101.60mm)","3U = 5.250"" (133.35mm)","4.500"" H x 9.600"" L (114.30mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM45B95-3-ND,CM45B95-3,Vector Electronics,MODULE CARD MOUNT 3"" WIDTH,0,0,"42.48000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 3.000"" W (243.08mm x 76.20mm)","3U = 5.250"" (133.35mm)","4.500"" H x 9.600"" L (114.30mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM62F95-1-ND,CM62F95-1,Vector Electronics,MODULE CARD MOUNT 1"" WIDTH,0,0,"42.48000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 1.000"" W (243.08mm x 25.40mm)","4U = 7.000"" (177.80mm)","6.250"" H x 9.600"" L (158.75mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM62F95-3-ND,CM62F95-3,Vector Electronics,MODULE CARD MOUNT 3"" WIDTH,0,0,"42.48000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 3.000"" W (243.08mm x 76.20mm)","4U = 7.000"" (177.80mm)","6.250"" H x 9.600"" L (158.75mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM62F95-4-ND,CM62F95-4,Vector Electronics,MODULE CARD MOUNT 4"" WIDTH,0,0,"42.48000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 4.000"" W (243.08mm x 101.60mm)","4U = 7.000"" (177.80mm)","6.250"" H x 9.600"" L (158.75mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM90F95-1-ND,CM90F95-1,Vector Electronics,MODULE CARD MOUNT 1"" WIDTH,0,0,"46.53000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 1.000"" W (243.08mm x 25.40mm)","6U = 10.500"" (266.70mm)","9.000"" H x 9.600"" L (228.60mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM90F95-2-ND,CM90F95-2,Vector Electronics,MODULE CARD MOUNT 2"" WIDTH,0,0,"46.53000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 2.000"" W (243.08mm x 50.80mm)","6U = 10.500"" (266.70mm)","9.000"" H x 9.600"" L (228.60mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM90F95-3-ND,CM90F95-3,Vector Electronics,MODULE CARD MOUNT 3"" WIDTH,0,0,"46.53000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 3.000"" W (243.08mm x 76.20mm)","6U = 10.500"" (266.70mm)","9.000"" H x 9.600"" L (228.60mm x 243.84mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CM90F95-4-ND,CM90F95-4,Vector Electronics,MODULE CARD MOUNT 4"" WIDTH,0,0,"46.53000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 4.000"" W (243.08mm x 101.60mm)","6U = 10.500"" (266.70mm)","9.000"" H x 9.600"" L (228.60mm x 243.84mm)","-","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563161.jpg,1439-1206-ND,24563161,Schroff,SUBRACK FOR 19"" 3U 84HP 175MM,0,0,"91.81000","0","1","europacPRO","Active","Subrack Kit","6.890"" L x 16.800"" W (175.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563162.jpg,1439-1207-ND,24563162,Schroff,SUBRACK FOR 19"" 3U 84HP 235MM,0,0,"98.38000","0","1","europacPRO","Active","Subrack Kit","9.187"" L x 16.800"" W (235.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3684020.jpg,345-1244-ND,3684020,Wakefield-Vette,SUBRACK VARIO 3U/84HP/185MM,1,0,"101.71000","0","1","Ripac Vairo","Active","Subrack Frame","7.283"" L x 16.800"" W (185.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563164.jpg,1439-1209-ND,24563164,Schroff,SUBRACK FOR 19"" 3U 84HP 355MM,0,0,"101.88000","0","1","europacPRO","Active","Subrack Kit","13.976"" L x 16.800"" W (355.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563433.jpg,1439-1215-ND,24563433,Schroff,SUBRACK FOR 19"" 6U 84HP 295MM,0,0,"120.91000","0","1","europacPRO","Active","Subrack Kit","11.614"" L x 16.800"" W (295.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563461.jpg,1439-1226-ND,24563461,Schroff,SUBRACK FOR 19"" 6U 84HP 175MM,0,0,"125.40000","0","1","europacPRO","Active","Subrack Kit","6.890"" L x 16.800"" W (175.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563434.jpg,1439-1216-ND,24563434,Schroff,SUBRACK FOR 19"" 6U 84HP 355MM,0,0,"126.49000","0","1","europacPRO","Active","Subrack Kit","13.976"" L x 16.800"" W (355.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3684043.jpg,345-1250-ND,3684043,Wakefield-Vette,SUBRACK VARIO 6U/84HP/185MM,1,0,"130.48692","0","13","Ripac Vairo","Active","Subrack Frame","7.283"" L x 16.800"" W (185.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563462.jpg,1439-1227-ND,24563462,Schroff,SUBRACK FOR 19"" 6U 84HP 235MM,0,0,"130.85000","0","1","europacPRO","Active","Subrack Kit","9.187"" L x 16.800"" W (235.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
-,-,CCK14S-H/90-ND,CCK14S-H/90,Vector Electronics,"CARD CAGE KIT,3U,HALF-WIDTH,3U",0,0,"135.15000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 10.250"" W (304.80mm x 260.35mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 9.600"" L (63.50mm ~ 114.30mm x 243.84mm)","Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563435.jpg,1439-1217-ND,24563435,Schroff,SUBRACK FOR 19"" 6U 84HP 415MM,0,0,"136.54000","0","1","europacPRO","Active","Subrack Kit","16.339"" L x 16.800"" W (415.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563463.jpg,1439-1228-ND,24563463,Schroff,SUBRACK FOR 19"" 6U 84HP 295MM,0,0,"136.69000","0","1","europacPRO","Active","Subrack Kit","11.614"" L x 16.800"" W (295.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,CCA14S-H/90-ND,CCA14S-H/90,Vector Electronics,CARD RACK 5.25X10.25X12 SNAP-IN,0,0,"139.28000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","12.000"" L x 10.250"" W (304.80mm x 260.35mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 9.600"" L (63.50mm ~ 114.30mm x 243.84mm)","Card Guide","Aluminum"
"//media.digikey.com/PDF/Data%20Sheets/Vector%20PDFs/CCA,CCK,CCM_Series.pdf",-,CCK12S-H/90-ND,CCK12S-H/90,Vector Electronics,CARD CAGE KIT 3U 4.5X6.5,0,0,"140.30000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 19.000"" W (228.60mm x 482.60mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 4.500"" L (63.50mm ~ 114.30mm x 114.30mm)","Card Guide","Aluminum"
"//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/CCA,CCK,CCM,CMA%20Subracks.pdf",-,CCK13F/90-ND,CCK13F/90,Vector Electronics,CARD RACK KIT 3UX19X9 FRAME ONLY,0,0,"140.98000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 19.000"" W (228.60mm x 482.60mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","No Card Guide","Aluminum"
-,-,CCK13F-ND,CCK13F,Vector Electronics,"CARD CAGE,3U,FRAME ONLY,M & P GU",0,0,"140.98000","0","1","VectorPak™ CCK","Active","Subrack Frame","9.000"" L x 19.000"" W (228.60mm x 482.60mm)","3U = 5.250"" (133.35mm)","4.500"" H x 6.500"" L (114.30mm x 165.10mm)","No Card Guide","-"
-,-,CCA13M-HT/90-ND,CCA13M-HT/90,Vector Electronics,"SUBRACK,METAL GUIDES,HALF-WIDTH",0,0,"141.05000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","9.000"" L x 8.250"" W (228.60mm x 209.55mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
-,-,CCK13F-H-ND,CCK13F-H,Vector Electronics,CARD RACK KIT,0,0,"141.51000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 10.250"" W (228.60mm x 260.35mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","No Card Guide","Aluminum"
-,-,CCK13M-HT/90-ND,CCK13M-HT/90,Vector Electronics,"CAGE,3U,METAL GUIDES,HALF-WIDTH",0,0,"141.51000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 8.250"" W (228.60mm x 209.55mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563464.jpg,1439-1229-ND,24563464,Schroff,SUBRACK FOR 19"" 6U 84HP 355MM,0,0,"142.13000","0","1","europacPRO","Active","Subrack Kit","13.976"" L x 16.800"" W (355.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
-,-,CCK46-84-01-ND,CCK46-84-01,Vector Electronics,SBRCK CG4 3UX160 19""WX8.5""D COVR,0,0,"142.50000","0","1","VectorPak™ CCK","Active","Subrack Kit","8.500"" L x 17.000"" W (215.90mm x 431.80mm)","3U = 5.250"" (133.35mm)","-","Card Guide","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/CCA26-36-00.jpg,V1176-ND,CCA26-36-00,Vector Electronics,CARD RACK COMPACT PCI 3UX8.5X7,0,0,"142.66000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","8.500"" L x 7.400"" W (215.90mm x 187.96mm)","3U = 5.250"" (133.35mm)","3.937"" H x 8.660"" L (100.00mm x 219.96mm)","Guide Plate","Aluminum"
"//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/CCA,CCK,CCM,CMA%20Subracks.pdf",-,CCA15S-H/90-ND,CCA15S-H/90,Vector Electronics,CARD RACK 4UX19X12 SNAP-IN PLAS,0,0,"142.80000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","4U = 7.000"" (177.80mm)","4.250"" ~ 6.250"" H x 9.600"" L (107.95mm ~ 158.75mm x 243.84mm)","Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/VectorPak%20Subracks.pdf,-,CCK15F-ND,CCK15F,Vector Electronics,CARD RACK KIT 4UX19X12 FRAME,0,0,"143.43000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","4U = 7.000"" (177.80mm)","4.250"" ~ 6.250"" H x 9.600"" L (107.95mm ~ 158.75mm x 243.84mm)","No Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,CCK13S-HT/90-ND,CCK13S-HT/90,Vector Electronics,CARD RACK KIT 3UX10.25X9 SNAP-IN,0,0,"143.64000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 10.250"" W (228.60mm x 260.35mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,CCA13S-H/90-ND,CCA13S-H/90,Vector Electronics,CARD RACK 5.25X10.25X9 SNAP-IN,0,0,"145.55000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","9.000"" L x 10.250"" W (228.60mm x 260.35mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
-,-,CCK28-44-00-ND,CCK28-44-00,Vector Electronics,"SUBRACK FOR 6U X160 CARDS,44HP,1",0,0,"146.92000","0","1","VectorPak™ CCK","Active","Subrack Kit","10.000"" L x 9.000"" W (254.00mm x 228.60mm)","6U = 10.500"" (266.70mm)","9.187"" H x 6.299"" L (233.35mm x 160.00mm)","Guide Plate","Aluminum"
-,-,CCA28-36-00-ND,CCA28-36-00,Vector Electronics,"SUBRACK FOR 6U X160 CARDS,36HP",0,0,"146.93000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","10.000"" L x 7.400"" W (254.00mm x 187.96mm)","6U = 10.500"" (266.70mm)","9.187"" H x 6.299"" L (233.35mm x 160.00mm)","Guide Plate","Aluminum"
-,-,CCA28-20-00-ND,CCA28-20-00,Vector Electronics,CARD CAGE 3U 10""D 20HP W,0,0,"146.93000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","-","6U = 10.500"" (266.70mm)","-","Card Guide","Aluminum"
-,-,CCA14M-HT/90-ND,CCA14M-HT/90,Vector Electronics,"CAGE,METAL GUIDES,HALF-WIDTH,NO",0,0,"147.87000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","12.000"" L x 10.250"" W (304.80mm x 260.35mm)","3U = 5.250"" (133.35mm)","-","Card Guide","-"
-,-,CCA46-84-00-ND,CCA46-84-00,Vector Electronics,CARD CAGE NON EMC 19.0WX8.5DX3U,0,0,"148.40000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","8.500"" L x 17.000"" W (215.90mm x 431.80mm)","3U = 5.250"" (133.35mm)","-","Card Guide","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/CCA27-36-00.jpg,V1174-ND,CCA27-36-00,Vector Electronics,CARD RACK COMPACT PCI 3UX12X7.4,0,0,"149.88000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","12.000"" L x 7.400"" W (304.80mm x 187.96mm)","3U = 5.250"" (133.35mm)","3.937"" H x 8.660"" L (100.00mm x 219.96mm)","Guide Plate","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Subracks%20-%20VectorPak.pdf,-,CCK14F/90-ND,CCK14F/90,Vector Electronics,CARD RACK EIA 3UX19X12 FRAMEONLY,0,0,"151.37000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 9.600"" L (63.50mm ~ 114.30mm x 243.84mm)","No Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/VectorPak%20Subracks.pdf,-,CCK14F-ND,CCK14F,Vector Electronics,CARD RACK KIT 3UX19X12 FRAME,0,0,"151.37000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 9.600"" L (63.50mm ~ 114.30mm x 243.84mm)","No Card Guide","Aluminum"
-,-,CCA14F-ND,CCA14F,Vector Electronics,"CARD CAGE,3U,FRAME ONLY,FOR M&P",0,0,"151.37000","0","1","VectorPak™ CCA","Active","Subrack Frame","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 4.500"" L (63.50mm ~ 114.30mm x 114.30mm)","No Card Guide","Aluminum"
http://nebula.wsimg.com/0351cc178239d4c62a495f1c6975ae8d?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,CCK280-3U-ND,CCK280-3U,Vector Electronics,CARD RACK FRAME KIT VME 3UX280MM,0,0,"151.89000","0","1","VectorPak™ CCK","Active","Subrack Kit","14.000"" L x 19.000"" W (355.60mm x 482.60mm)","3U = 5.250"" (133.35mm)","3.940"" H x 11.020"" L (100.08mm x 279.91mm)","No Card Guide","Aluminum"
-,-,CCA28-36-01-ND,CCA28-36-01,Vector Electronics,"SUBRACK FOR 6U X160 CARDS,36HP",0,0,"151.97000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","10.000"" L x 7.400"" W (254.00mm x 187.96mm)","6U = 10.500"" (266.70mm)","9.187"" H x 6.299"" L (233.35mm x 160.00mm)","Guide Plate","Aluminum"
-,-,CCA28-36-01-00-ND,CCA28-36-01-00,Vector Electronics,7.4""WX10""DX6U TOP/BOTM COVERS,0,0,"151.97000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","10.000"" L x 7.400"" W (254.00mm x 187.96mm)","6U = 10.500"" (266.70mm)","-","Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Subracks%20-%20VectorPak.pdf,-,CCK15F/90-ND,CCK15F/90,Vector Electronics,CARD RACK EIA 4UX19X12 FRAMEONLY,0,0,"152.04000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","4U = 7.000"" (177.80mm)","4.250"" ~ 6.250"" H x 9.600"" L (107.95mm ~ 158.75mm x 243.84mm)","No Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,V1146-ND,CCK13S-H/90,Vector Electronics,CARD RACK KIT EIA 3UX9.5X9 SNPIN,0,0,"152.26000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 10.250"" W (228.60mm x 260.35mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
-,-,CCA29-84-00-ND,CCA29-84-00,Vector Electronics,"SUBRACK FOR 6U X160 CDS,84HP,110",0,0,"154.35000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","12.000"" L x 17.000"" W (304.80mm x 431.80mm)","6U = 10.500"" (266.70mm)","9.187"" H x 6.299"" L (233.35mm x 160.00mm)","Guide Plate","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/VectorPak%20Subracks.pdf,-,CCK17F-ND,CCK17F,Vector Electronics,CARD RACK KIT 5UX19X12 FRAME,0,0,"155.82000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","5U = 8.750"" (222.25mm)","6.000"" ~ 8.000"" H x 9.600"" L (152.40mm ~ 203.20mm x 243.84mm)","No Card Guide","Aluminum"
"//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/CCA,CCK,CCM,CMA%20Subracks.pdf",-,CCK17F/90-ND,CCK17F/90,Vector Electronics,CARD RACK KIT 5UX19X12 FRAME,0,0,"155.82000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","5U = 8.750"" (222.25mm)","6.000"" ~ 8.000"" H x 9.600"" L (152.40mm ~ 203.20mm x 243.84mm)","No Card Guide","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/CCA27-44.jpg,V1175-ND,CCA27-44-00,Vector Electronics,CARD RACK COMPACT PCI 3UX12X9,0,0,"156.80000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","12.000"" L x 9.000"" W (304.80mm x 228.60mm)","3U = 5.250"" (133.35mm)","3.937"" H x 8.660"" L (100.00mm x 219.96mm)","Guide Plate","Aluminum"
