Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Style","Number of Units","Dimensions - Panel","Dimensions - Overall","Door","Features","Mounting Rails","Ventilation","Material","Color"
http://www.panduit.com/heiler/PartDrawings/C-RKR2P--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_R2P_Rack.jpg,298-12414-ND,R2P,Panduit Corp,STANDARD RACK - 84 HIGH 2134MM,1,0,"191.42000","0","1","NetRunner™","Active","Open Rack","Open Rack, Single Frame","45U","-","15.000"" L x 20.310"" W x 84.000"" H (381.00mm x 515.87mm x 2133.60mm)","Doorless","Front and Rear Access","One Pair","-","Metal, Aluminum","Black"
https://www.hammfg.com/files/parts/pdf/RB-FW9.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RB-FW9.jpg,HM5649-ND,RB-FW9,Hammond Manufacturing,ECONOMY FIXED WALL MOUNT CABINET,1,49,"210.00000","0","1","RB-FW","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","9U","21.240"" L x 18.350"" W x 16.130"" H (539.50mm x 466.09mm x 409.70mm)","23.620"" L x 23.620"" W x 19.820"" H (599.95mm x 599.95mm x 503.43mm)","Glass","Cable Entry Systems, Wall Mount","Two Pair","Top","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/RCHS1900817.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RCHS1900817BK1.jpg,HM650-ND,RCHS1900817BK1,Hammond Manufacturing,RACK STEEL 17.5X21X10.75 BLK,1,9,"241.50000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","5U","16.250"" L x 17.810"" W x 8.810"" H (412.75mm x 452.37mm x 223.77mm)","17.500"" L x 21.000"" W x 10.750"" H (444.50mm x 533.40mm x 273.05mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/RCHS1901017.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RCHS1901017BK1.jpg,HM651-ND,RCHS1901017BK1,Hammond Manufacturing,RACK STEEL 17.5X21X12.5 BLK,1,24,"248.50000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","6U","16.250"" L x 17.810"" W x 10.560"" H (412.75mm x 452.37mm x 268.22mm)","17.500"" L x 21.000"" W x 12.500"" H (444.50mm x 533.40mm x 317.50mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg10.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1459FBK1.jpg,HM3228-ND,1459JBK1,Hammond Manufacturing,RACK STEEL 16.1X21.1X35.2 BLK,1,1,"266.00000","0","1","1459","Active","Cabinet Rack","Enclosed, Bottom, Top","19U","12.140"" L x 18.420"" W x 33.250"" H (308.36mm x 467.87mm x 844.55mm)","16.140"" L x 21.120"" W x 35.200"" H (409.96mm x 536.45mm x 894.08mm)","Doorless","Removable Top and Bottom","One Pair","Non-Vented","Metal, Steel","Black"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHS1902824BK1.jpg,HM5679-ND,RCHV1902217BK1,Hammond Manufacturing,RACK STEEL 17.5X21X24.75 BLK,1,5,"312.90000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","13U","16.250"" L x 17.810"" W x 22.810"" H (412.75mm x 452.37mm x 579.37mm)","17.500"" L x 21.000"" W x 24.750"" H (444.50mm x 533.40mm x 628.65mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/RCHV1902817.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHS1902824BK1.jpg,HM5682-ND,RCHV1902817BK1,Hammond Manufacturing,RACK STEEL 17.5X21X30 BLK,1,8,"367.50000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","16U","16.250"" L x 17.810"" W x 28.060"" H (412.75mm x 452.37mm x 712.72mm)","17.500"" L x 21.000"" W x 30.000"" H (444.50mm x 533.40mm x 762.00mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Black"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHS_Series(Heavy_Duty).pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHS1902824BK1.jpg,HM5667-ND,RCHS1902231BK1,Hammond Manufacturing,RACK STEEL 31.5X21X24.8 BLK,1,15,"443.10000","0","1","RCHS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","13U","30.250"" L x 17.810"" W x 22.810"" H (768.35mm x 452.37mm x 579.37mm)","31.500"" L x 21.000"" W x 24.750"" H (800.10mm x 533.40mm x 628.65mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/RCHV_Series(Heavy_Duty).pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHS1902824BK1.jpg,HM5675-ND,RCHV1901431BK1,Hammond Manufacturing,RACK STEEL 31.5X21X16 BLK,1,9,"443.10000","0","1","RCHV","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","8U","30.250"" L x 17.810"" W x 14.060"" H (768.35mm x 452.37mm x 357.12mm)","31.500"" L x 21.000"" W x 16.000"" H (800.10mm x 533.40mm x 406.40mm)","Doorless","Handles","Two Pair","Sides","Metal, Steel","Black"
https://assets.tripplite.com/submittal-drawing/srwf5u36-submittal-drawing-en.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRWF5U36.jpg,TL2248-ND,SRWF5U36,Tripp Lite,5UWALL MNT RACK ENC 43X26X10,1,0,"451.41000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","5U","8.750"" L x 36.000"" H (222.25mm x 914.40mm)","9.701"" L x 25.598"" W x 43.201"" H (246.40mm x 650.20mm x 1097.30mm)","Steel","Cable Entry Systems, Locking, Wall Mount","One Pair","Back, Bottom, Front","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM5693-ND,REFK1903517BK1,Hammond Manufacturing,RACK STEEL 17.5X21.3X40.2 BLK,1,8,"487.20000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","20U","16.000"" L x 17.810"" W x 35.000"" H (406.40mm x 452.37mm x 889.00mm)","17.500"" L x 21.330"" W x 40.190"" H (444.50mm x 541.78mm x 1020.83mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
https://assets.tripplite.com/submittal-drawing/srw18us13-srw18us13g-submittal-drawing-en.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRW18US13.jpg,TL2243-ND,SRW18US13,Tripp Lite,18UWALL MNT RACK ENC 36X24X13,1,0,"551.57000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","18U","13.000"" L x 32.090"" H (330.20mm x 815.09mm)","13.000"" L x 23.620"" W x 35.600"" H (330.20mm x 599.95mm x 904.24mm)","Steel","Cable Entry Systems, Locking, Removable Sides, Wall Mount","One Pair","Front, Sides","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM5697-ND,REFK1904917BK1,Hammond Manufacturing,RACK STEEL 17.5X21.3X54.2 BLK,1,3,"557.20000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","28U","16.000"" L x 17.810"" W x 49.000"" H (406.40mm x 452.37mm x 1244.60mm)","17.500"" L x 21.330"" W x 54.190"" H (444.50mm x 541.78mm x 1376.43mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM5699-ND,REFK1905617BK1,Hammond Manufacturing,RACK STEEL 17.5X21.3X61.2 BLK,1,3,"612.50000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","32U","16.000"" L x 17.810"" W x 56.000"" H (406.40mm x 452.37mm x 1422.40mm)","17.500"" L x 21.330"" W x 61.190"" H (444.50mm x 541.78mm x 1554.23mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM5696-ND,REFK1904231BK1,Hammond Manufacturing,RACK STEEL 31.5X21.3X47.2 BLK,1,12,"620.90000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","24U","30.000"" L x 17.810"" W x 42.000"" H (762.00mm x 452.37mm x 1066.80mm)","31.500"" L x 21.330"" W x 47.190"" H (800.10mm x 541.78mm x 1198.63mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM5705-ND,REFK1907717BK1,Hammond Manufacturing,RACK STEEL 17.5X21.3X82.2 BLK,0,1,"676.90000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","44U","16.000"" L x 17.810"" W x 77.000"" H (406.40mm x 452.37mm x 1955.80mm)","17.500"" L x 21.330"" W x 82.190"" H (444.50mm x 541.78mm x 2087.63mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM5698-ND,REFK1904931BK1,Hammond Manufacturing,RACK STEEL 31.5X21.3X54.2 BLK,1,6,"692.30000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","28U","30.000"" L x 17.810"" W x 49.000"" H (762.00mm x 452.37mm x 1244.60mm)","31.500"" L x 21.330"" W x 54.190"" H (800.10mm x 541.78mm x 1376.43mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/REFK1906324.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM698-ND,REFK1906324BK1,Hammond Manufacturing,RACK STEEL 24.5X21.3X68.2 BLK,1,8,"700.70000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","36U","23.000"" L x 17.810"" W x 63.000"" H (584.20mm x 452.37mm x 1600.20mm)","24.500"" L x 21.330"" W x 68.190"" H (622.30mm x 533.40mm x 1732.03mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/REFK1907024.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM699-ND,REFK1907024BK1,Hammond Manufacturing,RACK STEEL 24.5X21.3X75.2 BLK,1,11,"739.90000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","40U","23.000"" L x 17.810"" W x 70.000"" H (584.20mm x 452.37mm x 1778.00mm)","24.500"" L x 21.330"" W x 75.190"" H (622.30mm x 533.40mm x 1909.83mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/REFK1907724.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM700-ND,REFK1907724BK1,Hammond Manufacturing,RACK STEEL 24.5X21.3X82.2 BLK,1,11,"772.10000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","44U","23.000"" L x 17.810"" W x 77.000"" H (584.20mm x 452.37mm x 1955.80mm)","24.500"" L x 21.330"" W x 82.190"" H (622.30mm x 533.40mm x 2087.63mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Black"
https://assets.tripplite.com/product-pdfs/en/sr24ub.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SR24UB.jpg,TL1838-ND,SR24UB,Tripp Lite,CABINET STEEL,0,0,"940.54000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","24U","25.830"" L x 17.910"" W x 42.780"" H (656.08mm x 454.91mm x 1086.61mm)","33.580"" L x 23.630"" W x 46.130"" H (852.93mm x 600.20mm x 1171.70mm)","Steel","Cable Entry Systems, Locking, Removable Sides","Two Pair","Bottom, Front, Top","Metal, Steel","Black"
https://assets.tripplite.com/submittal-drawing/sr25ub-sr25ubexp-submittal-drawing-en.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SR25UB.jpg,TL2230-ND,SR25UB,Tripp Lite,25U RACK ENCLOSURE SERVER CABINT,1,0,"1138.27000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","25U","37.000"" L x 43.750"" H (939.80mm x 1111.25mm)","43.000"" L x 23.630"" W x 49.000"" H (1092.20mm x 600.20mm x 1244.60mm)","Steel","Cable Entry Systems, Locking, Removable Sides","Two Pair","Back, Front, Sides, Top","Metal, Steel","Black"
https://assets.tripplite.com/product-pdfs/en/sr42ub.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SR42UB.jpg,TL482-ND,SR42UB,Tripp Lite,CABINET STEEL 43X23.6X78.5"" BLK,0,0,"1231.93000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","42U","37.000"" L x 73.500"" H (939.80mm x 1866.90mm)","43.000"" L x 23.630"" W x 78.500"" H (1092.20mm x 600.20mm x 1993.90mm)","Steel","Cable Entry Systems, Locking, Removable Sides","Two Pair","Back, Front, Sides, Top","Metal, Steel","Black"
https://assets.tripplite.com/product-pdfs/en/srwo8u22sd.pdf,-,SRWO8U22SD-ND,SRWO8U22SD,Tripp Lite,8UWALL MNT RACK ENC 20WX6D,0,0,"111.50000","0","1","SmartRack™","Active","Open Rack","Open Rack, Single Frame","22U","5.750"" W (146.05mm)","20.110"" L x 6.000"" W x 42.300"" H (510.79mm x 152.40mm x 1074.42mm)","Doorless","Expandable, Wall Mount","One Pair","-","Metal, Steel","Black"
https://assets.tripplite.com/product-pdfs/en/srwo8u22md.pdf,-,SRWO8U22MD-ND,SRWO8U22MD,Tripp Lite,8UWALL MNT RACK ENC 20WX12D,0,0,"128.23000","0","1","SmartRack™","Active","Open Rack","Open Rack, Single Frame","22U","11.500"" W (292.10mm)","20.110"" L x 12.000"" W x 42.300"" H (510.79mm x 304.80mm x 1074.42mm)","Doorless","Expandable, Wall Mount","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb1248.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_rack-rr-series.jpg,377-1270-ND,RR-1248-BT,Bud Industries,RACK TABLE TOP PANL SPACE 21""BLK,0,11,"130.35000","0","1","RR","Active","Table Top Rack Cabinet","Open Rack, Single Frame","12U","12.000"" L x 17.938"" W x 21.000"" H (304.80mm x 452.42mm x 533.40mm)","12.000"" L x 20.375"" W x 24.000"" H (304.80mm x 517.53mm x 609.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb1248.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_rack-rr-series.jpg,377-1271-ND,RR-1248-MG,Bud Industries,RACK TABLE TOP PANL SPACE 21""GRY,0,3,"130.35000","0","1","RR","Active","Table Top Rack Cabinet","Open Rack, Single Frame","12U","12.000"" L x 17.938"" W x 21.000"" H (304.80mm x 452.42mm x 533.40mm)","12.000"" L x 20.375"" W x 24.000"" H (304.80mm x 517.53mm x 609.60mm)","Doorless","-","One Pair","-","Metal, Steel","Gray"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiPac%20Vario%20Module%203%20U.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3982070.jpg,345-1408-ND,3982070,Wakefield-Vette,VM ENCLOSURE 3U / 42HP / D305MM,1,0,"132.03000","0","1","Ripac Vario-Module","Active","Equipment Cabinet","Open Rack, Double Frame","3U","12.220"" L x 8.400"" W x 5.250"" H (310.40mm x 213.36mm x 133.35mm)","12.220"" L x 9.276"" W x 5.250"" H (310.40mm x 235.60mm x 133.35mm)","Doorless","-","Two Pair","-","Metal, Aluminum","Natural"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1900313LG1-ND,RCBS1900313LG1,Hammond Manufacturing,RACK STEEL 13X21X5.5 GRY,0,10,"139.50000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","2U","13.000"" L x 17.810"" W x 3.530"" H (330.20mm x 452.37mm x 89.66mm)","13.000"" L x 21.000"" W x 5.500"" H (330.20mm x 533.40mm x 139.70mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/dci/products/open-frame/rb-2pa.pdf,-,RB-2PA2345BK-ND,RB-2PA2345BK,Hammond Manufacturing,RACK ALUM 15X23X84.13 BLACK,0,27,"140.00000","0","1","Rack Basics®","Active","Open Rack","Open Rack, Single Frame","45U","19.000"" W x 78.750"" H (482.60mm x 2000.25mm)","13.540"" W x 20.280"" L x 84.020"" H (343.91mm x 515.11mm x 2134.10mm)","Doorless","-","One Pair","Non-Vented","Metal, Aluminum","Black"
https://www.hammfg.com/dci/products/open-frame/rb-2pa.pdf,-,RB-2PA2345NF-ND,RB-2PA2345NF,Hammond Manufacturing,RACK ALUM 15X23X84.13 NATURAL,0,44,"140.00000","0","1","Rack Basics®","Active","Open Rack","Open Rack, Single Frame","45U","19.000"" W x 78.750"" H (482.60mm x 2000.25mm)","13.540"" W x 20.280"" L x 84.020"" H (343.91mm x 515.11mm x 2134.10mm)","Doorless","-","One Pair","Non-Vented","Metal, Aluminum","Natural"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1900513LG1-ND,RCBS1900513LG1,Hammond Manufacturing,RACK STEEL 13X21X7.25 GRY,0,5,"140.25000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","3U","13.000"" L x 17.810"" W x 5.280"" H (330.20mm x 452.37mm x 134.11mm)","13.000"" L x 21.000"" W x 7.250"" H (330.20mm x 533.40mm x 184.15mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/srwo12uhd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRWO12UHD.jpg,SRWO12UHD-ND,SRWO12UHD,Tripp Lite,12UWALL MNT RACK ENC 25X20X18,0,0,"142.17000","0","1","SmartRack™","Active","Open Rack","Open Rack, Single Frame","12U","18.000"" L x 17.740"" W x 20.740"" H (457.20mm x 450.60mm x 526.80mm)","18.140"" L x 20.420"" W x 24.830"" H (460.76mm x 518.67mm x 630.68mm)","Steel","Wall Mount","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb1248.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_rack-rr-series.jpg,377-1272-ND,RR-1249-BT,Bud Industries,RACK TABLE TOP PANL SPACE 28""BLK,0,8,"142.50000","0","1","RR","Active","Table Top Rack Cabinet","Open Rack, Single Frame","16U","12.000"" L x 17.938"" W x 28.000"" H (304.80mm x 452.42mm x 711.20mm)","12.000"" L x 20.375"" W x 31.000"" H (304.80mm x 517.53mm x 787.40mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
http://www.budind.com/pdf/hb1248.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_rack-rr-series.jpg,377-1273-ND,RR-1249-MG,Bud Industries,RACK TABLE TOP PANL SPACE 28""GRY,0,0,"142.50000","0","1","RR","Active","Table Top Rack Cabinet","Open Rack, Single Frame","16U","12.000"" L x 17.938"" W x 28.000"" H (304.80mm x 452.42mm x 711.20mm)","12.000"" L x 20.375"" W x 31.000"" H (304.80mm x 517.53mm x 787.40mm)","Doorless","-","One Pair","-","Metal, Steel","Gray"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1900813LG1-ND,RCBS1900813LG1,Hammond Manufacturing,RACK STEEL 13X21X10.75 GRY,0,6,"142.80000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","5U","13.000"" L x 17.810"" W x 8.780"" H (330.20mm x 452.37mm x 223.01mm)","13.000"" L x 21.000"" W x 10.750"" H (330.20mm x 533.40mm x 273.05mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/sr2post13.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SR2POST13.jpg,SR2POST13-ND,SR2POST13,Tripp Lite,2-POST OPEN FRAME RACK,0,0,"143.10000","0","1","SmartRack™","Active","Open Rack","Open Rack, Single Frame","13U","4.724"" L x 17.795"" W x 23.508"" H (120.00mm x 452.00mm x 597.10mm)","13.543"" L x 20.276"" W x 28.016"" H (344.00mm x 515.00mm x 711.60mm)","Doorless","Cable Entry Systems","One Pair","-","Metal, Aluminum","Black"
https://www.hammfg.com/dci/products/open-frame/rb-2pa.pdf,-,RB-2PA1945BK-ND,RB-2PA1945BK,Hammond Manufacturing,RACK 45U ALUM 2 POST 15X20.2X84,0,341,"144.00000","0","1","Rack Basics®","Active","Open Rack","Open Rack, Single Frame","45U","2.646"" L x 19.000"" W x 78.900"" H (67.20mm x 482.60mm x 2004.06mm)","3.000"" L x 24.950"" W x 83.900"" H (76.20mm x 633.73mm x 2131.06mm)","Doorless","-","One Pair","-","Metal, Aluminum","Black"
https://www.hammfg.com/dci/products/open-frame/rb-2pa.pdf,-,RB-2PA1945NF-ND,RB-2PA1945NF,Hammond Manufacturing,RACK 45U ALUM 2 POST 15X20.2X84,0,146,"144.00000","0","1","Rack Basics®","Active","Open Rack","Open Rack, Single Frame","45U","2.646"" L x 19.000"" W x 78.900"" H (67.20mm x 482.60mm x 2004.06mm)","3.000"" L x 24.950"" W x 83.900"" H (76.20mm x 633.73mm x 2131.06mm)","Doorless","-","One Pair","-","Metal, Aluminum","Natural"
https://www.hammfg.com/dci/products/accessories/ras.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RCBS1900317LG1.jpg,RCBS1900317LG1-ND,RCBS1900317LG1,Hammond Manufacturing,RACK STEEL 17.5X21X5.5 GRY,0,7,"145.50000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","2U","17.500"" L x 17.810"" W x 3.530"" H (444.50mm x 452.37mm x 89.66mm)","17.500"" L x 21.000"" W x 5.500"" H (444.50mm x 533.40mm x 139.70mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1900713LG1-ND,RCBS1900713LG1,Hammond Manufacturing,RACK STEEL 13X21X9 GRY,0,9,"147.00000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","4U","13.000"" L x 17.810"" W x 7.030"" H (330.20mm x 452.37mm x 178.56mm)","13.000"" L x 21.000"" W x 9.000"" H (330.20mm x 533.40mm x 228.60mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/srwo8u22dp.pdf,-,SRWO8U22DP-ND,SRWO8U22DP,Tripp Lite,8UWALL MNT RACK ENC 20WX24D,0,0,"147.00000","0","1","SmartRack™","Active","Open Rack","Open Rack, Single Frame","22U","23.500"" W (596.90mm)","20.110"" L x 24.000"" W x 42.300"" H (510.79mm x 609.60mm x 1074.42mm)","Doorless","Expandable, Wall Mount","One Pair","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1900517LG1-ND,RCBS1900517LG1,Hammond Manufacturing,RACK STEEL 17.5X21X7.25 GRY,0,10,"149.25000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","3U","17.500"" L x 17.810"" W x 5.280"" H (444.50mm x 452.37mm x 134.11mm)","17.500"" L x 21.000"" W x 7.250"" H (444.50mm x 533.40mm x 184.15mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
https://www.belden.com/hubfs/resources/technical/catalogs/rack-and-cabinet-systems-catalog.pdf,-,XDR8419-312N-ND,XDR8419-312N,Belden Inc.,RELAY RACK 84""X 19"" MTG 3""CHAN,0,0,"149.53000","0","1","XDR","Active","Open Rack","Open Rack, Single Frame","45U","-","84.000"" H (2133.60mm)","Doorless","-","One Pair","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1900324LG1-ND,RCBS1900324LG1,Hammond Manufacturing,RACK STEEL 24.5X21X5.5 GRY,0,7,"152.60000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","2U","24.500"" L x 17.810"" W x 3.530"" H (622.30mm x 452.37mm x 89.66mm)","24.500"" L x 21.000"" W x 5.500"" H (622.30mm x 533.40mm x 139.70mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
http://www.hammondmfg.com/pdf/DNRR1942LDK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRR1942DCK.jpg,DNRR1942LDK-ND,DNRR1942LDK,Hammond Manufacturing,RACK STEEL 19.8X20X45.1 BLK,0,17,"161.00000","0","1","DNRR","Active","Open Rack","Open Rack, Single Frame","24U","3.000"" L x 17.820"" W x 42.120"" H (76.20mm x 452.63mm x 1069.85mm)","19.810"" L x 20.000"" W x 45.120"" H (503.17mm x 508.00mm x 1146.05mm)","Doorless","Mounting Brackets","One Pair","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RCBS1901213BK1.jpg,HM629-ND,RCBS1901213BK1,Hammond Manufacturing,RACK STEEL 13X21X14.25 BLK,0,5,"162.40000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","7U","13.000"" L x 17.810"" W x 12.280"" H (330.20mm x 452.37mm x 311.91mm)","13.000"" L x 21.000"" W x 14.250"" H (330.20mm x 533.40mm x 361.95mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Black"
https://www.hammfg.com/dci/products/accessories/ras.pdf,-,RCBS1901213LG1-ND,RCBS1901213LG1,Hammond Manufacturing,RACK STEEL 13X21X14.25 GRY,0,5,"162.40000","0","1","RCBS","Active","Table Top Rack Cabinet","Enclosed, Bottom, Sides, Top","7U","13.000"" L x 17.810"" W x 12.280"" H (330.20mm x 452.37mm x 311.91mm)","13.000"" L x 21.000"" W x 14.250"" H (330.20mm x 533.40mm x 361.95mm)","Doorless","Handles","Two Pair","Non-Vented","Metal, Steel","Gray"
