Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Utilized IC / Part","Interconnect System","Suggested Programming Environment","Included MCU/MPU Board(s)","Contents"
https://www.parallax.com/sites/default/files/downloads/28015-PING-Sensor-Product-Guide-v2.0.pdf,//media.digikey.com/photos/Parallax%20Photos/910-28015A.jpg,910-28015A-ND,910-28015A,Parallax Inc.,SENSOR ULTRASON PING W/BRACKET,1,0,"53.74000","0","1","PING)))™","Active","Sensors","-","-","-","-","Bracket(s), Cable(s), Hardware, Servo(s)"
https://www.parallax.com/sites/default/files/downloads/28125-Robotics-With-The-Boe-Bot-v3.0.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_28132.jpg,28132-ND,28132,Parallax Inc.,KIT FULL BOE-BOT STAMPS IN CLASS,1,0,"160.69000","0","1","Boe-Bot","Active","Wheeled","BASIC Stamp 2","-","BASIC Stamp Editor","Board of Education","Board(s), Cable(s), Chassis, Components, Hardware, Manual, Servo(s), Wheel(s)"
http://globalspecialties.com/programmable-robotics/assembled-robots/download/1568_9099ef9c54b43c1c2dc33a21a1d83368.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_RP6V2.jpg,BKRP6V2-ND,RP6V2,Global Specialties,RP6V2 ROBOTIC VEHICLE TANK,1,0,"199.00000","0","1","-","Active","Tank Tread","ATMEGA32","-","-","-","Fully Assembled"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/SumoBot-Mini-Sumo_Robotics.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27402.jpg,27402-ND,27402,Parallax Inc.,KIT SUMOBOT COMPETITION W/RING,1,0,"217.88000","0","1","SumoBot®","Active","Wheeled","BASIC Stamp 2","-","BASIC Stamp Editor","-","Board(s), Cable(s), Chassis, Components, Hardware, Manuals, Motor(s), Sensor(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1968_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/1968.jpg,1528-1107-ND,1968,Adafruit Industries LLC,KIT MINI PAN-TILT UNASSEMBLED,11,0,"4.95000","0","1","-","Active","Mini Pan/Tilt","-","-","-","-","Chassis, Hardware"
http://download.mikroe.com/documents/specials/educational/buggy/buggy-development-platform-manual-v102.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1828.jpg,1471-1646-ND,MIKROE-1828,MikroElektronika,BUGGY KIT FOR PIC32MX,1,0,"162.18000","0","1","BUGGY","Active","Wheeled","PIC32MX","mikroBUS™ Click™","-","-","BLE P Click Board(s), Buggy Kit, Clicker 2 Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-13177_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13177.jpg,1568-1698-ND,ROB-13177,SparkFun Electronics,MICRO GRIPPER KIT B HUB MNT,4,0,"6.25000","0","1","-","Active","Gripper, Hub Mount","-","-","-","-","Micro Gripper Kit B (Motor Not Included)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-13176_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13176.jpg,1568-1697-ND,ROB-13176,SparkFun Electronics,MICRO GRIPPER KIT A STRAIGHT MNT,2,0,"6.25000","0","1","-","Active","Gripper, Straight Mount","-","-","-","-","Micro Gripper Kit A (Motor Not Included)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/4TR_RBITL_Web.pdf,//media.digikey.com/photos/Pimoroni%20Photos/MFG_4TR-RBITL.jpg,1778-1200-ND,4TR-RBITL,Pimoroni Ltd,LINE FOLLOWER SENSOR PACK FOR RO,24,0,"7.98000","0","1","-","Active","Sensors","-","-","-","-","Cable(s), Hardware, Sensor(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040004_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_P1040004.jpg,1890-1007-ND,P1040004,"Makeblock Co., LTD.",AIRBLOCK POWER MODULE-CLOCKWISE,10,0,"8.99000","0","1","Airblock","Active","Hexacopter Components","-","Airblock","Makeblock App","-","Power Module(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040006_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_P1040006.jpg,1890-1008-ND,P1040006,"Makeblock Co., LTD.",AIRBLOCKPOWER MODULES - CONTRARO,10,0,"8.99000","0","1","Airblock","Active","Hexacopter Components","-","Airblock","Makeblock App","-","Power Module(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040005_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_P1040005.jpg,1890-1009-ND,P1040005,"Makeblock Co., LTD.",AIRBLOCKHEAD POWER MODULE,9,0,"8.99000","0","1","Airblock","Active","Hexacopter Components","-","Airblock","Makeblock App","-","Power Module(s)"
https://www.kitronik.co.uk/pdf/5624-BD-bulldozer-move-mini-add-on-build-instructions.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_5624-BD.jpg,1927-1084-ND,5624-BD,Kitronik Ltd.,BULLDOZER ADD-ON FOR THE :MOVE M,13,0,"9.80000","0","1",":MOVE","Active","Robot Components","-","micro:bit","-","-","Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-13174_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13174.jpg,1568-1695-ND,ROB-13174,SparkFun Electronics,STD GRIPPER KIT A CHANNEL MNT,2,0,"10.63000","0","1","-","Active","Gripper, Channel Mount","-","-","-","-","Standard Gripper Kit A (Motor Not Included)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-13175_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13175.jpg,1568-1696-ND,ROB-13175,SparkFun Electronics,STD GRIPPER KIT B STRAIGHT MNT,0,0,"10.63000","0","1","-","Active","Gripper, Straight Mount","-","-","-","-","Standard Gripper Kit B (Motor Not Included)"
https://www.kitronik.co.uk/pdf/5624-TT-tipper-truck-add-on-move-mini-microbit.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_5624-TT.jpg,1927-1086-ND,5624-TT,Kitronik Ltd.,TIPPER TRAILER ADD-ON FOR THE :M,12,0,"14.25000","0","1",":MOVE","Active","Robot Components","-","micro:bit","-","-","Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-13178_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-13178.jpg,1568-1699-ND,ROB-13178,SparkFun Electronics,GRIPPER KIT A CHANNEL MNT,2,0,"15.75000","0","1","-","Active","Gripper, Channel Mount","-","-","-","-","Parallel Gripper Kit A (Motor Not Included)"
-,-,1890-1119-ND,P1060007,"Makeblock Co., LTD.",MBOT ADD-ON PACK - TALKATIVE PET,0,0,"29.99000","0","1","-","Active","Robot Components","-","Makeblock Me","-","-","Beam(s), Board(s), Brackets (s), Cable(s), Hardware, Servo(s), Tool(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/32600_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_32600.jpg,32600PAR-ND,32600,Parallax Inc.,ACTIVITYBOT 360 ROBOT KIT,1,0,"249.00000","0","1","ActivityBot","Active","Wheeled","Propeller","-","BlocklyProp, SimpleIDE","Propeller Activity Board WX","Board(s), Cable(s), Chassis, Components, Hardware, Sensor(s), Servo(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/KIT_5624-BM_Web.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_5624-BM.jpg,KIT-5624-BM-ND,KIT-5624-BM,Pimoroni Ltd,BUMPER ADD-ON FOR THE :MOVE MINI,0,0,"2.29175","0","57",":MOVE","Active","Robot Components","-","micro:bit","-","-","Bumper(s), Hardware"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Micro_Bit_Accessories_Kit_Web.pdf,-,PIM349-ND,PIM349,Pimoroni Ltd,MICRO:BIT ACCESSORIES KIT,0,0,"4.41600","0","30","-","Active","Robot Components","-","micro:bit","-","-","Battery(s), Cable(s)"
http://www.makeblock.com.ph/catalogue.pdf,//media.digikey.com/Photos/Makeblock/MFG_95026.jpg,95026-ND,95026,"Makeblock Co., LTD.",9G MICRO SERVO PACK,0,0,"6.99000","0","6","-","Active","Servo Block","-","-","-","-","Bracket(s), Cable(s), Hardware, Servo(s)"
-,-,P5010007-ND,P5010007,"Makeblock Co., LTD.",DC MOTOR PACKAGE V2.0,0,0,"7.99000","0","1","-","Active","Robot Components","-","-","-","-","Sensor(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-00321_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-00321_Parts.jpg,ROB-00321-ND,ROB-00321,SparkFun Electronics,TANK TREADS,0,0,"9.95000","0","1","-","Active","Robot Components","-","-","-","-","Hardware, Treads, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040022_Web.pdf,-,P1040022-ND,P1040022,"Makeblock Co., LTD.",DC MOTOR PACKAGE,0,0,"9.99000","0","1","-","Active","Wheeled","-","-","mBlock, Neuron App","-","Components, Motor, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040024_Web.pdf,-,P1040024-ND,P1040024,"Makeblock Co., LTD.",SERVO PACKAGE,0,0,"9.99000","0","1","-","Active","Servo Block","-","-","Makeblock App, mBlock","-","Components, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/KIT_5624-BD_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_KIT-5624-BD.jpg,KIT-5624-BD-ND,KIT-5624-BD,Pimoroni Ltd,BULLDOZER ADD-ON FOR THE :MOVE M,0,0,"10.18692","0","13",":MOVE","Active","Robot Components","-","micro:bit","-","-","Hardware, Servo(s)"
-,-,P1040017-ND,P1040017,"Makeblock Co., LTD.",AIRBLOCK CHARGING STAND,0,0,"10.99000","0","1","Airblock","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/POLOLU_3030_3033_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_POLOLU-3030.jpg,POL-3030-ND,POL-3030,Pimoroni Ltd,POLOLU TRACK SET 22T,0,0,"11.88364","0","11","Pololu","Active","Robot Components","-","-","-","-","Hardware, Treads, Wheel(s)"
http://cdn.sparkfun.com/datasheets/Robotics/multi-chassis%20encoder001.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-12629.jpg,ROB-12629-ND,ROB-12629,SparkFun Electronics,WHEEL ENCODER KIT,0,0,"12.95000","0","1","-","Active","Robot Components","-","-","-","-","Hall Effect Sensor, Magnetic Hub"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/POLOLU_3030_3033_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_POLOLU-3033.jpg,POL-3033-ND,POL-3033,Pimoroni Ltd,POLOLU TRACK SET 30T,0,0,"13.58300","0","10","Pololu","Active","Robot Components","-","-","-","-","Hardware, Treads, Wheel(s)"
-,//media.digikey.com/Photos/Parallax%20Photos/MFG_720-27404.jpg,720-27404-ND,720-27404,Parallax Inc.,FRONT SCOOP SUMOBOT,0,0,"13.91000","0","1","SumoBot®","Active","Robot Components","-","-","-","-","Front Scoop"
https://cdn.sparkfun.com/assets/d/e/9/a/4/stem-educational-kit-dynamo-lantern-datasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14501.jpg,1568-1750-ND,KIT-14501,SparkFun Electronics,ODEV DYNAMO LANTERN KIT,9,0,"14.99000","0","1","Odev","Obsolete","Wheeled","-","-","-","-","Chassis, Components, Hardware, Motor(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1040023_Web.pdf,-,P1040023-ND,P1040023,"Makeblock Co., LTD.",WATER PUMP PACKAGE,0,0,"14.99000","0","1","-","Active","Robot Components","-","-","-","-","Water Pump"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-14332_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-14332_A.jpg,ROB-14332-ND,ROB-14332,SparkFun Electronics,CIRCULAR ROBOTICS CHASSIS KIT,0,0,"15.00000","0","1","-","Active","Robot Components","-","-","-","-","Chassis, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0014-R_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_KIT0014-R.jpg,KIT0014-R-ND,KIT0014-R,DFRobot,D65 WHEEL SET - RED,0,0,"15.91000","0","1","-","Active","Robot Components","-","-","-","-","Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/86508_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_86508.jpg,86508-ND,86508,"Makeblock Co., LTD.",MINI GRIPPER,0,0,"15.99000","0","3","-","Active","Gripper","-","-","-","-","Cable(s), Gripper, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0014_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0014.jpg,FIT0014-ND,FIT0014,DFRobot,LG-NS ROBOT GRIPPER,0,0,"18.03000","0","1","-","Active","Gripper","-","-","-","-","Gripper"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0300_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0300.jpg,FIT0300-ND,FIT0300,DFRobot,ROBOT GRIPPER - EXTRA WIDTH,0,0,"20.09000","0","1","-","Active","Gripper","-","-","-","-","Gripper, Hardware"
https://github.com/Arduinolibrary/DFRobot_HEXA_Turntable_Kit/blob/master/ROB0114_Assembly%20guide_V0.2.pdf,-,ROB0114-ND,ROB0114,DFRobot,HEXA BASE ROTATE KIT,0,0,"20.55000","0","1","-","Active","Robot Components","-","-","-","-","Chassis, Hardware"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ROB-14339_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-14339.JPG,ROB-14339-ND,ROB-14339,SparkFun Electronics,CIRCULAR ROBOTICS CHASSIS KIT,0,0,"21.25000","0","1","-","Active","Robot Components","-","-","-","-","Chassis, Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/700-00022-Boe-Bot-Chassis-Dimensions.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_700-00022.JPG,700-00022-ND,700-00022,Parallax Inc.,BOE-BOT CHASSIS,0,0,"21.60000","0","1","-","Active","Robot Components","-","-","-","-","Chassis"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/89003_Mini_Pan-Tilt_Kit_UG.pdf,//media.digikey.com/Photos/Makeblock/MFG_89003.jpg,89003-ND,89003,"Makeblock Co., LTD.",MINI PAN-TILT KIT,0,0,"23.99000","0","2","-","Active","Mini Pan/Tilt","-","Makeblock Me","-","-","Fully Assembled"
http://www.makeblock.com.ph/catalogue.pdf,//media.digikey.com/Photos/Makeblock/MFG_95045.jpg,95045-ND,95045,"Makeblock Co., LTD.",BRACKET ROBOT PACK-BLUE,0,0,"24.99000","0","2","-","Active","Robot Components","-","-","-","-","-"
http://www.makeblock.com.ph/catalogue.pdf,-,95012MB-ND,95012,"Makeblock Co., LTD.",37MM DC MOTOR ROBOT PACK -BLUE,0,0,"24.99000","0","1","-","Active","Robot Components","-","-","-","-","Bracket(s), Components, Hardware, Motor(s), Wheel(s)"
http://www.makeblock.com.ph/catalogue.pdf,-,95029-ND,95029,"Makeblock Co., LTD.",MG995 STANDARD SERVO PACK,0,0,"24.99000","0","1","-","Active","Servo Block","-","-","-","-","Bracket(s), Components, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM142_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM142_B.jpg,PIM142-ND,PIM142,Pimoroni Ltd,STS-PI - BUILD A ROVING ROBOT,0,0,"25.47167","0","6","STS-Pi","Active","Wheeled","-","Raspberry Pi HAT (40 pin)","-","-","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0019_Web.pdf,-,KIT0019-ND,KIT0019,DFRobot,IR SCANNER KIT 120DEGREE,0,0,"25.70000","0","1","-","Active","Sensors","-","-","-","-","Bracket(s), Hardware, Sensor(s), Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM246_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM246.jpg,1778-1169-ND,PIM246,Pimoroni Ltd,MAKER ESSENTIALS - MICRO-MOTORS,0,0,"26.59500","0","6","Maker Essentials","Active","Robot Components","-","-","-","-","Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0302_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0302.jpg,DFR0302-ND,DFR0302,DFRobot,MINIQ 2WD PLUS CONTROL BOARD,0,0,"26.68000","0","1","MiniQ","Active","Robot Components","ATmega32U4, ADXL345, ITG3205","Arduino R3 Shield, Xbee","Arduino IDE","-","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0020_Web.pdf,-,KIT0020-ND,KIT0020,DFRobot,ULTRASONIC SCANNER KIT 180DEG,0,0,"27.86000","0","1","-","Active","Sensors","URM37","-","-","-","Bracket(s), Hardware, Sensor(s), Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14180_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14180_A.jpg,KIT-14180-ND,KIT-14180,SparkFun Electronics,SHIELD KIT FOR ARDUINO,0,0,"28.95000","0","1","Ardumoto","Active","Wheeled","L298","Arduino R3 Shield","-","-","Board(s), Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0939_Web.pdf,-,PIS-0939-ND,PIS-0939,Pi Supply,DIDDYBORG V2 MULTIFUNCTION TOP K,0,0,"29.38600","0","5","DiddyBorg","Active","Robot Components","-","Raspberry Pi pHAT","-","-","Chassis, Components, Hardware"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/CamJam_EduKit_3_Robotics_Web.pdf,-,PIS-0241-ND,PIS-0241,Pi Supply,CAMJAM EDUKIT 3 ROBOTICS,0,0,"29.40040","0","25","-","Active","Wheeled","-","Raspberry Pi HAT (26 pin)","-","-","Board(s), Cable(s), Components, Motor(s), Sensor(s), Wheel(s)"
http://www.makeblock.com.ph/catalogue.pdf,//media.digikey.com/Photos/Makeblock/MFG_86502.jpg,86502-ND,86502,"Makeblock Co., LTD.",ROBOT GRIPPER-BLACK,0,0,"29.99000","0","2","-","Active","Gripper","-","-","-","-","Cable(s), Gripper"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0051_Web.pdf,-,KIT0051-ND,KIT0051,DFRobot,INSECTBOT KIT,0,0,"30.80000","0","1","-","Active","Servo Actuators","ATmega32U4","Beetle","Arduino IDE, ArduBlock","DFRobot Beetle","Board(s), Components, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/BIB001_Web.pdf,-,BIB001-ND,BIB001,Pimoroni Ltd,DIMM - THE ROBOT WHO CAN TEACH K,0,0,"31.84000","0","5","-","Active","Robot Components","-","micro:bit","-","-","-"
-,//media.digikey.com/Photos/Parallax%20Photos/720-27403.jpg,720-27403-ND,720-27403,Parallax Inc.,CHASSIS SUMOBOT,0,0,"32.49000","0","1","SumoBot®","Active","Robot Components","-","-","-","-","Chassis"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0015_Web.pdf,-,KIT0015-ND,KIT0015,DFRobot,MINIQ MOTOR WHEEL SET WITH ENCOD,0,0,"33.99000","0","1","MiniQ","Active","Robot Components","-","-","-","-","Encoder Sets, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/KIT_5624_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_KIT-5624.jpg,1778-1100-ND,KIT-5624,Pimoroni Ltd,:MOVE MINI BUGGY KIT FOR MICRO:B,2,0,"34.51000","0","1",":MOVE","Active","Wheeled","nRF51822, MMA8652, MAG3110, KL26Z","micro:bit","Microsoft MakeCode, Python","-","Board(s), Chassis, Hardware, Servo(s)"
http://cdn.sparkfun.com/datasheets/Robotics/multi-chassis%204wd%20basic001.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-12089.jpg,ROB-12089-ND,ROB-12089,SparkFun Electronics,MULTICHASSIS 4WD KIT BASIC,0,0,"34.95000","0","1","Basic","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0049_Web.pdf,-,ROB0049-ND,ROB0049,DFRobot,2WD MINIQ ROBOT CHASSIS,0,0,"35.38000","0","1","MiniQ","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0005_Web.pdf,-,ROB0005-ND,ROB0005,DFRobot,TURTLE 2WD PLATFORM,0,0,"35.95000","0","1","Turtle","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0941_Web.pdf,-,PIS-0941-ND,PIS-0941,Pi Supply,DIDDYBORG V2 TOUCH SCREEN KIT,0,0,"36.40000","0","5","DiddyBorg","Active","Robot Components","-","-","-","-","Components, Hardware"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0073_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0073.jpg,ROB0073-ND,ROB0073,DFRobot,LG-NS ROBOT GRIPPER (WITH SERVO),0,0,"37.32000","0","1","-","Active","Gripper","-","-","-","-","Gripper, Hardware, Servo(s)"
https://www.parallax.com/sites/default/files/downloads/28107-ApplyingEncoders-v1.0.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_28107.jpg,28107-ND,28107,Parallax Inc.,KIT BOE-BOT DIGITAL ENCODER,0,0,"37.99000","0","1","Boe-Bot","Active","Robot Components","-","-","-","-","Components, Hardware, Sensor(s), Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/32501-Sharp-GPA2025J0000F-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_32501.jpg,32501PAR-ND,32501,Parallax Inc.,ACTIVITYBOT ENCODER KIT,0,0,"37.99000","0","1","ActivityBot","Active","Sensors","-","-","-","-","Cable(s), Components, Hardware, Sensor(s)"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0034_Web.pdf,-,ROB0034-ND,ROB0034,DFRobot,BASE ROTATE KIT W/HS-422 SERVO,0,0,"38.63000","0","1","-","Active","Robot Components","-","-","-","-","Base, Servo(s)"
https://cdn.sparkfun.com/assets/9/1/5/1/9/move-mini-instruction-booklet-web-version.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-14679.jpg,ROB-14679-ND,ROB-14679,SparkFun Electronics,:MOVE MINI BUGGY KIT,0,0,"38.75000","0","1",":MOVE","Active","Wheeled","-","micro:bit","Microsoft MakeCode","Servo:Lite","Battery(s), Board(s), Chassis, Servo(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/130%E2%80%9032950_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_130-32950.jpg,130-32950-ND,130-32950,Parallax Inc.,PROPELLER ACTIVITY KIT PARTS,0,0,"40.00000","0","1","Propeller™","Active","Robot Components","-","-","-","-","Cable(s), Components, Hardware, LED(s), Servo(s)"
http://image.dfrobot.com/image/data/ROB0055/Rover%205%20Introduction.pdf,//media.digikey.com/Photos/DFRobot/MFG_ROB0055.jpg,ROB0055-ND,ROB0055,DFRobot,ROVER 5 TANK CHASSIS (2 MOTORS),0,0,"40.17000","0","1","Rover 5","Active","Tank Tread","-","-","-","-","Assembled Tread Chassis"
-,-,P1030014-ND,P1030014,"Makeblock Co., LTD.",ROCKY-ROBOT CHASSIS,0,0,"40.99000","0","1","Rocky","Active","Robot Components","-","-","-","-","Chassis"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/ROB0003_Web.pdf,-,ROB0003-ND,ROB0003,DFRobot,PIRATE 4WD PLATFORM,0,0,"41.10000","0","1","Pirate","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/28960-Arlo-Robot-Base-Kit-Product-Guide-v1.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28960.jpg,28960-ND,28960,Parallax Inc.,ARLO BASE KIT,0,0,"43.88000","0","1","Arlo","Active","Robot Components","-","-","-","-","Chassis, Hardware"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/80380_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_80380.jpg,80380-ND,80380,Parallax Inc.,ELEV-8 V3 CRASH PACK,0,0,"43.88000","0","1","ELEV-8","Not For New Designs","Quadcopter Components","-","-","-","-","Hardware, Landing Gear, Propeller(s)"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/4TR-RBITBUG3_Web.pdf,-,4TR-RBITBUG3-ND,4TR-RBITBUG3,Pimoroni Ltd,ROBO:BIT MK3 BUGGY FOR THE MIC,0,0,"44.57333","0","3","-","Active","Wheeled","-","micro:bit","-","-","Chassis, Components, Hardware, Motor(s), Wheel(s)"
http://cdn.sparkfun.com/datasheets/Robotics/multi-chassis%204wd%20atv001.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-12090.jpg,ROB-12090-ND,ROB-12090,SparkFun Electronics,MULTICHASSIS 4WD KIT ATV,0,0,"44.95000","0","1","ATV","Active","Wheeled","-","-","-","-","Chassis, Hardware, Motor(s), Wheel(s)"
http://cdn.sparkfun.com/datasheets/Robotics/multi-chassis%20tank001.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_ROB-12091.jpg,ROB-12091-ND,ROB-12091,SparkFun Electronics,MULTICHASSIS TANK VERSION,0,0,"44.95000","0","1","-","Active","Tank Tread","-","-","-","-","Chassis, Hardware, Motor(s), Treads, Wheel(s)"
http://www.makeblock.com.ph/catalogue.pdf,-,95008-ND,95008,"Makeblock Co., LTD.",ROBOT SERVO PACK -BLUE,0,0,"46.99000","0","1","-","Active","Servo Block","-","-","-","-","Bracket(s), Hardware, Servo(s)"
