Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Tape Type","Adhesive","Backing, Carrier","Thickness","Thickness - Adhesive","Thickness - Backing, Carrier","Width","Length","Color","Usage","Temperature Range"
http://multimedia.3m.com/mws/media/98989O/vhbtm-durability.PDF,//media.digikey.com/photos/3M%20Photos/24736.jpg,3M5550-ND,24736,3M,TAPE DBL COATED GRAY 3/8""X 36YDS,30,0,"83.30000","0","1","Roll","VHB™ 4956","Active","Double Coated, Double Sided","Acrylic","Paper","0.0620"" (62.0 mils, 1.575mm)","0.0590"" (59.0 mils, 1.499mm)","0.0030"" (3.0 mils, 0.076mm)","0.38"" (9.65mm) 3/8""","108' (32.9m) 36 yds","Gray","Touch Screen","200°F (93°C)"
http://tapecasecom.blob.core.windows.net/product/download/TDS_PPT8561.pdf,//media.digikey.com/Photos/3M%20Photos/2-5-8561.JPG,3M11921-ND,2-5-8561,3M (TC),TAPE PROTECTIVE CLEAR 2""X 5YDS,7,0,"84.16000","0","1","Roll","8561","Active","Protective","Acrylic","Paper","0.0140"" (14.0 mils, 0.356mm)","0.0020"" (2.0 mils, 0.051mm)","0.0012"" (1.2 mils, 0.030mm)","2.00"" (50.80mm)","15' (4.6m) 5 yds","Clear","Corrosion Protection","-"
http://multimedia.3m.com/mws/media/1007611O/3m-water-contact-indicator-tape-5557-tds.pdf,//media.digikey.com/Photos/3M%20Photos/5557-0.5%5E-36YDS.JPG,3M156883-ND,5557-0.5""-36YDS,3M (TC),TAPE INDICATOR WHITE 1/2""X 36YDS,5,0,"85.62000","0","1","Roll","5557","Active","Indicator","Acrylic","Paper","0.0102"" (10.2 mils, 0.259mm)","-","-","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","White","Water Indication","-"
https://multimedia.3m.com/mws/media/1176887O/3m-electrically-conductive-double-sided-tape-9711s-series-tds.pdf,//media.digikey.com/Photos/3M%20Photos/9711S-100.JPG,3M156493-ND,9711S-100,3M,TAPE DBL COAT GRAY 0.98""X 10.9YD,2,0,"94.06000","0","1","-","9711S","Active","Double Coated, Double Sided","Acrylic","-","0.0039"" (3.9 mils, 0.099mm)","-","-","0.98"" (25.00mm)","32.8' (10.0m) 10.9 yds","Gray","Electrically Conductive","185°F (85°C)"
http://multimedia.3m.com/mws/media/66235O/3m-electrically-conductive-adhesive-transfer-tape-9703.pdf,//media.digikey.com/Photos/3M%20Photos/2-5-5498.jpg,3M155907-ND,2-5-9703,3M (TC),TAPE ADHSV TRNSFR 2""X 5YDS,14,0,"99.77000","0","1","Roll","9703","Active","Adhesive Transfer","Pressure Sensitive Adhesive (PSA)","Polycoated Kraft Liner","-","0.0020"" (2.0 mils, 0.051mm)","0.0040"" (4.0 mils, 0.102mm)","2.00"" (50.80mm)","15' (4.6m) 5 yds","-","Electrically Conductive","-"
http://multimedia.3m.com/mws/media/98989O/vhbtm-durability.PDF,//media.digikey.com/Photos/3M%20Photos/3M-4941-1-000-DISCS.JPG,3M10453-ND,3M-4941-1.000-DISCS,3M (TC),TAPE DBL COATED GRY 1"" DIA 250PK,23,38,"100.75000","0","1","Bulk","VHB™ 4941","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0450"" (45.0 mils, 1.143mm)","-","-","1.00"" (25.40mm) dia","-","Gray","General Purpose","200°F (93°C)"
http://multimedia.3m.com/mws/media/115887O/3mtm-aluminum-foil-tape-425-and-427.pdf,//media.digikey.com/photos/3M%20Photos/3M5615-ND.jpg,3M5615-ND,427-2""X60YD,3M,TAPE ALUM FOIL SILVER 2""X 60YDS,17,0,"103.08000","0","1","Roll","427","Active","Aluminum Foil","Acrylic","Aluminum, Dead Soft","0.0046"" (4.6 mils, 0.117mm)","0.0018"" (1.8 mils, 0.046mm)","0.0028"" (2.8 mils, 0.071mm)","2.00"" (50.80mm)","180' (55.0m) 60 yds","Silver","Heat Dissipation, Reflection","-65°F ~ 300°F (-54°C ~ 149°C)"
http://multimedia.3m.com/mws/media/387510O/3mtm-low-static-polyimide-film-tape-7419.pdf,//media.digikey.com/Photos/3M%20Photos/3M-7419-LOW-STATIC-NON-SILICONE.jpg,3M156185-ND,3M 7419 0.75"" X 36YD,3M (TC),TAPE FILM AMBER 3/4""X 36YDS,8,0,"104.21000","0","1","Roll","7419","Active","Film","Acrylic","Polyimide","0.0018"" (1.8 mils, 0.046mm)","0.0008"" (0.8 mils, 0.021mm)","0.0010"" (1.0 mils, 0.025mm)","0.75"" (19.05mm) 3/4""","108' (32.9m) 36 yds","Amber","Masking, Protection, Sealing","-"
http://multimedia.3m.com/mws/media/986695O/3m-vhb-tape-specialty-tapes.pdf,"//media.digikey.com/Photos/3M%20Photos/MFG_46xx,%2049xx.jpg",3M155797-ND,4955-WHITE-1/2""X36YD,3M,TAPE DBL COATED WHT 1/2""X 36YDS,12,0,"108.02000","0","1","Roll","VHB™ 4955","Active","Double Coated, Double Sided","Acrylic","Polyester Film","0.0800"" (80.0 mils, 2.032mm)","0.0780"" (78.0 mils, 1.981mm)","0.0020"" (2.0 mils, 0.051mm)","0.50"" (12.70mm) 1/2""","108' (32.9m) 36 yds","White","General Purpose","300°F (149°C)"
https://multimedia.3m.com/mws/media/116549O/single-coated-foam-tapes-4100-4300-4500-and-4700.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_4508.jpg,3M157353-ND,4508-1""X36YD,3M,TAPE SGL COAT FOAM BLK 1""X 36YDS,21,0,"113.42000","0","1","Roll","4500","Active","Single Coated Foam","Acrylic, 430","Vinyl","0.1250"" (125.0 mils, 3.175mm) 1/8""","-","-","1.00"" (25.40mm)","108' (32.9m) 36 yds","Black","Holding, Joining, Mounting","150°F (66°C)"
-,//media.digikey.com/Photos/3M%20Photos/4108-1%20X36YD.JPG,SCP481-ND,4108-1""X36YD,3M,TAPE SGL COAT FOAM NAT 1""X 36YDS,19,0,"114.74000","0","1","Roll","4100","Active","Single Coated Foam","Acrylic, 350","Polyurethane Foam","0.1250"" (125.0 mils, 3.175mm) 1/8""","-","-","1.00"" (25.40mm)","108' (32.9m) 36 yds","Natural","Holding, Joining, Mounting","200°F (93°C)"
http://multimedia.3m.com/mws/media/136011O/3mtm-polyimide-film-tape-5413-tds.pdf,"//media.digikey.com/Photos/3M%20Photos/5413-AMBER,-1-1%5E4-IN-X-36.jpg",3M156841-ND,"5413 AMBER, 1 1/2 IN X 36",3M,TAPE FILM AMBER 1 1/2""X 36YDS,6,0,"131.17000","0","1","Roll","5413","Active","Film","Silicone Thermosetting","Polyimide","0.0027"" (2.7 mils, 0.069mm)","0.0017"" (1.7 mils, 0.043mm)","0.0010"" (1.0 mils, 0.025mm)","1.50"" (38.10mm) 1 1/2""","108' (32.9m) 36 yds","Amber","Masking, High Temperature","-100 ~ 500°F (-73 ~ 260°C)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/438_Series.pdf,//media.digikey.com/photos/3M%20Photos/438.jpg,3M5633-ND,438,3M,TAPE ALUM FOIL SILVER 2""X 60YDS,16,0,"131.39000","0","1","Roll","438","Active","Aluminum Foil","Acrylic","Aluminum","0.0072"" (7.2 mils, 0.183mm)","0.0022"" (2.2 mils, 0.056mm)","0.0050"" (5.0 mils, 0.127mm)","2.00"" (50.80mm)","180' (55.0m) 60 yds","Silver","Thermally Conductive","-65°F ~ 300°F (-54°C ~ 149°C)"
http://multimedia.3m.com/mws/media/372489O/adhesives-and-tapes-design-guide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_59xx.jpg,3M159714-ND,5958FR(1""X36YD),3M,TAPE DBL COATED BLACK 1""X 36YDS,16,0,"133.88000","0","1","Roll","VHB™ 5952","Active","Double Coated, Double Sided","Acrylic","Polyethylene Film","0.0400"" (40.0 mils, 1.016mm)","-","0.0050"" (5.0 mils, 0.127mm)","1.00"" (25.40mm)","108' (32.9m) 36 yds","Black","General Purpose","-"
http://multimedia.3m.com/mws/media/120497O/ptfe-extruded-film-tape-5490-5491.pdf,//media.digikey.com/Photos/3M%20Photos/5490-1%5EX36YD.JPG,3M15371-ND,5490-1""X36YD,3M,TAPE FILM GRAY 1""X 36YDS,13,0,"135.04000","0","1","Roll","5490","Active","Film","Silicone","PTFE (Polytetrafluoroethylene)","0.0037"" (3.7 mils, 0.094mm)","0.0017"" (1.7 mils, 0.043mm)","0.0020"" (2.0 mils, 0.051mm)","1.00"" (25.40mm)","108' (32.9m) 36 yds","Gray","Masking, Protection, Sealing","-65 ~ 400°F (-54 ~ 204°C)"
http://multimedia.3m.com/mws/media/289021O/3m-2191fr-tape.pdf,//media.digikey.com/Photos/3M%20Photos/2191FR-1%5E2%5EX21.jpg,3M156835-ND,2191FR-1.0""X21.8YDS,3M,TAPE CLOTH GRAY 1""X 21.8YDS,14,0,"135.40000","0","1","-","2191FR","Active","Cloth Tape","Pressure Sensitive Adhesive (PSA)","Polyester, Metalized","0.0055"" (5.5 mils, 0.140mm)","0.0002"" (0.2 mils, 0.005mm)","0.0053"" (5.3 mils, 0.135mm)","1.00"" (25.40mm)","65.4' (19.9m) 21.8 yds","Gray","Shielding","-"
http://multimedia.3m.com/mws/media/37434O/3m-92-tape.pdf,-,3M157154-ND,3M 92 2"" X 36YD,3M (TC),TAPE ELECTRICAL AMBER 2""X 36YDS,6,0,"138.06000","0","1","-","92","Active","Electrical","Silicone Thermosetting","Polyimide","0.0030"" (3.0 mils, 0.076mm)","0.0020"" (2.0 mils, 0.051mm)","0.0010"" (1.0 mils, 0.025mm)","2.00"" (50.80mm)","108' (32.9m) 36 yds","Amber","-","32°F ~ 356°F (0°C ~ 180°C)"
http://multimedia.3m.com/mws/media/96388O/3mtm-damping-foil-2552.pdf,//media.digikey.com/photos/3M%20Photos/2552-2%2036YD%20SERIES.jpg,3M5608-ND,2552-2""X36YD,3M,TAPE DAMPING FOIL SIL 2""X 36YDS,14,0,"147.71000","0","1","Roll","2552","Active","Damping Foil","Acrylic","Aluminum, Dead Soft","0.0150"" (15.0 mils, 0.381mm)","0.0050"" (5.0 mils, 0.127mm)","0.0100"" (10.0 mils, 0.254mm)","2.00"" (50.80mm)","108' (32.9m) 36 yds","Silver","Vibration Damping","-25 ~ 175°F (-32 ~ 80°C)"
-,-,3M157787-ND,X-7001,3M,EMI SHIELDING FABRIC TAPE,12,0,"152.09000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_4991.jpg,3M159548-ND,4991(1""X36YD),3M,TAPE DBL COATED GRAY 1""X 36YDS,20,0,"156.92000","0","1","Roll","VHB™ 4991","Active","Double Coated, Double Sided","Acrylic","Polyethylene Film","0.0900"" (90.0 mils, 2.286mm)","-","-","1.00"" (25.40mm)","108' (32.9m) 36 yds","Gray","General Purpose","200°F (93°C) Max"
http://multimedia.3m.com/mws/media/147746O/3mtm-5414-water-soluble-tape.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_5414.jpg,3M156503-ND,5414,3M,TAPE MASK WATER SOLUBLE 2""X 36YD,3,0,"158.00000","0","1","Roll","5414","Active","Masking, Water Soluble","Synthetic","PVA (Poly Vinyl Acetate)","0.0021"" (2.1 mils, 0.053mm)","0.0008"" (0.8 mils, 0.021mm)","0.0013"" (1.3 mils, 0.033mm)","2.00"" (50.80mm)","108' (32.9m) 36 yds","Clear","Wave Soldering","-40°F ~ 464°F (-40°C ~ 240°C)"
http://multimedia.3m.com/mws/media/66235O/3m-electrically-conductive-adhesive-transfer-tape-9703.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_9485PC.jpg,3M155921-ND,9703-1""-36YDS,3M (TC),TAPE ADHSV TRNSFR 1""X 36YDS,9,0,"164.15000","0","1","Roll","9703","Active","Adhesive Transfer","Pressure Sensitive Adhesive (PSA)","Polycoated Kraft Liner","-","0.0020"" (2.0 mils, 0.051mm)","0.0040"" (4.0 mils, 0.102mm)","1.00"" (25.40mm)","108' (32.9m) 36 yds","-","Electrically Conductive","-"
http://tapecasecom.blob.core.windows.net/product/download/3m%20838-eee292bf-eb2a-48bf-bf77-483fb4c5f3e9.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_838.jpg,3M160708-ND,838-1.5""X72YD,3M,TAPE PROTECTIVE WHT 1 1/2""X 72YD,8,0,"175.43000","0","1","Roll","838","Active","Protective","Acrylic","Tedlar® PVF","0.0034"" (3.4 mils, 0.086mm)","0.0013"" (1.3 mils, 0.033mm)","0.0021"" (2.1 mils, 0.053mm)","1.50"" (38.10mm) 1 1/2""","216' (66.0m) 72 yds","White","Holding, Moisture Protection, Sealing","-100 ~ 225°F (-73 ~ 107°C)"
http://multimedia.3m.com/mws/media/37395O/tape-60.pdf,//media.digikey.com/Photos/3M%20Photos/3M-60-2%5E-X-36YD.jpg,3M156751-ND,3M 60 2"" X 36YD,3M (TC),TAPE INSULATING CLEAR 2""X 36YDS,8,0,"189.81000","0","1","-","60","Active","Insulating, High Temperature","Silicone Thermosetting","PTFE (Polytetrafluoroethylene)","0.0040"" (4.0 mils, 0.102mm)","0.0020"" (2.0 mils, 0.051mm)","0.0020"" (2.0 mils, 0.051mm)","2.00"" (50.80mm)","108' (32.9m) 36 yds","Clear","Insulating, High Temperature","32°F ~ 356°F (0°C ~ 180°C)"
https://multimedia.3m.com/mws/media/536957O/3mtm-electrically-conductive-adhesive-transfer-tape-9707.pdf,//media.digikey.com/Photos/3M%20Photos/4-5-9707.JPG,3M155911-ND,4-5-9707,3M (TC),TAPE ADHSV TRNSFR 4""X 5YDS,4,0,"190.67000","0","1","Roll","9707","Active","Adhesive Transfer","Pressure Sensitive Adhesive (PSA)","Polyethylene-Terephthalate (PET)","0.0040"" (4.0 mils, 0.102mm)","0.0020"" (2.0 mils, 0.051mm)","0.0020"" (2.0 mils, 0.051mm)","4.00"" (101.60mm)","15' (4.6m) 5 yds","-","Electrically Conductive","-"
http://multimedia.3m.com/mws/media/104358O/3mtm-electrical-tape-1093-polyimide-film-tape-thermosetting.pdf,//media.digikey.com/Photos/3M%20Photos/3M1093-3X36YD.JPG,3M10601-ND,3M1093-3X36YD,3M (TC),TAPE ELECTRICAL 3""X 36YDS,4,0,"210.69000","0","1","Roll","1093","Active","Electrical","Silicone Thermosetting","Polyimide","0.0025"" (2.5 mils, 0.064mm)","0.0015"" (1.5 mils, 0.038mm)","0.0010"" (1.0 mils, 0.025mm)","3.00"" (76.20mm)","108' (32.9m) 36 yds","-","Masking, High Temperature","356°F (180°C)"
-,//media.digikey.com/Photos/3M%20Photos/MFG_226.jpg,3M155909-ND,3M 5906 2"" X 72YDS,3M (TC),TAPE DBL COATED BLACK 2""X 72YDS,3,0,"219.47000","0","1","-","VHB™ 5906","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0060"" (6.0 mils, 0.152mm)","-","-","2.00"" (50.80mm)","216' (66.0m) 72 yds","Black","General Purpose","200°F (93°C)"
https://multimedia.3m.com/mws/media/929587O/3mtm-electrically-conductive-cushion-gasket-tape-ecg7000h.pdf,//media.digikey.com/Photos/3M%20Photos/ECG7053H-100MMX3M.jpg,3M156487-ND,ECG7053H-100MMX3M,3M,TAPE COND ADHESIVE 3.94""X 3.3YD,11,0,"221.94000","0","1","Roll","ECG7000H","Active","Conductive Adhesive","Acrylic","Polyurethane Foam","0.0205"" (20.5 mils, 0.520mm)","-","0.0050"" (5.0 mils, 0.127mm)","3.94"" (100.00mm)","10' (3.0m) 3.3 yds","-","Electrically Conductive","-"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_467MP.jpg,3M159367-ND,467MP-12""X60YD,3M,TAPE ADHSV TRNSFR CLR 12""X 60YDS,2,0,"227.19000","0","1","Roll","467MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0065"" (6.5 mils, 0.165mm)","0.0023"" (2.3 mils, 0.058mm)","0.0042"" (4.2 mils, 0.107mm)","12.00"" (304.80mm)","180' (55.0m) 60 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
http://multimedia.3m.com/mws/media/37380O/3m-polyimide-film-tape-1205-with-acrylic-adhesive.pdf,-,3M156672-ND,3M 1205 4"" X 36YD,3M (TC),TAPE FILM AMBER 4""X 36YDS,6,0,"232.25000","0","1","-","1205","Active","Film","Acrylic","Polyimide","0.0030"" (3.0 mils, 0.076mm)","0.0020"" (2.0 mils, 0.051mm)","0.0010"" (1.0 mils, 0.025mm)","4.00"" (101.60mm)","108' (32.9m) 36 yds","Amber","Insulating, High Temperature","-40°F ~ 311°F (-40°C ~ 155°C)"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_468MP-xX60YD.jpg,3M159372-ND,468MP-12""X60YD,3M,TAPE ADHSV TRNSFR CLR 12""X 60YDS,3,0,"304.40000","0","1","Roll","468MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0093"" (9.3 mils, 0.236mm)","0.0051"" (5.1 mils, 0.130mm)","0.0042"" (4.2 mils, 0.107mm)","12.00"" (304.80mm)","180' (55.0m) 60 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT1014&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/195133-000.JPG,A104724-ND,S1255-04-3/4X100FT,"TE Connectivity Aerospace, Defense and Marine",TAPE EPOXY BLACK 3/4""X 33.3YD,8,0,"322.94000","0","1","Roll","Thermofit","Active","Epoxy Tape","Epoxy Thermosetting","-","0.0200"" (20.0 mils, 0.508mm)","-","-","0.75"" (19.05mm) 3/4""","100' (30.5m) 33.3 yds","Black","High Temperature Adhesion","-"
https://multimedia.3m.com/mws/media/929587O/3mtm-electrically-conductive-cushion-gasket-tape-ecg7000h.pdf,//media.digikey.com/Photos/3M%20Photos/ECG7053H-100MMX3M.jpg,3M156800-ND,ECG7073H-100MMX3M,3M,TAPE COND ADHESIVE 3.94""X 3.3YD,15,0,"351.01000","0","1","-","ECG7000H","Active","Conductive Adhesive","Acrylic","Polyurethane Foam","0.0283"" (28.3 mils, 0.720mm)","-","-","3.94"" (100.00mm)","10' (3.0m) 3.3 yds","-","Electrically Conductive","-"
http://multimedia.3m.com/mws/media/98989O/vhbtm-durability.PDF,//media.digikey.com/Photos/3M%20Photos/5-4941-1%5E2S.jpg,3M9822-ND,5-4941-1/2S,3M (TC),TAPE DBL COATED GRAY 1/2""X 1/2"",99,47,"2.28000","0","1","Bulk","VHB™ 4941","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0450"" (45.0 mils, 1.143mm)","-","-","0.50"" (12.70mm) 1/2""","0.50"" (12.70mm) 1/2""","Gray","General Purpose","200°F (93°C)"
http://multimedia.3m.com/mws/media/98989O/vhbtm-durability.PDF,//media.digikey.com/Photos/3M%20Photos/5-4941-1.5S.JPG,3M9817-ND,5-4941-1.5S,3M (TC),TAPE DBL COATED GRY 1 1/2""X 1.5"",105,15,"2.58000","0","1","Bulk","VHB™ 4941","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0450"" (45.0 mils, 1.143mm)","-","-","1.50"" (38.10mm) 1 1/2""","1.50"" (38.10mm)","Gray","General Purpose","200°F (93°C)"
http://multimedia.3m.com/mws/media/230446O/scotchr-general-purpose-packaging-tape-3710.pdf,//media.digikey.com/Photos/3M%20Photos/3710T-6.JPG,3M10648-ND,3710T-6,3M,TAPE BOX SEALING 1.89""X 54.7YD,47,0,"2.96000","0","1","Roll","Scotch® 3710","Active","Box Sealing","Rubber","Polypropylene Film","0.0019"" (1.9 mils, 0.048mm)","0.0007"" (0.7 mils, 0.018mm)","0.0012"" (1.2 mils, 0.030mm)","1.89"" (48.00mm)","164' (50.0m) 54.7 yds","Tan","Packaging, Sealing, Shipping, Splicing","-"
http://multimedia.3m.com/mws/media/98989O/vhbtm-durability.PDF,//media.digikey.com/Photos/3M%20Photos/5-4941-1.%5E2-2R.jpg,3M9818-ND,5-4941-1/2-2R,3M (TC),TAPE DBL COATED GRAY 1/2""X 2"",310,44,"3.23000","0","1","Bulk","VHB™ 4941","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0450"" (45.0 mils, 1.143mm)","-","-","0.50"" (12.70mm) 1/2""","2.00"" (50.80mm)","Gray","General Purpose","200°F (93°C)"
http://multimedia.3m.com/mws/media/473185O/scotchtm-perf-masking-tape-233.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_233+12MMX55M.jpg,3M156091-ND,233+12MMX55M,3M,TAPE MASKING GREEN 0.47""X 60YDS,68,0,"5.48000","0","1","Roll","Scotch® 233+","Active","Masking","Rubber","Crepe Paper","0.0067"" (6.7 mils, 0.170mm)","-","-","0.47"" (12.00mm)","180' (55.0m) 60 yds","Green","Paint Masking, Automotive","250°F (121°C) - 30 minutes"
http://multimedia.3m.com/mws/media/392819O/double-coated-tapes-9086-9087-9088-9088fl.pdf,//media.digikey.com/photos/3M%20Photos/9088%2019MMX50M.JPG,3M11465-ND,3/4-5-9088,3M (TC),TAPE DBL COATED CLEAR 3/4""X 5YDS,27,0,"5.80000","0","1","Roll","9088","Active","Double Coated, Double Sided","Acrylic, 375","Carrier - Polyester, Liner - Paper","0.0080"" (8.0 mils, 0.203mm)","0.0050"" (5.0 mils, 0.127mm)","0.0030"" (3.0 mils, 0.076mm)","0.75"" (19.05mm) 3/4""","15' (4.6m) 5 yds","Clear","Splicing","200°F (93°C)"
"//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/9492,95MP,MPF,FL,B.pdf",//media.digikey.com/Photos/3M%20Photos/3%5E4-5-9495MP.JPG,3M9737-ND,3/4-5-9495MP,3M (TC),TAPE DBL COATED CLEAR 3/4""X 5YDS,57,0,"5.93000","0","1","Roll","9495MP","Active","Double Coated, Double Sided","Acrylic, 200MP","Polyester Film","0.0057"" (5.7 mils, 0.145mm)","0.0029"" (2.9 mils, 0.074mm)","0.0028"" (2.8 mils, 0.071mm)","0.75"" (19.05mm) 3/4""","15' (4.6m) 5 yds","Clear","Holding, Joining, Mounting","-"
http://multimedia.3m.com/mws/media/1267924O/adhesive-transfer-tapes-with-adhesive-300.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-950.JPG,3M9740-ND,1/2-5-950,3M (TC),TAPE ADHSV TRNSFR CLR 1/2""X 5YDS,44,0,"6.13000","0","1","Roll","950","Active","Adhesive Transfer","Acrylic, 300","Liner","0.0050"" (5.0 mils, 0.127mm)","0.0050"" (5.0 mils, 0.127mm)","-","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Clear","Adhesion, General Purpose, Splicing","180°F (82°C)"
http://multimedia.3m.com/mws/media/115887O/3mtm-aluminum-foil-tape-425-and-427.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-425.JPG,3M9777-ND,1/2-5-425,3M (TC),TAPE ALUM FOIL SILVER 1/2""X 5YDS,79,0,"6.15000","0","1","Roll","425","Active","Aluminum Foil","Acrylic","Aluminum, Dead Soft","0.0046"" (4.6 mils, 0.117mm)","0.0016"" (1.6 mils, 0.041mm)","0.0028"" (2.8 mils, 0.071mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Silver","Heat Dissipation, Reflection","-65°F ~ 300°F (-54°C ~ 149°C)"
http://multimedia.3m.com/mws/media/308453O/3m-non-flame-retardant-mastic-pads.pdf,//media.digikey.com/photos/3M%20Photos/2200.jpg,3M11008-ND,2200 (3-1/4""X4-1/2""),3M,TAPE MASTIC PAD 3 1/4""X 4 1/2"",31,0,"6.34000","0","1","-","Scotch® 2200","Active","Mastic Pad","Rubber, Self Fusing","PVC (Poly Vinyl Chloride)","0.1250"" (125.0 mils, 3.175mm) 1/8""","0.1180"" (118.0 mils, 2.997mm)","0.0070"" (7.0 mils, 0.178mm)","3.25"" (82.55mm) 3 1/4""","4.50"" (114.30mm) 4 1/2""","Black","Insulating, Moisture Sealing","0 ~ 100°F (-18 ~ 38°C)"
http://multimedia.3m.com/mws/media/594149O/3mtm-circuit-plating-tape-1280.pdf,//media.digikey.com/Photos/3M%20Photos/1-5-1280.jpg,3M9805-ND,1-5-1280,3M (TC),TAPE ELECTROPLATING RED 1""X 5YDS,34,0,"6.48000","0","1","Roll","1280","Active","Electroplating","Rubber","Polyester Film","0.0036"" (3.6 mils, 0.091mm)","0.0027"" (2.7 mils, 0.069mm)","0.0009"" (0.9 mils, 0.023mm)","1.00"" (25.40mm)","15' (4.6m) 5 yds","Red","Masking, Protection, Sealing","40 ~ 170°F (4 ~ 77°C)"
http://multimedia.3m.com/mws/media/771682O/3mtm-double-coated-tape-9490le.pdf,//media.digikey.com/Photos/3M%20Photos/12X12-6-9490LE.JPG,3M9750-ND,12X12-6-9490LE,3M (TC),TAPE DBL COATED CLEAR 12""X 12"",29,0,"6.65000","0","1","Bulk","9490LE","Active","Double Coated, Double Sided","Acrylic, 300LSE; Acrylic, 300MP","Carrier - Polyester, Liner - Polycoated Kraft","0.0067"" (6.7 mils, 0.170mm)","0.0062"" (6.2 mils, 0.157mm)","0.0005"" (0.5 mils, 0.013mm)","12.00"" (304.80mm)","12.00"" (304.80mm)","Clear","Holding, Joining, Mounting","200°F (93°C)"
http://multimedia.3m.com/mws/media/66465O/3mtm-double-coated-polyethylene-foam.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-4466B.jpg,3M9973-ND,1/2-5-4466B,3M (TC),TAPE DBL COATED BLACK 1/2""X 5YDS,84,0,"7.15000","0","1","Roll","4466B","Active","Double Coated, Double Sided","Rubber","Polyethylene Foam","0.0630"" (63.0 mils, 1.600mm) 1/16""","-","-","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Black","Holding, Joining, Mounting","-"
http://multimedia.3m.com/mws/media/392819O/double-coated-tapes-9086-9087-9088-9088fl.pdf,//media.digikey.com/photos/3M%20Photos/9088%2019MMX50M.JPG,3M11466-ND,1-5-9088,3M (TC),TAPE DBL COATED CLEAR 1""X 5YDS,30,0,"7.18000","0","1","Roll","9088","Active","Double Coated, Double Sided","Acrylic, 375","Carrier - Polyester, Liner - Paper","0.0080"" (8.0 mils, 0.203mm)","0.0050"" (5.0 mils, 0.127mm)","0.0030"" (3.0 mils, 0.076mm)","1.00"" (25.40mm)","15' (4.6m) 5 yds","Clear","Splicing","200°F (93°C)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/850.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-850B.JPG,3M10704-ND,1/2-5-850B,3M (TC),TAPE MASKING BLACK 1/2""X 5YDS,34,0,"7.77000","0","1","Roll","850","Active","Masking","Acrylic","Polyester Film","0.0019"" (1.9 mils, 0.048mm)","0.0010"" (1.0 mils, 0.025mm)","0.0009"" (0.9 mils, 0.023mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Black","Packaging, Sealing, Shipping, Splicing","-60°F ~ 300°F (-50°C ~ 150°C)"
