Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Applications","Mounting Type","Package / Case","Supplier Device Package"
https://pdfserv.maximintegrated.com/en/ds/DS2401.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,DS2401+T&RCT-ND,DS2401+T&R,Maxim Integrated,IC SILICON SERIAL NUMBER TO92-3,2303,4000,"2.02000","0","1","Cut Tape (CT)","-","Active","Silicon Serial Number","PCB, Network Node, Equipment Identification/Registration","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011291,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,HCS300T-I/SNTR-ND,HCS300T-I/SN,Microchip Technology,IC CODE HOPPING ENCODER 8SOIC,3300,0,"1.19480","0","3300","Tape & Reel (TR)","KEELOQ®","Active","Code Hopping Encoder","Remote Secure Access, Keyless Entry","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011291,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,HCS300T-I/SNCT-ND,HCS300T-I/SN,Microchip Technology,IC CODE HOPPING ENCODER 8SOIC,3621,0,"1.29000","0","1","Cut Tape (CT)","KEELOQ®","Active","Code Hopping Encoder","Remote Secure Access, Keyless Entry","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en011291,//media.digikey.com/Renders/Microchip%20Tech%20Renders/8-SOIC_751.jpg,HCS300T-I/SNDKR-ND,HCS300T-I/SN,Microchip Technology,IC CODE HOPPING ENCODER 8SOIC,3621,0,"Digi-Reel","0","1","Digi-Reel®","KEELOQ®","Active","Code Hopping Encoder","Remote Secure Access, Keyless Entry","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://datasheets.maximintegrated.com/en/ds/MAX4838A-MAX4842A.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX4840AEXT+TTR-ND,MAX4840AEXT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL SC70-6,2500,35000,"1.20750","0","2500","Tape & Reel (TR)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://datasheets.maximintegrated.com/en/ds/MAX4838A-MAX4842A.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX4840AEXT+TCT-ND,MAX4840AEXT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL SC70-6,2862,35000,"2.37000","0","1","Cut Tape (CT)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://datasheets.maximintegrated.com/en/ds/MAX4838A-MAX4842A.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX4840AEXT+TDKR-ND,MAX4840AEXT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL SC70-6,2862,35000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://www.infineon.com/dgdl/Infineon-TLE9104SH-DS-v01_01-EN.pdf?fileId=5546d46261ff5777016200954aa42d5c,//media.digikey.com/Photos/Infineon%20Photos/448;-P%5EPG-DSO-20-88;-;-20.jpg,TLE9104SHXUMA1TR-ND,TLE9104SHXUMA1,Infineon Technologies,IC POWERTRAIN SWITCH DSO20-88,1000,0,"2.68202","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Powertrain Switch","-","Surface Mount","20-BFSOP (0.295"", 7.50mm Width) Exposed Pad","PG-DSO-20-88"
https://www.infineon.com/dgdl/Infineon-TLE9104SH-DS-v01_01-EN.pdf?fileId=5546d46261ff5777016200954aa42d5c,//media.digikey.com/Photos/Infineon%20Photos/448;-P%5EPG-DSO-20-88;-;-20.jpg,TLE9104SHXUMA1CT-ND,TLE9104SHXUMA1,Infineon Technologies,IC POWERTRAIN SWITCH DSO20-88,1273,0,"5.23000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Powertrain Switch","-","Surface Mount","20-BFSOP (0.295"", 7.50mm Width) Exposed Pad","PG-DSO-20-88"
https://www.infineon.com/dgdl/Infineon-TLE9104SH-DS-v01_01-EN.pdf?fileId=5546d46261ff5777016200954aa42d5c,//media.digikey.com/Photos/Infineon%20Photos/448;-P%5EPG-DSO-20-88;-;-20.jpg,TLE9104SHXUMA1DKR-ND,TLE9104SHXUMA1,Infineon Technologies,IC POWERTRAIN SWITCH DSO20-88,1273,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Powertrain Switch","-","Surface Mount","20-BFSOP (0.295"", 7.50mm Width) Exposed Pad","PG-DSO-20-88"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8232.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-20-10;CP;20.jpg,AD8232ACPZ-WP-ND,AD8232ACPZ-WP,Analog Devices Inc.,IC ECG FRONT END 20LFCSP,359,640,"3.96000","0","1","Tray","-","Active","ECG Front End","Heart Rate Monitoring","Surface Mount","20-WFQFN Exposed Pad, CSP","20-LFCSP-WQ (4x4)"
https://datasheets.maximintegrated.com/en/ds/MAX4506-MAX4507.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-SOIC.jpg,MAX4506ESA+-ND,MAX4506ESA+,Maxim Integrated,IC OVERVOLTAGE PROTECTION 8SOIC,340,5200,"5.49000","0","1","Tube","-","Active","Overvoltage Protection","Control Systems","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT245BL.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/32-LQFP.jpg,768-1308-ND,FT245BL-TRAY,"FTDI, Future Technology Devices International Ltd",IC USB FIFO 32LQFP,471,0,"5.75000","0","1","Tray","-","Active","USB FIFO","-","Surface Mount","32-LQFP","32-LQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdlpa3000,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DLPA3005.jpg,296-47763-2-ND,DLPA3000DPFDR,Texas Instruments,IC DLP PMIC LED DRIVER 100HTQFP,2000,10000,"8.07576","0","1000","Tape & Reel (TR)","-","Active","DLP PMIC, LED Driver","DLP® Pico™ Projectors","Surface Mount","100-TQFP Exposed Pad","100-HTQFP (14x14)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdlpa3000,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DLPA3005.jpg,296-47763-1-ND,DLPA3000DPFDR,Texas Instruments,IC DLP PMIC LED DRIVER 100HTQFP,2665,10001,"13.13000","0","1","Cut Tape (CT)","-","Active","DLP PMIC, LED Driver","DLP® Pico™ Projectors","Surface Mount","100-TQFP Exposed Pad","100-HTQFP (14x14)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdlpa3000,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DLPA3005.jpg,296-47763-6-ND,DLPA3000DPFDR,Texas Instruments,IC DLP PMIC LED DRIVER 100HTQFP,2665,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","DLP PMIC, LED Driver","DLP® Pico™ Projectors","Surface Mount","100-TQFP Exposed Pad","100-HTQFP (14x14)"
https://datasheets.maximintegrated.com/en/ds/MAX30003.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX30003CTI+-ND,MAX30003CTI+,Maxim Integrated,IC ECG FRONT END 28TQFN,213,0,"9.42000","0","1","Tray","-","Active","ECG Front End","Heart Rate Monitoring","Surface Mount","28-WFQFN Exposed Pad","28-TQFN (5x5)"
http://www.onsemi.com/pub/Collateral/NBSG16M-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/16-TQFN_485G.jpg,NBSG16MMNGOS-ND,NBSG16MMNG,ON Semiconductor,IC TRANSCEIVER 16QFN,113,0,"40.22000","0","1","Tube","-","Active","Transceiver","Instrumentation","Surface Mount","16-VFQFN Exposed Pad","16-QFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdlpc910,//media.digikey.com/Photos/Texas%20Instr%20Photos/296;4218050;ZYR;676_Bottom.jpg,296-46694-ND,DLPC910ZYR,Texas Instruments,IC DIGITAL CONTROLLER 676FCBGA,42,546,"392.35000","0","1","Tray","-","Active","Digital Controller","Image Processing and Control","Surface Mount","676-BBGA, FCBGA","676-FCBGA (27x27)"
https://www.idt.com/document/dst/cps-1848-datasheet,"//media.digikey.com/Renders/IDT,%20Integrated%20Device%20Technology%20Renders/800;-BR784;-BR;-784.jpg",800-3758-ND,80HCPS1848CHMG,"IDT, Integrated Device Technology Inc",IC SER RAPIDIO SWITCH 784FCBGA,72,0,"398.12000","0","1","Tray","CPS-1848","Active","Serial RapidIO® Switch","Wireless Infrastructure","Surface Mount","784-BBGA, FCBGA","784-FCBGA (29x29)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdlp5500,//media.digikey.com/Photos/Texas%20Instr%20Photos/296;-2512194;-FYA;-149-(Front).jpg,296-43542-ND,DLP5500BFYA,Texas Instruments,IC DIG MICROMIRROR DEV 149CPGA,31,0,"536.26000","0","1","Tray","-","Active","Digital Micromirror Device (DMD)","3D, Medical Imaging","Through Hole","149-BFCPGA Exposed Pad","149-CPGA (22.3x32.2)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590539,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0808CA-SH-TTR-ND,AT88SC0808CA-SH-T,Microchip Technology,IC EEPROM 8K I2C 4MHZ 8SOIC,20000,0,"0.54075","0","4000","Tape & Reel (TR)","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590539,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0808CA-SH-TCT-ND,AT88SC0808CA-SH-T,Microchip Technology,IC EEPROM 8K I2C 4MHZ 8SOIC,20515,0,"0.62000","0","1","Cut Tape (CT)","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590539,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0808CA-SH-TDKR-ND,AT88SC0808CA-SH-T,Microchip Technology,IC EEPROM 8K I2C 4MHZ 8SOIC,20515,0,"Digi-Reel","0","1","Digi-Reel®","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590538,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;-8S1;-;-8.jpg,AT88SC0404CA-SH-ND,AT88SC0404CA-SH,Microchip Technology,IC EEPROM 4K I2C 4MHZ 8SOIC,9430,0,"0.59000","0","1","Tube","CryptoMemory®","Active","Secure Memory","Embedded, Smart Card","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.onsemi.com/pub/Collateral/FSSD06-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/FSSD06BQX.JPG,FSSD06BQXTR-ND,FSSD06BQX,ON Semiconductor,IC MULTIPLEXER 24MLP,3000,3000,"0.67500","0","3000","Tape & Reel (TR)","-","Active","Multiplexer","Cell Phones, Digital Cameras, Media Players","Surface Mount","24-WFQFN Exposed Pad","24-MLP (3.5x4.5)"
https://www.onsemi.com/pub/Collateral/FSSD06-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/FSSD06BQX.JPG,FSSD06BQXCT-ND,FSSD06BQX,ON Semiconductor,IC MULTIPLEXER 24MLP,3000,3000,"1.52000","0","1","Cut Tape (CT)","-","Active","Multiplexer","Cell Phones, Digital Cameras, Media Players","Surface Mount","24-WFQFN Exposed Pad","24-MLP (3.5x4.5)"
https://www.onsemi.com/pub/Collateral/FSSD06-D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/FSSD06BQX.JPG,FSSD06BQXDKR-ND,FSSD06BQX,ON Semiconductor,IC MULTIPLEXER 24MLP,3000,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Multiplexer","Cell Phones, Digital Cameras, Media Players","Surface Mount","24-WFQFN Exposed Pad","24-MLP (3.5x4.5)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/4a/f7/7b/47/f6/91/48/61/CD00000841.pdf/files/CD00000841.pdf/_jcr_content/translations/en.CD00000841.pdf,//media.digikey.com/Photos/STMicro%20Photos/FLC01-200H.jpg,497-16430-ND,FLC01-200H,STMicroelectronics,IC FIRE LIGHTING CIRCUIT IPAK,1950,0,"1.11000","0","1","Tube","-","Active","Fire Lighting Circuit","-","Through Hole","TO-251-3, IPak, Short Leads","I-PAK"
https://datasheets.maximintegrated.com/en/ds/DS28E15.pdf,//media.digikey.com/photos/Maxim%20Photos/406-6-TSOC.jpg,DS28E15P+-ND,DS28E15P+,Maxim Integrated,IC EEPROM 512 1WIRE 6TSOC,1020,2400,"1.26000","0","1","Tube","DeepCover®","Active","Authentication Chip","Authentication, Security","Surface Mount","6-LSOJ (0.148"", 3.76mm Width)","6-TSOC"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX14515%20Overview.pdf,"//media.digikey.com/Renders/Maxim%20Renders/8-WFBGA,%20WLCSP.jpg",MAX14515AEWA+TTR-ND,MAX14515AEWA+T,Maxim Integrated,IC DRIVER 8WLP,2500,0,"2.12400","0","2500","Tape & Reel (TR)","-","Active","Driver","Digital Camera","Surface Mount","8-WFBGA, WLBGA","8-WLP"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX14515%20Overview.pdf,"//media.digikey.com/Renders/Maxim%20Renders/8-WFBGA,%20WLCSP.jpg",MAX14515AEWA+TCT-ND,MAX14515AEWA+T,Maxim Integrated,IC DRIVER 8WLP,4031,0,"4.78000","0","1","Cut Tape (CT)","-","Active","Driver","Digital Camera","Surface Mount","8-WFBGA, WLBGA","8-WLP"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX14515%20Overview.pdf,"//media.digikey.com/Renders/Maxim%20Renders/8-WFBGA,%20WLCSP.jpg",MAX14515AEWA+TDKR-ND,MAX14515AEWA+T,Maxim Integrated,IC DRIVER 8WLP,4031,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Driver","Digital Camera","Surface Mount","8-WFBGA, WLBGA","8-WLP"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4945AELA+TTR-ND,MAX4945AELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,2500,0,"2.83200","0","2500","Tape & Reel (TR)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4945AELA+TCT-ND,MAX4945AELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,3500,0,"6.38000","0","1","Cut Tape (CT)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4945AELA+TDKR-ND,MAX4945AELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,3500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en585824,//media.digikey.com/photos/Micrel%20Photos/576-128-PQFP.jpg,576-1038-ND,KSZ8995M,Microchip Technology,IC 10/100 INTEG SWITCH 128PQFP,140,0,"7.29000","0","1","Tray","-","Active","10/100 Integrated Switch","Port Switch/Network Interface","Surface Mount","128-BFQFP","128-PQFP (14x20)"
https://datasheets.maximintegrated.com/en/ds/MAX4506-MAX4507.pdf,//media.digikey.com/Renders/Maxim%20Renders/18-SOIC.jpg,MAX4507CWN+-ND,MAX4507CWN+,Maxim Integrated,IC OVERVOLTAGE PROTECTION 18SOIC,200,160,"8.23000","0","1","Tube","-","Active","Overvoltage Protection","Control Systems","Surface Mount","18-SOIC (0.295"", 7.50mm Width)","18-SOIC"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en581495,//media.digikey.com/photos/Micrel%20Photos/576-128-PQFP.jpg,576-2124-ND,KSZ8993MI,Microchip Technology,IC 10/100 INTEG SWITCH 128PQFP,136,0,"8.51000","0","1","Tray","-","Active","10/100 Integrated Switch","Port Switch/Network Interface","Surface Mount","128-BFQFP","128-PQFP (14x20)"
https://datasheets.maximintegrated.com/en/ds/MAX4506-MAX4507.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0056;AP;20.jpg,MAX4507EAP+-ND,MAX4507EAP+,Maxim Integrated,IC OVERVOLTAGE PROTECTION 20SSOP,278,198,"9.09000","0","1","Tube","-","Active","Overvoltage Protection","Control Systems","Surface Mount","20-SSOP (0.209"", 5.30mm Width)","20-SSOP"
http://ww1.microchip.com/downloads/en/DeviceDoc/ks8695px_ds.pdf,//media.digikey.com/photos/Micrel%20Photos/576-289-PBGA.jpg,576-1024-ND,KSZ8695PX,Microchip Technology,IC 10/100 INTEG SWITCH 289PBGA,138,0,"15.02000","0","1","Tray","-","Active","10/100 Integrated Switch","Port Switch/Network Interface","Surface Mount","289-PBGA","289-PBGA (19x19)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdlpc6401,//media.digikey.com/Photos/Texas%20Instr%20Photos/419-BGA_Bottom.jpg,296-37533-ND,DLPC6401ZFF,Texas Instruments,IC DIGITAL CONTROLLER 419BGA,110,9960,"34.73000","0","1","Tray","-","Active","Digital Controller","Image Processing and Control","Surface Mount","419-BGA","419-BGA (23x23)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADATE305.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/SV-100.jpg,ADATE305BSVZ-ND,ADATE305BSVZ,Analog Devices Inc.,IC DCL 100TQFP,186,450,"53.37000","0","1","Tray","-","Active","DCL","Automatic Test Equipment","Surface Mount","100-TQFP Exposed Pad","100-TQFP-EP (14x14)"
https://datasheets.maximintegrated.com/en/ds/DS34S101-DS34S108.pdf,//media.digikey.com/Photos/Maxim%20Photos/DS34S102GN+.jpg,DS34S102GN+-ND,DS34S102GN+,Maxim Integrated,IC TDM 256CSBGA,600,5240,"60.41000","0","1","Tray","-","Not For New Designs","TDM (Time Division Multiplexing)","Data Transport","Surface Mount","256-BGA, CSBGA","256-CSBGA (17x17)"
https://datasheets.maximintegrated.com/en/ds/DS34S101-DS34S108.pdf,//media.digikey.com/Renders/Maxim%20Renders/256-CSBGA%2021-0315.jpg,DS34S104GN+-ND,DS34S104GN+,Maxim Integrated,IC TDM 256CSBGA,680,2520,"71.06000","0","1","Tray","-","Not For New Designs","TDM (Time Division Multiplexing)","Data Transport","Surface Mount","256-BGA, CSBGA","256-CSBGA (17x17)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-500mbps-modules-series.pdf,"//media.digikey.com/Photos/Bel%20Photos/MFG_0804-5000A50,E50.jpg",507-2091-ND,0804-5000E50,Bel Fuse Inc.,IC POWERLINE MODULE 50SIP,195,0,"103.20000","0","1","Tray","-","Active","Powerline Module","Power Line Communications","Through Hole","50-SSIP Module","50-SIP Module"
https://datasheets.maximintegrated.com/en/ds/DS34T101-DS34T108.pdf,//media.digikey.com/Renders/Maxim%20Renders/484-BGA%20Exp%20Pad.jpg,DS34T108GN+-ND,DS34T108GN+,Maxim Integrated,IC TDM 484HSBGA,52,0,"127.89000","0","1","Tray","-","Not For New Designs","TDM (Time Division Multiplexing)","Data Transport","Surface Mount","484-BGA Exposed Pad","484-HSBGA (23x23)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/80/2c/61/ba/9a/ec/46/21/CD00001766.pdf/files/CD00001766.pdf/jcr:content/translations/en.CD00001766.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",497-15638-ND,FLC21-135A,STMicroelectronics,IC FIRE LIGHTING CIRCUIT TO92,2484,0,"1.01000","0","1","Bulk","-","Active","Fire Lighting Circuit","-","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX4843-46.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0190;YT;6.jpg,MAX4845DEYT+TTR-ND,MAX4845DEYT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 6UTLGA,2500,0,"1.08000","0","2500","Tape & Reel (TR)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-UFLGA","6-UTLGA (1.5x1.0)"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX4843-46.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0190;YT;6.jpg,MAX4845DEYT+TCT-ND,MAX4845DEYT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 6UTLGA,5000,0,"2.43000","0","1","Cut Tape (CT)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-UFLGA","6-UTLGA (1.5x1.0)"
//media.digikey.com/pdf/Data%20Sheets/Maxim%20PDFs/MAX4843-46.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0190;YT;6.jpg,MAX4845DEYT+TDKR-ND,MAX4845DEYT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 6UTLGA,5000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-UFLGA","6-UTLGA (1.5x1.0)"
https://datasheets.maximintegrated.com/en/ds/MAX4864L-MAX4867.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0164;LT;6.jpg,MAX4865LELT+TTR-ND,MAX4865LELT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 6UDFN,2500,0,"1.08000","0","2500","Tape & Reel (TR)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-WDFN","6-UDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4864L-MAX4867.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0164;LT;6.jpg,MAX4865LELT+TCT-ND,MAX4865LELT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 6UDFN,5000,0,"2.43000","0","1","Cut Tape (CT)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-WDFN","6-UDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4864L-MAX4867.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0164;LT;6.jpg,MAX4865LELT+TDKR-ND,MAX4865LELT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 6UDFN,5000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-WDFN","6-UDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4838-MAX4842.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX4841EXT+T-ND,MAX4841EXT+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL SC70-6,5000,0,"2.43000","0","1","Strip","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://datasheets.maximintegrated.com/en/ds/MAX4838A-MAX4842A.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX4838EXT+T-ND,MAX4838EXT+T,Maxim Integrated,IC OVERVOLTAGE PROTECTION SC70-6,4990,0,"2.43000","0","1","Strip","-","Active","Overvoltage Protection","Cell Phones, Digital Cameras, Media Players","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4944ELA+TTR-ND,MAX4944ELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,2500,0,"2.83200","0","2500","Tape & Reel (TR)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4944ELA+TCT-ND,MAX4944ELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,5000,0,"6.38000","0","1","Cut Tape (CT)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4944ELA+TDKR-ND,MAX4944ELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,5000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX4943-MAX4949.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-UDFN%2021-0164.jpg,MAX4945LELA+TTR-ND,MAX4945LELA+T,Maxim Integrated,IC OVERVOLTAGE PROT CTRL 8UDFN,2500,0,"2.83200","0","2500","Tape & Reel (TR)","-","Active","Overvoltage Protection Controller","Cell Phones, Digital Cameras, Media Players","Surface Mount","8-WFDFN","8-uDFN (2x2)"
