Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Wattage","Voltage - Input","Plug Type","Voltage - Output","Number of Channels","Control/Display Type","Includes","Base Unit","Supplied Iron, Tweezer, Handle","Supplied Tips/Nozzles","Workstand","Temperature Range","Features"
https://www.hakkousa.com/files/index/download/id/17686/,//media.digikey.com/Photos/Hakko/MFG_FM-204_w-2024_set.jpg,1691-1059-ND,FM204-01,"American Hakko Products, Inc.",DESOLDER SLDR STA 120W 1 CH 120V,22,0,"690.97000","0","1","-","Active","Desoldering, Soldering","120W","120V","NEMA 5-15P","24V","1","Digital","Ceramic Filter (10), Cleaning Drill, Filter Pipe Assembly (10), Heat Resistant Pad, Iron Holder, Key Card, Nozzle Remover","FM-204","FM-2024-02, B2872","Sold Separately","FH200-05","-","Configurable Handpiece, Internal Vacuum Pump, Quick Change Nozzle, Sleep Mode"
https://www.hakkousa.com/files/index/download/id/17705/,//media.digikey.com/Photos/Hakko/MFG_FM204-CP.jpg,1691-1060-ND,FM204-CP,"American Hakko Products, Inc.",DESOLDER SLDR STA 120W 1 CH 120V,6,0,"753.37000","0","1","-","Active","Desoldering, Soldering","120W","120V","NEMA 5-15P","24V","1","Digital","Ceramic Filter (10), Cleaning Drill, Filter Pipe Assembly (10), Heat Resistant Pad, Iron Holder, Key Card, Nozzle Remover","FM-204","FM-2024-02, FM-2027-03","Sold Separately","FH200-05","-","Configurable Handpiece, Internal Air, Quick Change Nozzle, Sleep Mode"
https://www.hakkousa.com/files/index/download/id/17775/,//media.digikey.com/Photos/Hakko/MFG_FR410-02.jpg,1691-1206-ND,FR410-02,"American Hakko Products, Inc.",DESOLDER STATION 190W 1 CH 120V,17,0,"975.27000","0","1","-","Active","Desoldering","190W","120V","NEMA 5-15P","24V","1","Digital","Iron Holder, Maintenance Kit","FR-410","FR4101-81","N61-05","FH410-81","-","Delay Timer, Heater Cartridge, Password Lockout, Programmable"
https://www.hakkousa.com/files/index/download/id/17674/,//media.digikey.com/Photos/Hakko/MFG_FR870-04_contents.jpg,1691-1069-ND,FR870B-04,"American Hakko Products, Inc.",PREHEATING PLATE 730W 120V,13,0,"1047.97000","0","1","-","Active","Preheating Plate","730W","120V","NEMA 5-15P","-","-","Digital","Thermocouple, Spare Heating Lamp","FR870B","-","-","-","122°F ~ 392°F (50°C ~ 200°C)","ESD Safe, Infrared Heating, Preheat Control, Multiple Modes, Switchable Heating Zones"
https://www.hakkousa.com/files/index/download/id/17555/,//media.digikey.com/Photos/Hakko/MFG_FM206-55_cmyk.jpg,1691-1062-ND,FM206-55,"American Hakko Products, Inc.",REWORK STATION 410W 3 CH 120V,13,0,"1129.97000","0","1","-","Active","Rework","410W","120V","NEMA 5-15P","24V","3","Digital","Tip Tray","FM-206","None","Sold Separately","None","-","Auto Off, Configurable Display, ESD Safe, Graphic User Interface, Internal Air, Passcode Protected, Security Lock"
https://www.hakkousa.com/files/index/download/id/17574/,//media.digikey.com/Photos/Hakko/MFG_FR872-03.jpg,1691-1070-ND,FR872-03,"American Hakko Products, Inc.",PREHEATING PLATE 1440W 120V,16,0,"1649.97000","0","1","-","Active","Preheating Plate","1440W","120V","NEMA 5-15P","-","-","Digital","Thermocouple, Spare Heating Lamp","FR-872","-","-","-","122°F ~ 392°F (50°C ~ 200°C)","Infrared Heating, Multiple Modes, Preheat Control, Programmable, Switchable Heating Zones"
https://www.hakkousa.com/files/index/download/id/17617/,//media.digikey.com/Photos/Hakko/MFG_FM206-STA.JPG,1691-1066-ND,FM206-STA,"American Hakko Products, Inc.",REWORK SOLDER STA 410W 3 CH 120V,12,0,"1774.97000","0","1","-","Active","Rework, Soldering","410W","120V","NEMA 5-15P","24V","3","Digital","Cord Holder (3), Heat Resistant Pad (3), Iron Holder(3)","FM-206","FM2022-02, FM2027-06, FM2029-02","Sold Separately","C5034, FH200-01, FH200-03","-","Auto Off, Configurable Display, ESD Safe, Graphic User Interface, Internal Air, Passcode Protected, Security Lock"
https://www.hakkousa.com/files/index/download/id/17261/,//media.digikey.com/Photos/Hakko/MFG_FM206-DTS.JPG,1691-1065-ND,FM206-DTS,"American Hakko Products, Inc.",SOLDER REWORK STA 410W 3 CH 120V,9,0,"1794.98000","0","1","-","Active","Desoldering, Rework, Soldering","410W","120V","NEMA 5-15P","24V","3","Digital","Ceramic Filter (10), Cleaning Drill, Cord Holder, Heat Resistant Pad (2), Iron Holder (3), Nozzle Remover","FM-206","FM2022-02, FM2024-02, FM2027-06","Sold Separately","FH200-01, FH200-03, FH200-05","-","Auto Off, Configurable Display, ESD Safe, Graphic User Interface, Internal Air, Passcode Protected, Security Lock"
https://www.hakkousa.com/files/index/download/id/17260/,//media.digikey.com/Photos/Hakko/MFG_FM206-DSA.jpg,1691-1063-ND,FM206-DSA,"American Hakko Products, Inc.",SOLDER REWORK STA 410W 3 CH 120V,7,0,"1824.97000","0","1","-","Active","Desoldering, Rework, Soldering","410W","120V","NEMA 5-15P","24V","3","Digital","Ceramic Filter (10), Cleaning Drill, Cord Holder, Heat Resistant Pad (2), Iron Holder (3), Nozzle Remover","FM-206","FM-2024-02, FM-2027-06, FM2029-02","Sold Separately","C5034, FH200-01, FH200-05","-","Auto Off, Configurable Display, ESD Safe, Graphic User Interface, Internal Air, Passcode Protected, Security Lock"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Lead_Free_Solder_Pots.pdf,//media.digikey.com/Photos/Aven%20Photos/17100-150.jpg,243-1249-ND,17100-150,Aven Tools,SOLDER POT 150W 110-130V,11,0,"26.21000","0","1","-","Active","Solder Pot","150W","110 ~ 130V","Included, Not Specified","-","-","Analog","Crucible Pot","-","-","-","-","392°F ~ 752°F (200°C ~ 400°C)","On/Off Switch"
http://www.avenconnect.com/product_sheets/17100-300_Product_Sheet.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17100-300.jpg,243-1322-ND,17100-300,Aven Tools,SOLDER POT 300W 110-130V,44,0,"43.55000","0","1","-","Active","Solder Pot","300W","110 ~ 130V","Included, Not Specified","-","-","Analog","Crucible Pot","-","-","-","-","392°F ~ 842°F (200°C ~ 450°C)","On/Off Switch"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Soldering_Desoldering_Tools_Accessories.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17405.jpg,243-1229-ND,17405,Aven Tools,SOLDER STATION 58W 1 CH 110-130V,63,0,"55.50000","0","1","405","Active","Soldering","58W","110 ~ 130V","Included, Not Specified","-","1","Digital","Iron Holder","-","Included, Not Specified","Included, Not Specified","Built On","320°F ~ 1020°F (160°C ~ 550°C)","LCD Display, Temperature Control"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WT1HN,//media.digikey.com/photos/Apex%20Tool%20Photos/MFG_WT1HN.jpg,WT1HN-ND,WT1HN,Apex Tool Group,SOLDERING STATION 150W 1 CH 120V,10,0,"289.00000","0","1","Weller®, WT1","Active","Soldering","150W","120V","Included, Not Specified","-","1","Digital","Soldering Pencil","WT1H","-","-","-","150°F ~ 950°F (50°C ~ 550°C)","ESD Safe, LCD Display"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052702899N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0052702899.JPG,T0052702899N-ND,T0052702899N,Apex Tool Group,PREHEATING PLATE 80W 24V,11,0,"510.00000","0","1","Weller®","Active","Preheating Plate","80W","24V","Included, Not Specified","-","-","None","-","-","-","-","-","150°F ~ 400°F (50°C ~ 200°C)","-"
https://www.hakkousa.com/files/index/download/id/15113/,//media.digikey.com/Photos/Hakko/MFG_FM-205_pencil.jpg,1691-1061-ND,FM205-01,"American Hakko Products, Inc.",DESOLDER SOLDR STA 80W 1 CH 120V,9,0,"534.17000","0","1","-","Active","Desoldering, Soldering","80W","120V","NEMA 5-15P","24V","1","Digital","Ceramic Filter (10), Cleaning Drill, Filter Pipe Assembly (10), Heat Resistant Pad, Iron Holder, Key Card, Nozzle Remover","FM-205","FM2024-02, B2872","Sold Separately","FH200-05","-","Auto Off, Configurable Handpiece, Disposable Filter, External Air, Low Temperature Alarm, Quick Change Nozzles, Sleep Mode"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/WDD81X.jpg,WDD81XN-ND,WDD81XN,Apex Tool Group,SOLDER REWORK STA 95W 1 CH 120V,10,0,"850.00000","0","1","Weller®","Active","Desoldering, Rework (Hot Air), Soldering","95W","120V","NEMA 5-15","24V","1","Digital","-","WDD81V","DXV80","DX112","-","150°F ~ 850°F (66°C ~ 454°C)","External Air, Programmable, Vacuum Delay"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051390699,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051390699.jpg,T0051390699-ND,T0051390699,Apex Tool Group,SOLDERING STATION 80W 1 CH,5,0,"1010.00000","0","1","Weller®, FlowinSmart®","Active","Soldering","80W","-","Included, Not Specified","-","1","Digital","-","FlowinSmart®","WTSF80","LTB, 2.4mm","-","-","Pulse Mode, Solder Feeder, Standby, Timer Mode"
https://media-weller.de/weller/data/OI/Manual_WR2_WR3M_DE_GB_ES_FR_IT_PT_NL_SV_DK_FI_GR_TR.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WR3ME.jpg,WR3MEN-ND,WR3MEN,Apex Tool Group,REWORK SOLDER STA 400W 3 CH 120V,3,0,"1270.00000","0","1","Weller®","Active","Rework, Soldering","400W","120V","Included, Not Specified","24V","3","Digital","-","WR3ME","-","-","-","999°F (550°C) (Max)","ESD Safe, LCD Display, USB Interface, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051391199,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051391199.jpg,T0051391199-ND,T0051391199,Apex Tool Group,SOLDERING STATION 120W 1 CH,3,0,"1350.00000","0","1","Weller®, FlowinSmart®","Active","Soldering","120W","-","Included, Not Specified","-","1","Digital","-","FlowinSmart®","WXSF120","XTB, 2.4mm","-","-","Pulse Mode, Solder Feeder, Standby, Timer Mode"
https://www.hakkousa.com/files/index/download/id/16652/,//media.digikey.com/Photos/Hakko/MFG_FM2024-21.jpg,1691-1049-ND,FM2024-21,"American Hakko Products, Inc.",DESOLDER SOLDR STA 70W 1 CH 120V,5,0,"489.97000","0","1","-","Active","Desoldering, Soldering","70W","120V","NEMA 5-15P","24V","1","None","Cleaning Drill, Iron Holder, Nozzle Remover, Rubber Feet (2)","C1492","FM2024-02, B2872","Sold Separately","FH200-05","-","Configurable Hand Piece, Disposable Filter Pipe, ESD Safe, External Air"
https://www.hakkousa.com/files/index/download/id/17556/,//media.digikey.com/Photos/Hakko/MFG_FM206-DSS.jpg,1691-1064-ND,FM206-DSS,"American Hakko Products, Inc.",SOLDER REWORK STA 410W 3 CH 120V,2,0,"1659.98000","0","1","-","Active","Desoldering, Rework, Soldering","410W","120V","NEMA 5-15P","24V","3","Digital","Ceramic Filter (10), Cleaning Drill, Cord Holder, Heat Resistant Pad (2), Iron Holder (3), Nozzle Remover","FM-206","FM2024-02, FM2027-06 (2)","Sold Separately","FH200-01, FH200-05","-","Auto Off, Configurable Display, ESD Safe, Graphic User Interface, Internal Air, Passcode Protected, Security Lock"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WT2M,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WT2M.jpg,WT2M-ND,WT2M,Apex Tool Group,SOLDER REWORK STA 150W 2 CH 120V,6,0,"451.00000","0","1","WT","Active","Desoldering, Rework, Soldering","150W","120V","Included, Not Specified","-","2","Digital","-","-","-","-","-","-","ESD Safe, LCD Display"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__main_nr=WD1M,-,WD1000MSN-ND,WD1000MSN,Apex Tool Group,SOLDERING STATION 1 CH 120V,2,0,"645.00000","0","1","Weller®, WD","Active","Soldering","-","120V","NEMA 5-15","-","1","Digital","Iron Holder","WD1M","WMRP-MS","-","WDH50","-","ESD Safe, LCD Display"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/WD1.jpg,WD1N-ND,WD1N,Apex Tool Group,SOLDERING STATION 95W 1 CH 120V,12,0,"229.00000","0","1","Weller®, WD","Obsolete","Soldering","95W","120V","NEMA 5-15","24V","1","Digital","-","WD1","-","Sold Separately","-","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, LCD Display, Programmable"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD1002.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/WD1002.jpg,WD1002N-ND,WD1002N,Apex Tool Group,SOLDERING STATION 80W 1 CH 120V,18,0,"374.00000","0","1","Weller®, WD","Obsolete","Soldering","80W","120V","NEMA 5-15","24V","1","Digital","Iron Holder","WD1","WP80","LTB","WDH10","150°F ~ 850°F (66°C ~ 454°C)","ESD Safe, LCD Display, Programmable"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-9000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/EB9000S.jpg,EB1233-ND,EB-9000S-1,MENDA/EasyBraid,REWORK SLD STA 40W 1 CH 100-110V,8,0,"496.94000","0","1","EB-9000S","Discontinued at Digi-Key","Rework, Soldering","40W","100 ~ 110V","Included, Not Specified","-","1","Digital","Iron Holder, Tip Removal Pad","EB-9000PS","SHP-1","Sold Separately","SHH-1","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
https://www.hakkousa.com/files/index/download/id/18550/,-,1691-FR410-53-ND,FR410-53,"American Hakko Products, Inc.",DESOLDERING STATION,10,0,"914.25000","0","1","-","Active","Desoldering","190W","120V","NEMA 5-15","24V","1","Digital","Desoldering Pencil, Iron Holder, Maintenance Kit, Sponge","FR-410","FR4101-81","N61-05","FH410-02","620°F ~ 850°F (330°C ~ 450°C)","Delay Timer, Heater Cartridge, Password Lockout, Programmable"
https://www.hakkousa.com/files/index/download/id/17776/,//media.digikey.com/Photos/Hakko/MFG_FR410-03.JPG,1691-1207-ND,FR410-03,"American Hakko Products, Inc.",DESOLDER STATION 190W 1 CH 120V,2,0,"975.27000","0","1","-","Obsolete","Desoldering","190W","120V","NEMA 5-15","24V","1","Digital","Iron Holder, Maintenance Kit","FR-410","FR4102-81","N61-06","FH410-02","-","Delay Timer, Heater Cartridge, Password Lockout, Programmable"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WLC100.jpg,WLC100-ND,WLC100,Apex Tool Group,SOLDERING STATION 40W 1 CH 120V,3,0,"59.00000","0","1","Weller®","Active","Soldering","40W","120V","NEMA 5-15","120V","1","Analog","Iron Holder","WLC100","SPG40","ST3","Built On","900°F (482°C) (Max)","Power Control, Soft Grip"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WXD2010N,//media.digikey.com/Photos/Apex%20Tool%20Photos/WXD2010.jpg,WXD2010N-ND,WXD2010N,Apex Tool Group,DESOLDER STATION 200W 2 CH 120V,1,0,"1270.00000","0","1","Weller®, WXD","Active","Desoldering","200W","120V","NEMA 5-15","24V","2","Digital","Iron Holder, Pliers","WXD2","WXDP120","Sold Separately","WDH70","200°F ~ 850°F (100°C ~ 450°C)","Auto Off, LCD Display, USB Port, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WXD2020N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WXD2020.jpg,WXD2020N-ND,WXD2020N,Apex Tool Group,DESOLDER STATION 200W 2 CH 120V,0,0,"1550.00000","0","1","Weller®, WXD","Active","Desoldering","200W","120V","NEMA 5-15","24V","2","Digital","Iron Holder (2), Pliers","WXD2","WXDP120, WXP120","Sold Separately","WDH10, WDH70","200°F ~ 850°F (100°C ~ 450°C)","Auto Off, LCD Display, USB Port, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0052922599N,-,T0052922599N-ND,T0052922599N,Apex Tool Group,WXP 90 SOLDERING SET W. HOLDER W,0,0,"269.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T0053294699.pdf,-,T0053294699N-ND,T0053294699N,Apex Tool Group,SOLDERING STATION 95W 1 CH 230V,0,0,"409.00000","0","1","Weller®","Not For New Designs","Soldering","95W","230V","CEE 7/4","24V","1","Digital","Iron Holder, Tip","WSD81i","WSP80","LTB","KH18","150°F ~ 850°F (50°C ~ 450°C)","ESD Safe, Platinum Sensor Technology"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WX1N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WX1.jpg,WX1N-ND,WX1N,Apex Tool Group,SOLDERING STATION 200W 1 CH 120V,0,0,"459.00000","0","1","Weller®, WX","Active","Soldering","200W","120V","NEMA 5-15","24V","1","Digital","-","WX1","-","Sold Separately","-","150°F ~ 999°F (50°C ~ 550°C)","Auto Off, ESD Safe, LCD Display, Touch Screen, USB Port"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053420699N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0053420699.jpg,T0053420699N-ND,T0053420699N,Apex Tool Group,SOLDERING STATION 200W 2 CH 230V,0,0,"595.00000","0","1","Weller®, WX","Active","Soldering","200W","230V","NEMA 5-15","-","2","Digital","-","WX2","-","-","-","150°F ~ 999°F (50°C ~ 550°C)","ESD Safe, LCD Display, Temperature Control, USB Port"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053419699N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0053419699.jpg,T0053419699N-ND,T0053419699N,Apex Tool Group,SOLDERING STATION 200W 1 CH 230V,0,0,"745.00000","0","1","Weller®, WX","Active","Soldering","200W","230V","Included, Not Specified","12V","1","Digital","Iron Holder","WX1","WXMP","RT3","WDH51","150°F ~ 999°F (50°C ~ 550°C)","USB Port"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053418699N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0053418699.JPG,T0053418699N-ND,T0053418699N,Apex Tool Group,SOLDERING STATION 200W 1 CH 230V,0,0,"815.00000","0","1","Weller®, WX","Active","Soldering","200W","230V","Included, Not Specified","24V","1","Digital","Iron Holder","WX1","WHD10","Sold Separately","WDH10","150°F ~ 999°F (66°C ~ 537°C)","ESD Safe, Temperature Control, USB Port"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053427699N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0053427699.jpg,T0053427699N-ND,T0053427699N,Apex Tool Group,SOLDERING STATION 200W 1 CH 230V,0,0,"845.01000","0","1","Weller®, WX","Active","Soldering","200W","230V","Included, Not Specified","24V","1","Digital","Iron Holder","WX1","WXP65","Sold Separately","WDH50","122°F ~ 1022°F (50°C ~ 550°C)","ESD Safe, USB Port"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WXD2N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WXD2.jpg,WXD2N-ND,WXD2N,Apex Tool Group,DESOLDER STATION 200W 2 CH 120V,0,0,"850.00000","0","1","Weller®, WXD","Active","Desoldering","200W","120V","NEMA 5-15","24V","2","Digital","-","WXD2","-","Sold Separately","-","200°F ~ 850°F (100°C ~ 450°C)","Auto Off, LCD Display, USB Port, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053426699N,-,T0053426699N-ND,T0053426699N,Apex Tool Group,DESOLDER SLDR STA 200W 2 CH 230V,0,0,"865.00000","0","1","Weller®","Active","Desoldering, Soldering","200W","230V","Included, Not Specified","12V","2","Digital","Iron Holder, Tips (2)","WX2","WXMP, WXMT","RT3, RTW2","WDH51, WDH60","999°F (550°C) (Max)","ESD Safe, Touch Screen, USB Interface"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WHP3000N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WHP3000.jpg,WHP3000N-ND,WHP3000N,Apex Tool Group,PREHEATING PLATE 600W 120V,0,0,"1090.00000","0","1","Weller®, WHP","Active","Preheating Plate","600W","120V","NEMA 5-15","-","-","Digital","-","-","-","-","-","150°F ~ 750°F (50°C ~ 400°C)","ESD Safe, Infrared Elements"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WD2000MSN,-,WD2000MSN-ND,WD2000MSN,Apex Tool Group,SOLDERING STATION 2 CH 120V,0,0,"1130.00000","0","1","Weller®, WD","Active","Soldering","-","120V","NEMA 5-15","-","2","Digital","Iron Holder (2)","WD2M","WMRP-MS, WMRT-MS","RT3, RTW2","Included, Not Specified","-","ESD Safe, LCD Display"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WXA2N,//media.digikey.com/Photos/Apex%20Tool%20Photos/WXA2.jpg,WXA2N-ND,WXA2N,Apex Tool Group,REWORK SOLDER STA 200W 2 CH 120V,0,0,"1180.00000","0","1","Weller®, WXA","Active","Rework (Hot Air), Soldering","200W","120V","NEMA 5-15","24V","2","Digital","-","WXA2","-","-","-","200°F ~ 999°F (50°C ~ 550°C)","Airflow Control, ESD Safe, USB Port"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051390799,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051390799.jpg,T0051390799-ND,T0051390799,Apex Tool Group,SOLDERING STATION 120W 1 CH,0,0,"1200.00000","0","1","Weller®, FlowinSmart®","Active","Soldering","120W","-","Included, Not Specified","-","1","Digital","-","FlowinSmart®","WTSF120","XTB, 2.4mm","-","-","Pulse Mode, Solder Feeder, Standby, Timer Mode"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WR2N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WR2.jpg,WR2N-ND,WR2N,Apex Tool Group,SOLDER REWORK STA 300W 2 CH 120V,0,0,"1250.00000","0","1","Weller®, WR","Not For New Designs","Desoldering, Rework, Soldering","300W","120V","NEMA 5-15","24V","2","Digital","-","WR2","-","Sold Separately","-","200°F ~ 850°F (93°C ~ 454°C)","ESD Safe, Internal Air, LCD Display, Programmable, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053428699N,-,T0053428699N-ND,T0053428699N,Apex Tool Group,WXD 2010 SOLD./DESOLD. STATION 2,0,0,"1320.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053377699N,-,T0053377699N-ND,T0053377699N,Apex Tool Group,WR 2 CONTROL UNIT 230V F/G,0,0,"1390.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WR2000.jpg,WR2000N-ND,WR2000N,Apex Tool Group,REWORK STATION 300W 2 CH 120V,0,0,"1410.00000","0","1","Weller®, WR","Active","Rework (Hot Air)","300W","120V","NEMA 5-15","24V","2","Digital","Iron Holder","WR2","HAP1","R04","WDH30","200°F ~ 850°F (93°C ~ 454°C)","ESD Safe, Internal Air, LCD Display, Programmable, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053429699N,-,T0053429699N-ND,T0053429699N,Apex Tool Group,WXD 2020 SOLD./DESOLD. STATION 2,0,0,"1600.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0053338699N,-,T0053338699N-ND,T0053338699N,Apex Tool Group,WHP 3000 HEATING PLATE 230V 600W,0,0,"1670.00000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WR2000VX.jpg,WR2000VXN-ND,WR2000VXN,Apex Tool Group,DESOLDER SLDR STA 300W 2 CH 120V,0,0,"1720.00000","0","1","Weller®, WR","Active","Desoldering, Soldering","300W","120V","NEMA 5-15","24V","2","Digital","Iron Holder (2)","WR2","DXV80, WP80","DX112, LTB","WDH10, WDH40","200°F ~ 850°F (93°C ~ 454°C)","ESD Safe, Internal Air, LCD Display, Programmable, Vacuum"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WR3MN,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WR3M.jpg,WR3MN-ND,WR3MN,Apex Tool Group,SOLDER REWORK STA 400W 3 CH 120V,0,0,"1740.01000","0","1","Weller®, WR3M","Active","Desoldering, Rework, Soldering","400W","120V","NEMA 5-15","24V","3","Digital","-","WR3M","-","-","-","200°F ~ 850°F (93°C ~ 454°C)","ESD Safe, Internal Air, LCD Display, PC Connectivity, Programmable"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=WXR3N,-,WXR3N-ND,WXR3N,Apex Tool Group,SOLDER REWORK STA 600W 3 CH 120V,0,0,"1780.00000","0","1","Weller®, WXR","Active","Desoldering, Rework, Soldering","600W","120V","-","12V, 24V","3","Digital","-","WXR3N","-","-","Not Included","-","ESD Safe, LCD Display"
-,-,WR3000SSN-ND,WR3000SSN,Apex Tool Group,REWORK STATION 3 CH,0,0,"1800.00000","0","1","Weller®, WR3","Active","Rework","-","-","-","-","3","Digital","Iron Holder (3)","-","-","-","Included, Not Specified","-","ESD Safe, LCD Display"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T0053364899.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WHP1000.jpg,WHP1000N-ND,WHP1000N,Apex Tool Group,PREHEATING PLATE 1KW 120V,0,0,"1830.00000","0","1","Weller®, WHP","Active","Preheating Plate","1kW","120V","NEMA 5-15","-","-","Digital","-","-","-","-","-","150°F ~ 570°F (50°C ~ 300°C)","ESD Safe, Infrared Elements"
-,-,WR3000TAN-ND,WR3000TAN,Apex Tool Group,REWORK STATION 3 CH 120V,0,0,"1920.00000","0","1","Weller®, WR3","Active","Rework","-","-","-","-","3","Digital","Iron Holder (3)","-","-","-","Included, Not Specified","-","ESD Safe, LCD Display"
-,-,WR3000TSN-ND,WR3000TSN,Apex Tool Group,REWORK STATION 3 CH 120V,0,0,"1940.01000","0","1","Weller®, WR3","Active","Rework","-","-","-","-","3","Digital","Iron Holder (3)","-","-","-","Included, Not Specified","-","ESD Safe, LCD Display"
