Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Product Type","Type","ESD Protection","Color","Width","Length","Shelf Life","Shelf Life Start","Storage/Refrigeration Temperature"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/50-5-25.jpg,50-5-25-ND,50-5-25,Chemtronics,DESOLDER BRAID ROSIN 0.145"" 25',170,0,"24.20000","0","1","Soder-Wick® SW 50","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Brown","0.145"" (3.68mm)","25' (7.62m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-C-5AS.JPG,EB1190-ND,LF-C-5AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.075"" 5',1301,0,"4.52000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17536.pdf,//media.digikey.com/Photos/Aven%20Photos/17536.jpg,243-1183-ND,17536,Aven Tools,DESOLDER PUMP WITH TIP 8.5"",123,0,"6.14000","0","1","-","Active","Pump With Tip","-","ESD Safe","-","-","8.5"" (215.9mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17537.pdf,//media.digikey.com/Photos/Aven%20Photos/17537.jpg,243-1184-ND,17537,Aven Tools,DESOLDER PUMP WITH TIP 7.5"",199,0,"6.34000","0","1","-","Active","Pump With Tip","-","-","-","-","8.5"" (215.9mm)","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/17535.jpg,243-1182-ND,17535,Aven Tools,DESOLDER PUMP WITH TIP,309,0,"7.01000","0","1","-","Active","Pump With Tip","-","-","-","-","-","-","-","-"
https://www.techspray.com/Content/msds/18301833_eng_usa_tds.pdf,-,1873-1073-ND,1833-10F,Techspray,DESOLDER BRAID UNFLUX 0.098"" 10',162,0,"7.12000","0","1","-","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","10' (3.048m)","-","-","-"
https://www.jonard.com/~/media/4510681A81544357AFB56DD8F6307003.pdf,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/DP-100.jpg,K412-ND,DP-100,Jonard Tools,DESOLDER PUMP WITH TIP LEAD FREE,95,0,"18.94000","0","1","-","Active","Pump With Tip","Lead Free","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_454.jpg,473-1071-ND,454,MG Chemicals,DESOLDER BRAID ROSIN 0.1"" 50',81,0,"28.41000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","50' (15.24m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-D-100.JPG,EB1095-ND,Q-D-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.1"" 100',49,0,"40.40000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.100"" (2.54mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-D-100.JPG,EB1110-ND,OS-D-100,MENDA/EasyBraid,DESOLDR BRAID NO-CLN 0.1"" 100',79,0,"49.65000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Blue","0.100"" (2.54mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-C-100.JPG,EB1107-ND,OS-C-100,MENDA/EasyBraid,DESOLDR BRAID NO-CLN 0.075"" 100',71,0,"49.65000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Green","0.075"" (1.91mm)","100' (30.5m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/10-100L.jpg,10-100L-ND,10-100L,Chemtronics,DESOLDER BRAID ROSIN 0.1"" 100',67,0,"75.82000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","-","Blue","0.100"" (2.54mm)","100' (30.5m)","24 Months","Date of Manufacture","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_425.jpg,473-1062-ND,425,MG Chemicals,DESOLDER BRAID ROSIN 0.075"" 5',97,0,"3.54000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-B-5AS.jpg,EB1173-ND,S-B-5AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUXED 0.05"" 5',36,0,"3.62000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1808-5F.JPG,1873-1027-ND,1808-5F,Techspray,DESOLDER BRAID ROSIN 0.035"" 5',94,0,"3.73000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","White","0.035"" (0.90mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1809-5F.JPG,1873-1030-ND,1809-5F,Techspray,DESOLDER BRAID ROSIN 0.055"" 5',54,0,"3.73000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Yellow","0.055"" (1.40mm)","5' (1.524m)","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_426.jpg,473-1063-ND,426,MG Chemicals,DESOLDER BRAID ROSIN 0.1"" 5',71,0,"3.78000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_424-NS.jpg,473-1075-ND,424-NS,MG Chemicals,DESOLDER BRAID NO-CLN 0.05"" 5',35,0,"3.78000","0","1","SuperWick, 400-NS","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_425-NS.jpg,473-1076-ND,425-NS,MG Chemicals,DESOLDER BRAID NO-CLN 0.075"" 5',37,0,"3.90000","0","1","SuperWick, 400-NS","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_425-LF.jpg,473-1168-ND,425-LF,MG Chemicals,DESOLDER BRAID ROSIN 0.075"" 5',26,0,"3.90000","0","1","SuperWick, 400LF","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_426-NS.jpg,473-1077-ND,426-NS,MG Chemicals,DESOLDER BRAID NO-CLN 0.1"" 5',79,0,"4.06000","0","1","SuperWick, 400-NS","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_426-LF.jpg,473-1169-ND,426-LF,MG Chemicals,DESOLDER BRAID ROSIN 0.1"" 5',58,0,"4.12000","0","1","SuperWick, 400LF","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-D-5AS.jpg,EB1108-ND,OS-D-5AS,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.1"" 5',85,0,"4.28000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-C-5AS.jpg,EB1105-ND,OS-C-5AS,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.075"" 5',71,0,"4.28000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","Static Dissipative (SD)","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1803-5F.jpg,1873-1018-ND,1803-5F,Techspray,DESOLDER BRAID ROSIN 0.075"" 5',38,0,"4.29000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.90mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-A-5AS.JPG,EB1188-ND,LF-A-5AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.025"" 5',45,0,"4.52000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Silver","0.025"" (0.63mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/photos/Techspray/1820-5F.JPG,1873-1054-ND,1820-5F,Techspray,DESOLDER BRAID NO-CLN 0.035"" 5',80,0,"4.64000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","White","0.035"" (0.90mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1804-5F.JPG,1873-1022-ND,1804-5F,Techspray,DESOLDER BRAID ROSIN 0.098"" 5',60,0,"4.73000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.098"" (2.50mm)","5' (1.524m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWNoClean.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/60-1-5.jpg,60-1-5-ND,60-1-5,Chemtronics,DESOLDER BRAID NO-CLN 0.03"" 5',70,0,"4.76000","0","1","Soder-Wick® SW 60","Active","Braid/Wick","No Clean, Rosin, Non Activated (R), Lead Free","-","White","0.030"" (0.76mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/photos/Techspray/1822-5F.JPG,1873-1062-ND,1822-5F,Techspray,DESOLDER BRAID NO-CLN 0.075"" 5',79,0,"4.80000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Green","0.075"" (1.90mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1812-5F.jpg,1873-1039-ND,1812-5F,Techspray,DESOLDER BRAID ROSIN 0.13"" 5',86,0,"4.81000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Brown","0.130"" (3.30mm)","5' (1.524m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1823-5F.JPG,1873-1066-ND,1823-5F,Techspray,DESOLDER BRAID NO-CLN 0.098"" 5',35,0,"5.20000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","5' (1.524m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWPBFree.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/40-4-5.jpg,40-4-5-ND,40-4-5,Chemtronics,DESOLDER BRAID ROSIN 0.11"" 5',34,0,"5.56000","0","1","Soder-Wick® LF","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","Static Dissipative (SD)","Blue","0.110"" (2.79mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/S-B-10AS.JPG,EB1174-ND,S-B-10AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.05"" 10',99,0,"6.19000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/S-D-10AS.JPG,EB1180-ND,S-D-10AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUXED 0.1"" 10',68,0,"6.19000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-E-10.jpg,EB1183-ND,S-E-10AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.125"" 10',42,0,"6.19000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-A-10.jpg,EB1171-ND,S-A-10AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.025"" 10',27,0,"6.19000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Silver","0.025"" (0.63mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-A-10AS.JPG,EB1085-ND,Q-A-10AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.025"" 10',48,0,"6.23000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Silver","0.025"" (0.63mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-E-10AS.jpg,EB1097-ND,Q-E-10AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 10',29,0,"6.23000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1069-ND,1825-5F,Techspray,DESOLDER BRAID NO-CLN 0.193"" 5',31,0,"6.65000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Red","0.193"" (4.91mm)","5' (1.524m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWNoClean.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/60-6-5.jpg,60-6-5-ND,60-6-5,Chemtronics,DESOLDER BRAID NO-CLN 0.21"" 5',74,0,"6.68000","0","1","Soder-Wick® SW 60","Active","Braid/Wick","No Clean, Rosin, Non Activated (R), Lead Free","-","Red","0.210"" (5.33mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1808-10F.JPG,1873-1026-ND,1808-10F,Techspray,DESOLDER BRAID ROSIN 0.035"" 10',51,0,"6.73000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","White","0.035"" (0.90mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-D-10AS.jpg,EB1109-ND,OS-D-10AS,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.1"" 10',79,0,"7.47000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-E-10AS.jpg,EB1112-ND,OS-E-10AS,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.125"" 10',34,0,"7.47000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1036-ND,1811-10F,Techspray,DESOLDER BRAID ROSIN 0.098"" 10',51,0,"7.53000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1822-10F.JPG,1873-1060-ND,1822-10F,Techspray,DESOLDER BRAID NO-CLN 0.075"" 10',31,0,"8.50000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Green","0.075"" (1.90mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-B-10AS.JPG,EB1194-ND,LF-B-10AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 10',55,0,"8.57000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-E-10AS.JPG,EB1197-ND,LF-E-10AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 10',37,0,"8.57000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","10' (3.048m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-C-10AS.JPG,EB1195-ND,LF-C-10AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.075"" 10',35,0,"8.57000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","10' (3.048m)","-","-","-"
https://www.jonard.com/~/media/306CE7A93A6D47E8B003CECD1A69ED61.pdf,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/DP-140.jpg,K500-ND,DP-140,Jonard Tools,DESOLDER PUMP WITH TIP LEAD FREE,42,0,"11.97000","0","1","-","Active","Pump With Tip","Lead Free","-","-","-","8.0"" (203.2mm)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-B-25.JPG,EB1023-ND,Q-B-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 25',67,0,"13.59000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Gold","0.050"" (1.27mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-A-25.JPG,EB1021-ND,Q-A-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.025"" 25',28,0,"13.59000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Silver","0.025"" (0.63mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-D-25.JPG,EB1027-ND,Q-D-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.1"" 25',27,0,"13.59000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.100"" (2.54mm)","25' (7.62m)","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_443.jpg,473-1066-ND,443,MG Chemicals,DESOLDER BRAID ROSIN 0.075"" 25',65,0,"14.23000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Green","0.075"" (1.91mm)","25' (7.62m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_442.jpg,473-1065-ND,442,MG Chemicals,DESOLDER BRAID ROSIN 0.05"" 25',39,0,"14.23000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","25' (7.62m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_444.jpg,473-1067-ND,444,MG Chemicals,DESOLDER BRAID ROSIN 0.1"" 25',70,0,"15.25000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","25' (7.62m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-C-25.jpg,EB1055-ND,OS-C-25,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.075"" 25',63,0,"16.00000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Green","0.075"" (1.91mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-D-25.JPG,EB1057-ND,OS-D-25,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.1"" 25',57,0,"16.00000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Blue","0.100"" (2.54mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-B-25.JPG,EB1053-ND,OS-B-25,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.05"" 25',47,0,"16.00000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Gold","0.050"" (1.27mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-E-25.JPG,EB1059-ND,OS-E-25,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.125"" 25',30,0,"16.00000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Brown","0.125"" (3.18mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1809-10F.JPG,1873-1012-ND,1802-25F,Techspray,DESOLDER BRAID ROSIN 0.055"" 25',50,0,"16.91000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.055"" (1.40mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1821-25F.jpg,1873-1056-ND,1821-25F,Techspray,DESOLDER BRAID NO-CLN 0.055"" 25',12,0,"18.43000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Yellow","0.055"" (1.40mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1823-10F.JPG,1873-1065-ND,1823-25F,Techspray,DESOLDER BRAID NO-CLN 0.098"" 25',52,0,"20.60000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Blue","0.098"" (2.50mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1824-25F.JPG,1873-1067-ND,1824-25F,Techspray,DESOLDER BRAID NO-CLN 0.13"" 25',16,0,"23.52000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Brown","0.130"" (3.30mm)","25' (7.62m)","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/452.jpg,473-1069-ND,452,MG Chemicals,DESOLDER BRAID ROSIN 0.05"" 50',43,0,"27.27000","0","1","SuperWick, 400","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","50' (15.24m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
