Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Outline L x W x H","Qmax @ Th","Delta Tmax @ Th","Current - Max","Voltage - Max","Resistance","Operating Temperature","Features"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-MS2,107,10,10,12,12-070215.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9340002-302.JPG,1487-1096-ND,9340002-302,"Laird Thermal Systems, Inc.","MS2,107,10,10,12,12,11,RT,W8",40,0,"121.08000","0","1","Multistage","Active","22.60mm x 22.60mm x 6.25mm","9.6W @ 25°C","87°C @ 25°C","2.9A","9.1V","-","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-192-14-20-15-25-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9350003-399.JPG,1487-1091-ND,9350003-399,"Laird Thermal Systems, Inc.","MS2,192,14,20,15,25,TA,RT,W12",39,0,"131.60000","0","1","Multistage","Active","-","39.9W @ 25°C","87°C @ 25°C","6.8A","15.8V","-","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-192-14-20-11-18-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9350006-319.JPG,1487-1086-ND,9350006-319,"Laird Thermal Systems, Inc.","MS2,192,14,20,11,18,21,W8",40,0,"133.52000","0","1","Multistage","Active","-","39.9W @ 25°C","87°C @ 25°C","6.8A","15.8V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-192-14-20-11-18-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/9350006-301.JPG,1487-1087-ND,9350006-307,"Laird Thermal Systems, Inc.","MS2,192,14,20,11,18,22,W8",38,0,"133.52000","0","1","Multistage","Active","40.00mm x 40.00mm x 8.28mm","39.9W @ 25°C","87°C @ 25°C","6.8A","15.8V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-049-14-14-15-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9320001-301%20(2).jpg,1487-1145-ND,9350001-307,"Laird Thermal Systems, Inc.","MS2,049,14,14,15,15,22,W8",40,0,"138.69000","0","1","Multistage","Active","20.12mm x 20.12mm x 7.39mm","6.0W @ 25°C","87°C @ 25°C","4.0A","3.8V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-049-14-14-15-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_45850-503.jpg,1487-1144-ND,9350001-319,"Laird Thermal Systems, Inc.","MS2,049,14,14,15,15,21,W8",40,0,"138.69000","0","1","Multistage","Active","-","6.0W @ 25°C","87°C @ 25°C","4.0A","3.8V","-","80°C","Lead Wires, Non-Sealed"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-MS2,024,06,06,11,11.0612.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9320001-301%20(2).jpg,1487-1100-ND,9320002-303,"Laird Thermal Systems, Inc.","MS2,024,06,06,11,11,11,EP,W2",40,0,"154.56000","0","1","Multistage","Active","6.10mm x 6.10mm x 4.60mm","0.8W @ 25°C","92°C @ 25°C","1.1A","2.2V","-","80°C","Lead Wires, Sealed - Epoxy"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-MS2,024,06,06,11,11.0612.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9320001-301%20(2).jpg,1487-1101-ND,9320002-302,"Laird Thermal Systems, Inc.","MS2,024,06,06,11,11,11,RT,W2",39,0,"154.56000","0","1","Multistage","Active","6.10mm x 6.10mm x 4.60mm","0.8W @ 25°C","92°C @ 25°C","1.1A","2.2V","-","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-190-10-10-12-12-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9340003-302.jpg,1487-1095-ND,9340003-302,"Laird Thermal Systems, Inc.","MS2,190,10,10,12,12,11,RT,W8",37,0,"157.06000","0","1","Multistage","Active","30.00mm x 30.00mm x 6.50mm","16.4W @ 25°C","87°C @ 25°C","2.9A","15.6V","-","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS3-119-14-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/9350004-301.JPG,1487-1089-ND,9350004-399,"Laird Thermal Systems, Inc.","MS3,119,14,15,11,22,W8",40,0,"207.66000","0","1","Multistage","Active","30.00mm x 30.00mm x 10.59mm","7.5W @ 25°C","100°C @ 25°C","3.9A","8.1V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS3-119-14-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9350004-397.JPG,1487-1090-ND,9350004-397,"Laird Thermal Systems, Inc.","MS3,119,14,15,11,21,W8",40,0,"207.66000","0","1","Multistage","Active","30.00mm x 30.00mm x 10.39mm","7.5W @ 25°C","100°C @ 25°C","3.9A","8.1V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS3-231-10-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9340004-30x.JPG,1487-1094-ND,9340004-308,"Laird Thermal Systems, Inc.","MS3,231,10,15,22,RT,W8",40,0,"233.13000","0","1","Multistage","Active","30.00mm x 30.00mm x 9.70mm","6.9W @ 25°C","104°C @ 25°C","1.9A","15.5V","-","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS3-231-10-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9340004-30x.JPG,1487-1093-ND,9340004-309,"Laird Thermal Systems, Inc.","MS3,231,10,15,22,EP,W8",40,0,"233.13000","0","1","Multistage","Active","30.00mm x 30.00mm x 10.59mm","7.5W @ 25°C","100°C @ 25°C","3.9A","8.1V","-","80°C","Lead Wires, Sealed - Epoxy"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS3-119-20-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/9360002-301.JPG,1487-1085-ND,9360002-307,"Laird Thermal Systems, Inc.","MS3,119,20,15,22,W8",40,0,"296.59000","0","1","Multistage","Active","44.00mm x 44.00mm x 13.11mm","15.3W @ 25°C","100°C @ 25°C","8.0A","8.3V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS4-129-10-15-11-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9340005-301.jpg,1487-1092-ND,9340005-307,"Laird Thermal Systems, Inc.","MS4,129,10,15,22,W8",40,0,"321.92000","0","1","Multistage","Active","23.00mm x 23.00mm x 12.70mm","1.9W @ 25°C","115°C @ 25°C","1.8A","8.3V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-094-10-10-13-13-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG-16491-302.jpg,1487-1149-ND,16491-302,"Laird Thermal Systems, Inc.","PELTIER MS2,94,10,10,13,13,11,W8",41,0,"130.93000","0","1","Multistage","Active","29.70mm x 14.86mm x 5.84mm","7.6W @ 25°C","85°C @ 25°C","2.9A","7.5V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-049-14-14-15-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_9320001-301%20(2).jpg,1487-1131-ND,9350001-304,"Laird Thermal Systems, Inc.","PELTIR MS2,049,14,14,15,15,00,W8",78,0,"138.69000","0","1","Multistage","Active","20.12mm x 20.12mm x 7.39mm","6.0W @ 25°C","87°C @ 25°C","4.0A","3.8V","-","80°C","Lead Wires, Non-Sealed"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-MS2,107,10,10,12,12-070215.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/9340002-301.jpg,1487-1125-ND,9340002-304,"Laird Thermal Systems, Inc.","PELTIR MS2,107,10,10,12,12,00,W8",50,0,"139.95000","0","1","Multistage","Active","22.60mm x 22.60mm x 6.45mm","9.6W @ 25°C","87°C @ 25°C","2.9A","9.1V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-051-22-25-22-25-Data-Sheet.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/16503-304.jpg,1487-1130-ND,16503-304,"Laird Thermal Systems, Inc.","PELTIR MS2,051,22,22,25,25,00,W8",79,0,"152.22000","0","1","Multistage","Active","29.70mm x 29.70mm x 10.92mm","10.5W @ 25°C","76°C @ 25°C","5.7A","3.5V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-083-05-05-13-13-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/475011-301.jpg,1487-1128-ND,475011-304,"Laird Thermal Systems, Inc.","PELTIR MS2,083,05,05,13,13,00,W8",50,0,"155.81000","0","1","Multistage","Active","-","1.1W @ 25°C","90°C @ 25°C","0.6A","6.9V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-094-10-10-13-13-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_16491-303.jpg,1487-1127-ND,16491-303,"Laird Thermal Systems, Inc.","PELTIR MS2,094,10,10,13,13,00,W8",59,0,"159.07000","0","1","Multistage","Active","-","7.6W @ 25°C","85°C @ 25°C","2.9A","7.5V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-102-22-22-17-17-Data-Sheet.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/16506-304.jpg,1487-1126-ND,16506-304,"Laird Thermal Systems, Inc.","PELTIR MS2,102,22,22,17,17,00,W8",75,0,"165.33000","0","1","Multistage","Active","43.90mm x 43.90mm x 9.14mm","28.9W @ 25°C","87°C @ 25°C","10.3A","8.2V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS2-068-14-14-15-15-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/475089-301.JPG,1487-1129-ND,475089-304,"Laird Thermal Systems, Inc.","PELTIR MS2,068,14,14,15,15,00,W8",77,0,"178.52000","0","1","Multistage","Active","23.60mm x 23.60mm x 7.87mm","8.4W @ 25°C","92°C @ 25°C","5.0A","6.2V","-","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-MS-Series-MS4-129-10-15-11-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/9340005-304.JPG,1487-1124-ND,9340005-304,"Laird Thermal Systems, Inc.","PELTIER MS4,129,10,15,00,W8",77,0,"321.92000","0","1","Multistage","Active","23.00mm x 23.00mm x 12.70mm","1.9W @ 25°C","115°C @ 25°C","1.8A","8.3V","-","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/CM23-1.9.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_CM23-1.9-01AC.jpg,1681-1000-ND,CM23-1.9-01AC,"Marlow Industries, Inc.",TEM 8.18X6.02X1.65MM,35,0,"11.08000","0","1","CM23-1.9","Active","8.18mm x 6.02mm x 1.65mm","3.4W @ 27°C","71°C @ 27°C","1.9A","2.8V","1.23 Ohms","85°C","Exterior Metallization (Both Sides), Lead Wires"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP10-63-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/43280-505.JPG,926-1251-ND,43280-505,"Laird Thermal Systems, Inc.","PELTIER CP10,63,06,L1,EP,W4.5",79,0,"24.69000","0","1","CP","Active","29.72mm x 15.00mm x 3.58mm","12.7W @ 25°C","67°C @ 25°C","3.0A","7.6V","2.16 Ohms","80°C","Lead Wires, Sealed - Epoxy"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP08-63-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_430126-503.jpg,926-1243-ND,430126-503,"Laird Thermal Systems, Inc.","PELTIER CP08,63,06,L,RT,W4.5",172,0,"40.54000","0","1","CP","Active","24.56mm x 12.29mm x 3.40mm","9.0W @ 25°C","67°C @ 25°C","2.1A","7.6V","3.13 Ohms","80°C","Lead Wires, Sealed - Silicone RTV"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-UT15,12,F2,4040%201013.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430764-505.JPG,926-1176-ND,430764-505,"Laird Thermal Systems, Inc.","PELTIER UT15,12,F2,4040,TA,W6",77,0,"43.24000","0","1","UltraTEC™","Active","43.90mm x 39.90mm x 2.84mm","126.2W @ 25°C","67°C @ 25°C","14.7A","14.5V","910 mOhms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-ThermaTEC-Series-HT8-12-F2-4040-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/ThermaTEC43.90-SERIES.JPG,926-1279-ND,430160-504,"Laird Thermal Systems, Inc.","PELTIER HT8,12,F2,4040,TA,RT,W6",61,0,"44.29000","0","1","ThermaTEC™","Active","43.90mm x 39.90mm x 3.33mm","72.9W @ 25°C","63°C @ 25°C","8.5A","14.5V","1.58 Ohms","175°C","Lead Wires, Sealed - Silicone RTV"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-UT15,12,F2,4040%201013.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/430764-507.jpg,926-1287-ND,430764-507,"Laird Thermal Systems, Inc.","PELTIER UT15,12,F2,4040,TA,RT,W6",79,0,"47.75000","0","1","UltraTEC™","Active","43.90mm x 39.90mm x 2.84mm","126.2W @ 25°C","67°C @ 25°C","14.7A","14.5V","910 mOhms","80°C","Lead Wires, Sealed - Silicone RTV"
http://assets.lairdtech.com/home/brandworld/files/THR-DS-PC12139F13550TAW6_092215.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_108139120001.jpg,1487-1013-ND,108139120001,"Laird Thermal Systems, Inc.","PC12,139,F1,3550,TA.RT.W6",91,0,"53.98000","0","1","Power-Cycling","Active","50.00mm x 35.00mm x 3.00mm","117.1W @ 25°C","67°C @ 25°C","12.3A","15.5V","1.17 Ohms","120°C","Lead Wires, Sealed - Silicone RTV"
https://www.cui.com/product/resource/digikeypdf/cp85-2.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP85-2.jpg,102-4053-ND,CP854705-2,CUI Inc.,"PELTIER, 40 X 40 X 7.05 MM, 8.5",42,0,"61.41000","0","1","CP85-2","Active","40.00mm x 40.00mm x 7.05mm","51.6W @ 27°C","85°C @ 27°C","8.5A","16.1V","1.65 Ohms","80°C","Lead Wires"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP2-127-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_430122-507.jpg,926-1267-ND,430122-507,"Laird Thermal Systems, Inc.","PELTIER CP2,127,06,L1,EP,W4.5",50,0,"65.92000","0","1","CP","Active","62.00mm x 62.00mm x 4.57mm","122.3W @ 25°C","67°C @ 25°C","14.3A","14.5V","940 mOhms","80°C","Lead Wires, Sealed - Epoxy"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP2-127-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_430122-520.jpg,926-1266-ND,430122-520,"Laird Thermal Systems, Inc.","PELTIER CP2,127,06,L1,RT,W4.5",34,0,"65.92000","0","1","CP","Active","62.00mm x 62.00mm x 4.57mm","122.3W @ 25°C","67°C @ 25°C","14.3A","14.5V","940 mOhms","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-Annular-Series-RH14-32-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_66156-505.jpg,926-1218-ND,66156-505,"Laird Thermal Systems, Inc.","PELTIER RH14,32,06,L1,W4.5",67,0,"73.10000","0","1","RH","Active","55.12mm OD x 26.92mm ID x 3.81mm H","12.9W @ 25°C","67°C @ 25°C","6.0A","3.7V","570 mOhms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-UltraTEC-Series-UT15-200-F2-4040-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_430856-500.jpg,926-1177-ND,430856-500,"Laird Thermal Systems, Inc.","PELTIER UT15,200,F2,4040,TA,W6",86,0,"76.69000","0","1","UltraTEC™","Active","40.00mm x 40.00mm x 3.30mm","236.6W @ 25°C","68°C @ 25°C","15.4A","25.0V","1.37 Ohms","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/XLT2418.pdf,//media.digikey.com/Photos/Marlow-Industries/XLT2418-04AC.JPG,1681-1079-ND,XLT2418-04AC,"Marlow Industries, Inc.",TEM THERMOCYCLER 40X39.57X2.34MM,100,0,"77.74000","0","1","-","Active","44.70mm x 40.01mm x 2.34mm","127.0W @ 27°C","56.5°C @ 27°C","13.9A","14.1V","830 mOhms","130°C","Lead Wires, Lapped"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/SP2402.pdf,//media.digikey.com/photos/Marlow-Industries/SP2402-01AB.jpg,1681-1068-ND,SP2402-01AB,"Marlow Industries, Inc.",MULTISTAGE TEM21.72X28.27X6.73MM,15,0,"241.05000","0","1","SP2402","Active","28.27mm x 21.72mm x 6.73mm","8.7W @ 27°C","109°C @ 27°C","5.3A","8.9V","1.54 Ohms","85°C","Exterior Metallization (One Side), Lead Wires"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/SP2394.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_SP2394-07AB.jpg,1681-1067-ND,SP2394-07AB,"Marlow Industries, Inc.",MULTISTAGE TEM21.72X28.27X8.69MM,14,0,"374.10000","0","1","SP2394","Active","28.27mm x 21.72mm x 8.69mm","4.5W @ 27°C","130°C @ 27°C","5.1A","8.5V","1.56 Ohms","85°C","Exterior Metallization (Both Sides), Lead Wires"
http://www.wakefield-vette.com/Portals/0/Peltier%20Thermoelectric%20Coolers/Wakefield%20Vette%20Thermoelectric%20Cooler%20Full%20Data%20Sheet%20Final.pdf,//media.digikey.com/Photos/Wakefield%20Photos/MFG_TEC-30-SERIES.jpg,345-1733-ND,TEC-30-32-127,Wakefield-Vette,PELTIER TEC 30X30X3.2MM 3.9A,29,0,"11.36000","0","1","TEC","Active","30.00mm x 30.00mm x 3.20mm","33.4W @ 25°C","67°C @ 25°C","3.9A","15.4V","3.37 Ohms","90°C","Lead Wires, Sealed - Silicone RTV"
https://www.cui.com/product/resource/digikeypdf/cp60h.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP60H.jpg,102-4432-ND,CP60131H,CUI Inc.,"PELTIER, 15 X 15 X 3.1 MM, 6 A,",95,0,"17.59000","0","1","CP60H","Active","15.00mm x 15.00mm x 3.10mm","13.0W @ 27°C","70°C @ 27°C","6.0A","3.8V","450 mOhms","80°C","Lead Wires, Sealed - Silicone RTV"
https://www.cui.com/product/resource/digikeypdf/cp85.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP85.jpg,102-4440-ND,CP85204035,CUI Inc.,"PELTIER, 20 X 40 X 3.5 MM, 8.5 A",73,0,"20.30000","0","1","CP85","Active","20.00mm x 40.00mm x 3.50mm","37.4W @ 27°C","68°C @ 27°C","8.5A","7.6V","750 mOhms","80°C","Lead Wires"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/RC3-2.5.pdf,//media.digikey.com/photos/Marlow-Industries/RC3-2.5-01LS.jpg,1681-1059-ND,RC3-2.5-01LS,"Marlow Industries, Inc.",TEM 16X16X3.94MM,92,0,"20.84000","0","1","RC3-2.5","Active","20.50mm x 16.00mm x 3.94mm","6.0W @ 25°C","65°C @ 27°C","2.5A","3.6V","1.20 Ohms","85°C","Lead Wires, Lapped, Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/CM35-1.9.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_CM35-1.9-01AC.jpg,1681-1007-ND,CM35-1.9-01AC,"Marlow Industries, Inc.",TEM 12.19X5.99X1.65MM,22,0,"21.75000","0","1","CM35-1.9","Active","12.19mm x 5.99mm x 1.65mm","5.2W @ 27°C","71°C @ 27°C","1.9A","4.2V","1.87 Ohms","85°C","Exterior Metallization (Both Sides), Lead Wires"
https://www.cui.com/product/resource/digikeypdf/cp85h.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP85H.jpg,102-4443-ND,CP853345H,CUI Inc.,"PELTIER, 30 X 30 X 3.45 MM, 8.5",100,0,"22.43000","0","1","CP85H","Active","30.00mm x 30.00mm x 3.45mm","43.1W @ 27°C","70°C @ 27°C","8.5A","8.8V","850 mOhms","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP10-127-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/56310-505.JPG,926-1020-ND,56310-503,"Laird Thermal Systems, Inc.","PELTIER MOD CP10,127,06,L1,W4.5",16,0,"23.05000","0","1","CP","Active","29.72mm x 29.72mm x 3.61mm","25.7W @ 25°C","68°C @ 25°C","3.0A","14.5V","4.35 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP14-71-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_430705-503.jpg,926-1037-ND,430705-503,"Laird Thermal Systems, Inc.","PELTIER MOD CP14,71,06,L1,W4.5",79,0,"23.19000","0","1","CP","Active","29.72mm x 29.72mm x 3.81mm","28.7W @ 25°C","68°C @ 25°C","6.0A","8.1V","1.26 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP2-31-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_57125-501.jpg,926-1041-ND,57125-501,"Laird Thermal Systems, Inc.","PELTIER MODULE CP2,31,06,L1,W4.5",36,0,"23.36000","0","1","CP","Active","29.72mm x 29.72mm x 4.57mm","29.3W @ 25°C","68°C @ 25°C","14.0A","3.5V","230 mOhms","80°C","Lead Wires, Non-Sealed"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/NL1020T.pdf,//media.digikey.com/Photos/Marlow-Industries/MFG_NL1020T-01AC.jpg,1681-1028-ND,NL1020T-01AC,"Marlow Industries, Inc.",TEM 3.96X3.96X2.16MM,36,0,"23.63000","0","1","NL1020T","Active","3.96mm x 3.96mm x 2.16mm","0.9W @ 27°C","64°C @ 27°C","1.8A","0.8V","400 mOhms","85°C","Exterior Metallization (Both Sides), Lead Wires"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP08-31-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_71035-505.jpg,926-1016-ND,71035-505,"Laird Thermal Systems, Inc.","PELTIER CP08,31,06,L1,W4.5",15,0,"25.31000","0","1","CP","Active","12.29mm x 12.29mm x 3.40mm","4.5W @ 25°C","67°C @ 25°C","2.1A","3.7V","1.54 Ohms","80°C","Lead Wires, Non-Sealed"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/387001825.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_387001825.jpg,1487-1073-ND,387001825,"Laird Thermal Systems, Inc.","ET15,12,F2,4040,TA,RT,W6",32,0,"26.55000","0","1","ET","Active","44.00mm x 40.00mm x 2.85mm","126.2W @ 25°C","67°C @ 25°C","14.7A","14.5V","1.13 Ohms","150°C","Lead Wires, Lapped, Sealed"
"https://assets.lairdtech.com/home/brandworld/files/THR-DS-CP14,127,06,L1,W4.5.pdf",//media.digikey.com/Photos/Laird%20Tech%20Photos/56760-500.JPG,926-1031-ND,56760-505,"Laird Thermal Systems, Inc.","PELTIER MOD CP14,127,06,L1,W4.5",58,0,"26.82000","0","1","CP","Active","39.88mm x 39.88mm x 3.81mm","51.4W @ 25°C","67°C @ 25°C","6.0A","14.5V","2.25 Ohms","80°C","Lead Wires, Non-Sealed"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP14-71-10-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/70200-504.JPG,926-1264-ND,70200-501,"Laird Thermal Systems, Inc.","PELTIER CP14,71,10,L1,RT,W4.5",93,0,"27.88000","0","1","CP","Active","29.72mm x 29.72mm x 4.70mm","18.7W @ 25°C","67°C @ 25°C","3.9A","8.6V","1.92 Ohms","80°C","Lead Wires, Sealed - Silicone RTV"
https://assets.lairdtech.com/home/brandworld/files/Laird-ETS-CP-Series-CP08-31-06-Data-Sheet.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_71035-506.jpg,926-1242-ND,71035-506,"Laird Thermal Systems, Inc.","PELTIER CP08,31,06,L,EP,W4.5",44,0,"27.97000","0","1","CP","Active","12.30mm x 12.30mm x 3.40mm","4.5W @ 25°C","67°C @ 25°C","2.1A","3.7V","1.54 Ohms","80°C","Lead Wires, Sealed - Epoxy"
https://www.cui.com/product/resource/digikeypdf/cp60h.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CP60H.jpg,102-4434-ND,CP603315H,CUI Inc.,"PELTIER, 30 X 30 X 3.15 MM, 6 A,",95,0,"29.09000","0","1","CP60H","Active","30.00mm x 30.00mm x 3.15mm","53.1W @ 27°C","70°C @ 27°C","6.0A","15.7V","1.90 Ohms","80°C","Lead Wires, Sealed - Silicone RTV"
https://cdn2.hubspot.net/hubfs/547732/Data_Sheets/TG12-6.pdf,//media.digikey.com/photos/Marlow-Industries/TG12-6-01L.jpg,1681-1071-ND,TG12-6-01L,"Marlow Industries, Inc.",TEM GENERATOR 40.13X40.13X3.91MM,72,0,"29.23000","0","1","TG12-6","Active","44.70mm x 40.13mm x 3.91mm","0.9W @ 50°C","-","1.1A","1.9V","3.82 Ohms","200°C","Lead Wires, Lapped"
