Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Usage","Contents"
https://www.jonard.com/~/media/CDCFC0D131FF4BEDAD39F23C7BC5ED91.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_TK-350.JPG,K630-ND,TK-350,Jonard Tools,KIT WITH FIBER OPTIC CUTTER,4,0,"51.16000","0","1","TK","Active","Fiber Optic","-"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_VDV.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_VDV002-818.JPG,1742-1189-ND,VDV002-818,"Klein Tools, Inc.",COAX INSTALLATION & TEST KIT,2,0,"58.79000","0","1","-","Active","Datacom, Networking, Telecom","-"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Precision%20ESD%20Safe%20TORX(Plus)%20Drivers.pdf,//media.digikey.com/Photos/Wiha/MFG_27899.jpg,431-1117-ND,27899,Wiha,ESD PREC TORX TOOLS 8PC IN POUCH,5,0,"69.86000","0","1","-","Active","General Purpose","-"
"//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Pliers,%20High%20Visibility%20Comfort%20Grip.pdf",//media.digikey.com/Photos/Wiha/MFG_32892.jpg,431-1095-ND,32892,Wiha,PLIERS/SCREWDRIVER/CUTTER 10PCS,1,0,"235.70000","0","1","-","Active","General Purpose","Case, Cutter, Plier, Screwdriver"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1212505,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212505.jpg,277-12746-ND,1212505,Phoenix Contact,TOOL-WRAP,1,0,"535.79000","0","1","-","Active","Industrial Applications","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/VDVKits_VDV026-211_VDV026-212.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_VDV026-211.JPG,1742-1431-ND,VDV026-211,"Klein Tools, Inc.",COAXIAL CABLE INSTALLATION KIT,5,0,"47.60000","0","1","-","Active","Coaxial Cable","Cable Stripper, Connectors, Crimper, Cutter, Pouch"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/VDVKits_VDV026-211_VDV026-212.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_VDV026-212.JPG,1742-1432-ND,VDV026-212,"Klein Tools, Inc.",TWISTED PAIR INSTALLATION KIT,5,0,"47.60000","0","1","-","Active","Twisted Pair Installation","Crimper, Modular Plugs, Pouch, Punchdown, Stripper"
-,-,K814-ND,TK-78E,Jonard Tools,8 PIECE COAX TOOL KIT W/360 COMP,1,0,"150.24000","0","1","TK","Active","Audio/Video, CATV, Satellite","Crimper - Compression, Cutter, Flashlight, Pouch, Screwdriver, Torque Wrench, Wire Stripper"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_ToolSets.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_80014.jpg,1742-1628-ND,80014,"Klein Tools, Inc.",14-PC ELECTRICIAN TOOL SET,1,0,"282.92000","0","1","-","Active","Electrical, Industrial","-"
-,-,41594-ND,41594,Apex Tool Group,FLARING ADAPTER KIT SETOF,0,0,"17.93000","0","1","-","Active","Industrial Applications","Flaring Adapter Kit"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_S2K.jpg,S2KN-ND,S2KN,Apex Tool Group,SHEARCUTTER PLIER SET 2PC S2K,0,0,"21.10000","0","1","Xcelite®","Active","General Purpose","Cutter, Plier"
-,-,S2KS5N-ND,S2KS5N,Apex Tool Group,"SET,2PC,SHEARCUTTER/PLIERS,SENSO",0,0,"21.12000","0","5","-","Active","-","-"
-,-,41599-ND,41599,Apex Tool Group,4PC BUBBLE FLARING ADPT KIT,0,0,"22.57000","0","1","-","Active","Industrial Applications","Adapters"
-,-,41593-ND,41593,Apex Tool Group,SET ADPTR FLR DBL 10PC,0,0,"22.88000","0","1","-","Active","General Purpose","Double Flaring"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/TOL-15256_Web.pdf,-,1568-TOL-15256-ND,TOL-15256,SparkFun Electronics,IFIXIT ESSENTIAL ELECTRONICS TOO,0,0,"24.99000","0","1","*","Active","-","-"
-,-,41602-ND,41602,Apex Tool Group,4PC PULLER TIP SET,0,0,"26.83000","0","1","-","Active","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/IFIX_EU145348_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_IFIX-EU145348.jpg,1778-1101-ND,IFIX EU145348,Pimoroni Ltd,ESSENTIAL ELECTRONICS TOOLKIT,1,0,"26.84000","0","1","iFixit","Obsolete","Mobile, PC Repair","-"
-,-,41603-ND,41603,Apex Tool Group,BOLT SETS (BLACK METRIC),0,0,"28.00000","0","1","-","Active","-","-"
-,-,22015NN-ND,22015NN,Apex Tool Group,"FILE SET,3PC,6"",TAPER,RND,MILL,P",0,0,"28.19000","0","5","-","Active","General Purpose","File Set"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0947_Web.pdf,-,PIS-0947-ND,PIS-0947,Pi Supply,IFIXIT ESSENTIAL ELECTRONICS TOO,0,0,"34.37400","0","5","-","Active","Electrical","-"
-,-,82304-ND,82304,Apex Tool Group,SET PNCH & CHSL 5PC,0,0,"37.00000","0","25","-","Active","General Purpose","Punch and Chisel Set"
-,-,61059-ND,61059,Apex Tool Group,2PC FUEL LINE DISCONNECT SET,0,0,"37.13000","0","1","-","Active","General Purpose","Fuel Line"
-,-,431-26191-ND,26191,Wiha,PRECISION SLOTTED/PHILLIPS & CUT,0,0,"41.47000","0","1","*","Active","-","-"
-,-,84070-ND,84070,Apex Tool Group,SET SCRPR REV & OFF 1 2PC,0,0,"41.50000","0","1","-","Active","General Purpose","Dual Material Wide Scraper Sets"
https://www.jonard.com/~/media/82507BCCA2BD4419B7D1F19983032DB9.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_TK-22148.jpg,TK-22148-ND,TK-22148,Jonard Tools,TELEPHONE INSTALLER KIT,0,0,"41.56000","0","1","TK","Active","Datacom, Networking, Telecom","-"
-,-,22015HNN-ND,22015HNN,Apex Tool Group,"FILE SET,3PC,W/ERGONOMIC HNDL,PO",0,0,"42.17000","0","1","-","Active","General Purpose","File Set"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Vinyl%20Grip%20Pliers%20&%20Cutters%20p122.pdf,-,32648-ND,32648,Wiha,PLIER LONGNOSE/CUTTER 6.3"" 2PC,0,0,"42.96000","0","1","-","Active","General Purpose","-"
-,-,82309-ND,82309,Apex Tool Group,SET PNCH PIN 5PC,0,0,"43.19000","0","8","-","Active","General Purpose","Punch and Chisel Set"
-,-,CCP8V-ND,CCP8V,Apex Tool Group,"PLIER,2-IN-1 COMBO,LINESMAN/WIRE",0,0,"44.85000","0","3","-","Active","General Purpose","Wire Stripper"
-,-,431-26196-ND,26196,Wiha,PICOFINISH PRECISION PHONE REAPI,5,0,"45.87000","0","1","*","Active","-","-"
-,-,WCSET3CMNN-ND,WCSET3CMNN,Apex Tool Group,"CHISEL,RASP,3PC SET,1/2,3/4,1,CO",0,0,"46.88000","0","3","-","Active","-","-"
-,-,431-27398-ND,27398,Wiha,PRECISION ESD SAFE SLT/PH & PLIE,0,0,"47.02000","0","1","*","Active","-","-"
-,-,PAL0159-22R-ND,0159-22R,Greenlee Communications,STARTER ELEC. KIT 4PC-RETAIL,0,0,"47.55000","0","3","-","Active","-","-"
-,-,22017NN-ND,22017NN,Apex Tool Group,"FILE SET,4PC,HANDY MAN HOME PK,P",0,0,"48.90000","0","5","-","Active","General Purpose","File Set"
-,-,431-30287-ND,30287,Wiha,SOFTFINISH DRIVERS & PLIERS 7 PC,5,0,"49.69000","0","1","*","Active","-","-"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,//media.digikey.com/Photos/Greenlee%20Communications/PA70018.jpg,PA70018-ND,PA70018,Greenlee Communications,TOOL KIT RG6/RG6 QUAD ""F"" CONN,3,0,"50.78000","0","1","-","Discontinued at Digi-Key","Audio/Video, CATV, Satellite","Cable Cutter, Cable Stripper, Crimper - Compression, F Connectors"
-,-,431-30288-ND,30288,Wiha,SOFTFINISH DRIVERS & CUTTERS 7 P,0,0,"50.93000","0","1","*","Active","-","-"
https://www.jonard.com/~/media/147973F146DC4E6F80A8A1667F350E99.pdf,//media.digikey.com/photos/Jonard%20Tools/MFG_TK-375.jpg,TK-375-ND,TK-375,Jonard Tools,FIBER STRIPPER & SCISSOR KIT,0,0,"51.26000","0","1","TK","Active","Fiber Optic","-"
-,-,82307-ND,82307,Apex Tool Group,SET PNCH LNG TPR 4PC,0,0,"53.80000","0","10","-","Active","General Purpose","Punch and Chisel Set"
-,-,82308-ND,82308,Apex Tool Group,SET CHSL CLD 4PC,0,0,"53.80000","0","10","-","Active","General Purpose","Punch and Chisel Set"
-,-,M13RS-ND,M13RS,Apex Tool Group,"SET,2PC,M1R,M3R,SENSORMATIC CANA",0,0,"53.91000","0","4","-","Active","-","-"
-,-,PAL0159-42-ND,0159-42,Greenlee Communications,"TOOL KIT, 2 PIECE",0,0,"54.73000","0","3","-","Active","General Purpose","Handle, Nut Drivers, Plier, Screwdriver"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_TK-50.jpg,TK-50-ND,TK-50,Jonard Tools,TELECOM INSTALLERS KIT,0,0,"56.96000","0","1","TK","Active","Datacom, Networking, Telecom","-"
-,-,CPTAW8-ND,CPTAW8,Apex Tool Group,"11PC SET,PASS THRU ADJ WRENCH,8""",0,0,"58.08000","0","3","-","Active","General Purpose","Wrench- Adjustable Set"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32983.jpg,431-1885-ND,32983,Wiha,"CUTTERS, DRIVERS INSULATED SET",5,0,"59.34000","0","1","-","Active","Industrial Applications","-"
-,-,PAL0159-96E-ND,0159-96E,Greenlee Communications,HAND TOOL COMBO SET (4PC),0,0,"59.56000","0","1","-","Active","-","-"
-,-,431-32086-ND,32086,Wiha,INSULATED DRIVERS & PLIERS 7 PC.,5,0,"62.70000","0","1","*","Active","-","-"
-,-,82821-ND,82821,Apex Tool Group,SET FILE MINI 6PC,0,0,"64.18000","0","6","-","Active","General Purpose","Mini File Sets"
-,-,41610-ND,41610,Apex Tool Group,PNEUMATIC TIE ROD BALL JNT KIT(3,0,0,"64.53000","0","1","-","Active","General Purpose","Tie Rod and Ball Joint Separator"
-,-,22150HI-ND,22150HI,Apex Tool Group,"FILE SET,5PC,NICH GREEN W/HANDLE",0,0,"65.69000","0","1","-","Active","-","-"
-,-,84060-ND,84060,Apex Tool Group,KIT DOOR PANEL 4PC,0,0,"69.18000","0","1","-","Active","General Purpose","Door Panel Remover Sets"
-,-,88910-ND,88910,Apex Tool Group,SET BRAKE CALIPER BIT SKT 11PC,0,0,"69.93000","0","6","-","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32655.jpg,32655-ND,32655,Wiha,"PLIERS, DRIVERS BELT SET 5PC",0,0,"71.70000","0","1","-","Active","General Purpose","-"
-,//media.digikey.com/Photos/Wiha/MFG_77786.jpg,77786W-ND,77786,Wiha,BIT SET AND CUTTER COMBO,0,0,"71.70000","0","1","BiCut SuperCut, Ultra Driver 26inOne","Active","Electrical, Industrial","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=228917-1&DocType=Customer+Drawing&DocLang=English,-,228917-1-ND,228917-1,TE Connectivity AMP Connectors,TOOL KIT COAX TAP - LOW PROFILE,0,0,"72.32356","0","492","-","Active","Coaxial Tap","Drill Bit, Hex Socket, Hex Wrench"
-,-,CTK30SETN-ND,CTK30SETN,Apex Tool Group,TOOL KIT 30 PIECE 3/8"" DRIVE,0,0,"73.58000","0","1","-","Active","General Purpose","Mechanics Tool Sets"
-,-,84080-ND,84080,Apex Tool Group,SET SCRPR FLATS 4PC,0,0,"74.30000","0","1","-","Active","General Purpose","Dual Material Wide Scraper Sets"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-28.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-28.jpg,0159-28-ND,0159-28,Greenlee Communications,BASIC KIT 4 PIECE,0,0,"74.31000","0","1","-","Active","General Purpose","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32653.jpg,431-1863-ND,32653,Wiha,"PLIERS, CUTTER BELT SET 3PC",5,0,"74.96000","0","1","-","Active","General Purpose","-"
-,-,22040NN-ND,22040NN,Apex Tool Group,"FILE SET,5PC,GENERAL PURPOSE,POU",0,0,"74.96000","0","1","-","Active","General Purpose","File Set"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/TOL-15255_Web.pdf,-,1568-TOL-15255-ND,TOL-15255,SparkFun Electronics,IFIXIT PRO TECH TOOLKIT,0,0,"74.99000","0","1","*","Active","-","-"
-,-,431-30969-ND,30969,Wiha,INDUSTRIAL SOFTGRIP PLIERS/CUTTE,5,0,"75.20000","0","1","*","Active","-","-"
-,-,22062NN-ND,22062NN,Apex Tool Group,"FILE SET,6PC,4"" ASSORTMENT,BAST,",0,0,"75.35000","0","2","-","Active","General Purpose","File Set"
-,-,41780D-ND,41780D,Apex Tool Group,GEN PURP BUSHING SET,0,0,"75.64000","0","1","-","Active","General Purpose","Bushing Sets"
-,-,81300-ND,81300,Apex Tool Group,SET EXT 1/2DR 3PC,0,0,"76.94000","0","5","-","Active","General Purpose","Extension Set"
-,-,41710-ND,41710,Apex Tool Group,REAR AXLE BEARING PUL SET,0,0,"77.62000","0","1","-","Active","General Purpose","Rear Axle Bearing Puller Sets"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32862.JPG,431-2151-ND,32862,Wiha,INSULATED COMBO PLIERS & BICUT S,3,0,"79.96000","0","1","-","Active","General Purpose","Cutter, Plier"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/32644[2].jpg,431-2387-ND,32644,Wiha,BICUT SUPERCUT & SOFTFINISH DRIV,4,0,"81.96000","0","1","BiCut SuperCut, SoftFinish®","Active","General Purpose","-"
-,-,22040HNN-ND,22040HNN,Apex Tool Group,"FILE SET,5PC,W/ERGONOMIC HNDL,PO",0,0,"82.52000","0","1","-","Active","General Purpose","File Set"
-,-,81301-ND,81301,Apex Tool Group,SET EXT WBL 1/2DR 3PC,0,0,"83.52000","0","1","-","Active","General Purpose","Extension Set"
-,-,431-32968-ND,32968,Wiha,INSULATED INDUSTRIAL PLIERS/CUTT,3,0,"84.12000","0","1","*","Active","-","-"
-,-,41740D-ND,41740D,Apex Tool Group,3 PC SPARK PLUG (KD VERSION),0,0,"84.20000","0","1","-","Active","General Purpose","Magnetic Swivel Spark Plug Sets"
-,-,82403-ND,82403,Apex Tool Group,SET PRY BAR REG 12 17 25,0,0,"86.72000","0","1","-","Active","General Purpose","Pry Bar Set"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32858.JPG,431-2150-ND,32858,Wiha,INSULATED LINEMAN'S PLIERS & DRI,4,0,"87.08000","0","1","-","Active","General Purpose","Case, Plier, Screwdriver"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32982.JPG,431-1884-ND,32982,Wiha,TOOLS PLIERS/CUTTER/VOLT DET 3PC,4,0,"87.96000","0","1","-","Active","Electrical","-"
-,-,41850-ND,41850,Apex Tool Group,3PC BODY CLIP SET,0,0,"88.90000","0","1","-","Active","Adjustment, Alignment","Belt Clip"
-,-,81302-ND,81302,Apex Tool Group,EXT LCK 1/2DR 3PC,0,0,"89.74000","0","3","-","Active","General Purpose","Extension Set"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-14.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-14.jpg,0159-14-ND,0159-14,Greenlee Communications,STARTERS KIT 5PC,0,0,"91.93000","0","1","-","Active","Electrical, Industrial","-"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32857.JPG,431-2149-ND,32857,Wiha,INSULATED BICUT SUPERCUT & DRIVE,1,0,"92.20000","0","1","-","Active","General Purpose","Case, Plier, Screwdriver"
-,-,41620D-ND,41620D,Apex Tool Group,STEERING SERVICE KIT,0,0,"97.84000","0","1","-","Active","General Purpose","Steering Service Sets"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0945_Web.pdf,-,PIS-0945-ND,PIS-0945,Pi Supply,IFIXIT PRO TECH TOOLKIT,0,0,"99.26200","0","5","-","Active","Mobile, PC Repair","84 Pieces - Assorted Hand Tools"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32981.jpg,431-1695-ND,32981,Wiha,"PLIERS, CUTTERS INSULATED SET",5,0,"99.96000","0","1","-","Active","Industrial Applications","-"
-,-,82305-ND,82305,Apex Tool Group,SET PNCH & CHSL 12PC,0,0,"100.89000","0","1","-","Active","General Purpose","Punch and Chisel Set"
-,-,41860-ND,41860,Apex Tool Group,DOUBLE FLARING TOOL KIT(RLC 21,0,0,"102.06000","0","1","-","Active","General Purpose","Double Flaring"
-,-,41720-ND,41720,Apex Tool Group,8PC SENSOR & SENDING NEW,0,0,"102.20000","0","1","-","Active","General Purpose","Sensor and Sending Socket Sets"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32856.JPG,431-2148-ND,32856,Wiha,INSULATED PLIERS/CUTTERS & DRIVE,3,0,"102.46000","0","1","-","Active","General Purpose","Case, Cutter, Plier, Screwdriver"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_C2K.jpg,C2KN-ND,C2KN,Apex Tool Group,TOOL SET 4 PC ELECTRONICS PLIERS,0,0,"105.00000","0","1","Xcelite®","Active","General Purpose","Case, Plier"
-,-,41630D-ND,41630D,Apex Tool Group,BEARING RACE & SEAL SET,0,0,"108.01000","0","1","-","Active","General Purpose","Bearing Race and Seal Sets"
-,-,3880-ND,3880,Apex Tool Group,SET RAT TAP & DIE DRV TL 5PC,0,0,"109.67000","0","1","-","Active","General Purpose","Tap, Die Sets"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ProPliersCutters&Crimpers_catVer2-1-12.pdf#Page=27,//media.digikey.com/Photos/Wiha/MFG_30990.jpg,30990-ND,30990,Wiha,HAND TOOLS,0,0,"109.96000","0","1","-","Active","General Purpose","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_99PR.jpg,99PRN-ND,99PRN,Apex Tool Group,TOOL SET 14PC 99 SER MULTI-PURP,0,0,"110.00000","0","1","Xcelite®","Active","General Purpose","14 Pieces - Blades, Handle, Pouch"
-,-,82820-ND,82820,Apex Tool Group,SET FILE STD 4PC,0,0,"110.04000","0","5","-","Active","General Purpose","Ratcheting Tap and Die Sets"
-,-,CTK84CMP-ND,CTK84CMP,Apex Tool Group,"84 PC, 1/4"" & 3/8"" DRIVE,MTS,SAE",0,0,"113.55000","0","1","-","Not For New Designs","General Purpose","Mechanics Tool Sets"
-,-,3870D-ND,3870D,Apex Tool Group,SET OIL DRN WR RAT MAG 7PC,0,0,"113.73000","0","10","-","Active","General Purpose","7 Pieces - Sockets, Wrench"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/DBITKIT.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_DBITKIT.jpg,DBITKIT-ND,DBITKIT,Greenlee Communications,D'VERSIBIT KIT-TYPE ""B"" AUGER,0,0,"113.81000","0","3","D'VersiBIT®","Active","Wiring","Bit, Puller, Wire Placement Tool"
-,-,41760D-ND,41760D,Apex Tool Group,8PC STUD REMOVAL SET SAE,0,0,"114.28000","0","1","-","Active","General Purpose","Metric Stud Removal Sets"
-,-,41680D-ND,41680D,Apex Tool Group,RADIO REMOVAL& ANT.WRENCH,0,0,"115.19000","0","1","-","Active","Audio/Video, CATV, Satellite","Wrench Set"
-,-,82300-ND,82300,Apex Tool Group,SET PRY BAR 8 & 16 2PC,0,0,"116.40000","0","1","-","Active","General Purpose","Pry Bar Set"
-,-,43990-ND,43990,Apex Tool Group,INDEX PICKLE FORK MASTER KIT,0,0,"121.83000","0","1","-","Active","General Purpose","Ball Joint and Tie Rod Separator Sets"
-,-,41870-ND,41870,Apex Tool Group,NEW 3482 BUBBLE FLARING TOOL K,0,0,"122.64000","0","1","-","Active","General Purpose","Bubble Flaring"
-,-,41600-ND,41600,Apex Tool Group,MASTER BOLT GRIP SET,0,0,"124.34000","0","1","-","Active","General Purpose","Bolt Grip Sets"
-,-,22024NN-ND,22024NN,Apex Tool Group,"FILE SET,7PC,MACHINIST KIT,POUCH",0,0,"124.89000","0","1","-","Active","General Purpose","File Set"
-,-,CTK70MPNO-ND,CTK70MPNO,Apex Tool Group,"MECHANICS TOOL SET,70PC,OPEN",0,0,"125.16048","0","800","-","Active","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/32873.jpg,431-1877-ND,32873,Wiha,INSULATED PLIERS/CUTTERS 3 PC. S,1,0,"129.96000","0","1","-","Active","Electrical, Industrial","-"
-,-,850DD-ND,850DD,Apex Tool Group,SET PSTN RNG CMPRSR,0,0,"130.92000","0","1","-","Active","General Purpose","Piston Ring Compressor Sets"
-,-,CTK84CMPN-ND,CTK84CMPN,Apex Tool Group,"84 PC, 1/4"" & 3/8"" DRIVE,MTS,SAE",0,0,"132.66000","0","1","-","Active","General Purpose","Mechanics Tool Sets"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32863.JPG,431-2152-ND,32863,Wiha,INSULATED PLIERS & CUTTERS 3 PC.,1,0,"134.96000","0","1","-","Active","General Purpose","Cutter, Plier, Wire Stripper"
-,-,CTK70MPN-ND,CTK70MPN,Apex Tool Group,"MECHANICS TOOL SET,70PC",0,0,"137.00000","0","4","-","Active","General Purpose","Mechanics Tool Sets"
https://www.jonard.com/~/media/81C27D0E6D184E4598B8460C7551E9E4.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_TK-17_0166.JPG,TK-17-ND,TK-17,Jonard Tools,PUNCHDOWN TOOL KIT,0,0,"137.01000","0","1","TK","Active","Datacom, Networking, Telecom","-"
-,-,41590D-ND,41590D,Apex Tool Group,TUBING SERVICE KIT,0,0,"137.34000","0","1","-","Active","General Purpose","Tubing Service Sets"
-,-,82806-ND,82806,Apex Tool Group,SET T WR DRVR RAT LRG 1/2 4PC,0,0,"147.09000","0","1","-","Active","General Purpose","Ratcheting Tap and Die Sets"
https://www.jonard.com/~/media/Files/Catalogs/Jonard%20Tools%20Catalog%20114.ashx,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_TK-21.jpg,TK-21-ND,TK-21,Jonard Tools,NETWORK INSTALLATION SERVICE KIT,0,0,"148.72000","0","1","TK","Active","Datacom, Networking, Telecom","-"
//media.digikey.com/pdf/Data%20Sheets/Paladin%20PDFs/0159-34.pdf,//media.digikey.com/Photos/Greenlee%20Communications/MFG_0159-34.jpg,0159-34-ND,0159-34,Greenlee Communications,INSTALLATION KIT 5 PIECE,0,0,"148.85000","0","1","-","Active","General Purpose","-"
https://greenlee-cdn.ebizcdn.com/media/2015%20Communications.pdf,-,PA4308-ND,PA4308,Greenlee Communications,KIT INSTALLATION TELECRIMP RJ45,0,0,"151.06000","0","1","-","Active","-","-"
-,-,41660D-ND,41660D,Apex Tool Group,SPINDLE NUT SET,0,0,"154.94000","0","1","-","Active","Industrial Applications","Spindle Nut"
-,-,22025NN-ND,22025NN,Apex Tool Group,"FILE SET,8PC,MACHINIST KIT,POUCH",0,0,"160.58000","0","1","-","Active","General Purpose","File Set"
-,-,41520-ND,41520,Apex Tool Group,15PC BRAKE SERVICE KIT,0,0,"162.37000","0","1","-","Active","General Purpose","Brake Service Sets"
-,-,431-32977-ND,32977,Wiha,INSULATED INDUSTRIAL CUTTERS/DRI,0,0,"164.40000","0","1","*","Active","-","-"
-,-,CTK128MP2N-ND,CTK128MP2N,Apex Tool Group,"MECHANICS TOOL SET,128PC",0,0,"167.73000","0","2","-","Active","General Purpose","Mechanics Tool Sets"
-,-,CTK128MP2NO-ND,CTK128MP2NO,Apex Tool Group,"MECHANICS TOOL SET,128PC,OPEN",0,0,"167.73025","0","800","-","Active","-","-"
-,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-82.jpg,TK-82-ND,TK-82,Jonard Tools,COAX TOOL KITINCLUDES CTF-200,0,0,"169.53000","0","1","TK","Active","Audio/Video, CATV, Satellite","-"
-,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-83.jpg,TK-83-ND,TK-83,Jonard Tools,COAX TOOL KITINCLUDES CTF-300,0,0,"169.53000","0","1","TK","Active","Audio/Video, CATV, Satellite","-"
-,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-85.jpg,TK-85-ND,TK-85,Jonard Tools,COAX TOOL KITINCLUDES CT-200,0,0,"174.48000","0","1","TK","Active","Audio/Video, CATV, Satellite","-"
-,-,22030NN-ND,22030NN,Apex Tool Group,"FILE SET,9PC,MAINTENANCE,POUCHED",0,0,"174.83000","0","1","-","Active","General Purpose","File Set"
https://www.jonard.com/~/media/F28B5CE0961E4B318BCEC1E296E8495C.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-89.jpg,TK-89-ND,TK-89,Jonard Tools,TOOL KIT MINI COAX,0,0,"176.90000","0","1","TK","Active","Coaxial Connectors","Crimper - Compression, Cutter, Flashlight, Pouch, Screwdriver, Torque Wrench, Wire Stripper"
-,//media.digikey.com/Photos/Jonard%20Tools/MFG_TK-87.jpg,TK-87-ND,TK-87,Jonard Tools,COAX TOOL KIT W/CTF-230,0,0,"180.54000","0","1","TK","Active","Audio/Video, CATV, Satellite","-"
-,-,41580D-ND,41580D,Apex Tool Group,FAN CLUTCH SERV KIT(KD VERSION,0,0,"185.38000","0","1","-","Active","General Purpose","Holder"
-,-,82301D-ND,82301D,Apex Tool Group,SET PRY BAR 3PC,0,0,"194.26000","0","1","-","Active","General Purpose","Pry Bar Set"
-,-,41700D-ND,41700D,Apex Tool Group,10 WAY SLIDE HAMMER PULLE,0,0,"197.08000","0","1","-","Active","-","-"
-,-,41880D-ND,41880D,Apex Tool Group,NEW COMB DOUBLE/BUBBLE FLARING T,0,0,"200.58000","0","1","-","Active","General Purpose","Combined Double, Bubble Flaring"
-,-,3885-ND,3885,Apex Tool Group,SET RAT TAP & DIE SAE 40PC,0,0,"220.95000","0","6","-","Active","General Purpose","Tap, Die Sets"
