Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Current","DC Resistance (DCR) (Max)","Operating Temperature","Insertion Loss","Temperature Coefficient","Ratings","Mounting Type","Package / Case","Size / Dimension","Height (Max)","Thread Size"
https://www.knowlescapacitors.com/getattachment/71d034d6-1378-440f-a101-f6e0c6f13a4a/SBSM-SBSMC-20A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-2220-(5750-Metric),-3-PC-Pad.jpg",1608-1198-1-ND,SBSMC5000683MXT,Knowles Syfer,CAP FEEDTHRU 0.068UF 500V 2220,2731,0,"10.45000","0","1","Cut Tape (CT)","SBSM","Active","0.068µF","±20%","500V","20A","-","-55°C ~ 125°C","43dB @ 100MHz","X7R","-","Surface Mount","2220 (5750 Metric), 3 PC Pad","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.133"" (3.38mm)","-"
https://www.knowlescapacitors.com/getattachment/71d034d6-1378-440f-a101-f6e0c6f13a4a/SBSM-SBSMC-20A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-2220-(5750-Metric),-3-PC-Pad.jpg",1608-1198-6-ND,SBSMC5000683MXT,Knowles Syfer,CAP FEEDTHRU 0.068UF 500V 2220,2731,0,"Digi-Reel","0","1","Digi-Reel®","SBSM","Active","0.068µF","±20%","500V","20A","-","-55°C ~ 125°C","43dB @ 100MHz","X7R","-","Surface Mount","2220 (5750 Metric), 3 PC Pad","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.133"" (3.38mm)","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/2499-003-X5W0-103Z.pdf,//media.digikey.com/photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/2499-003-X5W0-103ZLF.JPG,410-1051-ND,2499-003-X5W0-103ZLF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 0.01UF 500V AXIAL,327,0,"7.92000","0","1","Bulk","2499","Active","10000pF","-20%, +80%","500V","20A","-","-55°C ~ 85°C","35dB @ 100MHz","X5W","-","-","Axial, Bushing","0.250"" Dia x 0.468"" L (6.35mm x 11.89mm)","-","12-28"
http://www.ctscorp.com/wp-content/uploads/2016/01/2425-601-X5W0-103Z.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/2425-601-X5W0-103ZLF.jpg,410-1038-ND,2425-601-X5W0-103ZLF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 0.01UF 100V AXIAL,2254,0,"8.48000","0","1","Bulk","2425","Active","10000pF","-20%, +80%","100V","20A","-","-55°C ~ 85°C","35dB @ 100MHz","X5W","-","-","Axial, Bushing","0.187"" Dia x 0.470"" L (4.75mm x 11.94mm)","-","8-32"
http://www.ctscorp.com/wp-content/uploads/2016/01/4400-034.pdf,//media.digikey.com/photos/CTS%20Photos/4400-034LF.JPG,410-1154-ND,4400-034LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 100V AXIAL,1977,0,"8.64000","0","1","Bulk","4400","Active","-","-","100V","10A","-","-55°C ~ 125°C","30dB @ 100MHz","-","-","-","Axial, Bushing","0.156"" Dia x 0.340"" L (3.97mm x 8.64mm)","-","4-40"
http://www.ctscorp.com/wp-content/uploads/2016/01/4300-025.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4300-025lf.jpg,410-1111-ND,4300-025LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,1397,0,"8.64000","0","1","Bulk","4300","Active","-","-","50V","5A","-","-55°C ~ 125°C","35dB @ 100MHz","-","-","-","Axial","0.156"" Dia x 0.110"" L (3.96mm x 2.79mm)","-","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4400-094.pdf,//media.digikey.com/photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4400-094LF.JPG,410-1165-ND,4400-094LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 100V AXIAL,1057,0,"8.64000","0","1","Bulk","4400","Active","-","-","100V","10A","-","-55°C ~ 125°C","30dB @ 100MHz","-","-","-","Axial, Bushing","0.157"" Dia x 0.276"" L (4.00mm x 7.00mm)","-","M3x0.5"
http://www.ctscorp.com/wp-content/uploads/2016/01/4403-035.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4403-035LF.jpg,410-1178-ND,4403-035LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,113,0,"8.64000","0","1","Tray","4403","Active","-","-","50V","10A","-","-55°C ~ 125°C","35dB @ 100MHz","-","-","-","Axial, Bushing","0.125"" Dia x 0.215"" L (3.18mm x 5.47mm)","-","4-40"
http://www.ctscorp.com/wp-content/uploads/2016/01/4403-040.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4403-040LF.jpg,410-1181-ND,4403-040LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,1528,0,"9.31000","0","1","Tray","4403","Active","-","-","50V","10A","-","-55°C ~ 125°C","42dB @ 100MHz","-","-","-","Axial, Bushing","0.125"" Dia x 0.215"" L (3.18mm x 5.47mm)","-","4-40"
http://www.ctscorp.com/wp-content/uploads/2016/01/4300-013.pdf,//media.digikey.com/photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4300-013LF.JPG,410-1106-ND,4300-013LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,3267,0,"10.53000","0","1","Bulk","4300","Active","-","-","50V","5A","-","-55°C ~ 125°C","42dB @ 100MHz","-","-","-","Axial","0.156"" Dia x 0.110"" L (3.96mm x 2.79mm)","-","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4300-014.pdf,//media.digikey.com/photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4300-014LF.JPG,410-1107-ND,4300-014LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,1704,0,"11.16000","0","1","Bulk","4300","Active","-","-","50V","5A","-","-55°C ~ 125°C","45dB @ 100MHz","-","-","-","Axial","0.156"" Dia x 0.110"" L (3.96mm x 2.79mm)","-","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4404-003.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4404-003LF.jpg,410-1182-ND,4404-003LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 100V AXIAL,1456,0,"12.48000","0","1","Bulk","4404","Active","-","-","100V","10A","-","-55°C ~ 125°C","47dB @ 100MHz","-","-","-","Axial, Bushing","0.187"" Dia x 0.389"" L (4.75mm x 9.88mm)","-","8-32"
http://www.ctscorp.com/wp-content/uploads/2016/01/4600-050.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4600-050LF.jpg,410-1185-ND,4600-050LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 1.4UF 70V AXIAL,1331,0,"15.89000","0","1","Bulk","4600","Active","1.4µF","-","70V","15A","-","-55°C ~ 125°C","70dB @ 1GHz","X7W","-","Chassis Mount","Axial, Bushing, 1 Turret Lead","0.385"" Dia x 0.362"" L (9.78mm x 9.20mm)","-","1/4""-28"
http://www.ctscorp.com/wp-content/uploads/2016/01/4600-053.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4600-053LF.jpg,410-1186-ND,4600-053LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 1.4UF 50V AXIAL,793,0,"32.20000","0","1","Tray","4600","Active","1.4µF","-","50V","15A","-","-55°C ~ 125°C","70dB @ 1GHz","X7R","-","Chassis Mount","Axial, Bushing, 1 Turret Lead","0.385"" Dia x 0.362"" L (9.78mm x 9.20mm)","-","1/4""-28"
http://www.ctscorp.com/wp-content/uploads/2016/01/4601-053.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4601-053LF.jpg,410-1191-ND,4601-053LF,Tusonix a Subsidiary of CTS Electronic Components,CAP FEEDTHRU 50V AXIAL,304,0,"33.31000","0","1","Tray","4601","Active","-","-","50V","15A","-","-","70dB @ 1GHz","X7R","-","-","Axial, Bushing - 2 Solder Eyelets","0.385"" Dia x 0.362"" L (9.78mm x 9.20mm)","-","1/4""-28"
https://www.schaffner.com/products/download/product/datasheet/fn-756x-dc-feedthrough-capacitor/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN7563-63-M6.JPG,817-1745-ND,FN7563-63-M6,Schaffner EMC Inc.,CAP FEEDTHRU 0.47UF 650V AXIAL,241,190,"83.86000","0","1","Tray","FN 756X","Active","0.47µF","±20%","650V","63A","0.43mOhm (Typ)","-40°C ~ 100°C","-","-","Y4","-","Axial - Threaded Terminals","1.260"" Dia x 3.898"" L (32.00mm x 99.00mm)","-","M20x1"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15CC222D1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16917-2-ND,NFM15CC222D1A3D,Murata Electronics North America,CAP FEEDTHRU 2200PF 20% 10V 0402,20000,0,"0.02670","0","10000","Tape & Reel (TR)","EMIFIL®, NFM15","Active","2200pF","±20%","10V","1A","40mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15CC222D1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16917-1-ND,NFM15CC222D1A3D,Murata Electronics North America,CAP FEEDTHRU 2200PF 20% 10V 0402,24119,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, NFM15","Active","2200pF","±20%","10V","1A","40mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15CC222D1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16917-6-ND,NFM15CC222D1A3D,Murata Electronics North America,CAP FEEDTHRU 2200PF 20% 10V 0402,24119,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM15","Active","2200pF","±20%","10V","1A","40mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15CC223C1C3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16918-2-ND,NFM15CC223C1C3D,Murata Electronics North America,CAP FEEDTHRU 0.022UF 16V 0402,30000,0,"0.02700","0","10000","Tape & Reel (TR)","EMIFIL®, NFM15","Active","0.022µF","±20%","16V","1A","40mOhm","-55°C ~ 85°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15CC223C1C3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16918-1-ND,NFM15CC223C1C3D,Murata Electronics North America,CAP FEEDTHRU 0.022UF 16V 0402,31506,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, NFM15","Active","0.022µF","±20%","16V","1A","40mOhm","-55°C ~ 85°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15CC223C1C3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16918-6-ND,NFM15CC223C1C3D,Murata Electronics North America,CAP FEEDTHRU 0.022UF 16V 0402,31506,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM15","Active","0.022µF","±20%","16V","1A","40mOhm","-55°C ~ 85°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15PC224R1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16919-2-ND,NFM15PC224R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 10V 0402,20000,0,"0.03930","0","10000","Tape & Reel (TR)","EMIFIL®, NFM15","Active","0.22µF","±20%","10V","2A","30mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15PC224R1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16919-1-ND,NFM15PC224R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 10V 0402,29312,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, NFM15","Active","0.22µF","±20%","10V","2A","30mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15PC224R1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-16919-6-ND,NFM15PC224R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 10V 0402,29312,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM15","Active","0.22µF","±20%","10V","2A","30mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15PC104R1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-17918-2-ND,NFM15PC104R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.1UF 20% 10V 0402,10000,0,"0.03930","0","10000","Tape & Reel (TR)","EMIFIL®, NFM15","Active","0.1µF","±20%","10V","2A","30mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15PC104R1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-17918-1-ND,NFM15PC104R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.1UF 20% 10V 0402,10855,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, NFM15","Active","0.1µF","±20%","10V","2A","30mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM15PC104R1A3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0402-EMIFIL,-NFM15.jpg",490-17918-6-ND,NFM15PC104R1A3D,Murata Electronics North America,CAP FEEDTHRU 0.1UF 20% 10V 0402,10855,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM15","Active","0.1µF","±20%","10V","2A","30mOhm","-55°C ~ 105°C","-","-","-","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.020"" (0.50mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM18PS474R0J3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0603-(1608-Metric),-3-PC-Pad.jpg",490-6975-2-ND,NFM18PS474R0J3D,Murata Electronics North America,CAP FEEDTHRU 0.47UF 6.3V 0603,52000,0,"0.07412","0","4000","Tape & Reel (TR)","EMIFIL®, NFM18","Active","0.47µF","±20%","6.3V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM18PS474R0J3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0603-(1608-Metric),-3-PC-Pad.jpg",490-6975-1-ND,NFM18PS474R0J3D,Murata Electronics North America,CAP FEEDTHRU 0.47UF 6.3V 0603,55156,0,"0.17000","0","1","Cut Tape (CT)","EMIFIL®, NFM18","Active","0.47µF","±20%","6.3V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM18PS474R0J3-01.pdf,"//media.digikey.com/Renders/Murata%20Renders/0603-(1608-Metric),-3-PC-Pad.jpg",490-6975-6-ND,NFM18PS474R0J3D,Murata Electronics North America,CAP FEEDTHRU 0.47UF 6.3V 0603,55156,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM18","Active","0.47µF","±20%","6.3V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0402%20(1005%20Metric)%204%20PC%20Pad.jpg,445-16122-2-ND,YFF15SC1E103MT000N,TDK Corporation,CAP FEEDTHRU 0.01UF 20% 25V 0402,10000,0,"0.09600","0","10000","Tape & Reel (TR)","YFF-SC","Active","10000pF","±20%","25V","1A","80mOhm","-55°C ~ 125°C","30dB @ 20MHz ~ 4GHz","-","-","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.014"" (0.35mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0402%20(1005%20Metric)%204%20PC%20Pad.jpg,445-16122-1-ND,YFF15SC1E103MT000N,TDK Corporation,CAP FEEDTHRU 0.01UF 20% 25V 0402,12793,0,"0.50000","0","1","Cut Tape (CT)","YFF-SC","Active","10000pF","±20%","25V","1A","80mOhm","-55°C ~ 125°C","30dB @ 20MHz ~ 4GHz","-","-","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.014"" (0.35mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0402%20(1005%20Metric)%204%20PC%20Pad.jpg,445-16122-6-ND,YFF15SC1E103MT000N,TDK Corporation,CAP FEEDTHRU 0.01UF 20% 25V 0402,12793,0,"Digi-Reel","0","1","Digi-Reel®","YFF-SC","Active","10000pF","±20%","25V","1A","80mOhm","-55°C ~ 125°C","30dB @ 20MHz ~ 4GHz","-","-","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.022"" W (1.00mm x 0.55mm)","0.014"" (0.35mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11161-2-ND,W2F11A4718AT1A,AVX Corporation,CAP FEEDTHRU 470PF 100V 0805,20000,0,"0.10725","0","4000","Tape & Reel (TR)","W2F","Active","470pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11161-1-ND,W2F11A4718AT1A,AVX Corporation,CAP FEEDTHRU 470PF 100V 0805,23350,0,"0.48000","0","1","Cut Tape (CT)","W2F","Active","470pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11161-6-ND,W2F11A4718AT1A,AVX Corporation,CAP FEEDTHRU 470PF 100V 0805,23350,0,"Digi-Reel","0","1","Digi-Reel®","W2F","Active","470pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/1206%20CKD%20Series.jpg,445-3026-2-ND,YFF31PC1C105MT000N,TDK Corporation,CAP FEEDTHRU 1UF 20% 16V 1206,22000,0,"0.10800","0","2000","Tape & Reel (TR)","YFF-P","Active","1µF","±20%","16V","2A","40mOhm","-55°C ~ 125°C","40dB @ 700kHz ~ 1GHz","-","-","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.057"" (1.45mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/1206%20CKD%20Series.jpg,445-3026-1-ND,YFF31PC1C105MT000N,TDK Corporation,CAP FEEDTHRU 1UF 20% 16V 1206,23043,0,"0.55000","0","1","Cut Tape (CT)","YFF-P","Active","1µF","±20%","16V","2A","40mOhm","-55°C ~ 125°C","40dB @ 700kHz ~ 1GHz","-","-","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.057"" (1.45mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_yff-p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/1206%20CKD%20Series.jpg,445-3026-6-ND,YFF31PC1C105MT000N,TDK Corporation,CAP FEEDTHRU 1UF 20% 16V 1206,23043,0,"Digi-Reel","0","1","Digi-Reel®","YFF-P","Active","1µF","±20%","16V","2A","40mOhm","-55°C ~ 125°C","40dB @ 700kHz ~ 1GHz","-","-","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.057"" (1.45mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM21PC224R1C3-01.pdf,//media.digikey.com/Renders/Murata%20Renders/NFM21C%20Series%200805.jpg,490-6981-2-ND,NFM21PC224R1C3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 20% 16V 0805,4000,0,"0.10897","0","4000","Tape & Reel (TR)","EMIFIL®, NFM21","Active","0.22µF","±20%","16V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM21PC224R1C3-01.pdf,//media.digikey.com/Renders/Murata%20Renders/NFM21C%20Series%200805.jpg,490-6981-1-ND,NFM21PC224R1C3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 20% 16V 0805,5989,0,"0.25000","0","1","Cut Tape (CT)","EMIFIL®, NFM21","Active","0.22µF","±20%","16V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)","-"
https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/NFM21PC224R1C3-01.pdf,//media.digikey.com/Renders/Murata%20Renders/NFM21C%20Series%200805.jpg,490-6981-6-ND,NFM21PC224R1C3D,Murata Electronics North America,CAP FEEDTHRU 0.22UF 20% 16V 0805,5989,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFM21","Active","0.22µF","±20%","16V","2A","30mOhm","-55°C ~ 125°C","-","-","-","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16137-2-ND,YFF18SC1H220MT0H0N,TDK Corporation,CAP FEEDTHRU 22PF 20% 50V 0603,8000,0,"0.11220","0","4000","Tape & Reel (TR)","YFF-SC","Active","22pF","±20%","50V","1A","300mOhm","-55°C ~ 125°C","30dB @ 4GHz ~ 6GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16137-1-ND,YFF18SC1H220MT0H0N,TDK Corporation,CAP FEEDTHRU 22PF 20% 50V 0603,8957,0,"0.55000","0","1","Cut Tape (CT)","YFF-SC","Active","22pF","±20%","50V","1A","300mOhm","-55°C ~ 125°C","30dB @ 4GHz ~ 6GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/emc_esr_yff-sc_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0603%20CKD%20Series.jpg,445-16137-6-ND,YFF18SC1H220MT0H0N,TDK Corporation,CAP FEEDTHRU 22PF 20% 50V 0603,8957,0,"Digi-Reel","0","1","Digi-Reel®","YFF-SC","Active","22pF","±20%","50V","1A","300mOhm","-55°C ~ 125°C","30dB @ 4GHz ~ 6GHz","-","-","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)","-"
