Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency - Center","Bandwidth","Insertion Loss","Ratings","Applications","Mounting Type","Package / Case","Height (Max)","Size / Dimension"
http://www.ecsxtal.com/store/pdf/ecs_dsf947.5b-21.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-DSF947.5B-21-TR.jpg,XC995TR-ND,ECS-DSF947.5B-21-TR,ECS Inc.,FILTER SAW 947.5MHZ 6SMD,4000,1000,"1.78500","0","1000","Tape & Reel (TR)","-","Active","947.5MHz","-","3.3dB","-","Cell Phone","Surface Mount","6-SMD, No Lead","0.059"" (1.50mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
http://www.ecsxtal.com/store/pdf/ecs_dsf947.5b-21.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-DSF947.5B-21-TR.jpg,XC995CT-ND,ECS-DSF947.5B-21-TR,ECS Inc.,FILTER SAW 947.5MHZ 6SMD,4997,1000,"3.93000","0","1","Cut Tape (CT)","-","Active","947.5MHz","-","3.3dB","-","Cell Phone","Surface Mount","6-SMD, No Lead","0.059"" (1.50mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
http://www.ecsxtal.com/store/pdf/ecs_dsf947.5b-21.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-DSF947.5B-21-TR.jpg,XC995DKR-ND,ECS-DSF947.5B-21-TR,ECS Inc.,FILTER SAW 947.5MHZ 6SMD,4997,1000,"Digi-Reel","0","1","Digi-Reel®","-","Active","947.5MHz","-","3.3dB","-","Cell Phone","Surface Mount","6-SMD, No Lead","0.059"" (1.50mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39152B4066U510.pdf,-,B39152B4066U510TR-ND,B39152B4066U510,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.542GHZ 6SMD,9000,0,"2.25225","0","9000","Tape & Reel (TR)","-","Active","1.542GHz","34MHz","3.3dB","-","General Purpose","Surface Mount","6-SMD, No Lead","0.043"" (1.10mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39152B4066U510.pdf,-,B39152B4066U510CT-ND,B39152B4066U510,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.542GHZ 6SMD,17830,0,"5.53000","0","1","Cut Tape (CT)","-","Active","1.542GHz","34MHz","3.3dB","-","General Purpose","Surface Mount","6-SMD, No Lead","0.043"" (1.10mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39152B4066U510.pdf,-,B39152B4066U510DKR-ND,B39152B4066U510,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.542GHZ 6SMD,17830,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.542GHz","34MHz","3.3dB","-","General Purpose","Surface Mount","6-SMD, No Lead","0.043"" (1.10mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5652-2-ND,F5QA942M5M2AW-J,Taiyo Yuden,FILTER SAW 942.5MHZ 5SMD,5000,0,"0.15200","0","5000","Tape & Reel (TR)","F5","Active","942.5MHz","35MHz","2dB","-","CDMA, WCDMA, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5652-1-ND,F5QA942M5M2AW-J,Taiyo Yuden,FILTER SAW 942.5MHZ 5SMD,8215,0,"0.37000","0","1","Cut Tape (CT)","F5","Active","942.5MHz","35MHz","2dB","-","CDMA, WCDMA, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5652-6-ND,F5QA942M5M2AW-J,Taiyo Yuden,FILTER SAW 942.5MHZ 5SMD,8215,0,"Digi-Reel","0","1","Digi-Reel®","F5","Active","942.5MHz","35MHz","2dB","-","CDMA, WCDMA, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2854-2-ND,FAR-F6KA-1G7400-D4DE-Z,Taiyo Yuden,FILTER SAW 1.74GHZ 5SMD,120000,0,"0.22950","0","3000","Tape & Reel (TR)","F6","Active","1.74GHz","60MHz","1.5dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2854-1-ND,FAR-F6KA-1G7400-D4DE-Z,Taiyo Yuden,FILTER SAW 1.74GHZ 5SMD,122302,0,"0.52000","0","1","Cut Tape (CT)","F6","Active","1.74GHz","60MHz","1.5dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2854-6-ND,FAR-F6KA-1G7400-D4DE-Z,Taiyo Yuden,FILTER SAW 1.74GHZ 5SMD,122302,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","1.74GHz","60MHz","1.5dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2848-2-ND,FAR-F5KA-836M50-D4DF-Z,Taiyo Yuden,FILTER SAW 836.5MHZ 5SMD,15000,0,"0.22950","0","3000","Tape & Reel (TR)","F5","Active","836.5MHz","25MHz","1.9dB","-","Cellular, CDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2848-1-ND,FAR-F5KA-836M50-D4DF-Z,Taiyo Yuden,FILTER SAW 836.5MHZ 5SMD,17508,0,"0.52000","0","1","Cut Tape (CT)","F5","Active","836.5MHz","25MHz","1.9dB","-","Cellular, CDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2848-6-ND,FAR-F5KA-836M50-D4DF-Z,Taiyo Yuden,FILTER SAW 836.5MHZ 5SMD,17508,0,"Digi-Reel","0","1","Digi-Reel®","F5","Active","836.5MHz","25MHz","1.9dB","-","Cellular, CDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2851-2-ND,FAR-F6KA-1G8800-L4AF-Z,Taiyo Yuden,FILTER SAW 1.88GHZ 5SMD,3000,0,"0.22950","0","3000","Tape & Reel (TR)","F6","Active","1.88GHz","58.8MHz","2.4dB","-","PCS","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2851-1-ND,FAR-F6KA-1G8800-L4AF-Z,Taiyo Yuden,FILTER SAW 1.88GHZ 5SMD,6196,0,"0.52000","0","1","Cut Tape (CT)","F6","Active","1.88GHz","58.8MHz","2.4dB","-","PCS","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2851-6-ND,FAR-F6KA-1G8800-L4AF-Z,Taiyo Yuden,FILTER SAW 1.88GHZ 5SMD,6196,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","1.88GHz","58.8MHz","2.4dB","-","PCS","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2843-2-ND,F6KA2G140D4CG-Z,Taiyo Yuden,FILTER SAW 2.14GHZ 5SMD,411000,0,"0.24000","0","3000","Tape & Reel (TR)","F6","Active","2.14GHz","60MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2843-1-ND,F6KA2G140D4CG-Z,Taiyo Yuden,FILTER SAW 2.14GHZ 5SMD,412686,0,"0.54000","0","1","Cut Tape (CT)","F6","Active","2.14GHz","60MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2843-6-ND,F6KA2G140D4CG-Z,Taiyo Yuden,FILTER SAW 2.14GHZ 5SMD,412686,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","2.14GHz","60MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2996-2-ND,F5KY740M0B4UR-Z,Taiyo Yuden,FILTER SAW 740MHZ 5SMD,39000,0,"0.24000","0","3000","Tape & Reel (TR)","F5","Active","740MHz","12MHz","1.4dB","-","Cellular, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2996-1-ND,F5KY740M0B4UR-Z,Taiyo Yuden,FILTER SAW 740MHZ 5SMD,40864,0,"0.54000","0","1","Cut Tape (CT)","F5","Active","740MHz","12MHz","1.4dB","-","Cellular, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2996-6-ND,F5KY740M0B4UR-Z,Taiyo Yuden,FILTER SAW 740MHZ 5SMD,40864,0,"Digi-Reel","0","1","Digi-Reel®","F5","Active","740MHz","12MHz","1.4dB","-","Cellular, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-3211-2-ND,F5KY751M0B4UQ-Z,Taiyo Yuden,FILTER SAW 751MHZ 5SMD,9000,0,"0.24000","0","3000","Tape & Reel (TR)","F5","Active","751MHz","10MHz","1.6dB","-","Cellular, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-3211-1-ND,F5KY751M0B4UQ-Z,Taiyo Yuden,FILTER SAW 751MHZ 5SMD,14564,0,"0.54000","0","1","Cut Tape (CT)","F5","Active","751MHz","10MHz","1.6dB","-","Cellular, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-3211-6-ND,F5KY751M0B4UQ-Z,Taiyo Yuden,FILTER SAW 751MHZ 5SMD,14564,0,"Digi-Reel","0","1","Digi-Reel®","F5","Active","751MHz","10MHz","1.6dB","-","Cellular, LTE","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2837-2-ND,FAR-F6KB-1G8425-B4GA-Z,Taiyo Yuden,FILTER SAW 1.843GHZ 5SMD,3000,0,"0.24000","0","3000","Tape & Reel (TR)","F6","Active","1.843GHz","75MHz","1.5dB","-","DCS","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2837-1-ND,FAR-F6KB-1G8425-B4GA-Z,Taiyo Yuden,FILTER SAW 1.843GHZ 5SMD,3118,0,"0.54000","0","1","Cut Tape (CT)","F6","Active","1.843GHz","75MHz","1.5dB","-","DCS","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2837-6-ND,FAR-F6KB-1G8425-B4GA-Z,Taiyo Yuden,FILTER SAW 1.843GHZ 5SMD,3118,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","1.843GHz","75MHz","1.5dB","-","DCS","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2840-2-ND,FAR-F6KA-1G9600-D4MT-Z,Taiyo Yuden,FILTER SAW 1.96GHZ 5SMD,3000,0,"0.24000","0","3000","Tape & Reel (TR)","F6","Active","1.96GHz","58.8MHz","3.4dB","-","Cellular, GSM","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2840-1-ND,FAR-F6KA-1G9600-D4MT-Z,Taiyo Yuden,FILTER SAW 1.96GHZ 5SMD,7027,0,"0.54000","0","1","Cut Tape (CT)","F6","Active","1.96GHz","58.8MHz","3.4dB","-","Cellular, GSM","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-2840-6-ND,FAR-F6KA-1G9600-D4MT-Z,Taiyo Yuden,FILTER SAW 1.96GHZ 5SMD,7027,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","1.96GHz","58.8MHz","3.4dB","-","Cellular, GSM","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-3210-2-ND,FAR-F6KA-2G1400-D4DW-Z,Taiyo Yuden,FILTER SAW 2.14GHZ 5SMD,3000,0,"0.24000","0","3000","Tape & Reel (TR)","F6","Active","2.14GHz","60MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-3210-1-ND,FAR-F6KA-2G1400-D4DW-Z,Taiyo Yuden,FILTER SAW 2.14GHZ 5SMD,8914,0,"0.54000","0","1","Cut Tape (CT)","F6","Active","2.14GHz","60MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SAW_FBAR_Devices_2015.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-3210-6-ND,FAR-F6KA-2G1400-D4DW-Z,Taiyo Yuden,FILTER SAW 2.14GHZ 5SMD,8914,0,"Digi-Reel","0","1","Digi-Reel®","F6","Active","2.14GHz","60MHz","1.9dB","-","Cellular, WCDMA","Surface Mount","5-SMD, No Lead","0.020"" (0.50mm)","0.055"" L x 0.039"" W (1.40mm x 1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39162B9417K610.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3912-2-ND,B39162B9417K610,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.575GHZ 5SMD,10000,0,"0.30000","0","5000","Tape & Reel (TR)","-","Active","1.575GHz","2MHz","1.1dB","-","GPS","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39162B9417K610.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3912-1-ND,B39162B9417K610,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.575GHZ 5SMD,17270,0,"0.72000","0","1","Cut Tape (CT)","-","Active","1.575GHz","2MHz","1.1dB","-","GPS","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B39162B9417K610.pdf,//media.digikey.com/Renders/Epcos%20Renders/B7839%20Series.jpg,495-3912-6-ND,B39162B9417K610,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 1.575GHZ 5SMD,17270,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.575GHz","2MHz","1.1dB","-","GPS","Surface Mount","5-SMD, No Lead","0.016"" (0.40mm)","0.055"" L x 0.043"" W (1.40mm x 1.10mm)"
https://wireless.murata.com/RFM/data/sf2250e.pdf,//media.digikey.com/Renders/Murata%20Renders/6-SMD.jpg,490-16123-2-ND,SF2250E,Murata Electronics North America,FILTER SAW 1.615GHZ 6SMD,1500,0,"0.88800","0","500","Tape & Reel (TR)","-","Active","1.615GHz","20MHz","3.4dB","-","General Purpose","Surface Mount","6-SMD, No Lead","0.054"" (1.38mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://wireless.murata.com/RFM/data/sf2250e.pdf,//media.digikey.com/Renders/Murata%20Renders/6-SMD.jpg,490-16123-1-ND,SF2250E,Murata Electronics North America,FILTER SAW 1.615GHZ 6SMD,1779,0,"1.64000","0","1","Cut Tape (CT)","-","Active","1.615GHz","20MHz","3.4dB","-","General Purpose","Surface Mount","6-SMD, No Lead","0.054"" (1.38mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
https://wireless.murata.com/RFM/data/sf2250e.pdf,//media.digikey.com/Renders/Murata%20Renders/6-SMD.jpg,490-16123-6-ND,SF2250E,Murata Electronics North America,FILTER SAW 1.615GHZ 6SMD,1779,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.615GHz","20MHz","3.4dB","-","General Purpose","Surface Mount","6-SMD, No Lead","0.054"" (1.38mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)"
//media.digikey.com/PDF/Data%20Sheets/AVX%20PDFs/Digi-Key%20SF16-0868M4UU01.pdf,//media.digikey.com/Renders/AVX%20Renders/SAW%20SF%20Series.jpg,478-6488-2-ND,SF16-0868M4UU01,Kyocera International Inc. Electronic Components,FILTER SAW 868.42MHZ 4SMD,3000,0,"1.08750","0","3000","Tape & Reel (TR)","SF, Kyocera","Active","868.42MHz","19MHz","2.2dB","-","General Purpose","Surface Mount","4-SMD, No Lead","0.028"" (0.70mm)","0.063"" L x 0.055"" W (1.60mm x 1.40mm)"
//media.digikey.com/PDF/Data%20Sheets/AVX%20PDFs/Digi-Key%20SF16-0868M4UU01.pdf,//media.digikey.com/Renders/AVX%20Renders/SAW%20SF%20Series.jpg,478-6488-1-ND,SF16-0868M4UU01,Kyocera International Inc. Electronic Components,FILTER SAW 868.42MHZ 4SMD,5535,0,"2.47000","0","1","Cut Tape (CT)","SF, Kyocera","Active","868.42MHz","19MHz","2.2dB","-","General Purpose","Surface Mount","4-SMD, No Lead","0.028"" (0.70mm)","0.063"" L x 0.055"" W (1.60mm x 1.40mm)"
//media.digikey.com/PDF/Data%20Sheets/AVX%20PDFs/Digi-Key%20SF16-0868M4UU01.pdf,//media.digikey.com/Renders/AVX%20Renders/SAW%20SF%20Series.jpg,478-6488-6-ND,SF16-0868M4UU01,Kyocera International Inc. Electronic Components,FILTER SAW 868.42MHZ 4SMD,5535,0,"Digi-Reel","0","1","Digi-Reel®","SF, Kyocera","Active","868.42MHz","19MHz","2.2dB","-","General Purpose","Surface Mount","4-SMD, No Lead","0.028"" (0.70mm)","0.063"" L x 0.055"" W (1.60mm x 1.40mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B3767.pdf,//media.digikey.com/Photos/Epcos%20Photos/QCC8D.jpg,495-3740-2-ND,B39451B3767Z810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 447.725MHZ 8SMD,3000,0,"1.17600","0","3000","Tape & Reel (TR)","-","Active","447.725MHz","360kHz","1.9dB","-","Remote Control","Surface Mount","8-SMD, No Lead","0.059"" (1.50mm)","0.150"" L x 0.150"" W (3.80mm x 3.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B3767.pdf,//media.digikey.com/Photos/Epcos%20Photos/QCC8D.jpg,495-3740-1-ND,B39451B3767Z810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),FILTER SAW 447.725MHZ 8SMD,5456,0,"2.67000","0","1","Cut Tape (CT)","-","Active","447.725MHz","360kHz","1.9dB","-","Remote Control","Surface Mount","8-SMD, No Lead","0.059"" (1.50mm)","0.150"" L x 0.150"" W (3.80mm x 3.80mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F6BG1G582R6TT &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5644-2-ND,F6BG1G582R6TT-J,Taiyo Yuden,FILTER SAW 1.582GHZ 5SMD,5000,0,"0.22890","0","5000","Tape & Reel (TR)","F6","Active","1.582GHz","-","1.7dB","-","GPS","Surface Mount","5-SMD, No Lead","0.017"" (0.44mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=F6BG1G582R6TT &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/Saw-Filter-SMT.jpg,587-5644-1-ND,F6BG1G582R6TT-J,Taiyo Yuden,FILTER SAW 1.582GHZ 5SMD,9696,0,"0.55000","0","1","Cut Tape (CT)","F6","Active","1.582GHz","-","1.7dB","-","GPS","Surface Mount","5-SMD, No Lead","0.017"" (0.44mm)","0.043"" L x 0.035"" W (1.10mm x 0.90mm)"
