Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Conductors","Pitch","Cable Length","Cable Width","Jacket (Insulation) Material","Jacket (Insulation) Thickness","Conductor Material","Conductor Plating","Ratings","Features"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-24-ND,PSR1635-24,Parlex USA LLC,CABLE FLAT FLEX 24COND 0.100"",0,0,"2.39400","0","1500","PSR1635","Active","24","0.100"" (2.54mm)","500' (152.4m)","2.50"" (63.50mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-25-ND,PSR1635-25,Parlex USA LLC,CABLE FLAT FLEX 25COND 0.100"",0,0,"2.39400","0","1500","PSR1635","Active","25","0.100"" (2.54mm)","500' (152.4m)","2.60"" (66.04mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/BB5A1624732145028F9CFCA84A1DE0C9.ashx,-,PSR1636-29-ND,PSR1636-29,Parlex USA LLC,CABLE FLAT FLEX 29COND 0.050"",0,0,"2.39400","0","1500","PSR1636","Active","29","0.050"" (1.27mm)","500' (152.4m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/BB5A1624732145028F9CFCA84A1DE0C9.ashx,-,PS-1636-36-ND,PSR1636-36,Parlex USA LLC,CABLE FLAT FLEX 36COND 0.050"",0,0,"2.50950","0","1500","PSR1636","Active","36","0.050"" (1.27mm)","500' (152.4m)","1.85"" (46.99mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/BB5A1624732145028F9CFCA84A1DE0C9.ashx,-,PS-1636-40-ND,PSR1636-40,Parlex USA LLC,CABLE FLAT FLEX 40COND 0.050"",0,0,"2.62900","0","1500","PSR1636","Active","40","0.050"" (1.27mm)","500' (152.4m)","2.05"" (52.07mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-30-ND,PSR1635-30,Parlex USA LLC,CABLE FLAT FLEX 30COND 0.100"",0,0,"2.62900","0","1500","PSR1635","Active","30","0.100"" (2.54mm)","500' (152.4m)","3.10"" (78.74mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-29-ND,PSR1635-29,Parlex USA LLC,CABLE FLAT FLEX 29COND 0.100"",0,0,"2.62900","0","1500","PSR1635","Active","29","0.100"" (2.54mm)","500' (152.4m)","3.00"" (76.20mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/BB5A1624732145028F9CFCA84A1DE0C9.ashx,-,PS-1636-45-ND,PSR1636-45,Parlex USA LLC,CABLE FLAT FLEX 45COND 0.050"",0,0,"2.74850","0","1500","PSR1636","Active","45","0.050"" (1.27mm)","500' (152.4m)","2.30"" (58.42mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/BB5A1624732145028F9CFCA84A1DE0C9.ashx,-,PS-1636-50-ND,PSR1636-50,Parlex USA LLC,CABLE FLAT FLEX 50COND 0.050"",0,0,"2.86800","0","1500","PSR1636","Active","50","0.050"" (1.27mm)","500' (152.4m)","2.55"" (64.77mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/2F646F0730D94DC8AA318FF391936451.ashx,-,PSR1636-55-ND,PSR1636-55,Parlex USA LLC,CABLE FLAT FLEX 55COND 0.050"",0,0,"2.98750","0","1500","PSR1636","Active","55","0.050"" (1.27mm)","500' (152.4m)","2.80"" (71.12mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-34-ND,PSR1635-34,Parlex USA LLC,CABLE FLAT FLEX 34COND 0.100"",0,0,"3.39000","0","1500","PSR1635","Active","34","0.100"" (2.54mm)","500' (152.4m)","3.50"" (88.90mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-35-ND,PSR1635-35,Parlex USA LLC,CABLE FLAT FLEX 35COND 0.100"",0,0,"3.39000","0","1500","PSR1635","Active","35","0.100"" (2.54mm)","500' (152.4m)","3.60"" (91.44mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-36-ND,PSR1635-36,Parlex USA LLC,CABLE FLAT FLEX 36COND 0.100"",0,0,"3.39000","0","1500","PSR1635","Active","36","0.100"" (2.54mm)","500' (152.4m)","3.70"" (93.98mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-33-ND,PSR1635-33,Parlex USA LLC,CABLE FLAT FLEX 33COND 0.100"",0,0,"3.39000","0","1500","PSR1635","Active","33","0.100"" (2.54mm)","500' (152.4m)","3.40"" (86.36mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-31-ND,PSR1635-31,Parlex USA LLC,CABLE FLAT FLEX 31COND 0.100"",0,0,"3.39000","0","1500","PSR1635","Active","31","0.100"" (2.54mm)","500' (152.4m)","3.20"" (81.28mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,-,PSR1635-32-ND,PSR1635-32,Parlex USA LLC,CABLE FLAT FLEX 32COND 0.100"",0,0,"3.39000","0","1500","PSR1635","Active","32","0.100"" (2.54mm)","500' (152.4m)","3.30"" (83.82mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10130077.pdf,-,10130077-001LF-ND,10130077-001LF,Amphenol ICC (FCI),SATA PLUG,0,0,"3.96917","0","720","-","Active","6","0.100"" (2.54mm)","-","0.70"" (17.78mm)","Polyethylene Terephthalate (PET)","0.004"" (0.09mm)","-","Tin","-","-"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10130077.pdf,-,10130077-002LF-ND,10130077-002LF,Amphenol ICC (FCI),SATA PLUG,0,0,"4.68512","0","600","-","Active","8","0.100"" (2.54mm)","-","0.90"" (22.86mm)","Polyethylene Terephthalate (PET)","0.004"" (0.09mm)","-","Tin","-","-"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-02.jpg,AF02-5-ND,PSR1635-02,Parlex USA LLC,CABLE FLAT FLEX 2COND 0.100"",8,0,"6.10000","0","1","PSR1635","Active","2","0.100"" (2.54mm)","5' (1.52m)","0.30"" (7.57mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-04.jpg,AF04-5-ND,PSR1635-04,Parlex USA LLC,CABLE FLAT FLEX 4COND 0.100"",16,0,"7.17000","0","1","PSR1635","Active","4","0.100"" (2.54mm)","5' (1.52m)","0.50"" (12.70mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-03.jpg,AF03-5-ND,PSR1635-03,Parlex USA LLC,CABLE FLAT FLEX 3COND 0.100"",4,0,"7.17000","0","1","PSR1635","Active","3","0.100"" (2.54mm)","5' (1.52m)","0.40"" (10.16mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-05.jpg,AF05-5-ND,PSR1635-05,Parlex USA LLC,CABLE FLAT FLEX 5COND 0.100"",34,0,"7.87000","0","1","PSR1635","Active","5","0.100"" (2.54mm)","5' (1.52m)","0.60"" (15.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-06.jpg,AF06-5-ND,PSR1635-06,Parlex USA LLC,CABLE FLAT FLEX 6COND 0.100"",13,0,"7.87000","0","1","PSR1635","Active","6","0.100"" (2.54mm)","5' (1.52m)","0.70"" (17.78mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-08.jpg,AF08-5-ND,PSR1635-08,Parlex USA LLC,CABLE FLAT FLEX 8COND 0.100"",52,0,"8.58000","0","1","PSR1635","Active","8","0.100"" (2.54mm)","5' (1.52m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-09.jpg,AF09-5-ND,PSR1635-09,Parlex USA LLC,CABLE FLAT FLEX 9COND 0.100"",4,0,"9.57000","0","1","PSR1635","Active","9","0.100"" (2.54mm)","5' (1.52m)","1.00"" (25.40mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-10.jpg,AF10-5-ND,PSR1635-10,Parlex USA LLC,CABLE FLAT FLEX 10COND 0.100"",8,0,"10.15000","0","1","PSR1635","Active","10","0.100"" (2.54mm)","5' (1.52m)","1.10"" (27.94mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-11.jpg,AF11-5-ND,PSR1635-11,Parlex USA LLC,CABLE FLAT FLEX 11COND 0.100"",0,0,"10.15000","0","1","PSR1635","Active","11","0.100"" (2.54mm)","5' (1.52m)","1.20"" (30.48mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-02.jpg,AF02-10-ND,PSR1635-02,Parlex USA LLC,CABLE FLAT FLEX 2COND 0.100"",18,0,"10.48000","0","1","PSR1635","Active","2","0.100"" (2.54mm)","10' (3.05m)","0.30"" (7.57mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-12.jpg,AF12-5-ND,PSR1635-12,Parlex USA LLC,CABLE FLAT FLEX 12COND 0.100"",23,0,"11.10000","0","1","PSR1635","Active","12","0.100"" (2.54mm)","5' (1.52m)","1.30"" (33.02mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-13.jpg,AF13-5-ND,PSR1635-13,Parlex USA LLC,CABLE FLAT FLEX 13COND 0.100"",0,0,"11.10000","0","1","PSR1635","Active","13","0.100"" (2.54mm)","5' (1.52m)","1.40"" (35.56mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-14.jpg,AF14-5-ND,PSR1635-14,Parlex USA LLC,CABLE FLAT FLEX 14COND 0.100"",0,0,"12.05000","0","1","PSR1635","Active","14","0.100"" (2.54mm)","5' (1.52m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-15.jpg,AF15-5-ND,PSR1635-15,Parlex USA LLC,CABLE FLAT FLEX 15COND 0.100"",0,0,"12.05000","0","1","PSR1635","Active","15","0.100"" (2.54mm)","5' (1.52m)","1.60"" (40.64mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-04.jpg,AF04-10-ND,PSR1635-04,Parlex USA LLC,CABLE FLAT FLEX 4COND 0.100"",14,0,"12.38000","0","1","PSR1635","Active","4","0.100"" (2.54mm)","10' (3.05m)","0.50"" (12.70mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-03.jpg,AF03-10-ND,PSR1635-03,Parlex USA LLC,CABLE FLAT FLEX 3COND 0.100"",0,0,"12.38000","0","1","PSR1635","Active","3","0.100"" (2.54mm)","10' (3.05m)","0.40"" (10.16mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-16.jpg,AF16-5-ND,PSR1635-16,Parlex USA LLC,CABLE FLAT FLEX 16COND 0.100"",20,0,"13.00000","0","1","PSR1635","Active","16","0.100"" (2.54mm)","5' (1.52m)","1.70"" (43.18mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-05.jpg,AF05-10-ND,PSR1635-05,Parlex USA LLC,CABLE FLAT FLEX 5COND 0.100"",20,0,"13.66000","0","1","PSR1635","Active","5","0.100"" (2.54mm)","10' (3.05m)","0.60"" (15.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-06.jpg,AF06-10-ND,PSR1635-06,Parlex USA LLC,CABLE FLAT FLEX 6COND 0.100"",0,0,"13.66000","0","1","PSR1635","Active","6","0.100"" (2.54mm)","10' (3.05m)","0.70"" (17.78mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-20.jpg,AF20-5-ND,PSR1635-20,Parlex USA LLC,CABLE FLAT FLEX 20COND 0.100"",0,0,"15.17000","0","1","PSR1635","Active","20","0.100"" (2.54mm)","5' (1.52m)","2.10"" (53.34mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-08.jpg,AF08-10-ND,PSR1635-08,Parlex USA LLC,CABLE FLAT FLEX 8COND 0.100"",12,0,"15.48000","0","1","PSR1635","Active","8","0.100"" (2.54mm)","10' (3.05m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-09.jpg,AF09-10-ND,PSR1635-09,Parlex USA LLC,CABLE FLAT FLEX 9COND 0.100"",0,0,"16.61000","0","1","PSR1635","Active","9","0.100"" (2.54mm)","10' (3.05m)","1.00"" (25.40mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-10.jpg,AF10-10-ND,PSR1635-10,Parlex USA LLC,CABLE FLAT FLEX 10COND 0.100"",4,0,"18.36000","0","1","PSR1635","Active","10","0.100"" (2.54mm)","10' (3.05m)","1.10"" (27.94mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-11.jpg,AF11-10-ND,PSR1635-11,Parlex USA LLC,CABLE FLAT FLEX 11COND 0.100"",0,0,"18.36000","0","1","PSR1635","Active","11","0.100"" (2.54mm)","10' (3.05m)","1.20"" (30.48mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-12.jpg,AF12-10-ND,PSR1635-12,Parlex USA LLC,CABLE FLAT FLEX 12COND 0.100"",0,0,"19.28000","0","1","PSR1635","Active","12","0.100"" (2.54mm)","10' (3.05m)","1.30"" (33.02mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-13.jpg,AF13-10-ND,PSR1635-13,Parlex USA LLC,CABLE FLAT FLEX 13COND 0.100"",0,0,"19.28000","0","1","PSR1635","Active","13","0.100"" (2.54mm)","10' (3.05m)","1.40"" (35.56mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-14.jpg,AF14-10-ND,PSR1635-14,Parlex USA LLC,CABLE FLAT FLEX 14COND 0.100"",0,0,"20.96000","0","1","PSR1635","Active","14","0.100"" (2.54mm)","10' (3.05m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-15.jpg,AF15-10-ND,PSR1635-15,Parlex USA LLC,CABLE FLAT FLEX 15COND 0.100"",0,0,"20.96000","0","1","PSR1635","Active","15","0.100"" (2.54mm)","10' (3.05m)","1.60"" (40.64mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-02.jpg,AF02-25-ND,PSR1635-02,Parlex USA LLC,CABLE FLAT FLEX 2COND 0.100"",0,0,"22.63000","0","1","PSR1635","Active","2","0.100"" (2.54mm)","25' (7.62m)","0.30"" (7.57mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-16.jpg,AF16-10-ND,PSR1635-16,Parlex USA LLC,CABLE FLAT FLEX 16COND 0.100"",0,0,"22.63000","0","1","PSR1635","Active","16","0.100"" (2.54mm)","10' (3.05m)","1.70"" (43.18mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-03.jpg,AF03-25-ND,PSR1635-03,Parlex USA LLC,CABLE FLAT FLEX 3COND 0.100"",0,0,"25.31000","0","1","PSR1635","Active","3","0.100"" (2.54mm)","25' (7.62m)","0.40"" (10.16mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-04.jpg,AF04-25-ND,PSR1635-04,Parlex USA LLC,CABLE FLAT FLEX 4COND 0.100"",0,0,"25.31000","0","1","PSR1635","Active","4","0.100"" (2.54mm)","25' (7.62m)","0.50"" (12.70mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-20.jpg,AF20-10-ND,PSR1635-20,Parlex USA LLC,CABLE FLAT FLEX 20COND 0.100"",0,0,"26.11000","0","1","PSR1635","Active","20","0.100"" (2.54mm)","10' (3.05m)","2.10"" (53.34mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-05.jpg,AF05-25-ND,PSR1635-05,Parlex USA LLC,CABLE FLAT FLEX 5COND 0.100"",0,0,"29.26000","0","1","PSR1635","Active","5","0.100"" (2.54mm)","25' (7.62m)","0.60"" (15.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
