Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Wire Gauge","Conductor Diameter","Length","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Conductor Material","Conductor Plating","Jacket Color","Ratings","Features"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,"//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/30-Y-50-010,%20020,%20030,%20040,%20050,%20060.jpg",Y7-ND,30-Y-50-050,Jonard Tools,WIRE WW 30AWG PVDF YELLW 7"" 50PC,28,0,"10.76000","0","1","50 per Pkg","-","Active","30 AWG","0.010"" (0.25mm)","0.583' (177.70mm, 7.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Yellow","UL Style 1423, VW-1","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/photos/Vector%20Photos/W28-6AU.jpg,V1085-ND,W28-6AU,Vector Electronics,WIRE WW 28AWG ETFE GREEN 150',29,0,"83.19000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","150' (45.72m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Green","UL Style 1516/1523","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/photos/Vector%20Photos/W28-6EU.jpg,V1088-ND,W28-6EU,Vector Electronics,WIRE WW 28AWG ETFE WHITE 150',23,0,"83.19000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","150' (45.72m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","White","UL Style 1516/1523","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/Photos/Vector%20Photos/W28-6HU.JPG,V2052-ND,W28-6HU,Vector Electronics,WIRE WW 28AWG ETFE BLACK 150',21,0,"83.19000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","150' (45.72m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/photos/Vector%20Photos/W28-6DU.jpg,V1087-ND,W28-6DU,Vector Electronics,WIRE WW 28AWG ETFE BLUE 150',13,0,"83.19000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","150' (45.72m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Blue","-","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/photos/Vector%20Photos/W28-6FU.jpg,V1089-ND,W28-6FU,Vector Electronics,WIRE WW 28AWG ETFE YELLOW 150',9,0,"83.19000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","150' (45.72m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Yellow","UL Style 1516/1523","-"
http://www.jonard.com/~/media/3EDC4CF521CA46B58BB68B1DB2282CD2.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/KSW-BLACK%20SERIES.JPG,K533-ND,KSW30BLK-1000,Jonard Tools,WIRE WW 30AWG PVDF BLACK 1000',7,0,"104.64000","0","1","Roll","KSW","Active","30 AWG","0.010"" (0.25mm)","1000' (304.80m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Black","UL Style 1423","-"
http://www.jonard.com/~/media/3EDC4CF521CA46B58BB68B1DB2282CD2.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/KSW-WHITE%20SERIES.JPG,K532-ND,KSW30W-1000,Jonard Tools,WIRE WW 30AWG PVDF WHITE 1000',4,0,"104.64000","0","1","Roll","KSW","Active","30 AWG","0.010"" (0.25mm)","1000' (304.80m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","White","UL Style 1423","-"
http://www.jonard.com/~/media/3EDC4CF521CA46B58BB68B1DB2282CD2.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/KSW-BLUE%20SERIES.JPG,K531-ND,KSW30B-1000,Jonard Tools,WIRE WW 30AWG PVDF BLUE 1000',3,0,"104.64000","0","1","Roll","KSW","Active","30 AWG","0.010"" (0.25mm)","1000' (304.80m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Blue","UL Style 1423","-"
http://www.jonard.com/~/media/3EDC4CF521CA46B58BB68B1DB2282CD2.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/KSW-YELLOW%20SERIES.JPG,K535-ND,KSW30Y-1000,Jonard Tools,WIRE WW 30AWG PVDF YELLOW 1000',2,0,"104.64000","0","1","Roll","KSW","Active","30 AWG","0.010"" (0.25mm)","1000' (304.80m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Yellow","UL Style 1423","-"
http://www.jonard.com/~/media/86E5DC1113A747B7A8B78F593E6F36E1.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW28Y-0100.jpg,K753-ND,KSW28Y-0100,Jonard Tools,WIRE 28AWG YELLOW 100 FT CSW,6,0,"27.12000","0","1","Roll","KSW","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.024"" (0.61mm)","Copper, Bare","Silver","Yellow","UL Style 1423","-"
http://www.jonard.com/~/media/BBCCAAAEC818493FAF3DA0D62532B7E6.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW24Y-0100.jpg,K655-ND,KSW24Y-0100,Jonard Tools,WIRE 24AWG YELLOW 100 FT CSW,25,0,"28.18000","0","1","Roll","KSW","Active","24 AWG","0.019"" (0.50mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.030"" (0.76mm)","Copper, Bare","Silver","Yellow","UL Style 1422","-"
http://www.jonard.com/~/media/3EDC4CF521CA46B58BB68B1DB2282CD2.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW30G-1000.jpg,K754-ND,KSW30G-1000,Jonard Tools,WIRE 30AWG GREEN 1000 FT CSW,2,0,"99.74000","0","1","Roll","KSW","Active","30 AWG","0.010"" (0.25mm)","1000' (304.80m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Green","UL Style 1423","-"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,"//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/30-R-50-010,%20020,%20030,%20040,%20050,%20060.JPG",R4-ND,30-R-50-020,Jonard Tools,WIRE WW 30AWG PVDF RED 4"" 50PC,12,0,"9.60000","0","1","50 per Pkg","-","Active","30 AWG","0.010"" (0.25mm)","0.333' (101.60mm, 4.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Red","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/6FBBD0F360D948FE8021C4C2CAB63025.pdf,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/R-30B-0050.jpg,K229-ND,R-30B-0050,Jonard Tools,WIRE WW 30AWG PVDF BLUE 50',17,0,"10.20000","0","1","Roll","WD-30","Active","30 AWG","0.010"" (0.25mm)","50' (15.24m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Blue","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/6FBBD0F360D948FE8021C4C2CAB63025.pdf,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/R-30R-0050.jpg,K232-ND,R-30R-0050,Jonard Tools,WIRE WW 30AWG PVDF RED 50',16,0,"10.61000","0","1","Roll","WD-30","Active","30 AWG","0.010"" (0.25mm)","50' (15.24m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Red","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/6FBBD0F360D948FE8021C4C2CAB63025.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/R-30W-0050.JPG,K231-ND,R-30W-0050,Jonard Tools,WIRE WW 30AWG PVDF WHITE 50',14,0,"10.61000","0","1","Roll","WD-30","Active","30 AWG","0.010"" (0.25mm)","50' (15.24m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","White","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,"//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/30-W-50-010,%20020,%20030,%20040,%20050,%20060.jpg",W7-ND,30-W-50-050,Jonard Tools,WIRE WW 30AWG PVDF WHITE 7"" 50PC,16,0,"10.76000","0","1","50 per Pkg","-","Active","30 AWG","0.010"" (0.25mm)","0.583' (177.70mm, 7.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","White","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/D7BF658415F14624A951C1718DC0B122.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/R28R-0100.JPG,K391-ND,R28R-0100,Jonard Tools,WIRE WW 28AWG PVDF RED 100',22,0,"15.25000","0","1","Roll","-","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.023"" (0.58mm)","Copper, Bare","Silver","Red","UL Style 1422","-"
https://www.jonard.com/~/media/D7BF658415F14624A951C1718DC0B122.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/R28B-0100.JPG,K326-ND,R28B-0100,Jonard Tools,WIRE WW 28AWG PVDF BLUE 100',12,0,"15.25000","0","1","Roll","-","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.023"" (0.58mm)","Copper, Bare","Silver","Blue","UL Style 1422","-"
https://www.jonard.com/~/media/3497177228F044D98D3C8925171FEA60.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/R26R-0100.JPG,K387-ND,R26R-0100,Jonard Tools,WIRE WW 26AWG PVDF RED 100',0,0,"17.42000","0","1","Roll","-","Active","26 AWG","0.016"" (0.40mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.027"" (0.69mm)","Copper, Bare","Silver","Red","UL Style 1422","-"
https://www.jonard.com/~/media/B1B858EBB92847918CB21852AFD18EF4.pdf,//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/WD-30-R.jpg,K226-ND,WD-30-R,Jonard Tools,WIRE WW 30AWG PVDF RED 50',4,0,"22.83000","0","1","Roll","WD-30","Active","30 AWG","0.010"" (0.25mm)","50' (15.24m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Red","UL Style 1423, VW-1","With Dispenser"
https://www.jonard.com/~/media/EF90CC602DB9402588F13855E8BC9979.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/R24Y-0100.JPG,K518-ND,R24Y-0100,Jonard Tools,WIRE WW 24AWG PVDF YELLOW 100',1,0,"23.84000","0","1","Roll","-","Active","24 AWG","0.019"" (0.50mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.030"" (0.76mm)","Copper, Bare","Silver","Yellow","UL Style 1422","-"
http://www.jonard.com/~/media/3EDC4CF521CA46B58BB68B1DB2282CD2.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/KSW-WHITE%20SERIES.JPG,K443-ND,KSW30W-0100,Jonard Tools,WIRE WW 30AWG PVDF WHITE 100',4,0,"25.91000","0","1","Roll","KSW","Active","30 AWG","0.010"" (0.25mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","White","UL Style 1423","-"
http://www.jonard.com/~/media/86E5DC1113A747B7A8B78F593E6F36E1.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW28R-0100.jpg,K752-ND,KSW28R-0100,Jonard Tools,WIRE 28AWG RED 100 FT CSW,4,0,"27.12000","0","1","Roll","KSW","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.024"" (0.61mm)","Copper, Bare","Silver","Red","UL Style 1423","-"
http://www.jonard.com/~/media/517FAF1C6EAD49D5977B8C1723C46329.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW26BLK-0100.jpg,K746-ND,KSW26BLK-0100,Jonard Tools,WIRE 26AWG BLACK 100 FT CSW,4,0,"28.38000","0","1","Roll","KSW","Active","26 AWG","0.016"" (0.40mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.027"" (0.69mm)","Copper, Bare","Silver","Black","UL Style 1422","-"
http://www.jonard.com/~/media/86E5DC1113A747B7A8B78F593E6F36E1.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW28BLK-0100.jpg,K751-ND,KSW28BLK-0100,Jonard Tools,WIRE 28AWG BLACK 100 FT CSW,4,0,"28.38000","0","1","Roll","KSW","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.024"" (0.61mm)","Copper, Bare","Silver","Black","UL Style 1423","-"
http://www.jonard.com/~/media/86E5DC1113A747B7A8B78F593E6F36E1.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW28B-0100.jpg,K750-ND,KSW28B-0100,Jonard Tools,WIRE 28AWG BLUE 100 FT CSW,2,0,"28.38000","0","1","Roll","KSW","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.024"" (0.61mm)","Copper, Bare","Silver","Blue","UL Style 1423","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/photos/Vector%20Photos/W28-6AU.jpg,V2053-ND,W28-6A,Vector Electronics,WIRE WW 28AWG ETFE GRN 50' 2/PK,4,0,"30.31000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","50' (15.24m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Green","UL Style 1516/1523","-"
https://www.jonard.com/~/media/6FBBD0F360D948FE8021C4C2CAB63025.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/R30Y-0100.JPG,K629-ND,R30Y-1000,Jonard Tools,WIRE WW 30AWG PVDF YELLOW 1000',4,0,"74.84000","0","1","Roll","-","Active","30 AWG","0.010"" (0.25mm)","1000' (304.80m)","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Yellow","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,"//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/30-Y-50-010,%20020,%20030,%20040,%20050,%20060.jpg",Y4-ND,30-Y-50-020,Jonard Tools,WIRE WW 30AWG PVDF YELLW 4"" 50PC,16,0,"9.60000","0","1","50 per Pkg","-","Active","30 AWG","0.010"" (0.25mm)","0.333' (101.60mm, 4.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Yellow","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,"//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/30-W-50-010,%20020,%20030,%20040,%20050,%20060.jpg",W4-ND,30-W-50-020,Jonard Tools,WIRE WW 30AWG PVDF WHITE 4"" 50PC,1,0,"9.60000","0","1","50 per Pkg","-","Active","30 AWG","0.010"" (0.25mm)","0.333' (101.60mm, 4.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","White","UL Style 1423, VW-1","-"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,"//media.digikey.com/photos/OK%20Industries%20-%20Jonard%20Photos/30-R-50-010,%20020,%20030,%20040,%20050,%20060.JPG",R7-ND,30-R-50-050,Jonard Tools,WIRE WW 30AWG PVDF RED 7"" 50PC,6,0,"10.76000","0","1","50 per Pkg","-","Active","30 AWG","0.010"" (0.25mm)","0.583' (177.70mm, 7.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","Red","UL Style 1423, VW-1","-"
http://www.jonard.com/~/media/517FAF1C6EAD49D5977B8C1723C46329.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW26Y-0100.jpg,K749-ND,KSW26Y-0100,Jonard Tools,WIRE 26AWG YELLOW 100 FT CSW,3,0,"27.12000","0","1","Roll","KSW","Active","26 AWG","0.016"" (0.40mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.027"" (0.69mm)","Copper, Bare","Silver","Yellow","UL Style 1422","-"
https://www.jonard.com/~/media/C75C34D9F44240AA99F64F81BCFABE64.pdf,-,30-W-50-050-V-ND,30-W-50-050-V,Jonard Tools,WIRE WW 30AWG PVDF WHITE 7"" CSPK,0,0,"17.78000","0","1","-","-","Active","30 AWG","0.010"" (0.25mm)","0.583' (177.70mm, 7.00"")","Polyvinylidene Fluoride (PVDF)","0.019"" (0.50mm)","Copper, Bare","Silver","White","UL Style 1423, VW-1","-"
http://www.jonard.com/~/media/86E5DC1113A747B7A8B78F593E6F36E1.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_KSW28W-0100.jpg,KSW28W-0100-ND,KSW28W-0100,Jonard Tools,WIRE 28AWG WHITE 100 FT CSW,0,0,"27.12000","0","1","Roll","KSW","Active","28 AWG","0.013"" (0.32mm)","100' (30.5m)","Polyvinylidene Fluoride (PVDF)","0.024"" (0.61mm)","Copper, Bare","Silver","White","UL Style 1423","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/Photos/Vector%20Photos/W28-6HU.JPG,W28-6H-ND,W28-6H,Vector Electronics,WIRE WW 28AWG ETFE BLACK 50',0,0,"30.31000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","50' (15.24m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,//media.digikey.com/photos/Vector%20Photos/w28-6d.JPG,W28-6D-ND,W28-6D,Vector Electronics,WIRE WW 28AWG ETFE BLUE 50',0,0,"66.69000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","50' (15.24m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Blue","-","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,-,W28-6E-ND,W28-6E,Vector Electronics,WIRE WW 28AWG ETFE WHITE 50',0,0,"66.69000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","50' (15.24m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","White","UL Style 1516/1523","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,-,W28-6F-ND,W28-6F,Vector Electronics,WIRE WW 28AWG ETFE YELLOW 50',0,0,"66.69000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","50' (15.24m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Yellow","UL Style 1516/1523","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/W28-6xx.pdf,-,W28-6B-ND,W28-6B,Vector Electronics,WIRE WW 28AWG ETFE RED 50',0,0,"66.69000","0","1","Spool","Slit-N-Wrap®","Active","28 AWG","0.013"" (0.32mm)","50' (15.24m)","Ethylene Tetrafluoroethylene (ETFE)","0.023"" (0.58mm)","Copper, Bare","Silver","Red","UL Style 1516/1523","-"
-,-,W30-5AS-ND,W30-5AS,Vector Electronics,WIRE WW 30AWG PVDF GREEN 300',0,0,"Obsolete","0","1","Spool","Slit-N-Wrap®","Obsolete","30 AWG","-","300' (91.44m)","Polyvinylidene Fluoride (PVDF)","-","Copper, Bare","Silver","Green","-","-"
-,-,W30-5FS-ND,W30-5FS,Vector Electronics,WIRE WW 30AWG PVDF YELLOW 300',0,0,"Obsolete","0","1","Spool","Slit-N-Wrap®","Obsolete","30 AWG","-","300' (91.44m)","Polyvinylidene Fluoride (PVDF)","-","Copper, Bare","Silver","Yellow","-","-"
-,-,W30-5B-ND,W30-5B,Vector Electronics,WIRE WW 30AWG PVDF RED 75',0,0,"Obsolete","0","1","Spool","Slit-N-Wrap®","Obsolete","30 AWG","-","75' (22.86m)","Polyvinylidene Fluoride (PVDF)","-","Copper, Bare","Silver","Red","-","-"
-,-,W30-5F-ND,W30-5F,Vector Electronics,WIRE WW 30AWG PVDF YELLOW 75',0,0,"Obsolete","0","1","Spool","Slit-N-Wrap®","Obsolete","30 AWG","-","75' (22.86m)","Polyvinylidene Fluoride (PVDF)","-","Copper, Bare","Silver","Yellow","-","-"
-,-,W30-5A-ND,W30-5A,Vector Electronics,WIRE WW 30AWG PVDF GREEN 75',0,0,"Obsolete","0","1","Spool","Slit-N-Wrap®","Obsolete","30 AWG","-","75' (22.86m)","Polyvinylidene Fluoride (PVDF)","-","Copper, Bare","Silver","Green","-","-"
